Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
100,Petar Brlek,hr,MF,Genoa,23,1994,5,232,46,6.8,2.6,3,,2,,11,1.60,2,2,0,0.00,+0.28,1.4,4.5,-3.1,-1.20,+0.28,/en/players/4590c6e7/matchlogs/2017-2018/summary/Petar-Brlek-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Marcelo Brozović,hr,MF,Inter,24,1992,31,"1,926",62,56.3,21.4,21,,10,,3,1.84,42,15,+27,+1.26,+0.72,36.4,18.1,+18.3,+0.86,+0.72,/en/players/33b8d077/matchlogs/2017-2018/summary/Marcelo-Brozovic-Match-Logs
102,Lorenzo Bruzzi,it,GK,Bologna,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/b7914788/matchlogs/2017-2018/summary/Lorenzo-Bruzzi-Match-Logs
103,Marcel Büchel,li,MF,Hellas Verona,26,1991,23,"1,696",74,49.6,18.8,20,,3,,6,0.78,17,35,-18,-0.96,+0.61,15.8,40.4,-24.6,-1.30,+0.61,/en/players/2edeb221/matchlogs/2017-2018/summary/Marcel-Buchel-Match-Logs
104,Ante Budimir,hr,FW,Crotone,26,1991,22,"1,588",72,46.4,17.6,17,,5,,2,0.73,11,31,-20,-1.13,-0.84,15.8,27.4,-11.6,-0.66,-0.84,/en/players/8f3565b3/matchlogs/2017-2018/summary/Ante-Budimir-Match-Logs
105,Gianluigi Buffon,it,GK,Juventus,39,1978,21,"1,862",89,54.4,20.7,21,,0,,11,2.52,55,14,+41,+1.98,+0.77,31.4,17.0,+14.3,+0.69,+0.77,/en/players/e40d028b/matchlogs/2017-2018/summary/Gianluigi-Buffon-Match-Logs
106,Alessandro Buongiorno,it,DF,Torino,18,1999,1,9,9,0.3,0.1,0,,1,,2,3.00,0,3,-3,-30.00,-30.29,0.0,0.6,-0.6,-6.27,-30.29,/en/players/4ae67f27/matchlogs/2017-2018/summary/Alessandro-Buongiorno-Match-Logs
107,Nicolás Burdisso,ar,DF,Torino,36,1981,24,"2,069",86,60.5,23.0,23,,1,,11,1.46,31,21,+10,+0.43,+0.57,27.0,29.3,-2.4,-0.10,+0.57,/en/players/9417f322/matchlogs/2017-2018/summary/Nicolas-Burdisso-Match-Logs
108,Karlo Butić,hr,FW,Torino,18,1998,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/165f9fbf/matchlogs/2017-2018/summary/Karlo-Butic-Match-Logs
109,Rafael Cabral,br,GK,Napoli,27,1990,0,,,,,0,,0,,38,,,,,,,,,,,,/en/players/806f7a26/matchlogs/2017-2018/summary/Rafael-Cabral-Match-Logs
110,Nicolò Cabras,it,GK,Cagliari,16,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/9bc28e3e/matchlogs/2017-2018/summary/Nicolo-Cabras-Match-Logs
111,Leandro Cabrera,uy,DF,Crotone,26,1991,5,365,73,10.7,4.1,4,,1,,14,0.20,1,10,-9,-2.22,-1.72,3.0,6.3,-3.4,-0.83,-1.72,/en/players/69cbc8b6/matchlogs/2017-2018/summary/Leandro-Cabrera-Match-Logs
112,Fabrizio Cacciatore,it,DF,Chievo,30,1986,33,"2,871",87,83.9,31.9,32,,1,,1,1.03,31,51,-20,-0.63,-0.14,28.7,44.5,-15.8,-0.50,-0.14,/en/players/00b0bb87/matchlogs/2017-2018/summary/Fabrizio-Cacciatore-Match-Logs
113,Martín Cáceres,uy,DF,Hellas Verona,30,1987,14,"1,165",83,34.1,12.9,14,,0,,3,0.86,15,27,-12,-0.93,+0.51,14.1,27.3,-13.2,-1.02,+0.51,/en/players/e94d79e3/matchlogs/2017-2018/summary/Martin-Caceres-Match-Logs
114,Martín Cáceres,uy,DF,Lazio,30,1987,6,441,74,12.9,4.9,4,,2,,11,1.83,12,7,+5,+1.02,-0.04,8.5,5.6,+2.9,+0.60,-0.04,/en/players/e94d79e3/matchlogs/2017-2018/summary/Martin-Caceres-Match-Logs
115,Aldo Caiazza,it,DF,Udinese,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/24eb64e4/matchlogs/2017-2018/summary/Aldo-Caiazza-Match-Logs
116,Felipe Caicedo,ec,FW,Lazio,28,1988,22,717,33,21.0,8.0,4,,18,,12,1.91,20,15,+5,+0.63,-0.54,16.1,10.6,+5.4,+0.70,-0.54,/en/players/93b891d1/matchlogs/2017-2018/summary/Felipe-Caicedo-Match-Logs
117,Davide Calabria,it,DF,Milan,20,1996,21,"1,564",74,45.7,17.4,18,,3,,11,1.95,26,18,+8,+0.46,+0.17,27.8,18.2,+9.6,+0.55,+0.17,/en/players/2146785a/matchlogs/2017-2018/summary/Davide-Calabria-Match-Logs
118,Mattia Caldara,it,DF,Atalanta,23,1994,24,"2,160",90,63.2,24.0,24,,0,,8,1.75,39,24,+15,+0.62,+0.41,41.5,23.5,+18.0,+0.75,+0.41,/en/players/ac7e640b/matchlogs/2017-2018/summary/Mattia-Caldara-Match-Logs
119,Hakan Çalhanoğlu,tr,"FW,MF",Milan,23,1994,31,"2,172",70,63.5,24.1,25,,6,,2,1.90,42,20,+22,+0.91,+1.49,38.6,23.3,+15.3,+0.63,+1.49,/en/players/cd0fa27b/matchlogs/2017-2018/summary/Hakan-Calhanoglu-Match-Logs
120,Fabrizio Caligara,it,MF,Cagliari,17,2000,1,18,18,0.5,0.2,0,,1,,12,1.50,1,1,0,0.00,+0.74,0.0,0.5,-0.5,-2.95,+0.74,/en/players/22ca11f1/matchlogs/2017-2018/summary/Fabrizio-Caligara-Match-Logs
121,Fabrizio Caligara,it,MF,Juventus,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/22ca11f1/matchlogs/2017-2018/summary/Fabrizio-Caligara-Match-Logs
122,José Callejón,es,FW,Napoli,30,1987,38,"3,238",85,94.7,36.0,38,,0,,0,2.39,73,26,+47,+1.31,+0.81,63.0,21.9,+41.1,+1.14,+0.81,/en/players/78841da9/matchlogs/2017-2018/summary/Jose-Callejon-Match-Logs
123,Simone Calvano,it,MF,Hellas Verona,24,1993,15,644,43,18.8,7.2,7,,8,,6,0.67,3,20,-17,-2.38,-1.37,4.2,15.7,-11.6,-1.62,-1.37,/en/players/9dabfcf5/matchlogs/2017-2018/summary/Simone-Calvano-Match-Logs
124,Michele Camporese,it,DF,Benevento,25,1992,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/035c1d09/matchlogs/2017-2018/summary/Michele-Camporese-Match-Logs
125,João Cancelo,pt,DF,Inter,23,1994,26,"1,851",71,54.1,20.6,20,,6,,6,1.73,33,16,+17,+0.83,-0.26,33.5,18.5,+15.1,+0.73,-0.26,/en/players/bd6351cd/matchlogs/2017-2018/summary/Joao-Cancelo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Thomas Candeloro,ch,GK,Benevento,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/099bac75/matchlogs/2017-2018/summary/Thomas-Candeloro-Match-Logs
127,Antonio Candreva,it,FW,Inter,30,1987,36,"2,537",70,74.2,28.2,33,,3,,2,1.89,49,26,+23,+0.82,-0.51,42.4,27.7,+14.7,+0.52,-0.51,/en/players/356c9002/matchlogs/2017-2018/summary/Antonio-Candreva-Match-Logs
128,Paolo Cannavaro,it,DF,Sassuolo,36,1981,19,"1,443",76,42.2,16.0,16,,3,,0,1.11,9,28,-19,-1.19,-0.68,21.1,24.8,-3.7,-0.23,-0.68,/en/players/46ed55b6/matchlogs/2017-2018/summary/Paolo-Cannavaro-Match-Logs
129,Leonardo Capezzi,it,MF,Sampdoria,22,1995,6,214,36,6.3,2.4,2,,4,,30,2.00,4,5,-1,-0.42,-0.34,2.7,3.8,-1.1,-0.49,-0.34,/en/players/07ea0ef2/matchlogs/2017-2018/summary/Leonardo-Capezzi-Match-Logs
130,Elio Capradossi,it,DF,Roma,21,1996,2,83,42,2.4,0.9,1,,1,,14,3.00,1,0,+1,+1.08,+0.22,1.0,0.7,+0.3,+0.28,+0.22,/en/players/174944a3/matchlogs/2017-2018/summary/Elio-Capradossi-Match-Logs
131,Gianluca Caprari,it,"FW,MF",Sampdoria,24,1993,34,"1,809",53,52.9,20.1,19,,15,,3,1.38,25,28,-3,-0.15,-0.09,27.7,31.0,-3.3,-0.16,-0.09,/en/players/54e53b7e/matchlogs/2017-2018/summary/Gianluca-Caprari-Match-Logs
132,Marco Capuano,it,DF,Crotone,25,1991,16,"1,407",88,41.1,15.6,16,,0,,0,1.25,26,22,+4,+0.26,+1.60,18.3,18.3,+0.1,+0.01,+1.60,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
133,Marco Capuano,it,DF,Cagliari,25,1991,9,690,77,20.2,7.7,7,,2,,10,1.11,6,12,-6,-0.78,-0.06,7.9,13.5,-5.6,-0.73,-0.06,/en/players/616aea37/matchlogs/2017-2018/summary/Marco-Capuano-Match-Logs
134,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,33,"2,857",87,83.5,31.7,32,,1,,4,0.73,27,64,-37,-1.17,+0.59,29.2,60.8,-31.7,-1.00,+0.59,/en/players/99d8fc35/matchlogs/2017-2018/summary/Antonio-Caracciolo-Match-Logs
135,Francesco Cassata,it,MF,Sassuolo,20,1997,10,458,46,13.4,5.1,5,,5,,25,1.40,7,10,-3,-0.59,+0.23,4.9,6.5,-1.6,-0.31,+0.23,/en/players/96960855/matchlogs/2017-2018/summary/Francesco-Cassata-Match-Logs
136,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,20,"1,500",75,43.9,16.7,17,,3,,17,1.80,24,14,+10,+0.60,+0.23,29.2,14.9,+14.3,+0.86,+0.23,/en/players/197640fd/matchlogs/2017-2018/summary/Timothy-Castagne-Match-Logs
137,Leandro Castán,br,DF,Roma,30,1986,0,,,,,0,,0,,15,,,,,,,,,,,,/en/players/019f4d0d/matchlogs/2017-2018/summary/Leandro-Castan-Match-Logs
138,Leandro Castán,br,DF,Cagliari,30,1986,14,"1,141",82,33.4,12.7,13,,1,,2,0.93,8,25,-17,-1.34,-0.91,10.6,18.0,-7.3,-0.58,-0.91,/en/players/019f4d0d/matchlogs/2017-2018/summary/Leandro-Castan-Match-Logs
139,Lucas Castro,ar,MF,Chievo,28,1989,25,"1,985",79,58.0,22.1,23,,2,,3,1.24,26,34,-8,-0.36,+0.58,21.0,27.8,-6.8,-0.31,+0.58,/en/players/56b2957b/matchlogs/2017-2018/summary/Lucas-Castro-Match-Logs
140,Danilo Cataldi,it,MF,Benevento,22,1994,29,"2,282",79,66.7,25.4,25,,4,,4,0.31,15,57,-42,-1.66,-0.94,23.1,53.3,-30.2,-1.19,-0.94,/en/players/ba3d3bea/matchlogs/2017-2018/summary/Danilo-Cataldi-Match-Logs
141,Federico Ceccherini,it,DF,Crotone,25,1992,37,"3,229",87,94.4,35.9,37,,0,,0,0.92,39,62,-23,-0.64,+0.77,34.5,57.5,-23.0,-0.64,+0.77,/en/players/d9624b51/matchlogs/2017-2018/summary/Federico-Ceccherini-Match-Logs
142,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,3,54,18,1.6,0.6,1,,2,,7,1.00,0,2,-2,-3.33,-3.12,0.1,1.1,-1.0,-1.75,-3.12,/en/players/fac896b0/matchlogs/2017-2018/summary/Ricardo-Centurion-Match-Logs
143,Luca Ceppitelli,it,DF,Cagliari,27,1989,27,"2,227",82,65.1,24.7,26,,1,,8,1.33,26,34,-8,-0.32,+1.19,29.3,35.9,-6.7,-0.27,+1.19,/en/players/7d50454d/matchlogs/2017-2018/summary/Luca-Ceppitelli-Match-Logs
144,Fabio Ceravolo,it,FW,Benevento,30,1987,1,57,57,1.7,0.6,1,,0,,0,0.00,0,1,-1,-1.58,-0.24,0.3,0.7,-0.4,-0.57,-0.24,/en/players/4cc93246/matchlogs/2017-2018/summary/Fabio-Ceravolo-Match-Logs
145,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,24,"1,635",68,47.8,18.2,22,,2,,1,0.63,17,34,-17,-0.94,+0.63,20.3,30.5,-10.1,-0.55,+0.63,/en/players/5370cba7/matchlogs/2017-2018/summary/Alessio-Cerci-Match-Logs
146,Michele Cerofolini,it,GK,Fiorentina,18,1999,0,,,,,0,,0,,29,,,,,,,,,,,,/en/players/efdeaff3/matchlogs/2017-2018/summary/Michele-Cerofolini-Match-Logs
147,Boštjan Cesar,si,DF,Chievo,35,1982,10,550,55,16.1,6.1,5,,5,,27,1.20,5,11,-6,-0.98,-0.45,5.8,10.3,-4.6,-0.76,-0.45,/en/players/c1d18f10/matchlogs/2017-2018/summary/Bostjan-Cesar-Match-Logs
148,Damir Ceter,co,"FW,MF",Cagliari,19,1997,6,199,33,5.8,2.2,1,,5,,4,1.00,3,8,-5,-2.26,-1.62,2.8,4.5,-1.7,-0.78,-1.62,/en/players/eade5337/matchlogs/2017-2018/summary/Damir-Ceter-Match-Logs
149,Raman Chibsah,gh,MF,Benevento,24,1993,14,"1,048",75,30.6,11.6,12,,2,,5,0.07,7,32,-25,-2.15,-1.16,9.5,28.4,-18.9,-1.62,-1.16,/en/players/aa5a409a/matchlogs/2017-2018/summary/Raman-Chibsah-Match-Logs
150,Giorgio Chiellini,it,DF,Juventus,32,1984,26,"2,161",83,63.2,24.0,25,,1,,9,2.42,56,15,+41,+1.71,+0.21,40.3,20.3,+20.0,+0.83,+0.21,/en/players/e85fb9b8/matchlogs/2017-2018/summary/Giorgio-Chiellini-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,36,"3,012",84,88.1,33.5,35,,1,,0,1.50,51,42,+9,+0.27,+0.49,52.3,36.0,+16.3,+0.48,+0.49,/en/players/b0f7e36c/matchlogs/2017-2018/summary/Federico-Chiesa-Match-Logs
152,Vlad Chiricheș,ro,DF,Napoli,27,1989,7,582,83,17.0,6.5,7,,0,,21,2.71,15,7,+8,+1.24,-0.03,10.4,6.0,+4.4,+0.68,-0.03,/en/players/c316607a/matchlogs/2017-2018/summary/Vlad-Chiriches-Match-Logs
153,Stefano Ciavattini,it,DF,Roma,19,1998,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/db704e1c/matchlogs/2017-2018/summary/Stefano-Ciavattini-Match-Logs
154,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,12,807,67,23.6,9.0,9,,3,,1,0.00,5,14,-9,-1.00,+0.44,8.1,18.0,-10.0,-1.11,+0.44,/en/players/1ab0b878/matchlogs/2017-2018/summary/Amato-Ciciretti-Match-Logs
155,Luca Cigarini,it,MF,Cagliari,31,1986,26,"2,024",78,59.2,22.5,24,,2,,2,1.23,24,33,-9,-0.40,+0.82,27.1,37.1,-10.0,-0.44,+0.82,/en/players/ae64d449/matchlogs/2017-2018/summary/Luca-Cigarini-Match-Logs
156,Thiago Cionek,pl,DF,SPAL,31,1986,15,"1,350",90,39.5,15.0,15,,0,,0,1.33,15,15,0,0.00,+0.87,11.6,21.8,-10.1,-0.68,+0.87,/en/players/46f5c54d/matchlogs/2017-2018/summary/Thiago-Cionek-Match-Logs
157,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,2,14,7,0.4,0.2,0,,2,,0,0.00,0,0,0,0.00,+1.35,1.1,0.1,+0.9,+7.42,+1.35,/en/players/b39569c0/matchlogs/2017-2018/summary/Karamoko-Cisse-Match-Logs
158,Massimo Coda,it,FW,Benevento,28,1988,24,"1,417",59,41.4,15.7,14,,10,,14,0.58,14,37,-23,-1.46,-0.20,17.5,29.8,-12.4,-0.79,-0.20,/en/players/4c7940d6/matchlogs/2017-2018/summary/Massimo-Coda-Match-Logs
159,Isaac Cofie,gh,MF,Genoa,25,1991,12,591,49,17.3,6.6,6,,6,,20,1.42,4,6,-2,-0.30,-0.05,7.1,8.6,-1.5,-0.22,-0.05,/en/players/c6dda86e/matchlogs/2017-2018/summary/Isaac-Cofie-Match-Logs
160,Andrea Colpani,it,MF,Atalanta,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/6499048c/matchlogs/2017-2018/summary/Andrea-Colpani-Match-Logs
161,Alessandro Confente,it,GK,Chievo,19,1998,0,,,,,0,,0,,34,,,,,,,,,,,,/en/players/95a3fe33/matchlogs/2017-2018/summary/Alessandro-Confente-Match-Logs
162,Andrea Consigli,it,GK,Sassuolo,30,1987,37,"3,316",90,97.0,36.8,37,,0,,1,1.16,29,58,-29,-0.79,+0.08,48.7,48.3,+0.4,+0.01,+0.08,/en/players/8cabdc1e/matchlogs/2017-2018/summary/Andrea-Consigli-Match-Logs
163,Andrea Conti,it,DF,Milan,23,1994,2,157,79,4.6,1.7,2,,0,,1,3.00,5,1,+4,+2.29,+2.02,2.7,1.1,+1.6,+0.93,+2.02,/en/players/8fef5412/matchlogs/2017-2018/summary/Andrea-Conti-Match-Logs
164,Duje Čop,hr,FW,Cagliari,27,1990,2,96,48,2.8,1.1,1,,1,,0,0.00,0,3,-3,-2.81,-2.14,1.6,1.1,+0.5,+0.49,-2.14,/en/players/8b0b02c9/matchlogs/2017-2018/summary/Duje-Cop-Match-Logs
165,Domenico Coppola,it,GK,Torino,18,1999,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/b1ea9ffc/matchlogs/2017-2018/summary/Domenico-Coppola-Match-Logs
166,Ferdinando Coppola,it,GK,Hellas Verona,39,1978,0,,,,,0,,0,,38,,,,,,,,,,,,/en/players/7feaf90b/matchlogs/2017-2018/summary/Ferdinando-Coppola-Match-Logs
167,Alex Cordaz,it,GK,Crotone,34,1983,38,"3,420",90,100.0,38.0,38,,0,,0,0.92,40,66,-26,-0.68,,36.2,58.8,-22.7,-0.60,,/en/players/e66ebabb/matchlogs/2017-2018/summary/Alex-Cordaz-Match-Logs
168,Andreas Cornelius,dk,FW,Atalanta,24,1993,23,934,41,27.3,10.4,8,,15,,9,1.57,14,10,+4,+0.39,-0.12,19.1,11.4,+7.7,+0.74,-0.12,/en/players/c693347d/matchlogs/2017-2018/summary/Andreas-Cornelius-Match-Logs
169,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,11,243,22,7.1,2.7,2,,9,,20,0.55,1,7,-6,-2.22,-1.60,1.9,6.0,-4.1,-1.58,-1.60,/en/players/70fd593e/matchlogs/2017-2018/summary/Andrea-Cossu-Match-Logs
170,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4,360,90,10.5,4.0,4,,0,,24,0.75,3,5,-2,-0.50,-0.21,5.0,5.4,-0.5,-0.12,-0.21,/en/players/18736214/matchlogs/2017-2018/summary/Angelo-da-Costa-Junior-Match-Logs
171,Andrea Costa,it,DF,Benevento,31,1986,16,"1,375",86,40.2,15.3,16,,0,,5,0.44,11,34,-23,-1.51,-0.27,16.3,29.9,-13.6,-0.89,-0.27,/en/players/f5e9a8bd/matchlogs/2017-2018/summary/Andrea-Costa-Match-Logs
172,Douglas Costa,br,"FW,MF",Juventus,26,1990,31,"1,795",58,52.5,19.9,18,,13,,6,2.45,49,8,+41,+2.06,+0.89,33.4,10.9,+22.5,+1.13,+0.89,/en/players/4fa7cb9b/matchlogs/2017-2018/summary/Douglas-Costa-Match-Logs
173,Filippo Costa,it,"DF,MF",SPAL,22,1995,23,"1,473",64,43.1,16.4,14,,9,,5,0.91,15,21,-6,-0.37,+0.28,13.8,26.2,-12.3,-0.76,+0.28,/en/players/00528660/matchlogs/2017-2018/summary/Filippo-Costa-Match-Logs
174,Alessio Cragno,it,GK,Cagliari,23,1994,29,"2,536",87,74.2,28.2,29,,0,,5,0.90,21,47,-26,-0.92,-0.72,28.7,40.9,-12.2,-0.43,-0.72,/en/players/f554e29b/matchlogs/2017-2018/summary/Alessio-Cragno-Match-Logs
175,Luca Crecco,it,MF,Lazio,21,1995,0,,,,,0,,0,,10,,,,,,,,,,,,/en/players/c7f24d4b/matchlogs/2017-2018/summary/Luca-Crecco-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Michele Cremonesi,it,DF,SPAL,29,1988,5,385,77,11.3,4.3,4,,1,,16,1.20,5,8,-3,-0.70,-0.20,6.6,8.8,-2.2,-0.52,-0.20,/en/players/53636fce/matchlogs/2017-2018/summary/Michele-Cremonesi-Match-Logs
177,Lorenzo Crisetig,it,MF,Bologna,24,1993,8,558,70,16.3,6.2,6,,2,,28,0.88,5,10,-5,-0.81,-0.59,5.7,11.7,-6.0,-0.97,-0.59,/en/players/f54dfca8/matchlogs/2017-2018/summary/Lorenzo-Crisetig-Match-Logs
178,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,36,"2,824",78,82.6,31.4,33,,3,,2,1.56,48,33,+15,+0.48,+0.03,54.4,30.7,+23.6,+0.75,+0.03,/en/players/16657b95/matchlogs/2017-2018/summary/Bryan-Cristante-Match-Logs
179,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,7,268,38,7.8,3.0,3,,4,,31,2.14,5,6,-1,-0.34,-0.59,4.8,4.0,+0.8,+0.27,-0.59,/en/players/3c05c659/matchlogs/2017-2018/summary/Sebastian-Cristoforo-Match-Logs
180,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,11,290,26,8.5,3.2,2,,9,,26,0.36,2,3,-1,-0.31,+0.41,4.8,4.7,+0.1,+0.02,+0.41,/en/players/8c964914/matchlogs/2017-2018/summary/Giovanni-Crociata-Match-Logs
181,Luca Crosta,it,GK,Cagliari,19,1998,1,90,90,2.6,1.0,1,,0,,32,0.00,0,3,-3,-3.00,-2.32,0.8,2.1,-1.3,-1.28,-2.32,/en/players/a4ec7d09/matchlogs/2017-2018/summary/Luca-Crosta-Match-Logs
182,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,21,"1,353",64,39.6,15.0,15,,6,,3,2.43,38,14,+24,+1.60,-0.06,25.7,13.0,+12.7,+0.84,-0.06,/en/players/0ab1f153/matchlogs/2017-2018/summary/Juan-Cuadrado-Match-Logs
183,Giuseppe Cuomo,it,DF,Crotone,19,1998,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/ae5b04fe/matchlogs/2017-2018/summary/Giuseppe-Cuomo-Match-Logs
184,Patrick Cutrone,it,FW,Milan,19,1998,28,"1,503",54,43.9,16.7,17,,11,,10,1.71,31,20,+11,+0.66,+0.52,25.6,17.4,+8.2,+0.49,+0.52,/en/players/a4fe8cda/matchlogs/2017-2018/summary/Patrick-Cutrone-Match-Logs
185,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,16,"1,043",65,30.5,11.6,12,,4,,3,0.63,10,20,-10,-0.86,+0.69,12.4,17.4,-5.1,-0.44,+0.69,/en/players/060606ec/matchlogs/2017-2018/summary/Marco-DAlessandro-Match-Logs
186,Danilo D'Ambrosio,it,DF,Inter,28,1988,34,"2,979",88,87.1,33.1,34,,0,,1,1.94,58,28,+30,+0.91,-0.32,53.7,30.6,+23.1,+0.70,-0.32,/en/players/44eb9093/matchlogs/2017-2018/summary/Danilo-DAmbrosio-Match-Logs
187,Bryan Dabo,bf,MF,Fiorentina,25,1992,10,591,59,17.3,6.6,6,,4,,5,1.70,11,11,0,0.00,-0.25,10.7,9.7,+1.1,+0.17,-0.25,/en/players/c53083ad/matchlogs/2017-2018/summary/Bryan-Dabo-Match-Logs
188,Riccardo Daga,it,GK,Cagliari,17,2000,0,,,,,0,,0,,14,,,,,,,,,,,,/en/players/76d2974a/matchlogs/2017-2018/summary/Riccardo-Daga-Match-Logs
189,Dario Dainelli,it,DF,Chievo,38,1979,21,"1,507",72,44.1,16.7,17,,4,,13,1.33,16,24,-8,-0.48,+0.23,15.1,22.4,-7.4,-0.44,+0.23,/en/players/3858e611/matchlogs/2017-2018/summary/Dario-Dainelli-Match-Logs
190,Felipe dal Belo,br,DF,SPAL,33,1984,30,"2,573",86,75.2,28.6,30,,0,,5,0.87,25,41,-16,-0.56,-0.13,25.8,46.2,-20.4,-0.71,-0.13,/en/players/8cea6319/matchlogs/2017-2018/summary/Felipe-dal-Belo-Match-Logs
191,Andrea Danzi,it,MF,Hellas Verona,18,1999,5,393,79,11.5,4.4,4,,1,,5,0.00,3,10,-7,-1.60,-0.38,3.1,8.1,-5.1,-1.17,-0.38,/en/players/263b855a/matchlogs/2017-2018/summary/Andrea-Danzi-Match-Logs
192,Manuel De Luca,it,FW,Torino,19,1998,0,,,,,0,,0,,12,,,,,,,,,,,,/en/players/60e3603d/matchlogs/2017-2018/summary/Manuel-De-Luca-Match-Logs
193,Sebastien De Maio,fr,DF,Bologna,30,1987,26,"2,053",79,60.0,22.8,22,,4,,10,1.12,22,30,-8,-0.35,-0.09,22.4,34.1,-11.7,-0.51,-0.09,/en/players/952a03fe/matchlogs/2017-2018/summary/Sebastien-De-Maio-Match-Logs
194,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,37,"2,319",63,67.8,25.8,25,,12,,1,1.08,27,44,-17,-0.66,-0.82,29.9,36.4,-6.5,-0.25,-0.82,/en/players/162efffd/matchlogs/2017-2018/summary/Rodrigo-De-Paul-Match-Logs
195,Daniele De Rossi,it,MF,Roma,34,1983,22,"1,829",83,53.5,20.3,21,,1,,9,2.14,31,10,+21,+1.03,+0.35,32.8,20.7,+12.2,+0.60,+0.35,/en/players/532d2690/matchlogs/2017-2018/summary/Daniele-De-Rossi-Match-Logs
196,Mattia De Sciglio,it,DF,Juventus,24,1992,12,968,81,28.3,10.8,10,,2,,11,2.50,21,1,+20,+1.86,+0.32,16.4,3.7,+12.7,+1.18,+0.32,/en/players/ae4e2852/matchlogs/2017-2018/summary/Mattia-De-Sciglio-Match-Logs
197,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,35,"2,955",84,86.4,32.8,35,,0,,2,1.43,45,34,+11,+0.34,+0.92,41.6,41.0,+0.7,+0.02,+0.92,/en/players/e74f0e59/matchlogs/2017-2018/summary/Lorenzo-De-Silvestri-Match-Logs
198,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,15,485,32,14.2,5.4,5,,10,,6,1.80,11,8,+3,+0.56,-0.36,11.5,9.0,+2.5,+0.47,-0.36,/en/players/854ee61a/matchlogs/2017-2018/summary/Gregoire-Defrel-Match-Logs
199,Alessandro Deiola,it,MF,Cagliari,21,1995,13,449,35,13.1,5.0,4,,9,,15,0.85,2,8,-6,-1.20,-0.54,5.7,5.8,-0.1,-0.02,-0.54,/en/players/7f267d66/matchlogs/2017-2018/summary/Alessandro-Deiola-Match-Logs
200,Mattia Del Favero,it,GK,Juventus,19,1998,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/cd837326/matchlogs/2017-2018/summary/Mattia-Del-Favero-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Lorenzo Del Pinto,it,MF,Benevento,27,1990,15,760,51,22.2,8.4,7,,8,,22,0.20,4,17,-13,-1.54,-0.25,10.5,17.0,-6.5,-0.78,-0.25,/en/players/081b6080/matchlogs/2017-2018/summary/Lorenzo-Del-Pinto-Match-Logs
202,Enrico Del Prato,it,DF,Atalanta,17,1999,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/4c6f9258/matchlogs/2017-2018/summary/Enrico-Del-Prato-Match-Logs
203,Ferdinando Del Sole,it,MF,Juventus,19,1998,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/e6bddd1f/matchlogs/2017-2018/summary/Ferdinando-Del-Sole-Match-Logs
