Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
204,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,8,421,53,12.3,4.7,5,,3,,10,2.25,8,6,+2,+0.43,+1.39,4.4,4.7,-0.3,-0.06,+1.39,/en/players/b0243215/matchlogs/2017-2018/summary/Cristian-DellOrco-Match-Logs
205,Fabio Della Giovanna,it,DF,SPAL,20,1997,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/40872399/matchlogs/2017-2018/summary/Fabio-Della-Giovanna-Match-Logs
206,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,19,"1,192",63,34.9,13.2,13,,6,,18,1.11,9,20,-11,-0.83,-0.35,9.2,22.6,-13.4,-1.01,-0.35,/en/players/d97f2e8d/matchlogs/2017-2018/summary/Fabio-Depaoli-Match-Logs
207,Gregory van der Wiel,nl,DF,Cagliari,29,1988,5,288,58,8.4,3.2,3,,2,,9,0.20,2,4,-2,-0.62,+0.12,1.8,5.5,-3.6,-1.14,+0.12,/en/players/2fb3ad46/matchlogs/2017-2018/summary/Gregory-van-der-Wiel-Match-Logs
208,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,17,573,34,16.8,6.4,7,,10,,13,1.18,3,11,-8,-1.26,-0.62,4.7,9.6,-4.9,-0.78,-0.62,/en/players/02b2937c/matchlogs/2017-2018/summary/Daniele-Dessena-Match-Logs
209,Mattia Destro,it,FW,Bologna,26,1991,26,"1,617",62,47.3,18.0,19,,7,,7,1.12,22,23,-1,-0.06,+0.49,19.3,25.1,-5.7,-0.32,+0.49,/en/players/d7d32194/matchlogs/2017-2018/summary/Mattia-Destro-Match-Logs
210,Gianluca Di Chiara,it,DF,Benevento,23,1993,13,"1,007",77,29.4,11.2,11,,2,,8,0.31,6,29,-23,-2.06,-1.01,10.1,26.4,-16.3,-1.45,-1.01,/en/players/68852c0a/matchlogs/2017-2018/summary/Gianluca-Di-Chiara-Match-Logs
211,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,24,"1,591",66,46.5,17.7,20,,4,,6,0.88,19,21,-2,-0.11,+0.38,17.2,23.8,-6.6,-0.37,+0.38,/en/players/1fca9171/matchlogs/2017-2018/summary/Federico-Di-Francesco-Match-Logs
212,Davide Di Gennaro,it,MF,Lazio,29,1988,2,11,6,0.3,0.1,0,,2,,20,3.00,1,0,+1,+8.18,+7.15,0.4,0.0,+0.4,+3.84,+7.15,/en/players/951a4ee4/matchlogs/2017-2018/summary/Davide-Di-Gennaro-Match-Logs
213,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,11,664,60,19.4,7.4,7,,4,,3,1.18,9,10,-1,-0.14,+1.50,9.6,13.2,-3.6,-0.49,+1.50,/en/players/95cfe655/matchlogs/2017-2018/summary/Cheick-Diabate-Match-Logs
214,Moussa Diaby,fr,MF,Crotone,18,1999,2,69,35,2.0,0.8,1,,1,,11,0.50,0,1,-1,-1.30,-0.63,0.3,0.9,-0.6,-0.73,-0.63,/en/players/aeed5c06/matchlogs/2017-2018/summary/Moussa-Diaby-Match-Logs
215,Tiago Dias,pt,FW,Milan,19,1998,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/b2f12baf/matchlogs/2017-2018/summary/Tiago-Dias-Match-Logs
216,Amadou Diawara,gn,MF,Napoli,20,1997,18,655,36,19.2,7.3,5,,13,,20,2.78,19,8,+11,+1.51,+0.31,14.4,5.9,+8.5,+1.19,+0.31,/en/players/bf309d24/matchlogs/2017-2018/summary/Amadou-Diawara-Match-Logs
217,Berat Djimsiti,al,DF,Benevento,24,1993,30,"2,700",90,78.9,30.0,30,,0,,5,0.70,30,61,-31,-1.03,+1.47,30.2,56.2,-26.0,-0.87,+1.47,/en/players/6eee05f1/matchlogs/2017-2018/summary/Berat-Djimsiti-Match-Logs
218,Franck Djoulou,ci,FW,Udinese,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/a5443b3d/matchlogs/2017-2018/summary/Franck-Djoulou-Match-Logs
219,Dodô,br,DF,Sampdoria,25,1992,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/99931185/matchlogs/2017-2018/summary/Dodo-Match-Logs
220,Andrea Donadello,it,DF,Udinese,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/81d1603c/matchlogs/2017-2018/summary/Andrea-Donadello-Match-Logs
221,Alessio Donnarumma,it,MF,Benevento,19,1998,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/5844be36/matchlogs/2017-2018/summary/Alessio-Donnarumma-Match-Logs
222,Antonio Donnarumma,it,GK,Milan,27,1990,0,,,,,0,,0,,38,,,,,,,,,,,,/en/players/a4bd9edd/matchlogs/2017-2018/summary/Antonio-Donnarumma-Match-Logs
223,Gianluigi Donnarumma,it,GK,Milan,18,1999,38,"3,420",90,100.0,38.0,38,,0,,0,1.68,56,42,+14,+0.37,,54.4,39.0,+15.4,+0.41,,/en/players/08f5afaa/matchlogs/2017-2018/summary/Gianluigi-Donnarumma-Match-Logs
224,Godfred Donsah,gh,MF,Bologna,21,1996,28,"1,794",64,52.5,19.9,20,,8,,5,1.14,24,27,-3,-0.15,+0.35,20.1,26.0,-5.9,-0.30,+0.35,/en/players/384dd218/matchlogs/2017-2018/summary/Godfred-Donsah-Match-Logs
225,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,3,217,72,6.3,2.4,1,,2,,33,0.00,3,8,-5,-2.07,-2.44,2.2,3.7,-1.5,-0.64,-2.44,/en/players/085e71a7/matchlogs/2017-2018/summary/Bartlomiej-Dragowski-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,5,95,19,2.8,1.1,1,,4,,10,1.00,0,3,-3,-2.84,-2.38,0.1,1.5,-1.4,-1.37,-2.38,/en/players/a5cd894b/matchlogs/2017-2018/summary/Boukary-Drame-Match-Logs
227,Alfred Duncan,gh,MF,Sassuolo,24,1993,26,"1,947",75,56.9,21.6,23,,3,,6,1.27,14,30,-16,-0.74,+0.12,30.2,28.7,+1.5,+0.07,+0.12,/en/players/528492ea/matchlogs/2017-2018/summary/Alfred-Duncan-Match-Logs
228,Noë Dussenne,be,DF,Crotone,25,1992,1,84,84,2.5,0.9,0,,1,,0,0.00,0,2,-2,-2.14,-1.50,0.6,1.4,-0.8,-0.90,-1.50,/en/players/8b9b8e43/matchlogs/2017-2018/summary/Noe-Dussenne-Match-Logs
229,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,33,"2,353",71,68.8,26.1,26,,7,,1,2.42,61,19,+42,+1.61,-0.08,43.1,21.3,+21.9,+0.84,-0.08,/en/players/e0921a4f/matchlogs/2017-2018/summary/Paulo-Dybala-Match-Logs
230,Edin Džeko,ba,FW,Roma,31,1986,36,"3,018",84,88.2,33.5,33,,3,,1,1.97,55,23,+32,+0.95,+0.73,61.5,35.8,+25.7,+0.77,+0.73,/en/players/3bb7f478/matchlogs/2017-2018/summary/Edin-Dzeko-Match-Logs
231,Blerim Džemaili,ch,MF,Bologna,31,1986,15,"1,193",80,34.9,13.3,14,,1,,1,0.93,13,14,-1,-0.08,+0.37,13.7,16.5,-2.9,-0.21,+0.37,/en/players/756959aa/matchlogs/2017-2018/summary/Blerim-Dzemaili-Match-Logs
232,Éder,it,"FW,MF",Inter,30,1986,29,800,28,23.4,8.9,4,,25,,9,1.90,15,6,+9,+1.01,+0.09,16.2,5.1,+11.1,+1.29,+0.09,/en/players/5a325298/matchlogs/2017-2018/summary/Eder-Match-Logs
233,Simone Edera,it,FW,Torino,20,1997,14,327,23,9.6,3.6,2,,12,,18,1.36,6,5,+1,+0.28,+0.07,4.0,5.9,-1.9,-0.56,+0.07,/en/players/8697c095/matchlogs/2017-2018/summary/Simone-Edera-Match-Logs
234,Salvatore Elia,it,FW,Atalanta,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/e9ca1b91/matchlogs/2017-2018/summary/Salvatore-Elia-Match-Logs
235,Xian Emmers,be,MF,Inter,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/16d887db/matchlogs/2017-2018/summary/Xian-Emmers-Match-Logs
236,Mirko Eramo,it,MF,Benevento,28,1989,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/d19fd132/matchlogs/2017-2018/summary/Mirko-Eramo-Match-Logs
237,Emanuel Ercolano,it,DF,Sampdoria,14,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/ad52cc87/matchlogs/2017-2018/summary/Emanuel-Ercolano-Match-Logs
238,Salvatore Esposito,it,MF,SPAL,16,2000,0,,,,,0,,0,,6,,,,,,,,,,,,/en/players/5cf5c9ad/matchlogs/2017-2018/summary/Salvatore-Esposito-Match-Logs
239,Ewandro,br,FW,Udinese,21,1996,0,,,,,0,,0,,10,,,,,,,,,,,,/en/players/ab11c58a/matchlogs/2017-2018/summary/Ewandro-Match-Logs
240,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,21,706,34,20.6,7.8,8,,13,,16,1.38,13,14,-1,-0.13,-0.43,11.6,13.7,-2.1,-0.27,-0.43,/en/players/ae82fa48/matchlogs/2017-2018/summary/Valentin-Eysseric-Match-Logs
241,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,12,440,37,12.9,4.9,3,,9,,3,1.92,6,3,+3,+0.61,+0.46,7.8,4.2,+3.6,+0.74,+0.46,/en/players/a39b9ef6/matchlogs/2017-2018/summary/Diego-Falcinelli-Match-Logs
242,Diego Falcinelli,it,FW,Sassuolo,26,1991,20,"1,314",66,38.4,14.6,15,,5,,2,0.95,11,19,-8,-0.55,+0.39,18.6,19.0,-0.3,-0.02,+0.39,/en/players/a39b9ef6/matchlogs/2017-2018/summary/Diego-Falcinelli-Match-Logs
243,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,13,321,25,9.4,3.6,1,,12,,15,0.69,2,2,0,0.00,+0.35,4.2,4.8,-0.6,-0.17,+0.35,/en/players/00823e9a/matchlogs/2017-2018/summary/Cesar-Falletti-Match-Logs
244,Iago Falque,es,FW,Torino,27,1990,37,"2,821",76,82.5,31.3,34,,3,,0,1.46,47,33,+14,+0.45,+1.35,42.2,38.4,+3.8,+0.12,+1.35,/en/players/440c84ed/matchlogs/2017-2018/summary/Iago-Falque-Match-Logs
245,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,35,"2,457",70,71.8,27.3,25,,10,,1,1.09,27,46,-19,-0.70,+0.15,32.9,40.7,-7.8,-0.29,+0.15,/en/players/9085dd7c/matchlogs/2017-2018/summary/Paolo-Farago-Match-Logs
246,Davide Faraoni,it,DF,Crotone,25,1991,28,"1,754",63,51.3,19.5,18,,10,,10,0.93,21,32,-11,-0.56,+0.25,18.8,26.1,-7.3,-0.37,+0.25,/en/players/aae9d04a/matchlogs/2017-2018/summary/Davide-Faraoni-Match-Logs
247,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,30,"2,604",87,76.1,28.9,29,,1,,1,0.70,25,57,-32,-1.11,+0.66,30.3,56.9,-26.6,-0.92,+0.66,/en/players/b7a5bc86/matchlogs/2017-2018/summary/Mohamed-Fares-Match-Logs
248,Diego Farias,br,"FW,MF",Cagliari,27,1990,28,"1,609",57,47.0,17.9,14,,14,,3,1.21,19,26,-7,-0.39,+0.65,18.1,29.7,-11.5,-0.65,+0.65,/en/players/157d29b6/matchlogs/2017-2018/summary/Diego-Farias-Match-Logs
249,Federico Fazio,ar,DF,Roma,30,1987,34,"2,922",86,85.4,32.5,32,,2,,2,2.00,53,25,+28,+0.86,-0.04,59.7,34.2,+25.6,+0.79,-0.04,/en/players/4e358a2d/matchlogs/2017-2018/summary/Federico-Fazio-Match-Logs
250,Luiz Felipe,br,DF,Lazio,20,1997,18,"1,168",65,34.2,13.0,12,,6,,19,2.06,27,14,+13,+1.00,-0.08,19.4,14.4,+4.9,+0.38,-0.08,/en/players/15d0c248/matchlogs/2017-2018/summary/Luiz-Felipe-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Erick Ferigra,es,DF,Torino,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/67cddecb/matchlogs/2017-2018/summary/Erick-Ferigra-Match-Logs
252,Alex Ferrari,it,DF,Hellas Verona,23,1994,25,"2,136",85,62.5,23.7,25,,0,,1,0.72,19,47,-28,-1.18,+0.22,19.4,46.9,-27.4,-1.15,+0.22,/en/players/d0dbca9f/matchlogs/2017-2018/summary/Alex-Ferrari-Match-Logs
253,Manuel Ferrini,it,DF,Sassuolo,19,1998,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/dc929af7/matchlogs/2017-2018/summary/Manuel-Ferrini-Match-Logs
254,Marco Festa,it,GK,Crotone,25,1992,0,,,,,0,,0,,35,,,,,,,,,,,,/en/players/c195ae4a/matchlogs/2017-2018/summary/Marco-Festa-Match-Logs
255,Giacomo Figliuzzi,it,GK,Crotone,16,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/cb840680/matchlogs/2017-2018/summary/Giacomo-Figliuzzi-Match-Logs
256,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,6,277,46,8.1,3.1,2,,4,,24,0.50,1,6,-5,-1.62,-0.39,1.4,7.2,-5.8,-1.90,-0.39,/en/players/ff219f73/matchlogs/2017-2018/summary/Gian-Filippo-Felicioli-Match-Logs
257,Alessandro Fiordaliso,it,DF,Torino,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/788fff85/matchlogs/2017-2018/summary/Alessandro-Fiordaliso-Match-Logs
258,Sergio Floccari,it,"FW,MF",SPAL,35,1981,20,883,44,25.8,9.8,9,,11,,7,1.25,9,14,-5,-0.51,+0.02,9.8,15.1,-5.3,-0.55,+0.02,/en/players/df301450/matchlogs/2017-2018/summary/Sergio-Floccari-Match-Logs
259,Alessandro Florenzi,it,DF,Roma,26,1991,32,"2,387",75,69.8,26.5,26,,6,,5,2.09,45,19,+26,+0.98,+0.37,50.3,26.4,+23.9,+0.90,+0.37,/en/players/e288d4b3/matchlogs/2017-2018/summary/Alessandro-Florenzi-Match-Logs
260,Seko Fofana,ci,MF,Udinese,22,1995,27,"1,868",69,54.6,20.8,22,,5,,7,0.96,28,39,-11,-0.53,-0.30,24.0,29.0,-5.0,-0.24,-0.30,/en/players/5313ed43/matchlogs/2017-2018/summary/Seko-Fofana-Match-Logs
261,Marco Fossati,it,MF,Hellas Verona,24,1992,17,"1,101",65,32.2,12.2,11,,6,,19,0.76,6,23,-17,-1.39,-0.19,10.1,20.3,-10.1,-0.83,-0.19,/en/players/39bec070/matchlogs/2017-2018/summary/Marco-Fossati-Match-Logs
262,Gianluca Frabotta,it,DF,Bologna,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/d80b1835/matchlogs/2017-2018/summary/Gianluca-Frabotta-Match-Logs
263,Pio Francesco Russo,it,MF,SPAL,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/5e913bf9/matchlogs/2017-2018/summary/Pio-Francesco-Russo-Match-Logs
264,Davide Frattesi,it,MF,Sassuolo,17,1999,0,,,,,0,,0,,18,,,,,,,,,,,,/en/players/2a7d27c1/matchlogs/2017-2018/summary/Davide-Frattesi-Match-Logs
265,Remo Freuler,ch,MF,Atalanta,25,1992,35,"3,006",86,87.9,33.4,33,,2,,2,1.63,53,33,+20,+0.60,+1.03,64.3,31.5,+32.9,+0.98,+1.03,/en/players/98d2c2c4/matchlogs/2017-2018/summary/Remo-Freuler-Match-Logs
266,Matteo Gabbia,it,MF,Milan,17,1999,0,,,,,0,,0,,7,,,,,,,,,,,,/en/players/c235e803/matchlogs/2017-2018/summary/Matteo-Gabbia-Match-Logs
267,Gabriel,br,GK,Milan,24,1992,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/f93ed0df/matchlogs/2017-2018/summary/Gabriel-Match-Logs
268,Luca Gagliano,it,FW,Cagliari,17,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/1d00a56c/matchlogs/2017-2018/summary/Luca-Gagliano-Match-Logs
269,Roberto Gagliardini,it,MF,Inter,23,1994,30,"1,988",66,58.1,22.1,23,,7,,4,1.87,28,17,+11,+0.50,-1.07,33.8,20.4,+13.3,+0.61,-1.07,/en/players/ce30bfc8/matchlogs/2017-2018/summary/Roberto-Gagliardini-Match-Logs
270,Andrey Galabinov,bg,FW,Genoa,28,1988,20,"1,129",56,33.0,12.5,12,,8,,13,1.20,12,12,0,0.00,+0.39,13.1,13.3,-0.2,-0.01,+0.39,/en/players/0a1efd3c/matchlogs/2017-2018/summary/Andrey-Galabinov-Match-Logs
271,Alessandro Gamberini,it,DF,Chievo,35,1981,23,"1,815",79,53.1,20.2,20,,3,,8,0.96,18,32,-14,-0.69,-0.19,18.0,29.6,-11.6,-0.58,-0.19,/en/players/8ec95452/matchlogs/2017-2018/summary/Alessandro-Gamberini-Match-Logs
272,Luca Garritano,it,"MF,FW",Chievo,23,1994,11,189,17,5.5,2.1,0,,11,,11,0.82,2,5,-3,-1.43,-0.87,2.9,3.8,-0.9,-0.47,-0.87,/en/players/1ceeae3e/matchlogs/2017-2018/summary/Luca-Garritano-Match-Logs
273,Bruno Gaspar,ao,DF,Fiorentina,24,1993,15,781,52,22.8,8.7,6,,9,,21,1.53,15,14,+1,+0.12,-0.12,13.7,11.1,+2.6,+0.30,-0.12,/en/players/55ae91f0/matchlogs/2017-2018/summary/Bruno-Gaspar-Match-Logs
274,Daniele Gasparetto,it,DF,SPAL,29,1988,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/6b3334d5/matchlogs/2017-2018/summary/Daniele-Gasparetto-Match-Logs
275,Manuel Gasparini,it,GK,Udinese,15,2002,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/7033ca08/matchlogs/2017-2018/summary/Manuel-Gasparini-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Daniele Gastaldello,it,DF,Bologna,34,1983,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/13f89eaa/matchlogs/2017-2018/summary/Daniele-Gastaldello-Match-Logs
277,Gianluca Gaudino,de,MF,Chievo,20,1996,2,18,9,0.5,0.2,0,,2,,18,1.50,0,1,-1,-5.00,-4.42,0.0,0.4,-0.4,-1.97,-4.42,/en/players/0d72fbca/matchlogs/2017-2018/summary/Gianluca-Gaudino-Match-Logs
278,Marcello Gazzola,it,DF,Sassuolo,32,1985,9,739,82,21.6,8.2,9,,0,,11,0.78,4,12,-8,-0.97,-0.24,11.3,11.9,-0.6,-0.08,-0.24,/en/players/93390969/matchlogs/2017-2018/summary/Marcello-Gazzola-Match-Logs
279,Santiago Gentiletti,ar,DF,Genoa,32,1985,4,291,73,8.5,3.2,3,,1,,17,0.25,3,6,-3,-0.93,-0.73,3.4,4.7,-1.3,-0.39,-0.73,/en/players/4ac07e1b/matchlogs/2017-2018/summary/Santiago-Gentiletti-Match-Logs
280,Gerson,br,"MF,FW",Roma,20,1997,24,909,38,26.6,10.1,8,,16,,14,2.42,20,8,+12,+1.19,+0.44,17.5,9.1,+8.4,+0.85,+0.44,/en/players/8827bf46/matchlogs/2017-2018/summary/Gerson-Match-Logs
281,Faouzi Ghoulam,dz,DF,Napoli,26,1991,11,985,90,28.8,10.9,11,,0,,3,2.82,32,8,+24,+2.19,+1.31,23.6,6.9,+16.7,+1.52,+1.31,/en/players/c5adc293/matchlogs/2017-2018/summary/Faouzi-Ghoulam-Match-Logs
282,Emanuele Giaccherini,it,FW,Napoli,32,1985,4,64,16,1.9,0.7,0,,4,,18,3.00,2,1,+1,+1.41,+0.15,2.4,1.4,+1.0,+1.59,+0.15,/en/players/1c50f354/matchlogs/2017-2018/summary/Emanuele-Giaccherini-Match-Logs
283,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,13,903,69,26.4,10.0,11,,2,,1,1.31,12,10,+2,+0.20,+1.09,6.7,13.7,-7.1,-0.70,+1.09,/en/players/1c50f354/matchlogs/2017-2018/summary/Emanuele-Giaccherini-Match-Logs
284,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,8,293,37,8.6,3.3,3,,5,,27,0.50,1,8,-7,-2.15,-1.55,2.9,6.3,-3.4,-1.06,-1.55,/en/players/d9e750e5/matchlogs/2017-2018/summary/Niccolo-Giannetti-Match-Logs
285,Pasquale Giannotti,it,MF,Crotone,18,1999,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/19717ecf/matchlogs/2017-2018/summary/Pasquale-Giannotti-Match-Logs
286,Massimo Gobbi,it,DF,Chievo,36,1980,24,"2,048",85,59.9,22.8,23,,1,,8,1.21,24,35,-11,-0.48,+0.30,19.9,27.8,-8.0,-0.35,+0.30,/en/players/635b0bae/matchlogs/2017-2018/summary/Massimo-Gobbi-Match-Logs
287,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,13,"1,153",89,33.7,12.8,13,,0,,8,1.31,10,14,-4,-0.31,+0.72,17.7,14.4,+3.3,+0.26,+0.72,/en/players/4b029b31/matchlogs/2017-2018/summary/Edoardo-Goldaniga-Match-Logs
288,Pierluigi Gollini,it,GK,Atalanta,22,1995,7,622,89,18.2,6.9,7,,0,,31,1.57,11,4,+7,+1.01,+0.66,11.9,6.2,+5.6,+0.81,+0.66,/en/players/f0f7f62f/matchlogs/2017-2018/summary/Pierluigi-Gollini-Match-Logs
289,Gustavo Gómez,py,DF,Milan,24,1993,0,,,,,0,,0,,24,,,,,,,,,,,,/en/players/d5ce52a5/matchlogs/2017-2018/summary/Gustavo-Gomez-Match-Logs
290,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,33,"2,750",83,80.4,30.6,31,,2,,1,1.52,48,33,+15,+0.49,+0.09,54.8,29.9,+24.9,+0.81,+0.09,/en/players/6e4df551/matchlogs/2017-2018/summary/Papu-Gomez-Match-Logs
291,Alfred Gomis,sn,GK,SPAL,23,1993,26,"2,261",87,66.1,25.1,25,,1,,12,0.96,31,43,-12,-0.48,+0.14,30.2,37.8,-7.6,-0.30,+0.14,/en/players/cecbce23/matchlogs/2017-2018/summary/Alfred-Gomis-Match-Logs
292,Maxime Gonalons,fr,MF,Roma,28,1989,16,"1,096",69,32.0,12.2,12,,4,,15,2.25,23,9,+14,+1.15,+0.41,24.5,11.0,+13.4,+1.11,+0.41,/en/players/b8c1de25/matchlogs/2017-2018/summary/Maxime-Gonalons-Match-Logs
293,Alejandro González,uy,DF,Hellas Verona,29,1988,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/0b40b3a9/matchlogs/2017-2018/summary/Alejandro-Gonzalez-Match-Logs
294,Giancarlo González,cr,DF,Bologna,29,1988,22,"1,857",84,54.3,20.6,22,,0,,8,1.09,22,30,-8,-0.39,-0.16,20.8,30.3,-9.5,-0.46,-0.16,/en/players/117beb8f/matchlogs/2017-2018/summary/Giancarlo-Gonzalez-Match-Logs
295,Gabriele Gori,it,FW,Fiorentina,18,1999,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/6b229b51/matchlogs/2017-2018/summary/Gabriele-Gori-Match-Logs
296,Robin Gosens,de,"DF,MF",Atalanta,23,1994,21,"1,451",69,42.4,16.1,17,,4,,17,1.71,25,14,+11,+0.68,+0.36,30.5,15.1,+15.4,+0.95,+0.36,/en/players/2d970560/matchlogs/2017-2018/summary/Robin-Gosens-Match-Logs
297,Alberto Grassi,it,MF,SPAL,22,1995,28,"2,253",80,65.9,25.0,26,,2,,3,1.04,30,35,-5,-0.20,+0.96,26.8,37.1,-10.3,-0.41,+0.96,/en/players/6cc97b6a/matchlogs/2017-2018/summary/Alberto-Grassi-Match-Logs
298,Andrew Gravillon,fr,DF,Benevento,19,1998,2,82,41,2.4,0.9,1,,1,,16,1.50,0,2,-2,-2.20,-0.87,0.6,1.5,-0.9,-0.99,-0.87,/en/players/49136c42/matchlogs/2017-2018/summary/Andrew-Gravillon-Match-Logs
299,Alessandro Guarnone,it,GK,Milan,18,1999,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/cc52fdde/matchlogs/2017-2018/summary/Alessandro-Guarnone-Match-Logs
300,Guido Guerrieri,it,GK,Lazio,21,1996,0,,,,,0,,0,,38,,,,,,,,,,,,/en/players/77e401c7/matchlogs/2017-2018/summary/Guido-Guerrieri-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Guilherme,br,"MF,FW",Benevento,26,1991,12,944,79,27.6,10.5,11,,1,,0,0.33,9,29,-20,-1.91,-0.78,8.9,19.4,-10.5,-1.00,-0.78,/en/players/9e61c019/matchlogs/2017-2018/summary/Guilherme-Match-Logs
302,Samuel Gustafson,se,"MF,FW",Torino,22,1995,4,77,19,2.3,0.9,0,,4,,15,0.75,0,3,-3,-3.51,-3.80,0.7,2.7,-2.0,-2.42,-3.80,/en/players/b1e61f23/matchlogs/2017-2018/summary/Samuel-Gustafson-Match-Logs
303,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,9,326,36,9.5,3.6,2,,7,,28,0.89,4,8,-4,-1.10,+0.26,4.1,8.5,-4.4,-1.23,+0.26,/en/players/251d982a/matchlogs/2017-2018/summary/Bright-Gyamfi-Match-Logs
304,Nicolas Haas,ch,MF,Atalanta,21,1996,9,171,19,5.0,1.9,1,,8,,28,1.00,2,2,0,0.00,-0.50,1.8,2.9,-1.2,-0.63,-0.50,/en/players/fa449bba/matchlogs/2017-2018/summary/Nicolas-Haas-Match-Logs
305,Ianis Hagi,ro,"FW,MF",Fiorentina,18,1998,0,,,,,0,,0,,9,,,,,,,,,,,,/en/players/0127419a/matchlogs/2017-2018/summary/Ianis-Hagi-Match-Logs
306,Emil Hallfreðsson,is,MF,Udinese,33,1984,19,764,40,22.3,8.5,8,,11,,12,1.53,8,16,-8,-0.94,-0.71,7.2,10.6,-3.4,-0.41,-0.71,/en/players/86015b20/matchlogs/2017-2018/summary/Emil-Hallfredsson-Match-Logs
307,Marek Hamšík,sk,MF,Napoli,30,1987,38,"2,371",62,69.3,26.3,32,,6,,0,2.39,52,19,+33,+1.25,-0.03,46.8,17.2,+29.6,+1.11,-0.03,/en/players/e6ad16b2/matchlogs/2017-2018/summary/Marek-Hamsik-Match-Logs
308,Samir Handanović,si,GK,Inter,33,1984,38,"3,420",90,100.0,38.0,38,,0,,0,1.89,66,30,+36,+0.95,,60.9,35.3,+25.7,+0.68,,/en/players/74419746/matchlogs/2017-2018/summary/Samir-Handanovic-Match-Logs
309,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,33,"2,398",73,70.1,26.6,26,,7,,4,1.52,38,28,+10,+0.38,-0.33,45.5,26.6,+18.9,+0.71,-0.33,/en/players/3b333ac3/matchlogs/2017-2018/summary/Hans-Hateboer-Match-Logs
310,Filip Helander,se,DF,Bologna,24,1993,29,"2,499",86,73.1,27.8,27,,2,,5,1.03,28,40,-12,-0.43,-0.43,26.4,39.1,-12.7,-0.46,-0.43,/en/players/27f0ddef/matchlogs/2017-2018/summary/Filip-Helander-Match-Logs
311,Dalbert Henrique,br,DF,Inter,23,1993,13,531,41,15.5,5.9,5,,8,,25,2.00,12,2,+10,+1.69,+0.88,8.6,5.4,+3.1,+0.54,+0.88,/en/players/f45f9427/matchlogs/2017-2018/summary/Dalbert-Henrique-Match-Logs
