Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
222,Alfred Gomis,sn,GK,SPAL,23,1993,25.1,856,750,855,2,1,0,543,0,0,,0,0,301,1531,969,240,238,99.2,0,0,/en/players/cecbce23/matchlogs/2017-2018/possession/Alfred-Gomis-Match-Logs
223,Maxime Gonalons,fr,MF,Roma,28,1989,12.2,919,24,188,638,148,14,909,16,17,94.1,16,0,657,3735,1615,639,613,95.9,6,17,/en/players/b8c1de25/matchlogs/2017-2018/possession/Maxime-Gonalons-Match-Logs
224,Giancarlo González,cr,DF,Bologna,29,1988,20.6,1244,176,776,534,25,6,1190,6,8,75.0,6,0,697,4584,2295,710,707,99.6,3,4,/en/players/117beb8f/matchlogs/2017-2018/possession/Giancarlo-Gonzalez-Match-Logs
225,Robin Gosens,de,"DF,MF",Atalanta,23,1994,16.1,1054,49,272,490,355,31,950,11,20,55.0,12,0,664,3406,2096,724,659,91.0,21,7,/en/players/2d970560/matchlogs/2017-2018/possession/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Alberto Grassi,it,MF,SPAL,22,1995,25.0,1129,53,248,632,320,53,1119,20,31,64.5,21,0,725,4357,2043,790,671,84.9,29,25,/en/players/6cc97b6a/matchlogs/2017-2018/possession/Alberto-Grassi-Match-Logs
227,Andrew Gravillon,fr,DF,Benevento,19,1998,0.9,42,9,27,15,0,0,39,0,0,,0,0,16,89,18,13,13,100.0,0,0,/en/players/49136c42/matchlogs/2017-2018/possession/Andrew-Gravillon-Match-Logs
228,Guilherme,br,"MF,FW",Benevento,26,1991,10.5,509,3,62,260,220,23,475,22,29,75.9,22,0,376,2307,1174,475,369,77.7,20,27,/en/players/9e61c019/matchlogs/2017-2018/possession/Guilherme-Match-Logs
229,Samuel Gustafson,se,"MF,FW",Torino,22,1995,0.9,46,2,10,30,8,0,45,2,2,100.0,2,0,24,177,78,31,29,93.5,2,5,/en/players/b1e61f23/matchlogs/2017-2018/possession/Samuel-Gustafson-Match-Logs
230,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,3.6,222,10,67,101,68,8,195,4,8,50.0,5,0,124,695,402,132,123,93.2,3,5,/en/players/251d982a/matchlogs/2017-2018/possession/Bright-Gyamfi-Match-Logs
231,Nicolas Haas,ch,MF,Atalanta,21,1996,1.9,103,6,22,55,31,3,103,1,1,100.0,1,0,77,314,110,87,80,92.0,2,1,/en/players/fa449bba/matchlogs/2017-2018/possession/Nicolas-Haas-Match-Logs
232,Emil Hallfreðsson,is,MF,Udinese,33,1984,8.5,545,25,116,340,129,2,534,11,15,73.3,11,0,361,1993,1043,338,321,95.0,3,6,/en/players/86015b20/matchlogs/2017-2018/possession/Emil-Hallfredsson-Match-Logs
233,Marek Hamšík,sk,MF,Napoli,30,1987,26.3,2800,32,262,1740,941,104,2784,16,24,66.7,16,1,2111,7906,4545,2671,2453,91.8,39,25,/en/players/e6ad16b2/matchlogs/2017-2018/possession/Marek-Hamsik-Match-Logs
234,Samir Handanović,si,GK,Inter,33,1984,38.0,1146,1095,1146,2,0,0,830,0,0,,0,0,569,2751,1602,491,488,99.4,1,0,/en/players/74419746/matchlogs/2017-2018/possession/Samir-Handanovic-Match-Logs
235,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,26.6,1675,56,387,807,603,63,1496,20,38,52.6,23,1,1063,6290,3889,1230,1092,88.8,37,37,/en/players/3b333ac3/matchlogs/2017-2018/possession/Hans-Hateboer-Match-Logs
236,Filip Helander,se,DF,Bologna,24,1993,27.8,1551,207,819,796,50,12,1502,5,5,100.0,5,0,891,6056,3441,944,925,98.0,5,9,/en/players/27f0ddef/matchlogs/2017-2018/possession/Filip-Helander-Match-Logs
237,Dalbert Henrique,br,DF,Inter,23,1993,5.9,450,19,120,232,132,5,387,9,16,56.3,9,0,282,1698,1117,289,276,95.5,7,6,/en/players/f45f9427/matchlogs/2017-2018/possession/Dalbert-Henrique-Match-Logs
238,Përparim Hetemaj,fi,MF,Chievo,30,1986,26.8,1568,65,346,864,472,46,1550,33,55,60.0,34,2,1167,6864,3324,1193,1042,87.3,45,44,/en/players/90b70194/matchlogs/2017-2018/possession/Perparim-Hetemaj-Match-Logs
239,Thomas Heurtaux,fr,DF,Hellas Verona,29,1988,15.5,691,159,495,225,6,1,676,2,3,66.7,2,1,383,2072,1057,390,385,98.7,1,3,/en/players/32d1c24f/matchlogs/2017-2018/possession/Thomas-Heurtaux-Match-Logs
240,Gonzalo Higuaín,ar,FW,Juventus,29,1987,31.3,1143,24,91,546,596,170,1120,49,90,54.4,52,2,914,6102,2688,1416,922,65.1,91,84,/en/players/8a08491a/matchlogs/2017-2018/possession/Gonzalo-Higuain-Match-Logs
241,Oscar Hiljemark,se,MF,Genoa,25,1992,14.2,780,17,105,425,290,29,702,12,17,70.6,13,1,499,2512,1312,587,487,83.0,21,15,/en/players/98e958af/matchlogs/2017-2018/possession/Oscar-Hiljemark-Match-Logs
242,Benedikt Höwedes,de,DF,Juventus,29,1988,2.7,230,20,104,118,15,4,225,0,0,,0,0,180,660,380,187,183,97.9,0,0,/en/players/d5c04323/matchlogs/2017-2018/possession/Benedikt-Howedes-Match-Logs
243,Vitor Hugo,br,DF,Fiorentina,26,1991,13.4,813,108,452,372,26,12,799,5,5,100.0,5,0,471,2321,1092,465,458,98.5,2,1,/en/players/f2c1300a/matchlogs/2017-2018/possession/Vitor-Hugo-Match-Logs
244,Elseid Hysaj,al,DF,Napoli,23,1994,34.7,2979,83,747,1611,805,21,2640,29,53,54.7,36,4,1960,9678,5482,2081,1954,93.9,31,38,/en/players/2f3452eb/matchlogs/2017-2018/possession/Elseid-Hysaj-Match-Logs
245,Mauro Icardi,ar,FW,Inter,24,1993,32.9,724,30,74,295,386,191,677,16,31,51.6,19,1,415,2279,1136,1034,499,48.3,51,27,/en/players/43b78598/matchlogs/2017-2018/possession/Mauro-Icardi-Match-Logs
246,Pietro Iemmello,it,FW,Benevento,25,1992,9.8,309,13,43,173,123,41,287,5,13,38.5,6,1,202,1763,942,377,211,56.0,22,17,/en/players/0861b8d6/matchlogs/2017-2018/possession/Pietro-Iemmello-Match-Logs
247,Josip Iličić,si,"FW,MF",Atalanta,29,1988,22.2,1574,8,117,668,918,125,1437,90,140,64.3,95,4,1279,8630,4783,1426,1188,83.3,58,85,/en/players/68252d6d/matchlogs/2017-2018/possession/Josip-Ilicic-Match-Logs
248,Ciro Immobile,it,FW,Lazio,27,1990,29.8,1161,10,80,463,705,239,1114,27,55,49.1,32,1,900,6276,3426,1468,912,62.1,90,60,/en/players/4431aed2/matchlogs/2017-2018/possession/Ciro-Immobile-Match-Logs
249,Svante Ingelsson,se,MF,Udinese,19,1998,3.6,147,5,31,72,57,9,141,4,7,57.1,5,0,99,626,326,110,83,75.5,4,11,/en/players/4133cfcf/matchlogs/2017-2018/possession/Svante-Ingelsson-Match-Logs
250,Roberto Inglese,it,FW,Chievo,25,1991,30.9,961,23,106,427,482,169,947,39,56,69.6,41,0,632,3920,1502,1355,699,51.6,90,69,/en/players/6c1f7328/matchlogs/2017-2018/possession/Roberto-Inglese-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lorenzo Insigne,it,FW,Napoli,26,1991,34.3,3029,8,194,1387,1673,292,2944,63,138,45.7,75,5,2511,13072,8904,3096,2617,84.5,84,57,/en/players/2f557579/matchlogs/2017-2018/possession/Lorenzo-Insigne-Match-Logs
252,Artur Ioniță,md,MF,Cagliari,26,1990,29.7,1261,46,250,709,380,65,1256,26,44,59.1,29,0,784,4230,2145,1034,787,76.1,38,35,/en/players/cedb3e36/matchlogs/2017-2018/possession/Artur-Ionita-Match-Logs
253,Armando Izzo,it,DF,Genoa,25,1992,15.4,1024,89,452,540,101,7,950,4,6,66.7,4,0,605,3520,1931,564,552,97.9,5,8,/en/players/89976232/matchlogs/2017-2018/possession/Armando-Izzo-Match-Logs
254,Jakub Jankto,cz,"MF,FW",Udinese,21,1996,29.5,1446,31,234,736,603,86,1356,19,31,61.3,19,3,967,6728,4243,1197,955,79.8,29,36,/en/players/1ea5f91c/matchlogs/2017-2018/possession/Jakub-Jankto-Match-Logs
255,Paweł Jaroszyński,pl,"DF,MF",Chievo,22,1994,9.0,512,42,178,208,145,0,426,5,5,100.0,5,0,234,1453,744,240,220,91.7,6,3,/en/players/958a601f/matchlogs/2017-2018/possession/Pawel-Jaroszynski-Match-Logs
256,Juan Jesus,br,DF,Roma,26,1991,18.4,1336,95,628,738,59,3,1292,4,5,80.0,4,0,957,5378,2152,919,908,98.8,4,3,/en/players/79083382/matchlogs/2017-2018/possession/Juan-Jesus-Match-Logs
257,Jorginho,it,MF,Napoli,25,1991,29.4,3466,47,537,2395,704,9,3393,13,25,52.0,15,0,2546,8222,4637,2936,2833,96.5,26,25,/en/players/45db685d/matchlogs/2017-2018/possession/Jorginho-Match-Logs
258,Mariano Julio Izco,ar,MF,Crotone,34,1983,2.0,93,2,26,63,10,2,91,6,10,60.0,6,2,78,386,183,68,57,83.8,5,5,/en/players/0d2bdb4b/matchlogs/2017-2018/possession/Mariano-Julio-Izco-Match-Logs
259,Nikola Kalinić,hr,FW,Milan,29,1988,20.1,556,14,43,270,270,117,520,5,13,38.5,7,1,373,1892,778,815,412,50.6,45,25,/en/players/d4931a5a/matchlogs/2017-2018/possession/Nikola-Kalinic-Match-Logs
260,Mamadou Kanouté,sn,"FW,MF",Benevento,23,1993,0.4,29,0,6,13,15,3,26,0,1,0.0,1,0,18,225,138,26,19,73.1,4,2,/en/players/3d5ed93d/matchlogs/2017-2018/possession/Mamadou-Kanoute-Match-Logs
261,Yann Karamoh,fr,"FW,MF",Inter,19,1998,5.4,363,1,24,142,228,25,348,16,35,45.7,18,1,294,1899,1027,360,291,80.8,21,25,/en/players/8b66d9cc/matchlogs/2017-2018/possession/Yann-Karamoh-Match-Logs
262,Rick Karsdorp,nl,DF,Roma,22,1995,0.9,67,3,11,40,24,1,58,2,2,100.0,2,0,57,342,154,46,46,100.0,2,0,/en/players/9f84febe/matchlogs/2017-2018/possession/Rick-Karsdorp-Match-Logs
263,Moise Kean,it,FW,Hellas Verona,17,2000,12.6,388,8,49,181,204,54,370,36,74,48.6,39,5,296,2680,1599,526,264,50.2,31,38,/en/players/3d50bcdb/matchlogs/2017-2018/possession/Moise-Kean-Match-Logs
264,Cheick Keita,ml,DF,Bologna,21,1996,1.4,54,1,14,23,18,1,48,0,2,0.0,1,0,31,108,60,36,27,75.0,4,2,/en/players/82f32d55/matchlogs/2017-2018/possession/Cheick-Keita-Match-Logs
265,Franck Kessié,ci,MF,Milan,20,1996,36.3,2263,64,360,1258,826,161,2254,50,74,67.6,54,1,1766,9897,5476,1901,1671,87.9,74,81,/en/players/05e19d6a/matchlogs/2017-2018/possession/Franck-Kessie-Match-Logs
266,Sami Khedira,de,MF,Juventus,30,1987,21.2,1131,28,203,715,292,47,1108,7,13,53.8,9,1,795,3805,1644,987,869,88.0,16,14,/en/players/38ac43d3/matchlogs/2017-2018/possession/Sami-Khedira-Match-Logs
267,Aleksandar Kolarov,rs,DF,Roma,31,1985,34.0,2992,133,771,1325,1138,69,2518,45,91,49.5,59,5,1986,12614,8207,1964,1855,94.5,38,38,/en/players/eda40760/matchlogs/2017-2018/possession/Aleksandar-Kolarov-Match-Logs
268,Kalidou Koulibaly,sn,DF,Napoli,26,1991,34.1,3207,214,1171,2150,87,25,3163,10,13,76.9,12,1,2342,11674,7216,2441,2408,98.6,7,9,/en/players/da974c7b/matchlogs/2017-2018/possession/Kalidou-Koulibaly-Match-Logs
269,Dawid Kownacki,pl,FW,Sampdoria,20,1997,9.1,384,6,26,187,191,48,362,13,17,76.5,13,0,244,1375,666,441,290,65.8,22,22,/en/players/be5e1c4c/matchlogs/2017-2018/possession/Dawid-Kownacki-Match-Logs
270,Emil Krafth,se,DF,Bologna,22,1994,10.5,628,41,231,329,107,10,543,6,9,66.7,7,0,357,1895,1064,374,340,90.9,5,10,/en/players/77cf6852/matchlogs/2017-2018/possession/Emil-Krafth-Match-Logs
271,Oliver Kragl,de,MF,Crotone,27,1990,1.1,56,3,12,29,20,0,55,2,5,40.0,2,1,39,181,106,47,36,76.6,2,4,/en/players/1c17dfe0/matchlogs/2017-2018/possession/Oliver-Kragl-Match-Logs
272,Ladislav Krejčí,cz,"FW,DF",Bologna,25,1992,4.4,190,4,24,89,94,12,186,6,7,85.7,6,0,145,948,576,203,154,75.9,6,4,/en/players/58027adc/matchlogs/2017-2018/possession/Ladislav-Krejci-Match-Logs
273,Jasmin Kurtić,si,MF,SPAL,28,1989,16.0,829,19,145,479,241,26,806,16,26,61.5,18,2,539,2842,1336,698,574,82.2,23,20,/en/players/144607cc/matchlogs/2017-2018/possession/Jasmin-Kurtic-Match-Logs
274,Jasmin Kurtić,si,"MF,FW",Atalanta,28,1989,7.4,408,6,54,224,151,21,401,8,17,47.1,9,0,279,1675,971,383,306,79.9,14,14,/en/players/144607cc/matchlogs/2017-2018/possession/Jasmin-Kurtic-Match-Logs
275,Han Kwang-song,kp,FW,Cagliari,18,1998,3.1,106,0,7,49,58,9,104,5,9,55.6,6,0,81,504,245,143,88,61.5,11,15,/en/players/87243064/matchlogs/2017-2018/possession/Han-Kwang-song-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenio Lamanna,it,GK,Genoa,27,1989,1.0,27,26,27,0,0,0,15,0,0,,0,0,9,40,13,8,8,100.0,0,0,/en/players/349601c3/matchlogs/2017-2018/possession/Eugenio-Lamanna-Match-Logs
277,Gianluca Lapadula,it,FW,Genoa,27,1990,16.6,463,13,38,181,264,103,446,15,19,78.9,17,1,254,1479,726,850,352,41.4,50,25,/en/players/2ead2809/matchlogs/2017-2018/possession/Gianluca-Lapadula-Match-Logs
278,Danilo Larangeira,br,DF,Udinese,33,1984,30.8,1688,237,928,768,54,28,1628,4,6,66.7,4,0,958,4404,1949,965,951,98.5,5,2,/en/players/fed5f993/matchlogs/2017-2018/possession/Danilo-Larangeira-Match-Logs
279,Kevin Lasagna,it,"FW,MF",Udinese,24,1992,23.7,728,20,62,319,386,139,695,11,26,42.3,12,0,415,3149,1821,926,517,55.8,58,34,/en/players/09538fdb/matchlogs/2017-2018/possession/Kevin-Lasagna-Match-Logs
280,Vincent Laurini,fr,DF,Fiorentina,28,1989,17.9,1254,57,386,693,246,3,1029,15,19,78.9,18,0,718,3362,1885,708,693,97.9,13,7,/en/players/3535098b/matchlogs/2017-2018/possession/Vincent-Laurini-Match-Logs
281,Diego Laxalt,uy,"DF,MF",Genoa,24,1993,31.2,1694,59,448,737,672,73,1480,49,87,56.3,57,4,1117,8829,5752,1120,979,87.4,56,50,/en/players/f26e3c59/matchlogs/2017-2018/possession/Diego-Laxalt-Match-Logs
282,Achraf Lazaar,ma,"DF,MF",Benevento,25,1992,5.3,253,15,66,111,99,8,233,15,31,48.4,17,0,181,1047,626,187,159,85.0,5,16,/en/players/957d41d2/matchlogs/2017-2018/possession/Achraf-Lazaar-Match-Logs
283,Darko Lazović,rs,"MF,DF",Genoa,26,1990,13.8,780,24,154,341,360,43,690,16,29,55.2,16,1,536,3965,2691,561,497,88.6,23,13,/en/players/5128bde4/matchlogs/2017-2018/possession/Darko-Lazovic-Match-Logs
284,Manuel Lazzari,it,"DF,MF",SPAL,23,1993,34.6,2009,98,510,935,794,50,1708,80,141,56.7,89,1,1392,13037,9014,1377,1248,90.6,57,84,/en/players/02caf6e0/matchlogs/2017-2018/possession/Manuel-Lazzari-Match-Logs
285,Lucas Leiva,br,MF,Lazio,30,1987,32.0,2475,93,661,1587,369,38,2435,35,40,87.5,35,3,1629,7939,4089,1727,1641,95.0,14,27,/en/players/4c78b5ed/matchlogs/2017-2018/possession/Lucas-Leiva-Match-Logs
286,Mauricio Lemos,uy,DF,Sassuolo,21,1995,7.8,342,46,179,152,27,7,302,1,3,33.3,2,0,168,751,368,154,146,94.8,1,2,/en/players/dbe5a587/matchlogs/2017-2018/possession/Mauricio-Lemos-Match-Logs
287,Mehdi Léris,fr,"MF,FW",Chievo,19,1998,0.5,21,1,7,6,9,1,21,2,3,66.7,2,0,19,119,43,15,13,86.7,1,2,/en/players/7d3cbc67/matchlogs/2017-2018/possession/Mehdi-Leris-Match-Logs
288,Gaetano Letizia,it,DF,Benevento,27,1990,23.8,1541,82,526,764,426,22,1343,46,64,71.9,48,1,1050,7965,5409,990,898,90.7,32,33,/en/players/3dd45b70/matchlogs/2017-2018/possession/Gaetano-Letizia-Match-Logs
289,Timo Letschert,nl,DF,Sassuolo,24,1993,4.6,267,31,130,132,18,1,237,1,1,100.0,1,0,137,790,441,132,129,97.7,2,3,/en/players/be9938ed/matchlogs/2017-2018/possession/Timo-Letschert-Match-Logs
290,Stephan Lichtsteiner,ch,DF,Juventus,33,1984,18.9,1385,35,409,771,300,17,1228,7,15,46.7,10,0,972,5101,2708,1017,957,94.1,15,10,/en/players/99b1d0e6/matchlogs/2017-2018/possession/Stephan-Lichtsteiner-Match-Logs
291,Karol Linetty,pl,MF,Sampdoria,22,1995,23.8,1352,28,232,801,427,52,1330,33,56,58.9,35,1,951,5221,3191,1004,901,89.7,34,51,/en/players/d023d70f/matchlogs/2017-2018/possession/Karol-Linetty-Match-Logs
292,Pol Lirola,es,"DF,MF",Sassuolo,19,1997,22.5,1156,92,405,503,336,22,998,29,47,61.7,31,0,696,4953,3240,730,629,86.2,25,22,/en/players/ff800ed8/matchlogs/2017-2018/possession/Pol-Lirola-Match-Logs
293,Adem Ljajić,rs,"MF,FW",Torino,25,1991,24.1,1516,14,137,704,831,74,1362,48,75,64.0,52,5,1126,8151,4964,1339,1135,84.8,46,37,/en/players/2648e18f/matchlogs/2017-2018/possession/Adem-Ljajic-Match-Logs
294,Simone Lo Faso,it,FW,Fiorentina,19,1998,0.4,43,0,2,19,25,0,43,4,7,57.1,5,1,39,182,78,42,37,88.1,1,2,/en/players/51c614fd/matchlogs/2017-2018/possession/Simone-Lo-Faso-Match-Logs
295,Manuel Locatelli,it,MF,Milan,19,1998,7.6,629,23,136,378,148,4,617,5,6,83.3,5,0,483,1997,1083,494,464,93.9,9,4,/en/players/a8a874f1/matchlogs/2017-2018/possession/Manuel-Locatelli-Match-Logs
296,Cristiano Lombardi,it,"DF,MF",Benevento,21,1995,12.4,514,21,134,235,185,35,476,15,25,60.0,17,0,327,2657,1520,405,318,78.5,27,19,/en/players/f124b4c9/matchlogs/2017-2018/possession/Cristiano-Lombardi-Match-Logs
297,Lisandro López,ar,DF,Inter,27,1989,0.5,33,3,18,17,0,0,33,0,0,,0,0,21,82,34,20,19,95.0,0,0,/en/players/8320fe65/matchlogs/2017-2018/possession/Lisandro-Lopez-Match-Logs
298,Maxi López,ar,FW,Udinese,33,1984,18.7,568,19,37,274,281,78,532,13,24,54.2,14,1,340,1714,649,730,422,57.8,57,42,/en/players/ad469944/matchlogs/2017-2018/possession/Maxi-Lopez-Match-Logs
299,Fabio Lucioni,it,DF,Benevento,29,1987,8.0,381,94,269,124,10,8,369,3,3,100.0,3,0,200,1188,702,204,202,99.0,1,0,/en/players/8efa621b/matchlogs/2017-2018/possession/Fabio-Lucioni-Match-Logs
300,José Luis Palomino,ar,DF,Atalanta,27,1990,22.0,1399,156,728,696,70,11,1339,5,8,62.5,5,0,836,5314,2636,826,817,98.9,5,11,/en/players/921f6058/matchlogs/2017-2018/possession/Jose-Luis-Palomino-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Everton Luiz,br,MF,SPAL,29,1988,7.1,312,13,84,208,44,2,306,9,13,69.2,10,2,223,1321,664,204,188,92.2,12,6,/en/players/3799e138/matchlogs/2017-2018/possession/Everton-Luiz-Match-Logs
302,Jordan Lukaku,be,"DF,MF",Lazio,23,1994,15.1,924,22,210,368,424,39,822,45,76,59.2,51,2,694,4470,2897,731,622,85.1,30,28,/en/players/0cd0e21b/matchlogs/2017-2018/possession/Jordan-Lukaku-Match-Logs
303,Senad Lulić,ba,"DF,MF",Lazio,31,1986,27.0,1785,55,450,880,610,77,1624,56,84,66.7,58,4,1261,9233,5448,1317,1139,86.5,48,43,/en/players/7fd58fe3/matchlogs/2017-2018/possession/Senad-Lulic-Match-Logs
304,Lyanco,br,DF,Torino,20,1997,3.5,208,40,128,94,1,1,199,5,6,83.3,5,0,119,1019,658,125,122,97.6,3,0,/en/players/b5bf1770/matchlogs/2017-2018/possession/Lyanco-Match-Logs
305,Charalambos Lykogiannis,gr,DF,Cagliari,23,1993,7.6,400,29,135,173,104,3,307,5,8,62.5,5,0,174,779,400,196,153,78.1,6,15,/en/players/5efc5389/matchlogs/2017-2018/possession/Charalambos-Lykogiannis-Match-Logs
306,Christian Maggio,it,DF,Napoli,35,1982,7.1,544,18,137,294,136,4,447,4,10,40.0,4,1,296,1154,633,334,304,91.0,3,4,/en/players/31d7f557/matchlogs/2017-2018/possession/Christian-Maggio-Match-Logs
307,Francesco Magnanelli,it,MF,Sassuolo,32,1984,27.7,1936,117,453,1204,371,7,1791,10,17,58.8,11,2,1170,5190,2383,1151,1090,94.7,7,28,/en/players/07767f42/matchlogs/2017-2018/possession/Francesco-Magnanelli-Match-Logs
308,Domenico Maietta,it,DF,Bologna,34,1982,5.2,278,25,148,138,11,1,267,3,3,100.0,3,0,190,833,520,186,183,98.4,1,1,/en/players/3d936ba9/matchlogs/2017-2018/possession/Domenico-Maietta-Match-Logs
309,Nikola Maksimović,rs,DF,Napoli,25,1991,1.1,68,6,30,44,1,0,66,0,0,,0,0,38,338,233,43,42,97.7,0,0,/en/players/16b9d5cf/matchlogs/2017-2018/possession/Nikola-Maksimovic-Match-Logs
310,Gianluca Mancini,it,DF,Atalanta,21,1996,7.6,411,32,196,194,43,8,396,2,3,66.7,3,0,245,1525,748,229,222,96.9,4,2,/en/players/5aa53281/matchlogs/2017-2018/possession/Gianluca-Mancini-Match-Logs
311,Rolando Mandragora,it,MF,Crotone,20,1997,36.0,1734,86,461,1048,296,24,1671,11,16,68.8,11,0,959,3991,2069,980,867,88.5,22,18,/en/players/c7259b83/matchlogs/2017-2018/possession/Rolando-Mandragora-Match-Logs
312,Mario Mandžukić,hr,FW,Juventus,31,1986,25.8,1254,48,213,554,551,124,1232,19,30,63.3,20,0,737,3816,1527,1202,920,76.5,40,26,/en/players/afa0d4e0/matchlogs/2017-2018/possession/Mario-Mandzukic-Match-Logs
313,Kostas Manolas,gr,DF,Roma,26,1991,26.0,1609,161,735,916,53,16,1574,7,9,77.8,8,0,1031,6773,3573,1000,988,98.8,1,7,/en/players/c707411f/matchlogs/2017-2018/possession/Kostas-Manolas-Match-Logs
314,Gabriele Marchegiani,it,GK,SPAL,21,1996,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,/en/players/8cf63012/matchlogs/2017-2018/possession/Gabriele-Marchegiani-Match-Logs
315,Claudio Marchisio,it,MF,Juventus,31,1986,9.1,744,14,136,488,162,4,728,12,13,92.3,12,0,582,2427,1040,638,600,94.0,3,6,/en/players/e304acd5/matchlogs/2017-2018/possession/Claudio-Marchisio-Match-Logs
316,Gian Marco Ferrari,it,DF,Sampdoria,25,1992,29.4,1955,234,806,1244,42,24,1907,5,6,83.3,5,0,1304,7798,5357,1373,1361,99.1,5,5,/en/players/8650af85/matchlogs/2017-2018/possession/Gian-Marco-Ferrari-Match-Logs
317,João Mário,pt,"MF,FW",Inter,24,1993,6.2,465,7,46,229,242,29,440,15,23,65.2,16,0,355,2742,1514,412,351,85.2,13,11,/en/players/f0021247/matchlogs/2017-2018/possession/Joao-Mario-Match-Logs
318,Bruno Martella,it,DF,Crotone,24,1992,29.1,1722,159,584,772,477,25,1411,21,43,48.8,26,0,918,5643,3395,898,818,91.1,22,27,/en/players/1e12c53b/matchlogs/2017-2018/possession/Bruno-Martella-Match-Logs
319,Adam Marušić,me,"DF,MF",Lazio,24,1992,28.0,1448,45,386,495,649,113,1247,30,64,46.9,32,5,961,5795,3592,1016,860,84.6,28,29,/en/players/d4535821/matchlogs/2017-2018/possession/Adam-Marusic-Match-Logs
320,Andrea Masiello,it,DF,Atalanta,31,1986,30.1,2274,202,1074,1150,197,30,2171,11,11,100.0,11,0,1390,7364,4017,1399,1382,98.8,9,6,/en/players/e0314d87/matchlogs/2017-2018/possession/Andrea-Masiello-Match-Logs
321,Adam Masina,it,DF,Bologna,23,1994,31.4,2071,130,624,1071,516,48,1793,33,50,66.0,35,0,1142,6567,3945,1303,1166,89.5,40,31,/en/players/de0f152c/matchlogs/2017-2018/possession/Adam-Masina-Match-Logs
322,Ryder Matos,br,MF,Udinese,24,1993,1.9,78,1,17,35,32,5,78,2,4,50.0,3,0,59,550,284,59,50,84.7,4,7,/en/players/7280b54f/matchlogs/2017-2018/possession/Ryder-Matos-Match-Logs
323,Ryder Matos,br,"FW,MF",Hellas Verona,24,1993,10.9,438,11,63,207,220,24,425,22,36,61.1,24,1,377,3224,2010,454,325,71.6,32,39,/en/players/7280b54f/matchlogs/2017-2018/possession/Ryder-Matos-Match-Logs
324,Alessandro Matri,it,FW,Sassuolo,32,1984,10.2,323,7,30,125,181,57,301,7,18,38.9,11,0,227,981,354,478,247,51.7,16,32,/en/players/58d97e77/matchlogs/2017-2018/possession/Alessandro-Matri-Match-Logs
325,Federico Mattiello,it,DF,SPAL,22,1995,24.5,1211,94,359,606,355,29,1044,35,53,66.0,39,1,707,5590,3602,671,601,89.6,19,31,/en/players/fba81826/matchlogs/2017-2018/possession/Federico-Mattiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Blaise Matuidi,fr,MF,Juventus,30,1987,26.2,1671,27,267,1076,413,61,1651,18,30,60.0,18,1,1265,5593,2341,1440,1280,88.9,44,36,/en/players/c0cddebe/matchlogs/2017-2018/possession/Blaise-Matuidi-Match-Logs
327,José Mauri,it,MF,Milan,21,1996,0.1,13,0,1,10,3,1,13,0,0,,0,0,11,21,15,12,11,91.7,0,0,/en/players/644faf10/matchlogs/2017-2018/possession/Jose-Mauri-Match-Logs
328,Maurício,br,DF,Lazio,28,1988,0.1,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0.0,0,0,/en/players/d5bd1abc/matchlogs/2017-2018/possession/Mauricio-Match-Logs
329,Luca Mazzitelli,it,MF,Sassuolo,21,1995,11.3,598,20,131,324,170,18,587,3,10,30.0,5,0,357,1709,874,422,350,82.9,15,10,/en/players/dc61b402/matchlogs/2017-2018/possession/Luca-Mazzitelli-Match-Logs
330,Ibrahima Mbaye,sn,DF,Bologna,22,1994,19.6,1285,105,484,623,272,16,1102,18,27,66.7,19,2,750,4478,2435,739,688,93.1,12,22,/en/players/cfbf9881/matchlogs/2017-2018/possession/Ibrahima-Mbaye-Match-Logs
331,Iuri Medeiros,pt,"FW,MF",Genoa,23,1994,7.1,367,1,25,161,213,22,330,17,25,68.0,19,0,294,1897,1045,358,276,77.1,18,11,/en/players/97e2aa67/matchlogs/2017-2018/possession/Iuri-Medeiros-Match-Logs
332,Riccardo Meggiorini,it,FW,Chievo,31,1985,8.7,318,9,37,150,145,35,316,6,14,42.9,7,0,181,1004,523,373,231,61.9,23,10,/en/players/2ec0f902/matchlogs/2017-2018/possession/Riccardo-Meggiorini-Match-Logs
