Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
247,Josip Iličić,si,"FW,MF",Atalanta,29,1988,22.2,3,0,0,22,63,8,135,12,12,2,0,0,165,9,27,25.0,/en/players/68252d6d/matchlogs/2017-2018/misc/Josip-Ilicic-Match-Logs
248,Ciro Immobile,it,FW,Lazio,27,1990,29.8,3,1,0,25,36,44,16,0,8,3,0,0,134,9,25,26.5,/en/players/4431aed2/matchlogs/2017-2018/misc/Ciro-Immobile-Match-Logs
249,Svante Ingelsson,se,MF,Udinese,19,1998,3.6,0,0,0,4,3,1,8,5,8,0,0,0,32,5,4,55.6,/en/players/4133cfcf/matchlogs/2017-2018/misc/Svante-Ingelsson-Match-Logs
250,Roberto Inglese,it,FW,Chievo,25,1991,30.9,3,0,0,38,24,42,17,7,20,1,0,0,114,67,122,35.4,/en/players/6c1f7328/matchlogs/2017-2018/misc/Roberto-Inglese-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
251,Lorenzo Insigne,it,FW,Napoli,26,1991,34.3,4,0,0,14,34,35,72,19,14,0,0,0,206,2,7,22.2,/en/players/2f557579/matchlogs/2017-2018/misc/Lorenzo-Insigne-Match-Logs
252,Artur Ioniță,md,MF,Cagliari,26,1990,29.7,4,0,0,57,18,6,38,31,44,0,0,0,264,69,68,50.4,/en/players/cedb3e36/matchlogs/2017-2018/misc/Artur-Ionita-Match-Logs
253,Armando Izzo,it,DF,Genoa,25,1992,15.4,2,0,0,13,34,0,16,31,23,0,0,0,213,38,15,71.7,/en/players/89976232/matchlogs/2017-2018/misc/Armando-Izzo-Match-Logs
254,Jakub Jankto,cz,"MF,FW",Udinese,21,1996,29.5,5,0,0,33,31,9,117,17,18,1,0,0,242,14,24,36.8,/en/players/1ea5f91c/matchlogs/2017-2018/misc/Jakub-Jankto-Match-Logs
255,Paweł Jaroszyński,pl,"DF,MF",Chievo,22,1994,9.0,3,0,0,10,4,0,47,18,15,0,0,0,99,10,12,45.5,/en/players/958a601f/matchlogs/2017-2018/misc/Pawel-Jaroszynski-Match-Logs
256,Juan Jesus,br,DF,Roma,26,1991,18.4,4,1,0,19,9,1,5,41,32,0,0,0,199,20,20,50.0,/en/players/79083382/matchlogs/2017-2018/misc/Juan-Jesus-Match-Logs
257,Jorginho,it,MF,Napoli,25,1991,29.4,5,0,0,31,19,0,22,59,44,0,0,0,344,13,18,41.9,/en/players/45db685d/matchlogs/2017-2018/misc/Jorginho-Match-Logs
258,Mariano Julio Izco,ar,MF,Crotone,34,1983,2.0,0,0,0,3,2,0,0,4,3,0,0,0,21,1,0,100.0,/en/players/0d2bdb4b/matchlogs/2017-2018/misc/Mariano-Julio-Izco-Match-Logs
259,Nikola Kalinić,hr,FW,Milan,29,1988,20.1,3,0,0,41,46,18,1,3,3,2,0,0,70,33,54,37.9,/en/players/d4931a5a/matchlogs/2017-2018/misc/Nikola-Kalinic-Match-Logs
260,Mamadou Kanouté,sn,"FW,MF",Benevento,23,1993,0.4,0,0,,1,,,,,0,0,0,,3,0,1,0.0,/en/players/3d5ed93d/matchlogs/2017-2018/misc/Mamadou-Kanoute-Match-Logs
261,Yann Karamoh,fr,"FW,MF",Inter,19,1998,5.4,0,0,0,4,16,2,31,3,2,0,0,0,37,2,7,22.2,/en/players/8b66d9cc/matchlogs/2017-2018/misc/Yann-Karamoh-Match-Logs
262,Rick Karsdorp,nl,DF,Roma,22,1995,0.9,0,0,0,0,1,0,2,1,1,0,0,0,10,0,1,0.0,/en/players/9f84febe/matchlogs/2017-2018/misc/Rick-Karsdorp-Match-Logs
263,Moise Kean,it,FW,Hellas Verona,17,2000,12.6,5,0,0,15,12,12,12,5,7,0,0,0,67,14,42,25.0,/en/players/3d50bcdb/matchlogs/2017-2018/misc/Moise-Kean-Match-Logs
264,Cheick Keita,ml,DF,Bologna,21,1996,1.4,0,0,0,7,2,0,0,2,2,0,0,0,9,2,1,66.7,/en/players/82f32d55/matchlogs/2017-2018/misc/Cheick-Keita-Match-Logs
265,Franck Kessié,ci,MF,Milan,20,1996,36.3,9,0,0,62,47,4,67,31,35,1,2,0,357,38,50,43.2,/en/players/05e19d6a/matchlogs/2017-2018/misc/Franck-Kessie-Match-Logs
266,Sami Khedira,de,MF,Juventus,30,1987,21.2,1,0,0,13,10,6,12,24,8,0,0,0,136,11,9,55.0,/en/players/38ac43d3/matchlogs/2017-2018/misc/Sami-Khedira-Match-Logs
267,Aleksandar Kolarov,rs,DF,Roma,31,1985,34.0,3,0,0,28,40,3,291,59,37,2,1,0,354,44,22,66.7,/en/players/eda40760/matchlogs/2017-2018/misc/Aleksandar-Kolarov-Match-Logs
268,Kalidou Koulibaly,sn,DF,Napoli,26,1991,34.1,5,1,0,41,9,1,2,41,48,0,0,0,437,53,41,56.4,/en/players/da974c7b/matchlogs/2017-2018/misc/Kalidou-Koulibaly-Match-Logs
269,Dawid Kownacki,pl,FW,Sampdoria,20,1997,9.1,0,0,0,14,16,1,16,1,6,1,0,0,38,26,28,48.1,/en/players/be5e1c4c/matchlogs/2017-2018/misc/Dawid-Kownacki-Match-Logs
270,Emil Krafth,se,DF,Bologna,22,1994,10.5,2,0,0,7,11,1,11,16,14,0,1,0,111,16,14,53.3,/en/players/77cf6852/matchlogs/2017-2018/misc/Emil-Krafth-Match-Logs
271,Oliver Kragl,de,MF,Crotone,27,1990,1.1,0,0,0,2,3,0,2,3,1,0,0,0,14,5,2,71.4,/en/players/1c17dfe0/matchlogs/2017-2018/misc/Oliver-Kragl-Match-Logs
272,Ladislav Krejčí,cz,"FW,DF",Bologna,25,1992,4.4,0,0,0,1,3,0,9,2,2,0,0,0,15,2,3,40.0,/en/players/58027adc/matchlogs/2017-2018/misc/Ladislav-Krejci-Match-Logs
273,Jasmin Kurtić,si,MF,SPAL,28,1989,16.0,5,0,0,22,30,1,37,15,18,0,0,0,133,52,53,49.5,/en/players/144607cc/matchlogs/2017-2018/misc/Jasmin-Kurtic-Match-Logs
274,Jasmin Kurtić,si,"MF,FW",Atalanta,28,1989,7.4,2,0,0,10,8,3,12,5,11,0,0,0,57,28,22,56.0,/en/players/144607cc/matchlogs/2017-2018/misc/Jasmin-Kurtic-Match-Logs
275,Han Kwang-song,kp,FW,Cagliari,18,1998,3.1,0,0,0,4,1,6,6,1,0,0,0,0,7,4,5,44.4,/en/players/87243064/matchlogs/2017-2018/misc/Han-Kwang-song-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenio Lamanna,it,GK,Genoa,27,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,/en/players/349601c3/matchlogs/2017-2018/misc/Eugenio-Lamanna-Match-Logs
277,Gianluca Lapadula,it,FW,Genoa,27,1990,16.6,3,0,0,32,37,24,5,3,8,3,0,0,40,69,97,41.6,/en/players/2ead2809/matchlogs/2017-2018/misc/Gianluca-Lapadula-Match-Logs
278,Danilo Larangeira,br,DF,Udinese,33,1984,30.8,8,0,0,22,14,2,3,57,21,0,0,1,355,51,49,51.0,/en/players/fed5f993/matchlogs/2017-2018/misc/Danilo-Larangeira-Match-Logs
279,Kevin Lasagna,it,"FW,MF",Udinese,24,1992,23.7,1,0,0,29,26,17,34,9,11,1,0,0,86,49,77,38.9,/en/players/09538fdb/matchlogs/2017-2018/misc/Kevin-Lasagna-Match-Logs
280,Vincent Laurini,fr,DF,Fiorentina,28,1989,17.9,5,0,0,19,21,0,54,13,24,0,0,0,185,25,35,41.7,/en/players/3535098b/matchlogs/2017-2018/misc/Vincent-Laurini-Match-Logs
281,Diego Laxalt,uy,"DF,MF",Genoa,24,1993,31.2,2,0,0,39,36,0,109,23,39,0,0,0,272,21,20,51.2,/en/players/f26e3c59/matchlogs/2017-2018/misc/Diego-Laxalt-Match-Logs
282,Achraf Lazaar,ma,"DF,MF",Benevento,25,1992,5.3,0,0,0,9,4,0,20,5,10,0,0,0,33,6,4,60.0,/en/players/957d41d2/matchlogs/2017-2018/misc/Achraf-Lazaar-Match-Logs
283,Darko Lazović,rs,"MF,DF",Genoa,26,1990,13.8,2,0,0,8,9,0,83,13,15,0,1,0,116,5,7,41.7,/en/players/5128bde4/matchlogs/2017-2018/misc/Darko-Lazovic-Match-Logs
284,Manuel Lazzari,it,"DF,MF",SPAL,23,1993,34.6,4,0,0,23,83,3,171,36,41,0,1,0,233,9,35,20.5,/en/players/02caf6e0/matchlogs/2017-2018/misc/Manuel-Lazzari-Match-Logs
285,Lucas Leiva,br,MF,Lazio,30,1987,32.0,9,0,0,44,27,1,9,73,74,0,0,0,478,55,31,64.0,/en/players/4c78b5ed/matchlogs/2017-2018/misc/Lucas-Leiva-Match-Logs
286,Mauricio Lemos,uy,DF,Sassuolo,21,1995,7.8,2,0,0,9,3,0,2,9,11,0,0,0,77,10,8,55.6,/en/players/dbe5a587/matchlogs/2017-2018/misc/Mauricio-Lemos-Match-Logs
287,Mehdi Léris,fr,"MF,FW",Chievo,19,1998,0.5,0,0,0,0,1,0,1,1,1,0,0,0,5,1,0,100.0,/en/players/7d3cbc67/matchlogs/2017-2018/misc/Mehdi-Leris-Match-Logs
288,Gaetano Letizia,it,DF,Benevento,27,1990,23.8,6,2,1,26,34,1,106,37,29,0,1,0,276,20,29,40.8,/en/players/3dd45b70/matchlogs/2017-2018/misc/Gaetano-Letizia-Match-Logs
289,Timo Letschert,nl,DF,Sassuolo,24,1993,4.6,0,0,0,5,4,0,0,8,12,0,0,0,56,6,2,75.0,/en/players/be9938ed/matchlogs/2017-2018/misc/Timo-Letschert-Match-Logs
290,Stephan Lichtsteiner,ch,DF,Juventus,33,1984,18.9,6,0,0,26,27,4,46,15,21,0,0,0,143,11,23,32.4,/en/players/99b1d0e6/matchlogs/2017-2018/misc/Stephan-Lichtsteiner-Match-Logs
291,Karol Linetty,pl,MF,Sampdoria,22,1995,23.8,8,0,0,39,30,1,15,27,50,0,0,0,238,13,50,20.6,/en/players/d023d70f/matchlogs/2017-2018/misc/Karol-Linetty-Match-Logs
292,Pol Lirola,es,"DF,MF",Sassuolo,19,1997,22.5,2,0,0,8,16,4,82,30,24,0,0,0,198,18,16,52.9,/en/players/ff800ed8/matchlogs/2017-2018/misc/Pol-Lirola-Match-Logs
293,Adem Ljajić,rs,"MF,FW",Torino,25,1991,24.1,2,0,0,7,17,2,84,8,11,0,0,0,146,1,7,12.5,/en/players/2648e18f/matchlogs/2017-2018/misc/Adem-Ljajic-Match-Logs
294,Simone Lo Faso,it,FW,Fiorentina,19,1998,0.4,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,,/en/players/51c614fd/matchlogs/2017-2018/misc/Simone-Lo-Faso-Match-Logs
295,Manuel Locatelli,it,MF,Milan,19,1998,7.6,4,0,0,15,12,1,7,11,12,0,0,0,85,7,6,53.8,/en/players/a8a874f1/matchlogs/2017-2018/misc/Manuel-Locatelli-Match-Logs
296,Cristiano Lombardi,it,"DF,MF",Benevento,21,1995,12.4,3,0,0,14,20,7,36,15,25,1,0,0,69,10,15,40.0,/en/players/f124b4c9/matchlogs/2017-2018/misc/Cristiano-Lombardi-Match-Logs
297,Lisandro López,ar,DF,Inter,27,1989,0.5,0,0,0,1,1,0,0,1,2,0,0,0,5,2,0,100.0,/en/players/8320fe65/matchlogs/2017-2018/misc/Lisandro-Lopez-Match-Logs
298,Maxi López,ar,FW,Udinese,33,1984,18.7,1,0,0,30,22,16,8,2,8,1,1,0,54,28,81,25.7,/en/players/ad469944/matchlogs/2017-2018/misc/Maxi-Lopez-Match-Logs
299,Fabio Lucioni,it,DF,Benevento,29,1987,8.0,1,0,0,2,3,1,0,7,8,0,0,1,76,9,4,69.2,/en/players/8efa621b/matchlogs/2017-2018/misc/Fabio-Lucioni-Match-Logs
300,José Luis Palomino,ar,DF,Atalanta,27,1990,22.0,3,0,0,33,14,0,8,36,41,0,0,0,246,56,33,62.9,/en/players/921f6058/matchlogs/2017-2018/misc/Jose-Luis-Palomino-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
301,Everton Luiz,br,MF,SPAL,29,1988,7.1,5,0,0,0,12,0,1,7,16,0,0,0,65,1,6,14.3,/en/players/3799e138/matchlogs/2017-2018/misc/Everton-Luiz-Match-Logs
302,Jordan Lukaku,be,"DF,MF",Lazio,23,1994,15.1,2,0,0,18,5,6,72,14,19,0,0,0,102,6,14,30.0,/en/players/0cd0e21b/matchlogs/2017-2018/misc/Jordan-Lukaku-Match-Logs
303,Senad Lulić,ba,"DF,MF",Lazio,31,1986,27.0,7,2,1,44,47,9,90,39,36,1,0,1,274,23,18,56.1,/en/players/7fd58fe3/matchlogs/2017-2018/misc/Senad-Lulic-Match-Logs
304,Lyanco,br,DF,Torino,20,1997,3.5,0,0,0,3,7,0,0,7,9,0,0,0,38,9,3,75.0,/en/players/b5bf1770/matchlogs/2017-2018/misc/Lyanco-Match-Logs
305,Charalambos Lykogiannis,gr,DF,Cagliari,23,1993,7.6,2,0,0,9,13,0,30,18,4,0,0,0,66,22,11,66.7,/en/players/5efc5389/matchlogs/2017-2018/misc/Charalambos-Lykogiannis-Match-Logs
306,Christian Maggio,it,DF,Napoli,35,1982,7.1,0,0,0,5,15,0,16,13,13,1,0,0,66,20,13,60.6,/en/players/31d7f557/matchlogs/2017-2018/misc/Christian-Maggio-Match-Logs
307,Francesco Magnanelli,it,MF,Sassuolo,32,1984,27.7,11,4,2,39,68,0,38,61,36,0,0,0,443,27,22,55.1,/en/players/07767f42/matchlogs/2017-2018/misc/Francesco-Magnanelli-Match-Logs
308,Domenico Maietta,it,DF,Bologna,34,1982,5.2,1,0,0,5,3,0,1,10,3,0,0,0,50,6,4,60.0,/en/players/3d936ba9/matchlogs/2017-2018/misc/Domenico-Maietta-Match-Logs
309,Nikola Maksimović,rs,DF,Napoli,25,1991,1.1,0,0,0,1,0,0,0,1,1,0,0,0,15,1,1,50.0,/en/players/16b9d5cf/matchlogs/2017-2018/misc/Nikola-Maksimovic-Match-Logs
310,Gianluca Mancini,it,DF,Atalanta,21,1996,7.6,5,2,1,14,7,3,3,16,9,0,0,0,98,15,7,68.2,/en/players/5aa53281/matchlogs/2017-2018/misc/Gianluca-Mancini-Match-Logs
311,Rolando Mandragora,it,MF,Crotone,20,1997,36.0,8,0,0,55,61,2,42,75,51,0,1,0,489,74,62,54.4,/en/players/c7259b83/matchlogs/2017-2018/misc/Rolando-Mandragora-Match-Logs
312,Mario Mandžukić,hr,FW,Juventus,31,1986,25.8,4,2,1,26,33,13,19,24,25,0,0,0,163,71,49,59.2,/en/players/afa0d4e0/matchlogs/2017-2018/misc/Mario-Mandzukic-Match-Logs
313,Kostas Manolas,gr,DF,Roma,26,1991,26.0,0,0,0,20,18,2,0,51,21,0,2,0,312,58,22,72.5,/en/players/c707411f/matchlogs/2017-2018/misc/Kostas-Manolas-Match-Logs
314,Gabriele Marchegiani,it,GK,SPAL,21,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/8cf63012/matchlogs/2017-2018/misc/Gabriele-Marchegiani-Match-Logs
315,Claudio Marchisio,it,MF,Juventus,31,1986,9.1,1,0,0,7,3,0,4,4,15,0,0,0,77,4,1,80.0,/en/players/e304acd5/matchlogs/2017-2018/misc/Claudio-Marchisio-Match-Logs
316,Gian Marco Ferrari,it,DF,Sampdoria,25,1992,29.4,4,0,0,18,11,0,2,30,7,0,1,0,282,58,26,69.0,/en/players/8650af85/matchlogs/2017-2018/misc/Gian-Marco-Ferrari-Match-Logs
317,João Mário,pt,"MF,FW",Inter,24,1993,6.2,0,0,0,6,12,2,30,5,5,1,0,0,53,3,11,21.4,/en/players/f0021247/matchlogs/2017-2018/misc/Joao-Mario-Match-Logs
318,Bruno Martella,it,DF,Crotone,24,1992,29.1,3,0,0,7,9,1,118,51,10,0,0,0,321,42,34,55.3,/en/players/1e12c53b/matchlogs/2017-2018/misc/Bruno-Martella-Match-Logs
319,Adam Marušić,me,"DF,MF",Lazio,24,1992,28.0,3,1,0,25,16,6,101,33,20,1,0,0,249,21,9,70.0,/en/players/d4535821/matchlogs/2017-2018/misc/Adam-Marusic-Match-Logs
320,Andrea Masiello,it,DF,Atalanta,31,1986,30.1,5,0,0,23,10,5,6,80,36,0,0,0,424,53,24,68.8,/en/players/e0314d87/matchlogs/2017-2018/misc/Andrea-Masiello-Match-Logs
321,Adam Masina,it,DF,Bologna,23,1994,31.4,8,1,0,53,23,4,44,56,61,0,2,0,288,112,39,74.2,/en/players/de0f152c/matchlogs/2017-2018/misc/Adam-Masina-Match-Logs
322,Ryder Matos,br,MF,Udinese,24,1993,1.9,0,0,0,1,3,0,3,2,0,0,0,0,18,2,3,40.0,/en/players/7280b54f/matchlogs/2017-2018/misc/Ryder-Matos-Match-Logs
323,Ryder Matos,br,"FW,MF",Hellas Verona,24,1993,10.9,1,0,0,10,31,9,19,4,12,0,0,0,55,9,27,25.0,/en/players/7280b54f/matchlogs/2017-2018/misc/Ryder-Matos-Match-Logs
324,Alessandro Matri,it,FW,Sassuolo,32,1984,10.2,1,0,0,6,17,13,6,0,1,3,0,0,29,9,19,32.1,/en/players/58d97e77/matchlogs/2017-2018/misc/Alessandro-Matri-Match-Logs
325,Federico Mattiello,it,DF,SPAL,22,1995,24.5,7,2,1,41,43,2,53,67,45,0,0,0,194,19,22,46.3,/en/players/fba81826/matchlogs/2017-2018/misc/Federico-Mattiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
326,Blaise Matuidi,fr,MF,Juventus,30,1987,26.2,3,0,0,43,24,4,23,30,36,0,0,0,184,33,32,50.8,/en/players/c0cddebe/matchlogs/2017-2018/misc/Blaise-Matuidi-Match-Logs
327,José Mauri,it,MF,Milan,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,/en/players/644faf10/matchlogs/2017-2018/misc/Jose-Mauri-Match-Logs
328,Maurício,br,DF,Lazio,28,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/d5bd1abc/matchlogs/2017-2018/misc/Mauricio-Match-Logs
329,Luca Mazzitelli,it,MF,Sassuolo,21,1995,11.3,4,0,0,32,19,0,16,26,17,0,1,0,119,19,29,39.6,/en/players/dc61b402/matchlogs/2017-2018/misc/Luca-Mazzitelli-Match-Logs
330,Ibrahima Mbaye,sn,DF,Bologna,22,1994,19.6,4,2,1,28,31,2,16,29,32,0,1,1,197,34,24,58.6,/en/players/cfbf9881/matchlogs/2017-2018/misc/Ibrahima-Mbaye-Match-Logs
331,Iuri Medeiros,pt,"FW,MF",Genoa,23,1994,7.1,1,0,0,3,10,4,33,3,3,0,0,0,37,2,11,15.4,/en/players/97e2aa67/matchlogs/2017-2018/misc/Iuri-Medeiros-Match-Logs
332,Riccardo Meggiorini,it,FW,Chievo,31,1985,8.7,2,0,0,16,26,15,12,2,6,0,0,0,42,28,32,46.7,/en/players/2ec0f902/matchlogs/2017-2018/misc/Riccardo-Meggiorini-Match-Logs
333,Ledian Memushaj,al,MF,Benevento,30,1986,14.0,3,0,0,18,25,0,30,12,24,0,0,0,130,7,10,41.2,/en/players/8011fcf6/matchlogs/2017-2018/misc/Ledian-Memushaj-Match-Logs
334,Alex Meret,it,GK,SPAL,20,1997,12.9,0,0,0,1,0,0,0,0,0,0,1,0,60,0,0,,/en/players/9413b19f/matchlogs/2017-2018/misc/Alex-Meret-Match-Logs
335,Dries Mertens,be,FW,Napoli,30,1987,33.4,4,0,0,35,43,14,32,6,19,2,0,0,132,3,22,12.0,/en/players/89b2c8a9/matchlogs/2017-2018/misc/Dries-Mertens-Match-Logs
336,Senna Miangue,be,"MF,DF",Cagliari,20,1997,8.9,2,2,1,14,3,2,44,7,6,0,0,0,63,10,9,52.6,/en/players/42591ed0/matchlogs/2017-2018/misc/Senna-Miangue-Match-Logs
337,Francesco Migliore,it,DF,Genoa,29,1988,3.7,1,0,0,7,1,0,9,4,5,0,0,0,47,4,5,44.4,/en/players/1a584cb2/matchlogs/2017-2018/misc/Francesco-Migliore-Match-Logs
338,Nikola Milenković,rs,DF,Fiorentina,19,1997,13.9,1,2,1,22,8,0,2,24,21,0,0,0,170,32,13,71.1,/en/players/bee704fc/matchlogs/2017-2018/misc/Nikola-Milenkovic-Match-Logs
339,Arkadiusz Milik,pl,"FW,MF",Napoli,23,1994,5.0,2,0,0,7,7,1,2,2,2,0,0,0,13,2,10,16.7,/en/players/85613cf0/matchlogs/2017-2018/misc/Arkadiusz-Milik-Match-Logs
340,Sergej Milinković-Savić,rs,MF,Lazio,22,1995,31.6,8,0,0,57,52,9,38,35,37,2,0,0,221,82,70,53.9,/en/players/4e6dbac4/matchlogs/2017-2018/misc/Sergej-Milinkovic-Savic-Match-Logs
341,Vanja Milinković-Savić,rs,GK,Torino,20,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,/en/players/9fa26bc2/matchlogs/2017-2018/misc/Vanja-Milinkovic-Savic-Match-Logs
342,Miranda,br,DF,Inter,32,1984,30.3,8,0,0,23,27,0,4,37,33,0,0,0,328,48,42,53.3,/en/players/314f2124/matchlogs/2017-2018/misc/Miranda-Match-Logs
343,Antonio Mirante,it,GK,Bologna,34,1983,33.0,5,0,0,5,1,0,0,0,0,0,0,1,215,1,0,100.0,/en/players/30223b33/matchlogs/2017-2018/misc/Antonio-Mirante-Match-Logs
344,Simone Missiroli,it,MF,Sassuolo,31,1986,32.4,4,0,0,34,47,3,20,72,42,0,0,0,313,121,82,59.6,/en/players/331c0a43/matchlogs/2017-2018/misc/Simone-Missiroli-Match-Logs
345,Cristian Molinaro,it,DF,Torino,34,1983,17.4,2,0,0,24,19,2,34,27,24,0,2,0,188,28,8,77.8,/en/players/1c8c5aed/matchlogs/2017-2018/misc/Cristian-Molinaro-Match-Logs
346,Riccardo Montolivo,it,MF,Milan,32,1985,12.1,3,1,0,14,12,0,4,20,20,0,0,0,138,10,7,58.8,/en/players/b746d309/matchlogs/2017-2018/misc/Riccardo-Montolivo-Match-Logs
347,Luca Mora,it,MF,SPAL,29,1988,10.4,5,0,0,21,23,1,24,7,13,1,0,0,79,30,34,46.9,/en/players/42fff925/matchlogs/2017-2018/misc/Luca-Mora-Match-Logs
348,Héctor Moreno,mx,DF,Roma,29,1988,2.6,0,0,0,2,5,0,1,3,2,0,0,0,27,2,1,66.7,/en/players/5d311e8d/matchlogs/2017-2018/misc/Hector-Moreno-Match-Logs
349,Emiliano Moretti,it,DF,Torino,36,1981,19.8,6,0,0,17,17,0,0,24,23,0,0,0,249,40,19,67.8,/en/players/55667895/matchlogs/2017-2018/misc/Emiliano-Moretti-Match-Logs
350,Alessandro Murgia,it,MF,Lazio,20,1996,8.6,3,1,0,14,24,1,8,16,13,0,0,0,70,6,12,33.3,/en/players/fb2c533b/matchlogs/2017-2018/misc/Alessandro-Murgia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,22,1994,16.1,4,0,0,23,14,0,53,19,24,0,1,0,158,16,12,57.1,/en/players/d183e9d6/matchlogs/2017-2018/misc/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,26,1990,13.4,2,0,0,12,4,2,1,15,15,0,0,0,124,17,20,45.9,/en/players/91899ca8/matchlogs/2017-2018/misc/Mateo-Musacchio-Match-Logs
353,Yuto Nagatomo,jp,DF,Inter,30,1986,8.8,1,0,0,13,10,0,10,10,10,0,0,0,85,7,8,46.7,/en/players/4b6960d2/matchlogs/2017-2018/misc/Yuto-Nagatomo-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,22,1995,7.9,1,0,0,8,6,0,5,7,9,0,0,0,56,7,7,50.0,/en/players/788b31e2/matchlogs/2017-2018/misc/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Roma,29,1988,29.0,7,2,1,37,54,3,81,21,41,0,0,0,269,12,17,41.4,/en/players/1f9328da/matchlogs/2017-2018/misc/Radja-Nainggolan-Match-Logs
356,Andrea Nalini,it,"FW,MF",Crotone,27,1990,18.2,2,0,0,45,29,19,48,19,28,2,0,0,114,55,69,44.4,/en/players/65c75ea8/matchlogs/2017-2018/misc/Andrea-Nalini-Match-Logs
357,Nani,pt,"MF,FW",Lazio,30,1986,4.3,2,0,0,8,7,0,16,2,7,1,0,0,36,5,14,26.3,/en/players/15e9c7e6/matchlogs/2017-2018/misc/Nani-Match-Logs
358,M'Baye Niang,sn,FW,Torino,22,1994,17.0,5,0,0,41,35,15,37,15,13,0,0,0,95,33,51,39.3,/en/players/2054d037/matchlogs/2017-2018/misc/MBaye-Niang-Match-Logs
359,Nicolas Nkoulou,cm,DF,Torino,27,1990,36.2,4,0,0,41,30,0,2,61,32,0,2,0,375,77,46,62.6,/en/players/93cf32a8/matchlogs/2017-2018/misc/Nicolas-Nkoulou-Match-Logs
360,Bram Nuytinck,nl,DF,Udinese,27,1990,26.2,2,0,0,28,7,0,5,45,34,0,0,0,237,53,39,57.6,/en/players/e33f36d5/matchlogs/2017-2018/misc/Bram-Nuytinck-Match-Logs
361,Simeon Nwankwo,ng,FW,Crotone,25,1992,13.5,1,0,0,29,28,10,3,1,9,0,0,0,75,52,50,51.0,/en/players/80dbbd10/matchlogs/2017-2018/misc/Simeon-Nwankwo-Match-Logs
362,Joel Obi,ng,MF,Torino,26,1991,13.9,3,0,0,26,22,3,17,25,23,0,0,0,156,31,29,51.7,/en/players/614c38fb/matchlogs/2017-2018/misc/Joel-Obi-Match-Logs
363,Marios Oikonomou,gr,DF,SPAL,24,1992,1.9,1,2,1,4,1,0,0,3,2,0,0,0,11,2,1,66.7,/en/players/3b9858f5/matchlogs/2017-2018/misc/Marios-Oikonomou-Match-Logs
364,Orji Okwonkwo,ng,"MF,FW",Bologna,19,1998,2.9,2,0,0,5,1,4,5,1,2,0,0,0,14,2,9,18.2,/en/players/905a4f61/matchlogs/2017-2018/misc/Orji-Okwonkwo-Match-Logs
365,Maximiliano Olivera,uy,DF,Fiorentina,25,1992,4.6,1,0,0,8,4,1,19,10,7,0,0,0,42,3,5,37.5,/en/players/32a33c68/matchlogs/2017-2018/misc/Maximiliano-Olivera-Match-Logs
366,Stephane Omeonga,be,"MF,DF",Genoa,21,1996,8.9,2,1,0,11,7,0,15,6,13,0,0,0,90,10,14,41.7,/en/players/72c803a0/matchlogs/2017-2018/misc/Stephane-Omeonga-Match-Logs
367,Riccardo Orsolini,it,"FW,DF",Bologna,20,1997,3.8,0,0,0,8,9,2,10,4,5,0,0,0,27,6,4,60.0,/en/players/e14ec482/matchlogs/2017-2018/misc/Riccardo-Orsolini-Match-Logs
368,Riccardo Orsolini,it,"FW,MF",Atalanta,20,1997,1.4,0,0,0,3,4,2,8,0,2,1,0,0,9,3,4,42.9,/en/players/e14ec482/matchlogs/2017-2018/misc/Riccardo-Orsolini-Match-Logs
369,Adam Ounas,dz,"FW,MF",Napoli,20,1996,1.1,0,0,0,0,1,0,7,0,2,1,0,0,3,1,0,100.0,/en/players/ed90babd/matchlogs/2017-2018/misc/Adam-Ounas-Match-Logs
370,Simone Padoin,it,"DF,MF",Cagliari,33,1984,34.5,4,0,0,22,29,2,102,23,21,0,0,0,253,15,22,40.5,/en/players/5eb72339/matchlogs/2017-2018/misc/Simone-Padoin-Match-Logs
371,Rodrigo Palacio,ar,"FW,MF",Bologna,35,1982,22.9,9,0,0,40,53,19,57,12,22,0,0,0,125,64,78,45.1,/en/players/8d8178ac/matchlogs/2017-2018/misc/Rodrigo-Palacio-Match-Logs
