Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,7,0,0,49,59,13,113,19,37,3,0,0,249,8,32,20.0,/en/players/b0f7e36c/matchlogs/2017-2018/misc/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,1,0,0,5,6,0,1,15,2,0,0,0,105,24,20,54.5,/en/players/c316607a/matchlogs/2017-2018/misc/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,0,0,0,8,17,1,46,5,7,0,0,0,68,4,16,20.0,/en/players/1ab0b878/matchlogs/2017-2018/misc/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,13,2,1,47,26,1,117,40,37,0,0,0,322,19,27,41.3,/en/players/ae64d449/matchlogs/2017-2018/misc/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,5,0,0,20,27,0,4,38,16,0,0,0,180,23,19,54.8,/en/players/46f5c54d/matchlogs/2017-2018/misc/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,/en/players/b39569c0/matchlogs/2017-2018/misc/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,1,0,0,16,9,22,11,6,6,1,0,0,56,37,47,44.0,/en/players/4c7940d6/matchlogs/2017-2018/misc/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,1,0,0,11,7,0,0,10,13,0,0,0,97,15,17,46.9,/en/players/c6dda86e/matchlogs/2017-2018/misc/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,2,0,0,1,11,0,0,0,0,0,0,0,194,0,0,,/en/players/8cabdc1e/matchlogs/2017-2018/misc/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,0,0,0,4,2,1,3,1,0,0,0,0,17,5,0,100.0,/en/players/8fef5412/matchlogs/2017-2018/misc/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,0,0,0,1,3,0,0,0,1,1,0,0,3,1,5,16.7,/en/players/8b0b02c9/matchlogs/2017-2018/misc/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,2,0,0,2,2,0,0,0,0,0,0,0,214,0,0,,/en/players/e66ebabb/matchlogs/2017-2018/misc/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,0,0,0,19,20,10,11,0,5,0,0,0,43,55,57,49.1,/en/players/c693347d/matchlogs/2017-2018/misc/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,0,0,0,5,6,0,27,4,1,0,0,0,23,0,1,0.0,/en/players/70fd593e/matchlogs/2017-2018/misc/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,,/en/players/18736214/matchlogs/2017-2018/misc/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,5,0,0,20,12,0,5,36,20,0,0,0,151,21,19,52.5,/en/players/f5e9a8bd/matchlogs/2017-2018/misc/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,1,0,0,22,19,3,99,12,11,1,0,0,121,10,21,32.3,/en/players/4fa7cb9b/matchlogs/2017-2018/misc/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,4,0,0,15,26,0,104,23,15,0,1,0,87,14,17,45.2,/en/players/00528660/matchlogs/2017-2018/misc/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,0,0,0,1,3,0,0,0,0,0,1,0,145,0,0,,/en/players/f554e29b/matchlogs/2017-2018/misc/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,2,0,0,5,2,0,1,9,2,0,0,1,46,12,4,75.0,/en/players/53636fce/matchlogs/2017-2018/misc/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,4,0,0,11,6,0,2,12,11,1,0,0,73,5,3,62.5,/en/players/f54dfca8/matchlogs/2017-2018/misc/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,4,0,0,56,16,5,31,22,51,2,0,0,269,89,80,52.7,/en/players/16657b95/matchlogs/2017-2018/misc/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,1,0,0,7,8,0,3,5,12,0,0,0,49,3,3,50.0,/en/players/3c05c659/matchlogs/2017-2018/misc/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,0,0,0,4,7,0,3,3,5,0,0,0,20,3,2,60.0,/en/players/8c964914/matchlogs/2017-2018/misc/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,,/en/players/a4ec7d09/matchlogs/2017-2018/misc/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,5,0,0,18,52,3,61,19,15,0,0,0,109,9,9,50.0,/en/players/0ab1f153/matchlogs/2017-2018/misc/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,3,0,0,26,18,23,14,4,12,1,0,0,54,14,41,25.5,/en/players/a4fe8cda/matchlogs/2017-2018/misc/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,1,0,0,9,26,0,28,9,16,0,0,0,80,2,4,33.3,/en/players/060606ec/matchlogs/2017-2018/misc/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,6,0,0,56,39,6,62,51,60,1,0,0,310,60,45,57.1,/en/players/44eb9093/matchlogs/2017-2018/misc/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,2,2,1,13,9,0,4,13,6,0,0,0,85,8,4,66.7,/en/players/c53083ad/matchlogs/2017-2018/misc/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,4,0,0,17,10,0,1,48,17,0,0,0,174,53,16,76.8,/en/players/3858e611/matchlogs/2017-2018/misc/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,6,1,0,44,17,1,12,53,37,0,1,0,271,49,31,61.3,/en/players/8cea6319/matchlogs/2017-2018/misc/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,1,0,0,6,1,0,0,5,6,0,0,0,30,3,2,60.0,/en/players/263b855a/matchlogs/2017-2018/misc/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,7,0,0,32,5,3,2,32,18,0,0,1,247,37,21,63.8,/en/players/952a03fe/matchlogs/2017-2018/misc/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,4,0,0,29,62,4,166,12,22,0,0,0,144,4,24,14.3,/en/players/162efffd/matchlogs/2017-2018/misc/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,6,1,0,20,23,0,5,41,13,0,0,0,232,18,17,51.4,/en/players/532d2690/matchlogs/2017-2018/misc/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,1,0,0,6,3,1,23,15,19,0,0,0,98,12,3,80.0,/en/players/ae4e2852/matchlogs/2017-2018/misc/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,3,2,1,41,22,3,82,28,18,0,2,0,274,88,36,71.0,/en/players/e74f0e59/matchlogs/2017-2018/misc/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,1,0,0,4,6,2,1,4,4,0,0,0,28,5,5,50.0,/en/players/854ee61a/matchlogs/2017-2018/misc/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,3,0,0,6,3,1,4,4,6,0,0,0,44,3,10,23.1,/en/players/7f267d66/matchlogs/2017-2018/misc/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,6,0,0,22,15,0,1,17,13,0,1,0,97,6,13,31.6,/en/players/081b6080/matchlogs/2017-2018/misc/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,0,0,0,4,5,0,0,12,2,0,0,0,55,9,4,69.2,/en/players/b0243215/matchlogs/2017-2018/misc/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,4,0,0,25,15,1,27,14,18,0,1,0,100,13,30,30.2,/en/players/d97f2e8d/matchlogs/2017-2018/misc/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,0,0,0,0,1,0,8,10,3,0,0,0,33,7,5,58.3,/en/players/2fb3ad46/matchlogs/2017-2018/misc/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,1,0,0,10,16,0,10,8,7,0,0,0,58,5,11,31.3,/en/players/02b2937c/matchlogs/2017-2018/misc/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,3,0,0,35,32,12,4,4,15,0,0,0,47,34,54,38.6,/en/players/d7d32194/matchlogs/2017-2018/misc/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,3,0,0,10,5,1,40,8,14,0,1,0,88,3,3,50.0,/en/players/68852c0a/matchlogs/2017-2018/misc/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,4,0,0,25,29,4,39,14,14,0,0,0,95,5,11,31.3,/en/players/1fca9171/matchlogs/2017-2018/misc/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/951a4ee4/matchlogs/2017-2018/misc/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,1,2,1,14,9,6,1,0,0,0,0,0,23,14,31,31.1,/en/players/95cfe655/matchlogs/2017-2018/misc/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,0,0,0,1,0,0,4,1,0,0,0,0,4,0,1,0.0,/en/players/aeed5c06/matchlogs/2017-2018/misc/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,1,0,0,10,6,0,4,11,13,0,0,0,97,2,4,33.3,/en/players/bf309d24/matchlogs/2017-2018/misc/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,2,0,0,21,21,0,1,62,19,0,3,0,291,58,34,63.0,/en/players/6eee05f1/matchlogs/2017-2018/misc/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,2,0,0,0,3,0,0,2,0,0,0,1,172,0,0,,/en/players/08f5afaa/matchlogs/2017-2018/misc/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,3,0,0,17,12,3,7,20,22,0,0,0,196,18,31,36.7,/en/players/384dd218/matchlogs/2017-2018/misc/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,0,0,0,3,2,0,0,0,0,0,0,0,8,0,0,,/en/players/085e71a7/matchlogs/2017-2018/misc/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,0,0,0,0,1,0,2,2,2,0,0,0,15,1,1,50.0,/en/players/a5cd894b/matchlogs/2017-2018/misc/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,4,0,0,38,18,4,71,26,31,0,0,0,193,20,21,48.8,/en/players/528492ea/matchlogs/2017-2018/misc/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,1,0,0,4,1,0,0,3,0,0,0,0,7,0,2,0.0,/en/players/8b9b8e43/matchlogs/2017-2018/misc/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,0,0,0,16,73,2,93,12,16,1,0,0,149,2,9,18.2,/en/players/e0921a4f/matchlogs/2017-2018/misc/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,6,0,0,34,31,19,19,4,10,1,0,0,134,88,57,60.7,/en/players/3bb7f478/matchlogs/2017-2018/misc/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,4,0,0,12,18,1,9,17,19,0,0,0,86,7,6,53.8,/en/players/756959aa/matchlogs/2017-2018/misc/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,4,0,0,25,15,8,17,7,4,1,0,0,57,8,16,33.3,/en/players/5a325298/matchlogs/2017-2018/misc/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,0,0,0,10,6,1,4,1,5,0,0,0,19,2,1,66.7,/en/players/8697c095/matchlogs/2017-2018/misc/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,2,0,0,13,14,1,37,4,13,0,0,0,75,8,15,34.8,/en/players/ae82fa48/matchlogs/2017-2018/misc/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,0,0,0,10,18,1,6,1,2,0,0,0,16,7,26,21.2,/en/players/a39b9ef6/matchlogs/2017-2018/misc/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,2,0,0,30,53,10,9,3,5,0,0,0,51,34,48,41.5,/en/players/a39b9ef6/matchlogs/2017-2018/misc/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,1,0,0,4,10,0,10,0,8,0,0,0,41,1,5,16.7,/en/players/00823e9a/matchlogs/2017-2018/misc/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,2,0,0,28,36,10,124,19,25,0,0,0,204,15,40,27.3,/en/players/440c84ed/matchlogs/2017-2018/misc/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,2,0,0,43,58,4,126,26,69,1,2,0,305,68,45,60.2,/en/players/9085dd7c/matchlogs/2017-2018/misc/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,3,0,0,24,26,0,56,60,35,0,0,0,258,20,20,50.0,/en/players/aae9d04a/matchlogs/2017-2018/misc/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,12,0,0,62,21,0,84,55,33,0,1,1,238,47,49,49.0,/en/players/b7a5bc86/matchlogs/2017-2018/misc/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,4,0,0,26,25,17,38,9,10,0,0,0,126,11,21,34.4,/en/players/157d29b6/matchlogs/2017-2018/misc/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,6,0,0,24,20,0,6,49,28,0,0,0,511,141,25,84.9,/en/players/4e358a2d/matchlogs/2017-2018/misc/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,6,0,0,15,9,0,2,22,23,0,2,0,129,12,9,57.1,/en/players/15d0c248/matchlogs/2017-2018/misc/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,5,0,0,16,26,0,20,51,53,0,0,0,225,48,30,61.5,/en/players/d0dbca9f/matchlogs/2017-2018/misc/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,1,0,0,5,6,2,8,5,5,0,0,0,25,0,0,,/en/players/ff219f73/matchlogs/2017-2018/misc/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,0,0,0,13,23,12,11,1,15,1,0,0,42,22,51,30.1,/en/players/df301450/matchlogs/2017-2018/misc/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,2,0,0,15,14,3,143,45,25,0,0,0,286,13,27,32.5,/en/players/e288d4b3/matchlogs/2017-2018/misc/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,4,1,0,28,17,0,10,27,16,2,0,0,200,8,11,42.1,/en/players/5313ed43/matchlogs/2017-2018/misc/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,5,0,0,13,19,0,16,20,18,0,0,0,156,9,11,45.0,/en/players/39bec070/matchlogs/2017-2018/misc/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,4,1,0,43,46,1,42,29,54,0,0,0,399,25,30,45.5,/en/players/98d2c2c4/matchlogs/2017-2018/misc/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,8,0,0,44,35,1,13,47,45,0,0,0,271,56,32,63.6,/en/players/ce30bfc8/matchlogs/2017-2018/misc/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,2,0,0,25,14,17,8,3,9,1,0,0,52,59,56,51.3,/en/players/0a1efd3c/matchlogs/2017-2018/misc/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,2,0,0,8,11,0,0,18,7,0,1,0,198,61,28,68.5,/en/players/8ec95452/matchlogs/2017-2018/misc/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,0,0,0,2,4,1,14,2,5,0,0,0,21,1,6,14.3,/en/players/1ceeae3e/matchlogs/2017-2018/misc/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,2,0,0,9,9,1,37,13,11,0,0,0,93,6,9,40.0,/en/players/55ae91f0/matchlogs/2017-2018/misc/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,/en/players/0d72fbca/matchlogs/2017-2018/misc/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,1,0,0,6,2,0,34,7,2,0,0,0,84,12,7,63.2,/en/players/93390969/matchlogs/2017-2018/misc/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,3.2,2,0,0,8,1,0,3,5,3,0,0,0,35,3,2,60.0,/en/players/4ac07e1b/matchlogs/2017-2018/misc/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,10.1,1,0,0,21,31,1,5,13,16,0,0,0,75,16,12,57.1,/en/players/8827bf46/matchlogs/2017-2018/misc/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,10.9,1,0,0,10,7,2,64,13,5,0,0,0,124,21,9,70.0,/en/players/c5adc293/matchlogs/2017-2018/misc/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,0.7,2,0,0,1,2,0,2,0,1,1,0,0,8,0,0,,/en/players/1c50f354/matchlogs/2017-2018/misc/Emanuele-Giaccherini-Match-Logs
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,10.0,4,0,0,8,16,2,37,6,5,0,0,0,100,5,13,27.8,/en/players/1c50f354/matchlogs/2017-2018/misc/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,3.3,3,0,0,7,10,4,3,1,4,0,0,0,7,9,22,29.0,/en/players/d9e750e5/matchlogs/2017-2018/misc/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,22.8,3,0,0,25,9,3,72,24,22,0,2,0,203,19,19,50.0,/en/players/635b0bae/matchlogs/2017-2018/misc/Massimo-Gobbi-Match-Logs
219,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,12.8,5,4,2,14,9,1,1,20,6,0,0,0,125,25,19,56.8,/en/players/4b029b31/matchlogs/2017-2018/misc/Edoardo-Goldaniga-Match-Logs
220,Pierluigi Gollini,it,GK,Atalanta,22,1995,6.9,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,,/en/players/f0f7f62f/matchlogs/2017-2018/misc/Pierluigi-Gollini-Match-Logs
221,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,30.6,2,0,0,20,97,17,260,19,15,2,0,0,140,4,15,21.1,/en/players/6e4df551/matchlogs/2017-2018/misc/Papu-Gomez-Match-Logs
222,Alfred Gomis,sn,GK,SPAL,23,1993,25.1,0,0,0,2,2,0,0,1,0,0,1,0,133,0,0,,/en/players/cecbce23/matchlogs/2017-2018/misc/Alfred-Gomis-Match-Logs
223,Maxime Gonalons,fr,MF,Roma,28,1989,12.2,2,0,0,16,20,0,4,22,20,0,0,0,190,42,18,70.0,/en/players/b8c1de25/matchlogs/2017-2018/misc/Maxime-Gonalons-Match-Logs
224,Giancarlo González,cr,DF,Bologna,29,1988,20.6,5,3,1,15,5,0,0,42,14,0,0,0,224,49,34,59.0,/en/players/117beb8f/matchlogs/2017-2018/misc/Giancarlo-Gonzalez-Match-Logs
225,Robin Gosens,de,"DF,MF",Atalanta,23,1994,16.1,1,0,0,20,17,6,40,25,32,1,0,0,120,11,6,64.7,/en/players/2d970560/matchlogs/2017-2018/misc/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
226,Alberto Grassi,it,MF,SPAL,22,1995,25.0,3,0,0,23,72,3,10,43,28,2,1,0,257,49,34,59.0,/en/players/6cc97b6a/matchlogs/2017-2018/misc/Alberto-Grassi-Match-Logs
227,Andrew Gravillon,fr,DF,Benevento,19,1998,0.9,0,0,0,2,2,0,0,3,4,0,0,0,11,2,2,50.0,/en/players/49136c42/matchlogs/2017-2018/misc/Andrew-Gravillon-Match-Logs
228,Guilherme,br,"MF,FW",Benevento,26,1991,10.5,1,0,0,23,21,3,22,8,16,0,0,0,50,4,19,17.4,/en/players/9e61c019/matchlogs/2017-2018/misc/Guilherme-Match-Logs
229,Samuel Gustafson,se,"MF,FW",Torino,22,1995,0.9,0,0,0,3,0,0,2,1,3,0,0,0,10,0,1,0.0,/en/players/b1e61f23/matchlogs/2017-2018/misc/Samuel-Gustafson-Match-Logs
230,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,3.6,1,0,0,5,1,0,12,8,4,0,0,0,45,8,6,57.1,/en/players/251d982a/matchlogs/2017-2018/misc/Bright-Gyamfi-Match-Logs
231,Nicolas Haas,ch,MF,Atalanta,21,1996,1.9,0,0,0,2,1,0,2,0,2,0,0,0,14,0,2,0.0,/en/players/fa449bba/matchlogs/2017-2018/misc/Nicolas-Haas-Match-Logs
232,Emil Hallfreðsson,is,MF,Udinese,33,1984,8.5,5,0,0,20,13,0,18,21,17,0,0,1,118,12,12,50.0,/en/players/86015b20/matchlogs/2017-2018/misc/Emil-Hallfredsson-Match-Logs
233,Marek Hamšík,sk,MF,Napoli,30,1987,26.3,2,0,0,10,12,3,31,16,25,0,0,0,192,14,16,46.7,/en/players/e6ad16b2/matchlogs/2017-2018/misc/Marek-Hamsik-Match-Logs
234,Samir Handanović,si,GK,Inter,33,1984,38.0,0,0,0,1,2,0,0,0,0,0,1,0,169,0,0,,/en/players/74419746/matchlogs/2017-2018/misc/Samir-Handanovic-Match-Logs
235,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,26.6,3,0,0,27,18,5,55,30,27,0,0,0,229,34,38,47.2,/en/players/3b333ac3/matchlogs/2017-2018/misc/Hans-Hateboer-Match-Logs
236,Filip Helander,se,DF,Bologna,24,1993,27.8,6,0,0,27,12,0,0,38,27,0,0,0,269,64,40,61.5,/en/players/27f0ddef/matchlogs/2017-2018/misc/Filip-Helander-Match-Logs
237,Dalbert Henrique,br,DF,Inter,23,1993,5.9,0,0,0,6,5,0,19,12,10,0,0,0,48,12,7,63.2,/en/players/f45f9427/matchlogs/2017-2018/misc/Dalbert-Henrique-Match-Logs
238,Përparim Hetemaj,fi,MF,Chievo,30,1986,26.8,9,0,0,59,89,0,83,36,48,1,1,1,274,19,22,46.3,/en/players/90b70194/matchlogs/2017-2018/misc/Perparim-Hetemaj-Match-Logs
239,Thomas Heurtaux,fr,DF,Hellas Verona,29,1988,15.5,3,2,1,12,8,0,0,38,9,0,0,0,111,17,15,53.1,/en/players/32d1c24f/matchlogs/2017-2018/misc/Thomas-Heurtaux-Match-Logs
240,Gonzalo Higuaín,ar,FW,Juventus,29,1987,31.3,4,0,0,19,48,32,16,6,16,1,0,0,103,8,30,21.1,/en/players/8a08491a/matchlogs/2017-2018/misc/Gonzalo-Higuain-Match-Logs
241,Oscar Hiljemark,se,MF,Genoa,25,1992,14.2,1,0,0,8,10,4,83,9,9,0,1,0,150,10,21,32.3,/en/players/98e958af/matchlogs/2017-2018/misc/Oscar-Hiljemark-Match-Logs
242,Benedikt Höwedes,de,DF,Juventus,29,1988,2.7,1,0,0,3,2,0,2,6,1,0,0,0,19,3,2,60.0,/en/players/d5c04323/matchlogs/2017-2018/misc/Benedikt-Howedes-Match-Logs
243,Vitor Hugo,br,DF,Fiorentina,26,1991,13.4,4,0,0,10,5,0,1,43,21,0,0,0,151,35,15,70.0,/en/players/f2c1300a/matchlogs/2017-2018/misc/Vitor-Hugo-Match-Logs
244,Elseid Hysaj,al,DF,Napoli,23,1994,34.7,3,1,0,27,18,2,52,42,37,0,1,0,407,38,37,50.7,/en/players/2f3452eb/matchlogs/2017-2018/misc/Elseid-Hysaj-Match-Logs
245,Mauro Icardi,ar,FW,Inter,24,1993,32.9,2,0,0,15,24,29,9,7,3,2,0,0,99,41,50,45.1,/en/players/43b78598/matchlogs/2017-2018/misc/Mauro-Icardi-Match-Logs
246,Pietro Iemmello,it,FW,Benevento,25,1992,9.8,0,0,0,4,6,11,1,3,5,0,0,0,39,7,26,21.2,/en/players/0861b8d6/matchlogs/2017-2018/misc/Pietro-Iemmello-Match-Logs
