Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
294,Simone Lo Faso,it,FW,Fiorentina,19,1998,2,0,36,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.39,0.0,0.39,/en/players/51c614fd/matchlogs/2017-2018/summary/Simone-Lo-Faso-Match-Logs
295,Manuel Locatelli,it,MF,Milan,19,1998,21,5,684,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.3,0.3,0.5,0.3,0.5,0.10,0.3,0.10,/en/players/a8a874f1/matchlogs/2017-2018/summary/Manuel-Locatelli-Match-Logs
296,Cristiano Lombardi,it,"DF,MF",Benevento,21,1995,17,13,"1,112",0,2,0,0,3,0,0,2,0.16,0.00,0.16,1.0,1.0,2.2,1.0,2.2,0.25,1.0,0.25,/en/players/f124b4c9/matchlogs/2017-2018/summary/Cristiano-Lombardi-Match-Logs
297,Lisandro López,ar,DF,Inter,27,1989,1,0,45,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8320fe65/matchlogs/2017-2018/summary/Lisandro-Lopez-Match-Logs
298,Maxi López,ar,FW,Udinese,33,1984,28,20,"1,684",2,2,1,1,1,0,2,2,0.21,0.05,0.16,4.2,3.4,1.3,4.2,1.3,0.29,3.4,0.25,/en/players/ad469944/matchlogs/2017-2018/summary/Maxi-Lopez-Match-Logs
299,Fabio Lucioni,it,DF,Benevento,29,1987,8,8,720,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.0,0.07,0.5,0.07,/en/players/8efa621b/matchlogs/2017-2018/summary/Fabio-Lucioni-Match-Logs
300,José Luis Palomino,ar,DF,Atalanta,27,1990,26,22,"1,979",1,0,0,0,3,0,1,0,0.05,0.05,0.05,1.8,1.8,0.5,1.8,0.5,0.10,1.8,0.10,/en/players/921f6058/matchlogs/2017-2018/summary/Jose-Luis-Palomino-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Everton Luiz,br,MF,SPAL,29,1988,11,7,642,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.02,0.0,0.02,/en/players/3799e138/matchlogs/2017-2018/summary/Everton-Luiz-Match-Logs
302,Jordan Lukaku,be,"DF,MF",Lazio,23,1994,30,10,"1,355",1,1,0,0,2,0,1,1,0.13,0.07,0.13,1.5,1.5,1.5,1.5,1.5,0.21,1.5,0.21,/en/players/0cd0e21b/matchlogs/2017-2018/summary/Jordan-Lukaku-Match-Logs
303,Senad Lulić,ba,"DF,MF",Lazio,31,1986,35,30,"2,426",3,4,1,1,7,2,3,4,0.26,0.07,0.22,2.3,1.6,3.3,2.3,3.3,0.21,1.6,0.18,/en/players/7fd58fe3/matchlogs/2017-2018/summary/Senad-Lulic-Match-Logs
304,Lyanco,br,DF,Torino,20,1997,4,4,316,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.02,0.1,0.02,/en/players/b5bf1770/matchlogs/2017-2018/summary/Lyanco-Match-Logs
305,Charalambos Lykogiannis,gr,DF,Cagliari,23,1993,11,8,687,0,1,0,0,2,0,0,1,0.13,0.00,0.13,0.4,0.4,0.1,0.4,0.1,0.06,0.4,0.06,/en/players/5efc5389/matchlogs/2017-2018/summary/Charalambos-Lykogiannis-Match-Logs
306,Christian Maggio,it,DF,Napoli,35,1982,13,6,641,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.04,0.1,0.04,/en/players/31d7f557/matchlogs/2017-2018/summary/Christian-Maggio-Match-Logs
307,Francesco Magnanelli,it,MF,Sassuolo,32,1984,32,30,"2,494",0,0,0,0,11,4,0,0,0.00,0.00,0.00,0.3,0.3,1.4,0.3,1.4,0.06,0.3,0.06,/en/players/07767f42/matchlogs/2017-2018/summary/Francesco-Magnanelli-Match-Logs
308,Domenico Maietta,it,DF,Bologna,34,1982,7,6,468,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/3d936ba9/matchlogs/2017-2018/summary/Domenico-Maietta-Match-Logs
309,Nikola Maksimović,rs,DF,Napoli,25,1991,2,1,96,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/16b9d5cf/matchlogs/2017-2018/summary/Nikola-Maksimovic-Match-Logs
310,Gianluca Mancini,it,DF,Atalanta,21,1996,11,8,684,1,0,0,0,5,2,1,0,0.13,0.13,0.13,0.9,0.9,0.0,0.9,0.0,0.11,0.9,0.11,/en/players/5aa53281/matchlogs/2017-2018/summary/Gianluca-Mancini-Match-Logs
311,Rolando Mandragora,it,MF,Crotone,20,1997,36,36,"3,240",2,0,0,0,8,0,2,0,0.06,0.06,0.06,2.2,2.2,1.5,2.2,1.5,0.10,2.2,0.10,/en/players/c7259b83/matchlogs/2017-2018/summary/Rolando-Mandragora-Match-Logs
312,Mario Mandžukić,hr,FW,Juventus,31,1986,32,27,"2,324",5,1,0,0,4,2,5,1,0.23,0.19,0.23,5.8,5.8,3.4,5.8,3.4,0.35,5.8,0.35,/en/players/afa0d4e0/matchlogs/2017-2018/summary/Mario-Mandzukic-Match-Logs
313,Kostas Manolas,gr,DF,Roma,26,1991,29,27,"2,338",2,0,0,0,0,0,2,0,0.08,0.08,0.08,1.2,1.2,0.1,1.2,0.1,0.05,1.2,0.05,/en/players/c707411f/matchlogs/2017-2018/summary/Kostas-Manolas-Match-Logs
314,Gabriele Marchegiani,it,GK,SPAL,21,1996,1,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,,0.0,,/en/players/8cf63012/matchlogs/2017-2018/summary/Gabriele-Marchegiani-Match-Logs
315,Claudio Marchisio,it,MF,Juventus,31,1986,15,9,817,0,1,0,0,1,0,0,1,0.11,0.00,0.11,0.3,0.3,0.8,0.3,0.8,0.11,0.3,0.11,/en/players/e304acd5/matchlogs/2017-2018/summary/Claudio-Marchisio-Match-Logs
316,Gian Marco Ferrari,it,DF,Sampdoria,25,1992,30,29,"2,645",2,0,0,0,4,0,2,0,0.07,0.07,0.07,1.0,1.0,0.4,1.0,0.4,0.05,1.0,0.05,/en/players/8650af85/matchlogs/2017-2018/summary/Gian-Marco-Ferrari-Match-Logs
317,João Mário,pt,"MF,FW",Inter,24,1993,14,5,554,0,1,0,0,0,0,0,1,0.16,0.00,0.16,1.3,1.3,1.5,1.3,1.5,0.46,1.3,0.46,/en/players/f0021247/matchlogs/2017-2018/summary/Joao-Mario-Match-Logs
318,Bruno Martella,it,DF,Crotone,24,1992,30,30,"2,616",1,3,0,0,3,0,1,3,0.14,0.03,0.14,1.1,1.1,2.4,1.1,2.4,0.12,1.1,0.12,/en/players/1e12c53b/matchlogs/2017-2018/summary/Bruno-Martella-Match-Logs
319,Adam Marušić,me,"DF,MF",Lazio,24,1992,32,28,"2,523",3,4,0,0,3,1,3,4,0.25,0.11,0.25,3.2,3.2,3.0,3.2,3.0,0.22,3.2,0.22,/en/players/d4535821/matchlogs/2017-2018/summary/Adam-Marusic-Match-Logs
320,Andrea Masiello,it,DF,Atalanta,31,1986,31,30,"2,707",4,0,0,0,5,0,4,0,0.13,0.13,0.13,3.0,3.0,0.3,3.0,0.3,0.11,3.0,0.11,/en/players/e0314d87/matchlogs/2017-2018/summary/Andrea-Masiello-Match-Logs
321,Adam Masina,it,DF,Bologna,23,1994,34,33,"2,830",0,1,0,0,8,1,0,1,0.03,0.00,0.03,2.0,2.0,1.8,2.0,1.8,0.12,2.0,0.12,/en/players/de0f152c/matchlogs/2017-2018/summary/Adam-Masina-Match-Logs
322,Ryder Matos,br,MF,Udinese,24,1993,4,1,170,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.11,0.2,0.11,/en/players/7280b54f/matchlogs/2017-2018/summary/Ryder-Matos-Match-Logs
323,Ryder Matos,br,"FW,MF",Hellas Verona,24,1993,14,11,978,0,1,0,0,1,0,0,1,0.09,0.00,0.09,1.4,1.4,0.9,1.4,0.9,0.21,1.4,0.21,/en/players/7280b54f/matchlogs/2017-2018/summary/Ryder-Matos-Match-Logs
324,Alessandro Matri,it,FW,Sassuolo,32,1984,23,7,914,3,0,1,3,1,0,3,0,0.30,0.20,0.20,7.3,5.0,0.8,7.3,0.8,0.81,5.0,0.58,/en/players/58d97e77/matchlogs/2017-2018/summary/Alessandro-Matri-Match-Logs
325,Federico Mattiello,it,DF,SPAL,22,1995,29,24,"2,204",0,0,0,0,7,2,0,0,0.00,0.00,0.00,0.8,0.8,0.6,0.8,0.6,0.06,0.8,0.06,/en/players/fba81826/matchlogs/2017-2018/summary/Federico-Mattiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Blaise Matuidi,fr,MF,Juventus,30,1987,32,27,"2,354",3,1,0,0,3,0,3,1,0.15,0.11,0.15,2.6,2.6,0.9,2.6,0.9,0.13,2.6,0.13,/en/players/c0cddebe/matchlogs/2017-2018/summary/Blaise-Matuidi-Match-Logs
327,José Mauri,it,MF,Milan,21,1996,1,0,13,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.52,0.1,0.52,/en/players/644faf10/matchlogs/2017-2018/summary/Jose-Mauri-Match-Logs
328,Maurício,br,DF,Lazio,28,1988,1,0,5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/d5bd1abc/matchlogs/2017-2018/summary/Mauricio-Match-Logs
329,Luca Mazzitelli,it,MF,Sassuolo,21,1995,20,10,"1,017",0,1,0,0,4,0,0,1,0.09,0.00,0.09,1.5,1.5,0.7,1.5,0.7,0.20,1.5,0.20,/en/players/dc61b402/matchlogs/2017-2018/summary/Luca-Mazzitelli-Match-Logs
330,Ibrahima Mbaye,sn,DF,Bologna,22,1994,25,18,"1,760",1,0,0,0,4,2,1,0,0.05,0.05,0.05,1.2,1.2,0.4,1.2,0.4,0.08,1.2,0.08,/en/players/cfbf9881/matchlogs/2017-2018/summary/Ibrahima-Mbaye-Match-Logs
331,Iuri Medeiros,pt,"FW,MF",Genoa,23,1994,11,7,641,2,1,0,0,1,0,2,1,0.42,0.28,0.42,1.1,1.1,1.9,1.1,1.9,0.42,1.1,0.42,/en/players/97e2aa67/matchlogs/2017-2018/summary/Iuri-Medeiros-Match-Logs
332,Riccardo Meggiorini,it,FW,Chievo,31,1985,15,10,786,0,0,0,0,2,0,0,0,0.00,0.00,0.00,1.2,1.2,0.8,1.2,0.8,0.22,1.2,0.22,/en/players/2ec0f902/matchlogs/2017-2018/summary/Riccardo-Meggiorini-Match-Logs
333,Ledian Memushaj,al,MF,Benevento,30,1986,17,15,"1,258",0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.9,0.9,1.4,0.9,1.4,0.17,0.9,0.17,/en/players/8011fcf6/matchlogs/2017-2018/summary/Ledian-Memushaj-Match-Logs
334,Alex Meret,it,GK,SPAL,20,1997,13,13,"1,158",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/9413b19f/matchlogs/2017-2018/summary/Alex-Meret-Match-Logs
335,Dries Mertens,be,FW,Napoli,30,1987,38,35,"3,002",18,7,4,5,4,0,18,7,0.75,0.42,0.63,15.7,11.9,6.9,15.7,6.9,0.67,11.9,0.56,/en/players/89b2c8a9/matchlogs/2017-2018/summary/Dries-Mertens-Match-Logs
336,Senna Miangue,be,"MF,DF",Cagliari,20,1997,11,8,805,0,1,0,0,2,2,0,1,0.11,0.00,0.11,0.1,0.1,1.3,0.1,1.3,0.16,0.1,0.16,/en/players/42591ed0/matchlogs/2017-2018/summary/Senna-Miangue-Match-Logs
337,Francesco Migliore,it,DF,Genoa,29,1988,6,4,329,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.07,0.0,0.07,/en/players/1a584cb2/matchlogs/2017-2018/summary/Francesco-Migliore-Match-Logs
338,Nikola Milenković,rs,DF,Fiorentina,19,1997,16,14,"1,254",0,0,0,0,1,2,0,0,0.00,0.00,0.00,0.8,0.8,0.0,0.8,0.0,0.06,0.8,0.06,/en/players/bee704fc/matchlogs/2017-2018/summary/Nikola-Milenkovic-Match-Logs
339,Arkadiusz Milik,pl,"FW,MF",Napoli,23,1994,15,3,448,5,1,0,0,2,0,5,1,1.21,1.00,1.21,4.1,4.1,0.6,4.1,0.6,0.95,4.1,0.95,/en/players/85613cf0/matchlogs/2017-2018/summary/Arkadiusz-Milik-Match-Logs
340,Sergej Milinković-Savić,rs,MF,Lazio,22,1995,35,33,"2,844",12,4,0,0,8,0,12,4,0.51,0.38,0.51,5.9,5.9,5.0,5.9,5.0,0.34,5.9,0.34,/en/players/4e6dbac4/matchlogs/2017-2018/summary/Sergej-Milinkovic-Savic-Match-Logs
341,Vanja Milinković-Savić,rs,GK,Torino,20,1997,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/9fa26bc2/matchlogs/2017-2018/summary/Vanja-Milinkovic-Savic-Match-Logs
342,Miranda,br,DF,Inter,32,1984,31,31,"2,726",0,0,0,0,8,0,0,0,0.00,0.00,0.00,0.8,0.8,0.3,0.8,0.3,0.04,0.8,0.04,/en/players/314f2124/matchlogs/2017-2018/summary/Miranda-Match-Logs
343,Antonio Mirante,it,GK,Bologna,34,1983,33,33,"2,970",0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.00,0.1,0.00,/en/players/30223b33/matchlogs/2017-2018/summary/Antonio-Mirante-Match-Logs
344,Simone Missiroli,it,MF,Sassuolo,31,1986,35,33,"2,918",1,1,0,0,4,0,1,1,0.06,0.03,0.06,2.3,2.3,2.5,2.3,2.5,0.15,2.3,0.15,/en/players/331c0a43/matchlogs/2017-2018/summary/Simone-Missiroli-Match-Logs
345,Cristian Molinaro,it,DF,Torino,34,1983,20,17,"1,564",0,1,0,0,2,0,0,1,0.06,0.00,0.06,0.1,0.1,1.1,0.1,1.1,0.07,0.1,0.07,/en/players/1c8c5aed/matchlogs/2017-2018/summary/Cristian-Molinaro-Match-Logs
346,Riccardo Montolivo,it,MF,Milan,32,1985,18,12,"1,087",1,1,0,0,3,1,1,1,0.17,0.08,0.17,0.9,0.9,0.6,0.9,0.6,0.13,0.9,0.13,/en/players/b746d309/matchlogs/2017-2018/summary/Riccardo-Montolivo-Match-Logs
347,Luca Mora,it,MF,SPAL,29,1988,17,10,934,0,1,0,0,5,0,0,1,0.10,0.00,0.10,0.2,0.2,0.3,0.2,0.3,0.05,0.2,0.05,/en/players/42fff925/matchlogs/2017-2018/summary/Luca-Mora-Match-Logs
348,Héctor Moreno,mx,DF,Roma,29,1988,5,2,230,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.03,0.0,0.03,/en/players/5d311e8d/matchlogs/2017-2018/summary/Hector-Moreno-Match-Logs
349,Emiliano Moretti,it,DF,Torino,36,1981,22,19,"1,782",0,0,0,0,6,0,0,0,0.00,0.00,0.00,0.4,0.4,0.2,0.4,0.2,0.03,0.4,0.03,/en/players/55667895/matchlogs/2017-2018/summary/Emiliano-Moretti-Match-Logs
350,Alessandro Murgia,it,MF,Lazio,20,1996,16,9,777,0,0,0,0,3,1,0,0,0.00,0.00,0.00,0.7,0.7,0.4,0.7,0.4,0.12,0.7,0.12,/en/players/fb2c533b/matchlogs/2017-2018/summary/Alessandro-Murgia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,22,1994,20,16,"1,449",0,1,0,0,4,0,0,1,0.06,0.00,0.06,0.1,0.1,1.3,0.1,1.3,0.09,0.1,0.09,/en/players/d183e9d6/matchlogs/2017-2018/summary/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,26,1990,15,12,"1,202",0,1,0,0,2,0,0,1,0.07,0.00,0.07,0.4,0.4,0.6,0.4,0.6,0.08,0.4,0.08,/en/players/91899ca8/matchlogs/2017-2018/summary/Mateo-Musacchio-Match-Logs
353,Yuto Nagatomo,jp,DF,Inter,30,1986,11,9,790,0,1,0,0,1,0,0,1,0.11,0.00,0.11,0.1,0.1,0.6,0.1,0.6,0.08,0.1,0.08,/en/players/4b6960d2/matchlogs/2017-2018/summary/Yuto-Nagatomo-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,22,1995,12,8,711,1,0,0,0,1,0,1,0,0.13,0.13,0.13,0.2,0.2,0.4,0.2,0.4,0.07,0.2,0.07,/en/players/788b31e2/matchlogs/2017-2018/summary/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Roma,29,1988,31,31,"2,613",4,7,0,0,7,2,4,7,0.38,0.14,0.38,3.7,3.7,7.0,3.7,7.0,0.37,3.7,0.37,/en/players/1f9328da/matchlogs/2017-2018/summary/Radja-Nainggolan-Match-Logs
356,Andrea Nalini,it,"FW,MF",Crotone,27,1990,23,19,"1,638",0,2,0,0,2,0,0,2,0.11,0.00,0.11,0.7,0.7,3.4,0.7,3.4,0.23,0.7,0.23,/en/players/65c75ea8/matchlogs/2017-2018/summary/Andrea-Nalini-Match-Logs
357,Nani,pt,"MF,FW",Lazio,30,1986,18,2,387,3,1,0,0,2,0,3,1,0.93,0.70,0.93,1.2,1.2,1.2,1.2,1.2,0.59,1.2,0.59,/en/players/15e9c7e6/matchlogs/2017-2018/summary/Nani-Match-Logs
358,M'Baye Niang,sn,FW,Torino,22,1994,26,18,"1,532",4,2,0,0,5,0,4,2,0.35,0.23,0.35,3.6,3.6,1.1,3.6,1.1,0.28,3.6,0.28,/en/players/2054d037/matchlogs/2017-2018/summary/MBaye-Niang-Match-Logs
359,Nicolas Nkoulou,cm,DF,Torino,27,1990,37,37,"3,258",2,0,0,0,4,0,2,0,0.06,0.06,0.06,1.2,1.2,0.1,1.2,0.1,0.04,1.2,0.04,/en/players/93cf32a8/matchlogs/2017-2018/summary/Nicolas-Nkoulou-Match-Logs
360,Bram Nuytinck,nl,DF,Udinese,27,1990,27,26,"2,362",1,1,0,0,2,0,1,1,0.08,0.04,0.08,1.1,1.1,0.5,1.1,0.5,0.06,1.1,0.06,/en/players/e33f36d5/matchlogs/2017-2018/summary/Bram-Nuytinck-Match-Logs
361,Simeon Nwankwo,ng,FW,Crotone,25,1992,23,11,"1,219",7,1,0,0,1,0,7,1,0.59,0.52,0.59,3.9,3.9,0.6,3.9,0.6,0.33,3.9,0.33,/en/players/80dbbd10/matchlogs/2017-2018/summary/Simeon-Nwankwo-Match-Logs
362,Joel Obi,ng,MF,Torino,26,1991,22,16,"1,247",5,1,0,0,3,0,5,1,0.43,0.36,0.43,4.1,4.1,0.3,4.1,0.3,0.33,4.1,0.33,/en/players/614c38fb/matchlogs/2017-2018/summary/Joel-Obi-Match-Logs
363,Marios Oikonomou,gr,DF,SPAL,24,1992,4,2,170,0,0,0,0,1,2,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.04,0.0,0.04,/en/players/3b9858f5/matchlogs/2017-2018/summary/Marios-Oikonomou-Match-Logs
364,Orji Okwonkwo,ng,"MF,FW",Bologna,19,1998,10,1,265,3,0,0,0,2,0,3,0,1.02,1.02,1.02,0.8,0.8,0.0,0.8,0.0,0.38,0.8,0.38,/en/players/905a4f61/matchlogs/2017-2018/summary/Orji-Okwonkwo-Match-Logs
365,Maximiliano Olivera,uy,DF,Fiorentina,25,1992,7,4,412,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.05,/en/players/32a33c68/matchlogs/2017-2018/summary/Maximiliano-Olivera-Match-Logs
366,Stephane Omeonga,be,"MF,DF",Genoa,21,1996,19,6,797,0,0,0,0,2,1,0,0,0.00,0.00,0.00,0.8,0.8,0.4,0.8,0.4,0.14,0.8,0.14,/en/players/72c803a0/matchlogs/2017-2018/summary/Stephane-Omeonga-Match-Logs
367,Riccardo Orsolini,it,"FW,DF",Bologna,20,1997,8,4,341,0,1,0,0,0,0,0,1,0.26,0.00,0.26,0.1,0.1,1.1,0.1,1.1,0.32,0.1,0.32,/en/players/e14ec482/matchlogs/2017-2018/summary/Riccardo-Orsolini-Match-Logs
368,Riccardo Orsolini,it,"FW,MF",Atalanta,20,1997,8,0,125,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.52,0.2,0.52,/en/players/e14ec482/matchlogs/2017-2018/summary/Riccardo-Orsolini-Match-Logs
369,Adam Ounas,dz,"FW,MF",Napoli,20,1996,7,0,96,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.3,0.3,0.3,0.55,0.3,0.55,/en/players/ed90babd/matchlogs/2017-2018/summary/Adam-Ounas-Match-Logs
370,Simone Padoin,it,"DF,MF",Cagliari,33,1984,37,37,"3,103",1,0,0,0,4,0,1,0,0.03,0.03,0.03,1.2,1.2,3.9,1.2,3.9,0.15,1.2,0.15,/en/players/5eb72339/matchlogs/2017-2018/summary/Simone-Padoin-Match-Logs
371,Rodrigo Palacio,ar,"FW,MF",Bologna,35,1982,28,23,"2,065",4,2,0,0,9,0,4,2,0.26,0.17,0.26,5.4,5.4,3.6,5.4,3.6,0.39,5.4,0.39,/en/players/8d8178ac/matchlogs/2017-2018/summary/Rodrigo-Palacio-Match-Logs
372,Raffaele Palladino,it,"FW,MF",Genoa,33,1984,4,2,231,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.7,0.7,0.8,0.7,0.8,0.60,0.7,0.60,/en/players/961a4174/matchlogs/2017-2018/summary/Raffaele-Palladino-Match-Logs
373,Emerson Palmieri,it,DF,Roma,22,1994,1,0,16,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/e0bc6fdc/matchlogs/2017-2018/summary/Emerson-Palmieri-Match-Logs
374,Simone Palombi,it,FW,Lazio,21,1996,1,1,66,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.12,0.0,0.12,/en/players/d0e6399c/matchlogs/2017-2018/summary/Simone-Palombi-Match-Logs
375,Alberto Paloschi,it,FW,SPAL,27,1990,36,25,"2,184",7,0,0,0,2,0,7,0,0.29,0.29,0.29,7.0,7.0,0.9,7.0,0.9,0.32,7.0,0.32,/en/players/b5cae4e6/matchlogs/2017-2018/summary/Alberto-Paloschi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Goran Pandev,mk,"FW,MF",Genoa,34,1983,32,22,"1,803",5,1,0,0,4,1,5,1,0.30,0.25,0.30,5.8,5.8,2.7,5.8,2.7,0.42,5.8,0.42,/en/players/d711d04f/matchlogs/2017-2018/summary/Goran-Pandev-Match-Logs
377,Vittorio Parigini,it,"FW,MF",Benevento,21,1996,21,10,857,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.6,0.6,1.5,0.6,1.5,0.22,0.6,0.22,/en/players/75efed2e/matchlogs/2017-2018/summary/Vittorio-Parigini-Match-Logs
378,Marco Parolo,it,MF,Lazio,32,1985,31,30,"2,612",4,3,0,0,3,2,4,3,0.24,0.14,0.24,5.5,5.5,2.0,5.5,2.0,0.26,5.5,0.26,/en/players/ed5886d2/matchlogs/2017-2018/summary/Marco-Parolo-Match-Logs
379,Patric,es,"DF,MF",Lazio,24,1993,11,4,592,0,0,0,0,1,1,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.13,0.2,0.13,/en/players/f7223718/matchlogs/2017-2018/summary/Patric-Match-Logs
380,Daniel Pavlović,ba,DF,Sampdoria,29,1988,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.05,0.0,0.05,/en/players/47146acb/matchlogs/2017-2018/summary/Daniel-Pavlovic-Match-Logs
381,Daniel Pavlović,ba,"DF,MF",Crotone,29,1988,10,8,758,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.8,0.1,0.8,0.11,0.1,0.11,/en/players/47146acb/matchlogs/2017-2018/summary/Daniel-Pavlovic-Match-Logs
382,Leonardo Pavoletti,it,FW,Cagliari,28,1988,33,31,"2,719",11,0,0,0,8,0,11,0,0.36,0.36,0.36,12.8,12.8,1.2,12.8,1.2,0.46,12.8,0.46,/en/players/d37b0350/matchlogs/2017-2018/summary/Leonardo-Pavoletti-Match-Logs
383,Giampaolo Pazzini,it,FW,Hellas Verona,32,1984,19,7,992,4,0,4,4,1,0,4,0,0.36,0.00,0.00,4.4,1.3,0.5,4.4,0.5,0.47,1.3,0.18,/en/players/6ca663b4/matchlogs/2017-2018/summary/Giampaolo-Pazzini-Match-Logs
384,João Pedro,br,"MF,FW",Cagliari,25,1992,22,19,"1,656",5,2,1,1,6,1,5,2,0.38,0.22,0.33,3.2,2.4,2.0,3.2,2.0,0.28,2.4,0.24,/en/players/81255c03/matchlogs/2017-2018/summary/Joao-Pedro-Match-Logs
385,Gianluca Pegolo,it,GK,Sassuolo,36,1981,2,1,104,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f058ed1f/matchlogs/2017-2018/summary/Gianluca-Pegolo-Match-Logs
386,Pietro Pellegri,it,FW,Genoa,16,2001,6,3,282,2,0,0,0,2,0,2,0,0.64,0.64,0.64,0.7,0.7,0.1,0.7,0.1,0.25,0.7,0.25,/en/players/a44d3a3c/matchlogs/2017-2018/summary/Pietro-Pellegri-Match-Logs
387,Lorenzo Pellegrini,it,MF,Roma,21,1996,28,22,"1,797",3,2,0,0,2,1,3,2,0.25,0.15,0.25,3.1,3.1,5.7,3.1,5.7,0.44,3.1,0.44,/en/players/4a5a45c7/matchlogs/2017-2018/summary/Lorenzo-Pellegrini-Match-Logs
388,Sergio Pellissier,it,FW,Chievo,38,1979,19,2,560,1,0,0,0,1,0,1,0,0.16,0.16,0.16,2.1,2.1,0.8,2.1,0.8,0.47,2.1,0.47,/en/players/878ee034/matchlogs/2017-2018/summary/Sergio-Pellissier-Match-Logs
389,Federico Peluso,it,DF,Sassuolo,33,1984,31,28,"2,594",1,1,0,0,10,0,1,1,0.07,0.03,0.07,1.0,1.0,0.8,1.0,0.8,0.06,1.0,0.06,/en/players/4f2908e5/matchlogs/2017-2018/summary/Federico-Peluso-Match-Logs
390,Pedro Pereira,pt,DF,Genoa,19,1998,6,4,381,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.05,0.1,0.05,/en/players/c77be0cf/matchlogs/2017-2018/summary/Pedro-Pereira-Match-Logs
391,Bruno Peres,br,DF,Roma,27,1990,18,13,"1,155",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.5,0.5,1.0,0.5,1.0,0.12,0.5,0.12,/en/players/852351df/matchlogs/2017-2018/summary/Bruno-Peres-Match-Logs
