Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,10.0,6,5,3,2,1,6,21,4.8,20,188,36,19.1,3,2,1,12,1,0,11,6,12,6,0,/en/players/1c50f354/matchlogs/2017-2018/defense/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,3.3,5,4,2,2,1,5,5,0.0,5,71,13,18.3,2,2,1,2,0,0,2,1,6,2,0,/en/players/d9e750e5/matchlogs/2017-2018/defense/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,22.8,30,22,16,10,4,30,31,35.5,20,232,70,30.2,16,10,4,50,7,0,43,24,54,74,1,/en/players/635b0bae/matchlogs/2017-2018/defense/Massimo-Gobbi-Match-Logs
219,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,12.8,8,6,7,1,0,8,10,30.0,7,89,34,38.2,7,1,0,14,7,0,7,20,28,53,0,/en/players/4b029b31/matchlogs/2017-2018/defense/Edoardo-Goldaniga-Match-Logs
220,Pierluigi Gollini,it,GK,Atalanta,22,1995,6.9,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/f0f7f62f/matchlogs/2017-2018/defense/Pierluigi-Gollini-Match-Logs
221,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,30.6,19,15,9,6,4,19,26,11.5,23,409,124,30.3,9,6,4,21,1,0,20,19,38,5,0,/en/players/6e4df551/matchlogs/2017-2018/defense/Papu-Gomez-Match-Logs
222,Alfred Gomis,sn,GK,SPAL,23,1993,25.1,0,0,0,0,0,0,3,0.0,3,4,1,25.0,0,0,0,0,0,0,0,1,1,0,0,/en/players/cecbce23/matchlogs/2017-2018/defense/Alfred-Gomis-Match-Logs
223,Maxime Gonalons,fr,MF,Roma,28,1989,12.2,27,20,9,12,6,27,26,23.1,20,216,76,35.2,9,12,6,23,3,0,20,22,49,23,0,/en/players/b8c1de25/matchlogs/2017-2018/defense/Maxime-Gonalons-Match-Logs
224,Giancarlo González,cr,DF,Bologna,29,1988,20.6,29,14,19,8,2,29,15,66.7,5,146,45,30.8,19,8,2,44,22,0,22,42,71,145,1,/en/players/117beb8f/matchlogs/2017-2018/defense/Giancarlo-Gonzalez-Match-Logs
225,Robin Gosens,de,"DF,MF",Atalanta,23,1994,16.1,60,32,33,23,4,60,53,50.9,26,265,95,35.8,33,23,4,34,3,0,31,25,85,37,0,/en/players/2d970560/matchlogs/2017-2018/defense/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Alberto Grassi,it,MF,SPAL,22,1995,25.0,43,28,15,19,9,43,38,31.6,26,328,108,32.9,15,19,9,43,8,0,35,43,86,40,1,/en/players/6cc97b6a/matchlogs/2017-2018/defense/Alberto-Grassi-Match-Logs
227,Andrew Gravillon,fr,DF,Benevento,19,1998,0.9,5,4,5,0,0,5,4,50.0,2,18,8,44.4,5,0,0,2,1,0,1,3,8,7,0,/en/players/49136c42/matchlogs/2017-2018/defense/Andrew-Gravillon-Match-Logs
228,Guilherme,br,"MF,FW",Benevento,26,1991,10.5,23,16,8,9,6,23,16,31.3,11,230,57,24.8,8,9,6,16,1,0,15,8,31,2,0,/en/players/9e61c019/matchlogs/2017-2018/defense/Guilherme-Match-Logs
229,Samuel Gustafson,se,"MF,FW",Torino,22,1995,0.9,4,3,2,2,0,4,2,0.0,2,30,9,30.0,2,2,0,1,0,0,1,1,5,0,0,/en/players/b1e61f23/matchlogs/2017-2018/defense/Samuel-Gustafson-Match-Logs
230,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,3.6,6,4,5,0,1,6,11,45.5,6,53,13,24.5,5,0,1,4,0,0,4,8,14,9,0,/en/players/251d982a/matchlogs/2017-2018/defense/Bright-Gyamfi-Match-Logs
231,Nicolas Haas,ch,MF,Atalanta,21,1996,1.9,3,2,2,1,0,3,5,0.0,5,44,13,29.5,2,1,0,1,1,0,0,0,3,4,0,/en/players/fa449bba/matchlogs/2017-2018/defense/Nicolas-Haas-Match-Logs
232,Emil Hallfreðsson,is,MF,Udinese,33,1984,8.5,23,17,8,10,5,23,27,22.2,21,200,54,27.0,8,10,5,18,3,0,15,21,44,20,0,/en/players/86015b20/matchlogs/2017-2018/defense/Emil-Hallfredsson-Match-Logs
233,Marek Hamšík,sk,MF,Napoli,30,1987,26.3,36,25,10,17,9,36,50,26.0,37,372,100,26.9,10,17,9,40,3,0,37,16,52,15,0,/en/players/e6ad16b2/matchlogs/2017-2018/defense/Marek-Hamsik-Match-Logs
234,Samir Handanović,si,GK,Inter,33,1984,38.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,/en/players/74419746/matchlogs/2017-2018/defense/Samir-Handanovic-Match-Logs
235,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,26.6,42,27,18,21,3,42,28,57.1,12,361,105,29.1,18,21,3,52,7,0,45,30,72,40,0,/en/players/3b333ac3/matchlogs/2017-2018/defense/Hans-Hateboer-Match-Logs
236,Filip Helander,se,DF,Bologna,24,1993,27.8,46,27,34,11,1,46,35,54.3,16,370,118,31.9,34,11,1,69,21,0,48,38,84,138,0,/en/players/27f0ddef/matchlogs/2017-2018/defense/Filip-Helander-Match-Logs
237,Dalbert Henrique,br,DF,Inter,23,1993,5.9,16,10,11,3,2,16,12,58.3,5,89,31,34.8,11,3,2,19,4,1,15,12,28,22,0,/en/players/f45f9427/matchlogs/2017-2018/defense/Dalbert-Henrique-Match-Logs
238,Përparim Hetemaj,fi,MF,Chievo,30,1986,26.8,79,48,38,26,15,79,81,35.8,52,760,198,26.1,38,26,15,61,7,0,54,36,115,47,0,/en/players/90b70194/matchlogs/2017-2018/defense/Perparim-Hetemaj-Match-Logs
239,Thomas Heurtaux,fr,DF,Hellas Verona,29,1988,15.5,19,9,16,2,1,19,8,50.0,4,101,38,37.6,16,2,1,33,20,2,13,38,57,99,1,/en/players/32d1c24f/matchlogs/2017-2018/defense/Thomas-Heurtaux-Match-Logs
240,Gonzalo Higuaín,ar,FW,Juventus,29,1987,31.3,24,16,3,10,11,24,30,23.3,23,415,111,26.7,3,10,11,19,4,0,15,6,30,19,0,/en/players/8a08491a/matchlogs/2017-2018/defense/Gonzalo-Higuain-Match-Logs
241,Oscar Hiljemark,se,MF,Genoa,25,1992,14.2,12,9,3,7,2,12,24,16.7,20,323,94,29.1,3,7,2,17,5,0,12,9,21,13,1,/en/players/98e958af/matchlogs/2017-2018/defense/Oscar-Hiljemark-Match-Logs
242,Benedikt Höwedes,de,DF,Juventus,29,1988,2.7,1,1,1,0,0,1,0,,0,12,5,41.7,1,0,0,3,0,0,3,6,7,8,1,/en/players/d5c04323/matchlogs/2017-2018/defense/Benedikt-Howedes-Match-Logs
243,Vitor Hugo,br,DF,Fiorentina,26,1991,13.4,31,21,27,4,0,31,23,39.1,14,118,47,39.8,27,4,0,21,6,0,15,43,74,78,2,/en/players/f2c1300a/matchlogs/2017-2018/defense/Vitor-Hugo-Match-Logs
244,Elseid Hysaj,al,DF,Napoli,23,1994,34.7,64,37,36,24,4,64,65,44.6,36,411,153,37.2,36,24,4,60,5,0,55,42,106,54,1,/en/players/2f3452eb/matchlogs/2017-2018/defense/Elseid-Hysaj-Match-Logs
245,Mauro Icardi,ar,FW,Inter,24,1993,32.9,4,3,1,2,1,4,13,7.7,12,404,108,26.7,1,2,1,18,8,0,10,7,11,24,1,/en/players/43b78598/matchlogs/2017-2018/defense/Mauro-Icardi-Match-Logs
246,Pietro Iemmello,it,FW,Benevento,25,1992,9.8,6,5,2,4,0,6,8,0.0,8,136,39,28.7,2,4,0,7,1,0,6,3,9,10,0,/en/players/0861b8d6/matchlogs/2017-2018/defense/Pietro-Iemmello-Match-Logs
247,Josip Iličić,si,"FW,MF",Atalanta,29,1988,22.2,23,12,4,15,4,23,29,17.2,24,306,97,31.7,4,15,4,18,0,0,18,12,35,6,0,/en/players/68252d6d/matchlogs/2017-2018/defense/Josip-Ilicic-Match-Logs
248,Ciro Immobile,it,FW,Lazio,27,1990,29.8,10,8,2,6,2,10,17,5.9,16,382,103,27.0,2,6,2,19,2,0,17,0,10,7,0,/en/players/4431aed2/matchlogs/2017-2018/defense/Ciro-Immobile-Match-Logs
249,Svante Ingelsson,se,MF,Udinese,19,1998,3.6,12,8,4,6,2,12,11,18.2,9,71,17,23.9,4,6,2,4,0,0,4,5,17,4,0,/en/players/4133cfcf/matchlogs/2017-2018/defense/Svante-Ingelsson-Match-Logs
250,Roberto Inglese,it,FW,Chievo,25,1991,30.9,32,20,9,12,11,32,35,40.0,21,454,102,22.5,9,12,11,31,3,0,28,7,39,19,0,/en/players/6c1f7328/matchlogs/2017-2018/defense/Roberto-Inglese-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lorenzo Insigne,it,FW,Napoli,26,1991,34.3,30,14,12,12,6,30,41,24.4,31,446,115,25.8,12,12,6,20,2,0,18,19,49,3,0,/en/players/2f557579/matchlogs/2017-2018/defense/Lorenzo-Insigne-Match-Logs
252,Artur Ioniță,md,MF,Cagliari,26,1990,29.7,65,44,27,29,9,65,46,34.8,30,672,176,26.2,27,29,9,46,8,0,38,31,96,34,0,/en/players/cedb3e36/matchlogs/2017-2018/defense/Artur-Ionita-Match-Logs
253,Armando Izzo,it,DF,Genoa,25,1992,15.4,35,23,16,13,6,35,23,69.6,7,171,64,37.4,16,13,6,18,6,0,12,31,66,88,0,/en/players/89976232/matchlogs/2017-2018/defense/Armando-Izzo-Match-Logs
254,Jakub Jankto,cz,"MF,FW",Udinese,21,1996,29.5,33,18,10,15,8,33,49,16.3,41,525,121,23.0,10,15,8,54,7,0,47,17,50,31,0,/en/players/1ea5f91c/matchlogs/2017-2018/defense/Jakub-Jankto-Match-Logs
255,Paweł Jaroszyński,pl,"DF,MF",Chievo,22,1994,9.0,32,15,20,9,3,32,23,52.2,11,157,39,24.8,20,9,3,24,3,0,21,18,50,36,1,/en/players/958a601f/matchlogs/2017-2018/defense/Pawel-Jaroszynski-Match-Logs
256,Juan Jesus,br,DF,Roma,26,1991,18.4,40,32,21,17,2,40,38,47.4,20,160,70,43.8,21,17,2,32,7,0,25,41,81,50,0,/en/players/79083382/matchlogs/2017-2018/defense/Juan-Jesus-Match-Logs
257,Jorginho,it,MF,Napoli,25,1991,29.4,67,44,18,36,13,67,71,22.5,55,574,180,31.4,18,36,13,37,3,0,34,59,126,11,0,/en/players/45db685d/matchlogs/2017-2018/defense/Jorginho-Match-Logs
258,Mariano Julio Izco,ar,MF,Crotone,34,1983,2.0,5,3,1,4,0,5,4,25.0,3,53,18,34.0,1,4,0,0,0,0,0,4,9,1,0,/en/players/0d2bdb4b/matchlogs/2017-2018/defense/Mariano-Julio-Izco-Match-Logs
259,Nikola Kalinić,hr,FW,Milan,29,1988,20.1,5,3,1,2,2,5,12,0.0,12,276,72,26.1,1,2,2,10,4,0,6,3,8,9,0,/en/players/d4931a5a/matchlogs/2017-2018/defense/Nikola-Kalinic-Match-Logs
260,Mamadou Kanouté,sn,"FW,MF",Benevento,23,1993,0.4,0,0,0,0,0,0,1,0.0,1,5,1,20.0,0,0,0,1,0,0,1,,,0,0,/en/players/3d5ed93d/matchlogs/2017-2018/defense/Mamadou-Kanoute-Match-Logs
261,Yann Karamoh,fr,"FW,MF",Inter,19,1998,5.4,4,2,2,2,0,4,4,25.0,3,113,40,35.4,2,2,0,6,1,0,5,3,7,0,0,/en/players/8b66d9cc/matchlogs/2017-2018/defense/Yann-Karamoh-Match-Logs
262,Rick Karsdorp,nl,DF,Roma,22,1995,0.9,1,1,1,0,0,1,2,50.0,1,7,4,57.1,1,0,0,0,0,0,0,1,2,0,0,/en/players/9f84febe/matchlogs/2017-2018/defense/Rick-Karsdorp-Match-Logs
263,Moise Kean,it,FW,Hellas Verona,17,2000,12.6,9,7,3,3,3,9,3,0.0,3,159,30,18.9,3,3,3,9,1,0,8,5,14,4,0,/en/players/3d50bcdb/matchlogs/2017-2018/defense/Moise-Kean-Match-Logs
264,Cheick Keita,ml,DF,Bologna,21,1996,1.4,3,2,1,2,0,3,3,0.0,3,35,5,14.3,1,2,0,6,0,0,6,2,5,2,0,/en/players/82f32d55/matchlogs/2017-2018/defense/Cheick-Keita-Match-Logs
265,Franck Kessié,ci,MF,Milan,20,1996,36.3,49,35,21,19,9,49,43,32.6,29,657,173,26.3,21,19,9,64,8,0,56,31,80,35,0,/en/players/05e19d6a/matchlogs/2017-2018/defense/Franck-Kessie-Match-Logs
266,Sami Khedira,de,MF,Juventus,30,1987,21.2,13,8,1,10,2,13,23,13.0,20,369,83,22.5,1,10,2,33,3,0,30,24,37,14,0,/en/players/38ac43d3/matchlogs/2017-2018/defense/Sami-Khedira-Match-Logs
267,Aleksandar Kolarov,rs,DF,Roma,31,1985,34.0,64,37,35,19,10,64,54,51.9,26,256,83,32.4,35,19,10,59,9,0,50,59,123,60,2,/en/players/eda40760/matchlogs/2017-2018/defense/Aleksandar-Kolarov-Match-Logs
268,Kalidou Koulibaly,sn,DF,Napoli,26,1991,34.1,70,48,39,28,3,70,46,39.1,28,259,96,37.1,39,28,3,40,19,0,21,41,111,122,0,/en/players/da974c7b/matchlogs/2017-2018/defense/Kalidou-Koulibaly-Match-Logs
269,Dawid Kownacki,pl,FW,Sampdoria,20,1997,9.1,9,6,0,6,3,9,11,36.4,7,200,45,22.5,0,6,3,8,0,0,8,1,10,5,0,/en/players/be5e1c4c/matchlogs/2017-2018/defense/Dawid-Kownacki-Match-Logs
270,Emil Krafth,se,DF,Bologna,22,1994,10.5,21,14,12,8,1,21,24,41.7,14,138,43,31.2,12,8,1,20,5,0,15,16,37,33,1,/en/players/77cf6852/matchlogs/2017-2018/defense/Emil-Krafth-Match-Logs
271,Oliver Kragl,de,MF,Crotone,27,1990,1.1,1,1,0,0,1,1,3,0.0,3,36,7,19.4,0,0,1,2,0,0,2,3,4,2,0,/en/players/1c17dfe0/matchlogs/2017-2018/defense/Oliver-Kragl-Match-Logs
272,Ladislav Krejčí,cz,"FW,DF",Bologna,25,1992,4.4,4,2,1,2,1,4,4,0.0,4,88,19,21.6,1,2,1,4,0,0,4,2,6,3,0,/en/players/58027adc/matchlogs/2017-2018/defense/Ladislav-Krejci-Match-Logs
273,Jasmin Kurtić,si,MF,SPAL,28,1989,16.0,29,18,14,12,3,29,22,36.4,14,288,74,25.7,14,12,3,19,2,0,17,15,44,14,0,/en/players/144607cc/matchlogs/2017-2018/defense/Jasmin-Kurtic-Match-Logs
274,Jasmin Kurtić,si,"MF,FW",Atalanta,28,1989,7.4,12,11,4,4,4,12,12,33.3,8,124,42,33.9,4,4,4,9,0,0,9,5,17,5,0,/en/players/144607cc/matchlogs/2017-2018/defense/Jasmin-Kurtic-Match-Logs
275,Han Kwang-song,kp,FW,Cagliari,18,1998,3.1,2,0,0,1,1,2,4,0.0,4,60,14,23.3,0,1,1,3,0,0,3,1,3,0,0,/en/players/87243064/matchlogs/2017-2018/defense/Han-Kwang-song-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenio Lamanna,it,GK,Genoa,27,1989,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/349601c3/matchlogs/2017-2018/defense/Eugenio-Lamanna-Match-Logs
277,Gianluca Lapadula,it,FW,Genoa,27,1990,16.6,9,8,4,4,1,9,8,0.0,8,238,53,22.3,4,4,1,10,1,0,9,3,12,12,0,/en/players/2ead2809/matchlogs/2017-2018/defense/Gianluca-Lapadula-Match-Logs
278,Danilo Larangeira,br,DF,Udinese,33,1984,30.8,35,21,26,8,1,35,25,44.0,14,255,85,33.3,26,8,1,65,41,4,24,57,92,176,2,/en/players/fed5f993/matchlogs/2017-2018/defense/Danilo-Larangeira-Match-Logs
279,Kevin Lasagna,it,"FW,MF",Udinese,24,1992,23.7,14,11,2,8,4,14,18,22.2,14,332,83,25.0,2,8,4,28,5,1,23,9,23,18,0,/en/players/09538fdb/matchlogs/2017-2018/defense/Kevin-Lasagna-Match-Logs
280,Vincent Laurini,fr,DF,Fiorentina,28,1989,17.9,32,24,13,14,5,32,31,35.5,20,251,82,32.7,13,14,5,41,4,0,37,13,45,59,1,/en/players/3535098b/matchlogs/2017-2018/defense/Vincent-Laurini-Match-Logs
281,Diego Laxalt,uy,"DF,MF",Genoa,24,1993,31.2,56,39,34,15,7,56,70,37.1,44,491,134,27.3,34,15,7,76,4,1,72,23,79,40,0,/en/players/f26e3c59/matchlogs/2017-2018/defense/Diego-Laxalt-Match-Logs
282,Achraf Lazaar,ma,"DF,MF",Benevento,25,1992,5.3,13,10,11,2,0,13,15,26.7,11,109,30,27.5,11,2,0,7,1,0,6,5,18,10,0,/en/players/957d41d2/matchlogs/2017-2018/defense/Achraf-Lazaar-Match-Logs
283,Darko Lazović,rs,"MF,DF",Genoa,26,1990,13.8,22,15,16,6,0,22,15,40.0,9,176,44,25.0,16,6,0,13,1,0,12,13,35,12,0,/en/players/5128bde4/matchlogs/2017-2018/defense/Darko-Lazovic-Match-Logs
284,Manuel Lazzari,it,"DF,MF",SPAL,23,1993,34.6,57,41,30,19,8,57,67,35.8,43,422,120,28.4,30,19,8,62,7,0,55,36,93,57,0,/en/players/02caf6e0/matchlogs/2017-2018/defense/Manuel-Lazzari-Match-Logs
285,Lucas Leiva,br,MF,Lazio,30,1987,32.0,107,74,49,51,7,107,113,33.6,75,658,253,38.4,49,51,7,42,6,0,36,73,180,55,0,/en/players/4c78b5ed/matchlogs/2017-2018/defense/Lucas-Leiva-Match-Logs
286,Mauricio Lemos,uy,DF,Sassuolo,21,1995,7.8,17,11,12,4,1,17,13,69.2,4,80,26,32.5,12,4,1,17,6,0,11,9,26,31,0,/en/players/dbe5a587/matchlogs/2017-2018/defense/Mauricio-Lemos-Match-Logs
287,Mehdi Léris,fr,"MF,FW",Chievo,19,1998,0.5,1,1,1,0,0,1,1,0.0,1,22,3,13.6,1,0,0,0,0,0,0,1,2,0,0,/en/players/7d3cbc67/matchlogs/2017-2018/defense/Mehdi-Leris-Match-Logs
288,Gaetano Letizia,it,DF,Benevento,27,1990,23.8,42,29,27,13,2,42,57,35.1,37,317,85,26.8,27,13,2,41,5,0,36,37,79,30,3,/en/players/3dd45b70/matchlogs/2017-2018/defense/Gaetano-Letizia-Match-Logs
289,Timo Letschert,nl,DF,Sassuolo,24,1993,4.6,14,12,12,2,0,14,7,42.9,4,83,31,37.3,12,2,0,6,1,0,5,8,22,21,0,/en/players/be9938ed/matchlogs/2017-2018/defense/Timo-Letschert-Match-Logs
290,Stephan Lichtsteiner,ch,DF,Juventus,33,1984,18.9,36,21,17,15,4,36,27,44.4,15,225,65,28.9,17,15,4,25,2,0,23,15,51,23,0,/en/players/99b1d0e6/matchlogs/2017-2018/defense/Stephan-Lichtsteiner-Match-Logs
291,Karol Linetty,pl,MF,Sampdoria,22,1995,23.8,75,50,27,37,11,75,102,29.4,72,630,177,28.1,27,37,11,45,3,0,42,27,102,15,0,/en/players/d023d70f/matchlogs/2017-2018/defense/Karol-Linetty-Match-Logs
292,Pol Lirola,es,"DF,MF",Sassuolo,19,1997,22.5,32,24,24,6,2,32,37,37.8,23,250,77,30.8,24,6,2,29,4,0,25,30,62,68,2,/en/players/ff800ed8/matchlogs/2017-2018/defense/Pol-Lirola-Match-Logs
293,Adem Ljajić,rs,"MF,FW",Torino,25,1991,24.1,14,11,5,5,4,14,10,40.0,6,372,112,30.1,5,5,4,25,0,0,25,8,22,7,0,/en/players/2648e18f/matchlogs/2017-2018/defense/Adem-Ljajic-Match-Logs
294,Simone Lo Faso,it,FW,Fiorentina,19,1998,0.4,1,0,1,0,0,1,1,0.0,1,17,2,11.8,1,0,0,0,0,0,0,1,2,0,0,/en/players/51c614fd/matchlogs/2017-2018/defense/Simone-Lo-Faso-Match-Logs
295,Manuel Locatelli,it,MF,Milan,19,1998,7.6,17,12,5,11,1,17,20,20.0,16,127,32,25.2,5,11,1,9,2,0,7,11,28,15,0,/en/players/a8a874f1/matchlogs/2017-2018/defense/Manuel-Locatelli-Match-Logs
296,Cristiano Lombardi,it,"DF,MF",Benevento,21,1995,12.4,31,25,18,10,3,31,20,15.0,17,234,54,23.1,18,10,3,20,3,0,17,15,46,15,0,/en/players/f124b4c9/matchlogs/2017-2018/defense/Cristiano-Lombardi-Match-Logs
297,Lisandro López,ar,DF,Inter,27,1989,0.5,2,2,2,0,0,2,2,0.0,2,5,3,60.0,2,0,0,0,0,0,0,1,3,5,0,/en/players/8320fe65/matchlogs/2017-2018/defense/Lisandro-Lopez-Match-Logs
298,Maxi López,ar,FW,Udinese,33,1984,18.7,13,8,2,8,3,13,7,28.6,5,210,61,29.0,2,8,3,12,1,0,11,2,15,17,0,/en/players/ad469944/matchlogs/2017-2018/defense/Maxi-Lopez-Match-Logs
299,Fabio Lucioni,it,DF,Benevento,29,1987,8.0,12,8,5,7,0,12,5,60.0,2,71,34,47.9,5,7,0,17,12,0,5,7,19,47,0,/en/players/8efa621b/matchlogs/2017-2018/defense/Fabio-Lucioni-Match-Logs
300,José Luis Palomino,ar,DF,Atalanta,27,1990,22.0,67,41,44,20,3,67,44,45.5,24,373,129,34.6,44,20,3,50,18,0,32,36,103,120,0,/en/players/921f6058/matchlogs/2017-2018/defense/Jose-Luis-Palomino-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Everton Luiz,br,MF,SPAL,29,1988,7.1,24,16,13,11,0,24,29,24.1,22,205,47,22.9,13,11,0,13,2,0,11,7,31,7,0,/en/players/3799e138/matchlogs/2017-2018/defense/Everton-Luiz-Match-Logs
302,Jordan Lukaku,be,"DF,MF",Lazio,23,1994,15.1,26,19,14,11,1,26,12,25.0,9,223,82,36.8,14,11,1,19,2,0,17,14,40,14,0,/en/players/0cd0e21b/matchlogs/2017-2018/defense/Jordan-Lukaku-Match-Logs
303,Senad Lulić,ba,"DF,MF",Lazio,31,1986,27.0,54,36,25,20,9,54,96,19.8,77,543,167,30.8,25,20,9,46,4,0,42,39,93,30,1,/en/players/7fd58fe3/matchlogs/2017-2018/defense/Senad-Lulic-Match-Logs
304,Lyanco,br,DF,Torino,20,1997,3.5,12,9,8,4,0,12,8,37.5,5,45,14,31.1,8,4,0,4,3,1,1,7,19,13,1,/en/players/b5bf1770/matchlogs/2017-2018/defense/Lyanco-Match-Logs
305,Charalambos Lykogiannis,gr,DF,Cagliari,23,1993,7.6,22,4,13,7,2,22,13,46.2,7,121,26,21.5,13,7,2,18,4,1,14,18,40,37,0,/en/players/5efc5389/matchlogs/2017-2018/defense/Charalambos-Lykogiannis-Match-Logs
306,Christian Maggio,it,DF,Napoli,35,1982,7.1,21,13,9,8,4,21,26,34.6,17,110,35,31.8,9,8,4,14,3,0,11,13,34,19,0,/en/players/31d7f557/matchlogs/2017-2018/defense/Christian-Maggio-Match-Logs
307,Francesco Magnanelli,it,MF,Sassuolo,32,1984,27.7,57,36,29,19,9,57,76,22.4,59,570,167,29.3,29,19,9,55,10,0,45,61,118,62,1,/en/players/07767f42/matchlogs/2017-2018/defense/Francesco-Magnanelli-Match-Logs
308,Domenico Maietta,it,DF,Bologna,34,1982,5.2,4,3,3,1,0,4,6,16.7,5,49,23,46.9,3,1,0,8,5,1,3,10,14,14,0,/en/players/3d936ba9/matchlogs/2017-2018/defense/Domenico-Maietta-Match-Logs
309,Nikola Maksimović,rs,DF,Napoli,25,1991,1.1,1,1,0,1,0,1,1,100.0,0,6,2,33.3,0,1,0,4,0,0,4,1,2,2,0,/en/players/16b9d5cf/matchlogs/2017-2018/defense/Nikola-Maksimovic-Match-Logs
310,Gianluca Mancini,it,DF,Atalanta,21,1996,7.6,17,9,10,6,1,17,12,50.0,6,139,45,32.4,10,6,1,12,2,0,10,16,33,22,0,/en/players/5aa53281/matchlogs/2017-2018/defense/Gianluca-Mancini-Match-Logs
311,Rolando Mandragora,it,MF,Crotone,20,1997,36.0,87,51,35,44,8,87,82,28.0,59,613,164,26.8,35,44,8,63,14,0,49,75,162,65,0,/en/players/c7259b83/matchlogs/2017-2018/defense/Rolando-Mandragora-Match-Logs
312,Mario Mandžukić,hr,FW,Juventus,31,1986,25.8,42,25,13,14,15,42,35,22.9,27,346,103,29.8,13,14,15,28,4,0,24,24,66,36,0,/en/players/afa0d4e0/matchlogs/2017-2018/defense/Mario-Mandzukic-Match-Logs
313,Kostas Manolas,gr,DF,Roma,26,1991,26.0,33,21,19,12,2,33,22,40.9,13,151,54,35.8,19,12,2,39,22,0,17,51,84,110,0,/en/players/c707411f/matchlogs/2017-2018/defense/Kostas-Manolas-Match-Logs
314,Gabriele Marchegiani,it,GK,SPAL,21,1996,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/8cf63012/matchlogs/2017-2018/defense/Gabriele-Marchegiani-Match-Logs
315,Claudio Marchisio,it,MF,Juventus,31,1986,9.1,21,15,9,10,2,21,23,34.8,15,132,37,28.0,9,10,2,10,3,0,7,4,25,5,0,/en/players/e304acd5/matchlogs/2017-2018/defense/Claudio-Marchisio-Match-Logs
316,Gian Marco Ferrari,it,DF,Sampdoria,25,1992,29.4,11,7,7,4,0,11,12,41.7,7,97,29,29.9,7,4,0,56,43,1,13,30,41,133,2,/en/players/8650af85/matchlogs/2017-2018/defense/Gian-Marco-Ferrari-Match-Logs
317,João Mário,pt,"MF,FW",Inter,24,1993,6.2,8,5,2,4,2,8,15,26.7,11,139,32,23.0,2,4,2,7,1,0,6,5,13,3,0,/en/players/f0021247/matchlogs/2017-2018/defense/Joao-Mario-Match-Logs
318,Bruno Martella,it,DF,Crotone,24,1992,29.1,20,10,15,2,3,20,30,23.3,23,246,73,29.7,15,2,3,64,12,1,52,51,71,113,0,/en/players/1e12c53b/matchlogs/2017-2018/defense/Bruno-Martella-Match-Logs
319,Adam Marušić,me,"DF,MF",Lazio,24,1992,28.0,29,20,21,6,2,29,32,40.6,19,334,96,28.7,21,6,2,41,2,0,39,33,62,18,0,/en/players/d4535821/matchlogs/2017-2018/defense/Adam-Marusic-Match-Logs
320,Andrea Masiello,it,DF,Atalanta,31,1986,30.1,69,36,39,25,5,69,55,41.8,32,274,95,34.7,39,25,5,54,9,0,45,80,149,154,0,/en/players/e0314d87/matchlogs/2017-2018/defense/Andrea-Masiello-Match-Logs
321,Adam Masina,it,DF,Bologna,23,1994,31.4,100,61,51,38,11,100,101,43.6,57,547,155,28.3,51,38,11,67,9,0,58,56,156,101,0,/en/players/de0f152c/matchlogs/2017-2018/defense/Adam-Masina-Match-Logs
322,Ryder Matos,br,MF,Udinese,24,1993,1.9,2,0,1,0,1,2,3,33.3,2,40,10,25.0,1,0,1,4,0,0,4,2,4,2,0,/en/players/7280b54f/matchlogs/2017-2018/defense/Ryder-Matos-Match-Logs
323,Ryder Matos,br,"FW,MF",Hellas Verona,24,1993,10.9,18,12,13,4,1,18,13,30.8,9,147,44,29.9,13,4,1,6,2,0,4,4,22,8,1,/en/players/7280b54f/matchlogs/2017-2018/defense/Ryder-Matos-Match-Logs
