Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
106,Marco Capuano,it,DF,Crotone,25,1991,15.6,615,593,22,21,0,65,7,1,0,0,0,0,375,89,151,423,103,72,1,3,493,3,0,2,4,/en/players/616aea37/matchlogs/2017-2018/passing_types/Marco-Capuano-Match-Logs
107,Marco Capuano,it,DF,Cagliari,25,1991,7.7,390,322,68,7,0,49,5,9,0,0,0,0,221,69,100,245,56,17,60,2,299,0,0,6,9,/en/players/616aea37/matchlogs/2017-2018/passing_types/Marco-Capuano-Match-Logs
108,Antonio Caracciolo,it,DF,Hellas Verona,27,1990,31.7,978,952,26,22,0,113,39,7,0,0,0,0,599,123,256,107,772,73,4,5,788,4,0,5,7,/en/players/99d8fc35/matchlogs/2017-2018/passing_types/Antonio-Caracciolo-Match-Logs
109,Francesco Cassata,it,MF,Sassuolo,20,1997,5.1,132,124,8,4,0,24,8,13,4,2,0,1,67,28,37,15,112,3,0,0,86,0,0,0,9,/en/players/96960855/matchlogs/2017-2018/passing_types/Francesco-Cassata-Match-Logs
110,Timothy Castagne,be,"DF,MF",Atalanta,21,1995,16.7,963,824,139,6,0,149,15,33,2,0,1,0,624,166,173,103,680,41,131,1,776,1,1,21,23,/en/players/197640fd/matchlogs/2017-2018/passing_types/Timothy-Castagne-Match-Logs
111,Leandro Castán,br,DF,Cagliari,30,1986,12.7,537,507,30,23,0,102,7,2,0,0,0,0,326,52,159,429,49,43,7,2,412,1,0,5,13,/en/players/019f4d0d/matchlogs/2017-2018/passing_types/Leandro-Castan-Match-Logs
112,Lucas Castro,ar,MF,Chievo,28,1989,22.1,1026,1019,7,1,2,206,29,57,1,0,0,0,644,166,216,86,863,51,2,6,756,6,0,21,31,/en/players/56b2957b/matchlogs/2017-2018/passing_types/Lucas-Castro-Match-Logs
113,Danilo Cataldi,it,MF,Benevento,22,1994,25.4,1358,1282,76,38,3,189,49,62,27,4,2,3,1014,134,210,257,1068,15,10,3,1109,5,2,24,28,/en/players/ba3d3bea/matchlogs/2017-2018/passing_types/Danilo-Cataldi-Match-Logs
114,Federico Ceccherini,it,DF,Crotone,25,1992,35.9,1262,1210,52,46,0,171,43,5,0,0,0,0,742,185,335,338,766,117,3,5,1015,6,0,7,14,/en/players/d9624b51/matchlogs/2017-2018/passing_types/Federico-Ceccherini-Match-Logs
115,Ricardo Centurión,ar,"MF,FW",Genoa,24,1993,0.6,21,20,1,1,0,5,0,1,0,0,0,0,17,1,3,3,18,0,0,0,13,1,0,3,1,/en/players/fac896b0/matchlogs/2017-2018/passing_types/Ricardo-Centurion-Match-Logs
116,Luca Ceppitelli,it,DF,Cagliari,27,1989,24.7,1160,1121,39,35,2,166,52,1,0,0,0,0,643,130,387,248,776,94,1,4,907,7,0,17,16,/en/players/7d50454d/matchlogs/2017-2018/passing_types/Luca-Ceppitelli-Match-Logs
117,Fabio Ceravolo,it,FW,Benevento,30,1987,0.6,11,10,1,0,0,2,0,0,0,0,0,0,5,6,0,3,6,0,0,1,7,0,0,1,0,/en/players/4cc93246/matchlogs/2017-2018/passing_types/Fabio-Ceravolo-Match-Logs
118,Alessio Cerci,it,"FW,MF",Hellas Verona,30,1987,18.2,487,426,61,14,1,118,21,65,20,5,3,5,275,97,115,377,63,20,16,0,318,3,3,14,26,/en/players/5370cba7/matchlogs/2017-2018/passing_types/Alessio-Cerci-Match-Logs
119,Boštjan Cesar,si,DF,Chievo,35,1982,6.1,238,228,10,10,0,20,7,0,0,0,0,0,142,41,55,170,43,16,0,3,186,0,0,1,0,/en/players/c1d18f10/matchlogs/2017-2018/passing_types/Bostjan-Cesar-Match-Logs
120,Damir Ceter,co,"FW,MF",Cagliari,19,1997,2.2,58,58,0,0,0,20,0,2,0,0,0,0,28,8,22,3,30,12,0,2,37,0,0,1,1,/en/players/eade5337/matchlogs/2017-2018/passing_types/Damir-Ceter-Match-Logs
121,Raman Chibsah,gh,MF,Benevento,24,1993,11.6,425,414,11,9,2,64,4,3,0,0,0,0,334,59,32,39,369,9,2,2,377,1,0,8,9,/en/players/aa5a409a/matchlogs/2017-2018/passing_types/Raman-Chibsah-Match-Logs
122,Giorgio Chiellini,it,DF,Juventus,32,1984,24.0,1765,1724,41,31,1,176,64,8,0,0,0,0,1250,215,300,1333,299,85,10,13,1526,8,0,8,23,/en/players/e85fb9b8/matchlogs/2017-2018/passing_types/Giorgio-Chiellini-Match-Logs
123,Federico Chiesa,it,"FW,MF",Fiorentina,19,1997,33.5,1039,977,62,5,3,233,28,113,0,0,0,0,661,190,188,212,735,27,55,5,751,5,0,14,60,/en/players/b0f7e36c/matchlogs/2017-2018/passing_types/Federico-Chiesa-Match-Logs
124,Vlad Chiricheș,ro,DF,Napoli,27,1989,6.5,585,571,14,13,0,73,15,1,0,0,0,0,462,68,55,67,484,12,1,3,531,0,0,6,7,/en/players/c316607a/matchlogs/2017-2018/passing_types/Vlad-Chiriches-Match-Logs
125,Amato Ciciretti,it,"MF,FW",Benevento,23,1993,9.0,345,314,31,8,1,77,19,46,17,7,4,1,197,50,98,258,73,6,4,2,243,1,4,4,17,/en/players/1ab0b878/matchlogs/2017-2018/passing_types/Amato-Ciciretti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Luca Cigarini,it,MF,Cagliari,31,1986,22.5,1603,1371,232,107,1,217,82,117,83,26,26,5,894,244,465,183,1322,68,5,8,1229,7,26,19,19,/en/players/ae64d449/matchlogs/2017-2018/passing_types/Luca-Cigarini-Match-Logs
127,Thiago Cionek,pl,DF,SPAL,31,1986,15.0,764,717,47,37,0,135,16,4,0,0,0,0,497,65,202,156,525,55,10,1,587,1,0,8,19,/en/players/46f5c54d/matchlogs/2017-2018/passing_types/Thiago-Cionek-Match-Logs
128,Karamoko Cissé,gn,"FW,DF",Benevento,28,1988,0.2,6,6,0,0,0,0,0,1,0,0,0,0,5,0,1,2,4,0,0,0,3,0,0,1,1,/en/players/b39569c0/matchlogs/2017-2018/passing_types/Karamoko-Cisse-Match-Logs
129,Massimo Coda,it,FW,Benevento,28,1988,15.7,344,309,35,0,1,99,8,11,0,0,0,0,210,62,72,48,246,14,1,9,238,2,0,13,16,/en/players/4c7940d6/matchlogs/2017-2018/passing_types/Massimo-Coda-Match-Logs
130,Isaac Cofie,gh,MF,Genoa,25,1991,6.6,301,293,8,8,0,42,1,0,0,0,0,0,213,36,52,34,238,18,0,1,242,0,0,9,2,/en/players/c6dda86e/matchlogs/2017-2018/passing_types/Isaac-Cofie-Match-Logs
131,Andrea Consigli,it,GK,Sassuolo,30,1987,36.8,1044,644,400,138,0,68,34,0,0,0,0,0,324,91,629,53,754,0,0,160,690,4,0,2,1,/en/players/8cabdc1e/matchlogs/2017-2018/passing_types/Andrea-Consigli-Match-Logs
132,Andrea Conti,it,DF,Milan,23,1994,1.7,104,90,14,0,0,17,0,3,0,0,0,0,66,24,14,2,78,7,14,0,91,0,0,2,3,/en/players/8fef5412/matchlogs/2017-2018/passing_types/Andrea-Conti-Match-Logs
133,Duje Čop,hr,FW,Cagliari,27,1990,1.1,23,22,1,0,0,4,1,0,0,0,0,0,18,2,3,2,17,2,0,1,13,0,0,2,0,/en/players/8b0b02c9/matchlogs/2017-2018/passing_types/Duje-Cop-Match-Logs
134,Alex Cordaz,it,GK,Crotone,34,1983,38.0,1119,622,497,158,0,65,33,0,0,0,0,0,183,49,887,37,868,1,0,95,520,4,0,1,1,/en/players/e66ebabb/matchlogs/2017-2018/passing_types/Alex-Cordaz-Match-Logs
135,Andreas Cornelius,dk,FW,Atalanta,24,1993,10.4,304,286,18,0,0,116,9,11,0,0,0,0,167,72,65,179,43,35,0,7,213,1,0,4,16,/en/players/c693347d/matchlogs/2017-2018/passing_types/Andreas-Cornelius-Match-Logs
136,Andrea Cossu,it,"MF,FW",Cagliari,37,1980,2.7,125,102,23,8,0,25,8,27,14,0,3,0,71,12,42,14,108,3,0,0,76,0,3,1,3,/en/players/70fd593e/matchlogs/2017-2018/passing_types/Andrea-Cossu-Match-Logs
137,Angelo da Costa Júnior,br,GK,Bologna,33,1983,4.0,161,112,49,9,0,16,6,0,0,0,0,0,66,18,77,2,126,1,0,25,111,1,0,0,0,/en/players/18736214/matchlogs/2017-2018/passing_types/Angelo-da-Costa-Junior-Match-Logs
138,Andrea Costa,it,DF,Benevento,31,1986,15.3,735,694,41,24,0,87,21,5,0,0,0,0,446,73,216,567,98,41,17,3,560,2,0,15,9,/en/players/f5e9a8bd/matchlogs/2017-2018/passing_types/Andrea-Costa-Match-Logs
139,Douglas Costa,br,"FW,MF",Juventus,26,1990,19.9,1037,1005,32,0,2,201,60,99,19,2,6,2,733,135,169,897,104,14,11,4,826,1,6,13,38,/en/players/4fa7cb9b/matchlogs/2017-2018/passing_types/Douglas-Costa-Match-Logs
140,Filippo Costa,it,"DF,MF",SPAL,22,1995,16.4,750,544,206,23,1,102,33,104,28,5,10,2,340,102,308,523,45,16,155,1,492,6,10,5,39,/en/players/00528660/matchlogs/2017-2018/passing_types/Filippo-Costa-Match-Logs
141,Alessio Cragno,it,GK,Cagliari,23,1994,28.2,763,447,316,79,0,53,16,0,0,0,0,0,227,44,492,59,540,0,0,124,475,4,0,1,3,/en/players/f554e29b/matchlogs/2017-2018/passing_types/Alessio-Cragno-Match-Logs
142,Michele Cremonesi,it,DF,SPAL,29,1988,4.3,158,151,7,7,0,21,2,1,0,0,0,0,112,18,28,102,41,8,0,0,128,1,0,0,5,/en/players/53636fce/matchlogs/2017-2018/passing_types/Michele-Cremonesi-Match-Logs
143,Lorenzo Crisetig,it,MF,Bologna,24,1993,6.2,357,349,8,6,0,50,17,2,1,0,0,0,251,52,54,250,84,18,1,1,304,0,0,3,5,/en/players/f54dfca8/matchlogs/2017-2018/passing_types/Lorenzo-Crisetig-Match-Logs
144,Bryan Cristante,it,"MF,FW",Atalanta,22,1995,31.4,1584,1560,24,15,2,361,31,31,0,0,0,0,1103,230,251,190,1257,54,8,9,1223,7,0,39,50,/en/players/16657b95/matchlogs/2017-2018/passing_types/Bryan-Cristante-Match-Logs
145,Sebastián Cristóforo,uy,MF,Fiorentina,23,1993,3.0,196,189,7,3,1,38,5,3,0,0,0,0,134,35,27,27,149,16,0,1,158,1,0,5,3,/en/players/3c05c659/matchlogs/2017-2018/passing_types/Sebastian-Cristoforo-Match-Logs
146,Giovanni Crociata,it,"FW,MF",Crotone,19,1997,3.2,92,84,8,0,0,17,3,3,2,1,0,1,60,16,16,6,71,7,5,0,63,0,0,2,2,/en/players/8c964914/matchlogs/2017-2018/passing_types/Giovanni-Crociata-Match-Logs
147,Luca Crosta,it,GK,Cagliari,19,1998,1.0,24,12,12,2,0,2,0,0,0,0,0,0,9,3,12,1,19,0,0,4,13,1,0,0,0,/en/players/a4ec7d09/matchlogs/2017-2018/passing_types/Luca-Crosta-Match-Logs
148,Juan Cuadrado,co,"FW,MF",Juventus,29,1988,15.0,837,817,20,6,1,120,64,61,0,0,0,0,581,100,156,108,681,26,14,0,707,4,0,10,18,/en/players/0ab1f153/matchlogs/2017-2018/passing_types/Juan-Cuadrado-Match-Logs
149,Patrick Cutrone,it,FW,Milan,19,1998,16.7,309,286,23,0,0,68,3,14,1,0,1,0,236,43,30,51,236,9,2,4,233,1,1,7,13,/en/players/a4fe8cda/matchlogs/2017-2018/passing_types/Patrick-Cutrone-Match-Logs
150,Marco D'Alessandro,it,"MF,FW",Benevento,26,1991,11.6,292,286,6,1,0,60,5,28,1,0,0,0,206,39,47,50,224,11,4,1,210,2,0,7,20,/en/players/060606ec/matchlogs/2017-2018/passing_types/Marco-DAlessandro-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Danilo D'Ambrosio,it,DF,Inter,28,1988,33.1,2075,1781,294,32,0,260,28,62,1,0,0,0,1329,349,397,524,1189,64,261,5,1701,9,0,35,54,/en/players/44eb9093/matchlogs/2017-2018/passing_types/Danilo-DAmbrosio-Match-Logs
152,Bryan Dabo,bf,MF,Fiorentina,25,1992,6.6,320,308,12,5,0,60,7,4,0,0,0,0,232,39,49,61,226,21,5,1,247,1,0,7,9,/en/players/c53083ad/matchlogs/2017-2018/passing_types/Bryan-Dabo-Match-Logs
153,Dario Dainelli,it,DF,Chievo,38,1979,16.7,611,578,33,33,0,86,22,1,0,0,0,0,317,69,225,90,452,40,0,8,459,4,0,10,4,/en/players/3858e611/matchlogs/2017-2018/passing_types/Dario-Dainelli-Match-Logs
154,Felipe dal Belo,br,DF,SPAL,33,1984,28.6,1309,1213,96,74,0,196,46,12,0,0,0,0,786,175,348,1083,113,63,21,7,1038,5,0,16,23,/en/players/8cea6319/matchlogs/2017-2018/passing_types/Felipe-dal-Belo-Match-Logs
155,Andrea Danzi,it,MF,Hellas Verona,18,1999,4.4,190,183,7,4,0,18,2,0,0,0,0,0,149,25,16,24,157,4,1,1,173,0,0,1,0,/en/players/263b855a/matchlogs/2017-2018/passing_types/Andrea-Danzi-Match-Logs
156,Sebastien De Maio,fr,DF,Bologna,30,1987,22.8,1147,1062,85,39,0,127,48,2,0,0,0,0,743,128,276,174,839,68,46,3,932,1,0,14,17,/en/players/952a03fe/matchlogs/2017-2018/passing_types/Sebastien-De-Maio-Match-Logs
157,Rodrigo De Paul,ar,"MF,FW",Udinese,23,1994,25.8,1105,967,138,41,9,184,68,166,75,16,23,7,655,178,272,40,1028,13,17,4,761,7,23,35,53,/en/players/162efffd/matchlogs/2017-2018/passing_types/Rodrigo-De-Paul-Match-Logs
158,Daniele De Rossi,it,MF,Roma,34,1983,20.3,1303,1241,62,59,3,134,64,5,0,0,0,0,860,152,291,235,994,54,3,6,1093,5,0,10,13,/en/players/532d2690/matchlogs/2017-2018/passing_types/Daniele-De-Rossi-Match-Logs
159,Mattia De Sciglio,it,DF,Juventus,24,1992,10.8,796,707,89,1,0,87,19,23,0,0,0,0,570,107,119,125,548,25,88,4,698,1,0,16,18,/en/players/ae4e2852/matchlogs/2017-2018/passing_types/Mattia-De-Sciglio-Match-Logs
160,Lorenzo De Silvestri,it,"DF,MF",Torino,29,1988,32.8,1726,1367,359,12,0,224,25,82,0,0,0,0,828,336,562,103,1092,131,347,6,1238,6,0,34,66,/en/players/e74f0e59/matchlogs/2017-2018/passing_types/Lorenzo-De-Silvestri-Match-Logs
161,Grégoire Defrel,mq,"FW,MF",Roma,26,1991,5.4,138,134,4,1,2,32,3,1,2,0,0,0,111,17,10,110,16,8,0,0,116,0,0,1,7,/en/players/854ee61a/matchlogs/2017-2018/passing_types/Gregoire-Defrel-Match-Logs
162,Alessandro Deiola,it,MF,Cagliari,21,1995,5.0,148,143,5,0,0,29,4,4,0,0,0,0,86,33,29,16,119,4,5,1,104,1,0,6,3,/en/players/7f267d66/matchlogs/2017-2018/passing_types/Alessandro-Deiola-Match-Logs
163,Lorenzo Del Pinto,it,MF,Benevento,27,1990,8.4,396,393,3,2,0,74,3,1,0,0,0,0,305,41,50,55,317,17,0,2,323,0,0,7,10,/en/players/081b6080/matchlogs/2017-2018/passing_types/Lorenzo-Del-Pinto-Match-Logs
164,Cristian Dell'Orco,it,DF,Sassuolo,23,1994,4.7,186,158,28,6,0,24,4,0,0,0,0,0,82,34,70,113,30,15,22,0,119,1,0,4,7,/en/players/b0243215/matchlogs/2017-2018/passing_types/Cristian-DellOrco-Match-Logs
165,Fabio Depaoli,it,"MF,DF",Chievo,20,1997,13.2,403,339,64,6,0,60,15,27,1,0,0,0,181,75,147,23,288,25,57,1,263,1,0,6,20,/en/players/d97f2e8d/matchlogs/2017-2018/passing_types/Fabio-Depaoli-Match-Logs
166,Gregory van der Wiel,nl,DF,Cagliari,29,1988,3.2,167,144,23,2,0,22,10,8,0,0,0,0,95,27,45,17,117,6,21,1,133,2,0,0,4,/en/players/2fb3ad46/matchlogs/2017-2018/passing_types/Gregory-van-der-Wiel-Match-Logs
167,Daniele Dessena,it,"MF,DF",Cagliari,30,1987,6.4,243,225,18,2,0,37,3,10,0,0,0,0,119,47,77,32,170,19,16,2,163,0,0,5,6,/en/players/02b2937c/matchlogs/2017-2018/passing_types/Daniele-Dessena-Match-Logs
168,Mattia Destro,it,FW,Bologna,26,1991,18.0,300,284,16,1,1,87,2,4,0,0,0,0,185,68,47,29,205,33,2,5,195,2,0,9,15,/en/players/d7d32194/matchlogs/2017-2018/passing_types/Mattia-Destro-Match-Logs
169,Gianluca Di Chiara,it,DF,Benevento,23,1993,11.2,634,541,93,19,1,58,18,40,6,0,0,0,363,86,185,521,27,14,68,2,492,6,0,9,15,/en/players/68852c0a/matchlogs/2017-2018/passing_types/Gianluca-Di-Chiara-Match-Logs
170,Federico Di Francesco,it,"FW,DF",Bologna,23,1994,17.7,465,446,19,1,1,107,9,39,0,0,0,0,331,54,80,58,374,10,16,2,347,2,0,12,25,/en/players/1fca9171/matchlogs/2017-2018/passing_types/Federico-Di-Francesco-Match-Logs
171,Davide Di Gennaro,it,MF,Lazio,29,1988,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,/en/players/951a4ee4/matchlogs/2017-2018/passing_types/Davide-Di-Gennaro-Match-Logs
172,Cheick Diabaté,ml,"FW,MF",Benevento,29,1988,7.4,117,107,10,0,0,35,2,1,0,0,0,0,65,36,16,19,67,20,0,4,89,1,0,2,0,/en/players/95cfe655/matchlogs/2017-2018/passing_types/Cheick-Diabate-Match-Logs
173,Moussa Diaby,fr,MF,Crotone,18,1999,0.8,20,18,2,0,0,6,2,4,2,0,0,0,11,3,6,13,7,0,0,0,15,0,0,0,1,/en/players/aeed5c06/matchlogs/2017-2018/passing_types/Moussa-Diaby-Match-Logs
174,Amadou Diawara,gn,MF,Napoli,20,1997,7.3,732,713,19,17,1,68,12,4,2,0,0,2,585,82,65,88,617,24,0,1,674,0,0,10,5,/en/players/bf309d24/matchlogs/2017-2018/passing_types/Amadou-Diawara-Match-Logs
175,Berat Djimsiti,al,DF,Benevento,24,1993,30.0,1636,1564,72,59,0,211,43,1,0,0,0,0,1256,147,233,317,1202,61,13,6,1430,3,0,14,16,/en/players/6eee05f1/matchlogs/2017-2018/passing_types/Berat-Djimsiti-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Gianluigi Donnarumma,it,GK,Milan,18,1999,38.0,1086,817,269,75,0,119,27,0,0,0,0,0,599,70,417,121,803,1,0,136,851,2,0,3,0,/en/players/08f5afaa/matchlogs/2017-2018/passing_types/Gianluigi-Donnarumma-Match-Logs
177,Godfred Donsah,gh,MF,Bologna,21,1996,19.9,650,640,10,2,1,142,15,7,0,0,0,0,449,121,80,96,483,48,6,7,479,5,0,19,34,/en/players/384dd218/matchlogs/2017-2018/passing_types/Godfred-Donsah-Match-Logs
178,Bartłomiej Drągowski,pl,GK,Fiorentina,19,1997,2.4,43,28,15,7,0,2,1,0,0,0,0,0,14,0,29,1,33,0,0,5,24,0,0,0,0,/en/players/085e71a7/matchlogs/2017-2018/passing_types/Bartlomiej-Dragowski-Match-Logs
179,Boukary Dramé,sn,"DF,MF",SPAL,32,1985,1.1,58,48,10,1,1,9,1,2,0,0,0,0,32,14,12,33,12,3,9,0,45,0,0,0,1,/en/players/a5cd894b/matchlogs/2017-2018/passing_types/Boukary-Drame-Match-Logs
180,Alfred Duncan,gh,MF,Sassuolo,24,1993,21.6,787,758,29,5,5,121,38,71,13,0,3,1,451,131,205,677,52,34,11,3,560,7,3,19,42,/en/players/528492ea/matchlogs/2017-2018/passing_types/Alfred-Duncan-Match-Logs
181,Noë Dussenne,be,DF,Crotone,25,1992,0.9,18,16,2,1,0,1,1,0,0,0,0,0,7,1,10,2,13,2,1,0,8,2,0,0,2,/en/players/8b9b8e43/matchlogs/2017-2018/passing_types/Noe-Dussenne-Match-Logs
182,Paulo Dybala,ar,"MF,FW",Juventus,23,1993,26.1,1318,1187,131,30,1,206,78,93,63,3,16,4,973,187,158,1139,136,19,9,13,1107,4,16,19,41,/en/players/e0921a4f/matchlogs/2017-2018/passing_types/Paulo-Dybala-Match-Logs
183,Edin Džeko,ba,FW,Roma,31,1986,33.5,794,746,48,4,4,189,29,19,1,0,0,0,488,172,134,136,529,63,1,18,547,8,0,25,39,/en/players/3bb7f478/matchlogs/2017-2018/passing_types/Edin-Dzeko-Match-Logs
184,Blerim Džemaili,ch,MF,Bologna,31,1986,13.3,491,463,28,15,4,89,11,9,0,0,0,0,356,67,68,87,364,24,9,1,386,3,0,10,20,/en/players/756959aa/matchlogs/2017-2018/passing_types/Blerim-Dzemaili-Match-Logs
185,Éder,it,"FW,MF",Inter,30,1986,8.9,258,247,11,2,0,47,4,17,0,0,0,0,179,43,36,31,210,5,3,3,208,0,0,6,10,/en/players/5a325298/matchlogs/2017-2018/passing_types/Eder-Match-Logs
186,Simone Edera,it,FW,Torino,20,1997,3.6,106,100,6,1,0,20,0,4,3,0,0,0,87,9,10,92,8,3,1,0,80,1,0,1,9,/en/players/8697c095/matchlogs/2017-2018/passing_types/Simone-Edera-Match-Logs
187,Valentin Eysseric,fr,"FW,MF",Fiorentina,25,1992,7.8,403,374,29,6,2,98,21,37,22,2,7,2,240,69,94,68,311,12,1,3,303,3,7,4,13,/en/players/ae82fa48/matchlogs/2017-2018/passing_types/Valentin-Eysseric-Match-Logs
188,Diego Falcinelli,it,"FW,MF",Fiorentina,26,1991,4.9,112,110,2,0,0,24,1,6,0,0,0,0,78,20,14,48,41,10,1,6,84,0,0,2,3,/en/players/a39b9ef6/matchlogs/2017-2018/passing_types/Diego-Falcinelli-Match-Logs
189,Diego Falcinelli,it,FW,Sassuolo,26,1991,14.6,246,215,31,3,0,77,3,9,0,0,0,0,142,44,60,98,92,24,0,7,167,1,0,3,13,/en/players/a39b9ef6/matchlogs/2017-2018/passing_types/Diego-Falcinelli-Match-Logs
190,Cesar Falletti,uy,"FW,MF",Bologna,24,1992,3.6,176,168,8,2,0,24,8,10,3,0,2,0,123,26,27,7,153,11,3,1,136,2,2,2,7,/en/players/00823e9a/matchlogs/2017-2018/passing_types/Cesar-Falletti-Match-Logs
191,Iago Falque,es,FW,Torino,27,1990,31.3,1356,1255,101,29,5,300,62,124,41,8,8,1,921,179,256,1095,186,43,16,5,1023,3,8,29,64,/en/players/440c84ed/matchlogs/2017-2018/passing_types/Iago-Falque-Match-Logs
192,Paolo Faragò,it,"DF,MF",Cagliari,24,1993,27.3,1331,1023,308,15,3,180,37,126,4,0,2,1,430,349,552,182,696,104,289,11,867,13,2,25,53,/en/players/9085dd7c/matchlogs/2017-2018/passing_types/Paolo-Farago-Match-Logs
193,Davide Faraoni,it,DF,Crotone,25,1991,19.5,952,750,202,37,0,128,25,56,4,3,0,1,399,186,367,95,642,37,161,5,656,8,0,18,37,/en/players/aae9d04a/matchlogs/2017-2018/passing_types/Davide-Faraoni-Match-Logs
194,Mohamed Fares,dz,"DF,MF",Hellas Verona,21,1996,28.9,1184,1015,169,14,0,169,38,84,7,5,0,0,569,290,325,797,121,74,148,11,812,8,0,26,50,/en/players/b7a5bc86/matchlogs/2017-2018/passing_types/Mohamed-Fares-Match-Logs
195,Diego Farias,br,"FW,MF",Cagliari,27,1990,17.9,569,530,39,2,2,108,13,38,12,5,0,1,367,135,67,50,463,20,20,6,454,3,0,12,22,/en/players/157d29b6/matchlogs/2017-2018/passing_types/Diego-Farias-Match-Logs
196,Federico Fazio,ar,DF,Roma,30,1987,32.5,2004,1954,50,47,1,324,58,6,0,0,0,0,1441,186,377,289,1454,154,3,7,1677,3,0,18,14,/en/players/4e358a2d/matchlogs/2017-2018/passing_types/Federico-Fazio-Match-Logs
197,Luiz Felipe,br,DF,Lazio,20,1997,13.0,698,677,21,7,0,82,19,2,0,0,0,0,524,68,106,75,557,44,14,2,592,2,0,5,7,/en/players/15d0c248/matchlogs/2017-2018/passing_types/Luiz-Felipe-Match-Logs
198,Alex Ferrari,it,DF,Hellas Verona,23,1994,23.7,1039,859,180,37,0,151,22,20,0,0,0,0,505,274,260,155,662,45,143,5,770,3,0,21,44,/en/players/d0dbca9f/matchlogs/2017-2018/passing_types/Alex-Ferrari-Match-Logs
199,Gian Filippo Felicioli,it,"FW,DF",Hellas Verona,19,1997,3.1,88,76,12,1,0,16,1,8,4,0,1,0,50,15,23,59,17,6,6,0,62,0,1,2,8,/en/players/ff219f73/matchlogs/2017-2018/passing_types/Gian-Filippo-Felicioli-Match-Logs
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,258,246,12,2,0,71,4,11,0,0,0,0,171,49,38,54,165,15,1,6,197,2,0,5,14,/en/players/df301450/matchlogs/2017-2018/passing_types/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,1772,1505,267,31,5,196,66,143,14,0,3,1,906,363,503,119,1342,74,222,6,1365,7,3,32,56,/en/players/e288d4b3/matchlogs/2017-2018/passing_types/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,914,905,9,3,3,116,25,10,1,1,0,0,719,102,93,129,742,29,5,3,776,2,0,26,14,/en/players/5313ed43/matchlogs/2017-2018/passing_types/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,693,647,46,25,0,123,34,16,5,0,0,2,408,124,161,123,519,34,8,2,565,6,0,9,16,/en/players/39bec070/matchlogs/2017-2018/passing_types/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,2200,2110,90,53,0,293,37,42,15,1,7,5,1715,228,257,297,1781,75,22,8,1900,14,7,42,37,/en/players/98d2c2c4/matchlogs/2017-2018/passing_types/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,1438,1410,28,25,3,303,25,13,0,0,0,0,1051,178,209,175,1137,71,3,5,1223,9,0,26,17,/en/players/ce30bfc8/matchlogs/2017-2018/passing_types/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,370,356,14,0,2,117,4,8,0,0,0,0,183,115,72,67,172,53,1,26,244,1,0,5,18,/en/players/0a1efd3c/matchlogs/2017-2018/passing_types/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,710,687,23,13,0,87,7,0,1,1,0,0,493,72,145,141,454,70,9,4,603,4,0,1,4,/en/players/8ec95452/matchlogs/2017-2018/passing_types/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,84,76,8,2,0,13,8,14,3,2,0,1,39,15,30,18,54,8,3,0,57,0,0,2,5,/en/players/1ceeae3e/matchlogs/2017-2018/passing_types/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,575,471,104,6,0,58,7,37,1,0,0,0,331,92,152,40,405,28,97,1,461,0,0,6,20,/en/players/55ae91f0/matchlogs/2017-2018/passing_types/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,11,9,2,1,0,2,0,2,1,0,1,0,6,2,3,0,11,0,0,0,7,0,1,0,0,/en/players/0d72fbca/matchlogs/2017-2018/passing_types/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,461,345,116,5,0,67,7,34,1,0,0,0,212,100,149,16,289,37,110,0,341,0,0,15,18,/en/players/93390969/matchlogs/2017-2018/passing_types/Marcello-Gazzola-Match-Logs
