Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
200,Sergio Floccari,it,"FW,MF",SPAL,35,1981,9.8,197,258,76.4,3101,452,197,258,76.4,197,258,76.4,197,258,76.4,0,0.4,-0.4,6,12,5,1,12,/en/players/df301450/matchlogs/2017-2018/passing/Sergio-Floccari-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Alessandro Florenzi,it,DF,Roma,26,1991,26.5,1365,1772,77.0,27596,11133,1365,1772,77.0,1365,1772,77.0,1365,1772,77.0,3,4.5,-1.5,44,126,52,22,244,/en/players/e288d4b3/matchlogs/2017-2018/passing/Alessandro-Florenzi-Match-Logs
202,Seko Fofana,ci,MF,Udinese,22,1995,20.8,776,914,84.9,14974,3530,776,914,84.9,776,914,84.9,776,914,84.9,0,1.2,-1.2,18,75,12,1,66,/en/players/5313ed43/matchlogs/2017-2018/passing/Seko-Fofana-Match-Logs
203,Marco Fossati,it,MF,Hellas Verona,24,1992,12.2,565,693,81.5,11663,3176,565,693,81.5,565,693,81.5,565,693,81.5,0,0.3,-0.3,7,57,6,2,65,/en/players/39bec070/matchlogs/2017-2018/passing/Marco-Fossati-Match-Logs
204,Remo Freuler,ch,MF,Atalanta,25,1992,33.4,1900,2200,86.4,34990,8591,1900,2200,86.4,1900,2200,86.4,1900,2200,86.4,2,2.5,-0.5,45,206,38,4,212,/en/players/98d2c2c4/matchlogs/2017-2018/passing/Remo-Freuler-Match-Logs
205,Roberto Gagliardini,it,MF,Inter,23,1994,22.1,1223,1438,85.0,21465,5297,1223,1438,85.0,1223,1438,85.0,1223,1438,85.0,0,0.8,-0.8,17,126,15,2,113,/en/players/ce30bfc8/matchlogs/2017-2018/passing/Roberto-Gagliardini-Match-Logs
206,Andrey Galabinov,bg,FW,Genoa,28,1988,12.5,244,370,65.9,3521,602,244,370,65.9,244,370,65.9,244,370,65.9,1,1.1,-0.1,12,13,6,1,23,/en/players/0a1efd3c/matchlogs/2017-2018/passing/Andrey-Galabinov-Match-Logs
207,Alessandro Gamberini,it,DF,Chievo,35,1981,20.2,603,710,84.9,12631,3482,603,710,84.9,603,710,84.9,603,710,84.9,0,0.0,0.0,0,20,1,0,33,/en/players/8ec95452/matchlogs/2017-2018/passing/Alessandro-Gamberini-Match-Logs
208,Luca Garritano,it,"MF,FW",Chievo,23,1994,2.1,57,84,67.9,1141,412,57,84,67.9,57,84,67.9,57,84,67.9,0,0.0,0.0,2,6,6,0,12,/en/players/1ceeae3e/matchlogs/2017-2018/passing/Luca-Garritano-Match-Logs
209,Bruno Gaspar,ao,DF,Fiorentina,24,1993,8.7,461,575,80.2,8075,2984,461,575,80.2,461,575,80.2,461,575,80.2,2,1.1,+0.9,10,34,10,6,70,/en/players/55ae91f0/matchlogs/2017-2018/passing/Bruno-Gaspar-Match-Logs
210,Gianluca Gaudino,de,MF,Chievo,20,1996,0.2,7,11,63.6,166,64,7,11,63.6,7,11,63.6,7,11,63.6,0,0.0,0.0,1,1,0,0,2,/en/players/0d72fbca/matchlogs/2017-2018/passing/Gianluca-Gaudino-Match-Logs
211,Marcello Gazzola,it,DF,Sassuolo,32,1985,8.2,341,461,74.0,5607,2560,341,461,74.0,341,461,74.0,341,461,74.0,0,0.4,-0.4,7,15,7,6,62,/en/players/93390969/matchlogs/2017-2018/passing/Marcello-Gazzola-Match-Logs
212,Santiago Gentiletti,ar,DF,Genoa,32,1985,3.2,206,235,87.7,3999,1514,206,235,87.7,206,235,87.7,206,235,87.7,0,0.0,0.0,0,24,1,0,22,/en/players/4ac07e1b/matchlogs/2017-2018/passing/Santiago-Gentiletti-Match-Logs
213,Gerson,br,"MF,FW",Roma,20,1997,10.1,461,527,87.5,7713,1558,461,527,87.5,461,527,87.5,461,527,87.5,1,0.8,+0.2,11,47,6,1,35,/en/players/8827bf46/matchlogs/2017-2018/passing/Gerson-Match-Logs
214,Faouzi Ghoulam,dz,DF,Napoli,26,1991,10.9,834,986,84.6,12766,5281,834,986,84.6,834,986,84.6,834,986,84.6,2,2.8,-0.8,28,75,20,9,123,/en/players/c5adc293/matchlogs/2017-2018/passing/Faouzi-Ghoulam-Match-Logs
215,Emanuele Giaccherini,it,FW,Napoli,32,1985,0.7,45,52,86.5,529,84,45,52,86.5,45,52,86.5,45,52,86.5,0,0.2,-0.2,2,1,4,1,4,/en/players/1c50f354/matchlogs/2017-2018/passing/Emanuele-Giaccherini-Match-Logs
216,Emanuele Giaccherini,it,"MF,FW",Chievo,32,1985,10.0,298,413,72.2,5605,1445,298,413,72.2,298,413,72.2,298,413,72.2,2,0.8,+1.2,15,28,3,1,48,/en/players/1c50f354/matchlogs/2017-2018/passing/Emanuele-Giaccherini-Match-Logs
217,Niccolò Giannetti,it,"FW,MF",Cagliari,26,1991,3.3,47,66,71.2,807,159,47,66,71.2,47,66,71.2,47,66,71.2,0,0.2,-0.2,1,2,1,1,4,/en/players/d9e750e5/matchlogs/2017-2018/passing/Niccolo-Giannetti-Match-Logs
218,Massimo Gobbi,it,DF,Chievo,36,1980,22.8,949,1285,73.9,17759,9347,949,1285,73.9,949,1285,73.9,949,1285,73.9,2,2.4,-0.4,25,86,41,18,238,/en/players/635b0bae/matchlogs/2017-2018/passing/Massimo-Gobbi-Match-Logs
219,Edoardo Goldaniga,it,DF,Sassuolo,23,1993,12.8,284,393,72.3,6631,2008,284,393,72.3,284,393,72.3,284,393,72.3,0,0.2,-0.2,2,17,0,0,27,/en/players/4b029b31/matchlogs/2017-2018/passing/Edoardo-Goldaniga-Match-Logs
220,Pierluigi Gollini,it,GK,Atalanta,22,1995,6.9,159,185,85.9,4879,2874,159,185,85.9,159,185,85.9,159,185,85.9,0,0.0,0.0,0,2,0,0,0,/en/players/f0f7f62f/matchlogs/2017-2018/passing/Pierluigi-Gollini-Match-Logs
221,Papu Gómez,ar,"FW,MF",Atalanta,29,1988,30.6,1108,1512,73.3,20271,5885,1108,1512,73.3,1108,1512,73.3,1108,1512,73.3,8,10.0,-2.0,101,81,89,21,226,/en/players/6e4df551/matchlogs/2017-2018/passing/Papu-Gomez-Match-Logs
222,Alfred Gomis,sn,GK,SPAL,23,1993,25.1,438,763,57.4,16704,11926,438,763,57.4,438,763,57.4,438,763,57.4,0,0.1,-0.1,1,13,2,0,0,/en/players/cecbce23/matchlogs/2017-2018/passing/Alfred-Gomis-Match-Logs
223,Maxime Gonalons,fr,MF,Roma,28,1989,12.2,682,788,86.5,13698,4218,682,788,86.5,682,788,86.5,682,788,86.5,1,1.2,-0.2,15,101,10,0,105,/en/players/b8c1de25/matchlogs/2017-2018/passing/Maxime-Gonalons-Match-Logs
224,Giancarlo González,cr,DF,Bologna,29,1988,20.6,801,999,80.2,19188,6766,801,999,80.2,801,999,80.2,801,999,80.2,0,0.0,0.0,0,43,0,0,45,/en/players/117beb8f/matchlogs/2017-2018/passing/Giancarlo-Gonzalez-Match-Logs
225,Robin Gosens,de,"DF,MF",Atalanta,23,1994,16.1,676,862,78.4,11492,4557,676,862,78.4,676,862,78.4,676,862,78.4,2,1.8,+0.2,15,56,20,4,122,/en/players/2d970560/matchlogs/2017-2018/passing/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Alberto Grassi,it,MF,SPAL,22,1995,25.0,665,809,82.2,10723,2583,665,809,82.2,665,809,82.2,665,809,82.2,0,0.4,-0.4,7,51,12,2,61,/en/players/6cc97b6a/matchlogs/2017-2018/passing/Alberto-Grassi-Match-Logs
227,Andrew Gravillon,fr,DF,Benevento,19,1998,0.9,20,29,69.0,500,213,20,29,69.0,20,29,69.0,20,29,69.0,0,0.0,0.0,0,2,0,0,1,/en/players/49136c42/matchlogs/2017-2018/passing/Andrew-Gravillon-Match-Logs
228,Guilherme,br,"MF,FW",Benevento,26,1991,10.5,309,380,81.3,4911,1110,309,380,81.3,309,380,81.3,309,380,81.3,2,0.9,+1.1,18,24,10,1,38,/en/players/9e61c019/matchlogs/2017-2018/passing/Guilherme-Match-Logs
229,Samuel Gustafson,se,"MF,FW",Torino,22,1995,0.9,23,33,69.7,375,130,23,33,69.7,23,33,69.7,23,33,69.7,0,0.0,0.0,0,1,0,0,1,/en/players/b1e61f23/matchlogs/2017-2018/passing/Samuel-Gustafson-Match-Logs
230,Bright Gyamfi,gh,"DF,MF",Benevento,21,1996,3.6,142,182,78.0,2215,801,142,182,78.0,142,182,78.0,142,182,78.0,0,0.1,-0.1,1,7,2,1,17,/en/players/251d982a/matchlogs/2017-2018/passing/Bright-Gyamfi-Match-Logs
231,Nicolas Haas,ch,MF,Atalanta,21,1996,1.9,77,91,84.6,1412,455,77,91,84.6,77,91,84.6,77,91,84.6,0,0.1,-0.1,1,7,4,1,10,/en/players/fa449bba/matchlogs/2017-2018/passing/Nicolas-Haas-Match-Logs
232,Emil Hallfreðsson,is,MF,Udinese,33,1984,8.5,391,453,86.3,7403,1541,391,453,86.3,391,453,86.3,391,453,86.3,0,0.6,-0.6,11,41,7,2,35,/en/players/86015b20/matchlogs/2017-2018/passing/Emil-Hallfredsson-Match-Logs
233,Marek Hamšík,sk,MF,Napoli,30,1987,26.3,2240,2524,88.7,37496,8556,2240,2524,88.7,2240,2524,88.7,2240,2524,88.7,1,3.4,-2.4,53,269,54,9,244,/en/players/e6ad16b2/matchlogs/2017-2018/passing/Marek-Hamsik-Match-Logs
234,Samir Handanović,si,GK,Inter,33,1984,38.0,873,1049,83.2,23397,14810,873,1049,83.2,873,1049,83.2,873,1049,83.2,0,0.0,0.0,0,0,0,0,0,/en/players/74419746/matchlogs/2017-2018/passing/Samir-Handanovic-Match-Logs
235,Hans Hateboer,nl,"DF,MF",Atalanta,23,1994,26.6,1111,1401,79.3,18369,6841,1111,1401,79.3,1111,1401,79.3,1111,1401,79.3,1,1.7,-0.7,16,75,34,12,196,/en/players/3b333ac3/matchlogs/2017-2018/passing/Hans-Hateboer-Match-Logs
236,Filip Helander,se,DF,Bologna,24,1993,27.8,1011,1258,80.4,21856,7003,1011,1258,80.4,1011,1258,80.4,1011,1258,80.4,0,0.0,0.0,0,67,3,0,91,/en/players/27f0ddef/matchlogs/2017-2018/passing/Filip-Helander-Match-Logs
237,Dalbert Henrique,br,DF,Inter,23,1993,5.9,287,365,78.6,4944,1706,287,365,78.6,287,365,78.6,287,365,78.6,0,0.1,-0.1,2,25,4,2,35,/en/players/f45f9427/matchlogs/2017-2018/passing/Dalbert-Henrique-Match-Logs
238,Përparim Hetemaj,fi,MF,Chievo,30,1986,26.8,904,1153,78.4,15769,4006,904,1153,78.4,904,1153,78.4,904,1153,78.4,2,1.5,+0.5,23,68,30,16,94,/en/players/90b70194/matchlogs/2017-2018/passing/Perparim-Hetemaj-Match-Logs
239,Thomas Heurtaux,fr,DF,Hellas Verona,29,1988,15.5,418,517,80.9,9787,3151,418,517,80.9,418,517,80.9,418,517,80.9,0,0.0,0.0,1,21,4,0,26,/en/players/32d1c24f/matchlogs/2017-2018/passing/Thomas-Heurtaux-Match-Logs
240,Gonzalo Higuaín,ar,FW,Juventus,29,1987,31.3,560,705,79.4,10223,1559,560,705,79.4,560,705,79.4,560,705,79.4,5,3.7,+1.3,27,49,12,1,47,/en/players/8a08491a/matchlogs/2017-2018/passing/Gonzalo-Higuain-Match-Logs
241,Oscar Hiljemark,se,MF,Genoa,25,1992,14.2,516,673,76.7,8743,3056,516,673,76.7,516,673,76.7,516,673,76.7,3,4.9,-1.9,35,48,24,11,100,/en/players/98e958af/matchlogs/2017-2018/passing/Oscar-Hiljemark-Match-Logs
242,Benedikt Höwedes,de,DF,Juventus,29,1988,2.7,193,213,90.6,3814,1062,193,213,90.6,193,213,90.6,193,213,90.6,0,0.1,-0.1,2,7,2,2,6,/en/players/d5c04323/matchlogs/2017-2018/passing/Benedikt-Howedes-Match-Logs
243,Vitor Hugo,br,DF,Fiorentina,26,1991,13.4,553,654,84.6,11300,4320,553,654,84.6,553,654,84.6,553,654,84.6,0,0.2,-0.2,3,26,2,0,26,/en/players/f2c1300a/matchlogs/2017-2018/passing/Vitor-Hugo-Match-Logs
244,Elseid Hysaj,al,DF,Napoli,23,1994,34.7,2303,2662,86.5,35415,10732,2303,2662,86.5,2303,2662,86.5,2303,2662,86.5,1,1.9,-0.9,22,124,29,12,203,/en/players/2f3452eb/matchlogs/2017-2018/passing/Elseid-Hysaj-Match-Logs
245,Mauro Icardi,ar,FW,Inter,24,1993,32.9,325,444,73.2,4472,884,325,444,73.2,325,444,73.2,325,444,73.2,1,3.4,-2.4,27,19,15,1,33,/en/players/43b78598/matchlogs/2017-2018/passing/Mauro-Icardi-Match-Logs
246,Pietro Iemmello,it,FW,Benevento,25,1992,9.8,157,206,76.2,2549,344,157,206,76.2,157,206,76.2,157,206,76.2,1,1.0,0.0,8,8,3,1,9,/en/players/0861b8d6/matchlogs/2017-2018/passing/Pietro-Iemmello-Match-Logs
247,Josip Iličić,si,"FW,MF",Atalanta,29,1988,22.2,911,1188,76.7,16914,4650,911,1188,76.7,911,1188,76.7,911,1188,76.7,6,6.1,-0.1,62,63,69,10,176,/en/players/68252d6d/matchlogs/2017-2018/passing/Josip-Ilicic-Match-Logs
248,Ciro Immobile,it,FW,Lazio,27,1990,29.8,615,783,78.5,9274,1332,615,783,78.5,615,783,78.5,615,783,78.5,6,6.7,-0.7,37,31,21,2,42,/en/players/4431aed2/matchlogs/2017-2018/passing/Ciro-Immobile-Match-Logs
249,Svante Ingelsson,se,MF,Udinese,19,1998,3.6,65,95,68.4,1033,320,65,95,68.4,65,95,68.4,65,95,68.4,1,0.2,+0.8,4,6,1,1,5,/en/players/4133cfcf/matchlogs/2017-2018/passing/Svante-Ingelsson-Match-Logs
250,Roberto Inglese,it,FW,Chievo,25,1991,30.9,362,563,64.3,5309,786,362,563,64.3,362,563,64.3,362,563,64.3,1,1.5,-0.5,21,14,14,3,31,/en/players/6c1f7328/matchlogs/2017-2018/passing/Roberto-Inglese-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lorenzo Insigne,it,FW,Napoli,26,1991,34.3,2110,2532,83.3,29758,6122,2110,2532,83.3,2110,2532,83.3,2110,2532,83.3,11,9.1,+1.9,99,104,90,13,179,/en/players/2f557579/matchlogs/2017-2018/passing/Lorenzo-Insigne-Match-Logs
252,Artur Ioniță,md,MF,Cagliari,26,1990,29.7,723,969,74.6,11467,2985,723,969,74.6,723,969,74.6,723,969,74.6,2,1.1,+0.9,14,64,10,5,77,/en/players/cedb3e36/matchlogs/2017-2018/passing/Artur-Ionita-Match-Logs
253,Armando Izzo,it,DF,Genoa,25,1992,15.4,635,847,75.0,13286,4553,635,847,75.0,635,847,75.0,635,847,75.0,0,0.1,-0.1,1,48,9,1,52,/en/players/89976232/matchlogs/2017-2018/passing/Armando-Izzo-Match-Logs
254,Jakub Jankto,cz,"MF,FW",Udinese,21,1996,29.5,819,1146,71.5,15297,4882,819,1146,71.5,819,1146,71.5,819,1146,71.5,4,6.5,-2.5,58,74,47,10,154,/en/players/1ea5f91c/matchlogs/2017-2018/passing/Jakub-Jankto-Match-Logs
255,Paweł Jaroszyński,pl,"DF,MF",Chievo,22,1994,9.0,244,409,59.7,4975,2180,244,409,59.7,244,409,59.7,244,409,59.7,0,0.2,-0.2,5,19,10,7,52,/en/players/958a601f/matchlogs/2017-2018/passing/Pawel-Jaroszynski-Match-Logs
256,Juan Jesus,br,DF,Roma,26,1991,18.4,1030,1188,86.7,21022,7845,1030,1188,86.7,1030,1188,86.7,1030,1188,86.7,0,0.1,-0.1,4,71,6,1,83,/en/players/79083382/matchlogs/2017-2018/passing/Juan-Jesus-Match-Logs
257,Jorginho,it,MF,Napoli,25,1991,29.4,2864,3229,88.7,44080,13864,2864,3229,88.7,2864,3229,88.7,2864,3229,88.7,3,3.6,-0.6,48,442,51,1,328,/en/players/45db685d/matchlogs/2017-2018/passing/Jorginho-Match-Logs
258,Mariano Julio Izco,ar,MF,Crotone,34,1983,2.0,57,70,81.4,954,277,57,70,81.4,57,70,81.4,57,70,81.4,0,0.0,0.0,0,7,1,0,6,/en/players/0d2bdb4b/matchlogs/2017-2018/passing/Mariano-Julio-Izco-Match-Logs
259,Nikola Kalinić,hr,FW,Milan,29,1988,20.1,295,366,80.6,4135,515,295,366,80.6,295,366,80.6,295,366,80.6,3,2.0,+1.0,34,17,8,0,19,/en/players/d4931a5a/matchlogs/2017-2018/passing/Nikola-Kalinic-Match-Logs
260,Mamadou Kanouté,sn,"FW,MF",Benevento,23,1993,0.4,13,15,86.7,260,25,13,15,86.7,13,15,86.7,13,15,86.7,0,0.0,0.0,0,1,1,0,1,/en/players/3d5ed93d/matchlogs/2017-2018/passing/Mamadou-Kanoute-Match-Logs
261,Yann Karamoh,fr,"FW,MF",Inter,19,1998,5.4,193,250,77.2,3082,650,193,250,77.2,193,250,77.2,193,250,77.2,0,0.2,-0.2,2,10,8,2,23,/en/players/8b66d9cc/matchlogs/2017-2018/passing/Yann-Karamoh-Match-Logs
262,Rick Karsdorp,nl,DF,Roma,22,1995,0.9,49,62,79.0,995,256,49,62,79.0,49,62,79.0,49,62,79.0,0,0.0,0.0,0,5,1,0,4,/en/players/9f84febe/matchlogs/2017-2018/passing/Rick-Karsdorp-Match-Logs
263,Moise Kean,it,FW,Hellas Verona,17,2000,12.6,157,209,75.1,2279,362,157,209,75.1,157,209,75.1,157,209,75.1,0,0.8,-0.8,7,4,3,1,12,/en/players/3d50bcdb/matchlogs/2017-2018/passing/Moise-Kean-Match-Logs
264,Cheick Keita,ml,DF,Bologna,21,1996,1.4,31,35,88.6,442,124,31,35,88.6,31,35,88.6,31,35,88.6,0,0.0,0.0,0,0,0,0,1,/en/players/82f32d55/matchlogs/2017-2018/passing/Cheick-Keita-Match-Logs
265,Franck Kessié,ci,MF,Milan,20,1996,36.3,1472,1799,81.8,25267,6088,1472,1799,81.8,1472,1799,81.8,1472,1799,81.8,1,4.4,-3.4,44,144,42,11,167,/en/players/05e19d6a/matchlogs/2017-2018/passing/Franck-Kessie-Match-Logs
266,Sami Khedira,de,MF,Juventus,30,1987,21.2,857,982,87.3,15128,2918,857,982,87.3,857,982,87.3,857,982,87.3,2,0.9,+1.1,15,58,4,0,53,/en/players/38ac43d3/matchlogs/2017-2018/passing/Sami-Khedira-Match-Logs
267,Aleksandar Kolarov,rs,DF,Roma,31,1985,34.0,1967,2578,76.3,36732,13949,1967,2578,76.3,1967,2578,76.3,1967,2578,76.3,6,8.6,-2.6,81,131,72,40,346,/en/players/eda40760/matchlogs/2017-2018/passing/Aleksandar-Kolarov-Match-Logs
268,Kalidou Koulibaly,sn,DF,Napoli,26,1991,34.1,2676,2932,91.3,49659,19423,2676,2932,91.3,2676,2932,91.3,2676,2932,91.3,1,0.3,+0.7,8,156,1,0,179,/en/players/da974c7b/matchlogs/2017-2018/passing/Kalidou-Koulibaly-Match-Logs
269,Dawid Kownacki,pl,FW,Sampdoria,20,1997,9.1,200,272,73.5,2803,407,200,272,73.5,200,272,73.5,200,272,73.5,2,1.0,+1.0,6,6,7,1,18,/en/players/be5e1c4c/matchlogs/2017-2018/passing/Dawid-Kownacki-Match-Logs
270,Emil Krafth,se,DF,Bologna,22,1994,10.5,420,531,79.1,6803,2672,420,531,79.1,420,531,79.1,420,531,79.1,0,0.1,-0.1,3,19,2,2,48,/en/players/77cf6852/matchlogs/2017-2018/passing/Emil-Krafth-Match-Logs
271,Oliver Kragl,de,MF,Crotone,27,1990,1.1,22,39,56.4,413,189,22,39,56.4,22,39,56.4,22,39,56.4,0,0.2,-0.2,2,2,1,0,5,/en/players/1c17dfe0/matchlogs/2017-2018/passing/Oliver-Kragl-Match-Logs
272,Ladislav Krejčí,cz,"FW,DF",Bologna,25,1992,4.4,119,159,74.8,1743,365,119,159,74.8,119,159,74.8,119,159,74.8,0,0.1,-0.1,3,6,4,1,8,/en/players/58027adc/matchlogs/2017-2018/passing/Ladislav-Krejci-Match-Logs
273,Jasmin Kurtić,si,MF,SPAL,28,1989,16.0,492,658,74.8,8417,1866,492,658,74.8,492,658,74.8,492,658,74.8,0,0.8,-0.8,12,39,9,0,59,/en/players/144607cc/matchlogs/2017-2018/passing/Jasmin-Kurtic-Match-Logs
274,Jasmin Kurtić,si,"MF,FW",Atalanta,28,1989,7.4,248,322,77.0,4048,916,248,322,77.0,248,322,77.0,248,322,77.0,0,0.6,-0.6,6,18,5,0,23,/en/players/144607cc/matchlogs/2017-2018/passing/Jasmin-Kurtic-Match-Logs
275,Han Kwang-song,kp,FW,Cagliari,18,1998,3.1,44,64,68.8,702,154,44,64,68.8,44,64,68.8,44,64,68.8,0,0.1,-0.1,1,5,1,1,5,/en/players/87243064/matchlogs/2017-2018/passing/Han-Kwang-song-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Eugenio Lamanna,it,GK,Genoa,27,1989,1.0,15,25,60.0,643,487,15,25,60.0,15,25,60.0,15,25,60.0,0,0.0,0.0,0,1,0,0,0,/en/players/349601c3/matchlogs/2017-2018/passing/Eugenio-Lamanna-Match-Logs
277,Gianluca Lapadula,it,FW,Genoa,27,1990,16.6,168,259,64.9,2331,415,168,259,64.9,168,259,64.9,168,259,64.9,1,1.7,-0.7,15,6,3,0,17,/en/players/2ead2809/matchlogs/2017-2018/passing/Gianluca-Lapadula-Match-Logs
278,Danilo Larangeira,br,DF,Udinese,33,1984,30.8,1083,1370,79.1,25244,8880,1083,1370,79.1,1083,1370,79.1,1083,1370,79.1,0,0.0,0.0,1,56,3,0,74,/en/players/fed5f993/matchlogs/2017-2018/passing/Danilo-Larangeira-Match-Logs
279,Kevin Lasagna,it,"FW,MF",Udinese,24,1992,23.7,277,448,61.8,3991,849,277,448,61.8,277,448,61.8,277,448,61.8,2,1.2,+0.8,14,14,8,3,33,/en/players/09538fdb/matchlogs/2017-2018/passing/Kevin-Lasagna-Match-Logs
280,Vincent Laurini,fr,DF,Fiorentina,28,1989,17.9,856,1095,78.2,16545,7517,856,1095,78.2,856,1095,78.2,856,1095,78.2,1,1.2,-0.2,17,79,26,16,160,/en/players/3535098b/matchlogs/2017-2018/passing/Vincent-Laurini-Match-Logs
281,Diego Laxalt,uy,"DF,MF",Genoa,24,1993,31.2,934,1316,71.0,15077,6476,934,1316,71.0,934,1316,71.0,934,1316,71.0,3,2.1,+0.9,24,43,32,20,153,/en/players/f26e3c59/matchlogs/2017-2018/passing/Diego-Laxalt-Match-Logs
282,Achraf Lazaar,ma,"DF,MF",Benevento,25,1992,5.3,120,173,69.4,1911,474,120,173,69.4,120,173,69.4,120,173,69.4,0,0.4,-0.4,3,5,5,4,9,/en/players/957d41d2/matchlogs/2017-2018/passing/Achraf-Lazaar-Match-Logs
283,Darko Lazović,rs,"MF,DF",Genoa,26,1990,13.8,463,665,69.6,8041,2855,463,665,69.6,463,665,69.6,463,665,69.6,1,2.2,-1.2,15,20,19,9,79,/en/players/5128bde4/matchlogs/2017-2018/passing/Darko-Lazovic-Match-Logs
284,Manuel Lazzari,it,"DF,MF",SPAL,23,1993,34.6,1188,1536,77.3,19480,6128,1188,1536,77.3,1188,1536,77.3,1188,1536,77.3,1,2.0,-1.0,29,60,36,24,178,/en/players/02caf6e0/matchlogs/2017-2018/passing/Manuel-Lazzari-Match-Logs
285,Lucas Leiva,br,MF,Lazio,30,1987,32.0,1860,2144,86.8,36552,11868,1860,2144,86.8,1860,2144,86.8,1860,2144,86.8,3,1.8,+1.2,35,246,24,0,270,/en/players/4c78b5ed/matchlogs/2017-2018/passing/Lucas-Leiva-Match-Logs
286,Mauricio Lemos,uy,DF,Sassuolo,21,1995,7.8,189,265,71.3,3800,1357,189,265,71.3,189,265,71.3,189,265,71.3,0,0.0,0.0,0,10,0,0,10,/en/players/dbe5a587/matchlogs/2017-2018/passing/Mauricio-Lemos-Match-Logs
287,Mehdi Léris,fr,"MF,FW",Chievo,19,1998,0.5,9,14,64.3,131,12,9,14,64.3,9,14,64.3,9,14,64.3,0,0.0,0.0,0,0,0,0,0,/en/players/7d3cbc67/matchlogs/2017-2018/passing/Mehdi-Leris-Match-Logs
288,Gaetano Letizia,it,DF,Benevento,27,1990,23.8,993,1285,77.3,19929,6454,993,1285,77.3,993,1285,77.3,993,1285,77.3,0,1.5,-1.5,22,74,18,10,127,/en/players/3dd45b70/matchlogs/2017-2018/passing/Gaetano-Letizia-Match-Logs
289,Timo Letschert,nl,DF,Sassuolo,24,1993,4.6,175,217,80.6,3216,1465,175,217,80.6,175,217,80.6,175,217,80.6,0,0.0,0.0,1,12,0,0,21,/en/players/be9938ed/matchlogs/2017-2018/passing/Timo-Letschert-Match-Logs
290,Stephan Lichtsteiner,ch,DF,Juventus,33,1984,18.9,1009,1239,81.4,18526,7105,1009,1239,81.4,1009,1239,81.4,1009,1239,81.4,2,0.5,+1.5,8,87,16,9,107,/en/players/99b1d0e6/matchlogs/2017-2018/passing/Stephan-Lichtsteiner-Match-Logs
291,Karol Linetty,pl,MF,Sampdoria,22,1995,23.8,839,1040,80.7,13149,3703,839,1040,80.7,839,1040,80.7,839,1040,80.7,1,2.0,-1.0,24,70,30,2,112,/en/players/d023d70f/matchlogs/2017-2018/passing/Karol-Linetty-Match-Logs
292,Pol Lirola,es,"DF,MF",Sassuolo,19,1997,22.5,636,941,67.6,11516,5496,636,941,67.6,636,941,67.6,636,941,67.6,2,2.0,0.0,22,66,16,13,110,/en/players/ff800ed8/matchlogs/2017-2018/passing/Pol-Lirola-Match-Logs
293,Adem Ljajić,rs,"MF,FW",Torino,25,1991,24.1,1009,1276,79.1,16207,5248,1009,1276,79.1,1009,1276,79.1,1009,1276,79.1,10,7.7,+2.3,67,80,61,6,177,/en/players/2648e18f/matchlogs/2017-2018/passing/Adem-Ljajic-Match-Logs
294,Simone Lo Faso,it,FW,Fiorentina,19,1998,0.4,29,31,93.5,480,36,29,31,93.5,29,31,93.5,29,31,93.5,0,0.1,-0.1,1,1,0,0,1,/en/players/51c614fd/matchlogs/2017-2018/passing/Simone-Lo-Faso-Match-Logs
295,Manuel Locatelli,it,MF,Milan,19,1998,7.6,462,544,84.9,8709,2096,462,544,84.9,462,544,84.9,462,544,84.9,0,0.5,-0.5,10,38,7,0,47,/en/players/a8a874f1/matchlogs/2017-2018/passing/Manuel-Locatelli-Match-Logs
296,Cristiano Lombardi,it,"DF,MF",Benevento,21,1995,12.4,248,356,69.7,4196,1026,248,356,69.7,248,356,69.7,248,356,69.7,2,2.2,-0.2,15,12,12,11,26,/en/players/f124b4c9/matchlogs/2017-2018/passing/Cristiano-Lombardi-Match-Logs
297,Lisandro López,ar,DF,Inter,27,1989,0.5,24,26,92.3,448,112,24,26,92.3,24,26,92.3,24,26,92.3,0,0.0,0.0,0,0,0,0,0,/en/players/8320fe65/matchlogs/2017-2018/passing/Lisandro-Lopez-Match-Logs
298,Maxi López,ar,FW,Udinese,33,1984,18.7,249,363,68.6,3363,944,249,363,68.6,249,363,68.6,249,363,68.6,2,1.3,+0.7,18,18,14,0,38,/en/players/ad469944/matchlogs/2017-2018/passing/Maxi-Lopez-Match-Logs
299,Fabio Lucioni,it,DF,Benevento,29,1987,8.0,219,295,74.2,5794,2041,219,295,74.2,219,295,74.2,219,295,74.2,0,0.0,0.0,1,12,0,0,14,/en/players/8efa621b/matchlogs/2017-2018/passing/Fabio-Lucioni-Match-Logs
