Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
407,Marco Parolo,it,MF,Lazio,34,1985,18.9,992,61,290,556,198,27,979,5,9,55.6,6,1,522,2164,995,627,566,90.3,12,9,/en/players/ed5886d2/matchlogs/2019-2020/possession/Marco-Parolo-Match-Logs
408,Mario Pašalić,hr,"MF,FW",Atalanta,24,1995,26.9,1735,43,298,1019,523,114,1702,22,40,55.0,23,0,1280,7293,3313,1500,1317,87.8,35,28,/en/players/e599253a/matchlogs/2019-2020/possession/Mario-Pasalic-Match-Logs
409,Javier Pastore,ar,MF,Roma,30,1989,5.7,367,9,64,209,131,30,359,14,17,82.4,16,3,280,2244,1361,326,279,85.6,9,11,/en/players/881ef58c/matchlogs/2019-2020/possession/Javier-Pastore-Match-Logs
410,Patric,es,DF,Lazio,26,1993,18.6,1352,162,575,764,115,3,1304,6,9,66.7,7,0,988,6300,3380,994,981,98.7,2,4,/en/players/f7223718/matchlogs/2019-2020/possession/Patric-Match-Logs
411,Leonardo Pavoletti,it,FW,Cagliari,30,1988,0.5,25,3,4,14,7,0,24,0,0,,0,0,10,39,7,29,19,65.5,4,0,/en/players/d37b0350/matchlogs/2019-2020/possession/Leonardo-Pavoletti-Match-Logs
412,Nehuén Paz,ar,DF,Bologna,26,1993,1.3,69,16,39,28,4,3,67,0,0,,0,0,23,105,39,25,24,96.0,0,0,/en/players/42b1a58a/matchlogs/2019-2020/possession/Nehuen-Paz-Match-Logs
413,Nehuén Paz,ar,DF,Lecce,26,1993,9.4,544,124,318,245,16,8,533,1,1,100.0,1,0,327,1946,1193,372,369,99.2,2,0,/en/players/42b1a58a/matchlogs/2019-2020/possession/Nehuen-Paz-Match-Logs
414,Giampaolo Pazzini,it,FW,Hellas Verona,34,1984,3.4,114,3,13,49,54,24,105,3,4,75.0,3,0,58,300,109,164,73,44.5,10,6,/en/players/6ca663b4/matchlogs/2019-2020/possession/Giampaolo-Pazzini-Match-Logs
415,Pedro,br,FW,Fiorentina,22,1997,0.7,29,0,0,10,19,8,29,0,2,0.0,0,0,20,57,28,40,23,57.5,1,0,/en/players/1ab6fad3/matchlogs/2019-2020/possession/Pedro-Match-Logs
416,João Pedro,br,"FW,MF",Cagliari,27,1992,35.0,1283,53,165,655,555,150,1244,33,55,60.0,33,0,820,4945,2393,1377,941,68.3,76,58,/en/players/81255c03/matchlogs/2019-2020/possession/Joao-Pedro-Match-Logs
417,Daouda Peeters,be,MF,Juventus,20,1999,0.2,13,0,2,10,1,0,13,0,0,,0,0,12,34,11,13,13,100.0,0,0,/en/players/e83f8ebb/matchlogs/2019-2020/possession/Daouda-Peeters-Match-Logs
418,Gianluca Pegolo,it,GK,Sassuolo,38,1981,5.0,175,160,174,1,0,0,130,0,0,,0,0,69,271,113,74,72,97.3,0,0,/en/players/f058ed1f/matchlogs/2019-2020/possession/Gianluca-Pegolo-Match-Logs
419,Lorenzo Pellegrini,it,MF,Roma,23,1996,23.3,1526,27,157,739,775,93,1350,27,58,46.6,32,8,983,8141,4513,1314,1083,82.4,59,28,/en/players/4a5a45c7/matchlogs/2019-2020/possession/Lorenzo-Pellegrini-Match-Logs
420,Luca Pellegrini,it,DF,Cagliari,20,1999,21.2,1322,70,443,573,414,25,1130,29,51,56.9,33,3,857,5791,3610,856,784,91.6,20,30,/en/players/3b61c9ec/matchlogs/2019-2020/possession/Luca-Pellegrini-Match-Logs
421,Federico Peluso,it,DF,Sassuolo,35,1984,16.8,1148,157,474,615,122,12,1054,7,9,77.8,7,0,761,3965,2118,815,799,98.0,6,5,/en/players/4f2908e5/matchlogs/2019-2020/possession/Federico-Peluso-Match-Logs
422,Gastón Pereiro,uy,"MF,FW",Cagliari,24,1995,3.9,169,0,14,83,95,11,149,5,6,83.3,5,0,112,1202,815,158,127,80.4,2,7,/en/players/7ec7738e/matchlogs/2019-2020/possession/Gaston-Pereiro-Match-Logs
423,Bruno Peres,br,DF,Roma,29,1990,11.7,752,45,217,322,288,27,651,9,16,56.3,10,0,504,4074,2561,531,476,89.6,12,8,/en/players/852351df/matchlogs/2019-2020/possession/Bruno-Peres-Match-Logs
424,Carles Pérez,es,"FW,MF",Roma,21,1998,6.3,308,1,34,155,156,25,295,13,23,56.5,13,0,221,1744,1007,283,227,80.2,12,10,/en/players/a8f21b9f/matchlogs/2019-2020/possession/Carles-Perez-Match-Logs
425,Mattia Perin,it,GK,Genoa,26,1992,21.0,786,696,784,2,0,0,534,0,0,,0,0,347,2130,1034,302,299,99.0,0,0,/en/players/4c62d0c8/matchlogs/2019-2020/possession/Mattia-Perin-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Diego Perotti,ar,"FW,MF",Roma,31,1988,9.7,503,13,89,254,252,41,479,27,40,67.5,27,0,409,4622,2824,444,374,84.2,6,19,/en/players/a40d5a0c/matchlogs/2019-2020/possession/Diego-Perotti-Match-Logs
427,Matteo Pessina,it,"MF,FW",Hellas Verona,22,1997,27.7,1661,62,281,987,497,87,1613,29,49,59.2,29,1,1121,6486,3149,1449,1162,80.2,50,33,/en/players/780e3631/matchlogs/2019-2020/possession/Matteo-Pessina-Match-Logs
428,Andrea Petagna,it,FW,SPAL,24,1995,33.7,1319,37,130,602,690,164,1260,58,91,63.7,61,3,1026,7761,3224,1582,1058,66.9,85,82,/en/players/03f946ed/matchlogs/2019-2020/possession/Andrea-Petagna-Match-Logs
429,Jacopo Petriccione,it,MF,Lecce,24,1995,23.8,1460,73,410,774,377,17,1352,16,28,57.1,20,0,994,5915,3321,1066,1012,94.9,9,25,/en/players/909bce7f/matchlogs/2019-2020/possession/Jacopo-Petriccione-Match-Logs
430,Germán Pezzella,ar,DF,Fiorentina,28,1991,31.4,1524,215,852,665,81,59,1484,2,3,66.7,3,0,832,4338,1714,905,882,97.5,3,5,/en/players/8c725b43/matchlogs/2019-2020/possession/German-Pezzella-Match-Logs
431,Giuseppe Pezzella,it,DF,Parma,21,1997,10.5,611,38,196,293,161,12,511,11,18,61.1,12,1,365,2472,1577,382,349,91.4,9,10,/en/players/149c5f5d/matchlogs/2019-2020/possession/Giuseppe-Pezzella-Match-Logs
432,Giuseppe Pezzella,it,DF,Udinese,21,1997,0.9,55,2,14,26,19,1,47,1,1,100.0,1,0,37,164,122,37,36,97.3,1,1,/en/players/149c5f5d/matchlogs/2019-2020/possession/Giuseppe-Pezzella-Match-Logs
433,Krzysztof Piątek,pl,FW,Milan,24,1995,13.1,402,11,22,177,224,75,388,15,20,75.0,18,1,254,1464,657,636,312,49.1,34,26,/en/players/17f3620a/matchlogs/2019-2020/possession/Krzysztof-Piatek-Match-Logs
434,Stefano Piccinini,it,DF,Sassuolo,16,2002,0.1,22,0,11,8,4,0,19,0,0,,0,0,16,101,74,16,15,93.8,0,0,/en/players/6010ba04/matchlogs/2019-2020/possession/Stefano-Piccinini-Match-Logs
435,Roberto Piccoli,it,FW,Atalanta,18,2001,0.2,9,0,0,6,4,1,8,0,0,,0,0,5,31,6,15,7,46.7,0,0,/en/players/1cadaf34/matchlogs/2019-2020/possession/Roberto-Piccoli-Match-Logs
436,Andrea Pinamonti,it,FW,Genoa,20,1999,24.8,939,22,67,469,444,128,884,21,44,47.7,21,0,565,3029,1086,1145,672,58.7,59,58,/en/players/08aa9cd1/matchlogs/2019-2020/possession/Andrea-Pinamonti-Match-Logs
437,Simone Pinna,it,DF,Cagliari,21,1997,1.0,90,5,24,51,21,0,82,0,1,0.0,0,0,63,352,245,59,59,100.0,0,0,/en/players/6523afa4/matchlogs/2019-2020/possession/Simone-Pinna-Match-Logs
438,Carlo Pinsoglio,it,GK,Juventus,29,1990,0.2,3,2,3,0,0,0,1,0,0,,0,0,1,0,0,1,1,100.0,0,0,/en/players/f6a06749/matchlogs/2019-2020/possession/Carlo-Pinsoglio-Match-Logs
439,Lorenzo Pirola,it,DF,Inter,17,2002,0.1,9,0,4,6,0,0,9,0,0,,0,0,8,33,13,8,8,100.0,0,0,/en/players/caec77da/matchlogs/2019-2020/possession/Lorenzo-Pirola-Match-Logs
440,Fabio Pisacane,it,DF,Cagliari,33,1986,27.1,1363,269,869,509,64,10,1328,3,4,75.0,3,0,864,5338,2350,839,826,98.5,8,12,/en/players/56400c01/matchlogs/2019-2020/possession/Fabio-Pisacane-Match-Logs
441,Miralem Pjanić,ba,MF,Juventus,29,1990,25.3,2220,88,419,1366,523,15,2035,16,22,72.7,16,0,1367,5430,2616,1673,1602,95.8,16,15,/en/players/ad6df2d5/matchlogs/2019-2020/possession/Miralem-Pjanic-Match-Logs
442,Andrea Poli,it,MF,Bologna,29,1989,21.3,1256,36,227,775,319,28,1221,20,27,74.1,22,0,930,4244,1924,965,879,91.1,16,17,/en/players/b3fd7075/matchlogs/2019-2020/possession/Andrea-Poli-Match-Logs
443,Matteo Politano,it,FW,Napoli,25,1993,8.3,460,1,40,145,302,38,429,17,24,70.8,18,0,379,2899,1730,423,357,84.4,13,17,/en/players/5e861944/matchlogs/2019-2020/possession/Matteo-Politano-Match-Logs
444,Matteo Politano,it,FW,Inter,25,1993,2.9,167,1,10,50,124,20,150,8,13,61.5,8,0,125,1409,960,156,121,77.6,5,10,/en/players/5e861944/matchlogs/2019-2020/possession/Matteo-Politano-Match-Logs
445,Erick Pulgar,cl,MF,Fiorentina,25,1994,32.8,2067,93,431,1126,589,23,1742,12,20,60.0,14,0,1110,4901,2157,1215,1117,91.9,19,27,/en/players/4611e028/matchlogs/2019-2020/possession/Erick-Pulgar-Match-Logs
446,Ignacio Pussetto,ar,"FW,DF",Udinese,23,1995,3.8,198,7,36,93,90,20,184,9,15,60.0,10,0,125,959,633,186,128,68.8,10,12,/en/players/62437b4f/matchlogs/2019-2020/possession/Ignacio-Pussetto-Match-Logs
447,Fabio Quagliarella,it,FW,Sampdoria,36,1983,25.3,836,20,68,363,447,163,772,13,29,44.8,14,1,535,2295,957,1013,601,59.3,58,26,/en/players/ee4f2f3b/matchlogs/2019-2020/possession/Fabio-Quagliarella-Match-Logs
448,Adrien Rabiot,fr,MF,Juventus,24,1995,21.2,1396,44,231,805,476,44,1380,37,48,77.1,37,2,1047,6619,3354,1176,1045,88.9,27,27,/en/players/8794e251/matchlogs/2019-2020/possession/Adrien-Rabiot-Match-Logs
449,Ivan Radovanović,rs,MF,Genoa,30,1988,14.6,951,65,307,576,127,6,924,7,9,77.8,8,0,619,3119,1533,672,638,94.9,2,9,/en/players/023937a9/matchlogs/2019-2020/possession/Ivan-Radovanovic-Match-Logs
450,Ionuț Radu,ro,GK,Genoa,22,1997,17.0,694,643,693,4,0,0,504,1,1,100.0,1,0,354,1558,817,354,353,99.7,0,0,/en/players/67f649be/matchlogs/2019-2020/possession/Ionut-Radu-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Ștefan Radu,ro,DF,Lazio,32,1986,25.6,1597,165,655,851,236,6,1543,15,19,78.9,16,0,1075,6452,4049,1089,1070,98.3,3,3,/en/players/53de807a/matchlogs/2019-2020/possession/Stefan-Radu-Match-Logs
452,Boris Radunović,rs,GK,Hellas Verona,23,1996,3.0,64,54,64,0,0,0,47,0,0,,0,0,30,206,114,24,24,100.0,0,0,/en/players/0dfce079/matchlogs/2019-2020/possession/Boris-Radunovic-Match-Logs
453,Rafael,br,GK,Cagliari,37,1982,5.0,160,153,160,0,0,0,94,0,0,,0,0,66,383,267,57,57,100.0,0,0,/en/players/dd06d56c/matchlogs/2019-2020/possession/Rafael-Match-Logs
454,Daniele Ragatzu,it,"MF,FW",Cagliari,27,1991,3.5,214,6,23,93,115,19,205,11,17,64.7,12,1,164,1186,577,192,166,86.5,6,7,/en/players/282b3a4d/matchlogs/2019-2020/possession/Daniele-Ragatzu-Match-Logs
455,Gastón Ramírez,uy,"MF,FW",Sampdoria,28,1990,15.5,882,12,122,406,438,50,781,40,66,60.6,42,4,570,4206,2364,793,599,75.5,37,39,/en/players/2c851997/matchlogs/2019-2020/possession/Gaston-Ramirez-Match-Logs
456,Aaron Ramsey,wal,MF,Juventus,28,1990,11.7,903,15,105,442,400,61,886,16,23,69.6,16,0,632,2948,1419,850,719,84.6,27,17,/en/players/ef619b0b/matchlogs/2019-2020/possession/Aaron-Ramsey-Match-Logs
457,Luca Ranieri,it,DF,Fiorentina,20,1999,2.6,186,14,75,102,22,3,172,4,5,80.0,4,0,121,785,535,127,122,96.1,0,0,/en/players/8c63fae5/matchlogs/2019-2020/possession/Luca-Ranieri-Match-Logs
458,Andrea Ranocchia,it,DF,Inter,31,1988,5.8,408,63,239,191,10,6,399,1,1,100.0,1,0,234,1638,1090,281,275,97.9,0,1,/en/players/539230cf/matchlogs/2019-2020/possession/Andrea-Ranocchia-Match-Logs
459,Giacomo Raspadori,it,"MF,FW",Sassuolo,19,2000,2.9,161,0,22,71,80,16,158,5,8,62.5,5,1,126,704,371,161,127,78.9,9,7,/en/players/6e058f06/matchlogs/2019-2020/possession/Giacomo-Raspadori-Match-Logs
460,Ante Rebić,hr,FW,Milan,25,1993,15.5,649,17,59,219,415,123,631,32,55,58.2,35,2,480,3198,1983,647,484,74.8,49,29,/en/players/536cebe5/matchlogs/2019-2020/possession/Ante-Rebic-Match-Logs
461,Arkadiusz Reca,pl,DF,SPAL,24,1995,21.4,1193,73,353,549,387,50,1009,30,57,52.6,34,0,741,5919,3853,784,693,88.4,24,23,/en/players/6213fd82/matchlogs/2019-2020/possession/Arkadiusz-Reca-Match-Logs
462,Vasco Regini,it,DF,Sampdoria,28,1990,1.9,84,11,44,39,5,1,78,0,0,,0,0,41,354,227,39,36,92.3,1,0,/en/players/339c6ed4/matchlogs/2019-2020/possession/Vasco-Regini-Match-Logs
463,Vasco Regini,it,DF,Parma,28,1990,0.6,26,3,15,12,0,0,25,0,0,,0,0,14,60,40,20,20,100.0,0,0,/en/players/339c6ed4/matchlogs/2019-2020/possession/Vasco-Regini-Match-Logs
464,Pepe Reina,es,GK,Milan,36,1982,1.0,41,36,40,1,0,0,30,0,0,,0,0,18,141,85,16,16,100.0,0,0,/en/players/e358587b/matchlogs/2019-2020/possession/Pepe-Reina-Match-Logs
465,Franck Ribéry,fr,FW,Fiorentina,36,1983,15.7,971,9,82,525,499,95,961,58,95,61.1,62,3,888,7445,4699,969,817,84.3,40,57,/en/players/f61c7c4e/matchlogs/2019-2020/possession/Franck-Ribery-Match-Logs
466,Davide Riccardi,it,DF,Lecce,23,1996,0.2,4,0,3,1,0,0,4,0,0,,0,0,2,8,0,2,2,100.0,0,0,/en/players/7b4b9221/matchlogs/2019-2020/possession/Davide-Riccardi-Match-Logs
467,Emiliano Rigoni,ar,"MF,FW",Sampdoria,26,1993,4.8,260,2,28,122,139,15,229,16,32,50.0,17,2,199,1481,892,237,178,75.1,9,12,/en/players/a1216563/matchlogs/2019-2020/possession/Emiliano-Rigoni-Match-Logs
468,Tomás Rincón,ve,MF,Torino,31,1988,30.0,1626,87,415,963,351,25,1537,37,47,78.7,40,0,1054,6309,3441,1073,1001,93.3,23,34,/en/players/f1cfc209/matchlogs/2019-2020/possession/Tomas-Rincon-Match-Logs
469,Andrea Rispoli,it,DF,Lecce,30,1988,21.2,1301,103,498,545,360,22,1158,5,8,62.5,6,1,787,5487,3091,869,813,93.6,12,12,/en/players/39ee6cb6/matchlogs/2019-2020/possession/Andrea-Rispoli-Match-Logs
470,Ricardo Rodríguez,ch,DF,Milan,26,1992,4.3,324,15,104,176,61,0,287,0,2,0.0,0,0,208,1013,554,219,213,97.3,1,4,/en/players/7f78ad23/matchlogs/2019-2020/possession/Ricardo-Rodriguez-Match-Logs
471,Marko Rog,hr,MF,Cagliari,24,1995,25.7,1487,43,355,887,404,32,1425,59,77,76.6,62,0,1123,7297,4542,1067,967,90.6,29,50,/en/players/b6b2b820/matchlogs/2019-2020/possession/Marko-Rog-Match-Logs
472,Rogério,br,DF,Sassuolo,21,1998,11.3,837,38,232,422,246,19,735,15,20,75.0,16,2,560,3639,2038,610,566,92.8,5,11,/en/players/10e7f486/matchlogs/2019-2020/possession/Rogerio-Match-Logs
473,Filippo Romagna,it,DF,Sassuolo,22,1997,16.4,1169,178,599,631,26,9,1143,2,2,100.0,2,0,816,4552,2595,866,860,99.3,2,0,/en/players/84594618/matchlogs/2019-2020/possession/Filippo-Romagna-Match-Logs
474,Alessio Romagnoli,it,DF,Milan,24,1995,34.3,2284,311,1157,1194,75,19,2226,4,6,66.7,4,0,1455,7775,3765,1625,1598,98.3,3,2,/en/players/3ead85f9/matchlogs/2019-2020/possession/Alessio-Romagnoli-Match-Logs
475,Cristian Romero,ar,DF,Genoa,21,1998,28.6,1885,382,1157,731,109,29,1773,14,18,77.8,14,0,1202,7334,4177,1218,1187,97.5,6,14,/en/players/a3d94a58/matchlogs/2019-2020/possession/Cristian-Romero-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Rômulo,it,MF,Brescia,32,1987,19.1,722,24,171,322,301,42,694,29,45,64.4,30,0,541,4204,2326,639,488,76.4,25,28,/en/players/07abb358/matchlogs/2019-2020/possession/Romulo-Match-Logs
477,Rômulo,it,DF,Genoa,32,1987,0.2,11,1,3,6,3,0,10,1,2,50.0,1,0,5,65,36,7,7,100.0,0,0,/en/players/07abb358/matchlogs/2019-2020/possession/Romulo-Match-Logs
478,Cristiano Ronaldo,pt,FW,Juventus,34,1985,32.4,1761,28,91,777,1071,242,1699,56,87,64.4,59,2,1343,9699,6223,1929,1504,78.0,69,49,/en/players/dea698d9/matchlogs/2019-2020/possession/Cristiano-Ronaldo-Match-Logs
479,Marten de Roon,nl,MF,Atalanta,28,1991,30.2,2300,81,518,1397,523,18,2241,12,17,70.6,12,1,1600,7815,3807,1709,1638,95.8,9,20,/en/players/2a1beb34/matchlogs/2019-2020/possession/Marten-de-Roon-Match-Logs
480,Antonio Rosati,it,GK,Torino,36,1983,1.0,39,39,39,0,0,0,23,0,0,,0,0,16,84,34,14,13,92.9,0,0,/en/players/28a15394/matchlogs/2019-2020/possession/Antonio-Rosati-Match-Logs
481,Luca Rossettini,it,DF,Lecce,34,1985,25.1,1287,312,870,469,22,6,1240,1,1,100.0,1,0,693,3574,1813,811,803,99.0,2,2,/en/players/47a500ae/matchlogs/2019-2020/possession/Luca-Rossettini-Match-Logs
482,Francesco Rossi,it,GK,Atalanta,28,1991,0.1,3,3,3,0,0,0,3,0,0,,0,0,1,1,0,2,2,100.0,0,0,/en/players/7b5f516f/matchlogs/2019-2020/possession/Francesco-Rossi-Match-Logs
483,Nicolò Rovella,it,MF,Genoa,17,2001,1.2,76,0,15,60,9,1,75,0,0,,0,0,58,291,104,58,52,89.7,0,1,/en/players/e58cbfd5/matchlogs/2019-2020/possession/Nicolo-Rovella-Match-Logs
484,Amir Rrahmani,xk,DF,Hellas Verona,25,1994,35.9,1941,266,902,934,211,55,1862,12,23,52.2,14,0,1069,6463,3300,1167,1101,94.3,5,13,/en/players/4b3e1a38/matchlogs/2019-2020/possession/Amir-Rrahmani-Match-Logs
485,Dion Ruffo Luci,it,MF,Bologna,18,2001,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,3,3,1,1,100.0,0,1,/en/players/f239e6dd/matchlogs/2019-2020/possession/Dion-Ruffo-Luci-Match-Logs
486,Daniele Rugani,it,DF,Juventus,25,1994,7.7,514,55,228,292,14,6,505,0,0,,0,0,301,1484,807,362,355,98.1,1,1,/en/players/14b8fcdf/matchlogs/2019-2020/possession/Daniele-Rugani-Match-Logs
487,Mário Rui,pt,DF,Napoli,28,1991,21.8,2219,72,542,1116,700,31,1988,26,38,68.4,28,3,1574,7438,4865,1675,1613,96.3,13,14,/en/players/0b5a292a/matchlogs/2019-2020/possession/Mario-Rui-Match-Logs
488,Fabián Ruiz Peña,es,MF,Napoli,23,1996,29.8,2649,65,435,1597,793,54,2587,30,43,69.8,31,8,2052,10215,5697,2322,2174,93.6,33,34,/en/players/c0c7ff58/matchlogs/2019-2020/possession/Fabian-Ruiz-Pena-Match-Logs
489,Stefano Sabelli,it,DF,Brescia,26,1993,35.2,2417,158,899,1102,595,24,1990,27,49,55.1,29,2,1344,8967,5884,1381,1277,92.5,28,26,/en/players/0ccac09c/matchlogs/2019-2020/possession/Stefano-Sabelli-Match-Logs
490,Alexis Saelemaekers,be,"FW,MF",Milan,20,1999,7.6,420,5,52,188,201,26,392,5,10,50.0,5,0,264,1523,925,335,280,83.6,12,11,/en/players/ee251371/matchlogs/2019-2020/possession/Alexis-Saelemaekers-Match-Logs
491,Jacopo Sala,it,DF,SPAL,27,1991,9.5,576,33,163,265,182,12,504,9,17,52.9,10,3,352,1813,966,379,333,87.9,8,7,/en/players/da5a981b/matchlogs/2019-2020/possession/Jacopo-Sala-Match-Logs
492,Bartosz Salamon,pl,DF,SPAL,28,1991,3.8,179,36,103,88,5,2,175,0,0,,0,0,110,742,485,118,117,99.2,2,0,/en/players/9b30df1e/matchlogs/2019-2020/possession/Bartosz-Salamon-Match-Logs
493,Eddy Salcedo,it,"FW,MF",Hellas Verona,17,2001,7.6,326,4,20,137,196,44,317,10,17,58.8,10,0,236,1369,682,416,265,63.7,28,24,/en/players/0489bb30/matchlogs/2019-2020/possession/Eddy-Salcedo-Match-Logs
494,Antonio Sanabria,py,FW,Genoa,23,1996,15.4,563,14,55,314,232,68,547,25,34,73.5,26,1,398,3030,1216,698,427,61.2,32,30,/en/players/0a447501/matchlogs/2019-2020/possession/Antonio-Sanabria-Match-Logs
495,Alexis Sánchez,cl,FW,Inter,30,1988,10.3,542,2,29,234,312,64,498,28,37,75.7,30,1,412,2366,872,572,409,71.5,25,26,/en/players/2c0f8e9e/matchlogs/2019-2020/possession/Alexis-Sanchez-Match-Logs
496,Alex Sandro,br,DF,Juventus,28,1991,26.5,2244,97,573,1192,662,31,2021,30,45,66.7,32,1,1552,8954,5299,1626,1553,95.5,20,25,/en/players/0d82903c/matchlogs/2019-2020/possession/Alex-Sandro-Match-Logs
497,Nicola Sansone,it,"FW,MF",Bologna,27,1991,25.2,1352,12,154,590,711,99,1248,46,89,51.7,52,3,1047,7041,4239,1231,978,79.4,39,65,/en/players/7eb97a8e/matchlogs/2019-2020/possession/Nicola-Sansone-Match-Logs
498,Federico Santander,py,FW,Bologna,28,1991,8.6,391,14,27,182,193,51,377,11,14,78.6,11,0,221,1157,368,465,291,62.6,33,15,/en/players/df85d472/matchlogs/2019-2020/possession/Federico-Santander-Match-Logs
499,Davide Santon,it,DF,Roma,28,1991,6.9,474,20,136,275,111,5,414,13,16,81.3,13,0,341,2602,1414,326,309,94.8,6,8,/en/players/88c89891/matchlogs/2019-2020/possession/Davide-Santon-Match-Logs
500,Samir Santos,br,DF,Udinese,24,1994,17.2,935,108,451,459,75,11,892,4,6,66.7,4,0,591,2929,1887,607,581,95.7,5,2,/en/players/92b4758e/matchlogs/2019-2020/possession/Samir-Santos-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Riccardo Saponara,it,"MF,FW",Lecce,27,1991,10.5,634,12,97,315,281,57,603,20,29,69.0,22,1,503,3679,2337,590,505,85.6,24,19,/en/players/3bb7af3b/matchlogs/2019-2020/possession/Riccardo-Saponara-Match-Logs
502,Riccardo Saponara,it,"MF,FW",Genoa,27,1991,1.9,105,5,21,51,42,9,103,4,7,57.1,4,1,88,483,327,91,77,84.6,3,3,/en/players/3bb7af3b/matchlogs/2019-2020/possession/Riccardo-Saponara-Match-Logs
503,Lasse Schöne,dk,MF,Genoa,33,1986,27.0,1906,77,444,1050,534,29,1720,39,64,60.9,43,2,1315,7235,3191,1364,1283,94.1,22,33,/en/players/c3a8bcd8/matchlogs/2019-2020/possession/Lasse-Schone-Match-Logs
504,Jerdy Schouten,nl,MF,Bologna,22,1997,12.0,680,34,167,433,115,2,665,26,35,74.3,26,0,429,2228,929,408,381,93.4,7,13,/en/players/2cfae697/matchlogs/2019-2020/possession/Jerdy-Schouten-Match-Logs
505,Matteo Scozzarella,it,MF,Parma,31,1988,10.2,619,56,196,323,123,2,549,8,14,57.1,8,1,331,1765,861,340,322,94.7,8,5,/en/players/ea164f99/matchlogs/2019-2020/possession/Matteo-Scozzarella-Match-Logs
506,Ken Sema,se,"DF,MF",Udinese,25,1993,27.3,1352,70,394,511,540,57,1145,49,88,55.7,52,5,898,6051,3599,916,807,88.1,35,34,/en/players/1770bd68/matchlogs/2019-2020/possession/Ken-Sema-Match-Logs
507,Alessandro Semprini,it,DF,Brescia,21,1998,7.0,424,34,153,199,100,4,349,5,7,71.4,5,0,238,1333,884,244,234,95.9,7,4,/en/players/dd29f81d/matchlogs/2019-2020/possession/Alessandro-Semprini-Match-Logs
508,Stefano Sensi,it,"MF,FW",Inter,23,1995,8.0,626,3,70,302,291,23,567,13,21,61.9,15,1,422,2252,1222,514,449,87.4,12,14,/en/players/b70bde8f/matchlogs/2019-2020/possession/Stefano-Sensi-Match-Logs
509,Luigi Sepe,it,GK,Parma,28,1991,34.0,1210,1124,1205,7,0,0,781,0,0,,0,0,485,2049,1500,480,478,99.6,0,0,/en/players/343f753a/matchlogs/2019-2020/possession/Luigi-Sepe-Match-Logs
510,Yevhen Shakhov,ua,"MF,FW",Lecce,28,1990,12.1,528,20,113,284,159,29,520,18,24,75.0,19,2,348,1878,926,478,354,74.1,13,16,/en/players/ff764de3/matchlogs/2019-2020/possession/Yevhen-Shakhov-Match-Logs
511,Luca Siligardi,it,"FW,MF",Parma,31,1988,3.7,209,3,36,92,89,17,197,6,11,54.5,7,0,139,919,393,159,126,79.2,6,8,/en/players/1cac99dc/matchlogs/2019-2020/possession/Luca-Siligardi-Match-Logs
512,André Silva,pt,FW,Milan,23,1995,0.7,23,0,0,10,15,5,23,1,3,33.3,1,0,19,128,91,36,19,52.8,2,1,/en/players/3effaa34/matchlogs/2019-2020/possession/Andre-Silva-Match-Logs
513,Marco Silvestri,it,GK,Hellas Verona,28,1991,35.0,1097,1026,1097,1,0,0,681,1,1,100.0,1,0,416,2205,1428,343,342,99.7,1,0,/en/players/0d422df7/matchlogs/2019-2020/possession/Marco-Silvestri-Match-Logs
514,Giovanni Simeone,ar,FW,Cagliari,24,1995,32.5,910,24,81,438,448,144,857,32,64,50.0,35,2,593,4371,1861,1337,650,48.6,91,71,/en/players/343c0d52/matchlogs/2019-2020/possession/Giovanni-Simeone-Match-Logs
515,Wilfried Singo,ci,DF,Torino,18,2000,1.5,85,5,23,32,34,8,77,4,4,100.0,4,0,61,431,289,66,59,89.4,0,3,/en/players/8b609c34/matchlogs/2019-2020/possession/Wilfried-Singo-Match-Logs
516,Salvatore Sirigu,it,GK,Torino,32,1987,36.0,1266,1095,1261,5,1,0,802,1,1,100.0,1,0,534,2345,1272,467,463,99.1,1,0,/en/players/10dc46f0/matchlogs/2019-2020/possession/Salvatore-Sirigu-Match-Logs
517,Łukasz Skorupski,pl,GK,Bologna,28,1991,37.0,1264,1174,1263,2,0,0,882,0,0,,0,0,574,2679,1552,470,469,99.8,0,0,/en/players/ab4449d6/matchlogs/2019-2020/possession/Lukasz-Skorupski-Match-Logs
518,Andreas Skov Olsen,dk,"FW,MF",Bologna,19,1999,8.4,515,6,79,195,277,41,492,16,39,41.0,17,1,367,2668,1622,450,370,82.2,21,17,/en/players/c50cee19/matchlogs/2019-2020/possession/Andreas-Skov-Olsen-Match-Logs
519,Simon Skrabb,fi,"MF,FW",Brescia,24,1995,2.9,136,4,17,52,75,13,135,2,5,40.0,2,0,91,516,218,133,98,73.7,9,5,/en/players/45af5134/matchlogs/2019-2020/possession/Simon-Skrabb-Match-Logs
