Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
520,Milan Škriniar,sk,DF,Inter,24,1995,29.2,2211,251,1032,1165,159,16,2145,10,11,90.9,10,0,1576,7059,3810,1706,1677,98.3,5,11,/en/players/30f5ffa9/matchlogs/2019-2020/possession/Milan-Skriniar-Match-Logs
521,Chris Smalling,eng,DF,Roma,29,1989,28.5,1748,237,848,914,81,48,1708,7,9,77.8,7,2,1071,5537,2661,1150,1122,97.6,5,3,/en/players/b6964eb6/matchlogs/2019-2020/possession/Chris-Smalling-Match-Logs
522,Roberto Soriano,it,MF,Bologna,28,1991,27.4,1484,26,174,834,617,75,1459,30,42,71.4,30,0,1132,8140,4204,1388,1158,83.4,26,33,/en/players/9d4c45d6/matchlogs/2019-2020/possession/Roberto-Soriano-Match-Logs
523,Riccardo Sottil,it,"FW,DF",Fiorentina,20,1999,5.7,296,1,31,112,188,33,287,18,21,85.7,19,0,251,2189,1270,300,235,78.3,14,11,/en/players/94816803/matchlogs/2019-2020/possession/Riccardo-Sottil-Match-Logs
524,Adama Soumaoro,fr,DF,Genoa,27,1992,7.1,387,74,210,181,8,5,376,0,0,,0,0,224,1102,415,235,233,99.1,0,0,/en/players/7b075c75/matchlogs/2019-2020/possession/Adama-Soumaoro-Match-Logs
525,Nikolas Špalek,sk,"MF,FW",Brescia,22,1997,17.5,637,15,117,256,305,53,619,14,35,40.0,14,2,449,3031,1767,627,431,68.7,27,39,/en/players/9e90fb5d/matchlogs/2019-2020/possession/Nikolas-Spalek-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Leonardo Spinazzola,it,DF,Roma,26,1993,17.2,1187,70,327,573,407,65,1021,24,45,53.3,27,4,768,6940,4303,817,756,92.5,20,10,/en/players/3626daea/matchlogs/2019-2020/possession/Leonardo-Spinazzola-Match-Logs
527,Marco Sportiello,it,GK,Atalanta,27,1992,5.8,161,139,160,2,0,0,126,0,0,,0,0,93,325,150,73,73,100.0,0,0,/en/players/ac4003af/matchlogs/2019-2020/possession/Marco-Sportiello-Match-Logs
528,Mattia Sprocati,it,FW,Parma,26,1992,6.6,282,8,51,113,136,20,267,8,18,44.4,10,2,195,1445,883,263,193,73.4,12,4,/en/players/bdd0692f/matchlogs/2019-2020/possession/Mattia-Sprocati-Match-Logs
529,Mariusz Stępiński,pl,FW,Hellas Verona,24,1995,7.8,276,8,27,137,125,37,267,2,6,33.3,4,0,168,911,323,415,198,47.7,26,15,/en/players/7b536033/matchlogs/2019-2020/possession/Mariusz-Stepinski-Match-Logs
530,Thomas Strakosha,al,GK,Lazio,24,1995,38.0,1308,1159,1297,15,1,0,951,1,1,100.0,1,0,725,3809,2073,626,625,99.8,0,0,/en/players/339fe0e8/matchlogs/2019-2020/possession/Thomas-Strakosha-Match-Logs
531,Jens Stryger Larsen,dk,DF,Udinese,28,1991,31.0,1831,80,499,858,575,34,1560,19,32,59.4,23,3,1149,5722,3064,1342,1196,89.1,20,13,/en/players/f91e81c9/matchlogs/2019-2020/possession/Jens-Stryger-Larsen-Match-Logs
532,Stefano Sturaro,it,MF,Genoa,26,1993,13.9,703,53,184,368,187,29,668,16,30,53.3,18,0,444,2522,1178,527,433,82.2,21,30,/en/players/2334478a/matchlogs/2019-2020/possession/Stefano-Sturaro-Match-Logs
533,Suso,es,"FW,MF",Milan,25,1993,15.1,898,4,64,355,538,38,837,33,52,63.5,33,2,746,4614,2675,851,712,83.7,13,29,/en/players/4e219ad2/matchlogs/2019-2020/possession/Suso-Match-Logs
534,Bosko Sutalo,hr,DF,Atalanta,19,2000,3.1,205,13,69,110,45,3,198,3,4,75.0,3,0,144,873,456,140,135,96.4,2,7,/en/players/1d0bb7e4/matchlogs/2019-2020/possession/Bosko-Sutalo-Match-Logs
535,Mattias Svanberg,se,MF,Bologna,20,1999,11.7,582,23,118,299,202,30,556,13,19,68.4,13,0,381,2227,1270,463,402,86.8,21,16,/en/players/92d83c27/matchlogs/2019-2020/possession/Mattias-Svanberg-Match-Logs
536,Wojciech Szczęsny,pl,GK,Juventus,29,1990,28.8,830,736,823,8,0,0,589,0,0,,0,0,339,1553,695,323,319,98.8,0,0,/en/players/01b8a2b2/matchlogs/2019-2020/possession/Wojciech-Szczesny-Match-Logs
537,Andrea Tabanelli,it,MF,Lecce,29,1990,10.7,500,27,138,252,153,38,491,13,23,56.5,15,2,358,2471,1372,417,344,82.5,20,20,/en/players/b59e02da/matchlogs/2019-2020/possession/Andrea-Tabanelli-Match-Logs
538,Panagiotis Tachtsidis,gr,MF,Lecce,28,1991,22.3,1447,78,467,841,236,11,1385,24,32,75.0,25,0,929,5504,3125,972,928,95.5,15,19,/en/players/e26bd2f4/matchlogs/2019-2020/possession/Panagiotis-Tachtsidis-Match-Logs
539,Adrien Tameze,cm,MF,Atalanta,25,1994,2.3,217,11,49,138,47,4,215,5,7,71.4,5,0,179,827,428,177,176,99.4,0,2,/en/players/8da74c05/matchlogs/2019-2020/possession/Adrien-Tameze-Match-Logs
540,Łukasz Teodorczyk,pl,FW,Udinese,28,1991,2.5,109,1,15,63,43,10,105,4,7,57.1,4,0,68,558,348,114,74,64.9,3,10,/en/players/7e81a17d/matchlogs/2019-2020/possession/Lukasz-Teodorczyk-Match-Logs
541,Hidde ter Avest,nl,DF,Udinese,22,1997,7.6,444,40,158,198,112,7,386,3,5,60.0,3,0,230,1080,542,293,258,88.1,5,4,/en/players/18f9dbd0/matchlogs/2019-2020/possession/Hidde-ter-Avest-Match-Logs
542,Pietro Terracciano,it,GK,Fiorentina,29,1990,6.9,232,216,232,0,0,0,149,0,0,,0,0,89,531,266,71,71,100.0,0,0,/en/players/e1b0a70d/matchlogs/2019-2020/possession/Pietro-Terracciano-Match-Logs
543,Aleksa Terzić,rs,DF,Fiorentina,19,1999,0.1,6,0,1,5,0,0,6,0,0,,0,0,5,11,8,6,5,83.3,0,0,/en/players/3ef0a2d7/matchlogs/2019-2020/possession/Aleksa-Terzic-Match-Logs
544,Demba Thiam,sn,GK,SPAL,21,1998,2.0,77,72,77,0,0,0,43,0,0,,0,0,21,107,63,15,15,100.0,0,0,/en/players/0f47717b/matchlogs/2019-2020/possession/Demba-Thiam-Match-Logs
545,Morten Thorsby,no,"MF,DF",Sampdoria,23,1996,20.7,1001,57,241,527,280,44,963,8,12,66.7,8,0,564,2540,1286,730,600,82.2,18,13,/en/players/d1b49282/matchlogs/2019-2020/possession/Morten-Thorsby-Match-Logs
546,Jeremy Toljan,de,DF,Sassuolo,24,1994,24.3,1723,85,518,866,465,57,1472,20,28,71.4,20,1,1123,6616,3757,1204,1120,93.0,24,31,/en/players/a96e5dc0/matchlogs/2019-2020/possession/Jeremy-Toljan-Match-Logs
547,Rafael Tolói,br,DF,Atalanta,28,1990,29.0,1981,175,766,1088,242,38,1909,16,21,76.2,16,2,1307,7726,4411,1333,1293,97.0,5,18,/en/players/c56dc39e/matchlogs/2019-2020/possession/Rafael-Toloi-Match-Logs
548,Takehiro Tomiyasu,jp,DF,Bologna,20,1998,28.1,1985,141,677,1001,448,29,1715,30,47,63.8,30,2,1177,8007,4791,1232,1165,94.6,23,18,/en/players/b3af9be1/matchlogs/2019-2020/possession/Takehiro-Tomiyasu-Match-Logs
549,Nenad Tomović,rs,DF,SPAL,31,1987,19.5,1132,158,573,502,147,16,1043,4,7,57.1,5,0,686,4689,2543,723,704,97.4,3,5,/en/players/6aafdc27/matchlogs/2019-2020/possession/Nenad-Tomovic-Match-Logs
550,Sandro Tonali,it,MF,Brescia,19,2000,33.5,1905,100,488,1058,487,20,1568,39,50,78.0,42,2,1089,7094,4219,1112,1037,93.3,34,38,/en/players/0db169ae/matchlogs/2019-2020/possession/Sandro-Tonali-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Lorenzo Tonelli,it,DF,Sampdoria,29,1990,7.8,437,71,223,229,22,4,423,6,6,100.0,6,0,278,1586,1098,286,284,99.3,4,2,/en/players/8cc29864/matchlogs/2019-2020/possession/Lorenzo-Tonelli-Match-Logs
552,Ernesto Torregrossa,it,FW,Brescia,27,1992,20.5,856,27,70,395,450,105,840,35,66,53.0,41,4,629,3930,2050,1093,691,63.2,74,55,/en/players/bf39bdec/matchlogs/2019-2020/possession/Ernesto-Torregrossa-Match-Logs
553,Amad Traoré,ci,FW,Atalanta,17,2002,0.3,23,0,0,9,17,3,22,2,2,100.0,2,0,23,129,82,25,20,80.0,1,1,/en/players/9dc96f10/matchlogs/2019-2020/possession/Amad-Traore-Match-Logs
554,Luca Tremolada,it,MF,Brescia,27,1991,0.2,7,0,1,1,6,1,6,0,0,,0,0,4,32,0,4,3,75.0,0,0,/en/players/ed65da8c/matchlogs/2019-2020/possession/Luca-Tremolada-Match-Logs
555,Alessandro Tripaldelli,it,DF,Sassuolo,20,1999,1.5,88,7,28,48,19,0,79,2,3,66.7,2,0,63,369,222,64,61,95.3,3,0,/en/players/4571fa88/matchlogs/2019-2020/possession/Alessandro-Tripaldelli-Match-Logs
556,William Troost-Ekong,ng,DF,Udinese,25,1993,28.6,1324,294,879,530,24,10,1288,4,4,100.0,4,0,744,5769,3272,808,799,98.9,2,3,/en/players/7ed4921e/matchlogs/2019-2020/possession/William-Troost-Ekong-Match-Logs
557,Georgi Tunjov,ee,MF,SPAL,18,2001,3.2,143,2,39,61,48,4,129,4,6,66.7,4,0,92,366,164,118,91,77.1,10,6,/en/players/7aa84ac5/matchlogs/2019-2020/possession/Georgi-Tunjov-Match-Logs
558,Stefano Turati,it,GK,Sassuolo,,,2.0,57,53,57,0,0,0,39,0,0,,0,0,23,110,68,19,19,100.0,0,0,/en/players/bf168004/matchlogs/2019-2020/possession/Stefano-Turati-Match-Logs
559,Gennaro Tutino,it,FW,Hellas Verona,22,1996,2.5,107,2,14,52,55,5,103,3,5,60.0,3,0,68,578,307,155,77,49.7,7,4,/en/players/8b303bcb/matchlogs/2019-2020/possession/Gennaro-Tutino-Match-Logs
560,Samir Ujkani,xk,GK,Torino,31,1988,1.0,55,55,55,0,0,0,41,0,0,,0,0,33,135,45,35,35,100.0,0,0,/en/players/96640846/matchlogs/2019-2020/possession/Samir-Ujkani-Match-Logs
561,Cengiz Ünder,tr,FW,Roma,22,1997,9.7,466,8,58,187,272,54,451,32,41,78.0,33,2,381,3157,2010,449,348,77.5,20,17,/en/players/1880614f/matchlogs/2019-2020/possession/Cengiz-Under-Match-Logs
562,Mirko Valdifiori,it,MF,SPAL,33,1986,15.6,998,47,260,596,179,1,877,6,8,75.0,6,0,631,2559,1421,668,638,95.5,3,13,/en/players/c710f7d5/matchlogs/2019-2020/possession/Mirko-Valdifiori-Match-Logs
563,Borja Valero,es,MF,Inter,34,1985,10.3,622,19,127,362,182,20,610,12,14,85.7,12,0,461,2731,1571,531,464,87.4,9,7,/en/players/0e21fc3c/matchlogs/2019-2020/possession/Borja-Valero-Match-Logs
564,Mattia Valoti,it,"MF,FW",SPAL,25,1993,17.0,823,26,163,474,246,50,812,31,41,75.6,32,1,571,3669,2026,697,560,80.3,37,24,/en/players/c414df9d/matchlogs/2019-2020/possession/Mattia-Valoti-Match-Logs
565,Denis Vavro,sk,DF,Lazio,23,1996,3.6,245,49,132,113,15,1,238,1,2,50.0,1,0,161,1077,540,170,168,98.8,0,1,/en/players/08990838/matchlogs/2019-2020/possession/Denis-Vavro-Match-Logs
566,Matías Vecino,uy,MF,Inter,27,1991,14.2,706,36,164,370,214,55,699,7,11,63.6,8,0,453,2381,1364,572,481,84.1,14,13,/en/players/44ac04e9/matchlogs/2019-2020/possession/Matias-Vecino-Match-Logs
567,Miguel Veloso,pt,MF,Hellas Verona,33,1986,31.2,1966,89,365,1208,513,17,1712,18,20,90.0,18,1,1118,7660,3639,1179,1087,92.2,16,16,/en/players/ab1ca213/matchlogs/2019-2020/possession/Miguel-Veloso-Match-Logs
568,Lorenzo Venuti,it,DF,Fiorentina,24,1995,9.5,563,34,186,280,128,12,502,6,12,50.0,7,1,371,2021,1337,391,361,92.3,1,6,/en/players/983ff2c7/matchlogs/2019-2020/possession/Lorenzo-Venuti-Match-Logs
569,Brayan Vera,co,"DF,MF",Lecce,20,1999,1.7,106,9,35,32,46,4,92,1,2,50.0,1,0,62,343,204,85,66,77.6,5,5,/en/players/80c718dd/matchlogs/2019-2020/possession/Brayan-Vera-Match-Logs
570,Simone Verdi,it,"MF,FW",Torino,27,1992,23.0,1158,9,126,568,557,56,1006,52,80,65.0,54,2,813,6088,3324,968,777,80.3,36,47,/en/players/0375723e/matchlogs/2019-2020/possession/Simone-Verdi-Match-Logs
571,Jordan Veretout,fr,MF,Roma,26,1993,29.2,1870,49,386,1195,446,24,1769,22,27,81.5,22,0,1296,8550,4038,1421,1361,95.8,14,18,/en/players/4a56052c/matchlogs/2019-2020/possession/Jordan-Veretout-Match-Logs
572,Valerio Verre,it,"FW,MF",Hellas Verona,25,1994,19.7,946,13,112,498,424,68,907,22,45,48.9,25,1,708,4170,2403,1011,711,70.3,43,30,/en/players/33ecf462/matchlogs/2019-2020/possession/Valerio-Verre-Match-Logs
573,Francesco Vicari,it,DF,SPAL,24,1994,32.2,1574,337,926,692,31,13,1511,1,2,50.0,1,0,869,3783,2347,986,971,98.5,4,1,/en/players/de045b15/matchlogs/2019-2020/possession/Francesco-Vicari-Match-Logs
574,Ronaldo Vieira,gw,MF,Sampdoria,21,1998,20.2,1153,53,226,718,275,18,1100,16,25,64.0,16,1,737,3838,1870,767,704,91.8,9,24,/en/players/75e60d75/matchlogs/2019-2020/possession/Ronaldo-Vieira-Match-Logs
575,Mauro Vigorito,it,GK,Lecce,29,1990,4.7,173,166,173,0,0,0,110,0,0,,0,0,61,292,171,45,45,100.0,0,0,/en/players/582a251c/matchlogs/2019-2020/possession/Mauro-Vigorito-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Gonzalo Villar,es,MF,Roma,21,1998,3.3,177,7,51,106,30,3,174,7,7,100.0,7,0,124,718,329,144,131,91.0,4,4,/en/players/bdc74a8f/matchlogs/2019-2020/possession/Gonzalo-Villar-Match-Logs
577,Luigi Vitale,it,DF,Hellas Verona,31,1987,0.5,18,2,8,5,6,0,17,0,2,0.0,0,1,11,49,21,9,7,77.8,1,0,/en/players/fe479e17/matchlogs/2019-2020/possession/Luigi-Vitale-Match-Logs
578,Mattia Viviani,it,MF,Brescia,18,2000,3.8,217,10,70,118,39,0,201,3,3,100.0,3,0,128,645,392,154,146,94.8,1,4,/en/players/360b2bb1/matchlogs/2019-2020/possession/Mattia-Viviani-Match-Logs
579,Dušan Vlahović,rs,FW,Fiorentina,19,2000,16.7,626,7,51,318,306,106,598,32,47,68.1,35,3,482,3409,1670,812,464,57.1,67,56,/en/players/79443529/matchlogs/2019-2020/possession/Dusan-Vlahovic-Match-Logs
580,Stefan de Vrij,nl,DF,Inter,27,1992,31.4,1948,259,1031,1039,53,25,1918,12,13,92.3,13,0,1250,9020,5169,1317,1308,99.3,2,1,/en/players/d0d8dd44/matchlogs/2019-2020/possession/Stefan-de-Vrij-Match-Logs
581,Giacomo Vrioni,al,FW,Juventus,20,1998,0.1,4,0,0,2,2,1,4,0,0,,0,0,3,13,2,5,4,80.0,2,0,/en/players/bf4d31d3/matchlogs/2019-2020/possession/Giacomo-Vrioni-Match-Logs
582,Walace,br,MF,Udinese,24,1995,12.7,851,35,257,498,152,7,840,15,18,83.3,15,1,599,3386,1763,602,565,93.9,16,16,/en/players/26db8853/matchlogs/2019-2020/possession/Walace-Match-Logs
583,Sebastian Walukiewicz,pl,DF,Cagliari,19,2000,12.9,712,118,414,310,29,2,665,9,10,90.0,9,0,451,3155,1903,468,454,97.0,1,4,/en/players/217875a4/matchlogs/2019-2020/possession/Sebastian-Walukiewicz-Match-Logs
584,Jawad El Yamiq,ma,DF,Genoa,27,1992,2.2,126,17,53,73,11,2,123,0,0,,0,0,88,576,409,90,89,98.9,0,0,/en/players/f6f6b6e8/matchlogs/2019-2020/possession/Jawad-El-Yamiq-Match-Logs
585,Maya Yoshida,jp,DF,Sampdoria,30,1988,13.2,693,152,415,294,15,5,667,3,3,100.0,3,0,388,2063,965,420,417,99.3,0,1,/en/players/caffaf5a/matchlogs/2019-2020/possession/Maya-Yoshida-Match-Logs
586,Amin Younes,de,"FW,MF",Napoli,25,1993,2.0,143,2,17,74,64,15,142,3,8,37.5,3,1,109,703,405,132,118,89.4,4,3,/en/players/228f73ae/matchlogs/2019-2020/possession/Amin-Younes-Match-Logs
587,Ashley Young,eng,DF,Inter,34,1985,13.2,759,35,188,306,309,42,659,12,18,66.7,12,2,484,2804,1693,547,484,88.5,10,8,/en/players/be927d03/matchlogs/2019-2020/possession/Ashley-Young-Match-Logs
588,Mattia Zaccagni,it,"FW,MF",Hellas Verona,24,1995,23.5,1081,23,157,508,529,92,1055,63,102,61.8,69,7,836,6866,3946,1144,807,70.5,42,38,/en/players/d85c238b/matchlogs/2019-2020/possession/Mattia-Zaccagni-Match-Logs
589,Luca Zanimacchia,it,FW,Juventus,21,1998,1.3,82,0,2,30,55,1,78,0,3,0.0,0,0,64,340,223,68,64,94.1,6,3,/en/players/5e834dce/matchlogs/2019-2020/possession/Luca-Zanimacchia-Match-Logs
590,Nicolò Zaniolo,it,"FW,MF",Roma,20,1999,16.7,722,5,77,383,361,83,708,63,98,64.3,67,4,613,5622,3282,764,559,73.2,47,55,/en/players/9907b1c8/matchlogs/2019-2020/possession/Nicolo-Zaniolo-Match-Logs
591,Cristián Zapata,co,DF,Genoa,32,1986,19.1,1080,201,619,493,40,20,1035,7,9,77.8,8,0,654,4441,2287,693,681,98.3,4,2,/en/players/b1deecf8/matchlogs/2019-2020/possession/Cristian-Zapata-Match-Logs
592,Duván Zapata,co,FW,Atalanta,28,1991,22.5,970,13,40,368,612,212,919,32,59,54.2,35,4,727,4240,1932,1244,765,61.5,86,69,/en/players/d3de9af0/matchlogs/2019-2020/possession/Duvan-Zapata-Match-Logs
593,Davide Zappacosta,it,DF,Roma,27,1992,5.0,304,9,88,111,131,12,257,7,26,26.9,10,3,203,1443,885,231,194,84.0,4,5,/en/players/7fe90ccd/matchlogs/2019-2020/possession/Davide-Zappacosta-Match-Logs
594,Simone Zaza,it,FW,Torino,28,1991,18.2,581,15,60,279,270,96,557,12,24,50.0,15,2,326,1697,792,766,406,53.0,75,39,/en/players/9592289a/matchlogs/2019-2020/possession/Simone-Zaza-Match-Logs
595,Marvin Zeegelaar,nl,DF,Udinese,28,1990,6.6,371,21,138,168,85,3,326,4,7,57.1,5,1,212,968,485,252,227,90.1,6,5,/en/players/8abd0c03/matchlogs/2019-2020/possession/Marvin-Zeegelaar-Match-Logs
596,Piotr Zieliński,pl,MF,Napoli,25,1994,32.5,2355,45,376,1390,848,66,2318,42,72,58.3,43,7,1795,11904,7072,2107,1919,91.1,27,44,/en/players/a5296e55/matchlogs/2019-2020/possession/Piotr-Zielinski-Match-Logs
597,Jaromír Zmrhal,cz,MF,Brescia,25,1993,12.5,462,12,66,189,234,34,444,8,11,72.7,9,0,286,1575,893,468,333,71.2,13,9,/en/players/cbec1196/matchlogs/2019-2020/possession/Jaromir-Zmrhal-Match-Logs
598,Ervin Zukanović,ba,DF,SPAL,32,1987,2.3,146,17,81,68,6,0,146,1,1,100.0,1,0,107,513,198,94,94,100.0,0,1,/en/players/1253a12e/matchlogs/2019-2020/possession/Ervin-Zukanovic-Match-Logs
599,Szymon Żurkowski,pl,MF,Fiorentina,21,1997,0.1,8,0,2,4,2,1,8,0,0,,0,0,4,23,11,6,5,83.3,0,2,/en/players/4e1d5e59/matchlogs/2019-2020/possession/Szymon-Zurkowski-Match-Logs
600,Filip Đuričić,rs,"MF,FW",Sassuolo,27,1992,18.1,961,17,115,481,449,59,929,38,61,62.3,40,6,735,5302,3252,885,714,80.7,30,54,/en/players/eccbe56a/matchlogs/2019-2020/possession/Filip-Djuricic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
