Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
250,Zlatan Ibrahimović,se,FW,Milan,37,1981,15.1,58,3.83,47,1,3,4,3,7,0.46,47,1,3,4,3,0,/en/players/4cde5509/matchlogs/2019-2020/gca/Zlatan-Ibrahimovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
251,Igor,br,DF,Fiorentina,21,1998,6.8,3,0.44,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/a4e85758/matchlogs/2019-2020/gca/Igor-Match-Logs
252,Igor,br,DF,SPAL,21,1998,14.9,18,1.21,15,1,1,0,1,1,0.07,15,1,1,0,1,0,/en/players/a4e85758/matchlogs/2019-2020/gca/Igor-Match-Logs
253,Josip Iličić,si,FW,Atalanta,31,1988,18.5,131,7.09,93,8,8,11,10,22,1.19,93,8,8,11,10,1,/en/players/68252d6d/matchlogs/2019-2020/gca/Josip-Ilicic-Match-Logs
254,Giannelli Imbula,cd,MF,Lecce,26,1992,1.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/b86fe156/matchlogs/2019-2020/gca/Giannelli-Imbula-Match-Logs
255,Ciro Immobile,it,FW,Lazio,29,1990,35.2,112,3.18,82,0,9,11,10,20,0.57,82,0,9,11,10,0,/en/players/4431aed2/matchlogs/2019-2020/gca/Ciro-Immobile-Match-Logs
256,Roberto Inglese,it,FW,Parma,27,1991,8.5,9,1.06,8,0,1,0,0,1,0.12,8,0,1,0,0,0,/en/players/6c1f7328/matchlogs/2019-2020/gca/Roberto-Inglese-Match-Logs
257,Lorenzo Insigne,it,"FW,MF",Napoli,28,1991,31.2,149,4.77,110,12,10,16,1,15,0.48,110,12,10,16,1,0,/en/players/2f557579/matchlogs/2019-2020/gca/Lorenzo-Insigne-Match-Logs
258,Artur Ioniță,md,MF,Cagliari,28,1990,21.1,33,1.57,29,0,2,1,1,2,0.09,29,0,2,1,1,0,/en/players/cedb3e36/matchlogs/2019-2020/gca/Artur-Ionita-Match-Logs
259,Jakub Iskra,pl,DF,SPAL,16,2002,0.9,1,1.15,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/103b7264/matchlogs/2019-2020/gca/Jakub-Iskra-Match-Logs
260,Armando Izzo,it,DF,Torino,27,1992,29.8,32,1.07,27,0,1,1,3,1,0.03,27,0,1,1,3,0,/en/players/89976232/matchlogs/2019-2020/gca/Armando-Izzo-Match-Logs
261,Filip Jagiełło,pl,MF,Genoa,21,1997,6.1,18,2.93,15,1,1,1,0,3,0.49,15,1,1,1,0,0,/en/players/4cdcbc14/matchlogs/2019-2020/gca/Filip-Jagiello-Match-Logs
262,Mato Jajalo,ba,MF,Udinese,31,1988,18.3,41,2.24,36,2,1,1,1,1,0.05,36,2,1,1,1,0,/en/players/8c65eb5f/matchlogs/2019-2020/gca/Mato-Jajalo-Match-Logs
263,Marko Janković,me,"MF,DF",SPAL,24,1995,1.3,2,1.57,1,1,0,0,0,0,0.00,1,1,0,0,0,0,/en/players/9866afec/matchlogs/2019-2020/gca/Marko-Jankovic-Match-Logs
264,Jakub Jankto,cz,MF,Sampdoria,23,1996,23.3,67,2.88,58,4,1,1,3,7,0.30,58,4,1,1,3,0,/en/players/1ea5f91c/matchlogs/2019-2020/gca/Jakub-Jankto-Match-Logs
265,Juan Jesus,br,DF,Roma,28,1991,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/79083382/matchlogs/2019-2020/gca/Juan-Jesus-Match-Logs
266,Jony,es,DF,Lazio,28,1991,13.1,29,2.22,21,8,0,0,0,3,0.23,21,8,0,0,0,0,/en/players/244f57b9/matchlogs/2019-2020/gca/Jony-Match-Logs
267,Jesse Joronen,fi,GK,Brescia,26,1993,29.0,3,0.10,2,1,0,0,0,1,0.03,2,1,0,0,0,0,/en/players/7f66ea09/matchlogs/2019-2020/gca/Jesse-Joronen-Match-Logs
268,Hamed Junior Traorè,ci,"MF,FW",Sassuolo,19,2000,17.4,63,3.61,41,12,3,4,3,6,0.34,41,12,3,4,3,0,/en/players/570bb4b9/matchlogs/2019-2020/gca/Hamed-Junior-Traore-Match-Logs
269,Musa Juwara,gm,"FW,MF",Bologna,17,2001,1.7,9,5.29,8,0,1,0,0,0,0.00,8,0,1,0,0,0,/en/players/7737dee2/matchlogs/2019-2020/gca/Musa-Juwara-Match-Logs
270,Nikola Kalinić,hr,FW,Roma,31,1988,6.3,13,2.05,11,0,0,2,0,1,0.16,11,0,0,2,0,0,/en/players/d4931a5a/matchlogs/2019-2020/gca/Nikola-Kalinic-Match-Logs
271,Yann Karamoh,fr,"FW,MF",Parma,21,1998,6.4,25,3.93,19,0,4,1,1,2,0.31,19,0,4,1,1,0,/en/players/8b66d9cc/matchlogs/2019-2020/gca/Yann-Karamoh-Match-Logs
272,Franck Kessié,ci,MF,Milan,22,1996,32.3,71,2.20,62,0,6,3,0,4,0.12,62,0,6,3,0,0,/en/players/05e19d6a/matchlogs/2019-2020/gca/Franck-Kessie-Match-Logs
273,Sami Khedira,de,MF,Juventus,32,1987,7.6,18,2.38,15,0,1,2,0,2,0.26,15,0,1,2,0,0,/en/players/38ac43d3/matchlogs/2019-2020/gca/Sami-Khedira-Match-Logs
274,Giorgos Kiriakopoulos,gr,DF,Sassuolo,23,1996,18.3,27,1.48,17,2,4,2,2,6,0.33,17,2,4,2,2,0,/en/players/0a483542/matchlogs/2019-2020/gca/Giorgos-Kiriakopoulos-Match-Logs
275,Simon Kjær,dk,DF,Atalanta,30,1989,3.2,1,0.31,1,0,0,0,0,1,0.31,1,0,0,0,0,0,/en/players/8b8a56ce/matchlogs/2019-2020/gca/Simon-Kjaer-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
276,Simon Kjær,dk,DF,Milan,30,1989,13.8,2,0.15,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/8b8a56ce/matchlogs/2019-2020/gca/Simon-Kjaer-Match-Logs
277,Ragnar Klavan,ee,DF,Cagliari,33,1985,26.2,7,0.27,7,0,0,0,0,0,0.00,7,0,0,0,0,0,/en/players/008a6e6d/matchlogs/2019-2020/gca/Ragnar-Klavan-Match-Logs
278,Justin Kluivert,nl,FW,Roma,20,1999,16.8,54,3.21,45,1,4,1,2,5,0.30,45,1,4,1,2,1,/en/players/4c3a6744/matchlogs/2019-2020/gca/Justin-Kluivert-Match-Logs
279,Aleksandar Kolarov,rs,DF,Roma,33,1985,30.4,103,3.39,67,22,2,10,1,7,0.23,67,22,2,10,1,1,/en/players/eda40760/matchlogs/2019-2020/gca/Aleksandar-Kolarov-Match-Logs
280,Christian Kouamé,ci,FW,Genoa,21,1997,10.2,29,2.85,21,1,1,1,5,6,0.59,21,1,1,1,5,0,/en/players/58e933d2/matchlogs/2019-2020/gca/Christian-Kouame-Match-Logs
281,Christian Kouamé,ci,FW,Fiorentina,21,1997,3.3,12,3.59,8,0,2,1,1,2,0.60,8,0,2,1,1,0,/en/players/58e933d2/matchlogs/2019-2020/gca/Christian-Kouame-Match-Logs
282,Kalidou Koulibaly,sn,DF,Napoli,28,1991,23.4,20,0.86,17,0,1,1,1,1,0.04,17,0,1,1,1,0,/en/players/da974c7b/matchlogs/2019-2020/gca/Kalidou-Koulibaly-Match-Logs
283,Ladislav Krejčí,cz,DF,Bologna,27,1992,11.7,26,2.23,22,1,2,0,1,1,0.09,22,1,2,0,1,0,/en/players/58027adc/matchlogs/2019-2020/gca/Ladislav-Krejci-Match-Logs
284,Rade Krunić,ba,MF,Milan,25,1993,6.0,21,3.52,18,0,1,0,2,2,0.34,18,0,1,0,2,0,/en/players/817c6964/matchlogs/2019-2020/gca/Rade-Krunic-Match-Logs
285,Juraj Kucka,sk,"MF,FW",Parma,32,1987,21.5,44,2.05,33,0,4,3,4,10,0.47,33,0,4,3,4,0,/en/players/5aaef9ef/matchlogs/2019-2020/gca/Juraj-Kucka-Match-Logs
286,Dejan Kulusevski,se,"FW,MF",Parma,19,2000,32.6,137,4.21,108,3,14,7,5,15,0.46,108,3,14,7,5,0,/en/players/df3cda47/matchlogs/2019-2020/gca/Dejan-Kulusevski-Match-Logs
287,Marash Kumbulla,al,DF,Hellas Verona,19,2000,21.7,10,0.46,8,0,0,1,1,2,0.09,8,0,0,1,1,0,/en/players/a40819d9/matchlogs/2019-2020/gca/Marash-Kumbulla-Match-Logs
288,Jasmin Kurtić,si,MF,SPAL,30,1989,15.7,51,3.26,29,8,4,5,5,0,0.00,29,8,4,5,5,0,/en/players/144607cc/matchlogs/2019-2020/gca/Jasmin-Kurtic-Match-Logs
289,Jasmin Kurtić,si,"MF,FW",Parma,30,1989,18.5,35,1.89,22,11,0,1,1,2,0.11,22,11,0,1,1,0,/en/players/144607cc/matchlogs/2019-2020/gca/Jasmin-Kurtic-Match-Logs
290,Antonino La Gumina,it,FW,Sampdoria,23,1996,2.1,3,1.45,2,0,0,0,1,0,0.00,2,0,0,0,1,0,/en/players/822a7761/matchlogs/2019-2020/gca/Antonino-La-Gumina-Match-Logs
291,Andrea La Mantia,it,FW,Lecce,28,1991,6.1,12,1.95,8,0,0,4,0,1,0.16,8,0,0,4,0,0,/en/players/c375dfa5/matchlogs/2019-2020/gca/Andrea-La-Mantia-Match-Logs
292,Riccardo Ladinetti,it,MF,Cagliari,18,2000,1.4,4,2.83,3,1,0,0,0,0,0.00,3,1,0,0,0,0,/en/players/ff4296df/matchlogs/2019-2020/gca/Riccardo-Ladinetti-Match-Logs
293,Gianluca Lapadula,it,FW,Lecce,29,1990,19.8,51,2.57,35,0,6,1,9,7,0.35,35,0,6,1,9,0,/en/players/2ead2809/matchlogs/2019-2020/gca/Gianluca-Lapadula-Match-Logs
294,Danilo Larangeira,br,DF,Bologna,35,1984,29.3,17,0.58,17,0,0,0,0,1,0.03,17,0,0,0,0,0,/en/players/fed5f993/matchlogs/2019-2020/gca/Danilo-Larangeira-Match-Logs
295,Kevin Lasagna,it,FW,Udinese,26,1992,28.5,51,1.79,41,0,3,2,5,4,0.14,41,0,3,2,5,0,/en/players/09538fdb/matchlogs/2019-2020/gca/Kevin-Lasagna-Match-Logs
296,Vincent Laurini,fr,DF,Parma,30,1989,9.8,13,1.32,12,0,0,0,1,2,0.20,12,0,0,0,1,0,/en/players/3535098b/matchlogs/2019-2020/gca/Vincent-Laurini-Match-Logs
297,Diego Laxalt,uy,"DF,MF",Torino,26,1993,6.6,8,1.21,7,1,0,0,0,1,0.15,7,1,0,0,0,0,/en/players/f26e3c59/matchlogs/2019-2020/gca/Diego-Laxalt-Match-Logs
298,Diego Laxalt,uy,DF,Milan,26,1993,1.9,6,3.14,5,1,0,0,0,1,0.52,5,1,0,0,0,0,/en/players/f26e3c59/matchlogs/2019-2020/gca/Diego-Laxalt-Match-Logs
299,Valentino Lazaro,at,"DF,MF",Inter,23,1996,3.6,14,3.90,9,3,0,1,1,1,0.28,9,3,0,1,1,0,/en/players/016ff750/matchlogs/2019-2020/gca/Valentino-Lazaro-Match-Logs
300,Darko Lazović,rs,DF,Hellas Verona,28,1990,36.0,106,2.95,83,5,12,5,1,18,0.50,83,5,12,5,1,0,/en/players/5128bde4/matchlogs/2019-2020/gca/Darko-Lazovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
301,Manuel Lazzari,it,DF,Lazio,25,1993,28.3,60,2.12,53,1,1,2,3,6,0.21,53,1,1,2,3,0,/en/players/02caf6e0/matchlogs/2019-2020/gca/Manuel-Lazzari-Match-Logs
302,Rafael Leão,pt,FW,Milan,20,1999,15.6,59,3.78,42,0,13,2,2,7,0.45,42,0,13,2,2,0,/en/players/20730eae/matchlogs/2019-2020/gca/Rafael-Leao-Match-Logs
303,Lucas Leiva,br,MF,Lazio,32,1987,20.1,36,1.79,33,1,0,2,0,2,0.10,33,1,0,2,0,0,/en/players/4c78b5ed/matchlogs/2019-2020/gca/Lucas-Leiva-Match-Logs
304,Lukas Lerager,dk,MF,Genoa,26,1993,15.4,28,1.82,25,0,0,2,1,4,0.26,25,0,0,2,1,0,/en/players/1b82f8df/matchlogs/2019-2020/gca/Lukas-Lerager-Match-Logs
305,Mehdi Léris,fr,"MF,FW",Sampdoria,21,1998,5.7,18,3.18,13,1,2,1,1,1,0.18,13,1,2,1,1,0,/en/players/7d3cbc67/matchlogs/2019-2020/gca/Mehdi-Leris-Match-Logs
306,Karlo Letica,hr,GK,SPAL,22,1997,10.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/4a6914ff/matchlogs/2019-2020/gca/Karlo-Letica-Match-Logs
307,Matthijs de Ligt,nl,DF,Juventus,19,1999,27.2,9,0.33,8,0,0,0,1,2,0.07,8,0,0,0,1,0,/en/players/d6e53a3a/matchlogs/2019-2020/gca/Matthijs-de-Ligt-Match-Logs
308,Anderson Lima,br,MF,Lazio,19,1999,0.7,6,8.71,2,1,2,1,0,1,1.45,2,1,2,1,0,0,/en/players/59be3a74/matchlogs/2019-2020/gca/Anderson-Lima-Match-Logs
309,Karol Linetty,pl,MF,Sampdoria,24,1995,22.4,62,2.76,54,3,1,2,2,9,0.40,54,3,1,2,2,0,/en/players/d023d70f/matchlogs/2019-2020/gca/Karol-Linetty-Match-Logs
310,Pol Lirola,es,DF,Fiorentina,21,1997,29.4,68,2.31,57,2,6,3,0,5,0.17,57,2,6,3,0,0,/en/players/ff800ed8/matchlogs/2019-2020/gca/Pol-Lirola-Match-Logs
311,Fernando Llorente,es,FW,Napoli,34,1985,5.6,19,3.41,14,0,0,4,1,2,0.36,14,0,0,4,1,0,/en/players/82dbf623/matchlogs/2019-2020/gca/Fernando-Llorente-Match-Logs
312,Stanislav Lobotka,sk,MF,Napoli,24,1994,8.4,16,1.91,14,0,1,0,1,1,0.12,14,0,1,0,1,0,/en/players/e1cbb531/matchlogs/2019-2020/gca/Stanislav-Lobotka-Match-Logs
313,Manuel Locatelli,it,MF,Sassuolo,21,1998,28.7,91,3.17,76,7,3,2,3,8,0.28,76,7,3,2,3,0,/en/players/a8a874f1/matchlogs/2019-2020/gca/Manuel-Locatelli-Match-Logs
314,Pau López,es,GK,Roma,24,1994,32.0,2,0.06,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/20b9f052/matchlogs/2019-2020/gca/Pau-Lopez-Match-Logs
315,Matteo Lovato,it,DF,Hellas Verona,19,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/5fa57166/matchlogs/2019-2020/gca/Matteo-Lovato-Match-Logs
316,Hirving Lozano,mx,FW,Napoli,24,1995,11.4,46,4.04,33,1,7,1,4,3,0.26,33,1,7,1,4,0,/en/players/a69e4806/matchlogs/2019-2020/gca/Hirving-Lozano-Match-Logs
317,Fabio Lucioni,it,DF,Lecce,31,1987,34.8,10,0.29,8,1,0,1,0,1,0.03,8,1,0,1,0,0,/en/players/8efa621b/matchlogs/2019-2020/gca/Fabio-Lucioni-Match-Logs
318,José Luis Palomino,ar,DF,Atalanta,29,1990,27.6,16,0.58,15,0,0,1,0,2,0.07,15,0,0,1,0,0,/en/players/921f6058/matchlogs/2019-2020/gca/Jose-Luis-Palomino-Match-Logs
319,Jordan Lukaku,be,DF,Lazio,25,1994,4.4,14,3.18,12,1,1,0,0,2,0.45,12,1,1,0,0,0,/en/players/0cd0e21b/matchlogs/2019-2020/gca/Jordan-Lukaku-Match-Logs
320,Romelu Lukaku,be,FW,Inter,26,1993,33.1,101,3.05,83,0,10,7,1,12,0.36,83,0,10,7,1,0,/en/players/5eae500a/matchlogs/2019-2020/gca/Romelu-Lukaku-Match-Logs
321,Saša Lukić,rs,MF,Torino,22,1996,20.7,36,1.74,28,1,4,0,3,1,0.05,28,1,4,0,3,0,/en/players/c6e8cf1f/matchlogs/2019-2020/gca/Sasa-Lukic-Match-Logs
322,Senad Lulić,ba,DF,Lazio,33,1986,17.5,42,2.40,33,2,3,4,0,4,0.23,33,2,3,4,0,0,/en/players/7fd58fe3/matchlogs/2019-2020/gca/Senad-Lulic-Match-Logs
323,Sebastiano Luperto,it,DF,Napoli,22,1996,5.9,5,0.85,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/997fff07/matchlogs/2019-2020/gca/Sebastiano-Luperto-Match-Logs
324,Lyanco,br,DF,Torino,22,1997,13.1,7,0.54,6,0,1,0,0,0,0.00,6,0,1,0,0,0,/en/players/b5bf1770/matchlogs/2019-2020/gca/Lyanco-Match-Logs
325,Charalambos Lykogiannis,gr,DF,Cagliari,25,1993,14.9,13,0.87,8,5,0,0,0,2,0.13,8,5,0,0,0,0,/en/players/5efc5389/matchlogs/2019-2020/gca/Charalambos-Lykogiannis-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
326,Francesco Magnanelli,it,MF,Sassuolo,34,1984,15.5,21,1.35,21,0,0,0,0,0,0.00,21,0,0,0,0,0,/en/players/07767f42/matchlogs/2019-2020/gca/Francesco-Magnanelli-Match-Logs
327,Giangiacomo Magnani,it,"DF,MF",Brescia,23,1995,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/cce9f582/matchlogs/2019-2020/gca/Giangiacomo-Magnani-Match-Logs
328,Giangiacomo Magnani,it,DF,Sassuolo,23,1995,1.6,1,0.62,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/cce9f582/matchlogs/2019-2020/gca/Giangiacomo-Magnani-Match-Logs
329,Žan Majer,si,MF,Lecce,27,1992,18.5,41,2.22,37,1,1,0,2,3,0.16,37,1,1,0,2,0,/en/players/bf13975c/matchlogs/2019-2020/gca/Zan-Majer-Match-Logs
330,Nikola Maksimović,rs,DF,Napoli,27,1991,20.0,12,0.60,12,0,0,0,0,1,0.05,12,0,0,0,0,0,/en/players/16b9d5cf/matchlogs/2019-2020/gca/Nikola-Maksimovic-Match-Logs
331,Kévin Malcuit,ma,DF,Napoli,28,1991,2.8,3,1.05,2,0,1,0,0,0,0.00,2,0,1,0,0,0,/en/players/d6a889ea/matchlogs/2019-2020/gca/Kevin-Malcuit-Match-Logs
332,Daniel Maldini,it,FW,Milan,17,2001,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/801831fe/matchlogs/2019-2020/gca/Daniel-Maldini-Match-Logs
333,Ruslan Malinovskyi,ua,"MF,FW",Atalanta,26,1993,17.1,112,6.57,68,10,18,7,9,9,0.53,68,10,18,7,9,0,/en/players/48d5bd33/matchlogs/2019-2020/gca/Ruslan-Malinovskyi-Match-Logs
334,Gianluca Mancini,it,"DF,MF",Roma,23,1996,30.4,24,0.79,20,0,0,3,1,5,0.16,20,0,0,3,1,0,/en/players/5aa53281/matchlogs/2019-2020/gca/Gianluca-Mancini-Match-Logs
335,Marco Mancosu,it,"MF,FW",Lecce,30,1988,27.1,71,2.62,59,1,4,2,5,5,0.18,59,1,4,2,5,0,/en/players/2c3a6c21/matchlogs/2019-2020/gca/Marco-Mancosu-Match-Logs
336,Rolando Mandragora,it,MF,Udinese,22,1997,22.8,65,2.85,47,13,1,3,1,4,0.18,47,13,1,3,1,0,/en/players/c7259b83/matchlogs/2019-2020/gca/Rolando-Mandragora-Match-Logs
337,Massimiliano Mangraviti,it,DF,Brescia,21,1998,10.8,5,0.46,4,0,0,1,0,0,0.00,4,0,0,1,0,0,/en/players/33914f14/matchlogs/2019-2020/gca/Massimiliano-Mangraviti-Match-Logs
338,Kostas Manolas,gr,DF,Napoli,28,1991,24.2,4,0.17,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/c707411f/matchlogs/2019-2020/gca/Kostas-Manolas-Match-Logs
339,Giacomo Manzari,it,"FW,MF",Sassuolo,18,2000,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/d8dfae8a/matchlogs/2019-2020/gca/Giacomo-Manzari-Match-Logs
340,Gian Marco Ferrari,it,DF,Sassuolo,27,1992,21.1,23,1.09,21,0,0,1,1,2,0.09,21,0,0,1,1,0,/en/players/8650af85/matchlogs/2019-2020/gca/Gian-Marco-Ferrari-Match-Logs
341,Federico Marigosu,it,MF,Cagliari,18,2001,0.3,2,7.50,1,0,0,0,1,0,0.00,1,0,0,0,1,0,/en/players/66a9470c/matchlogs/2019-2020/gca/Federico-Marigosu-Match-Logs
342,Marlon,br,DF,Sassuolo,23,1995,20.2,16,0.79,15,0,1,0,0,0,0.00,15,0,1,0,0,0,/en/players/cdf65d12/matchlogs/2019-2020/gca/Marlon-Match-Logs
343,Gonzalo Maroni,ar,MF,Sampdoria,20,1999,2.0,16,7.96,11,3,0,2,0,2,0.99,11,3,0,2,0,0,/en/players/e01ca8f4/matchlogs/2019-2020/gca/Gonzalo-Maroni-Match-Logs
344,Bruno Martella,it,"DF,MF",Brescia,26,1992,14.1,29,2.06,25,1,2,1,0,2,0.14,25,1,2,1,0,0,/en/players/1e12c53b/matchlogs/2019-2020/gca/Bruno-Martella-Match-Logs
345,Lautaro Martínez,ar,FW,Inter,21,1997,27.2,90,3.30,50,1,14,12,13,14,0.51,50,1,14,12,13,0,/en/players/f7036e1c/matchlogs/2019-2020/gca/Lautaro-Martinez-Match-Logs
346,Adam Marušić,me,DF,Lazio,26,1992,10.5,16,1.53,11,1,2,1,1,4,0.38,11,1,2,1,1,0,/en/players/d4535821/matchlogs/2019-2020/gca/Adam-Marusic-Match-Logs
347,Andrea Masiello,it,DF,Genoa,33,1986,14.7,13,0.88,11,0,0,2,0,3,0.20,11,0,0,2,0,0,/en/players/e0314d87/matchlogs/2019-2020/gca/Andrea-Masiello-Match-Logs
348,Andrea Masiello,it,DF,Atalanta,33,1986,6.0,5,0.83,4,1,0,0,0,1,0.17,4,1,0,0,0,0,/en/players/e0314d87/matchlogs/2019-2020/gca/Andrea-Masiello-Match-Logs
349,Aleš Matějů,cz,DF,Brescia,23,1996,28.3,19,0.67,14,4,0,0,1,2,0.07,14,4,0,0,1,0,/en/players/deb748c9/matchlogs/2019-2020/gca/Ales-Mateju-Match-Logs
350,Alessandro Matri,it,"FW,MF",Brescia,34,1984,1.0,5,5.06,4,1,0,0,0,0,0.00,4,1,0,0,0,0,/en/players/58d97e77/matchlogs/2019-2020/gca/Alessandro-Matri-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
351,Federico Mattiello,it,DF,Cagliari,24,1995,10.3,15,1.45,12,1,0,2,0,1,0.10,12,1,0,2,0,0,/en/players/fba81826/matchlogs/2019-2020/gca/Federico-Mattiello-Match-Logs
352,Blaise Matuidi,fr,MF,Juventus,32,1987,24.9,40,1.61,38,0,0,0,2,4,0.16,38,0,0,0,2,0,/en/players/c0cddebe/matchlogs/2019-2020/gca/Blaise-Matuidi-Match-Logs
353,Luca Mazzitelli,it,MF,Sassuolo,23,1995,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/dc61b402/matchlogs/2019-2020/gca/Luca-Mazzitelli-Match-Logs
354,Ibrahima Mbaye,sn,DF,Bologna,24,1994,16.7,15,0.90,10,4,0,1,0,3,0.18,10,4,0,1,0,0,/en/players/cfbf9881/matchlogs/2019-2020/gca/Ibrahima-Mbaye-Match-Logs
355,Biagio Meccariello,it,DF,Lecce,28,1991,8.5,11,1.29,10,1,0,0,0,2,0.23,10,1,0,0,0,0,/en/players/1eeeff8a/matchlogs/2019-2020/gca/Biagio-Meccariello-Match-Logs
356,Gary Medel,cl,MF,Bologna,31,1987,19.8,30,1.51,26,1,1,0,2,1,0.05,26,1,1,0,2,0,/en/players/563a68ad/matchlogs/2019-2020/gca/Gary-Medel-Match-Logs
357,Soualiho Meïté,fr,MF,Torino,25,1994,24.5,44,1.80,40,0,1,2,1,4,0.16,40,0,1,2,1,0,/en/players/5cec2c74/matchlogs/2019-2020/gca/Soualiho-Meite-Match-Logs
358,Alex Meret,it,GK,Napoli,22,1997,21.7,1,0.05,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/9413b19f/matchlogs/2019-2020/gca/Alex-Meret-Match-Logs
359,Yıldırım Mert Çetin,tr,DF,Roma,22,1997,2.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c730da00/matchlogs/2019-2020/gca/Yildirim-Mert-Cetin-Match-Logs
360,Dries Mertens,be,FW,Napoli,32,1987,18.8,96,5.12,67,9,10,6,4,14,0.75,67,9,10,6,4,0,/en/players/89b2c8a9/matchlogs/2019-2020/gca/Dries-Mertens-Match-Logs
361,Kingsley Michael,ng,MF,Bologna,19,1999,0.8,1,1.18,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/e63e122d/matchlogs/2019-2020/gca/Kingsley-Michael-Match-Logs
362,Nikola Milenković,rs,DF,Fiorentina,21,1997,36.2,21,0.58,20,0,0,1,0,3,0.08,20,0,0,1,0,0,/en/players/bee704fc/matchlogs/2019-2020/gca/Nikola-Milenkovic-Match-Logs
363,Arkadiusz Milik,pl,FW,Napoli,25,1994,19.4,47,2.42,36,1,3,6,1,6,0.31,36,1,3,6,1,0,/en/players/85613cf0/matchlogs/2019-2020/gca/Arkadiusz-Milik-Match-Logs
364,Sergej Milinković-Savić,rs,MF,Lazio,24,1995,33.7,100,2.97,86,1,2,7,4,13,0.39,86,1,2,7,4,0,/en/players/4e6dbac4/matchlogs/2019-2020/gca/Sergej-Milinkovic-Savic-Match-Logs
365,Vincenzo Millico,it,"MF,FW",Torino,18,2000,2.4,6,2.50,5,0,1,0,0,0,0.00,5,0,1,0,0,0,/en/players/6817095b/matchlogs/2019-2020/gca/Vincenzo-Millico-Match-Logs
366,Antonio Mirante,it,GK,Roma,36,1983,5.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/30223b33/matchlogs/2019-2020/gca/Antonio-Mirante-Match-Logs
367,Simone Missiroli,it,MF,SPAL,33,1986,31.1,39,1.25,33,1,0,2,3,3,0.10,33,1,0,2,3,0,/en/players/331c0a43/matchlogs/2019-2020/gca/Simone-Missiroli-Match-Logs
368,Henrikh Mkhitaryan,am,"MF,FW",Roma,30,1989,17.0,69,4.06,56,0,4,3,6,9,0.53,56,0,4,3,6,0,/en/players/dd0daf32/matchlogs/2019-2020/gca/Henrikh-Mkhitaryan-Match-Logs
369,Gabriele Moncini,it,"FW,MF",SPAL,23,1996,1.7,2,1.17,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/c4efe2b4/matchlogs/2019-2020/gca/Gabriele-Moncini-Match-Logs
370,Ilario Monterisi,it,DF,Lecce,17,2001,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/31b252fc/matchlogs/2019-2020/gca/Ilario-Monterisi-Match-Logs
371,Raúl Moro,es,DF,Lazio,16,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/919dd4b1/matchlogs/2019-2020/gca/Raul-Moro-Match-Logs
372,Leonardo Morosini,it,"FW,MF",Brescia,23,1995,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/d89b0ebb/matchlogs/2019-2020/gca/Leonardo-Morosini-Match-Logs
373,Victor Moses,ng,DF,Inter,28,1990,4.7,22,4.71,14,1,4,0,3,8,1.71,14,1,4,0,3,0,/en/players/e726e11e/matchlogs/2019-2020/gca/Victor-Moses-Match-Logs
374,Mert Müldür,tr,DF,Sassuolo,20,1999,14.1,30,2.12,17,0,8,2,3,4,0.28,17,0,8,2,3,0,/en/players/1295552e/matchlogs/2019-2020/gca/Mert-Muldur-Match-Logs
