Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
202,Paolo Faragò,it,DF,Cagliari,26,1993,14.9,690,883,78.1,12901,4590,690,883,78.1,690,883,78.1,690,883,78.1,1,0.7,+0.3,13,42,12,7,102,/en/players/9085dd7c/matchlogs/2019-2020/passing/Paolo-Farago-Match-Logs
203,Davide Faraoni,it,DF,Hellas Verona,27,1991,35.9,1228,1709,71.9,23605,10333,1228,1709,71.9,1228,1709,71.9,1228,1709,71.9,3,2.3,+0.7,27,91,57,18,266,/en/players/aae9d04a/matchlogs/2019-2020/passing/Davide-Faraoni-Match-Logs
204,Mohamed Fares,dz,"DF,MF",SPAL,23,1996,4.7,138,201,68.7,2449,880,138,201,68.7,138,201,68.7,138,201,68.7,0,0.7,-0.7,2,8,4,2,17,/en/players/b7a5bc86/matchlogs/2019-2020/passing/Mohamed-Fares-Match-Logs
205,Diego Farias,br,"FW,MF",Lecce,29,1990,9.2,294,363,81.0,5125,1247,294,363,81.0,294,363,81.0,294,363,81.0,0,1.7,-1.7,13,18,17,4,42,/en/players/157d29b6/matchlogs/2019-2020/passing/Diego-Farias-Match-Logs
206,Andrea Favilli,it,FW,Genoa,22,1997,7.3,141,193,73.1,2139,276,141,193,73.1,141,193,73.1,141,193,73.1,0,0.8,-0.8,7,7,5,1,9,/en/players/44510fde/matchlogs/2019-2020/passing/Andrea-Favilli-Match-Logs
207,Federico Fazio,ar,DF,Roma,32,1987,13.5,589,673,87.5,12539,3870,589,673,87.5,589,673,87.5,589,673,87.5,0,0.4,-0.4,1,29,0,0,17,/en/players/4e358a2d/matchlogs/2019-2020/passing/Federico-Fazio-Match-Logs
208,Luiz Felipe,br,DF,Lazio,22,1997,22.5,1048,1168,89.7,21793,6668,1048,1168,89.7,1048,1168,89.7,1048,1168,89.7,1,0.3,+0.7,4,81,7,1,78,/en/players/15d0c248/matchlogs/2019-2020/passing/Luiz-Felipe-Match-Logs
209,Lucas Felippe,br,"MF,DF",Hellas Verona,19,2000,0.3,21,22,95.5,384,52,21,22,95.5,21,22,95.5,21,22,95.5,0,0.0,0.0,0,5,0,0,1,/en/players/85e51909/matchlogs/2019-2020/passing/Lucas-Felippe-Match-Logs
210,Alex Ferrari,it,DF,Sampdoria,25,1994,11.2,343,425,80.7,7985,2335,343,425,80.7,343,425,80.7,343,425,80.7,0,0.0,0.0,0,21,2,0,21,/en/players/d0dbca9f/matchlogs/2019-2020/passing/Alex-Ferrari-Match-Logs
211,Sergio Floccari,it,FW,SPAL,37,1981,10.5,206,261,78.9,3155,383,206,261,78.9,206,261,78.9,206,261,78.9,0,0.9,-0.9,10,14,8,2,15,/en/players/df301450/matchlogs/2019-2020/passing/Sergio-Floccari-Match-Logs
212,Alessandro Florenzi,it,"DF,FW",Roma,28,1991,11.1,552,675,81.8,10878,4404,552,675,81.8,552,675,81.8,552,675,81.8,1,2.0,-1.0,13,49,14,4,91,/en/players/e288d4b3/matchlogs/2019-2020/passing/Alessandro-Florenzi-Match-Logs
213,Seko Fofana,ci,MF,Udinese,24,1995,25.0,944,1078,87.6,17244,3339,944,1078,87.6,944,1078,87.6,944,1078,87.6,7,4.4,+2.6,52,67,24,3,87,/en/players/5313ed43/matchlogs/2019-2020/passing/Seko-Fofana-Match-Logs
214,Gianluca Frabotta,it,DF,Juventus,20,1999,1.0,53,61,86.9,899,354,53,61,86.9,53,61,86.9,53,61,86.9,0,0.0,0.0,0,4,2,0,8,/en/players/d80b1835/matchlogs/2019-2020/passing/Gianluca-Frabotta-Match-Logs
215,Remo Freuler,ch,MF,Atalanta,27,1992,26.0,1467,1666,88.1,24974,6367,1467,1666,88.1,1467,1666,88.1,1467,1666,88.1,2,2.6,-0.6,27,128,29,2,151,/en/players/98d2c2c4/matchlogs/2019-2020/passing/Remo-Freuler-Match-Logs
216,Daniel Fuzato,br,GK,Roma,22,1997,1.0,30,44,68.2,752,353,30,44,68.2,30,44,68.2,30,44,68.2,0,0.0,0.0,0,0,0,0,0,/en/players/82328faf/matchlogs/2019-2020/passing/Daniel-Fuzato-Match-Logs
217,Matteo Gabbia,it,DF,Milan,19,1999,7.6,386,433,89.1,8572,2644,386,433,89.1,386,433,89.1,386,433,89.1,0,0.0,0.0,0,14,0,0,17,/en/players/c235e803/matchlogs/2019-2020/passing/Matteo-Gabbia-Match-Logs
218,Manolo Gabbiadini,it,FW,Sampdoria,27,1991,22.6,377,581,64.9,5686,1470,377,581,64.9,377,581,64.9,377,581,64.9,1,2.8,-1.8,34,19,13,2,50,/en/players/8f866fe8/matchlogs/2019-2020/passing/Manolo-Gabbiadini-Match-Logs
219,Gabriel,br,GK,Lecce,26,1992,33.3,751,979,76.7,19653,12298,751,979,76.7,751,979,76.7,751,979,76.7,0,0.0,0.0,0,5,0,0,0,/en/players/f93ed0df/matchlogs/2019-2020/passing/Gabriel-Match-Logs
220,Luca Gagliano,it,FW,Cagliari,19,2000,0.6,9,12,75.0,207,44,9,12,75.0,9,12,75.0,9,12,75.0,1,0.0,+1.0,1,1,0,0,2,/en/players/1d00a56c/matchlogs/2019-2020/passing/Luca-Gagliano-Match-Logs
221,Roberto Gagliardini,it,MF,Inter,25,1994,20.0,799,938,85.2,14328,4081,799,938,85.2,799,938,85.2,799,938,85.2,2,1.2,+0.8,19,86,24,4,123,/en/players/ce30bfc8/matchlogs/2019-2020/passing/Roberto-Gagliardini-Match-Logs
222,Riccardo Gagliolo,se,DF,Parma,29,1990,28.9,1020,1357,75.2,21739,9711,1020,1357,75.2,1020,1357,75.2,1020,1357,75.2,2,2.3,-0.3,23,95,23,9,191,/en/players/173061c0/matchlogs/2019-2020/passing/Riccardo-Gagliolo-Match-Logs
223,Daniele Gastaldello,it,DF,Brescia,36,1983,4.3,123,145,84.8,2809,882,123,145,84.8,123,145,84.8,123,145,84.8,0,0.0,0.0,0,2,0,0,10,/en/players/13f89eaa/matchlogs/2019-2020/passing/Daniele-Gastaldello-Match-Logs
224,Gervinho,ci,FW,Parma,32,1987,25.2,402,512,78.5,6253,1480,402,512,78.5,402,512,78.5,402,512,78.5,4,2.3,+1.7,21,18,33,0,65,/en/players/e468c053/matchlogs/2019-2020/passing/Gervinho-Match-Logs
225,Rachid Ghezzal,dz,"MF,FW",Fiorentina,27,1992,9.2,406,495,82.0,7409,1867,406,495,82.0,406,495,82.0,406,495,82.0,0,1.6,-1.6,17,28,12,4,50,/en/players/dc3a9a0d/matchlogs/2019-2020/passing/Rachid-Ghezzal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Andrea Ghezzi,it,"MF,FW",Brescia,,,0.4,6,10,60.0,97,17,6,10,60.0,6,10,60.0,6,10,60.0,0,0.0,0.0,0,0,1,0,1,/en/players/c840baa2/matchlogs/2019-2020/passing/Andrea-Ghezzi-Match-Logs
227,Paolo Ghiglione,it,DF,Genoa,22,1997,19.1,643,900,71.4,11937,5307,643,900,71.4,643,900,71.4,643,900,71.4,5,2.0,+3.0,22,51,34,24,129,/en/players/71dc23da/matchlogs/2019-2020/passing/Paolo-Ghiglione-Match-Logs
228,Andrea Ghion,it,"MF,FW",Sassuolo,19,2000,0.5,48,49,98.0,715,160,48,49,98.0,48,49,98.0,48,49,98.0,0,0.1,-0.1,3,2,0,0,4,/en/players/7f24b3eb/matchlogs/2019-2020/passing/Andrea-Ghion-Match-Logs
229,Faouzi Ghoulam,dz,DF,Napoli,28,1991,4.2,240,300,80.0,4163,1361,240,300,80.0,240,300,80.0,240,300,80.0,1,1.0,0.0,8,13,5,3,31,/en/players/c5adc293/matchlogs/2019-2020/passing/Faouzi-Ghoulam-Match-Logs
230,Diego Godín,uy,DF,Inter,33,1986,18.1,936,1091,85.8,19451,6300,936,1091,85.8,936,1091,85.8,936,1091,85.8,1,0.9,+0.1,10,94,11,3,73,/en/players/fc4f85b1/matchlogs/2019-2020/passing/Diego-Godin-Match-Logs
231,Edoardo Goldaniga,it,DF,Genoa,25,1993,8.7,325,425,76.5,7503,3296,325,425,76.5,325,425,76.5,325,425,76.5,0,0.2,-0.2,4,39,8,3,44,/en/players/4b029b31/matchlogs/2019-2020/passing/Edoardo-Goldaniga-Match-Logs
232,Pierluigi Gollini,it,GK,Atalanta,24,1995,32.0,725,968,74.9,23656,13941,725,968,74.9,725,968,74.9,725,968,74.9,0,0.0,0.0,0,13,0,0,0,/en/players/f0f7f62f/matchlogs/2019-2020/passing/Pierluigi-Gollini-Match-Logs
233,Papu Gómez,ar,"MF,FW",Atalanta,31,1988,31.6,1598,2012,79.4,29823,8828,1598,2012,79.4,1598,2012,79.4,1598,2012,79.4,16,10.3,+5.7,106,149,105,23,307,/en/players/6e4df551/matchlogs/2019-2020/passing/Papu-Gomez-Match-Logs
234,Robin Gosens,de,DF,Atalanta,25,1994,29.1,1179,1503,78.4,19069,7355,1179,1503,78.4,1179,1503,78.4,1179,1503,78.4,7,3.4,+3.6,36,78,47,15,193,/en/players/2d970560/matchlogs/2019-2020/passing/Robin-Gosens-Match-Logs
235,Alberto Grassi,it,MF,Parma,24,1995,7.1,217,256,84.8,3814,1087,217,256,84.8,217,256,84.8,217,256,84.8,1,0.2,+0.8,5,21,4,1,16,/en/players/6cc97b6a/matchlogs/2019-2020/passing/Alberto-Grassi-Match-Logs
236,Sinan Gümüş,tr,FW,Genoa,25,1994,1.1,28,32,87.5,359,31,28,32,87.5,28,32,87.5,28,32,87.5,0,0.0,0.0,0,1,0,0,0,/en/players/ac1f056e/matchlogs/2019-2020/passing/Sinan-Gumus-Match-Logs
237,Koray Günter,de,DF,Hellas Verona,24,1994,30.4,1184,1362,86.9,25410,8320,1184,1362,86.9,1184,1362,86.9,1184,1362,86.9,0,0.2,-0.2,1,63,4,1,89,/en/players/f1f1f238/matchlogs/2019-2020/passing/Koray-Gunter-Match-Logs
238,Samir Handanović,si,GK,Inter,35,1984,35.0,966,1114,86.7,24653,12990,966,1114,86.7,966,1114,86.7,966,1114,86.7,0,0.3,-0.3,2,5,0,0,0,/en/players/74419746/matchlogs/2019-2020/passing/Samir-Handanovic-Match-Logs
239,Lukáš Haraslín,sk,FW,Sassuolo,23,1996,4.3,97,131,74.0,1543,303,97,131,74.0,97,131,74.0,97,131,74.0,0,0.4,-0.4,2,5,3,1,9,/en/players/5c397195/matchlogs/2019-2020/passing/Lukas-Haraslin-Match-Logs
240,Hans Hateboer,nl,DF,Atalanta,25,1994,26.2,1219,1438,84.8,18263,6090,1219,1438,84.8,1219,1438,84.8,1219,1438,84.8,4,3.6,+0.4,43,52,30,22,152,/en/players/3b333ac3/matchlogs/2019-2020/passing/Hans-Hateboer-Match-Logs
241,Liam Henderson,sco,MF,Hellas Verona,23,1996,2.2,43,65,66.2,705,278,43,65,66.2,43,65,66.2,43,65,66.2,0,0.3,-0.3,2,7,5,1,7,/en/players/d7918b13/matchlogs/2019-2020/passing/Liam-Henderson-Match-Logs
242,Dalbert Henrique,br,DF,Fiorentina,25,1993,27.6,972,1290,75.3,18219,7340,972,1290,75.3,972,1290,75.3,972,1290,75.3,5,3.7,+1.3,37,76,41,26,210,/en/players/f45f9427/matchlogs/2019-2020/passing/Dalbert-Henrique-Match-Logs
243,Theo Hernández,fr,DF,Milan,21,1997,31.3,1684,2020,83.4,28696,9321,1684,2020,83.4,1684,2020,83.4,1684,2020,83.4,3,4.8,-1.8,40,106,40,14,211,/en/players/d4c9725f/matchlogs/2019-2020/passing/Theo-Hernandez-Match-Logs
244,Hernani,br,MF,Parma,25,1994,26.9,782,1043,75.0,17157,4969,782,1043,75.0,782,1043,75.0,782,1043,75.0,4,1.8,+2.2,27,82,17,4,132,/en/players/6f5ead86/matchlogs/2019-2020/passing/Hernani-Match-Logs
245,Gonzalo Higuaín,ar,FW,Juventus,31,1987,20.7,539,647,83.3,9845,1249,539,647,83.3,539,647,83.3,539,647,83.3,4,4.3,-0.3,38,38,19,1,49,/en/players/8a08491a/matchlogs/2019-2020/passing/Gonzalo-Higuain-Match-Logs
246,Krisztofer Horváth,hu,"FW,DF",SPAL,17,2002,0.5,12,16,75.0,227,44,12,16,75.0,12,16,75.0,12,16,75.0,0,0.0,0.0,1,2,0,0,2,/en/players/4ce8f4a3/matchlogs/2019-2020/passing/Krisztofer-Horvath-Match-Logs
247,Elseid Hysaj,al,DF,Napoli,25,1994,16.5,1098,1299,84.5,18329,6483,1098,1299,84.5,1098,1299,84.5,1098,1299,84.5,2,1.4,+0.6,20,84,19,7,122,/en/players/2f3452eb/matchlogs/2019-2020/passing/Elseid-Hysaj-Match-Logs
248,Simone Iacoponi,it,DF,Parma,32,1987,33.9,1171,1374,85.2,30136,9058,1171,1374,85.2,1171,1374,85.2,1171,1374,85.2,0,0.3,-0.3,3,62,1,0,70,/en/players/63071a3f/matchlogs/2019-2020/passing/Simone-Iacoponi-Match-Logs
249,Roger Ibanez,br,DF,Roma,20,1998,6.8,295,326,90.5,6090,2188,295,326,90.5,295,326,90.5,295,326,90.5,0,0.0,0.0,2,20,0,0,13,/en/players/82efe6fa/matchlogs/2019-2020/passing/Roger-Ibanez-Match-Logs
250,Zlatan Ibrahimović,se,FW,Milan,37,1981,15.1,435,623,69.8,6778,1737,435,623,69.8,435,623,69.8,435,623,69.8,5,3.4,+1.6,28,36,28,5,61,/en/players/4cde5509/matchlogs/2019-2020/passing/Zlatan-Ibrahimovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Igor,br,DF,Fiorentina,21,1998,6.8,302,342,88.3,5922,2046,302,342,88.3,302,342,88.3,302,342,88.3,0,0.0,0.0,1,22,3,1,41,/en/players/a4e85758/matchlogs/2019-2020/passing/Igor-Match-Logs
252,Igor,br,DF,SPAL,21,1998,14.9,560,667,84.0,11256,3909,560,667,84.0,560,667,84.0,560,667,84.0,1,0.9,+0.1,7,46,4,0,51,/en/players/a4e85758/matchlogs/2019-2020/passing/Igor-Match-Logs
253,Josip Iličić,si,FW,Atalanta,31,1988,18.5,773,964,80.2,13734,3922,773,964,80.2,773,964,80.2,773,964,80.2,5,6.8,-1.8,58,64,61,4,136,/en/players/68252d6d/matchlogs/2019-2020/passing/Josip-Ilicic-Match-Logs
254,Giannelli Imbula,cd,MF,Lecce,26,1992,1.4,57,66,86.4,988,173,57,66,86.4,57,66,86.4,57,66,86.4,0,0.0,0.0,0,1,0,0,2,/en/players/b86fe156/matchlogs/2019-2020/passing/Giannelli-Imbula-Match-Logs
255,Ciro Immobile,it,FW,Lazio,29,1990,35.2,715,929,77.0,10806,2221,715,929,77.0,715,929,77.0,715,929,77.0,9,6.5,+2.5,54,49,37,2,77,/en/players/4431aed2/matchlogs/2019-2020/passing/Ciro-Immobile-Match-Logs
256,Roberto Inglese,it,FW,Parma,27,1991,8.5,102,153,66.7,1647,230,102,153,66.7,102,153,66.7,102,153,66.7,0,0.3,-0.3,5,5,1,0,4,/en/players/6c1f7328/matchlogs/2019-2020/passing/Roberto-Inglese-Match-Logs
257,Lorenzo Insigne,it,"FW,MF",Napoli,28,1991,31.2,1450,1784,81.3,24253,5561,1450,1784,81.3,1450,1784,81.3,1450,1784,81.3,6,7.1,-1.1,84,86,59,9,175,/en/players/2f557579/matchlogs/2019-2020/passing/Lorenzo-Insigne-Match-Logs
258,Artur Ioniță,md,MF,Cagliari,28,1990,21.1,599,708,84.6,9568,2320,599,708,84.6,599,708,84.6,599,708,84.6,2,0.7,+1.3,18,38,6,2,46,/en/players/cedb3e36/matchlogs/2019-2020/passing/Artur-Ionita-Match-Logs
259,Jakub Iskra,pl,DF,SPAL,16,2002,0.9,43,50,86.0,747,274,43,50,86.0,43,50,86.0,43,50,86.0,0,0.0,0.0,0,3,1,1,5,/en/players/103b7264/matchlogs/2019-2020/passing/Jakub-Iskra-Match-Logs
260,Armando Izzo,it,DF,Torino,27,1992,29.8,1102,1376,80.1,23159,7799,1102,1376,80.1,1102,1376,80.1,1102,1376,80.1,0,1.0,-1.0,15,73,17,7,89,/en/players/89976232/matchlogs/2019-2020/passing/Armando-Izzo-Match-Logs
261,Filip Jagiełło,pl,MF,Genoa,21,1997,6.1,268,314,85.4,4600,1018,268,314,85.4,268,314,85.4,268,314,85.4,2,0.8,+1.2,12,26,6,2,23,/en/players/4cdcbc14/matchlogs/2019-2020/passing/Filip-Jagiello-Match-Logs
262,Mato Jajalo,ba,MF,Udinese,31,1988,18.3,842,1028,81.9,16122,4255,842,1028,81.9,842,1028,81.9,842,1028,81.9,0,0.6,-0.6,12,82,9,2,85,/en/players/8c65eb5f/matchlogs/2019-2020/passing/Mato-Jajalo-Match-Logs
263,Marko Janković,me,"MF,DF",SPAL,24,1995,1.3,45,59,76.3,670,139,45,59,76.3,45,59,76.3,45,59,76.3,0,0.3,-0.3,1,4,1,1,6,/en/players/9866afec/matchlogs/2019-2020/passing/Marko-Jankovic-Match-Logs
264,Jakub Jankto,cz,MF,Sampdoria,23,1996,23.3,551,775,71.1,9437,2802,551,775,71.1,551,775,71.1,551,775,71.1,4,4.6,-0.6,45,36,28,11,75,/en/players/1ea5f91c/matchlogs/2019-2020/passing/Jakub-Jankto-Match-Logs
265,Juan Jesus,br,DF,Roma,28,1991,1.5,66,74,89.2,1249,492,66,74,89.2,66,74,89.2,66,74,89.2,0,0.0,0.0,0,1,0,0,1,/en/players/79083382/matchlogs/2019-2020/passing/Juan-Jesus-Match-Logs
266,Jony,es,DF,Lazio,28,1991,13.1,441,640,68.9,9161,3090,441,640,68.9,441,640,68.9,441,640,68.9,1,1.1,-0.1,17,19,26,19,69,/en/players/244f57b9/matchlogs/2019-2020/passing/Jony-Match-Logs
267,Jesse Joronen,fi,GK,Brescia,26,1993,29.0,573,849,67.5,18122,10918,573,849,67.5,573,849,67.5,573,849,67.5,0,0.1,-0.1,1,9,0,0,0,/en/players/7f66ea09/matchlogs/2019-2020/passing/Jesse-Joronen-Match-Logs
268,Hamed Junior Traorè,ci,"MF,FW",Sassuolo,19,2000,17.4,631,813,77.6,10355,2841,631,813,77.6,631,813,77.6,631,813,77.6,1,2.2,-1.2,30,54,26,1,88,/en/players/570bb4b9/matchlogs/2019-2020/passing/Hamed-Junior-Traore-Match-Logs
269,Musa Juwara,gm,"FW,MF",Bologna,17,2001,1.7,51,80,63.8,831,296,51,80,63.8,51,80,63.8,51,80,63.8,0,0.1,-0.1,4,5,4,0,12,/en/players/7737dee2/matchlogs/2019-2020/passing/Musa-Juwara-Match-Logs
270,Nikola Kalinić,hr,FW,Roma,31,1988,6.3,103,135,76.3,1493,204,103,135,76.3,103,135,76.3,103,135,76.3,1,1.0,0.0,7,3,3,0,7,/en/players/d4931a5a/matchlogs/2019-2020/passing/Nikola-Kalinic-Match-Logs
271,Yann Karamoh,fr,"FW,MF",Parma,21,1998,6.4,107,149,71.8,1710,365,107,149,71.8,107,149,71.8,107,149,71.8,1,0.9,+0.1,10,5,3,0,14,/en/players/8b66d9cc/matchlogs/2019-2020/passing/Yann-Karamoh-Match-Logs
272,Franck Kessié,ci,MF,Milan,22,1996,32.3,1532,1719,89.1,28066,6545,1532,1719,89.1,1532,1719,89.1,1532,1719,89.1,1,2.4,-1.4,31,142,30,4,138,/en/players/05e19d6a/matchlogs/2019-2020/passing/Franck-Kessie-Match-Logs
273,Sami Khedira,de,MF,Juventus,32,1987,7.6,275,330,83.3,4351,932,275,330,83.3,275,330,83.3,275,330,83.3,1,0.5,+0.5,7,17,8,2,21,/en/players/38ac43d3/matchlogs/2019-2020/passing/Sami-Khedira-Match-Logs
274,Giorgos Kiriakopoulos,gr,DF,Sassuolo,23,1996,18.3,961,1138,84.4,16059,6302,961,1138,84.4,961,1138,84.4,961,1138,84.4,1,0.5,+0.5,8,56,16,4,102,/en/players/0a483542/matchlogs/2019-2020/passing/Giorgos-Kiriakopoulos-Match-Logs
275,Simon Kjær,dk,DF,Atalanta,30,1989,3.2,131,143,91.6,2913,690,131,143,91.6,131,143,91.6,131,143,91.6,0,0.0,0.0,0,3,0,0,3,/en/players/8b8a56ce/matchlogs/2019-2020/passing/Simon-Kjaer-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Simon Kjær,dk,DF,Milan,30,1989,13.8,609,685,88.9,13499,4769,609,685,88.9,609,685,88.9,609,685,88.9,0,0.0,0.0,0,32,1,0,37,/en/players/8b8a56ce/matchlogs/2019-2020/passing/Simon-Kjaer-Match-Logs
277,Ragnar Klavan,ee,DF,Cagliari,33,1985,26.2,1072,1183,90.6,23229,7345,1072,1183,90.6,1072,1183,90.6,1072,1183,90.6,0,0.6,-0.6,5,61,3,0,63,/en/players/008a6e6d/matchlogs/2019-2020/passing/Ragnar-Klavan-Match-Logs
278,Justin Kluivert,nl,FW,Roma,20,1999,16.8,394,483,81.6,6658,1328,394,483,81.6,394,483,81.6,394,483,81.6,1,1.1,-0.1,22,21,19,5,38,/en/players/4c3a6744/matchlogs/2019-2020/passing/Justin-Kluivert-Match-Logs
279,Aleksandar Kolarov,rs,DF,Roma,33,1985,30.4,1446,1836,78.8,29136,9514,1446,1836,78.8,1446,1836,78.8,1446,1836,78.8,3,4.9,-1.9,56,80,41,16,215,/en/players/eda40760/matchlogs/2019-2020/passing/Aleksandar-Kolarov-Match-Logs
280,Christian Kouamé,ci,FW,Genoa,21,1997,10.2,182,242,75.2,2749,497,182,242,75.2,182,242,75.2,182,242,75.2,2,1.0,+1.0,14,10,8,1,21,/en/players/58e933d2/matchlogs/2019-2020/passing/Christian-Kouame-Match-Logs
281,Christian Kouamé,ci,FW,Fiorentina,21,1997,3.3,75,104,72.1,1240,235,75,104,72.1,75,104,72.1,75,104,72.1,1,0.2,+0.8,5,6,2,1,10,/en/players/58e933d2/matchlogs/2019-2020/passing/Christian-Kouame-Match-Logs
282,Kalidou Koulibaly,sn,DF,Napoli,28,1991,23.4,1521,1651,92.1,31538,11604,1521,1651,92.1,1521,1651,92.1,1521,1651,92.1,0,0.5,-0.5,9,145,9,1,107,/en/players/da974c7b/matchlogs/2019-2020/passing/Kalidou-Koulibaly-Match-Logs
283,Ladislav Krejčí,cz,DF,Bologna,27,1992,11.7,533,647,82.4,9136,3790,533,647,82.4,533,647,82.4,533,647,82.4,0,0.5,-0.5,10,47,20,6,91,/en/players/58027adc/matchlogs/2019-2020/passing/Ladislav-Krejci-Match-Logs
284,Rade Krunić,ba,MF,Milan,25,1993,6.0,196,235,83.4,3105,937,196,235,83.4,196,235,83.4,196,235,83.4,1,1.0,0.0,9,10,6,1,29,/en/players/817c6964/matchlogs/2019-2020/passing/Rade-Krunic-Match-Logs
285,Juraj Kucka,sk,"MF,FW",Parma,32,1987,21.5,508,729,69.7,8909,2916,508,729,69.7,508,729,69.7,508,729,69.7,3,1.9,+1.1,19,40,11,2,60,/en/players/5aaef9ef/matchlogs/2019-2020/passing/Juraj-Kucka-Match-Logs
286,Dejan Kulusevski,se,"FW,MF",Parma,19,2000,32.6,905,1157,78.2,14342,4083,905,1157,78.2,905,1157,78.2,905,1157,78.2,8,9.0,-1.0,76,67,48,9,140,/en/players/df3cda47/matchlogs/2019-2020/passing/Dejan-Kulusevski-Match-Logs
287,Marash Kumbulla,al,DF,Hellas Verona,19,2000,21.7,771,920,83.8,15790,5169,771,920,83.8,771,920,83.8,771,920,83.8,0,0.1,-0.1,2,45,2,0,47,/en/players/a40819d9/matchlogs/2019-2020/passing/Marash-Kumbulla-Match-Logs
288,Jasmin Kurtić,si,MF,SPAL,30,1989,15.7,513,679,75.6,9451,2614,513,679,75.6,513,679,75.6,513,679,75.6,0,2.1,-2.1,24,49,26,13,86,/en/players/144607cc/matchlogs/2019-2020/passing/Jasmin-Kurtic-Match-Logs
289,Jasmin Kurtić,si,"MF,FW",Parma,30,1989,18.5,681,810,84.1,13388,3494,681,810,84.1,681,810,84.1,681,810,84.1,1,1.7,-0.7,23,50,19,8,88,/en/players/144607cc/matchlogs/2019-2020/passing/Jasmin-Kurtic-Match-Logs
290,Antonino La Gumina,it,FW,Sampdoria,23,1996,2.1,27,31,87.1,324,6,27,31,87.1,27,31,87.1,27,31,87.1,0,0.2,-0.2,2,0,0,0,0,/en/players/822a7761/matchlogs/2019-2020/passing/Antonino-La-Gumina-Match-Logs
291,Andrea La Mantia,it,FW,Lecce,28,1991,6.1,80,111,72.1,1142,192,80,111,72.1,80,111,72.1,80,111,72.1,0,0.2,-0.2,4,5,0,0,6,/en/players/c375dfa5/matchlogs/2019-2020/passing/Andrea-La-Mantia-Match-Logs
292,Riccardo Ladinetti,it,MF,Cagliari,18,2000,1.4,59,78,75.6,1056,294,59,78,75.6,59,78,75.6,59,78,75.6,0,0.1,-0.1,3,8,0,0,5,/en/players/ff4296df/matchlogs/2019-2020/passing/Riccardo-Ladinetti-Match-Logs
293,Gianluca Lapadula,it,FW,Lecce,29,1990,19.8,259,333,77.8,3908,497,259,333,77.8,259,333,77.8,259,333,77.8,0,2.1,-2.1,23,11,6,0,16,/en/players/2ead2809/matchlogs/2019-2020/passing/Gianluca-Lapadula-Match-Logs
294,Danilo Larangeira,br,DF,Bologna,35,1984,29.3,985,1246,79.1,23717,8824,985,1246,79.1,985,1246,79.1,985,1246,79.1,0,0.2,-0.2,5,78,10,1,89,/en/players/fed5f993/matchlogs/2019-2020/passing/Danilo-Larangeira-Match-Logs
295,Kevin Lasagna,it,FW,Udinese,26,1992,28.5,339,489,69.3,4889,722,339,489,69.3,339,489,69.3,339,489,69.3,1,2.4,-1.4,20,14,16,3,29,/en/players/09538fdb/matchlogs/2019-2020/passing/Kevin-Lasagna-Match-Logs
296,Vincent Laurini,fr,DF,Parma,30,1989,9.8,432,535,80.7,8259,3452,432,535,80.7,432,535,80.7,432,535,80.7,2,1.1,+0.9,9,35,9,5,76,/en/players/3535098b/matchlogs/2019-2020/passing/Vincent-Laurini-Match-Logs
297,Diego Laxalt,uy,"DF,MF",Torino,26,1993,6.6,214,297,72.1,3424,1197,214,297,72.1,214,297,72.1,214,297,72.1,1,0.5,+0.5,6,11,4,2,29,/en/players/f26e3c59/matchlogs/2019-2020/passing/Diego-Laxalt-Match-Logs
298,Diego Laxalt,uy,DF,Milan,26,1993,1.9,95,119,79.8,1799,627,95,119,79.8,95,119,79.8,95,119,79.8,0,0.1,-0.1,1,5,4,4,20,/en/players/f26e3c59/matchlogs/2019-2020/passing/Diego-Laxalt-Match-Logs
299,Valentino Lazaro,at,"DF,MF",Inter,23,1996,3.6,152,200,76.0,2727,992,152,200,76.0,152,200,76.0,152,200,76.0,1,1.2,-0.2,9,6,9,5,23,/en/players/016ff750/matchlogs/2019-2020/passing/Valentino-Lazaro-Match-Logs
300,Darko Lazović,rs,DF,Hellas Verona,28,1990,36.0,1253,1673,74.9,20547,8574,1253,1673,74.9,1253,1673,74.9,1253,1673,74.9,7,8.1,-1.1,53,66,78,20,278,/en/players/5128bde4/matchlogs/2019-2020/passing/Darko-Lazovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Manuel Lazzari,it,DF,Lazio,25,1993,28.3,845,1067,79.2,13717,3044,845,1067,79.2,845,1067,79.2,845,1067,79.2,3,3.5,-0.5,38,11,43,22,77,/en/players/02caf6e0/matchlogs/2019-2020/passing/Manuel-Lazzari-Match-Logs
302,Rafael Leão,pt,FW,Milan,20,1999,15.6,362,476,76.1,5996,1225,362,476,76.1,362,476,76.1,362,476,76.1,1,3.0,-2.0,30,11,24,9,43,/en/players/20730eae/matchlogs/2019-2020/passing/Rafael-Leao-Match-Logs
