Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
211,Sergio Floccari,it,FW,SPAL,37,1981,10.5,261,238,23,3,0,67,10,16,0,0,0,0,172,41,48,58,171,7,0,5,206,0,0,4,11,/en/players/df301450/matchlogs/2019-2020/passing_types/Sergio-Floccari-Match-Logs
212,Alessandro Florenzi,it,"DF,FW",Roma,28,1991,11.1,675,595,80,9,2,96,24,29,0,0,0,0,379,130,166,28,550,16,71,1,552,1,0,10,22,/en/players/e288d4b3/matchlogs/2019-2020/passing_types/Alessandro-Florenzi-Match-Logs
213,Seko Fofana,ci,MF,Udinese,24,1995,25.0,1078,1068,10,1,8,169,37,22,1,1,0,0,839,137,102,201,838,20,8,7,944,2,0,13,28,/en/players/5313ed43/matchlogs/2019-2020/passing_types/Seko-Fofana-Match-Logs
214,Gianluca Frabotta,it,DF,Juventus,20,1999,1.0,61,56,5,0,1,6,0,3,1,0,0,1,42,7,12,49,5,2,4,0,53,0,0,0,1,/en/players/d80b1835/matchlogs/2019-2020/passing_types/Gianluca-Frabotta-Match-Logs
215,Remo Freuler,ch,MF,Atalanta,27,1992,26.0,1666,1568,98,74,4,199,24,31,3,0,0,0,1360,158,148,289,1295,45,21,4,1467,0,0,18,32,/en/players/98d2c2c4/matchlogs/2019-2020/passing_types/Remo-Freuler-Match-Logs
216,Daniel Fuzato,br,GK,Roma,22,1997,1.0,44,33,11,1,0,2,1,0,0,0,0,0,23,2,19,4,36,0,0,4,30,0,0,0,0,/en/players/82328faf/matchlogs/2019-2020/passing_types/Daniel-Fuzato-Match-Logs
217,Matteo Gabbia,it,DF,Milan,19,1999,7.6,433,423,10,9,0,39,11,0,0,0,0,0,324,36,73,75,323,17,1,1,386,1,0,1,6,/en/players/c235e803/matchlogs/2019-2020/passing_types/Matteo-Gabbia-Match-Logs
218,Manolo Gabbiadini,it,FW,Sampdoria,27,1991,22.6,581,502,79,15,2,152,23,70,39,15,16,1,302,148,131,458,57,32,1,15,377,3,16,13,32,/en/players/8f866fe8/matchlogs/2019-2020/passing_types/Manolo-Gabbiadini-Match-Logs
219,Gabriel,br,GK,Lecce,26,1992,33.3,979,561,418,92,0,71,17,0,0,0,0,0,555,68,356,119,624,1,0,195,751,5,0,6,3,/en/players/f93ed0df/matchlogs/2019-2020/passing_types/Gabriel-Match-Logs
220,Luca Gagliano,it,FW,Cagliari,19,2000,0.6,12,10,2,0,0,2,2,0,0,0,0,0,4,4,4,6,3,0,1,0,9,0,0,0,0,/en/players/1d00a56c/matchlogs/2019-2020/passing_types/Luca-Gagliano-Match-Logs
221,Roberto Gagliardini,it,MF,Inter,25,1994,20.0,938,917,21,14,2,163,31,11,1,0,0,0,664,138,136,91,784,37,6,5,799,1,0,16,21,/en/players/ce30bfc8/matchlogs/2019-2020/passing_types/Roberto-Gagliardini-Match-Logs
222,Riccardo Gagliolo,se,DF,Parma,29,1990,28.9,1357,1131,226,25,1,137,33,52,1,1,0,0,706,234,417,848,243,50,200,4,1020,4,0,29,38,/en/players/173061c0/matchlogs/2019-2020/passing_types/Riccardo-Gagliolo-Match-Logs
223,Daniele Gastaldello,it,DF,Brescia,36,1983,4.3,145,132,13,12,0,5,4,3,0,0,0,0,100,14,31,40,93,8,1,1,123,0,0,0,2,/en/players/13f89eaa/matchlogs/2019-2020/passing_types/Daniele-Gastaldello-Match-Logs
224,Gervinho,ci,FW,Parma,32,1987,25.2,512,495,17,0,3,108,3,13,3,0,0,0,405,78,29,107,392,2,5,5,402,3,0,18,21,/en/players/e468c053/matchlogs/2019-2020/passing_types/Gervinho-Match-Logs
225,Rachid Ghezzal,dz,"MF,FW",Fiorentina,27,1992,9.2,495,465,30,10,2,83,26,31,13,1,10,1,350,72,73,398,63,21,5,4,406,1,10,8,7,/en/players/dc3a9a0d/matchlogs/2019-2020/passing_types/Rachid-Ghezzal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Andrea Ghezzi,it,"MF,FW",Brescia,,,0.4,10,9,1,1,0,2,0,0,0,0,0,0,4,3,3,4,6,0,0,0,6,0,0,1,0,/en/players/c840baa2/matchlogs/2019-2020/passing_types/Andrea-Ghezzi-Match-Logs
227,Paolo Ghiglione,it,DF,Genoa,22,1997,19.1,900,755,145,15,0,131,29,113,0,0,0,0,452,203,245,55,691,17,130,1,643,2,0,13,55,/en/players/71dc23da/matchlogs/2019-2020/passing_types/Paolo-Ghiglione-Match-Logs
228,Andrea Ghion,it,"MF,FW",Sassuolo,19,2000,0.5,49,47,2,1,0,1,1,0,0,0,0,0,44,4,1,6,42,1,0,0,48,0,0,0,0,/en/players/7f24b3eb/matchlogs/2019-2020/passing_types/Andrea-Ghion-Match-Logs
229,Faouzi Ghoulam,dz,DF,Napoli,28,1991,4.2,300,242,58,9,0,29,10,33,15,4,7,2,207,38,55,235,21,6,34,2,240,0,7,7,5,/en/players/c5adc293/matchlogs/2019-2020/passing_types/Faouzi-Ghoulam-Match-Logs
230,Diego Godín,uy,DF,Inter,33,1986,18.1,1091,1056,35,31,3,129,22,10,0,0,0,0,780,130,181,192,831,32,4,3,936,6,0,14,22,/en/players/fc4f85b1/matchlogs/2019-2020/passing_types/Diego-Godin-Match-Logs
231,Edoardo Goldaniga,it,DF,Genoa,25,1993,8.7,425,389,36,22,0,47,13,12,0,0,0,0,257,39,129,60,312,21,14,2,325,0,0,5,7,/en/players/4b029b31/matchlogs/2019-2020/passing_types/Edoardo-Goldaniga-Match-Logs
232,Pierluigi Gollini,it,GK,Atalanta,24,1995,32.0,968,690,278,68,0,103,29,0,0,0,0,0,485,78,405,58,696,2,0,172,725,1,0,4,0,/en/players/f0f7f62f/matchlogs/2019-2020/passing_types/Pierluigi-Gollini-Match-Logs
233,Papu Gómez,ar,"MF,FW",Atalanta,31,1988,31.6,2012,1778,234,63,11,293,88,231,134,44,63,14,1308,261,443,350,1565,43,33,19,1598,5,63,33,42,/en/players/6e4df551/matchlogs/2019-2020/passing_types/Papu-Gomez-Match-Logs
234,Robin Gosens,de,DF,Atalanta,25,1994,29.1,1503,1348,155,11,1,228,29,73,0,0,0,0,914,303,286,1139,137,51,144,1,1179,2,0,22,42,/en/players/2d970560/matchlogs/2019-2020/passing_types/Robin-Gosens-Match-Logs
235,Alberto Grassi,it,MF,Parma,24,1995,7.1,256,250,6,4,0,39,7,8,1,0,1,0,176,42,38,39,196,15,1,0,217,0,1,2,6,/en/players/6cc97b6a/matchlogs/2019-2020/passing_types/Alberto-Grassi-Match-Logs
236,Sinan Gümüş,tr,FW,Genoa,25,1994,1.1,32,30,2,0,0,8,1,1,0,0,0,0,26,4,2,26,3,0,1,2,28,0,0,0,3,/en/players/ac1f056e/matchlogs/2019-2020/passing_types/Sinan-Gumus-Match-Logs
237,Koray Günter,de,DF,Hellas Verona,24,1994,30.4,1362,1307,55,48,1,199,36,2,0,0,0,0,928,197,237,193,995,115,7,5,1184,3,0,5,8,/en/players/f1f1f238/matchlogs/2019-2020/passing_types/Koray-Gunter-Match-Logs
238,Samir Handanović,si,GK,Inter,35,1984,35.0,1114,794,320,56,0,101,31,0,0,0,0,0,745,91,278,124,792,0,0,190,966,4,0,5,3,/en/players/74419746/matchlogs/2019-2020/passing_types/Samir-Handanovic-Match-Logs
239,Lukáš Haraslín,sk,FW,Sassuolo,23,1996,4.3,131,115,16,2,1,21,7,16,12,10,0,1,93,19,19,16,108,2,2,1,97,0,0,2,8,/en/players/5c397195/matchlogs/2019-2020/passing_types/Lukas-Haraslin-Match-Logs
240,Hans Hateboer,nl,DF,Atalanta,25,1994,26.2,1438,1228,210,16,0,184,15,75,2,1,1,0,996,241,201,214,964,42,192,2,1219,3,1,21,51,/en/players/3b333ac3/matchlogs/2019-2020/passing_types/Hans-Hateboer-Match-Logs
241,Liam Henderson,sco,MF,Hellas Verona,23,1996,2.2,65,61,4,3,0,8,1,2,0,0,0,0,37,12,16,17,44,2,0,0,43,0,0,4,4,/en/players/d7918b13/matchlogs/2019-2020/passing_types/Liam-Henderson-Match-Logs
242,Dalbert Henrique,br,DF,Fiorentina,25,1993,27.6,1290,1068,222,32,1,178,48,140,4,1,1,0,698,250,342,936,109,35,186,6,972,1,1,19,61,/en/players/f45f9427/matchlogs/2019-2020/passing_types/Dalbert-Henrique-Match-Logs
243,Theo Hernández,fr,DF,Milan,21,1997,31.3,2020,1700,320,44,1,279,42,84,2,0,0,0,1296,404,320,1580,87,44,274,4,1684,1,0,33,76,/en/players/d4c9725f/matchlogs/2019-2020/passing_types/Theo-Hernandez-Match-Logs
244,Hernani,br,MF,Parma,25,1994,26.9,1043,930,113,56,1,177,79,103,52,23,14,7,631,146,266,129,837,45,5,4,782,5,14,20,33,/en/players/6f5ead86/matchlogs/2019-2020/passing_types/Hernani-Match-Logs
245,Gonzalo Higuaín,ar,FW,Juventus,31,1987,20.7,647,614,33,0,3,131,23,12,0,0,0,0,429,133,85,81,550,8,1,6,539,0,0,13,21,/en/players/8a08491a/matchlogs/2019-2020/passing_types/Gonzalo-Higuain-Match-Logs
246,Krisztofer Horváth,hu,"FW,DF",SPAL,17,2002,0.5,16,12,4,0,0,8,3,2,2,1,0,0,11,1,4,2,14,0,0,0,12,0,0,0,1,/en/players/4ce8f4a3/matchlogs/2019-2020/passing_types/Krisztofer-Horvath-Match-Logs
247,Elseid Hysaj,al,DF,Napoli,25,1994,16.5,1299,1145,154,41,0,162,33,39,1,0,1,0,894,195,210,297,862,22,112,0,1098,1,1,18,37,/en/players/2f3452eb/matchlogs/2019-2020/passing_types/Elseid-Hysaj-Match-Logs
248,Simone Iacoponi,it,DF,Parma,32,1987,33.9,1374,1270,104,79,1,167,74,1,0,0,0,0,901,149,324,91,1189,42,22,4,1171,4,0,4,20,/en/players/63071a3f/matchlogs/2019-2020/passing_types/Simone-Iacoponi-Match-Logs
249,Roger Ibanez,br,DF,Roma,20,1998,6.8,326,315,11,8,0,44,11,0,0,0,0,0,258,28,40,62,244,8,1,2,295,0,0,3,4,/en/players/82efe6fa/matchlogs/2019-2020/passing_types/Roger-Ibanez-Match-Logs
250,Zlatan Ibrahimović,se,FW,Milan,37,1981,15.1,623,598,25,4,3,166,15,14,1,0,0,0,327,195,101,61,442,40,1,19,435,5,0,22,25,/en/players/4cde5509/matchlogs/2019-2020/passing_types/Zlatan-Ibrahimovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Igor,br,DF,Fiorentina,21,1998,6.8,342,311,31,10,0,35,6,2,0,0,0,0,264,43,35,279,26,10,21,1,302,0,0,3,5,/en/players/a4e85758/matchlogs/2019-2020/passing_types/Igor-Match-Logs
252,Igor,br,DF,SPAL,21,1998,14.9,667,594,73,26,1,123,18,9,2,0,0,0,458,84,125,528,55,27,45,1,560,3,0,6,17,/en/players/a4e85758/matchlogs/2019-2020/passing_types/Igor-Match-Logs
253,Josip Iličić,si,FW,Atalanta,31,1988,18.5,964,880,84,29,12,228,48,58,37,5,21,3,668,155,141,783,159,7,7,6,773,2,21,16,40,/en/players/68252d6d/matchlogs/2019-2020/passing_types/Josip-Ilicic-Match-Logs
254,Giannelli Imbula,cd,MF,Lecce,26,1992,1.4,66,65,1,1,0,14,1,1,0,0,0,0,58,4,4,59,6,1,0,0,57,1,0,1,3,/en/players/b86fe156/matchlogs/2019-2020/passing_types/Giannelli-Imbula-Match-Logs
255,Ciro Immobile,it,FW,Lazio,29,1990,35.2,929,899,30,2,11,211,25,12,2,0,0,0,681,173,75,72,794,19,7,23,715,5,0,23,58,/en/players/4431aed2/matchlogs/2019-2020/passing_types/Ciro-Immobile-Match-Logs
256,Roberto Inglese,it,FW,Parma,27,1991,8.5,153,139,14,0,0,42,7,4,0,0,0,0,91,30,32,26,108,7,0,4,102,2,0,5,6,/en/players/6c1f7328/matchlogs/2019-2020/passing_types/Roberto-Inglese-Match-Logs
257,Lorenzo Insigne,it,"FW,MF",Napoli,28,1991,31.2,1784,1657,127,45,11,319,60,118,49,21,12,5,1266,258,260,109,1607,30,25,9,1450,5,12,28,50,/en/players/2f557579/matchlogs/2019-2020/passing_types/Lorenzo-Insigne-Match-Logs
258,Artur Ioniță,md,MF,Cagliari,28,1990,21.1,708,678,30,17,0,142,9,22,1,1,0,0,491,96,121,132,478,45,11,11,599,1,0,7,11,/en/players/cedb3e36/matchlogs/2019-2020/passing_types/Artur-Ionita-Match-Logs
259,Jakub Iskra,pl,DF,SPAL,16,2002,0.9,50,47,3,0,0,4,0,2,0,0,0,0,34,7,9,2,41,3,3,1,43,0,0,1,1,/en/players/103b7264/matchlogs/2019-2020/passing_types/Jakub-Iskra-Match-Logs
260,Armando Izzo,it,DF,Torino,27,1992,29.8,1376,1302,74,63,0,172,42,15,0,0,0,0,862,134,380,304,956,76,11,4,1102,5,0,22,19,/en/players/89976232/matchlogs/2019-2020/passing_types/Armando-Izzo-Match-Logs
261,Filip Jagiełło,pl,MF,Genoa,21,1997,6.1,314,301,13,5,0,66,5,9,5,0,3,0,243,41,30,30,264,12,3,1,268,0,3,5,14,/en/players/4cdcbc14/matchlogs/2019-2020/passing_types/Filip-Jagiello-Match-Logs
262,Mato Jajalo,ba,MF,Udinese,31,1988,18.3,1028,969,59,43,2,200,32,23,8,2,1,1,728,148,152,185,784,33,7,5,842,4,1,20,22,/en/players/8c65eb5f/matchlogs/2019-2020/passing_types/Mato-Jajalo-Match-Logs
263,Marko Janković,me,"MF,DF",SPAL,24,1995,1.3,59,55,4,2,0,13,0,10,1,1,0,0,38,10,11,48,8,1,1,1,45,0,0,0,4,/en/players/9866afec/matchlogs/2019-2020/passing_types/Marko-Jankovic-Match-Logs
264,Jakub Jankto,cz,MF,Sampdoria,23,1996,23.3,775,735,40,6,2,133,15,86,16,7,6,3,439,154,182,583,130,33,18,6,551,2,6,21,32,/en/players/1ea5f91c/matchlogs/2019-2020/passing_types/Jakub-Jankto-Match-Logs
265,Juan Jesus,br,DF,Roma,28,1991,1.5,74,70,4,4,0,9,0,0,0,0,0,0,62,4,8,67,7,0,0,0,66,0,0,0,2,/en/players/79083382/matchlogs/2019-2020/passing_types/Juan-Jesus-Match-Logs
266,Jony,es,DF,Lazio,28,1991,13.1,640,499,141,15,0,76,52,126,27,10,12,1,305,142,193,480,44,14,99,2,441,1,12,13,32,/en/players/244f57b9/matchlogs/2019-2020/passing_types/Jony-Match-Logs
267,Jesse Joronen,fi,GK,Brescia,26,1993,29.0,849,434,415,139,0,44,15,0,0,0,0,0,368,69,412,431,219,0,0,160,573,1,0,2,5,/en/players/7f66ea09/matchlogs/2019-2020/passing_types/Jesse-Joronen-Match-Logs
268,Hamed Junior Traorè,ci,"MF,FW",Sassuolo,19,2000,17.4,813,723,90,17,7,175,32,85,66,29,21,7,593,108,112,125,659,16,7,4,631,3,21,19,29,/en/players/570bb4b9/matchlogs/2019-2020/passing_types/Hamed-Junior-Traore-Match-Logs
269,Musa Juwara,gm,"FW,MF",Bologna,17,2001,1.7,80,76,4,1,0,12,2,12,0,0,0,0,45,21,14,62,12,3,3,0,51,0,0,1,8,/en/players/7737dee2/matchlogs/2019-2020/passing_types/Musa-Juwara-Match-Logs
270,Nikola Kalinić,hr,FW,Roma,31,1988,6.3,135,126,9,1,1,34,2,0,0,0,0,0,101,22,12,5,110,4,1,5,103,2,0,2,5,/en/players/d4931a5a/matchlogs/2019-2020/passing_types/Nikola-Kalinic-Match-Logs
271,Yann Karamoh,fr,"FW,MF",Parma,21,1998,6.4,149,147,2,0,0,38,1,8,0,0,0,0,108,18,23,21,126,2,0,0,107,0,0,5,5,/en/players/8b66d9cc/matchlogs/2019-2020/passing_types/Yann-Karamoh-Match-Logs
272,Franck Kessié,ci,MF,Milan,22,1996,32.3,1719,1686,33,20,3,216,37,13,0,0,0,0,1334,221,164,316,1334,44,11,6,1532,2,0,24,25,/en/players/05e19d6a/matchlogs/2019-2020/passing_types/Franck-Kessie-Match-Logs
273,Sami Khedira,de,MF,Juventus,32,1987,7.6,330,319,11,2,2,58,5,20,0,0,0,0,242,56,32,41,271,5,9,1,275,2,0,2,15,/en/players/38ac43d3/matchlogs/2019-2020/passing_types/Sami-Khedira-Match-Logs
274,Giorgos Kiriakopoulos,gr,DF,Sassuolo,23,1996,18.3,1138,957,181,23,0,148,10,51,5,1,0,2,758,205,175,848,104,21,153,1,961,1,0,14,30,/en/players/0a483542/matchlogs/2019-2020/passing_types/Giorgos-Kiriakopoulos-Match-Logs
275,Simon Kjær,dk,DF,Atalanta,30,1989,3.2,143,138,5,5,0,25,4,0,0,0,0,0,118,10,15,17,117,7,0,1,131,0,0,0,1,/en/players/8b8a56ce/matchlogs/2019-2020/passing_types/Simon-Kjaer-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Simon Kjær,dk,DF,Milan,30,1989,13.8,685,660,25,25,0,67,16,1,0,0,0,0,515,48,122,107,526,35,0,2,609,3,0,1,2,/en/players/8b8a56ce/matchlogs/2019-2020/passing_types/Simon-Kjaer-Match-Logs
277,Ragnar Klavan,ee,DF,Cagliari,33,1985,26.2,1183,1147,36,31,0,134,30,0,0,0,0,0,932,83,168,973,139,52,5,1,1072,1,0,9,7,/en/players/008a6e6d/matchlogs/2019-2020/passing_types/Ragnar-Klavan-Match-Logs
278,Justin Kluivert,nl,FW,Roma,20,1999,16.8,483,470,13,4,1,101,15,23,1,1,0,0,355,58,70,43,406,13,8,6,394,1,0,7,16,/en/players/4c3a6744/matchlogs/2019-2020/passing_types/Justin-Kluivert-Match-Logs
279,Aleksandar Kolarov,rs,DF,Roma,33,1985,30.4,1836,1516,320,71,3,199,82,185,70,15,49,3,1091,342,403,1423,143,59,179,2,1446,5,49,22,70,/en/players/eda40760/matchlogs/2019-2020/passing_types/Aleksandar-Kolarov-Match-Logs
280,Christian Kouamé,ci,FW,Genoa,21,1997,10.2,242,229,13,1,1,68,3,4,0,0,0,0,169,42,31,31,171,13,4,1,182,0,0,5,8,/en/players/58e933d2/matchlogs/2019-2020/passing_types/Christian-Kouame-Match-Logs
281,Christian Kouamé,ci,FW,Fiorentina,21,1997,3.3,104,98,6,2,0,27,5,1,0,0,0,0,67,24,13,19,72,2,2,3,75,0,0,0,6,/en/players/58e933d2/matchlogs/2019-2020/passing_types/Christian-Kouame-Match-Logs
282,Kalidou Koulibaly,sn,DF,Napoli,28,1991,23.4,1651,1582,69,47,1,186,49,4,0,0,0,0,1278,178,195,461,1101,37,9,21,1521,3,0,11,5,/en/players/da974c7b/matchlogs/2019-2020/passing_types/Kalidou-Koulibaly-Match-Logs
283,Ladislav Krejčí,cz,DF,Bologna,27,1992,11.7,647,537,110,14,0,102,7,14,0,0,0,0,419,130,98,457,77,10,96,2,533,5,0,13,18,/en/players/58027adc/matchlogs/2019-2020/passing_types/Ladislav-Krejci-Match-Logs
284,Rade Krunić,ba,MF,Milan,25,1993,6.0,235,232,3,1,0,52,2,0,0,0,0,0,165,40,30,27,182,15,2,0,196,0,0,4,8,/en/players/817c6964/matchlogs/2019-2020/passing_types/Rade-Krunic-Match-Logs
285,Juraj Kucka,sk,"MF,FW",Parma,32,1987,21.5,729,712,17,5,3,193,26,26,0,0,0,0,381,154,194,171,423,62,8,3,508,6,0,29,27,/en/players/5aaef9ef/matchlogs/2019-2020/passing_types/Juraj-Kucka-Match-Logs
286,Dejan Kulusevski,se,"FW,MF",Parma,19,2000,32.6,1157,1091,66,9,8,280,21,63,19,11,1,1,885,158,114,884,225,24,11,4,905,4,1,36,51,/en/players/df3cda47/matchlogs/2019-2020/passing_types/Dejan-Kulusevski-Match-Logs
287,Marash Kumbulla,al,DF,Hellas Verona,19,2000,21.7,920,892,28,21,0,138,17,1,0,0,0,0,663,106,151,172,667,36,7,2,771,6,0,13,16,/en/players/a40819d9/matchlogs/2019-2020/passing_types/Marash-Kumbulla-Match-Logs
288,Jasmin Kurtić,si,MF,SPAL,30,1989,15.7,679,645,34,18,2,144,36,82,9,4,5,0,409,116,154,107,499,43,7,5,513,2,5,8,23,/en/players/144607cc/matchlogs/2019-2020/passing_types/Jasmin-Kurtic-Match-Logs
289,Jasmin Kurtić,si,"MF,FW",Parma,30,1989,18.5,810,769,41,20,1,122,43,55,14,7,6,0,555,111,144,140,619,28,7,1,681,0,6,7,23,/en/players/144607cc/matchlogs/2019-2020/passing_types/Jasmin-Kurtic-Match-Logs
290,Antonino La Gumina,it,FW,Sampdoria,23,1996,2.1,31,28,3,0,0,10,0,0,0,0,0,0,23,3,5,3,24,1,0,0,27,0,0,0,1,/en/players/822a7761/matchlogs/2019-2020/passing_types/Antonino-La-Gumina-Match-Logs
291,Andrea La Mantia,it,FW,Lecce,28,1991,6.1,111,109,2,0,0,43,2,1,0,0,0,0,59,26,26,10,74,8,0,0,80,0,0,1,5,/en/players/c375dfa5/matchlogs/2019-2020/passing_types/Andrea-La-Mantia-Match-Logs
292,Riccardo Ladinetti,it,MF,Cagliari,18,2000,1.4,78,72,6,6,0,9,4,2,0,0,0,0,51,11,16,6,70,2,0,0,59,1,0,2,4,/en/players/ff4296df/matchlogs/2019-2020/passing_types/Riccardo-Ladinetti-Match-Logs
293,Gianluca Lapadula,it,FW,Lecce,29,1990,19.8,333,280,53,1,2,95,9,9,0,0,0,0,197,69,67,175,91,24,1,13,259,2,0,7,9,/en/players/2ead2809/matchlogs/2019-2020/passing_types/Gianluca-Lapadula-Match-Logs
294,Danilo Larangeira,br,DF,Bologna,35,1984,29.3,1246,1152,94,90,0,150,48,4,0,0,0,0,755,120,371,92,1037,72,4,4,985,5,0,14,12,/en/players/fed5f993/matchlogs/2019-2020/passing_types/Danilo-Larangeira-Match-Logs
295,Kevin Lasagna,it,FW,Udinese,26,1992,28.5,489,455,34,0,0,119,11,20,0,0,0,0,281,143,65,318,84,33,2,21,339,3,0,8,27,/en/players/09538fdb/matchlogs/2019-2020/passing_types/Kevin-Lasagna-Match-Logs
296,Vincent Laurini,fr,DF,Parma,30,1989,9.8,535,433,102,14,1,48,10,21,2,0,2,0,280,93,162,39,391,14,86,0,432,0,2,10,12,/en/players/3535098b/matchlogs/2019-2020/passing_types/Vincent-Laurini-Match-Logs
297,Diego Laxalt,uy,"DF,MF",Torino,26,1993,6.6,297,244,53,3,0,55,2,17,2,0,0,0,161,47,89,210,25,10,48,0,214,1,0,4,12,/en/players/f26e3c59/matchlogs/2019-2020/passing_types/Diego-Laxalt-Match-Logs
298,Diego Laxalt,uy,DF,Milan,26,1993,1.9,119,102,17,1,0,11,2,10,0,0,0,0,68,24,27,76,20,5,16,0,95,0,0,0,2,/en/players/f26e3c59/matchlogs/2019-2020/passing_types/Diego-Laxalt-Match-Logs
299,Valentino Lazaro,at,"DF,MF",Inter,23,1996,3.6,200,160,40,4,0,28,6,18,9,3,1,0,124,43,33,22,148,2,27,0,152,0,1,6,6,/en/players/016ff750/matchlogs/2019-2020/passing_types/Valentino-Lazaro-Match-Logs
300,Darko Lazović,rs,DF,Hellas Verona,28,1990,36.0,1673,1359,314,9,5,238,29,133,17,14,1,1,857,446,370,261,1052,56,288,8,1253,8,1,40,76,/en/players/5128bde4/matchlogs/2019-2020/passing_types/Darko-Lazovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Manuel Lazzari,it,DF,Lazio,25,1993,28.3,1067,897,170,16,2,143,25,135,0,0,0,0,660,228,179,109,777,25,154,0,845,0,0,21,47,/en/players/02caf6e0/matchlogs/2019-2020/passing_types/Manuel-Lazzari-Match-Logs
302,Rafael Leão,pt,FW,Milan,20,1999,15.6,476,467,9,0,2,110,15,37,0,0,0,0,309,91,76,68,357,21,2,7,362,1,0,14,18,/en/players/20730eae/matchlogs/2019-2020/passing_types/Rafael-Leao-Match-Logs
303,Lucas Leiva,br,MF,Lazio,32,1987,20.1,1135,1100,35,30,2,165,32,6,0,0,0,0,811,184,140,102,937,66,3,4,1002,3,0,22,16,/en/players/4c78b5ed/matchlogs/2019-2020/passing_types/Lucas-Leiva-Match-Logs
304,Lukas Lerager,dk,MF,Genoa,26,1993,15.4,600,589,11,6,1,153,6,11,1,0,0,0,414,93,93,57,466,44,4,5,494,1,0,3,20,/en/players/1b82f8df/matchlogs/2019-2020/passing_types/Lukas-Lerager-Match-Logs
305,Mehdi Léris,fr,"MF,FW",Sampdoria,21,1998,5.7,230,221,9,1,0,48,10,29,6,3,2,0,151,34,45,29,178,14,1,4,170,0,2,7,10,/en/players/7d3cbc67/matchlogs/2019-2020/passing_types/Mehdi-Leris-Match-Logs
306,Karlo Letica,hr,GK,SPAL,22,1997,10.0,319,189,130,37,0,25,7,0,0,0,0,0,138,14,167,28,223,0,0,53,202,2,0,2,0,/en/players/4a6914ff/matchlogs/2019-2020/passing_types/Karlo-Letica-Match-Logs
307,Matthijs de Ligt,nl,DF,Juventus,19,1999,27.2,1525,1487,38,35,1,158,52,2,0,0,0,0,1251,118,156,256,1166,58,3,6,1394,3,0,7,13,/en/players/d6e53a3a/matchlogs/2019-2020/passing_types/Matthijs-de-Ligt-Match-Logs
308,Anderson Lima,br,MF,Lazio,19,1999,0.7,30,26,4,1,0,2,1,2,2,1,1,0,22,4,4,7,22,1,0,0,25,0,1,1,0,/en/players/59be3a74/matchlogs/2019-2020/passing_types/Anderson-Lima-Match-Logs
309,Karol Linetty,pl,MF,Sampdoria,24,1995,22.4,765,740,25,8,0,178,26,32,11,3,2,0,512,126,127,255,461,30,5,1,595,1,2,22,28,/en/players/d023d70f/matchlogs/2019-2020/passing_types/Karol-Linetty-Match-Logs
310,Pol Lirola,es,DF,Fiorentina,21,1997,29.4,1311,1111,200,20,1,236,34,82,0,0,0,0,751,267,293,41,1041,37,180,5,979,3,0,22,53,/en/players/ff800ed8/matchlogs/2019-2020/passing_types/Pol-Lirola-Match-Logs
311,Fernando Llorente,es,FW,Napoli,34,1985,5.6,156,149,7,0,0,52,3,0,0,0,0,0,100,34,22,32,99,8,1,3,127,1,0,3,4,/en/players/82dbf623/matchlogs/2019-2020/passing_types/Fernando-Llorente-Match-Logs
312,Stanislav Lobotka,sk,MF,Napoli,24,1994,8.4,646,632,14,14,1,79,16,1,0,0,0,0,530,67,49,68,562,11,0,3,608,0,0,10,5,/en/players/e1cbb531/matchlogs/2019-2020/passing_types/Stanislav-Lobotka-Match-Logs
313,Manuel Locatelli,it,MF,Sassuolo,21,1998,28.7,2178,2069,109,81,10,300,84,63,24,11,10,2,1652,224,302,492,1617,38,4,5,1886,7,10,35,31,/en/players/a8a874f1/matchlogs/2019-2020/passing_types/Manuel-Locatelli-Match-Logs
314,Pau López,es,GK,Roma,24,1994,32.0,1056,769,287,79,0,127,22,0,0,0,0,0,607,79,370,625,234,1,0,179,831,6,0,11,3,/en/players/20b9f052/matchlogs/2019-2020/passing_types/Pau-Lopez-Match-Logs
315,Matteo Lovato,it,DF,Hellas Verona,19,2000,0.1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,/en/players/5fa57166/matchlogs/2019-2020/passing_types/Matteo-Lovato-Match-Logs
316,Hirving Lozano,mx,FW,Napoli,24,1995,11.4,352,341,11,0,0,97,8,42,4,0,4,0,243,64,45,20,315,8,3,0,270,1,4,8,22,/en/players/a69e4806/matchlogs/2019-2020/passing_types/Hirving-Lozano-Match-Logs
317,Fabio Lucioni,it,DF,Lecce,31,1987,34.8,1570,1477,93,87,0,185,106,4,0,0,0,0,1065,167,338,228,1256,48,6,4,1353,5,0,15,14,/en/players/8efa621b/matchlogs/2019-2020/passing_types/Fabio-Lucioni-Match-Logs
