Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Rk,,,,,,,,,,,,,,,,,,,,,,,,
126,Andreas Cornelius,dk,FW,Parma,26,1993,16.6,1,0,0,42,30,3,7,2,6,1,0,0,78,93,61,60.4,/en/players/c693347d/matchlogs/2019-2020/misc/Andreas-Cornelius-Match-Logs
127,Joaquín Correa,ar,"FW,MF",Lazio,24,1994,22.2,0,0,0,18,49,6,9,7,11,3,0,0,86,16,46,25.8,/en/players/45b9b619/matchlogs/2019-2020/misc/Joaquin-Correa-Match-Logs
128,Angelo da Costa Júnior,br,GK,Bologna,35,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/players/18736214/matchlogs/2019-2020/misc/Angelo-da-Costa-Junior-Match-Logs
129,Douglas Costa,br,"FW,MF",Juventus,28,1990,8.9,1,0,0,10,10,3,40,6,5,0,0,0,53,1,7,12.5,/en/players/4fa7cb9b/matchlogs/2019-2020/misc/Douglas-Costa-Match-Logs
130,Alessio Cragno,it,GK,Cagliari,25,1994,16.0,1,0,0,0,1,0,0,0,0,0,0,0,71,0,0,,/en/players/f554e29b/matchlogs/2019-2020/misc/Alessio-Cragno-Match-Logs
131,Domenico Criscito,it,DF,Genoa,32,1986,22.8,7,0,0,30,41,0,76,52,44,0,1,0,201,28,16,63.6,/en/players/35dd6d80/matchlogs/2019-2020/misc/Domenico-Criscito-Match-Logs
132,Bryan Cristante,it,MF,Roma,24,1995,18.0,7,1,0,32,6,0,7,26,14,0,1,0,165,13,24,35.1,/en/players/16657b95/matchlogs/2019-2020/misc/Bryan-Cristante-Match-Logs
133,Sebastián Cristóforo,uy,MF,Fiorentina,25,1993,1.0,0,0,0,0,2,0,5,1,4,0,0,0,10,0,0,,/en/players/3c05c659/matchlogs/2019-2020/misc/Sebastian-Cristoforo-Match-Logs
134,Juan Cuadrado,co,DF,Juventus,31,1988,29.5,7,1,0,28,79,3,86,36,40,1,0,0,257,17,24,41.5,/en/players/0ab1f153/matchlogs/2019-2020/misc/Juan-Cuadrado-Match-Logs
135,Jaume Cuéllar,bo,"FW,MF",SPAL,17,2001,0.8,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0.0,/en/players/934e264d/matchlogs/2019-2020/misc/Jaume-Cuellar-Match-Logs
136,Felipe Curcio,br,DF,Brescia,26,1993,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,100.0,/en/players/8913a9f9/matchlogs/2019-2020/misc/Felipe-Curcio-Match-Logs
137,Patrick Cutrone,it,FW,Fiorentina,21,1998,9.3,1,0,0,8,10,11,5,2,6,1,0,0,37,10,37,21.3,/en/players/a4fe8cda/matchlogs/2019-2020/misc/Patrick-Cutrone-Match-Logs
138,Lennart-Marten Czyborra,de,DF,Atalanta,20,1999,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,/en/players/7ba1f1ef/matchlogs/2019-2020/misc/Lennart-Marten-Czyborra-Match-Logs
139,Marco D'Alessandro,it,"MF,DF",SPAL,28,1991,8.7,0,1,0,3,9,1,27,4,9,0,0,0,33,0,8,0.0,/en/players/060606ec/matchlogs/2019-2020/misc/Marco-DAlessandro-Match-Logs
140,Danilo D'Ambrosio,it,DF,Inter,30,1988,15.6,6,0,0,35,19,4,17,14,20,0,0,0,119,20,17,54.1,/en/players/44eb9093/matchlogs/2019-2020/misc/Danilo-DAmbrosio-Match-Logs
141,Felice D'Amico,it,MF,Sampdoria,18,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,/en/players/0c35d28d/matchlogs/2019-2020/misc/Felice-DAmico-Match-Logs
142,Jacopo Da Riva,it,FW,Atalanta,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/9591723b/matchlogs/2019-2020/misc/Jacopo-Da-Riva-Match-Logs
143,Bryan Dabo,bf,MF,SPAL,27,1992,12.5,4,0,0,17,22,1,4,11,14,0,0,0,81,13,8,61.9,/en/players/c53083ad/matchlogs/2019-2020/misc/Bryan-Dabo-Match-Logs
144,Felipe dal Belo,br,DF,SPAL,35,1984,11.1,5,0,0,20,9,1,4,8,8,0,1,0,81,16,9,64.0,/en/players/8cea6319/matchlogs/2019-2020/misc/Felipe-dal-Belo-Match-Logs
145,Christian Dalle Mura,it,MF,Fiorentina,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/f32df091/matchlogs/2019-2020/misc/Christian-Dalle-Mura-Match-Logs
146,Danilo,br,DF,Juventus,28,1991,16.0,4,1,1,20,14,2,30,23,17,0,1,0,140,17,13,56.7,/en/players/94b2001f/matchlogs/2019-2020/misc/Danilo-Match-Logs
147,Andrea Danzi,it,MF,Hellas Verona,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/263b855a/matchlogs/2019-2020/misc/Andrea-Danzi-Match-Logs
148,Matteo Darmian,it,DF,Parma,29,1989,29.8,6,0,0,38,45,3,45,25,39,0,1,0,254,33,33,50.0,/en/players/96e0490d/matchlogs/2019-2020/misc/Matteo-Darmian-Match-Logs
149,Paweł Dawidowicz,pl,DF,Hellas Verona,24,1995,7.7,4,2,1,19,8,1,2,12,8,0,1,0,66,26,13,66.7,/en/players/16bb656a/matchlogs/2019-2020/misc/Pawel-Dawidowicz-Match-Logs
150,Sebastien De Maio,fr,DF,Udinese,32,1987,16.7,1,0,0,10,8,3,6,34,15,0,0,0,155,41,31,56.9,/en/players/952a03fe/matchlogs/2019-2020/misc/Sebastien-De-Maio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
151,Rodrigo De Paul,ar,MF,Udinese,25,1994,31.4,5,1,0,33,76,2,239,28,37,0,0,0,265,2,11,15.4,/en/players/162efffd/matchlogs/2019-2020/misc/Rodrigo-De-Paul-Match-Logs
152,Mattia De Sciglio,it,DF,Juventus,26,1992,5.2,1,0,0,0,3,0,9,8,5,0,0,0,44,7,8,46.7,/en/players/ae4e2852/matchlogs/2019-2020/misc/Mattia-De-Sciglio-Match-Logs
153,Lorenzo De Silvestri,it,DF,Torino,31,1988,24.9,2,0,0,34,15,7,81,20,9,0,1,0,120,59,41,59.0,/en/players/e74f0e59/matchlogs/2019-2020/misc/Lorenzo-De-Silvestri-Match-Logs
154,Grégoire Defrel,mq,"FW,MF",Sassuolo,28,1991,10.9,1,0,0,16,12,4,4,3,9,0,0,0,57,6,22,21.4,/en/players/854ee61a/matchlogs/2019-2020/misc/Gregoire-Defrel-Match-Logs
155,Alessandro Deiola,it,MF,Cagliari,23,1995,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,/en/players/7f267d66/matchlogs/2019-2020/misc/Alessandro-Deiola-Match-Logs
156,Alessandro Deiola,it,MF,Lecce,23,1995,8.0,3,0,0,7,8,0,10,7,12,0,0,0,72,2,6,25.0,/en/players/7f267d66/matchlogs/2019-2020/misc/Alessandro-Deiola-Match-Logs
157,Cristian Dell'Orco,it,DF,Lecce,25,1994,11.2,2,1,1,16,9,0,28,17,16,0,0,0,84,24,11,68.6,/en/players/b0243215/matchlogs/2019-2020/misc/Cristian-DellOrco-Match-Logs
158,Merih Demiral,tr,DF,Juventus,21,1998,4.6,1,0,0,5,1,1,1,4,7,0,1,0,39,22,6,78.6,/en/players/e3cceee6/matchlogs/2019-2020/misc/Merih-Demiral-Match-Logs
159,Diego Demme,de,MF,Napoli,27,1991,10.0,6,0,0,25,11,0,3,10,13,0,0,0,85,5,9,35.7,/en/players/dc3fa3b5/matchlogs/2019-2020/misc/Diego-Demme-Match-Logs
160,Stefano Denswil,nl,DF,Bologna,26,1993,24.9,7,1,1,29,29,1,7,32,35,0,1,1,235,53,23,69.7,/en/players/5832ebfe/matchlogs/2019-2020/misc/Stefano-Denswil-Match-Logs
161,Fabio Depaoli,it,"MF,DF",Sampdoria,22,1997,20.6,7,0,0,59,30,3,82,15,26,1,1,0,155,25,45,35.7,/en/players/d97f2e8d/matchlogs/2019-2020/misc/Fabio-Depaoli-Match-Logs
162,Kastriot Dermaku,al,DF,Parma,27,1992,11.4,2,0,0,18,4,0,1,12,6,0,1,0,77,29,11,72.5,/en/players/2990c466/matchlogs/2019-2020/misc/Kastriot-Dermaku-Match-Logs
163,Daniele Dessena,it,MF,Brescia,32,1987,20.8,7,1,1,26,20,0,17,10,15,2,1,0,166,22,28,44.0,/en/players/02b2937c/matchlogs/2019-2020/misc/Daniele-Dessena-Match-Logs
164,Mattia Destro,it,"FW,MF",Genoa,28,1991,1.7,0,0,0,3,2,1,1,0,0,0,0,0,5,4,10,28.6,/en/players/d7d32194/matchlogs/2019-2020/misc/Mattia-Destro-Match-Logs
165,Mattia Destro,it,FW,Bologna,28,1991,2.1,2,0,0,6,2,1,0,0,3,0,0,0,5,2,13,13.3,/en/players/d7d32194/matchlogs/2019-2020/misc/Mattia-Destro-Match-Logs
166,Samuel Di Carmine,it,FW,Hellas Verona,30,1988,14.4,3,0,0,33,26,17,10,0,2,2,0,0,49,29,45,39.2,/en/players/ef94dc2f/matchlogs/2019-2020/misc/Samuel-Di-Carmine-Match-Logs
167,Federico Di Francesco,it,FW,SPAL,25,1994,12.0,4,0,0,19,30,4,35,3,6,1,0,0,71,7,16,30.4,/en/players/1fca9171/matchlogs/2019-2020/misc/Federico-Di-Francesco-Match-Logs
168,Giovanni Di Lorenzo,it,DF,Napoli,25,1993,33.0,5,0,0,32,52,3,61,31,43,0,0,0,234,65,52,55.6,/en/players/230a2fac/matchlogs/2019-2020/misc/Giovanni-Di-Lorenzo-Match-Logs
169,Amadou Diawara,gn,MF,Roma,22,1997,16.9,4,0,0,28,18,0,2,36,32,0,0,0,155,9,9,50.0,/en/players/bf309d24/matchlogs/2019-2020/misc/Amadou-Diawara-Match-Logs
170,Mitchell Dijks,nl,DF,Bologna,26,1993,11.2,4,0,0,21,13,3,28,10,10,0,1,0,101,9,11,45.0,/en/players/0a3065c8/matchlogs/2019-2020/misc/Mitchell-Dijks-Match-Logs
171,Federico Dimarco,it,DF,Hellas Verona,21,1997,5.8,1,0,0,9,7,2,56,4,6,0,0,1,62,3,4,42.9,/en/players/970b8574/matchlogs/2019-2020/misc/Federico-Dimarco-Match-Logs
172,Federico Dimarco,it,"DF,MF",Inter,21,1997,0.3,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0.0,/en/players/970b8574/matchlogs/2019-2020/misc/Federico-Dimarco-Match-Logs
173,Koffi Djidji,ci,DF,Torino,26,1992,9.5,0,0,0,12,2,0,0,16,13,0,1,1,94,11,12,47.8,/en/players/933d3b51/matchlogs/2019-2020/misc/Koffi-Djidji-Match-Logs
174,Berat Djimsiti,al,DF,Atalanta,26,1993,30.9,5,0,0,32,37,0,3,49,25,0,1,0,366,117,42,73.6,/en/players/6eee05f1/matchlogs/2019-2020/misc/Berat-Djimsiti-Match-Logs
175,Nicolás Domínguez,ar,MF,Bologna,21,1998,7.8,1,0,0,16,6,0,6,11,16,0,0,0,105,4,7,36.4,/en/players/20b3a502/matchlogs/2019-2020/misc/Nicolas-Dominguez-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
176,Giulio Donati,it,DF,Lecce,29,1990,19.6,4,0,0,17,29,0,57,26,25,0,0,1,137,15,10,60.0,/en/players/22051fbe/matchlogs/2019-2020/misc/Giulio-Donati-Match-Logs
177,Alfredo Donnarumma,it,FW,Brescia,28,1990,18.7,1,0,0,18,33,11,7,5,7,0,0,0,81,12,40,23.1,/en/players/5592007b/matchlogs/2019-2020/misc/Alfredo-Donnarumma-Match-Logs
178,Gianluigi Donnarumma,it,GK,Milan,20,1999,35.6,3,0,0,1,4,0,0,3,0,0,0,0,151,0,0,,/en/players/08f5afaa/matchlogs/2019-2020/misc/Gianluigi-Donnarumma-Match-Logs
179,Bartłomiej Drągowski,pl,GK,Fiorentina,21,1997,31.0,1,0,0,1,6,0,0,2,0,0,1,0,175,0,0,,/en/players/085e71a7/matchlogs/2019-2020/misc/Bartlomiej-Dragowski-Match-Logs
180,Léo Duarte,br,DF,Milan,23,1996,4.5,2,0,0,3,2,0,0,3,1,0,0,0,32,11,8,57.9,/en/players/73ddc40c/matchlogs/2019-2020/misc/Leo-Duarte-Match-Logs
181,Edgaras Dubickas,lt,DF,Lecce,21,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,/en/players/c59f90b0/matchlogs/2019-2020/misc/Edgaras-Dubickas-Match-Logs
182,Alfred Duncan,gh,MF,Sassuolo,26,1993,9.4,3,0,0,17,13,0,8,10,11,0,2,0,67,5,8,38.5,/en/players/528492ea/matchlogs/2019-2020/misc/Alfred-Duncan-Match-Logs
183,Alfred Duncan,gh,MF,Fiorentina,26,1993,9.9,2,0,0,9,10,0,15,5,7,0,0,0,66,4,6,40.0,/en/players/528492ea/matchlogs/2019-2020/misc/Alfred-Duncan-Match-Logs
184,Paulo Dybala,ar,"FW,MF",Juventus,25,1993,23.9,5,0,0,24,54,6,106,13,18,3,0,0,126,3,9,25.0,/en/players/e0921a4f/matchlogs/2019-2020/misc/Paulo-Dybala-Match-Logs
185,Edin Džeko,ba,FW,Roma,33,1986,31.7,4,0,0,39,48,16,21,6,11,4,0,0,130,135,75,64.3,/en/players/3bb7f478/matchlogs/2019-2020/misc/Edin-Dzeko-Match-Logs
186,Blerim Džemaili,ch,MF,Bologna,33,1986,7.8,2,0,0,11,17,0,4,7,16,0,0,0,75,4,3,57.1,/en/players/756959aa/matchlogs/2019-2020/misc/Blerim-Dzemaili-Match-Logs
187,Simone Edera,it,"MF,FW",Torino,22,1997,4.4,4,1,1,13,5,0,13,1,7,1,0,0,25,3,11,21.4,/en/players/8697c095/matchlogs/2019-2020/misc/Simone-Edera-Match-Logs
188,Albin Ekdal,se,MF,Sampdoria,30,1989,26.5,8,0,0,43,56,0,9,31,44,2,0,0,299,30,21,58.8,/en/players/f503ea63/matchlogs/2019-2020/misc/Albin-Ekdal-Match-Logs
189,Elif Elmas,mk,MF,Napoli,19,1999,12.6,7,0,0,31,16,0,3,11,10,0,0,0,84,2,14,12.5,/en/players/cf007308/matchlogs/2019-2020/misc/Elif-Elmas-Match-Logs
190,Alan Empereur,br,DF,Hellas Verona,25,1994,9.5,3,0,0,18,9,0,2,25,13,0,1,0,96,27,18,60.0,/en/players/825b8997/matchlogs/2019-2020/misc/Alan-Empereur-Match-Logs
191,Christian Eriksen,dk,MF,Inter,27,1992,7.8,0,0,0,6,2,0,59,0,6,0,0,0,71,3,6,33.3,/en/players/980522ec/matchlogs/2019-2020/misc/Christian-Eriksen-Match-Logs
192,Espeto,br,"DF,MF",SPAL,22,1997,23.4,9,1,1,51,61,2,71,22,39,0,0,0,162,10,36,21.7,/en/players/674cfc5a/matchlogs/2019-2020/misc/Espeto-Match-Logs
193,Sebastiano Esposito,it,FW,Inter,17,2002,2.2,2,0,0,7,4,1,7,3,3,0,0,0,13,1,8,11.1,/en/players/7ff93107/matchlogs/2019-2020/misc/Sebastiano-Esposito-Match-Logs
194,Valentin Eysseric,fr,MF,Fiorentina,27,1992,0.5,0,0,0,3,0,0,4,0,0,0,0,0,4,1,2,33.3,/en/players/ae82fa48/matchlogs/2019-2020/misc/Valentin-Eysseric-Match-Logs
195,Valentin Eysseric,fr,"MF,FW",Hellas Verona,27,1992,3.9,3,0,0,11,3,1,14,2,1,0,0,0,19,8,10,44.4,/en/players/ae82fa48/matchlogs/2019-2020/misc/Valentin-Eysseric-Match-Logs
196,Luca Falbo,it,DF,Lazio,19,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,/en/players/ca8fa0c0/matchlogs/2019-2020/misc/Luca-Falbo-Match-Logs
197,Filippo Falco,it,"FW,MF",Lecce,27,1992,22.4,0,0,0,13,83,6,127,5,15,0,0,0,122,3,20,13.0,/en/players/e23f56c1/matchlogs/2019-2020/misc/Filippo-Falco-Match-Logs
198,Wladimiro Falcone,it,GK,Sampdoria,24,1995,2.0,1,0,0,1,0,0,0,0,0,0,1,0,12,0,0,,/en/players/9f5a610b/matchlogs/2019-2020/misc/Wladimiro-Falcone-Match-Logs
199,Iago Falque,es,"MF,FW",Torino,29,1990,1.1,0,0,0,1,0,0,4,0,0,0,0,0,9,0,2,0.0,/en/players/440c84ed/matchlogs/2019-2020/misc/Iago-Falque-Match-Logs
200,Iago Falque,es,MF,Genoa,29,1990,5.8,0,0,0,3,2,3,30,1,2,0,0,0,46,6,7,46.2,/en/players/440c84ed/matchlogs/2019-2020/misc/Iago-Falque-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
201,Andri Fannar Baldursson,is,MF,Bologna,17,2002,1.6,0,0,0,4,2,0,2,1,1,0,0,0,16,1,2,33.3,/en/players/61f2f56a/matchlogs/2019-2020/misc/Andri-Fannar-Baldursson-Match-Logs
202,Paolo Faragò,it,DF,Cagliari,26,1993,14.9,3,0,0,21,15,0,44,9,28,0,0,0,133,29,15,65.9,/en/players/9085dd7c/matchlogs/2019-2020/misc/Paolo-Farago-Match-Logs
203,Davide Faraoni,it,DF,Hellas Verona,27,1991,35.9,6,0,0,31,40,4,131,36,36,0,1,0,333,41,43,48.8,/en/players/aae9d04a/matchlogs/2019-2020/misc/Davide-Faraoni-Match-Logs
204,Mohamed Fares,dz,"DF,MF",SPAL,23,1996,4.7,2,0,0,10,8,0,20,6,3,0,0,0,23,4,5,44.4,/en/players/b7a5bc86/matchlogs/2019-2020/misc/Mohamed-Fares-Match-Logs
205,Diego Farias,br,"FW,MF",Lecce,29,1990,9.2,3,1,0,17,16,1,23,4,5,1,0,0,59,1,5,16.7,/en/players/157d29b6/matchlogs/2019-2020/misc/Diego-Farias-Match-Logs
206,Andrea Favilli,it,FW,Genoa,22,1997,7.3,4,0,0,28,17,4,1,0,5,1,0,0,23,27,38,41.5,/en/players/44510fde/matchlogs/2019-2020/misc/Andrea-Favilli-Match-Logs
207,Federico Fazio,ar,DF,Roma,32,1987,13.5,2,1,0,11,7,1,2,24,11,0,0,0,127,36,21,63.2,/en/players/4e358a2d/matchlogs/2019-2020/misc/Federico-Fazio-Match-Logs
208,Luiz Felipe,br,DF,Lazio,22,1997,22.5,6,0,0,18,15,2,7,43,24,0,1,0,175,30,25,54.5,/en/players/15d0c248/matchlogs/2019-2020/misc/Luiz-Felipe-Match-Logs
209,Lucas Felippe,br,"MF,DF",Hellas Verona,19,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,/en/players/85e51909/matchlogs/2019-2020/misc/Lucas-Felippe-Match-Logs
210,Alex Ferrari,it,DF,Sampdoria,25,1994,11.2,4,0,0,16,13,0,1,11,12,0,0,0,120,15,12,55.6,/en/players/d0dbca9f/matchlogs/2019-2020/misc/Alex-Ferrari-Match-Logs
211,Sergio Floccari,it,FW,SPAL,37,1981,10.5,3,0,0,22,18,10,16,5,6,0,0,0,45,25,58,30.1,/en/players/df301450/matchlogs/2019-2020/misc/Sergio-Floccari-Match-Logs
212,Alessandro Florenzi,it,"DF,FW",Roma,28,1991,11.1,5,0,0,11,12,2,29,16,13,0,0,0,115,12,12,50.0,/en/players/e288d4b3/matchlogs/2019-2020/misc/Alessandro-Florenzi-Match-Logs
213,Seko Fofana,ci,MF,Udinese,24,1995,25.0,4,0,0,20,19,0,22,15,12,0,1,0,210,9,20,31.0,/en/players/5313ed43/matchlogs/2019-2020/misc/Seko-Fofana-Match-Logs
214,Gianluca Frabotta,it,DF,Juventus,20,1999,1.0,0,0,0,2,0,0,3,1,1,0,0,0,5,2,0,100.0,/en/players/d80b1835/matchlogs/2019-2020/misc/Gianluca-Frabotta-Match-Logs
215,Remo Freuler,ch,MF,Atalanta,27,1992,26.0,3,0,0,40,35,0,31,25,48,0,0,0,283,14,23,37.8,/en/players/98d2c2c4/matchlogs/2019-2020/misc/Remo-Freuler-Match-Logs
216,Daniel Fuzato,br,GK,Roma,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,/en/players/82328faf/matchlogs/2019-2020/misc/Daniel-Fuzato-Match-Logs
217,Matteo Gabbia,it,DF,Milan,19,1999,7.6,1,0,0,11,3,0,0,10,5,0,1,0,89,28,11,71.8,/en/players/c235e803/matchlogs/2019-2020/misc/Matteo-Gabbia-Match-Logs
218,Manolo Gabbiadini,it,FW,Sampdoria,27,1991,22.6,2,0,0,30,38,14,70,11,11,1,0,0,91,27,71,27.6,/en/players/8f866fe8/matchlogs/2019-2020/misc/Manolo-Gabbiadini-Match-Logs
219,Gabriel,br,GK,Lecce,26,1992,33.3,4,0,0,1,5,0,0,0,0,0,1,1,159,0,0,,/en/players/f93ed0df/matchlogs/2019-2020/misc/Gabriel-Match-Logs
220,Luca Gagliano,it,FW,Cagliari,19,2000,0.6,0,0,0,3,1,0,0,1,0,0,0,0,3,2,5,28.6,/en/players/1d00a56c/matchlogs/2019-2020/misc/Luca-Gagliano-Match-Logs
221,Roberto Gagliardini,it,MF,Inter,25,1994,20.0,5,0,0,34,24,4,11,31,27,1,0,0,163,26,19,57.8,/en/players/ce30bfc8/matchlogs/2019-2020/misc/Roberto-Gagliardini-Match-Logs
222,Riccardo Gagliolo,se,DF,Parma,29,1990,28.9,7,0,0,32,38,2,52,55,39,0,2,0,233,17,29,37.0,/en/players/173061c0/matchlogs/2019-2020/misc/Riccardo-Gagliolo-Match-Logs
223,Daniele Gastaldello,it,DF,Brescia,36,1983,4.3,1,0,0,2,4,0,3,5,8,0,1,0,37,8,7,53.3,/en/players/13f89eaa/matchlogs/2019-2020/misc/Daniele-Gastaldello-Match-Logs
224,Gervinho,ci,FW,Parma,32,1987,25.2,3,0,0,10,13,18,13,5,7,0,0,0,84,2,9,18.2,/en/players/e468c053/matchlogs/2019-2020/misc/Gervinho-Match-Logs
225,Rachid Ghezzal,dz,"MF,FW",Fiorentina,27,1992,9.2,5,0,0,22,16,1,31,8,17,1,0,0,68,8,7,53.3,/en/players/dc3a9a0d/matchlogs/2019-2020/misc/Rachid-Ghezzal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
226,Andrea Ghezzi,it,"MF,FW",Brescia,,,0.4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,/en/players/c840baa2/matchlogs/2019-2020/misc/Andrea-Ghezzi-Match-Logs
227,Paolo Ghiglione,it,DF,Genoa,22,1997,19.1,4,0,0,25,19,3,113,8,19,0,0,0,136,11,14,44.0,/en/players/71dc23da/matchlogs/2019-2020/misc/Paolo-Ghiglione-Match-Logs
228,Andrea Ghion,it,"MF,FW",Sassuolo,19,2000,0.5,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,,/en/players/7f24b3eb/matchlogs/2019-2020/misc/Andrea-Ghion-Match-Logs
229,Faouzi Ghoulam,dz,DF,Napoli,28,1991,4.2,2,0,0,6,5,0,33,5,3,0,0,0,25,5,10,33.3,/en/players/c5adc293/matchlogs/2019-2020/misc/Faouzi-Ghoulam-Match-Logs
230,Diego Godín,uy,DF,Inter,33,1986,18.1,5,0,0,29,15,3,10,45,29,0,0,0,173,56,36,60.9,/en/players/fc4f85b1/matchlogs/2019-2020/misc/Diego-Godin-Match-Logs
231,Edoardo Goldaniga,it,DF,Genoa,25,1993,8.7,4,0,0,14,21,0,12,17,8,0,0,0,93,22,25,46.8,/en/players/4b029b31/matchlogs/2019-2020/misc/Edoardo-Goldaniga-Match-Logs
232,Pierluigi Gollini,it,GK,Atalanta,24,1995,32.0,3,0,0,0,8,0,0,0,0,0,0,0,185,0,0,,/en/players/f0f7f62f/matchlogs/2019-2020/misc/Pierluigi-Gollini-Match-Logs
233,Papu Gómez,ar,"MF,FW",Atalanta,31,1988,31.6,2,0,0,19,75,3,231,16,24,0,0,0,211,3,19,13.6,/en/players/6e4df551/matchlogs/2019-2020/misc/Papu-Gomez-Match-Logs
234,Robin Gosens,de,DF,Atalanta,25,1994,29.1,3,0,0,30,38,6,73,39,32,0,0,0,225,43,23,65.2,/en/players/2d970560/matchlogs/2019-2020/misc/Robin-Gosens-Match-Logs
235,Alberto Grassi,it,MF,Parma,24,1995,7.1,6,0,0,7,9,1,8,19,7,1,1,0,66,6,5,54.5,/en/players/6cc97b6a/matchlogs/2019-2020/misc/Alberto-Grassi-Match-Logs
236,Sinan Gümüş,tr,FW,Genoa,25,1994,1.1,0,0,0,1,3,0,1,0,0,0,0,0,5,0,1,0.0,/en/players/ac1f056e/matchlogs/2019-2020/misc/Sinan-Gumus-Match-Logs
237,Koray Günter,de,DF,Hellas Verona,24,1994,30.4,7,0,0,42,12,0,2,53,23,0,2,0,368,92,75,55.1,/en/players/f1f1f238/matchlogs/2019-2020/misc/Koray-Gunter-Match-Logs
238,Samir Handanović,si,GK,Inter,35,1984,35.0,2,0,0,1,6,0,0,0,0,0,1,0,147,0,0,,/en/players/74419746/matchlogs/2019-2020/misc/Samir-Handanovic-Match-Logs
239,Lukáš Haraslín,sk,FW,Sassuolo,23,1996,4.3,1,0,0,8,17,3,16,4,5,0,0,0,25,2,3,40.0,/en/players/5c397195/matchlogs/2019-2020/misc/Lukas-Haraslin-Match-Logs
240,Hans Hateboer,nl,DF,Atalanta,25,1994,26.2,10,0,0,44,18,7,75,10,24,0,1,0,142,34,30,53.1,/en/players/3b333ac3/matchlogs/2019-2020/misc/Hans-Hateboer-Match-Logs
241,Liam Henderson,sco,MF,Hellas Verona,23,1996,2.2,1,0,0,6,2,0,2,0,2,0,0,0,15,2,1,66.7,/en/players/d7918b13/matchlogs/2019-2020/misc/Liam-Henderson-Match-Logs
242,Dalbert Henrique,br,DF,Fiorentina,25,1993,27.6,8,1,0,52,33,4,140,16,30,1,0,0,200,28,28,50.0,/en/players/f45f9427/matchlogs/2019-2020/misc/Dalbert-Henrique-Match-Logs
243,Theo Hernández,fr,DF,Milan,21,1997,31.3,10,0,0,33,67,8,84,42,48,1,1,1,269,42,21,66.7,/en/players/d4c9725f/matchlogs/2019-2020/misc/Theo-Hernandez-Match-Logs
244,Hernani,br,MF,Parma,25,1994,26.9,10,0,0,46,18,4,103,49,47,0,0,0,221,33,23,58.9,/en/players/6f5ead86/matchlogs/2019-2020/misc/Hernani-Match-Logs
245,Gonzalo Higuaín,ar,FW,Juventus,31,1987,20.7,2,0,0,18,16,12,12,6,8,0,0,0,75,7,15,31.8,/en/players/8a08491a/matchlogs/2019-2020/misc/Gonzalo-Higuain-Match-Logs
246,Krisztofer Horváth,hu,"FW,DF",SPAL,17,2002,0.5,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0.0,/en/players/4ce8f4a3/matchlogs/2019-2020/misc/Krisztofer-Horvath-Match-Logs
247,Elseid Hysaj,al,DF,Napoli,25,1994,16.5,3,0,0,8,18,0,39,24,17,0,0,0,159,9,15,37.5,/en/players/2f3452eb/matchlogs/2019-2020/misc/Elseid-Hysaj-Match-Logs
248,Simone Iacoponi,it,DF,Parma,32,1987,33.9,7,0,0,35,36,1,1,35,32,0,2,0,225,50,66,43.1,/en/players/63071a3f/matchlogs/2019-2020/misc/Simone-Iacoponi-Match-Logs
249,Roger Ibanez,br,DF,Roma,20,1998,6.8,1,0,0,15,13,0,0,20,8,0,0,0,60,16,5,76.2,/en/players/82efe6fa/matchlogs/2019-2020/misc/Roger-Ibanez-Match-Logs
250,Zlatan Ibrahimović,se,FW,Milan,37,1981,15.1,1,0,0,30,16,20,14,5,3,0,0,0,58,78,34,69.6,/en/players/4cde5509/matchlogs/2019-2020/misc/Zlatan-Ibrahimovic-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
