Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
17,Cristian Ansaldi,ar,"DF,MF",Torino,32,1986,19.6,9,0,0,28,30,4,142,15,27,0,0,0,154,14,16,46.7,/en/players/bbafc0c4/matchlogs/2019-2020/misc/Cristian-Ansaldi-Match-Logs
18,Mirko Antonucci,it,"FW,MF",Roma,20,1999,0.9,1,0,0,2,1,0,0,2,2,0,0,0,7,0,0,,/en/players/91976866/matchlogs/2019-2020/misc/Mirko-Antonucci-Match-Logs
19,Guilherme Arana,br,DF,Atalanta,22,1997,0.9,0,0,0,2,4,0,4,2,2,0,0,0,9,0,0,,/en/players/2b15a82a/matchlogs/2019-2020/misc/Guilherme-Arana-Match-Logs
20,Nicolò Armini,it,DF,Lazio,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,/en/players/2f7407fa/matchlogs/2019-2020/misc/Nicolo-Armini-Match-Logs
21,Kwadwo Asamoah,gh,DF,Inter,30,1988,7.1,1,0,0,6,6,2,18,10,5,0,0,0,67,3,4,42.9,/en/players/089550f5/matchlogs/2019-2020/misc/Kwadwo-Asamoah-Match-Logs
22,Kristoffer Askildsen,no,MF,Sampdoria,18,2001,0.8,2,1,1,4,0,0,0,1,1,0,0,0,6,0,1,0.0,/en/players/a69cc629/matchlogs/2019-2020/misc/Kristoffer-Askildsen-Match-Logs
23,Emil Audero,it,GK,Sampdoria,22,1997,36.0,1,0,0,0,5,0,0,0,0,0,0,1,140,0,0,,/en/players/649b01d8/matchlogs/2019-2020/misc/Emil-Audero-Match-Logs
24,Tommaso Augello,it,DF,Sampdoria,24,1994,12.6,2,0,0,7,4,1,80,14,13,0,0,0,119,15,5,75.0,/en/players/3cd3b384/matchlogs/2019-2020/misc/Tommaso-Augello-Match-Logs
25,Florian Ayé,fr,"FW,MF",Brescia,22,1997,15.3,4,1,1,19,22,5,7,4,13,1,0,0,69,48,62,43.6,/en/players/718b8afd/matchlogs/2019-2020/misc/Florian-Aye-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
26,Khouma Babacar,sn,FW,Lecce,26,1993,15.8,4,0,0,35,32,7,2,3,9,3,0,0,64,26,63,29.2,/en/players/422ec08a/matchlogs/2019-2020/misc/Khouma-Babacar-Match-Logs
27,Milan Badelj,hr,MF,Fiorentina,30,1989,17.6,3,1,1,17,19,0,4,42,26,0,0,0,178,11,15,42.3,/en/players/e8c930bb/matchlogs/2019-2020/misc/Milan-Badelj-Match-Logs
28,Marco Ballarini,it,MF,Udinese,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/8cb494c9/matchlogs/2019-2020/misc/Marco-Ballarini-Match-Logs
29,Mario Balotelli,it,FW,Brescia,28,1990,15.6,6,1,0,32,51,7,8,8,2,0,0,0,64,36,32,52.9,/en/players/8ff07990/matchlogs/2019-2020/misc/Mario-Balotelli-Match-Logs
30,Mattia Bani,it,DF,Bologna,25,1993,24.5,13,1,1,44,35,1,6,51,33,0,1,0,233,102,65,61.1,/en/players/0821331c/matchlogs/2019-2020/misc/Mattia-Bani-Match-Logs
31,Antonín Barák,cz,MF,Udinese,24,1994,2.2,1,0,0,9,4,0,7,0,1,0,0,0,23,3,0,100.0,/en/players/01efac19/matchlogs/2019-2020/misc/Antonin-Barak-Match-Logs
32,Antonín Barák,cz,MF,Lecce,24,1994,15.2,0,0,0,12,9,2,20,9,18,0,0,0,115,18,28,39.1,/en/players/01efac19/matchlogs/2019-2020/misc/Antonin-Barak-Match-Logs
33,Nicolò Barella,it,MF,Inter,22,1997,22.4,11,0,0,39,37,2,38,14,31,1,0,0,238,25,15,62.5,/en/players/6928979a/matchlogs/2019-2020/misc/Nicolo-Barella-Match-Logs
34,Antonino Barillà,it,MF,Parma,31,1988,18.8,6,0,0,38,22,3,25,19,33,0,0,0,110,16,17,48.5,/en/players/a64cbd35/matchlogs/2019-2020/misc/Antonino-Barilla-Match-Logs
35,Antonio Barreca,it,"DF,MF",Genoa,24,1995,12.2,0,0,0,13,4,3,63,1,3,0,0,0,55,9,15,37.5,/en/players/6a189491/matchlogs/2019-2020/misc/Antonio-Barreca-Match-Logs
36,Édgar Barreto,py,MF,Sampdoria,35,1984,1.0,0,0,0,1,2,0,0,0,2,0,0,0,5,0,1,0.0,/en/players/43a1bea5/matchlogs/2019-2020/misc/Edgar-Barreto-Match-Logs
37,Musa Barrow,gm,"FW,MF",Atalanta,20,1998,2.1,0,0,0,4,7,1,3,0,1,0,0,0,13,4,11,26.7,/en/players/e5bf73f3/matchlogs/2019-2020/misc/Musa-Barrow-Match-Logs
38,Musa Barrow,gm,FW,Bologna,20,1998,15.0,1,0,0,22,12,2,58,4,9,0,0,0,88,11,18,37.9,/en/players/e5bf73f3/matchlogs/2019-2020/misc/Musa-Barrow-Match-Logs
39,Daniele Baselli,it,MF,Torino,27,1992,14.2,3,0,0,20,14,0,51,25,32,0,0,0,176,11,8,57.9,/en/players/ea06dd97/matchlogs/2019-2020/misc/Daniele-Baselli-Match-Logs
40,Alessandro Bastoni,it,DF,Inter,20,1999,21.3,9,1,1,37,28,0,20,26,21,0,1,0,217,46,24,65.7,/en/players/75b86fb3/matchlogs/2019-2020/misc/Alessandro-Bastoni-Match-Logs
41,Bastos,ao,DF,Lazio,28,1991,8.5,4,0,0,15,6,0,0,14,10,0,1,1,57,10,11,47.6,/en/players/c01c66d9/matchlogs/2019-2020/misc/Bastos-Match-Logs
42,Rodrigo Becão,br,DF,Udinese,23,1996,24.6,8,0,0,44,27,1,5,43,45,0,2,0,180,56,24,70.0,/en/players/19e4eab9/matchlogs/2019-2020/misc/Rodrigo-Becao-Match-Logs
43,Asmir Begović,ba,GK,Milan,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,/en/players/7b4de647/matchlogs/2019-2020/misc/Asmir-Begovic-Match-Logs
44,Valon Behrami,ch,MF,Genoa,34,1985,12.3,4,1,1,36,26,0,1,9,25,0,0,0,116,13,15,46.4,/en/players/d3d758d8/matchlogs/2019-2020/misc/Valon-Behrami-Match-Logs
45,Raoul Bellanova,it,DF,Atalanta,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/e3756e72/matchlogs/2019-2020/misc/Raoul-Bellanova-Match-Logs
46,Andrea Belotti,it,FW,Torino,25,1993,33.4,4,0,0,64,105,22,48,6,26,1,0,1,142,100,114,46.7,/en/players/d705ba44/matchlogs/2019-2020/misc/Andrea-Belotti-Match-Logs
47,Marco Benassi,it,MF,Fiorentina,24,1994,10.9,1,0,0,23,6,0,19,4,10,0,0,0,75,5,16,23.8,/en/players/0000acda/matchlogs/2019-2020/misc/Marco-Benassi-Match-Logs
48,Ismaël Bennacer,dz,MF,Milan,21,1997,27.6,14,0,0,48,37,0,34,52,59,0,2,0,371,25,26,49.0,/en/players/db092d3b/matchlogs/2019-2020/misc/Ismael-Bennacer-Match-Logs
49,Rodrigo Bentancur,uy,MF,Juventus,22,1997,24.4,9,0,0,53,28,3,53,30,49,1,0,0,222,31,20,60.8,/en/players/3b8674e6/matchlogs/2019-2020/misc/Rodrigo-Bentancur-Match-Logs
50,Romario Benzar,ro,DF,Lecce,27,1992,1.1,0,0,0,2,0,0,7,0,2,0,0,0,7,1,1,50.0,/en/players/2e3596d1/matchlogs/2019-2020/misc/Romario-Benzar-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
51,Domenico Berardi,it,FW,Sassuolo,24,1994,27.7,6,1,0,56,64,7,111,33,22,0,0,0,192,20,25,44.4,/en/players/53a0e358/matchlogs/2019-2020/misc/Domenico-Berardi-Match-Logs
52,Álex Berenguer,es,"MF,FW",Torino,24,1995,20.3,4,0,0,27,41,8,71,17,12,0,0,0,124,19,41,31.7,/en/players/dc1c2fce/matchlogs/2019-2020/misc/Alex-Berenguer-Match-Logs
53,Bartosz Bereszyński,pl,DF,Sampdoria,27,1992,26.7,10,0,0,34,21,1,49,33,33,0,0,1,250,37,29,56.1,/en/players/61b3978f/matchlogs/2019-2020/misc/Bartosz-Bereszynski-Match-Logs
54,Etrit Berisha,al,GK,SPAL,30,1989,26.0,2,0,0,0,5,0,0,0,0,0,0,0,127,0,1,0.0,/en/players/ee833569/matchlogs/2019-2020/misc/Etrit-Berisha-Match-Logs
55,Valon Berisha,xk,"MF,FW",Lazio,26,1993,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0,/en/players/d5575935/matchlogs/2019-2020/misc/Valon-Berisha-Match-Logs
56,Federico Bernardeschi,it,"MF,FW",Juventus,25,1994,17.5,6,0,0,31,24,5,55,14,7,0,0,0,100,6,5,54.5,/en/players/ee93c1a9/matchlogs/2019-2020/misc/Federico-Bernardeschi-Match-Logs
57,Andrea Bertolacci,it,MF,Sampdoria,28,1991,5.9,3,0,0,8,13,0,3,2,5,1,0,0,57,8,7,53.3,/en/players/c75b6a02/matchlogs/2019-2020/misc/Andrea-Bertolacci-Match-Logs
58,Lucas Biglia,ar,MF,Milan,33,1986,7.6,4,0,0,22,7,0,3,10,8,0,1,0,75,14,6,70.0,/en/players/5710a281/matchlogs/2019-2020/misc/Lucas-Biglia-Match-Logs
59,Cristiano Biraghi,it,"DF,MF",Inter,26,1992,17.5,3,0,0,22,22,3,139,13,14,0,0,0,93,4,14,22.2,/en/players/9e1577aa/matchlogs/2019-2020/misc/Cristiano-Biraghi-Match-Logs
60,Davide Biraschi,it,DF,Genoa,25,1994,21.9,3,1,0,29,25,0,40,35,31,1,0,1,197,40,19,67.8,/en/players/64cd167d/matchlogs/2019-2020/misc/Davide-Biraschi-Match-Logs
61,Valter Birsa,si,MF,Cagliari,32,1986,4.8,1,0,0,6,2,0,24,4,8,0,0,0,49,2,2,50.0,/en/players/455a2b79/matchlogs/2019-2020/misc/Valter-Birsa-Match-Logs
62,Dimitri Bisoli,it,MF,Brescia,25,1994,23.9,6,0,0,37,46,6,64,23,48,0,0,0,212,33,35,48.5,/en/players/16569fef/matchlogs/2019-2020/misc/Dimitri-Bisoli-Match-Logs
63,Birkir Bjarnason,is,"MF,FW",Brescia,31,1988,8.9,1,0,0,16,18,1,13,5,5,0,0,0,60,10,5,66.7,/en/players/da13074e/matchlogs/2019-2020/misc/Birkir-Bjarnason-Match-Logs
64,Kevin-Prince Boateng,gh,FW,Fiorentina,32,1987,6.7,2,0,0,12,21,4,4,1,2,0,0,0,25,21,38,35.6,/en/players/f4ec4fd0/matchlogs/2019-2020/misc/Kevin-Prince-Boateng-Match-Logs
65,Salvatore Bocchetti,it,DF,Hellas Verona,32,1986,3.4,2,0,0,5,2,1,0,18,2,0,0,0,40,15,3,83.3,/en/players/faa1b07d/matchlogs/2019-2020/misc/Salvatore-Bocchetti-Match-Logs
66,Jeremie Boga,ci,FW,Sassuolo,22,1997,27.9,0,0,0,15,56,10,24,4,17,1,2,0,136,5,12,29.4,/en/players/fe012aca/matchlogs/2019-2020/misc/Jeremie-Boga-Match-Logs
67,Giacomo Bonaventura,it,"MF,FW",Milan,29,1989,14.9,2,0,0,20,33,4,28,8,14,1,0,0,107,8,21,27.6,/en/players/d995ed27/matchlogs/2019-2020/misc/Giacomo-Bonaventura-Match-Logs
68,Federico Bonazzoli,it,"FW,MF",Sampdoria,22,1997,8.3,1,0,0,17,35,3,10,4,6,0,0,0,40,4,13,23.5,/en/players/bf57eaab/matchlogs/2019-2020/misc/Federico-Bonazzoli-Match-Logs
69,Kevin Bonifazi,it,DF,SPAL,23,1996,13.2,2,1,0,12,2,1,4,33,13,0,2,0,153,27,8,77.1,/en/players/fb77bfef/matchlogs/2019-2020/misc/Kevin-Bonifazi-Match-Logs
70,Kevin Bonifazi,it,DF,Torino,23,1996,2.7,0,0,0,4,1,0,0,5,5,0,0,0,24,5,5,50.0,/en/players/fb77bfef/matchlogs/2019-2020/misc/Kevin-Bonifazi-Match-Logs
71,Federico Bonini,it,DF,Bologna,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/f8f0744b/matchlogs/2019-2020/misc/Federico-Bonini-Match-Logs
72,Leonardo Bonucci,it,DF,Juventus,32,1987,34.2,10,0,0,26,20,0,6,30,17,0,3,0,260,63,39,61.8,/en/players/52ec54d0/matchlogs/2019-2020/misc/Leonardo-Bonucci-Match-Logs
73,Fabio Borini,it,"MF,FW",Milan,28,1991,0.8,1,0,0,1,2,0,0,0,2,0,0,0,6,0,0,,/en/players/ef5b337e/matchlogs/2019-2020/misc/Fabio-Borini-Match-Logs
74,Fabio Borini,it,"FW,MF",Hellas Verona,28,1991,9.0,1,1,0,11,26,4,19,12,3,1,0,0,68,12,17,41.4,/en/players/ef5b337e/matchlogs/2019-2020/misc/Fabio-Borini-Match-Logs
75,Mehdi Bourabia,ma,MF,Sassuolo,27,1991,10.3,7,1,1,27,16,0,7,21,23,0,0,2,125,12,16,42.9,/en/players/0d077b88/matchlogs/2019-2020/misc/Mehdi-Bourabia-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
76,Federico Brancolini,it,GK,Fiorentina,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/d4890c25/matchlogs/2019-2020/misc/Federico-Brancolini-Match-Logs
77,Gleison Bremer,br,DF,Torino,22,1997,25.2,6,2,2,33,20,2,1,73,40,0,2,0,248,70,49,58.8,/en/players/5fd5ed86/matchlogs/2019-2020/misc/Gleison-Bremer-Match-Logs
78,Marco Brescianini,it,MF,Milan,19,2000,0.3,0,0,0,1,0,0,0,2,2,0,0,0,2,1,0,100.0,/en/players/dfd56738/matchlogs/2019-2020/misc/Marco-Brescianini-Match-Logs
79,Marcelo Brozović,hr,MF,Inter,26,1992,30.0,9,0,0,44,20,1,49,46,56,0,0,0,319,20,21,48.8,/en/players/33b8d077/matchlogs/2019-2020/misc/Marcelo-Brozovic-Match-Logs
80,Gastón Brugman,uy,MF,Parma,26,1992,16.2,5,0,0,27,19,0,12,25,36,0,0,0,163,10,5,66.7,/en/players/e947ee4a/matchlogs/2019-2020/misc/Gaston-Brugman-Match-Logs
81,Gianluigi Buffon,it,GK,Juventus,41,1978,9.0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,,/en/players/e40d028b/matchlogs/2019-2020/misc/Gianluigi-Buffon-Match-Logs
82,Fabrizio Cacciatore,it,DF,Cagliari,32,1986,12.8,1,1,0,8,8,1,37,15,5,0,0,0,90,13,10,56.5,/en/players/00b0bb87/matchlogs/2019-2020/misc/Fabrizio-Cacciatore-Match-Logs
83,Martín Cáceres,uy,DF,Fiorentina,32,1987,26.2,10,1,1,22,16,0,12,30,36,0,1,0,192,32,22,59.3,/en/players/e94d79e3/matchlogs/2019-2020/misc/Martin-Caceres-Match-Logs
84,Felipe Caicedo,ec,FW,Lazio,30,1988,15.6,7,0,0,27,20,8,0,4,24,3,0,0,52,24,54,30.8,/en/players/93b891d1/matchlogs/2019-2020/misc/Felipe-Caicedo-Match-Logs
85,Davide Calabria,it,DF,Milan,22,1996,18.0,4,2,1,15,23,1,47,22,20,0,0,0,164,15,12,55.6,/en/players/2146785a/matchlogs/2019-2020/misc/Davide-Calabria-Match-Logs
86,Riccardo Calafiori,it,DF,Roma,17,2002,0.7,0,0,0,1,1,0,0,2,0,1,0,0,2,0,0,,/en/players/aded8e6f/matchlogs/2019-2020/misc/Riccardo-Calafiori-Match-Logs
87,Mattia Caldara,it,DF,Atalanta,25,1994,10.7,1,0,0,20,7,1,2,32,14,0,0,0,124,33,19,63.5,/en/players/ac7e640b/matchlogs/2019-2020/misc/Mattia-Caldara-Match-Logs
88,Marco Calderoni,it,DF,Lecce,30,1989,22.9,7,0,0,29,37,2,103,35,30,0,1,0,144,12,16,42.9,/en/players/652811aa/matchlogs/2019-2020/misc/Marco-Calderoni-Match-Logs
89,Hakan Çalhanoğlu,tr,"MF,FW",Milan,25,1994,30.0,6,0,0,38,27,1,151,26,34,0,1,0,201,20,46,30.3,/en/players/cd0fa27b/matchlogs/2019-2020/misc/Hakan-Calhanoglu-Match-Logs
90,José Callejón,es,"FW,MF",Napoli,32,1987,24.1,2,0,0,12,43,10,170,9,7,0,1,0,143,10,17,37.0,/en/players/78841da9/matchlogs/2019-2020/misc/Jose-Callejon-Match-Logs
91,Emre Can,de,MF,Juventus,25,1994,3.2,2,0,0,10,5,0,3,3,4,0,0,0,23,2,0,100.0,/en/players/a65ce836/matchlogs/2019-2020/misc/Emre-Can-Match-Logs
92,Antonio Candreva,it,DF,Inter,32,1987,22.1,5,0,0,15,20,13,178,14,13,1,0,0,147,3,9,25.0,/en/players/356c9002/matchlogs/2019-2020/misc/Antonio-Candreva-Match-Logs
93,Gianmarco Cangiano,it,"FW,MF",Bologna,17,2001,0.2,0,0,0,1,1,0,1,1,1,0,0,0,4,0,2,0.0,/en/players/a36084cd/matchlogs/2019-2020/misc/Gianmarco-Cangiano-Match-Logs
94,Gianluca Caprari,it,"FW,MF",Parma,26,1993,6.5,1,0,0,6,16,2,21,4,4,0,0,0,40,2,9,18.2,/en/players/54e53b7e/matchlogs/2019-2020/misc/Gianluca-Caprari-Match-Logs
95,Gianluca Caprari,it,"FW,MF",Sampdoria,26,1993,7.4,4,1,1,10,13,2,25,7,8,0,0,0,37,1,20,4.8,/en/players/54e53b7e/matchlogs/2019-2020/misc/Gianluca-Caprari-Match-Logs
96,Francesco Caputo,it,FW,Sassuolo,31,1987,32.6,3,0,0,24,47,23,9,1,5,0,0,0,93,16,39,29.1,/en/players/5bd72174/matchlogs/2019-2020/misc/Francesco-Caputo-Match-Logs
97,Andrea Carboni,it,"DF,MF",Cagliari,18,2001,4.1,5,2,1,7,2,0,2,7,2,0,0,0,27,8,3,72.7,/en/players/f7e2af2c/matchlogs/2019-2020/misc/Andrea-Carboni-Match-Logs
98,Francesco Cassata,it,MF,Genoa,22,1997,16.2,11,2,1,46,26,1,26,11,13,1,0,0,137,10,23,30.3,/en/players/96960855/matchlogs/2019-2020/misc/Francesco-Cassata-Match-Logs
99,Timothy Castagne,be,DF,Atalanta,23,1995,19.7,4,0,0,18,8,5,60,18,23,1,0,0,159,33,23,58.9,/en/players/197640fd/matchlogs/2019-2020/misc/Timothy-Castagne-Match-Logs
100,Samu Castillejo,es,"FW,MF",Milan,24,1995,13.4,3,1,0,14,20,7,68,24,18,0,0,0,99,17,34,33.3,/en/players/130a7a3f/matchlogs/2019-2020/misc/Samu-Castillejo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
101,Lucas Castro,ar,MF,Cagliari,30,1989,6.7,2,0,0,15,6,1,21,11,8,0,0,0,60,5,6,45.5,/en/players/56b2957b/matchlogs/2019-2020/misc/Lucas-Castro-Match-Logs
102,Lucas Castro,ar,MF,SPAL,30,1989,4.7,0,0,0,8,4,0,4,3,6,0,0,0,26,5,2,71.4,/en/players/56b2957b/matchlogs/2019-2020/misc/Lucas-Castro-Match-Logs
103,Gaetano Castrovilli,it,MF,Fiorentina,22,1997,29.7,10,0,0,64,78,0,39,16,46,1,2,0,252,21,41,33.9,/en/players/0728bebe/matchlogs/2019-2020/misc/Gaetano-Castrovilli-Match-Logs
104,Danilo Cataldi,it,MF,Lazio,24,1994,6.6,3,0,0,5,2,0,35,13,14,0,0,0,80,5,2,71.4,/en/players/ba3d3bea/matchlogs/2019-2020/misc/Danilo-Cataldi-Match-Logs
105,Federico Ceccherini,it,DF,Fiorentina,27,1992,9.3,3,0,0,9,14,0,1,13,10,0,1,0,96,27,11,71.1,/en/players/d9624b51/matchlogs/2019-2020/misc/Federico-Ceccherini-Match-Logs
106,Christian Celesia,it,DF,Torino,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/d2fd20d6/matchlogs/2019-2020/misc/Christian-Celesia-Match-Logs
107,Luca Ceppitelli,it,DF,Cagliari,29,1989,13.8,5,0,0,8,9,0,4,22,12,0,0,1,112,33,29,53.2,/en/players/7d50454d/matchlogs/2019-2020/misc/Luca-Ceppitelli-Match-Logs
108,Alberto Cerri,it,FW,SPAL,23,1996,4.7,1,0,0,8,6,2,2,0,1,0,0,0,9,18,11,62.1,/en/players/1079c685/matchlogs/2019-2020/misc/Alberto-Cerri-Match-Logs
109,Alberto Cerri,it,FW,Cagliari,23,1996,2.7,1,0,0,4,4,2,0,2,3,0,1,0,11,22,16,57.9,/en/players/1079c685/matchlogs/2019-2020/misc/Alberto-Cerri-Match-Logs
110,Julian Chabot,de,DF,Sampdoria,21,1998,6.3,1,1,0,10,6,0,0,13,10,0,0,0,51,21,10,67.7,/en/players/ae7058f9/matchlogs/2019-2020/misc/Julian-Chabot-Match-Logs
111,Jhon Chancellor,ve,DF,Brescia,27,1992,24.9,3,0,0,21,7,3,0,33,19,0,0,1,189,69,39,63.9,/en/players/84b6acaa/matchlogs/2019-2020/misc/Jhon-Chancellor-Match-Logs
112,Giorgio Chiellini,it,DF,Juventus,34,1984,2.2,0,0,0,4,2,0,0,1,2,0,0,0,18,4,2,66.7,/en/players/e85fb9b8/matchlogs/2019-2020/misc/Giorgio-Chiellini-Match-Logs
113,Federico Chiesa,it,"FW,DF",Fiorentina,21,1997,29.3,7,0,0,54,46,7,51,6,30,2,0,0,176,6,30,16.7,/en/players/b0f7e36c/matchlogs/2019-2020/misc/Federico-Chiesa-Match-Logs
114,Vlad Chiricheș,ro,DF,Sassuolo,29,1989,7.9,0,0,0,8,3,1,1,10,12,0,0,0,74,13,13,50.0,/en/players/c316607a/matchlogs/2019-2020/misc/Vlad-Chiriches-Match-Logs
115,Luca Cigarini,it,MF,Cagliari,33,1986,17.8,8,1,1,36,28,0,84,23,26,0,0,0,195,10,13,43.5,/en/players/ae64d449/matchlogs/2019-2020/misc/Luca-Cigarini-Match-Logs
116,Thiago Cionek,pl,DF,SPAL,33,1986,24.1,11,0,0,53,52,0,61,45,33,1,1,0,230,45,24,65.2,/en/players/46f5c54d/matchlogs/2019-2020/misc/Thiago-Cionek-Match-Logs
117,Andrea Cistana,it,DF,Brescia,22,1997,20.4,7,1,0,24,14,1,4,34,21,0,1,0,171,47,47,50.0,/en/players/fe6a7685/matchlogs/2019-2020/misc/Andrea-Cistana-Match-Logs
118,Denilho Cleonise,nl,FW,Genoa,17,2001,0.5,2,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0.0,/en/players/91c9de34/matchlogs/2019-2020/misc/Denilho-Cleonise-Match-Logs
119,Ebrima Colley,gm,FW,Atalanta,19,2000,0.9,1,0,0,3,4,0,0,1,1,0,0,0,12,1,1,50.0,/en/players/bf356094/matchlogs/2019-2020/misc/Ebrima-Colley-Match-Logs
120,Omar Colley,gm,DF,Sampdoria,26,1992,30.8,10,0,0,40,16,2,5,58,34,0,2,0,352,87,40,68.5,/en/players/8b95acda/matchlogs/2019-2020/misc/Omar-Colley-Match-Logs
121,Simone Colombi,it,GK,Parma,28,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,/en/players/72be9309/matchlogs/2019-2020/misc/Simone-Colombi-Match-Logs
122,Lorenzo Colombo,it,FW,Milan,17,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,/en/players/04df29a5/matchlogs/2019-2020/misc/Lorenzo-Colombo-Match-Logs
123,Andrea Consigli,it,GK,Sassuolo,32,1987,31.0,1,0,0,1,1,0,0,4,0,0,0,0,131,0,1,0.0,/en/players/8cabdc1e/matchlogs/2019-2020/misc/Andrea-Consigli-Match-Logs
124,Andrea Conti,it,DF,Milan,25,1994,19.2,8,0,0,37,22,0,24,43,31,0,0,0,148,17,13,56.7,/en/players/8fef5412/matchlogs/2019-2020/misc/Andrea-Conti-Match-Logs
125,Gabriele Corbo,it,DF,Bologna,19,2000,1.4,1,0,0,0,0,0,1,4,1,0,0,0,10,2,2,50.0,/en/players/091795f2/matchlogs/2019-2020/misc/Gabriele-Corbo-Match-Logs
