Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
109,Alberto Cerri,it,FW,Cagliari,23,1996,2.7,4,3,3,1,0,4,5,40.0,3,34,9,26.5,3,1,0,0,0,0,0,2,6,2,0,/en/players/1079c685/matchlogs/2019-2020/defense/Alberto-Cerri-Match-Logs
110,Julian Chabot,de,DF,Sampdoria,21,1998,6.3,14,10,10,4,0,14,6,50.0,3,67,21,31.3,10,4,0,8,2,0,6,13,27,40,1,/en/players/ae7058f9/matchlogs/2019-2020/defense/Julian-Chabot-Match-Logs
111,Jhon Chancellor,ve,DF,Brescia,27,1992,24.9,28,19,22,5,1,28,29,41.4,17,229,63,27.5,22,5,1,55,30,1,25,33,61,198,5,/en/players/84b6acaa/matchlogs/2019-2020/defense/Jhon-Chancellor-Match-Logs
112,Giorgio Chiellini,it,DF,Juventus,34,1984,2.2,3,2,3,0,0,3,1,100.0,0,18,11,61.1,3,0,0,5,3,0,2,1,4,10,0,/en/players/e85fb9b8/matchlogs/2019-2020/defense/Giorgio-Chiellini-Match-Logs
113,Federico Chiesa,it,"FW,DF",Fiorentina,21,1997,29.3,49,30,16,23,10,49,52,19.2,42,658,150,22.8,16,23,10,27,0,0,27,6,55,8,0,/en/players/b0f7e36c/matchlogs/2019-2020/defense/Federico-Chiesa-Match-Logs
114,Vlad Chiricheș,ro,DF,Sassuolo,29,1989,7.9,19,12,16,3,0,19,11,45.5,6,85,23,27.1,16,3,0,17,7,0,10,10,29,32,2,/en/players/c316607a/matchlogs/2019-2020/defense/Vlad-Chiriches-Match-Logs
115,Luca Cigarini,it,MF,Cagliari,33,1986,17.8,37,26,21,14,2,37,48,27.1,35,254,80,31.5,21,14,2,42,10,0,32,23,60,40,0,/en/players/ae64d449/matchlogs/2019-2020/defense/Luca-Cigarini-Match-Logs
116,Thiago Cionek,pl,DF,SPAL,33,1986,24.1,65,33,37,21,7,65,55,40.0,33,378,104,27.5,37,21,7,49,13,0,36,45,110,106,3,/en/players/46f5c54d/matchlogs/2019-2020/defense/Thiago-Cionek-Match-Logs
117,Andrea Cistana,it,DF,Brescia,22,1997,20.4,35,21,24,9,2,35,24,66.7,8,199,57,28.6,24,9,2,52,37,0,15,34,69,121,0,/en/players/fe6a7685/matchlogs/2019-2020/defense/Andrea-Cistana-Match-Logs
118,Denilho Cleonise,nl,FW,Genoa,17,2001,0.5,0,0,0,0,0,0,0,,0,18,4,22.2,0,0,0,0,0,0,0,1,1,0,0,/en/players/91c9de34/matchlogs/2019-2020/defense/Denilho-Cleonise-Match-Logs
119,Ebrima Colley,gm,FW,Atalanta,19,2000,0.9,2,1,1,0,1,2,2,50.0,1,15,4,26.7,1,0,1,2,0,0,2,1,3,0,0,/en/players/bf356094/matchlogs/2019-2020/defense/Ebrima-Colley-Match-Logs
120,Omar Colley,gm,DF,Sampdoria,26,1992,30.8,55,34,37,16,2,55,32,43.8,18,273,93,34.1,37,16,2,51,25,1,26,58,113,215,2,/en/players/8b95acda/matchlogs/2019-2020/defense/Omar-Colley-Match-Logs
121,Simone Colombi,it,GK,Parma,28,1991,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/72be9309/matchlogs/2019-2020/defense/Simone-Colombi-Match-Logs
122,Lorenzo Colombo,it,FW,Milan,17,2002,0.1,0,0,0,0,0,0,0,,0,4,1,25.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/04df29a5/matchlogs/2019-2020/defense/Lorenzo-Colombo-Match-Logs
123,Andrea Consigli,it,GK,Sassuolo,32,1987,31.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,0,0,0,0,0,0,0,4,4,0,1,/en/players/8cabdc1e/matchlogs/2019-2020/defense/Andrea-Consigli-Match-Logs
124,Andrea Conti,it,DF,Milan,25,1994,19.2,53,31,34,15,4,53,62,29.0,44,335,80,23.9,34,15,4,36,7,0,29,43,96,43,1,/en/players/8fef5412/matchlogs/2019-2020/defense/Andrea-Conti-Match-Logs
125,Gabriele Corbo,it,DF,Bologna,19,2000,1.4,1,1,1,0,0,1,4,0.0,4,14,4,28.6,1,0,0,2,2,1,0,4,5,9,1,/en/players/091795f2/matchlogs/2019-2020/defense/Gabriele-Corbo-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Andreas Cornelius,dk,FW,Parma,26,1993,16.6,8,6,3,3,2,8,13,15.4,11,219,57,26.0,3,3,2,6,1,0,5,2,10,27,0,/en/players/c693347d/matchlogs/2019-2020/defense/Andreas-Cornelius-Match-Logs
127,Joaquín Correa,ar,"FW,MF",Lazio,24,1994,22.2,15,11,5,7,3,15,23,13.0,20,357,95,26.6,5,7,3,8,2,0,6,7,22,9,0,/en/players/45b9b619/matchlogs/2019-2020/defense/Joaquin-Correa-Match-Logs
128,Angelo da Costa Júnior,br,GK,Bologna,35,1983,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/18736214/matchlogs/2019-2020/defense/Angelo-da-Costa-Junior-Match-Logs
129,Douglas Costa,br,"FW,MF",Juventus,28,1990,8.9,5,5,4,1,0,5,10,10.0,9,115,25,21.7,4,1,0,10,0,0,10,6,11,3,0,/en/players/4fa7cb9b/matchlogs/2019-2020/defense/Douglas-Costa-Match-Logs
130,Alessio Cragno,it,GK,Cagliari,25,1994,16.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,/en/players/f554e29b/matchlogs/2019-2020/defense/Alessio-Cragno-Match-Logs
131,Domenico Criscito,it,DF,Genoa,32,1986,22.8,69,44,46,17,6,69,61,44.3,34,310,99,31.9,46,17,6,53,15,0,38,52,121,83,1,/en/players/35dd6d80/matchlogs/2019-2020/defense/Domenico-Criscito-Match-Logs
132,Bryan Cristante,it,MF,Roma,24,1995,18.0,25,14,7,14,4,25,27,37.0,17,301,71,23.6,7,14,4,21,4,0,17,26,51,31,0,/en/players/16657b95/matchlogs/2019-2020/defense/Bryan-Cristante-Match-Logs
133,Sebastián Cristóforo,uy,MF,Fiorentina,25,1993,1.0,5,4,3,1,1,5,6,33.3,4,19,8,42.1,3,1,1,2,1,0,1,1,6,0,0,/en/players/3c05c659/matchlogs/2019-2020/defense/Sebastian-Cristoforo-Match-Logs
134,Juan Cuadrado,co,DF,Juventus,31,1988,29.5,74,40,39,29,6,74,64,46.9,34,345,103,29.9,39,29,6,51,9,0,42,36,110,55,0,/en/players/0ab1f153/matchlogs/2019-2020/defense/Juan-Cuadrado-Match-Logs
135,Jaume Cuéllar,bo,"FW,MF",SPAL,17,2001,0.8,1,1,0,0,1,1,1,0.0,1,14,4,28.6,0,0,1,1,0,0,1,0,1,0,0,/en/players/934e264d/matchlogs/2019-2020/defense/Jaume-Cuellar-Match-Logs
136,Felipe Curcio,br,DF,Brescia,26,1993,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/8913a9f9/matchlogs/2019-2020/defense/Felipe-Curcio-Match-Logs
137,Patrick Cutrone,it,FW,Fiorentina,21,1998,9.3,8,6,3,2,3,8,15,0.0,15,227,49,21.6,3,2,3,9,2,0,7,2,10,5,0,/en/players/a4fe8cda/matchlogs/2019-2020/defense/Patrick-Cutrone-Match-Logs
138,Lennart-Marten Czyborra,de,DF,Atalanta,20,1999,0.2,0,0,0,0,0,0,0,,0,7,4,57.1,0,0,0,2,0,0,2,0,0,0,0,/en/players/7ba1f1ef/matchlogs/2019-2020/defense/Lennart-Marten-Czyborra-Match-Logs
139,Marco D'Alessandro,it,"MF,DF",SPAL,28,1991,8.7,19,9,6,7,6,19,11,27.3,8,134,39,29.1,6,7,6,12,0,0,12,4,23,7,0,/en/players/060606ec/matchlogs/2019-2020/defense/Marco-DAlessandro-Match-Logs
140,Danilo D'Ambrosio,it,DF,Inter,30,1988,15.6,34,20,18,9,7,34,36,38.9,22,277,76,27.4,18,9,7,24,5,0,19,14,48,30,0,/en/players/44eb9093/matchlogs/2019-2020/defense/Danilo-DAmbrosio-Match-Logs
141,Felice D'Amico,it,MF,Sampdoria,18,2000,0.0,2,1,1,0,1,2,1,100.0,0,5,1,20.0,1,0,1,0,0,0,0,0,2,0,0,/en/players/0c35d28d/matchlogs/2019-2020/defense/Felice-DAmico-Match-Logs
142,Jacopo Da Riva,it,FW,Atalanta,18,2000,0.0,0,0,0,0,0,0,0,,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/9591723b/matchlogs/2019-2020/defense/Jacopo-Da-Riva-Match-Logs
143,Bryan Dabo,bf,MF,SPAL,27,1992,12.5,28,14,14,11,3,28,18,22.2,14,212,60,28.3,14,11,3,17,3,0,14,11,39,13,0,/en/players/c53083ad/matchlogs/2019-2020/defense/Bryan-Dabo-Match-Logs
144,Felipe dal Belo,br,DF,SPAL,35,1984,11.1,14,8,7,7,0,14,18,50.0,9,112,32,28.6,7,7,0,21,12,0,9,8,22,36,0,/en/players/8cea6319/matchlogs/2019-2020/defense/Felipe-dal-Belo-Match-Logs
145,Christian Dalle Mura,it,MF,Fiorentina,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/f32df091/matchlogs/2019-2020/defense/Christian-Dalle-Mura-Match-Logs
146,Danilo,br,DF,Juventus,28,1991,16.0,34,17,20,7,7,34,25,56.0,11,154,50,32.5,20,7,7,22,4,0,18,23,57,47,0,/en/players/94b2001f/matchlogs/2019-2020/defense/Danilo-Match-Logs
147,Andrea Danzi,it,MF,Hellas Verona,20,1999,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/263b855a/matchlogs/2019-2020/defense/Andrea-Danzi-Match-Logs
148,Matteo Darmian,it,DF,Parma,29,1989,29.8,72,39,44,25,3,72,77,42.9,44,477,127,26.6,44,25,3,73,20,0,53,25,97,84,0,/en/players/96e0490d/matchlogs/2019-2020/defense/Matteo-Darmian-Match-Logs
149,Paweł Dawidowicz,pl,DF,Hellas Verona,24,1995,7.7,17,8,11,5,1,17,13,46.2,7,114,34,29.8,11,5,1,11,6,0,5,12,29,53,0,/en/players/16bb656a/matchlogs/2019-2020/defense/Pawel-Dawidowicz-Match-Logs
150,Sebastien De Maio,fr,DF,Udinese,32,1987,16.7,21,15,15,5,1,21,12,58.3,5,144,46,31.9,15,5,1,44,23,0,21,34,55,94,2,/en/players/952a03fe/matchlogs/2019-2020/defense/Sebastien-De-Maio-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Rodrigo De Paul,ar,MF,Udinese,25,1994,31.4,63,37,36,20,7,63,74,28.4,53,693,186,26.8,36,20,7,51,6,0,45,28,91,10,0,/en/players/162efffd/matchlogs/2019-2020/defense/Rodrigo-De-Paul-Match-Logs
152,Mattia De Sciglio,it,DF,Juventus,26,1992,5.2,11,5,7,4,0,11,12,50.0,6,48,16,33.3,7,4,0,12,1,0,11,8,19,15,0,/en/players/ae4e2852/matchlogs/2019-2020/defense/Mattia-De-Sciglio-Match-Logs
153,Lorenzo De Silvestri,it,DF,Torino,31,1988,24.9,16,9,4,9,3,16,32,34.4,21,235,62,26.4,4,9,3,46,7,0,39,20,36,86,0,/en/players/e74f0e59/matchlogs/2019-2020/defense/Lorenzo-De-Silvestri-Match-Logs
154,Grégoire Defrel,mq,"FW,MF",Sassuolo,28,1991,10.9,11,9,4,5,2,11,16,18.8,13,226,60,26.5,4,5,2,14,0,0,14,3,14,6,0,/en/players/854ee61a/matchlogs/2019-2020/defense/Gregoire-Defrel-Match-Logs
155,Alessandro Deiola,it,MF,Cagliari,23,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,/en/players/7f267d66/matchlogs/2019-2020/defense/Alessandro-Deiola-Match-Logs
156,Alessandro Deiola,it,MF,Lecce,23,1995,8.0,19,12,8,11,0,19,21,47.6,11,152,45,29.6,8,11,0,15,4,0,11,7,26,19,0,/en/players/7f267d66/matchlogs/2019-2020/defense/Alessandro-Deiola-Match-Logs
157,Cristian Dell'Orco,it,DF,Lecce,25,1994,11.2,30,16,23,5,2,30,17,58.8,7,118,37,31.4,23,5,2,20,6,0,14,17,47,37,0,/en/players/b0243215/matchlogs/2019-2020/defense/Cristian-DellOrco-Match-Logs
158,Merih Demiral,tr,DF,Juventus,21,1998,4.6,11,7,8,3,0,11,5,60.0,2,34,10,29.4,8,3,0,7,5,1,2,4,15,29,0,/en/players/e3cceee6/matchlogs/2019-2020/defense/Merih-Demiral-Match-Logs
159,Diego Demme,de,MF,Napoli,27,1991,10.0,21,13,15,4,2,21,28,32.1,19,201,57,28.4,15,4,2,8,1,0,7,10,31,12,0,/en/players/dc3fa3b5/matchlogs/2019-2020/defense/Diego-Demme-Match-Logs
160,Stefano Denswil,nl,DF,Bologna,26,1993,24.9,53,35,32,18,3,53,48,62.5,18,281,80,28.5,32,18,3,50,10,0,40,32,85,112,2,/en/players/5832ebfe/matchlogs/2019-2020/defense/Stefano-Denswil-Match-Logs
161,Fabio Depaoli,it,"MF,DF",Sampdoria,22,1997,20.6,46,26,22,18,6,46,38,39.5,23,399,91,22.8,22,18,6,42,3,0,39,15,61,33,0,/en/players/d97f2e8d/matchlogs/2019-2020/defense/Fabio-Depaoli-Match-Logs
162,Kastriot Dermaku,al,DF,Parma,27,1992,11.4,9,6,7,2,0,9,11,27.3,8,124,37,29.8,7,2,0,27,18,0,9,12,21,75,0,/en/players/2990c466/matchlogs/2019-2020/defense/Kastriot-Dermaku-Match-Logs
163,Daniele Dessena,it,MF,Brescia,32,1987,20.8,24,15,12,10,2,24,31,32.3,21,299,72,24.1,12,10,2,21,3,0,18,10,34,24,0,/en/players/02b2937c/matchlogs/2019-2020/defense/Daniele-Dessena-Match-Logs
164,Mattia Destro,it,"FW,MF",Genoa,28,1991,1.7,0,0,0,0,0,0,0,,0,29,6,20.7,0,0,0,1,0,0,1,0,0,0,0,/en/players/d7d32194/matchlogs/2019-2020/defense/Mattia-Destro-Match-Logs
165,Mattia Destro,it,FW,Bologna,28,1991,2.1,3,3,0,2,1,3,2,50.0,1,43,9,20.9,0,2,1,1,0,0,1,0,3,0,0,/en/players/d7d32194/matchlogs/2019-2020/defense/Mattia-Destro-Match-Logs
166,Samuel Di Carmine,it,FW,Hellas Verona,30,1988,14.4,3,2,0,2,1,3,7,0.0,7,208,57,27.4,0,2,1,3,0,0,3,0,3,11,0,/en/players/ef94dc2f/matchlogs/2019-2020/defense/Samuel-Di-Carmine-Match-Logs
167,Federico Di Francesco,it,FW,SPAL,25,1994,12.0,7,6,3,3,1,7,18,11.1,16,169,43,25.4,3,3,1,13,3,0,10,3,10,3,0,/en/players/1fca9171/matchlogs/2019-2020/defense/Federico-Di-Francesco-Match-Logs
168,Giovanni Di Lorenzo,it,DF,Napoli,25,1993,33.0,62,43,32,21,9,62,73,46.6,39,397,125,31.5,32,21,9,48,13,1,35,31,93,73,0,/en/players/230a2fac/matchlogs/2019-2020/defense/Giovanni-Di-Lorenzo-Match-Logs
169,Amadou Diawara,gn,MF,Roma,22,1997,16.9,48,32,14,25,9,48,32,31.3,22,318,95,29.9,14,25,9,23,1,0,22,36,84,19,3,/en/players/bf309d24/matchlogs/2019-2020/defense/Amadou-Diawara-Match-Logs
170,Mitchell Dijks,nl,DF,Bologna,26,1993,11.2,16,10,8,6,2,16,12,66.7,4,113,38,33.6,8,6,2,21,1,0,20,10,26,27,1,/en/players/0a3065c8/matchlogs/2019-2020/defense/Mitchell-Dijks-Match-Logs
171,Federico Dimarco,it,DF,Hellas Verona,21,1997,5.8,10,6,3,5,2,10,12,41.7,7,86,28,32.6,3,5,2,8,2,0,6,4,14,18,0,/en/players/970b8574/matchlogs/2019-2020/defense/Federico-Dimarco-Match-Logs
172,Federico Dimarco,it,"DF,MF",Inter,21,1997,0.3,1,1,0,1,0,1,0,,0,8,5,62.5,0,1,0,1,0,0,1,1,2,1,0,/en/players/970b8574/matchlogs/2019-2020/defense/Federico-Dimarco-Match-Logs
173,Koffi Djidji,ci,DF,Torino,26,1992,9.5,29,13,20,9,0,29,15,26.7,11,169,41,24.3,20,9,0,41,22,0,19,16,45,55,1,/en/players/933d3b51/matchlogs/2019-2020/defense/Koffi-Djidji-Match-Logs
174,Berat Djimsiti,al,DF,Atalanta,26,1993,30.9,55,25,22,32,1,55,53,52.8,25,368,131,35.6,22,32,1,38,17,0,21,49,104,158,1,/en/players/6eee05f1/matchlogs/2019-2020/defense/Berat-Djimsiti-Match-Logs
175,Nicolás Domínguez,ar,MF,Bologna,21,1998,7.8,22,16,15,6,1,22,26,42.3,15,235,72,30.6,15,6,1,14,1,0,13,11,33,9,0,/en/players/20b3a502/matchlogs/2019-2020/defense/Nicolas-Dominguez-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Giulio Donati,it,DF,Lecce,29,1990,19.6,32,25,22,6,4,32,35,31.4,24,182,57,31.3,22,6,4,36,12,1,24,26,58,40,1,/en/players/22051fbe/matchlogs/2019-2020/defense/Giulio-Donati-Match-Logs
177,Alfredo Donnarumma,it,FW,Brescia,28,1990,18.7,13,7,2,7,4,13,16,18.8,13,345,66,19.1,2,7,4,10,1,0,9,5,18,2,0,/en/players/5592007b/matchlogs/2019-2020/defense/Alfredo-Donnarumma-Match-Logs
178,Gianluigi Donnarumma,it,GK,Milan,20,1999,35.6,0,0,0,0,0,0,2,0.0,2,6,2,33.3,0,0,0,0,0,0,0,3,3,1,4,/en/players/08f5afaa/matchlogs/2019-2020/defense/Gianluigi-Donnarumma-Match-Logs
179,Bartłomiej Drągowski,pl,GK,Fiorentina,21,1997,31.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0,0,0,0,0,0,2,2,0,0,/en/players/085e71a7/matchlogs/2019-2020/defense/Bartlomiej-Dragowski-Match-Logs
180,Léo Duarte,br,DF,Milan,23,1996,4.5,5,1,2,2,1,5,3,33.3,2,53,12,22.6,2,2,1,12,6,0,6,3,8,12,0,/en/players/73ddc40c/matchlogs/2019-2020/defense/Leo-Duarte-Match-Logs
181,Edgaras Dubickas,lt,DF,Lecce,21,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/c59f90b0/matchlogs/2019-2020/defense/Edgaras-Dubickas-Match-Logs
182,Alfred Duncan,gh,MF,Sassuolo,26,1993,9.4,18,11,6,7,5,18,21,33.3,14,171,47,27.5,6,7,5,12,0,0,12,10,28,19,0,/en/players/528492ea/matchlogs/2019-2020/defense/Alfred-Duncan-Match-Logs
183,Alfred Duncan,gh,MF,Fiorentina,26,1993,9.9,13,7,11,2,0,13,18,22.2,14,152,50,32.9,11,2,0,8,1,0,7,5,18,10,0,/en/players/528492ea/matchlogs/2019-2020/defense/Alfred-Duncan-Match-Logs
184,Paulo Dybala,ar,"FW,MF",Juventus,25,1993,23.9,24,18,7,11,6,24,32,25.0,24,401,111,27.7,7,11,6,26,0,0,26,13,37,2,0,/en/players/e0921a4f/matchlogs/2019-2020/defense/Paulo-Dybala-Match-Logs
185,Edin Džeko,ba,FW,Roma,33,1986,31.7,17,11,2,7,8,17,12,8.3,11,280,80,28.6,2,7,8,12,3,0,9,6,23,34,0,/en/players/3bb7f478/matchlogs/2019-2020/defense/Edin-Dzeko-Match-Logs
186,Blerim Džemaili,ch,MF,Bologna,33,1986,7.8,18,16,4,11,3,18,27,25.9,20,196,51,26.0,4,11,3,15,3,0,12,7,25,10,0,/en/players/756959aa/matchlogs/2019-2020/defense/Blerim-Dzemaili-Match-Logs
187,Simone Edera,it,"MF,FW",Torino,22,1997,4.4,12,7,4,7,1,12,13,15.4,11,89,27,30.3,4,7,1,2,1,0,1,1,13,4,0,/en/players/8697c095/matchlogs/2019-2020/defense/Simone-Edera-Match-Logs
188,Albin Ekdal,se,MF,Sampdoria,30,1989,26.5,58,44,21,34,3,58,74,25.7,55,507,151,29.8,21,34,3,48,13,0,35,31,89,52,1,/en/players/f503ea63/matchlogs/2019-2020/defense/Albin-Ekdal-Match-Logs
189,Elif Elmas,mk,MF,Napoli,19,1999,12.6,16,10,5,6,5,16,24,25.0,18,251,69,27.5,5,6,5,17,1,0,16,11,27,6,0,/en/players/cf007308/matchlogs/2019-2020/defense/Elif-Elmas-Match-Logs
190,Alan Empereur,br,DF,Hellas Verona,25,1994,9.5,20,13,16,4,0,20,12,66.7,4,100,38,38.0,16,4,0,23,12,0,11,25,45,44,0,/en/players/825b8997/matchlogs/2019-2020/defense/Alan-Empereur-Match-Logs
191,Christian Eriksen,dk,MF,Inter,27,1992,7.8,9,6,1,7,1,9,19,10.5,17,109,24,22.0,1,7,1,4,0,0,4,0,9,0,0,/en/players/980522ec/matchlogs/2019-2020/defense/Christian-Eriksen-Match-Logs
192,Espeto,br,"DF,MF",SPAL,22,1997,23.4,67,39,27,29,11,67,55,43.6,31,563,141,25.0,27,29,11,44,3,0,41,22,89,23,1,/en/players/674cfc5a/matchlogs/2019-2020/defense/Espeto-Match-Logs
193,Sebastiano Esposito,it,FW,Inter,17,2002,2.2,3,3,0,2,1,3,4,0.0,4,79,24,30.4,0,2,1,5,1,0,4,3,6,0,0,/en/players/7ff93107/matchlogs/2019-2020/defense/Sebastiano-Esposito-Match-Logs
194,Valentin Eysseric,fr,MF,Fiorentina,27,1992,0.5,0,0,0,0,0,0,0,,0,16,2,12.5,0,0,0,1,0,0,1,0,0,1,0,/en/players/ae82fa48/matchlogs/2019-2020/defense/Valentin-Eysseric-Match-Logs
195,Valentin Eysseric,fr,"MF,FW",Hellas Verona,27,1992,3.9,4,1,2,1,1,4,3,0.0,3,64,14,21.9,2,1,1,2,0,0,2,2,6,3,0,/en/players/ae82fa48/matchlogs/2019-2020/defense/Valentin-Eysseric-Match-Logs
196,Luca Falbo,it,DF,Lazio,19,2000,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/ca8fa0c0/matchlogs/2019-2020/defense/Luca-Falbo-Match-Logs
197,Filippo Falco,it,"FW,MF",Lecce,27,1992,22.4,19,15,3,8,8,19,16,25.0,12,236,56,23.7,3,8,8,13,1,0,12,5,24,1,0,/en/players/e23f56c1/matchlogs/2019-2020/defense/Filippo-Falco-Match-Logs
198,Wladimiro Falcone,it,GK,Sampdoria,24,1995,2.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/9f5a610b/matchlogs/2019-2020/defense/Wladimiro-Falcone-Match-Logs
199,Iago Falque,es,"MF,FW",Torino,29,1990,1.1,0,0,0,0,0,0,2,0.0,2,17,5,29.4,0,0,0,4,1,0,3,0,0,0,0,/en/players/440c84ed/matchlogs/2019-2020/defense/Iago-Falque-Match-Logs
200,Iago Falque,es,MF,Genoa,29,1990,5.8,3,2,0,1,2,3,10,20.0,8,58,14,24.1,0,1,2,8,0,0,8,1,4,2,0,/en/players/440c84ed/matchlogs/2019-2020/defense/Iago-Falque-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Andri Fannar Baldursson,is,MF,Bologna,17,2002,1.6,1,1,0,1,0,1,3,33.3,2,45,10,22.2,0,1,0,1,0,0,1,1,2,2,0,/en/players/61f2f56a/matchlogs/2019-2020/defense/Andri-Fannar-Baldursson-Match-Logs
202,Paolo Faragò,it,DF,Cagliari,26,1993,14.9,47,28,25,17,5,47,52,40.4,31,251,73,29.1,25,17,5,37,10,0,27,9,56,69,2,/en/players/9085dd7c/matchlogs/2019-2020/defense/Paolo-Farago-Match-Logs
203,Davide Faraoni,it,DF,Hellas Verona,27,1991,35.9,62,36,39,18,5,62,81,28.4,58,502,156,31.1,39,18,5,93,18,1,75,36,98,127,1,/en/players/aae9d04a/matchlogs/2019-2020/defense/Davide-Faraoni-Match-Logs
204,Mohamed Fares,dz,"DF,MF",SPAL,23,1996,4.7,7,3,2,4,1,7,13,15.4,11,79,19,24.1,2,4,1,7,2,0,5,6,13,10,0,/en/players/b7a5bc86/matchlogs/2019-2020/defense/Mohamed-Fares-Match-Logs
205,Diego Farias,br,"FW,MF",Lecce,29,1990,9.2,10,5,4,5,1,10,21,23.8,16,183,27,14.8,4,5,1,9,0,0,9,4,14,4,0,/en/players/157d29b6/matchlogs/2019-2020/defense/Diego-Farias-Match-Logs
206,Andrea Favilli,it,FW,Genoa,22,1997,7.3,7,5,2,3,2,7,6,0.0,6,110,22,20.0,2,3,2,5,0,0,5,0,7,5,0,/en/players/44510fde/matchlogs/2019-2020/defense/Andrea-Favilli-Match-Logs
207,Federico Fazio,ar,DF,Roma,32,1987,13.5,20,11,12,6,2,20,13,46.2,7,113,43,38.1,12,6,2,16,8,0,8,24,44,63,0,/en/players/4e358a2d/matchlogs/2019-2020/defense/Federico-Fazio-Match-Logs
208,Luiz Felipe,br,DF,Lazio,22,1997,22.5,49,24,29,17,3,49,41,61.0,16,219,62,28.3,29,17,3,65,34,0,31,43,92,77,4,/en/players/15d0c248/matchlogs/2019-2020/defense/Luiz-Felipe-Match-Logs
209,Lucas Felippe,br,"MF,DF",Hellas Verona,19,2000,0.3,1,0,1,0,0,1,1,100.0,0,3,1,33.3,1,0,0,0,0,0,0,0,1,0,0,/en/players/85e51909/matchlogs/2019-2020/defense/Lucas-Felippe-Match-Logs
210,Alex Ferrari,it,DF,Sampdoria,25,1994,11.2,17,12,13,4,0,17,11,36.4,7,133,34,25.6,13,4,0,22,11,0,11,11,28,52,0,/en/players/d0dbca9f/matchlogs/2019-2020/defense/Alex-Ferrari-Match-Logs
211,Sergio Floccari,it,FW,SPAL,37,1981,10.5,9,6,1,4,4,9,14,0.0,14,247,55,22.3,1,4,4,11,1,0,10,5,14,1,0,/en/players/df301450/matchlogs/2019-2020/defense/Sergio-Floccari-Match-Logs
212,Alessandro Florenzi,it,"DF,FW",Roma,28,1991,11.1,16,13,9,4,3,16,22,22.7,17,131,43,32.8,9,4,3,22,2,0,20,16,32,29,0,/en/players/e288d4b3/matchlogs/2019-2020/defense/Alessandro-Florenzi-Match-Logs
213,Seko Fofana,ci,MF,Udinese,24,1995,25.0,21,12,10,9,2,21,33,18.2,27,380,89,23.4,10,9,2,27,1,0,26,15,36,21,0,/en/players/5313ed43/matchlogs/2019-2020/defense/Seko-Fofana-Match-Logs
214,Gianluca Frabotta,it,DF,Juventus,20,1999,1.0,2,1,0,1,1,2,4,50.0,2,17,6,35.3,0,1,1,4,0,0,4,1,3,0,0,/en/players/d80b1835/matchlogs/2019-2020/defense/Gianluca-Frabotta-Match-Logs
215,Remo Freuler,ch,MF,Atalanta,27,1992,26.0,63,48,30,26,7,63,80,26.3,59,589,191,32.4,30,26,7,60,6,0,54,25,88,37,0,/en/players/98d2c2c4/matchlogs/2019-2020/defense/Remo-Freuler-Match-Logs
216,Daniel Fuzato,br,GK,Roma,22,1997,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/82328faf/matchlogs/2019-2020/defense/Daniel-Fuzato-Match-Logs
217,Matteo Gabbia,it,DF,Milan,19,1999,7.6,10,5,6,4,0,10,11,45.5,6,83,23,27.7,6,4,0,10,5,0,5,10,20,36,0,/en/players/c235e803/matchlogs/2019-2020/defense/Matteo-Gabbia-Match-Logs
