Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
705,Miguel Veloso,pt,MF,Hellas Verona,33,1986,34,"2,811",83,82.2,31.2,32,86,2,33,0,1.35,37,38,-1,-0.03,+0.41,37.2,40.2,-2.9,-0.10,+0.41,/en/players/ab1ca213/matchlogs/2019-2020/summary/Miguel-Veloso-Match-Logs
706,Lorenzo Venuti,it,DF,Fiorentina,24,1995,16,858,54,25.1,9.5,10,77,6,15,22,1.50,12,12,0,0.00,-0.11,12.8,14.1,-1.3,-0.13,-0.11,/en/players/983ff2c7/matchlogs/2019-2020/summary/Lorenzo-Venuti-Match-Logs
707,Brayan Vera,co,"DF,MF",Lecce,20,1999,8,155,19,4.5,1.7,1,77,7,11,30,0.38,1,2,-1,-0.58,+0.30,1.6,3.7,-2.2,-1.25,+0.30,/en/players/80c718dd/matchlogs/2019-2020/summary/Brayan-Vera-Match-Logs
708,Simone Verdi,it,"FW,MF",Napoli,27,1992,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/0375723e/matchlogs/2019-2020/summary/Simone-Verdi-Match-Logs
709,Simone Verdi,it,"MF,FW",Torino,27,1992,33,"2,073",63,60.6,23.0,26,73,7,26,0,0.91,30,41,-11,-0.48,+0.26,27.7,39.7,-12.0,-0.52,+0.26,/en/players/0375723e/matchlogs/2019-2020/summary/Simone-Verdi-Match-Logs
710,Jordan Veretout,fr,MF,Roma,26,1993,33,"2,629",80,76.9,29.2,30,86,3,16,3,1.88,53,36,+17,+0.58,-0.44,55.2,37.5,+17.7,+0.60,-0.44,/en/players/4a56052c/matchlogs/2019-2020/summary/Jordan-Veretout-Match-Logs
711,Edoardo Vergani,it,FW,Inter,18,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/2873973b/matchlogs/2019-2020/summary/Edoardo-Vergani-Match-Logs
712,Valerio Verre,it,"FW,MF",Hellas Verona,25,1994,32,"1,774",55,51.9,19.7,22,68,10,27,5,1.38,30,24,+6,+0.30,+0.85,27.2,23.6,+3.5,+0.18,+0.85,/en/players/33ecf462/matchlogs/2019-2020/summary/Valerio-Verre-Match-Logs
713,Francesco Vicari,it,DF,SPAL,24,1994,34,"2,898",85,84.7,32.2,33,87,1,12,3,0.59,24,62,-38,-1.18,+0.89,32.2,55.3,-23.2,-0.72,+0.89,/en/players/de045b15/matchlogs/2019-2020/summary/Francesco-Vicari-Match-Logs
714,Ronaldo Vieira,gw,MF,Sampdoria,21,1998,27,"1,819",67,53.2,20.2,20,82,7,26,3,0.89,17,36,-19,-0.94,-1.05,25.8,28.9,-3.1,-0.15,-1.05,/en/players/75e60d75/matchlogs/2019-2020/summary/Ronaldo-Vieira-Match-Logs
715,Mauro Vigorito,it,GK,Lecce,29,1990,5,423,85,12.4,4.7,4,90,1,63,32,1.80,9,9,0,0.00,+0.99,7.1,11.2,-4.0,-0.85,+0.99,/en/players/582a251c/matchlogs/2019-2020/summary/Mauro-Vigorito-Match-Logs
716,Gonzalo Villar,es,MF,Roma,21,1998,9,299,33,8.7,3.3,2,90,7,17,8,2.00,10,5,+5,+1.51,+0.90,8.0,4.3,+3.7,+1.12,+0.90,/en/players/bdc74a8f/matchlogs/2019-2020/summary/Gonzalo-Villar-Match-Logs
717,Luigi Vitale,it,DF,Hellas Verona,31,1987,2,41,21,1.2,0.5,0,,2,21,13,2.00,1,0,+1,+2.20,+2.33,0.3,0.5,-0.3,-0.57,+2.33,/en/players/fe479e17/matchlogs/2019-2020/summary/Luigi-Vitale-Match-Logs
718,Mattia Viviani,it,MF,Brescia,18,2000,8,344,43,10.1,3.8,3,79,5,22,15,0.88,3,14,-11,-2.88,-1.91,4.5,10.7,-6.1,-1.60,-1.91,/en/players/360b2bb1/matchlogs/2019-2020/summary/Mattia-Viviani-Match-Logs
719,Dušan Vlahović,rs,FW,Fiorentina,19,2000,30,"1,499",50,43.8,16.7,13,82,17,26,6,1.17,22,30,-8,-0.48,-1.00,24.5,24.9,-0.5,-0.03,-1.00,/en/players/79443529/matchlogs/2019-2020/summary/Dusan-Vlahovic-Match-Logs
720,Stefan de Vrij,nl,DF,Inter,27,1992,34,"2,830",83,82.7,31.4,32,86,2,32,3,2.06,61,32,+29,+0.92,-1.52,58.4,36.3,+22.1,+0.70,-1.52,/en/players/d0d8dd44/matchlogs/2019-2020/summary/Stefan-de-Vrij-Match-Logs
721,Giacomo Vrioni,al,FW,Juventus,20,1998,1,12,12,0.4,0.1,0,,1,12,4,0.00,0,0,0,0.00,-0.87,0.1,0.2,-0.2,-1.16,-0.87,/en/players/bf4d31d3/matchlogs/2019-2020/summary/Giacomo-Vrioni-Match-Logs
722,Walace,br,MF,Udinese,24,1995,20,"1,139",57,33.3,12.7,12,82,8,20,17,1.25,15,15,0,0.00,+0.55,14.1,18.0,-3.9,-0.31,+0.55,/en/players/26db8853/matchlogs/2019-2020/summary/Walace-Match-Logs
723,Sebastian Walukiewicz,pl,DF,Cagliari,19,2000,14,"1,165",83,34.1,12.9,13,84,1,76,22,0.93,10,19,-9,-0.70,-0.89,12.8,23.5,-10.7,-0.82,-0.89,/en/players/217875a4/matchlogs/2019-2020/summary/Sebastian-Walukiewicz-Match-Logs
724,Wesley,br,DF,Hellas Verona,19,2000,0,,,,,0,,0,,8,,,,,,,,,,,,/en/players/7f7ad37a/matchlogs/2019-2020/summary/Wesley-Match-Logs
725,Wesley,br,DF,Juventus,19,2000,0,,,,,0,,0,,9,,,,,,,,,,,,/en/players/7f7ad37a/matchlogs/2019-2020/summary/Wesley-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Jawad El Yamiq,ma,DF,Genoa,27,1992,3,197,66,5.8,2.2,2,90,1,17,14,0.33,1,9,-8,-3.65,-3.15,2.1,4.9,-2.8,-1.29,-3.15,/en/players/f6f6b6e8/matchlogs/2019-2020/summary/Jawad-El-Yamiq-Match-Logs
727,Maya Yoshida,jp,DF,Sampdoria,30,1988,14,"1,187",85,34.7,13.2,13,90,1,17,2,1.36,22,20,+2,+0.15,+0.92,19.5,21.3,-1.8,-0.13,+0.92,/en/players/caffaf5a/matchlogs/2019-2020/summary/Maya-Yoshida-Match-Logs
728,Amin Younes,de,"FW,MF",Napoli,25,1993,9,176,20,5.1,2.0,1,64,8,14,19,1.56,3,1,+2,+1.02,+0.77,3.5,2.2,+1.3,+0.66,+0.77,/en/players/228f73ae/matchlogs/2019-2020/summary/Amin-Younes-Match-Logs
729,Ashley Young,eng,DF,Inter,34,1985,18,"1,185",66,34.6,13.2,13,85,5,17,0,1.94,29,17,+12,+0.91,-0.42,26.6,15.5,+11.1,+0.84,-0.42,/en/players/be927d03/matchlogs/2019-2020/summary/Ashley-Young-Match-Logs
730,Mattia Zaccagni,it,"FW,MF",Hellas Verona,24,1995,34,"2,114",62,61.8,23.5,26,72,8,30,2,1.24,22,32,-10,-0.43,-0.84,27.8,34.2,-6.4,-0.27,-0.84,/en/players/d85c238b/matchlogs/2019-2020/summary/Mattia-Zaccagni-Match-Logs
731,Federico Zanchetta,it,MF,SPAL,17,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/f2ecdd60/matchlogs/2019-2020/summary/Federico-Zanchetta-Match-Logs
732,Luca Zanimacchia,it,FW,Juventus,21,1998,2,120,60,3.5,1.3,1,90,1,30,4,0.00,1,3,-2,-1.50,-2.45,1.2,2.2,-1.0,-0.75,-2.45,/en/players/5e834dce/matchlogs/2019-2020/summary/Luca-Zanimacchia-Match-Logs
733,Nicolò Zaniolo,it,"FW,MF",Roma,20,1999,26,"1,503",58,43.9,16.7,16,79,10,24,0,2.04,31,18,+13,+0.78,+0.17,31.5,21.7,+9.8,+0.59,+0.17,/en/players/9907b1c8/matchlogs/2019-2020/summary/Nicolo-Zaniolo-Match-Logs
734,Cristián Zapata,co,DF,Genoa,32,1986,20,"1,718",86,50.2,19.1,19,90,1,8,10,1.15,25,34,-9,-0.47,+0.43,22.9,31.9,-9.0,-0.47,+0.43,/en/players/b1deecf8/matchlogs/2019-2020/summary/Cristian-Zapata-Match-Logs
735,Duván Zapata,co,FW,Atalanta,28,1991,28,"2,026",72,59.2,22.5,25,78,3,27,0,2.25,60,29,+31,+1.38,+0.15,46.1,23.5,+22.6,+1.00,+0.15,/en/players/d3de9af0/matchlogs/2019-2020/summary/Duvan-Zapata-Match-Logs
736,Davide Zappacosta,it,DF,Roma,27,1992,9,452,50,13.2,5.0,3,90,6,30,4,1.78,11,7,+4,+0.80,+0.13,7.6,7.5,+0.1,+0.02,+0.13,/en/players/7fe90ccd/matchlogs/2019-2020/summary/Davide-Zappacosta-Match-Logs
737,Simone Zaza,it,FW,Torino,28,1991,24,"1,640",68,48.0,18.2,16,85,8,35,4,1.00,24,25,-1,-0.05,+1.01,20.3,25.5,-5.2,-0.28,+1.01,/en/players/9592289a/matchlogs/2019-2020/summary/Simone-Zaza-Match-Logs
738,Marvin Zeegelaar,nl,DF,Udinese,28,1990,13,593,46,17.3,6.6,6,72,7,23,5,1.46,10,9,+1,+0.15,+0.63,6.5,8.6,-2.1,-0.31,+0.63,/en/players/8abd0c03/matchlogs/2019-2020/summary/Marvin-Zeegelaar-Match-Logs
739,Piotr Zieliński,pl,MF,Napoli,25,1994,37,"2,924",79,85.5,32.5,32,87,5,29,1,1.59,48,43,+5,+0.15,-0.93,53.6,34.0,+19.6,+0.60,-0.93,/en/players/a5296e55/matchlogs/2019-2020/summary/Piotr-Zielinski-Match-Logs
740,Jaromír Zmrhal,cz,MF,Brescia,25,1993,21,"1,125",54,32.9,12.5,11,83,10,21,14,0.81,11,30,-19,-1.52,-0.54,13.1,30.9,-17.8,-1.42,-0.54,/en/players/cbec1196/matchlogs/2019-2020/summary/Jaromir-Zmrhal-Match-Logs
741,Ervin Zukanović,ba,DF,SPAL,32,1987,3,204,68,6.0,2.3,2,90,1,24,2,0.00,2,4,-2,-0.88,+0.46,2.5,4.0,-1.5,-0.65,+0.46,/en/players/1253a12e/matchlogs/2019-2020/summary/Ervin-Zukanovic-Match-Logs
742,Szymon Żurkowski,pl,MF,Fiorentina,21,1997,2,12,6,0.4,0.1,0,,2,6,18,2.00,0,0,0,0.00,-0.08,0.2,0.1,+0.1,+0.83,-0.08,/en/players/4e1d5e59/matchlogs/2019-2020/summary/Szymon-Zurkowski-Match-Logs
743,Filip Đuričić,rs,"MF,FW",Sassuolo,27,1992,29,"1,633",56,47.7,18.1,19,73,10,24,4,1.31,37,24,+13,+0.72,+1.07,29.1,31.3,-2.3,-0.13,+1.07,/en/players/eccbe56a/matchlogs/2019-2020/summary/Filip-Djuricic-Match-Logs
