Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,0.7,0,0,0,4,0,0,2,0,1,0,0,0,6,1,0,100.0,/en/players/550985aa/matchlogs/2018-2019/misc/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9.0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0,,/en/players/85b011bb/matchlogs/2018-2019/misc/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,6.6,1,0,0,5,2,0,24,13,5,0,0,0,74,2,6,25.0,/en/players/9f84febe/matchlogs/2018-2019/misc/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,0.7,0,0,0,1,2,0,0,0,1,0,0,0,3,0,1,0.0,/en/players/2a82aa85/matchlogs/2018-2019/misc/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,6.0,2,0,0,9,6,3,2,3,1,1,0,0,27,4,3,57.1,/en/players/3d50bcdb/matchlogs/2018-2019/misc/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,33.5,8,0,0,47,32,3,29,27,50,0,1,0,289,29,29,50.0,/en/players/05e19d6a/matchlogs/2018-2019/misc/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,7.8,0,0,0,5,5,0,8,6,8,0,0,0,58,5,1,83.3,/en/players/38ac43d3/matchlogs/2018-2019/misc/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,9.1,7,0,0,32,12,0,36,10,22,0,0,0,59,11,13,45.8,/en/players/ce1806be/matchlogs/2018-2019/misc/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,13.7,2,0,0,7,4,0,2,8,8,0,0,0,137,24,16,60.0,/en/players/008a6e6d/matchlogs/2018-2019/misc/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,14.9,2,0,0,25,22,2,68,8,19,0,0,0,97,9,11,45.0,/en/players/4c3a6744/matchlogs/2018-2019/misc/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,32.3,7,1,1,28,39,1,188,42,27,0,1,0,303,28,20,58.3,/en/players/eda40760/matchlogs/2018-2019/misc/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,34.1,4,0,0,37,82,18,29,25,25,0,0,0,190,160,155,50.8,/en/players/58e933d2/matchlogs/2018-2019/misc/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,34.8,10,1,1,49,20,1,5,43,39,0,1,0,402,77,35,68.8,/en/players/da974c7b/matchlogs/2018-2019/misc/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,1.9,0,0,0,3,2,1,3,0,1,1,0,0,11,2,4,33.3,/en/players/be5e1c4c/matchlogs/2018-2019/misc/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,8.8,3,0,0,5,4,0,4,10,10,0,0,0,68,13,6,68.4,/en/players/2b71b88a/matchlogs/2018-2019/misc/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,11.8,2,0,0,13,12,3,40,8,6,0,0,0,78,5,25,16.7,/en/players/58027adc/matchlogs/2018-2019/misc/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,30.8,7,1,0,48,76,0,21,24,28,0,0,0,242,44,63,41.1,/en/players/817c6964/matchlogs/2018-2019/misc/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,17.1,5,1,1,42,27,1,21,18,41,0,0,0,139,69,44,61.1,/en/players/5aaef9ef/matchlogs/2018-2019/misc/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,1.2,0,0,0,4,1,0,3,0,2,0,0,0,3,1,4,20.0,/en/players/df3cda47/matchlogs/2018-2019/misc/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,28.4,9,0,0,36,55,1,142,20,16,0,0,0,176,51,54,48.6,/en/players/144607cc/matchlogs/2018-2019/misc/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,12.1,1,0,0,17,21,20,1,6,8,1,0,0,34,8,24,25.0,/en/players/822a7761/matchlogs/2018-2019/misc/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,33.5,2,0,0,0,8,0,0,1,0,0,0,1,174,0,0,,/en/players/4e7db402/matchlogs/2018-2019/misc/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/8e809937/matchlogs/2018-2019/misc/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,4.5,1,0,0,16,9,10,0,1,4,0,0,0,27,18,31,36.7,/en/players/2ead2809/matchlogs/2018-2019/misc/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,34.2,4,0,0,25,20,4,7,39,17,0,0,0,365,90,44,67.2,/en/players/fed5f993/matchlogs/2018-2019/misc/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,27.3,2,0,0,33,35,23,23,8,7,4,0,0,119,68,87,43.9,/en/players/09538fdb/matchlogs/2018-2019/misc/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,10.2,4,0,0,16,21,0,38,12,19,0,0,0,102,13,11,54.2,/en/players/3535098b/matchlogs/2018-2019/misc/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,7.2,2,0,0,17,6,0,25,8,19,0,0,0,70,3,9,25.0,/en/players/f26e3c59/matchlogs/2018-2019/misc/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,28.2,2,0,0,15,14,3,124,22,15,0,0,0,220,13,16,44.8,/en/players/5128bde4/matchlogs/2018-2019/misc/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,31.5,7,0,0,31,63,0,242,22,21,1,0,0,211,6,16,27.3,/en/players/02caf6e0/matchlogs/2018-2019/misc/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,22.1,7,0,0,45,22,2,29,50,59,0,0,0,323,34,18,65.4,/en/players/4c78b5ed/matchlogs/2018-2019/misc/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,2.0,0,0,0,2,1,0,0,3,1,0,0,0,16,3,1,75.0,/en/players/dbe5a587/matchlogs/2018-2019/misc/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,12.5,4,0,0,27,22,1,16,19,28,0,0,0,123,22,22,50.0,/en/players/1b82f8df/matchlogs/2018-2019/misc/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,17.9,5,0,0,42,15,1,45,26,37,0,0,0,165,26,29,47.3,/en/players/7d3cbc67/matchlogs/2018-2019/misc/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,27.9,11,0,0,45,52,1,18,28,49,0,0,0,246,19,30,38.8,/en/players/d023d70f/matchlogs/2018-2019/misc/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,33.1,2,0,0,17,11,3,125,32,24,0,0,2,284,12,22,35.3,/en/players/ff800ed8/matchlogs/2018-2019/misc/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,0.3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,/en/players/2648e18f/matchlogs/2018-2019/misc/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,20.5,7,0,0,35,29,0,37,29,32,0,1,0,202,16,27,37.2,/en/players/a8a874f1/matchlogs/2018-2019/misc/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,25.1,6,1,1,31,8,1,8,66,39,0,0,0,340,50,25,66.7,/en/players/921f6058/matchlogs/2018-2019/misc/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,3.5,5,0,0,9,5,0,1,3,7,0,0,0,28,2,1,66.7,/en/players/3799e138/matchlogs/2018-2019/misc/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,1.9,1,0,0,4,1,2,10,5,2,0,0,0,16,2,0,100.0,/en/players/0cd0e21b/matchlogs/2018-2019/misc/Jordan-Lukaku-Match-Logs
291,Saša Lukić,rs,MF,Torino,21,1996,11.0,7,0,0,35,13,0,26,12,14,0,0,0,102,9,23,28.1,/en/players/c6e8cf1f/matchlogs/2018-2019/misc/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,32.5,5,0,0,41,27,7,140,46,49,0,2,0,304,41,15,73.2,/en/players/7fd58fe3/matchlogs/2018-2019/misc/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,8.1,0,0,0,10,7,0,2,13,4,0,2,0,77,18,13,58.1,/en/players/997fff07/matchlogs/2018-2019/misc/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Torino,21,1997,1.0,0,0,0,1,1,0,0,5,1,0,0,0,10,1,2,33.3,/en/players/b5bf1770/matchlogs/2018-2019/misc/Lyanco-Match-Logs
295,Lyanco,br,DF,Bologna,21,1997,12.4,2,1,1,11,3,2,1,22,15,0,0,0,158,30,23,56.6,/en/players/b5bf1770/matchlogs/2018-2019/misc/Lyanco-Match-Logs
296,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,9.2,1,0,0,9,2,1,42,20,9,0,0,0,78,11,9,55.0,/en/players/5efc5389/matchlogs/2018-2019/misc/Charalambos-Lykogiannis-Match-Logs
297,Darwin Machís,ve,"FW,MF",Udinese,25,1993,5.1,2,0,0,7,12,0,22,2,4,0,0,0,42,2,5,28.6,/en/players/ed6ea4d9/matchlogs/2018-2019/misc/Darwin-Machis-Match-Logs
298,Francesco Magnanelli,it,MF,Sassuolo,33,1984,20.7,4,1,1,37,39,0,2,25,35,0,2,0,229,12,19,38.7,/en/players/07767f42/matchlogs/2018-2019/misc/Francesco-Magnanelli-Match-Logs
299,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,16.8,2,0,0,20,12,0,0,15,13,0,0,0,118,28,18,60.9,/en/players/cce9f582/matchlogs/2018-2019/misc/Giangiacomo-Magnani-Match-Logs
300,Raffaele Maiello,it,MF,Frosinone,27,1991,22.7,4,0,0,12,40,0,30,31,31,0,0,0,302,12,11,52.2,/en/players/02febfdc/matchlogs/2018-2019/misc/Raffaele-Maiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
301,Domenico Maietta,it,DF,Empoli,35,1982,19.0,5,0,0,18,4,1,8,24,20,0,2,0,172,23,9,71.9,/en/players/3d936ba9/matchlogs/2018-2019/misc/Domenico-Maietta-Match-Logs
302,Nikola Maksimović,rs,DF,Napoli,26,1991,15.3,4,0,0,11,17,2,0,27,18,0,0,0,153,28,28,50.0,/en/players/16b9d5cf/matchlogs/2018-2019/misc/Nikola-Maksimovic-Match-Logs
303,Kévin Malcuit,ma,DF,Napoli,27,1991,20.1,3,0,0,25,23,3,96,45,36,0,0,0,195,17,24,41.5,/en/players/d6a889ea/matchlogs/2018-2019/misc/Kevin-Malcuit-Match-Logs
304,Gianluca Mancini,it,DF,Atalanta,22,1996,25.0,5,0,0,37,15,2,3,47,40,0,1,0,245,61,37,62.2,/en/players/5aa53281/matchlogs/2018-2019/misc/Gianluca-Mancini-Match-Logs
305,Rolando Mandragora,it,MF,Udinese,21,1997,32.4,8,1,0,46,40,1,47,43,36,0,0,0,307,38,45,45.8,/en/players/c7259b83/matchlogs/2018-2019/misc/Rolando-Mandragora-Match-Logs
306,Mario Mandžukić,hr,FW,Juventus,32,1986,22.4,4,0,0,35,34,8,18,15,22,1,0,0,112,54,48,52.9,/en/players/afa0d4e0/matchlogs/2018-2019/misc/Mario-Mandzukic-Match-Logs
307,Kostas Manolas,gr,DF,Roma,27,1991,25.8,6,0,0,30,20,1,1,49,26,0,0,0,253,48,22,68.6,/en/players/c707411f/matchlogs/2018-2019/misc/Kostas-Manolas-Match-Logs
308,Juan Manuel Valencia,co,FW,Bologna,20,1998,0.3,1,0,0,1,0,0,1,1,0,0,0,0,2,0,1,0.0,/en/players/7f50c23b/matchlogs/2018-2019/misc/Juan-Manuel-Valencia-Match-Logs
309,Iván Marcano,es,DF,Roma,31,1987,9.0,0,0,0,10,4,0,14,23,6,0,0,0,119,27,13,67.5,/en/players/7a20d90a/matchlogs/2018-2019/misc/Ivan-Marcano-Match-Logs
310,Federico Marchetti,it,GK,Genoa,35,1983,4.0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,,/en/players/f794b426/matchlogs/2018-2019/misc/Federico-Marchetti-Match-Logs
311,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31.0,9,0,0,40,25,0,12,36,24,0,0,0,296,50,20,71.4,/en/players/8650af85/matchlogs/2018-2019/misc/Gian-Marco-Ferrari-Match-Logs
312,João Mário,pt,"MF,FW",Inter,25,1993,12.0,2,0,0,12,23,0,33,5,18,0,0,0,125,3,6,33.3,/en/players/f0021247/matchlogs/2018-2019/misc/Joao-Mario-Match-Logs
313,Marlon,br,DF,Sassuolo,22,1995,16.8,4,1,1,19,8,0,7,26,19,0,0,0,123,14,25,35.9,/en/players/cdf65d12/matchlogs/2018-2019/misc/Marlon-Match-Logs
314,Lautaro Martínez,ar,FW,Inter,20,1997,14.9,4,0,0,27,43,3,12,4,1,0,0,0,52,19,37,33.9,/en/players/f7036e1c/matchlogs/2018-2019/misc/Lautaro-Martinez-Match-Logs
315,Adam Marušić,me,"DF,MF",Lazio,25,1992,23.5,2,1,0,32,18,2,57,23,24,0,0,0,177,24,23,51.1,/en/players/d4535821/matchlogs/2018-2019/misc/Adam-Marusic-Match-Logs
316,Andrea Masiello,it,DF,Atalanta,32,1986,20.4,5,0,0,17,18,2,5,46,17,1,1,1,263,21,17,55.3,/en/players/e0314d87/matchlogs/2018-2019/misc/Andrea-Masiello-Match-Logs
317,Luca Matarese,it,FW,Frosinone,20,1998,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,/en/players/a6fc1a22/matchlogs/2018-2019/misc/Luca-Matarese-Match-Logs
318,Alessandro Matri,it,FW,Sassuolo,33,1984,6.7,3,0,0,6,5,10,5,4,1,0,0,0,18,6,22,21.4,/en/players/58d97e77/matchlogs/2018-2019/misc/Alessandro-Matri-Match-Logs
319,Federico Mattiello,it,"MF,DF",Bologna,23,1995,14.8,2,1,0,17,12,1,71,20,19,0,0,0,107,14,27,34.1,/en/players/fba81826/matchlogs/2018-2019/misc/Federico-Mattiello-Match-Logs
320,Blaise Matuidi,fr,MF,Juventus,31,1987,26.9,5,0,0,34,25,7,34,29,39,0,0,0,194,18,29,38.3,/en/players/c0cddebe/matchlogs/2018-2019/misc/Blaise-Matuidi-Match-Logs
321,José Mauri,it,MF,Milan,22,1996,2.3,0,0,0,5,4,0,0,5,6,0,0,0,27,2,2,50.0,/en/players/644faf10/matchlogs/2018-2019/misc/Jose-Mauri-Match-Logs
322,Stephy Mavididi,eng,FW,Juventus,20,1998,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,/en/players/30144daa/matchlogs/2018-2019/misc/Stephy-Mavididi-Match-Logs
323,Luca Mazzitelli,it,"MF,FW",Genoa,22,1995,3.6,3,0,0,13,5,0,7,4,7,0,0,0,57,8,9,47.1,/en/players/dc61b402/matchlogs/2018-2019/misc/Luca-Mazzitelli-Match-Logs
324,Ibrahima Mbaye,sn,DF,Bologna,23,1994,22.3,6,0,0,35,23,1,14,20,22,0,0,0,187,36,38,48.6,/en/players/cfbf9881/matchlogs/2018-2019/misc/Ibrahima-Mbaye-Match-Logs
325,Levan Mchedlidze,ge,"FW,DF",Empoli,28,1990,2.3,1,0,0,6,2,0,0,1,1,0,0,0,5,2,10,16.7,/en/players/54ab361e/matchlogs/2018-2019/misc/Levan-Mchedlidze-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
326,Iuri Medeiros,pt,"MF,FW",Genoa,24,1994,1.2,0,0,0,1,2,0,4,1,0,0,0,0,2,1,1,50.0,/en/players/97e2aa67/matchlogs/2018-2019/misc/Iuri-Medeiros-Match-Logs
327,Nicky Medja,ch,MF,Fiorentina,18,2000,0.5,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4,0.0,/en/players/714ffae7/matchlogs/2018-2019/misc/Nicky-Medja-Match-Logs
328,Riccardo Meggiorini,it,FW,Chievo,32,1985,17.2,6,0,0,34,55,11,23,9,15,0,0,0,69,68,52,56.7,/en/players/2ec0f902/matchlogs/2018-2019/misc/Riccardo-Meggiorini-Match-Logs
329,Soualiho Meïté,fr,MF,Torino,24,1994,29.5,7,1,0,61,52,2,15,31,48,0,1,0,310,66,84,44.0,/en/players/5cec2c74/matchlogs/2018-2019/misc/Soualiho-Meite-Match-Logs
330,Alex Meret,it,GK,Napoli,21,1997,12.8,0,1,0,2,4,0,0,0,0,0,1,0,42,0,0,,/en/players/9413b19f/matchlogs/2018-2019/misc/Alex-Meret-Match-Logs
331,Dries Mertens,be,FW,Napoli,31,1987,25.0,1,0,0,33,28,14,74,13,20,0,0,0,104,7,14,33.3,/en/players/89b2c8a9/matchlogs/2018-2019/misc/Dries-Mertens-Match-Logs
332,Petar Mićin,rs,MF,Udinese,19,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,/en/players/259deea9/matchlogs/2018-2019/misc/Petar-Micin-Match-Logs
333,Nikola Milenković,rs,DF,Fiorentina,20,1997,33.4,8,1,1,60,19,1,21,51,36,0,0,0,378,82,48,63.1,/en/players/bee704fc/matchlogs/2018-2019/misc/Nikola-Milenkovic-Match-Logs
334,Arkadiusz Milik,pl,FW,Napoli,24,1994,26.6,4,0,0,43,28,16,5,3,10,0,0,0,76,36,55,39.6,/en/players/85613cf0/matchlogs/2018-2019/misc/Arkadiusz-Milik-Match-Logs
335,Sergej Milinković-Savić,rs,MF,Lazio,23,1995,26.6,7,1,0,60,34,12,34,29,34,0,0,0,216,76,73,51.0,/en/players/4e6dbac4/matchlogs/2018-2019/misc/Sergej-Milinkovic-Savic-Match-Logs
336,Vanja Milinković-Savić,rs,GK,SPAL,21,1997,1.8,1,1,1,0,0,0,0,0,0,0,0,0,17,0,0,,/en/players/9fa26bc2/matchlogs/2018-2019/misc/Vanja-Milinkovic-Savic-Match-Logs
337,Vincenzo Millico,it,MF,Torino,17,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/6817095b/matchlogs/2018-2019/misc/Vincenzo-Millico-Match-Logs
338,Kevin Mirallas,be,"FW,MF",Fiorentina,30,1987,14.4,2,0,0,16,25,4,63,5,11,0,0,0,79,7,11,38.9,/en/players/aa51343f/matchlogs/2018-2019/misc/Kevin-Mirallas-Match-Logs
339,Miranda,br,DF,Inter,33,1984,12.9,3,0,0,20,10,1,0,14,13,0,2,0,124,17,11,60.7,/en/players/314f2124/matchlogs/2018-2019/misc/Miranda-Match-Logs
340,Antonio Mirante,it,GK,Roma,35,1983,11.0,0,0,0,1,2,0,0,0,0,0,1,0,51,0,0,,/en/players/30223b33/matchlogs/2018-2019/misc/Antonio-Mirante-Match-Logs
341,Simone Missiroli,it,MF,SPAL,32,1986,30.5,9,0,0,30,55,1,15,42,38,0,0,0,304,56,55,50.5,/en/players/331c0a43/matchlogs/2018-2019/misc/Simone-Missiroli-Match-Logs
342,Cristian Molinaro,it,"DF,MF",Frosinone,35,1983,12.9,2,0,0,16,21,4,38,15,8,0,0,0,109,14,13,51.9,/en/players/1c8c5aed/matchlogs/2018-2019/misc/Cristian-Molinaro-Match-Logs
343,Gabriele Moncini,it,MF,SPAL,22,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/players/c4efe2b4/matchlogs/2018-2019/misc/Gabriele-Moncini-Match-Logs
344,Cristóbal Montiel Rodríguez,es,FW,Fiorentina,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,/en/players/dd52d069/matchlogs/2018-2019/misc/Cristobal-Montiel-Rodriguez-Match-Logs
345,Emiliano Moretti,it,DF,Torino,37,1981,22.3,5,0,0,27,23,0,3,23,20,0,0,0,222,34,21,61.8,/en/players/55667895/matchlogs/2018-2019/misc/Emiliano-Moretti-Match-Logs
346,Samuel Mráz,sk,FW,Empoli,21,1997,1.9,0,0,0,1,0,0,0,0,0,0,0,0,6,2,4,33.3,/en/players/be6c1ccc/matchlogs/2018-2019/misc/Samuel-Mraz-Match-Logs
347,Gianni Munari,it,MF,Parma,35,1983,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,/en/players/e50613bd/matchlogs/2018-2019/misc/Gianni-Munari-Match-Logs
348,Alessandro Murgia,it,MF,SPAL,21,1996,11.9,1,0,0,16,30,1,29,20,18,0,0,0,94,3,12,20.0,/en/players/fb2c533b/matchlogs/2018-2019/misc/Alessandro-Murgia-Match-Logs
349,Alessandro Murgia,it,MF,Lazio,21,1996,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,100.0,/en/players/fb2c533b/matchlogs/2018-2019/misc/Alessandro-Murgia-Match-Logs
350,Luis Muriel,co,FW,Fiorentina,27,1991,16.0,1,0,0,21,15,3,19,3,10,0,0,0,87,12,30,28.6,/en/players/eb2fe5b6/matchlogs/2018-2019/misc/Luis-Muriel-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,23,1994,32.6,9,0,0,37,32,1,109,40,61,0,1,0,333,31,27,53.4,/en/players/d183e9d6/matchlogs/2018-2019/misc/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,27,1990,29.0,2,0,0,28,17,2,1,31,18,1,1,0,225,32,32,50.0,/en/players/91899ca8/matchlogs/2018-2019/misc/Mateo-Musacchio-Match-Logs
353,Juan Musso,ar,GK,Udinese,24,1994,29.0,4,0,0,1,6,0,1,2,0,0,1,0,132,0,0,,/en/players/a111cf41/matchlogs/2018-2019/misc/Juan-Musso-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,23,1995,10.8,3,1,1,10,8,0,4,28,22,0,0,0,128,3,7,30.0,/en/players/788b31e2/matchlogs/2018-2019/misc/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Inter,30,1988,21.9,3,0,0,32,26,2,43,9,29,0,0,0,183,14,20,41.2,/en/players/1f9328da/matchlogs/2018-2019/misc/Radja-Nainggolan-Match-Logs
356,Angelo Ndrecka,al,DF,Chievo,16,2001,1.0,0,0,0,1,1,0,1,0,1,0,0,0,8,0,0,,/en/players/fcd20025/matchlogs/2018-2019/misc/Angelo-Ndrecka-Match-Logs
357,Pedro Neto,pt,FW,Lazio,18,2000,0.5,1,0,0,2,2,0,2,0,0,0,0,0,3,0,1,0.0,/en/players/7ba2eaa9/matchlogs/2018-2019/misc/Pedro-Neto-Match-Logs
358,Hans Nicolussi Caviglia,it,"MF,FW",Juventus,18,2000,0.6,0,0,0,1,0,0,3,0,1,0,0,0,5,1,0,100.0,/en/players/b136c945/matchlogs/2018-2019/misc/Hans-Nicolussi-Caviglia-Match-Logs
359,Dimitris Nikolaou,gr,DF,Empoli,19,1998,3.9,0,0,0,2,0,0,1,3,2,0,1,0,19,3,4,42.9,/en/players/cf961d8d/matchlogs/2018-2019/misc/Dimitris-Nikolaou-Match-Logs
360,Nicolas Nkoulou,cm,DF,Torino,28,1990,35.7,7,1,1,36,29,1,1,69,25,0,0,0,378,76,31,71.0,/en/players/93cf32a8/matchlogs/2018-2019/misc/Nicolas-Nkoulou-Match-Logs
361,Bram Nuytinck,nl,DF,Udinese,28,1990,23.6,4,1,0,25,4,0,4,29,40,0,0,0,187,29,19,60.4,/en/players/e33f36d5/matchlogs/2018-2019/misc/Bram-Nuytinck-Match-Logs
362,Steven Nzonzi,fr,MF,Roma,29,1988,29.1,7,0,0,33,15,0,10,27,45,0,0,0,314,92,33,73.6,/en/players/c7526c18/matchlogs/2018-2019/misc/Steven-Nzonzi-Match-Logs
363,Christian Nørgaard,dk,MF,Fiorentina,24,1994,3.6,0,0,0,11,3,0,0,10,6,0,0,0,47,8,5,61.5,/en/players/df0a4c90/matchlogs/2018-2019/misc/Christian-Norgaard-Match-Logs
364,Dimitri Oberlin,ch,FW,Empoli,20,1997,1.5,0,0,0,5,0,1,0,0,1,0,0,0,5,1,5,16.7,/en/players/af45e954/matchlogs/2018-2019/misc/Dimitri-Oberlin-Match-Logs
365,Joel Obi,ng,MF,Chievo,27,1991,7.3,1,0,0,16,4,3,6,14,14,0,0,0,72,8,7,53.3,/en/players/614c38fb/matchlogs/2018-2019/misc/Joel-Obi-Match-Logs
366,Jens Odgaard,dk,FW,Sassuolo,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/players/75374ee7/matchlogs/2018-2019/misc/Jens-Odgaard-Match-Logs
367,Stefano Okaka,it,FW,Udinese,28,1989,10.8,4,0,0,39,29,6,2,0,9,1,0,0,52,34,43,44.2,/en/players/601ef102/matchlogs/2018-2019/misc/Stefano-Okaka-Match-Logs
368,Orji Okwonkwo,ng,FW,Bologna,20,1998,2.9,2,0,0,6,4,0,2,1,2,0,0,0,14,5,6,45.5,/en/players/905a4f61/matchlogs/2018-2019/misc/Orji-Okwonkwo-Match-Logs
369,Robin Olsen,se,GK,Roma,28,1990,27.0,2,0,0,1,7,0,0,0,0,0,1,0,144,0,0,,/en/players/e7ee38c3/matchlogs/2018-2019/misc/Robin-Olsen-Match-Logs
370,Stephane Omeonga,be,MF,Genoa,22,1996,0.6,1,0,0,3,1,0,0,0,2,0,0,0,15,2,1,66.7,/en/players/72c803a0/matchlogs/2018-2019/misc/Stephane-Omeonga-Match-Logs
371,Nicholas Opoku,gh,DF,Udinese,20,1997,3.6,1,0,0,2,0,0,0,7,2,0,1,0,,,,,/en/players/b871bf55/matchlogs/2018-2019/misc/Nicholas-Opoku-Match-Logs
372,Nicholas Opoku,es,DF,Udinese,20,1997,6.5,4,0,0,6,4,0,0,13,7,0,2,0,,,,,/en/players/ae852b7d/matchlogs/2018-2019/misc/Nicholas-Opoku-Match-Logs
373,Riccardo Orsolini,it,"FW,MF",Bologna,21,1997,21.8,2,0,0,24,53,15,119,18,22,0,0,0,153,39,43,47.6,/en/players/e14ec482/matchlogs/2018-2019/misc/Riccardo-Orsolini-Match-Logs
374,David Ospina,co,GK,Napoli,29,1988,16.2,0,0,0,0,4,0,0,0,0,0,0,0,60,0,0,,/en/players/82b1198a/matchlogs/2018-2019/misc/David-Ospina-Match-Logs
