Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,699,798,87.6,11965,3306,699,798,87.6,699,798,87.6,699,798,87.6,0,1.2,-1.2,18,85,9,1,90,/en/players/ce30bfc8/matchlogs/2018-2019/passing/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,1030,1376,74.9,21590,9786,1030,1376,74.9,1030,1376,74.9,1030,1376,74.9,2,1.2,+0.8,14,79,14,4,154,/en/players/173061c0/matchlogs/2018-2019/passing/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,248,388,63.9,4284,1984,248,388,63.9,248,388,63.9,248,388,63.9,0,0.4,-0.4,5,18,8,5,58,/en/players/93390969/matchlogs/2018-2019/passing/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,934,1134,82.4,17304,3970,934,1134,82.4,934,1134,82.4,934,1134,82.4,3,2.2,+0.8,35,111,28,2,106,/en/players/8827bf46/matchlogs/2018-2019/passing/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,443,537,82.5,6220,1630,443,537,82.5,443,537,82.5,443,537,82.5,2,2.9,-0.9,20,30,19,1,54,/en/players/e468c053/matchlogs/2018-2019/passing/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,159,238,66.8,2874,822,159,238,66.8,159,238,66.8,159,238,66.8,0,0.5,-0.5,8,7,7,6,19,/en/players/71dc23da/matchlogs/2018-2019/passing/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,811,1004,80.8,14177,4471,811,1004,80.8,811,1004,80.8,811,1004,80.8,3,3.4,-0.4,25,41,20,7,97,/en/players/c5adc293/matchlogs/2018-2019/passing/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,778,1090,71.4,14034,3811,778,1090,71.4,778,1090,71.4,778,1090,71.4,1,3.9,-2.9,44,65,26,9,117,/en/players/1c50f354/matchlogs/2018-2019/passing/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,469,623,75.3,8738,4621,469,623,75.3,469,623,75.3,469,623,75.3,1,0.6,+0.4,9,57,12,5,89,/en/players/635b0bae/matchlogs/2018-2019/passing/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,839,1162,72.2,17358,9078,839,1162,72.2,839,1162,72.2,839,1162,72.2,1,0.5,+0.5,6,78,6,4,118,/en/players/4b029b31/matchlogs/2018-2019/passing/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,404,586,68.9,13075,8131,404,586,68.9,404,586,68.9,404,586,68.9,0,0.0,0.0,1,5,0,0,0,/en/players/f0f7f62f/matchlogs/2018-2019/passing/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,1496,1974,75.8,28266,8483,1496,1974,75.8,1496,1974,75.8,1496,1974,75.8,11,12.0,-1.0,119,121,117,24,297,/en/players/6e4df551/matchlogs/2018-2019/passing/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,481,682,70.5,14665,9302,481,682,70.5,481,682,70.5,481,682,70.5,0,0.0,0.0,0,5,0,0,0,/en/players/cecbce23/matchlogs/2018-2019/passing/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,258,334,77.2,6119,2157,258,334,77.2,258,334,77.2,258,334,77.2,1,0.2,+0.8,1,34,2,0,18,/en/players/117beb8f/matchlogs/2018-2019/passing/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,106,145,73.1,2108,650,106,145,73.1,106,145,73.1,106,145,73.1,0,0.1,-0.1,3,12,4,3,14,/en/players/7d86864c/matchlogs/2018-2019/passing/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,936,1256,74.5,16157,6825,936,1256,74.5,936,1256,74.5,936,1256,74.5,2,2.6,-0.6,22,77,34,14,198,/en/players/2d970560/matchlogs/2018-2019/passing/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,50,55,90.9,902,217,50,55,90.9,50,55,90.9,50,55,90.9,0,0.0,0.0,0,6,0,0,1,/en/players/94230890/matchlogs/2018-2019/passing/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,90,111,81.1,1512,331,90,111,81.1,90,111,81.1,90,111,81.1,0,0.3,-0.3,2,8,2,0,6,/en/players/6cc97b6a/matchlogs/2018-2019/passing/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,15,28,53.6,213,8,15,28,53.6,15,28,53.6,15,28,53.6,0,0.1,-0.1,1,1,0,0,0,/en/players/a1bedc05/matchlogs/2018-2019/passing/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,25,34,73.5,650,418,25,34,73.5,25,34,73.5,25,34,73.5,0,0.0,0.0,0,1,0,0,1,/en/players/77e401c7/matchlogs/2018-2019/passing/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,287,341,84.2,6264,2149,287,341,84.2,287,341,84.2,287,341,84.2,0,0.3,-0.3,5,24,8,1,20,/en/players/f1f1f238/matchlogs/2018-2019/passing/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,54,59,91.5,977,227,54,59,91.5,54,59,91.5,54,59,91.5,0,0.0,0.0,1,2,0,0,5,/en/players/86015b20/matchlogs/2018-2019/passing/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,138,167,82.6,2491,585,138,167,82.6,138,167,82.6,138,167,82.6,0,0.1,-0.1,4,3,2,0,11,/en/players/86015b20/matchlogs/2018-2019/passing/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,741,846,87.6,14795,3336,741,846,87.6,741,846,87.6,741,846,87.6,0,0.6,-0.6,15,96,7,0,80,/en/players/e6ad16b2/matchlogs/2018-2019/passing/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,91,123,74.0,1651,683,91,123,74.0,91,123,74.0,91,123,74.0,0,0.1,-0.1,3,5,1,1,17,/en/players/4fac8f81/matchlogs/2018-2019/passing/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,940,1151,81.7,25214,15544,940,1151,81.7,940,1151,81.7,940,1151,81.7,0,0.0,0.0,0,2,0,0,0,/en/players/74419746/matchlogs/2018-2019/passing/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,1547,1846,83.8,24486,8015,1547,1846,83.8,1547,1846,83.8,1547,1846,83.8,5,4.6,+0.4,46,95,40,19,173,/en/players/3b333ac3/matchlogs/2018-2019/passing/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,19.0,603,772,78.1,12438,4344,603,772,78.1,603,772,78.1,603,772,78.1,0,0.1,-0.1,2,39,4,0,50,/en/players/27f0ddef/matchlogs/2018-2019/passing/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,8.6,390,534,73.0,7393,2538,390,534,73.0,390,534,73.0,390,534,73.0,1,1.0,0.0,9,26,14,8,54,/en/players/f45f9427/matchlogs/2018-2019/passing/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,24.0,756,975,77.5,12800,3412,756,975,77.5,756,975,77.5,756,975,77.5,0,1.0,-1.0,14,73,20,11,75,/en/players/90b70194/matchlogs/2018-2019/passing/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,14.2,285,344,82.8,5347,732,285,344,82.8,285,344,82.8,285,344,82.8,1,1.4,-0.4,19,21,12,1,29,/en/players/8a08491a/matchlogs/2018-2019/passing/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,13.3,388,507,76.5,6992,1580,388,507,76.5,388,507,76.5,388,507,76.5,0,0.7,-0.7,11,28,12,3,42,/en/players/98e958af/matchlogs/2018-2019/passing/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,27.4,1115,1273,87.6,23274,7779,1115,1273,87.6,1115,1273,87.6,1115,1273,87.6,2,0.8,+1.2,5,71,4,0,78,/en/players/f2c1300a/matchlogs/2018-2019/passing/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,23.4,1535,1788,85.9,25691,8270,1535,1788,85.9,1535,1788,85.9,1535,1788,85.9,2,0.8,+1.2,16,101,18,4,138,/en/players/2f3452eb/matchlogs/2018-2019/passing/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,37.2,1039,1416,73.4,20709,7823,1039,1416,73.4,1039,1416,73.4,1039,1416,73.4,0,0.8,-0.8,13,66,7,1,138,/en/players/63071a3f/matchlogs/2018-2019/passing/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,0.0,2,2,100.0,24,10,2,2,100.0,2,2,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,/en/players/82efe6fa/matchlogs/2018-2019/passing/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,25.2,320,450,71.1,4998,912,320,450,71.1,320,450,71.1,320,450,71.1,4,4.3,-0.3,35,26,18,4,40,/en/players/43b78598/matchlogs/2018-2019/passing/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,2.8,52,87,59.8,2223,1631,52,87,59.8,52,87,59.8,52,87,59.8,0,0.0,0.0,0,3,0,0,0,/en/players/514f0896/matchlogs/2018-2019/passing/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,23.8,998,1294,77.1,17382,4733,998,1294,77.1,998,1294,77.1,998,1294,77.1,7,6.3,+0.7,60,78,79,6,174,/en/players/68252d6d/matchlogs/2018-2019/passing/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,31.8,734,966,76.0,10253,2009,734,966,76.0,734,966,76.0,734,966,76.0,6,5.6,+0.4,56,40,31,3,79,/en/players/4431aed2/matchlogs/2018-2019/passing/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,1.1,23,39,59.0,364,132,23,39,59.0,23,39,59.0,23,39,59.0,0,0.0,0.0,0,1,1,0,1,/en/players/4133cfcf/matchlogs/2018-2019/passing/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,21.8,273,410,66.6,3964,634,273,410,66.6,273,410,66.6,273,410,66.6,0,0.9,-0.9,12,11,8,3,19,/en/players/6c1f7328/matchlogs/2018-2019/passing/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,23.0,1111,1347,82.5,19510,3954,1111,1347,82.5,1111,1347,82.5,1111,1347,82.5,6,5.6,+0.4,60,78,41,5,128,/en/players/2f557579/matchlogs/2018-2019/passing/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,33.0,979,1182,82.8,15467,3337,979,1182,82.8,979,1182,82.8,979,1182,82.8,2,1.3,+0.7,16,73,15,5,82,/en/players/cedb3e36/matchlogs/2018-2019/passing/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,36.3,1458,1873,77.8,30756,10228,1458,1873,77.8,1458,1873,77.8,1458,1873,77.8,1,1.0,0.0,9,142,9,2,139,/en/players/89976232/matchlogs/2018-2019/passing/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1.0,21,31,67.7,881,628,21,31,67.7,21,31,67.7,21,31,67.7,0,0.0,0.0,0,1,0,0,0,/en/players/85ea4399/matchlogs/2018-2019/passing/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,0.6,26,32,81.3,345,80,26,32,81.3,26,32,81.3,26,32,81.3,0,0.0,0.0,1,2,1,0,3,/en/players/9866afec/matchlogs/2018-2019/passing/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,10.7,435,560,77.7,7096,1992,435,560,77.7,435,560,77.7,435,560,77.7,0,1.2,-1.2,8,39,18,6,60,/en/players/1ea5f91c/matchlogs/2018-2019/passing/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,15.0,566,829,68.3,11695,5322,566,829,68.3,566,829,68.3,566,829,68.3,0,1.2,-1.2,11,46,21,10,103,/en/players/958a601f/matchlogs/2018-2019/passing/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,15.6,760,832,91.3,15731,5139,760,832,91.3,760,832,91.3,760,832,91.3,0,0.1,-0.1,1,32,3,0,39,/en/players/79083382/matchlogs/2018-2019/passing/Juan-Jesus-Match-Logs
246,Bruno Jordão,pt,MF,Lazio,19,1998,1.0,36,42,85.7,518,57,36,42,85.7,36,42,85.7,36,42,85.7,0,0.0,0.0,1,1,0,0,0,/en/players/41ff002d/matchlogs/2018-2019/passing/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,25.1,794,1012,78.5,14578,4219,794,1012,78.5,794,1012,78.5,794,1012,78.5,2,3.7,-1.7,25,87,29,1,121,/en/players/570bb4b9/matchlogs/2018-2019/passing/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,0.1,4,6,66.7,65,0,4,6,66.7,4,6,66.7,4,6,66.7,0,0.0,0.0,0,0,0,0,0,/en/players/7737dee2/matchlogs/2018-2019/passing/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,0.1,3,5,60.0,79,37,3,5,60.0,3,5,60.0,3,5,60.0,0,0.0,0.0,0,1,0,0,1,/en/players/8b66d9cc/matchlogs/2018-2019/passing/Yann-Karamoh-Match-Logs
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,0.7,14,18,77.8,266,63,14,18,77.8,14,18,77.8,14,18,77.8,0,0.0,0.0,1,1,1,1,2,/en/players/550985aa/matchlogs/2018-2019/passing/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9.0,163,235,69.4,4541,2587,163,235,69.4,163,235,69.4,163,235,69.4,0,0.0,0.0,0,1,0,0,0,/en/players/85b011bb/matchlogs/2018-2019/passing/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,6.6,315,411,76.6,6170,3099,315,411,76.6,315,411,76.6,315,411,76.6,1,0.4,+0.6,4,26,12,5,71,/en/players/9f84febe/matchlogs/2018-2019/passing/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,0.7,17,20,85.0,278,38,17,20,85.0,17,20,85.0,17,20,85.0,0,0.0,0.0,0,0,0,0,1,/en/players/2a82aa85/matchlogs/2018-2019/passing/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,6.0,74,91,81.3,1131,105,74,91,81.3,74,91,81.3,74,91,81.3,0,0.2,-0.2,3,0,1,0,3,/en/players/3d50bcdb/matchlogs/2018-2019/passing/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,33.5,1498,1739,86.1,26424,6425,1498,1739,86.1,1498,1739,86.1,1498,1739,86.1,2,2.4,-0.4,41,136,38,5,152,/en/players/05e19d6a/matchlogs/2018-2019/passing/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,7.8,306,359,85.2,5058,949,306,359,85.2,306,359,85.2,306,359,85.2,1,0.2,+0.8,4,18,4,1,18,/en/players/38ac43d3/matchlogs/2018-2019/passing/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,9.1,285,368,77.4,5610,1659,285,368,77.4,285,368,77.4,285,368,77.4,1,0.7,+0.3,9,24,13,6,44,/en/players/ce1806be/matchlogs/2018-2019/passing/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,13.7,512,619,82.7,10992,3994,512,619,82.7,512,619,82.7,512,619,82.7,0,0.3,-0.3,1,43,6,1,41,/en/players/008a6e6d/matchlogs/2018-2019/passing/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,14.9,351,471,74.5,5807,1416,351,471,74.5,351,471,74.5,351,471,74.5,6,2.8,+3.2,33,16,19,10,48,/en/players/4c3a6744/matchlogs/2018-2019/passing/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,32.3,1624,2088,77.8,31257,13962,1624,2088,77.8,1624,2088,77.8,1624,2088,77.8,2,6.3,-4.3,66,133,55,30,347,/en/players/eda40760/matchlogs/2018-2019/passing/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,34.1,641,957,67.0,9546,1897,641,957,67.0,641,957,67.0,641,957,67.0,5,4.2,+0.8,44,32,28,10,70,/en/players/58e933d2/matchlogs/2018-2019/passing/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,34.8,2242,2531,88.6,45203,18114,2242,2531,88.6,2242,2531,88.6,2242,2531,88.6,2,0.2,+1.8,7,220,6,1,181,/en/players/da974c7b/matchlogs/2018-2019/passing/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,1.9,67,83,80.7,822,141,67,83,80.7,67,83,80.7,67,83,80.7,1,0.8,+0.2,7,1,4,1,6,/en/players/be5e1c4c/matchlogs/2018-2019/passing/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,8.8,298,372,80.1,5754,2170,298,372,80.1,298,372,80.1,298,372,80.1,0,0.1,-0.1,1,22,1,1,17,/en/players/2b71b88a/matchlogs/2018-2019/passing/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,11.8,491,603,81.4,8612,3105,491,603,81.4,491,603,81.4,491,603,81.4,3,1.7,+1.3,18,25,20,6,69,/en/players/58027adc/matchlogs/2018-2019/passing/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,30.8,1060,1342,79.0,18046,5046,1060,1342,79.0,1060,1342,79.0,1060,1342,79.0,7,3.9,+3.1,44,119,48,3,172,/en/players/817c6964/matchlogs/2018-2019/passing/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,17.1,400,582,68.7,6679,2293,400,582,68.7,400,582,68.7,400,582,68.7,3,1.1,+1.9,14,45,9,5,71,/en/players/5aaef9ef/matchlogs/2018-2019/passing/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,1.2,45,64,70.3,628,158,45,64,70.3,45,64,70.3,45,64,70.3,0,0.0,0.0,0,4,1,0,6,/en/players/df3cda47/matchlogs/2018-2019/passing/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,28.4,1104,1377,80.2,19758,4330,1104,1377,80.2,1104,1377,80.2,1104,1377,80.2,5,2.9,+2.1,35,71,14,7,120,/en/players/144607cc/matchlogs/2018-2019/passing/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,12.1,117,145,80.7,1626,162,117,145,80.7,117,145,80.7,117,145,80.7,2,0.4,+1.6,6,3,2,0,6,/en/players/822a7761/matchlogs/2018-2019/passing/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,33.5,673,1008,66.8,21631,12992,673,1008,66.8,673,1008,66.8,673,1008,66.8,0,0.4,-0.4,1,11,2,0,0,/en/players/4e7db402/matchlogs/2018-2019/passing/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,/en/players/8e809937/matchlogs/2018-2019/passing/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,4.5,52,78,66.7,676,110,52,78,66.7,52,78,66.7,52,78,66.7,0,0.1,-0.1,3,3,1,0,2,/en/players/2ead2809/matchlogs/2018-2019/passing/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,34.2,1136,1467,77.4,28043,10647,1136,1467,77.4,1136,1467,77.4,1136,1467,77.4,0,1.2,-1.2,9,113,10,1,118,/en/players/fed5f993/matchlogs/2018-2019/passing/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,27.3,324,478,67.8,4850,766,324,478,67.8,324,478,67.8,324,478,67.8,2,2.1,-0.1,19,9,7,2,24,/en/players/09538fdb/matchlogs/2018-2019/passing/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,10.2,449,576,78.0,9051,3923,449,576,78.0,449,576,78.0,449,576,78.0,0,0.5,-0.5,7,49,14,8,92,/en/players/3535098b/matchlogs/2018-2019/passing/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,7.2,294,389,75.6,5181,1697,294,389,75.6,294,389,75.6,294,389,75.6,0,0.4,-0.4,7,24,9,5,27,/en/players/f26e3c59/matchlogs/2018-2019/passing/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,28.2,753,1078,69.9,13817,6234,753,1078,69.9,753,1078,69.9,753,1078,69.9,4,3.5,+0.5,42,66,40,14,186,/en/players/5128bde4/matchlogs/2018-2019/passing/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,31.5,1102,1471,74.9,17564,5930,1102,1471,74.9,1102,1471,74.9,1102,1471,74.9,8,5.5,+2.5,55,40,67,49,164,/en/players/02caf6e0/matchlogs/2018-2019/passing/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,22.1,1262,1446,87.3,23898,7726,1262,1446,87.3,1262,1446,87.3,1262,1446,87.3,2,2.1,-0.1,26,158,19,1,184,/en/players/4c78b5ed/matchlogs/2018-2019/passing/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,2.0,63,69,91.3,1405,295,63,69,91.3,63,69,91.3,63,69,91.3,0,0.0,0.0,0,0,0,0,5,/en/players/dbe5a587/matchlogs/2018-2019/passing/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,12.5,287,388,74.0,5064,1490,287,388,74.0,287,388,74.0,287,388,74.0,0,0.9,-0.9,16,37,13,5,43,/en/players/1b82f8df/matchlogs/2018-2019/passing/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,17.9,552,741,74.5,9306,2913,552,741,74.5,552,741,74.5,552,741,74.5,2,0.9,+1.1,15,36,15,6,83,/en/players/7d3cbc67/matchlogs/2018-2019/passing/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,27.9,1056,1274,82.9,16767,4513,1056,1274,82.9,1056,1274,82.9,1056,1274,82.9,3,3.0,0.0,30,80,36,6,122,/en/players/d023d70f/matchlogs/2018-2019/passing/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,33.1,1366,1769,77.2,23183,9462,1366,1769,77.2,1366,1769,77.2,1366,1769,77.2,6,6.1,-0.1,40,82,32,22,212,/en/players/ff800ed8/matchlogs/2018-2019/passing/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,0.3,17,22,77.3,235,83,17,22,77.3,17,22,77.3,17,22,77.3,0,0.0,0.0,0,1,0,0,2,/en/players/2648e18f/matchlogs/2018-2019/passing/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,20.5,1056,1233,85.6,18735,5108,1056,1233,85.6,1056,1233,85.6,1056,1233,85.6,4,4.0,0.0,37,94,23,1,102,/en/players/a8a874f1/matchlogs/2018-2019/passing/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,25.1,1158,1304,88.8,24185,6475,1158,1304,88.8,1158,1304,88.8,1158,1304,88.8,1,0.5,+0.5,5,41,2,2,51,/en/players/921f6058/matchlogs/2018-2019/passing/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,3.5,117,140,83.6,1794,319,117,140,83.6,117,140,83.6,117,140,83.6,0,0.0,0.0,0,15,1,0,8,/en/players/3799e138/matchlogs/2018-2019/passing/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,1.9,79,104,76.0,1171,325,79,104,76.0,79,104,76.0,79,104,76.0,0,0.1,-0.1,1,2,1,0,11,/en/players/0cd0e21b/matchlogs/2018-2019/passing/Jordan-Lukaku-Match-Logs
291,Saša Lukić,rs,MF,Torino,21,1996,11.0,396,468,84.6,6862,1619,396,468,84.6,396,468,84.6,396,468,84.6,0,1.0,-1.0,15,34,14,6,38,/en/players/c6e8cf1f/matchlogs/2018-2019/passing/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,32.5,1250,1679,74.4,22888,7798,1250,1679,74.4,1250,1679,74.4,1250,1679,74.4,1,4.2,-3.2,54,81,63,28,211,/en/players/7fd58fe3/matchlogs/2018-2019/passing/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,8.1,421,469,89.8,8141,2776,421,469,89.8,421,469,89.8,421,469,89.8,0,0.0,0.0,0,29,0,0,24,/en/players/997fff07/matchlogs/2018-2019/passing/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Bologna,21,1997,12.4,424,511,83.0,9744,3412,424,511,83.0,424,511,83.0,424,511,83.0,0,0.3,-0.3,3,29,3,0,40,/en/players/b5bf1770/matchlogs/2018-2019/passing/Lyanco-Match-Logs
295,Lyanco,br,DF,Torino,21,1997,1.0,19,25,76.0,428,85,19,25,76.0,19,25,76.0,19,25,76.0,0,0.0,0.0,0,1,0,0,1,/en/players/b5bf1770/matchlogs/2018-2019/passing/Lyanco-Match-Logs
