Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
96,Lucas Castro,ar,"MF,FW",Cagliari,29,1989,10.0,371,488,76.0,5923,1761,371,488,76.0,371,488,76.0,371,488,76.0,3,2.0,+1.0,13,28,13,4,46,/en/players/56b2957b/matchlogs/2018-2019/passing/Lucas-Castro-Match-Logs
97,Danilo Cataldi,it,"MF,FW",Lazio,23,1994,6.4,307,385,79.7,5310,1821,307,385,79.7,307,385,79.7,307,385,79.7,1,1.5,-0.5,16,19,12,2,53,/en/players/ba3d3bea/matchlogs/2018-2019/passing/Danilo-Cataldi-Match-Logs
98,Federico Ceccherini,it,DF,Fiorentina,26,1992,11.0,503,581,86.6,10451,3382,503,581,86.6,503,581,86.6,503,581,86.6,0,0.2,-0.2,2,34,2,1,34,/en/players/d9624b51/matchlogs/2018-2019/passing/Federico-Ceccherini-Match-Logs
99,Žan Celar,si,FW,Roma,19,1999,0.1,0,2,0.0,0,0,0,2,0.0,0,2,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,/en/players/868c6958/matchlogs/2018-2019/passing/Zan-Celar-Match-Logs
100,Luca Ceppitelli,it,DF,Cagliari,28,1989,22.8,995,1186,83.9,21783,7609,995,1186,83.9,995,1186,83.9,995,1186,83.9,1,0.5,+0.5,2,58,3,0,66,/en/players/7d50454d/matchlogs/2018-2019/passing/Luca-Ceppitelli-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Fabio Ceravolo,it,FW,Parma,31,1987,13.2,193,267,72.3,2666,537,193,267,72.3,193,267,72.3,193,267,72.3,0,0.6,-0.6,10,9,4,0,19,/en/players/4cc93246/matchlogs/2018-2019/passing/Fabio-Ceravolo-Match-Logs
102,Alberto Cerri,it,FW,Cagliari,22,1996,7.4,135,216,62.5,2040,277,135,216,62.5,135,216,62.5,135,216,62.5,0,0.9,-0.9,9,6,5,0,12,/en/players/1079c685/matchlogs/2018-2019/passing/Alberto-Cerri-Match-Logs
103,Boštjan Cesar,si,DF,Chievo,36,1982,12.0,331,385,86.0,7675,2076,331,385,86.0,331,385,86.0,331,385,86.0,0,0.0,0.0,1,5,0,0,13,/en/players/c1d18f10/matchlogs/2018-2019/passing/Bostjan-Cesar-Match-Logs
104,Raman Chibsah,gh,MF,Frosinone,25,1993,29.1,761,941,80.9,13068,3647,761,941,80.9,761,941,80.9,761,941,80.9,0,0.6,-0.6,18,64,7,2,105,/en/players/aa5a409a/matchlogs/2018-2019/passing/Raman-Chibsah-Match-Logs
105,Giorgio Chiellini,it,DF,Juventus,33,1984,22.1,1147,1339,85.7,26590,8756,1147,1339,85.7,1147,1339,85.7,1147,1339,85.7,1,0.3,+0.7,7,96,5,3,78,/en/players/e85fb9b8/matchlogs/2018-2019/passing/Giorgio-Chiellini-Match-Logs
106,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,33.7,673,981,68.6,11170,3218,673,981,68.6,673,981,68.6,673,981,68.6,3,5.6,-2.6,51,55,50,9,132,/en/players/b0f7e36c/matchlogs/2018-2019/passing/Federico-Chiesa-Match-Logs
107,Vlad Chiricheș,ro,DF,Napoli,28,1989,1.6,124,134,92.5,2776,891,124,134,92.5,124,134,92.5,124,134,92.5,0,0.0,0.0,0,7,0,0,6,/en/players/c316607a/matchlogs/2018-2019/passing/Vlad-Chiriches-Match-Logs
108,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,27.3,602,983,61.2,11498,3754,602,983,61.2,602,983,61.2,602,983,61.2,4,5.6,-1.6,59,55,37,18,124,/en/players/2114abf9/matchlogs/2018-2019/passing/Camillo-Ciano-Match-Logs
109,Amato Ciciretti,it,"FW,MF",Parma,24,1993,1.5,46,62,74.2,893,165,46,62,74.2,46,62,74.2,46,62,74.2,0,0.1,-0.1,2,1,2,0,6,/en/players/1ab0b878/matchlogs/2018-2019/passing/Amato-Ciciretti-Match-Logs
110,Luca Cigarini,it,MF,Cagliari,32,1986,18.7,1064,1366,77.9,20965,7326,1064,1366,77.9,1064,1366,77.9,1064,1366,77.9,2,2.4,-0.4,34,119,23,4,173,/en/players/ae64d449/matchlogs/2018-2019/passing/Luca-Cigarini-Match-Logs
111,Daniel Ciofani,it,FW,Frosinone,33,1985,18.0,234,341,68.6,3128,533,234,341,68.6,234,341,68.6,234,341,68.6,2,1.3,+0.7,13,15,5,0,13,/en/players/b09a3ecc/matchlogs/2018-2019/passing/Daniel-Ciofani-Match-Logs
112,Thiago Cionek,pl,DF,SPAL,32,1986,28.2,1303,1637,79.6,24167,10599,1303,1637,79.6,1303,1637,79.6,1303,1637,79.6,3,0.8,+2.2,15,116,14,7,138,/en/players/46f5c54d/matchlogs/2018-2019/passing/Thiago-Cionek-Match-Logs
113,Omar Colley,gm,DF,Sampdoria,25,1992,19.6,982,1110,88.5,20700,6020,982,1110,88.5,982,1110,88.5,982,1110,88.5,0,0.0,0.0,1,42,0,0,39,/en/players/8b95acda/matchlogs/2018-2019/passing/Omar-Colley-Match-Logs
114,Andrea Consigli,it,GK,Sassuolo,31,1987,35.7,849,1172,72.4,25322,14578,849,1172,72.4,849,1172,72.4,849,1172,72.4,0,0.0,0.0,0,10,0,0,0,/en/players/8cabdc1e/matchlogs/2018-2019/passing/Andrea-Consigli-Match-Logs
115,Andrea Conti,it,DF,Milan,24,1994,5.6,300,361,83.1,5067,1994,300,361,83.1,300,361,83.1,300,361,83.1,2,1.4,+0.6,9,18,9,6,46,/en/players/8fef5412/matchlogs/2018-2019/passing/Andrea-Conti-Match-Logs
116,Gabriele Corbo,it,DF,Bologna,18,2000,0.1,5,5,100.0,81,33,5,5,100.0,5,5,100.0,5,5,100.0,0,0.0,0.0,0,0,0,0,0,/en/players/091795f2/matchlogs/2018-2019/passing/Gabriele-Corbo-Match-Logs
117,Ante Ćorić,hr,MF,Roma,21,1997,0.3,10,14,71.4,213,56,10,14,71.4,10,14,71.4,10,14,71.4,0,0.1,-0.1,1,2,0,0,1,/en/players/2d3f7367/matchlogs/2018-2019/passing/Ante-Coric-Match-Logs
118,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,21.4,748,883,84.7,10409,2456,748,883,84.7,748,883,84.7,748,883,84.7,6,5.2,+0.8,51,52,36,0,83,/en/players/45b9b619/matchlogs/2018-2019/passing/Joaquin-Correa-Match-Logs
119,Douglas Costa,br,"FW,MF",Juventus,27,1990,6.9,271,348,77.9,4896,1206,271,348,77.9,271,348,77.9,271,348,77.9,0,1.8,-1.8,20,20,17,7,42,/en/players/4fa7cb9b/matchlogs/2018-2019/passing/Douglas-Costa-Match-Logs
120,Filippo Costa,it,"MF,DF",SPAL,23,1995,6.3,179,248,72.2,3357,1583,179,248,72.2,179,248,72.2,179,248,72.2,0,0.5,-0.5,8,11,6,3,29,/en/players/00528660/matchlogs/2018-2019/passing/Filippo-Costa-Match-Logs
121,Alessio Cragno,it,GK,Cagliari,24,1994,38.0,813,1252,64.9,31082,24482,813,1252,64.9,813,1252,64.9,813,1252,64.9,0,0.0,0.0,0,18,1,0,0,/en/players/f554e29b/matchlogs/2018-2019/passing/Alessio-Cragno-Match-Logs
122,Domenico Criscito,it,DF,Genoa,31,1986,34.1,1267,1755,72.2,27360,12307,1267,1755,72.2,1267,1755,72.2,1267,1755,72.2,4,3.8,+0.2,47,158,55,15,262,/en/players/35dd6d80/matchlogs/2018-2019/passing/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,5.6,169,198,85.4,3322,598,169,198,85.4,169,198,85.4,169,198,85.4,0,0.2,-0.2,1,10,2,0,12,/en/players/f54dfca8/matchlogs/2018-2019/passing/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,26.9,1085,1336,81.2,20411,6295,1085,1336,81.2,1085,1336,81.2,1085,1336,81.2,3,1.5,+1.5,24,143,22,3,163,/en/players/16657b95/matchlogs/2018-2019/passing/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,23,29,79.3,370,38,23,29,79.3,23,29,79.3,23,29,79.3,0,0.0,0.0,0,4,0,0,0,/en/players/b6667741/matchlogs/2018-2019/passing/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,684,811,84.3,13464,3490,684,811,84.3,684,811,84.3,684,811,84.3,2,1.8,+0.2,28,56,32,12,97,/en/players/0ab1f153/matchlogs/2018-2019/passing/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,241,335,71.9,3355,573,241,335,71.9,241,335,71.9,241,335,71.9,2,2.5,-0.5,21,13,3,0,14,/en/players/a4fe8cda/matchlogs/2018-2019/passing/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,466,665,70.1,7511,2984,466,665,70.1,466,665,70.1,466,665,70.1,2,1.6,+0.4,18,28,11,6,87,/en/players/060606ec/matchlogs/2018-2019/passing/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,1615,1918,84.2,29686,11059,1615,1918,84.2,1615,1918,84.2,1615,1918,84.2,5,4.0,+1.0,33,130,33,15,187,/en/players/44eb9093/matchlogs/2018-2019/passing/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,342,423,80.9,5809,1598,342,423,80.9,342,423,80.9,342,423,80.9,1,0.7,+0.3,12,30,8,1,50,/en/players/c53083ad/matchlogs/2018-2019/passing/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,1091,1277,85.4,20812,9102,1091,1277,85.4,1091,1277,85.4,1091,1277,85.4,2,0.1,+1.9,6,66,4,1,84,/en/players/8cea6319/matchlogs/2018-2019/passing/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,20,25,80.0,274,107,20,25,80.0,20,25,80.0,20,25,80.0,0,0.0,0.0,1,3,0,0,4,/en/players/59a3efba/matchlogs/2018-2019/passing/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,2,4,50.0,10,0,2,4,50.0,2,4,50.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,/en/players/54e0c0cc/matchlogs/2018-2019/passing/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,326,408,79.9,7285,2408,326,408,79.9,326,408,79.9,326,408,79.9,0,0.1,-0.1,2,14,4,2,26,/en/players/952a03fe/matchlogs/2018-2019/passing/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,207,256,80.9,4656,1826,207,256,80.9,207,256,80.9,207,256,80.9,1,0.1,+0.9,2,16,3,2,20,/en/players/952a03fe/matchlogs/2018-2019/passing/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,1295,1837,70.5,28665,9458,1295,1837,70.5,1295,1837,70.5,1295,1837,70.5,9,8.0,+1.0,100,175,80,19,309,/en/players/162efffd/matchlogs/2018-2019/passing/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,809,924,87.6,16876,5691,809,924,87.6,809,924,87.6,809,924,87.6,1,0.8,+0.2,16,115,15,0,115,/en/players/532d2690/matchlogs/2018-2019/passing/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,987,1180,83.6,19158,6029,987,1180,83.6,987,1180,83.6,987,1180,83.6,1,0.8,+0.2,12,68,13,8,108,/en/players/ae4e2852/matchlogs/2018-2019/passing/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,791,1220,64.8,13387,6187,791,1220,64.8,791,1220,64.8,791,1220,64.8,4,3.5,+0.5,29,54,40,27,192,/en/players/e74f0e59/matchlogs/2018-2019/passing/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,672,805,83.5,8570,1376,672,805,83.5,672,805,83.5,672,805,83.5,3,3.0,0.0,24,25,23,2,44,/en/players/854ee61a/matchlogs/2018-2019/passing/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,134,181,74.0,2233,747,134,181,74.0,134,181,74.0,134,181,74.0,1,0.0,+1.0,2,7,2,0,13,/en/players/7f267d66/matchlogs/2018-2019/passing/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,123,172,71.5,1911,699,123,172,71.5,123,172,71.5,123,172,71.5,0,0.1,-0.1,2,11,1,0,13,/en/players/7f267d66/matchlogs/2018-2019/passing/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,458,520,88.1,8555,2667,458,520,88.1,458,520,88.1,458,520,88.1,0,0.1,-0.1,1,21,1,0,28,/en/players/b0243215/matchlogs/2018-2019/passing/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,50,69,72.5,945,515,50,69,72.5,50,69,72.5,50,69,72.5,1,0.2,+0.8,1,4,3,2,14,/en/players/b0243215/matchlogs/2018-2019/passing/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,619,704,87.9,12427,3741,619,704,87.9,619,704,87.9,619,704,87.9,0,0.2,-0.2,1,46,1,0,41,/en/players/e3cceee6/matchlogs/2018-2019/passing/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,890,1228,72.5,17112,7804,890,1228,72.5,890,1228,72.5,890,1228,72.5,4,3.8,+0.2,33,56,40,23,204,/en/players/d97f2e8d/matchlogs/2018-2019/passing/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,7,17,41.2,70,25,7,17,41.2,7,17,41.2,7,17,41.2,0,0.0,0.0,0,0,0,0,0,/en/players/13c8e5f6/matchlogs/2018-2019/passing/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,136,184,73.9,2076,605,136,184,73.9,136,184,73.9,136,184,73.9,0,0.0,0.0,1,11,3,1,12,/en/players/02b2937c/matchlogs/2018-2019/passing/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,49,90,54.4,811,221,49,90,54.4,49,90,54.4,49,90,54.4,1,0.6,+0.4,3,4,1,0,6,/en/players/d7d32194/matchlogs/2018-2019/passing/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,38,43,88.4,561,102,38,43,88.4,38,43,88.4,38,43,88.4,0,0.0,0.0,0,3,0,0,4,/en/players/e921b9db/matchlogs/2018-2019/passing/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,322,394,81.7,4880,1166,322,394,81.7,322,394,81.7,322,394,81.7,2,1.2,+0.8,14,11,11,1,42,/en/players/1fca9171/matchlogs/2018-2019/passing/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,68,119,57.1,895,274,68,119,57.1,68,119,57.1,68,119,57.1,1,0.3,+0.7,4,2,2,0,7,/en/players/434b8c73/matchlogs/2018-2019/passing/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,1696,2197,77.2,29154,13132,1696,2197,77.2,1696,2197,77.2,1696,2197,77.2,3,4.2,-1.2,34,160,73,17,320,/en/players/230a2fac/matchlogs/2018-2019/passing/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,501,548,91.4,9645,2109,501,548,91.4,501,548,91.4,501,548,91.4,0,0.1,-0.1,5,59,2,0,47,/en/players/bf309d24/matchlogs/2018-2019/passing/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,48,59,81.4,648,171,48,59,81.4,48,59,81.4,48,59,81.4,0,0.0,0.0,0,1,0,0,2,/en/players/12851227/matchlogs/2018-2019/passing/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,722,1009,71.6,13460,6326,722,1009,71.6,722,1009,71.6,722,1009,71.6,0,0.8,-0.8,14,53,20,9,177,/en/players/0a3065c8/matchlogs/2018-2019/passing/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,309,431,71.7,6048,2526,309,431,71.7,309,431,71.7,309,431,71.7,0,0.6,-0.6,8,26,13,2,63,/en/players/970b8574/matchlogs/2018-2019/passing/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,40,61,65.6,617,188,40,61,65.6,40,61,65.6,40,61,65.6,0,0.3,-0.3,5,3,4,3,7,/en/players/a74d2999/matchlogs/2018-2019/passing/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,403,500,80.6,8232,2308,403,500,80.6,403,500,80.6,403,500,80.6,0,0.2,-0.2,5,40,4,2,41,/en/players/7f622eef/matchlogs/2018-2019/passing/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,497,595,83.5,10538,3452,497,595,83.5,497,595,83.5,497,595,83.5,0,0.0,0.0,0,30,2,0,34,/en/players/933d3b51/matchlogs/2018-2019/passing/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,930,1034,89.9,19649,5010,930,1034,89.9,930,1034,89.9,930,1034,89.9,2,1.2,+0.8,4,19,2,1,27,/en/players/6eee05f1/matchlogs/2018-2019/passing/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,105,122,86.1,2212,664,105,122,86.1,105,122,86.1,105,122,86.1,0,0.0,0.0,0,1,1,0,3,/en/players/b8673e18/matchlogs/2018-2019/passing/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,958,1161,82.5,26613,16507,958,1161,82.5,958,1161,82.5,958,1161,82.5,0,0.0,0.0,2,4,0,0,0,/en/players/08f5afaa/matchlogs/2018-2019/passing/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,50,57,87.7,849,257,50,57,87.7,50,57,87.7,50,57,87.7,0,0.0,0.0,1,10,0,0,7,/en/players/384dd218/matchlogs/2018-2019/passing/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,6,7,85.7,82,28,6,7,85.7,6,7,85.7,6,7,85.7,0,0.0,0.0,0,1,0,0,1,/en/players/c1bcb2df/matchlogs/2018-2019/passing/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,319,481,66.3,9883,5979,319,481,66.3,319,481,66.3,319,481,66.3,0,0.3,-0.3,1,3,0,0,0,/en/players/085e71a7/matchlogs/2018-2019/passing/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,72,106,67.9,2307,1239,72,106,67.9,72,106,67.9,72,106,67.9,0,0.0,0.0,0,1,0,0,0,/en/players/085e71a7/matchlogs/2018-2019/passing/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,690,863,80.0,12521,3147,690,863,80.0,690,863,80.0,690,863,80.0,4,3.1,+0.9,33,68,29,5,98,/en/players/528492ea/matchlogs/2018-2019/passing/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,121,164,73.8,2003,635,121,164,73.8,121,164,73.8,121,164,73.8,1,0.6,+0.4,10,6,4,1,20,/en/players/e5cd9da6/matchlogs/2018-2019/passing/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,1079,1282,84.2,21645,4157,1079,1282,84.2,1079,1282,84.2,1079,1282,84.2,4,3.3,+0.7,49,100,35,4,130,/en/players/e0921a4f/matchlogs/2018-2019/passing/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,513,737,69.6,9454,1941,513,737,69.6,513,737,69.6,513,737,69.6,6,4.1,+1.9,40,66,30,3,76,/en/players/3bb7f478/matchlogs/2018-2019/passing/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,549,710,77.3,9880,2738,549,710,77.3,549,710,77.3,549,710,77.3,1,1.6,-0.6,20,54,17,0,82,/en/players/756959aa/matchlogs/2018-2019/passing/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,58,81,71.6,862,150,58,81,71.6,58,81,71.6,58,81,71.6,0,0.2,-0.2,2,2,1,0,3,/en/players/8697c095/matchlogs/2018-2019/passing/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,29,34,85.3,408,86,29,34,85.3,29,34,85.3,29,34,85.3,0,0.1,-0.1,2,0,0,0,1,/en/players/8697c095/matchlogs/2018-2019/passing/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,1457,1673,87.1,24034,6120,1457,1673,87.1,1457,1673,87.1,1457,1673,87.1,0,1.0,-1.0,18,135,7,1,130,/en/players/f503ea63/matchlogs/2018-2019/passing/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,134,177,75.7,2399,665,134,177,75.7,134,177,75.7,134,177,75.7,1,0.8,+0.2,11,6,7,1,20,/en/players/ae82fa48/matchlogs/2018-2019/passing/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,115,151,76.2,1716,330,115,151,76.2,115,151,76.2,115,151,76.2,1,0.9,+0.1,6,7,2,1,9,/en/players/a39b9ef6/matchlogs/2018-2019/passing/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,709,917,77.3,12821,3038,709,917,77.3,709,917,77.3,709,917,77.3,4,4.1,-0.1,51,49,41,8,108,/en/players/440c84ed/matchlogs/2018-2019/passing/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,626,864,72.5,10769,3703,626,864,72.5,626,864,72.5,626,864,72.5,1,2.4,-1.4,21,37,17,7,99,/en/players/9085dd7c/matchlogs/2018-2019/passing/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,1132,1504,75.3,19141,6724,1132,1504,75.3,1132,1504,75.3,1132,1504,75.3,0,2.5,-2.5,39,47,37,26,151,/en/players/b7a5bc86/matchlogs/2018-2019/passing/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,266,335,79.4,3900,953,266,335,79.4,266,335,79.4,266,335,79.4,4,3.8,+0.2,22,15,22,3,37,/en/players/157d29b6/matchlogs/2018-2019/passing/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,188,243,77.4,2798,574,188,243,77.4,188,243,77.4,188,243,77.4,0,0.3,-0.3,4,10,9,2,20,/en/players/157d29b6/matchlogs/2018-2019/passing/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,37,50,74.0,536,80,37,50,74.0,37,50,74.0,37,50,74.0,2,0.2,+1.8,2,3,0,0,3,/en/players/44510fde/matchlogs/2018-2019/passing/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,1210,1414,85.6,24951,8479,1210,1414,85.6,1210,1414,85.6,1210,1414,85.6,0,0.2,-0.2,4,86,3,1,95,/en/players/4e358a2d/matchlogs/2018-2019/passing/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,589,703,83.8,12157,3694,589,703,83.8,589,703,83.8,589,703,83.8,1,0.2,+0.8,3,45,6,1,41,/en/players/15d0c248/matchlogs/2018-2019/passing/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,750,894,83.9,14707,3380,750,894,83.9,750,894,83.9,750,894,83.9,0,1.1,-1.1,23,78,13,5,89,/en/players/3bb625ac/matchlogs/2018-2019/passing/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,288,327,88.1,6163,1777,288,327,88.1,288,327,88.1,288,327,88.1,0,0.0,0.0,0,14,1,1,13,/en/players/d0dbca9f/matchlogs/2018-2019/passing/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,187,237,78.9,2851,351,187,237,78.9,187,237,78.9,187,237,78.9,1,0.2,+0.8,4,13,3,0,10,/en/players/df301450/matchlogs/2018-2019/passing/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,1137,1471,77.3,21758,9774,1137,1471,77.3,1137,1471,77.3,1137,1471,77.3,2,3.5,-1.5,42,108,54,25,239,/en/players/e288d4b3/matchlogs/2018-2019/passing/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,976,1159,84.2,17291,3446,976,1159,84.2,976,1159,84.2,976,1159,84.2,4,4.0,0.0,39,63,22,12,72,/en/players/5313ed43/matchlogs/2018-2019/passing/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,27,38,71.1,833,428,27,38,71.1,27,38,71.1,27,38,71.1,0,0.0,0.0,0,1,0,0,0,/en/players/71dac2c2/matchlogs/2018-2019/passing/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,1987,2262,87.8,35734,8884,1987,2262,87.8,1987,2262,87.8,1987,2262,87.8,6,3.5,+2.5,42,230,43,3,223,/en/players/98d2c2c4/matchlogs/2018-2019/passing/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,98,122,80.3,2104,1005,98,122,80.3,98,122,80.3,98,122,80.3,0,0.0,0.0,1,9,0,0,13,/en/players/6378443d/matchlogs/2018-2019/passing/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,225,315,71.4,3361,876,225,315,71.4,225,315,71.4,225,315,71.4,2,1.4,+0.6,15,12,12,2,34,/en/players/8f866fe8/matchlogs/2018-2019/passing/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,10,11,90.9,122,5,10,11,90.9,10,11,90.9,10,11,90.9,0,0.2,-0.2,2,0,0,0,0,/en/players/3b387cc7/matchlogs/2018-2019/passing/Gianluca-Gaetano-Match-Logs
