Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
111,Daniel Ciofani,it,FW,Frosinone,33,1985,18.0,507,13,27,267,225,87,483,4,9,44.4,6,0,246,901,325,845,368,43.6,42,13,/en/players/b09a3ecc/matchlogs/2018-2019/possession/Daniel-Ciofani-Match-Logs
112,Thiago Cionek,pl,DF,SPAL,32,1986,28.2,1968,198,975,926,217,18,1783,8,18,44.4,11,1,1209,7677,4572,1207,1163,96.4,10,14,/en/players/46f5c54d/matchlogs/2018-2019/possession/Thiago-Cionek-Match-Logs
113,Omar Colley,gm,DF,Sampdoria,25,1992,19.6,1309,214,706,635,40,21,1259,5,5,100.0,5,0,805,4434,2272,844,832,98.6,3,5,/en/players/8b95acda/matchlogs/2018-2019/possession/Omar-Colley-Match-Logs
114,Andrea Consigli,it,GK,Sassuolo,31,1987,35.7,1280,1100,1276,4,0,0,870,1,1,100.0,1,0,621,2987,1497,504,499,99.0,0,0,/en/players/8cabdc1e/matchlogs/2018-2019/possession/Andrea-Consigli-Match-Logs
115,Andrea Conti,it,DF,Milan,24,1994,5.6,417,18,115,210,127,8,358,7,10,70.0,7,1,268,1556,946,290,272,93.8,2,3,/en/players/8fef5412/matchlogs/2018-2019/possession/Andrea-Conti-Match-Logs
116,Gabriele Corbo,it,DF,Bologna,18,2000,0.1,5,0,4,1,0,0,5,0,0,,0,0,4,14,5,5,5,100.0,0,0,/en/players/091795f2/matchlogs/2018-2019/possession/Gabriele-Corbo-Match-Logs
117,Ante Ćorić,hr,MF,Roma,21,1997,0.3,15,0,0,9,7,0,13,0,0,,0,0,11,72,31,18,12,66.7,0,0,/en/players/2d3f7367/matchlogs/2018-2019/possession/Ante-Coric-Match-Logs
118,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,21.4,1182,15,82,514,704,153,1142,60,113,53.1,70,1,1001,7807,5057,1353,975,72.1,50,35,/en/players/45b9b619/matchlogs/2018-2019/possession/Joaquin-Correa-Match-Logs
119,Douglas Costa,br,"FW,MF",Juventus,27,1990,6.9,452,5,49,206,253,28,434,29,60,48.3,34,1,397,3683,2165,430,358,83.3,14,13,/en/players/4fa7cb9b/matchlogs/2018-2019/possession/Douglas-Costa-Match-Logs
120,Filippo Costa,it,"MF,DF",SPAL,23,1995,6.3,332,35,117,136,94,3,281,7,8,87.5,7,0,187,1060,638,183,164,89.6,9,3,/en/players/00528660/matchlogs/2018-2019/possession/Filippo-Costa-Match-Logs
121,Alessio Cragno,it,GK,Cagliari,24,1994,38.0,1375,1232,1373,2,0,0,896,0,0,,0,0,563,2571,1535,462,459,99.4,0,0,/en/players/f554e29b/matchlogs/2018-2019/possession/Alessio-Cragno-Match-Logs
122,Domenico Criscito,it,DF,Genoa,31,1986,34.1,2192,194,720,1024,608,27,1919,20,34,58.8,24,3,1268,6955,4186,1189,1143,96.1,11,14,/en/players/35dd6d80/matchlogs/2018-2019/possession/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,5.6,250,14,84,155,22,2,248,2,2,100.0,2,0,166,726,417,178,159,89.3,6,5,/en/players/f54dfca8/matchlogs/2018-2019/possession/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,26.9,1640,66,329,974,438,51,1620,35,46,76.1,36,1,1141,6310,2967,1242,1115,89.8,21,33,/en/players/16657b95/matchlogs/2018-2019/possession/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,42,1,7,28,15,2,42,3,5,60.0,4,0,39,323,156,57,31,54.4,5,2,/en/players/b6667741/matchlogs/2018-2019/possession/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,968,15,132,476,437,50,947,23,39,59.0,24,0,799,4481,2960,858,757,88.2,19,19,/en/players/0ab1f153/matchlogs/2018-2019/possession/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,543,20,54,219,294,87,519,11,31,35.5,14,1,388,2299,972,748,389,52.0,46,34,/en/players/a4fe8cda/matchlogs/2018-2019/possession/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,892,42,247,449,275,48,777,33,59,55.9,36,0,587,4886,3289,555,485,87.4,18,21,/en/players/060606ec/matchlogs/2018-2019/possession/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,2186,84,604,1177,525,54,1923,19,40,47.5,19,3,1483,6963,3731,1586,1505,94.9,19,20,/en/players/44eb9093/matchlogs/2018-2019/possession/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,541,30,100,339,144,13,512,7,18,38.9,8,1,351,2217,1304,391,340,87.0,11,10,/en/players/c53083ad/matchlogs/2018-2019/possession/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,1500,158,754,740,94,22,1400,5,6,83.3,5,0,958,4670,2615,994,983,98.9,5,3,/en/players/8cea6319/matchlogs/2018-2019/possession/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,33,0,3,10,23,5,28,1,1,100.0,1,0,25,220,109,24,20,83.3,2,1,/en/players/59a3efba/matchlogs/2018-2019/possession/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,5,0,0,4,1,0,5,0,0,,0,0,3,7,0,6,4,66.7,0,0,/en/players/54e0c0cc/matchlogs/2018-2019/possession/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,597,107,343,241,47,13,556,6,7,85.7,6,0,285,1571,816,296,288,97.3,5,2,/en/players/952a03fe/matchlogs/2018-2019/possession/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,290,41,162,140,14,1,277,0,1,0.0,0,0,179,1062,719,182,180,98.9,0,1,/en/players/952a03fe/matchlogs/2018-2019/possession/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,2297,24,353,1298,909,63,2073,96,145,66.2,98,5,1798,15054,8959,1941,1619,83.4,65,76,/en/players/162efffd/matchlogs/2018-2019/possession/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,1023,56,276,662,141,8,990,6,7,85.7,6,0,738,2968,1657,787,766,97.3,6,2,/en/players/532d2690/matchlogs/2018-2019/possession/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,1351,77,418,707,324,18,1198,10,18,55.6,11,0,898,4787,2557,929,870,93.6,6,11,/en/players/ae4e2852/matchlogs/2018-2019/possession/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,1512,71,301,727,566,74,1268,10,21,47.6,13,0,773,4637,2545,1063,859,80.8,36,23,/en/players/e74f0e59/matchlogs/2018-2019/possession/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,1090,11,99,454,612,114,1075,41,67,61.2,43,1,892,4581,2139,1314,833,63.4,53,52,/en/players/854ee61a/matchlogs/2018-2019/possession/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,247,16,80,125,59,3,245,8,14,57.1,8,0,167,813,370,179,144,80.4,2,4,/en/players/7f267d66/matchlogs/2018-2019/possession/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,224,10,53,113,72,8,217,4,6,66.7,4,0,153,814,407,187,146,78.1,3,8,/en/players/7f267d66/matchlogs/2018-2019/possession/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,625,66,303,322,51,6,575,2,5,40.0,2,0,406,2718,1842,412,403,97.8,3,5,/en/players/b0243215/matchlogs/2018-2019/possession/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,81,5,25,36,23,1,70,2,2,100.0,2,0,55,178,121,61,53,86.9,0,1,/en/players/b0243215/matchlogs/2018-2019/possession/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,861,112,436,448,24,11,830,2,3,66.7,2,0,537,3330,1521,552,539,97.6,2,2,/en/players/e3cceee6/matchlogs/2018-2019/possession/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,1557,112,500,703,460,31,1304,19,27,70.4,20,0,868,5324,3208,945,820,86.8,20,25,/en/players/d97f2e8d/matchlogs/2018-2019/possession/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,27,0,5,10,15,4,27,2,3,66.7,2,0,22,132,64,66,22,33.3,5,0,/en/players/13c8e5f6/matchlogs/2018-2019/possession/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,226,9,41,132,64,6,221,1,3,33.3,1,0,159,642,308,182,159,87.4,10,5,/en/players/02b2937c/matchlogs/2018-2019/possession/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,159,6,24,70,69,21,149,0,5,0.0,1,0,83,492,235,220,107,48.6,19,8,/en/players/d7d32194/matchlogs/2018-2019/possession/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,58,5,16,37,7,1,58,2,3,66.7,3,0,41,192,87,38,37,97.4,2,0,/en/players/e921b9db/matchlogs/2018-2019/possession/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,526,5,96,217,252,59,500,16,35,45.7,16,1,422,2793,1789,542,396,73.1,21,18,/en/players/1fca9171/matchlogs/2018-2019/possession/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,224,4,42,92,111,32,224,8,23,34.8,10,0,190,1589,1014,253,157,62.1,30,11,/en/players/434b8c73/matchlogs/2018-2019/possession/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,2581,146,629,1191,924,77,2277,33,56,58.9,34,7,1808,9093,5063,1890,1731,91.6,41,48,/en/players/230a2fac/matchlogs/2018-2019/possession/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,596,21,105,428,92,5,592,7,9,77.8,8,0,486,1586,720,479,465,97.1,3,3,/en/players/bf309d24/matchlogs/2018-2019/possession/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,76,3,35,27,16,1,66,1,1,100.0,1,0,48,205,101,53,38,71.7,4,1,/en/players/12851227/matchlogs/2018-2019/possession/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,1270,63,372,577,467,26,1049,33,79,41.8,40,5,776,6823,4496,809,703,86.9,31,24,/en/players/0a3065c8/matchlogs/2018-2019/possession/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,547,44,167,246,171,13,454,9,14,64.3,9,0,322,1977,1178,323,288,89.2,7,10,/en/players/970b8574/matchlogs/2018-2019/possession/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,108,0,4,46,64,17,105,1,4,25.0,1,0,77,449,230,119,89,74.8,9,9,/en/players/a74d2999/matchlogs/2018-2019/possession/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,588,26,160,380,85,0,570,10,13,76.9,11,0,410,2170,874,399,363,91.0,5,6,/en/players/7f622eef/matchlogs/2018-2019/possession/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,782,114,409,379,35,1,761,15,18,83.3,16,0,467,2471,1078,411,402,97.8,2,9,/en/players/933d3b51/matchlogs/2018-2019/possession/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,1255,188,705,568,50,17,1223,6,7,85.7,6,0,783,4868,1736,811,790,97.4,9,3,/en/players/6eee05f1/matchlogs/2018-2019/possession/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,149,25,102,48,4,2,144,1,1,100.0,1,0,85,316,143,87,85,97.7,0,0,/en/players/b8673e18/matchlogs/2018-2019/possession/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,1254,1155,1252,4,0,0,898,1,1,100.0,1,0,647,2836,1563,536,536,100.0,0,0,/en/players/08f5afaa/matchlogs/2018-2019/possession/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,77,8,19,50,14,1,77,6,7,85.7,6,0,59,408,256,57,49,86.0,0,1,/en/players/384dd218/matchlogs/2018-2019/possession/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,15,0,1,9,5,2,15,1,1,100.0,1,0,11,76,44,29,7,24.1,2,3,/en/players/c1bcb2df/matchlogs/2018-2019/possession/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,539,500,538,2,0,0,354,0,0,,0,0,208,1201,754,157,156,99.4,0,1,/en/players/085e71a7/matchlogs/2018-2019/possession/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,113,105,112,1,0,0,80,0,1,0.0,0,0,64,258,107,54,54,100.0,0,0,/en/players/085e71a7/matchlogs/2018-2019/possession/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,1063,31,199,616,313,35,1044,29,48,60.4,33,5,801,4082,2290,934,792,84.8,23,29,/en/players/528492ea/matchlogs/2018-2019/possession/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,193,10,47,70,93,14,165,4,7,57.1,5,0,132,830,539,140,120,85.7,1,1,/en/players/e5cd9da6/matchlogs/2018-2019/possession/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,1612,6,149,846,742,87,1479,54,106,50.9,60,4,1320,7833,3678,1518,1251,82.4,58,37,/en/players/e0921a4f/matchlogs/2018-2019/possession/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,1136,35,72,512,622,222,1073,51,83,61.4,53,1,796,5383,2328,1461,876,60.0,66,56,/en/players/3bb7f478/matchlogs/2018-2019/possession/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,939,14,186,527,331,33,905,23,36,63.9,23,0,674,4627,2937,680,599,88.1,20,27,/en/players/756959aa/matchlogs/2018-2019/possession/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,119,0,21,45,60,12,110,6,16,37.5,6,1,90,611,435,123,81,65.9,3,5,/en/players/8697c095/matchlogs/2018-2019/possession/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,48,1,8,18,26,2,44,1,4,25.0,1,0,36,203,149,41,35,85.4,6,2,/en/players/8697c095/matchlogs/2018-2019/possession/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,1981,115,494,1319,301,14,1929,37,44,84.1,37,0,1397,7103,3665,1451,1358,93.6,19,35,/en/players/f503ea63/matchlogs/2018-2019/possession/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,224,3,46,108,87,9,213,5,9,55.6,5,0,185,972,475,193,161,83.4,9,8,/en/players/ae82fa48/matchlogs/2018-2019/possession/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,257,3,27,124,123,30,249,12,22,54.5,12,1,193,1226,588,349,189,54.2,18,25,/en/players/a39b9ef6/matchlogs/2018-2019/possession/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,1150,2,70,552,613,108,1047,27,54,50.0,28,2,918,6358,3142,1162,876,75.4,38,37,/en/players/440c84ed/matchlogs/2018-2019/possession/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,1098,56,244,527,379,58,1016,16,26,61.5,16,1,621,3368,1633,812,645,79.4,30,19,/en/players/9085dd7c/matchlogs/2018-2019/possession/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,1946,99,605,834,671,56,1711,43,68,63.2,44,2,1235,9633,6172,1289,1158,89.8,42,47,/en/players/b7a5bc86/matchlogs/2018-2019/possession/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,472,4,25,187,305,77,461,14,30,46.7,16,0,384,2962,2018,592,383,64.7,28,20,/en/players/157d29b6/matchlogs/2018-2019/possession/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,341,5,31,141,199,42,329,12,22,54.5,14,0,266,1639,935,414,271,65.5,15,18,/en/players/157d29b6/matchlogs/2018-2019/possession/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,70,1,4,22,48,17,65,1,3,33.3,1,0,44,337,219,91,53,58.2,4,3,/en/players/44510fde/matchlogs/2018-2019/possession/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,1779,268,848,918,108,42,1729,17,17,100.0,17,0,1046,5399,2856,1038,1010,97.3,7,11,/en/players/4e358a2d/matchlogs/2018-2019/possession/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,862,107,420,434,68,7,828,4,9,44.4,5,1,556,4044,2308,570,557,97.7,1,6,/en/players/15d0c248/matchlogs/2018-2019/possession/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,1132,43,216,743,258,28,1122,23,40,57.5,25,2,861,5186,2411,818,743,90.8,19,38,/en/players/3bb625ac/matchlogs/2018-2019/possession/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,390,52,164,225,20,6,372,1,3,33.3,1,0,237,1345,700,249,244,98.0,2,1,/en/players/d0dbca9f/matchlogs/2018-2019/possession/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,379,3,34,186,190,52,362,10,19,52.6,12,0,281,2106,773,456,280,61.4,37,21,/en/players/df301450/matchlogs/2018-2019/possession/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,1703,85,495,807,528,47,1451,12,33,36.4,17,0,1050,6187,3944,1122,1012,90.2,13,9,/en/players/e288d4b3/matchlogs/2018-2019/possession/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,1494,36,282,872,450,64,1479,66,92,71.7,70,1,1282,8788,4220,1290,1092,84.7,51,63,/en/players/5313ed43/matchlogs/2018-2019/possession/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,42,41,42,0,0,0,27,0,0,,0,0,17,44,26,14,14,100.0,0,0,/en/players/71dac2c2/matchlogs/2018-2019/possession/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,2669,65,465,1633,796,68,2577,36,52,69.2,39,0,2001,12365,6553,2030,1878,92.5,38,46,/en/players/98d2c2c4/matchlogs/2018-2019/possession/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,150,25,66,73,13,0,125,0,0,,0,0,80,277,143,78,77,98.7,0,0,/en/players/6378443d/matchlogs/2018-2019/possession/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,410,7,23,166,242,44,382,9,13,69.2,10,1,293,1466,636,489,317,64.8,19,12,/en/players/8f866fe8/matchlogs/2018-2019/possession/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,16,0,2,3,11,3,16,0,0,,0,0,10,82,39,16,14,87.5,1,2,/en/players/3b387cc7/matchlogs/2018-2019/possession/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,952,29,157,610,246,34,940,8,12,66.7,8,0,661,3212,1808,798,724,90.7,20,14,/en/players/ce30bfc8/matchlogs/2018-2019/possession/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,1826,332,947,795,187,25,1646,8,13,61.5,9,2,958,5035,2965,925,893,96.5,16,7,/en/players/173061c0/matchlogs/2018-2019/possession/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,475,25,137,210,148,6,408,7,15,46.7,7,1,241,1212,557,312,273,87.5,2,4,/en/players/93390969/matchlogs/2018-2019/possession/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,1480,47,260,919,422,63,1454,28,47,59.6,30,1,1105,6883,3839,1192,1005,84.3,31,51,/en/players/8827bf46/matchlogs/2018-2019/possession/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,860,6,119,424,454,113,849,80,157,51.0,89,7,790,8110,5628,1012,641,63.3,66,56,/en/players/e468c053/matchlogs/2018-2019/possession/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,305,24,109,123,93,11,268,3,11,27.3,3,1,203,1217,672,203,180,88.7,3,9,/en/players/71dc23da/matchlogs/2018-2019/possession/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,1102,24,181,521,456,25,925,4,9,44.4,4,0,712,3515,2144,832,757,91.0,10,6,/en/players/c5adc293/matchlogs/2018-2019/possession/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,1336,20,160,678,614,61,1217,26,47,55.3,28,0,978,6167,3642,1204,941,78.2,39,54,/en/players/1c50f354/matchlogs/2018-2019/possession/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,725,66,260,367,150,5,591,1,3,33.3,1,0,413,2230,1259,406,378,93.1,6,3,/en/players/635b0bae/matchlogs/2018-2019/possession/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,1437,146,738,648,137,14,1260,9,15,60.0,10,1,769,4137,2441,778,741,95.2,5,7,/en/players/4b029b31/matchlogs/2018-2019/possession/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,633,557,628,7,0,0,455,0,0,,0,0,338,1735,804,259,259,100.0,0,0,/en/players/f0f7f62f/matchlogs/2018-2019/possession/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,2393,15,177,1095,1397,133,2111,75,125,60.0,78,6,1905,15631,9615,2129,1822,85.6,54,81,/en/players/6e4df551/matchlogs/2018-2019/possession/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,724,652,721,2,1,0,510,0,0,,0,0,366,1322,698,284,284,100.0,1,0,/en/players/cecbce23/matchlogs/2018-2019/possession/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,437,56,241,209,16,7,416,0,0,,0,0,229,1519,811,224,217,96.9,1,2,/en/players/117beb8f/matchlogs/2018-2019/possession/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,184,5,45,88,59,7,179,2,2,100.0,2,1,109,599,318,132,111,84.1,1,4,/en/players/7d86864c/matchlogs/2018-2019/possession/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,1538,49,364,726,568,71,1366,29,48,60.4,33,0,1027,6411,3986,1015,939,92.5,26,16,/en/players/2d970560/matchlogs/2018-2019/possession/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,59,3,26,36,4,0,57,1,1,100.0,1,0,48,417,259,48,47,97.9,0,0,/en/players/94230890/matchlogs/2018-2019/possession/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,178,9,48,100,42,9,178,6,10,60.0,6,0,114,636,282,120,98,81.7,5,2,/en/players/6cc97b6a/matchlogs/2018-2019/possession/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,46,2,4,24,19,7,44,0,1,0.0,0,0,25,148,42,71,34,47.9,4,4,/en/players/a1bedc05/matchlogs/2018-2019/possession/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,39,31,37,3,0,0,29,0,0,,0,0,23,134,94,15,15,100.0,0,0,/en/players/77e401c7/matchlogs/2018-2019/possession/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,431,50,228,210,21,6,414,0,0,,0,0,243,1209,596,248,239,96.4,0,0,/en/players/f1f1f238/matchlogs/2018-2019/possession/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,77,7,28,44,9,0,76,0,0,,0,0,35,128,47,42,40,95.2,0,0,/en/players/86015b20/matchlogs/2018-2019/possession/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,191,9,50,123,31,0,187,3,4,75.0,4,0,135,675,303,127,114,89.8,1,5,/en/players/86015b20/matchlogs/2018-2019/possession/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,912,14,148,620,202,12,893,7,10,70.0,7,0,737,2911,1641,793,760,95.8,1,7,/en/players/e6ad16b2/matchlogs/2018-2019/possession/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,151,11,46,67,44,8,130,0,1,0.0,0,0,78,382,184,86,80,93.0,2,2,/en/players/4fac8f81/matchlogs/2018-2019/possession/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,1214,1110,1209,6,2,0,902,0,0,,0,0,672,2709,1688,600,600,100.0,0,0,/en/players/74419746/matchlogs/2018-2019/possession/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,2140,64,479,987,849,100,1936,23,45,51.1,26,0,1493,8735,5330,1759,1509,85.8,32,40,/en/players/3b333ac3/matchlogs/2018-2019/possession/Hans-Hateboer-Match-Logs
