Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
122,Domenico Criscito,it,DF,Genoa,31,1986,34.1,68,1.99,47,15,0,3,3,8,0.23,47,15,0,3,3,0,/en/players/35dd6d80/matchlogs/2018-2019/gca/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,5.6,5,0.89,4,0,0,0,1,0,0.00,4,0,0,0,1,0,/en/players/f54dfca8/matchlogs/2018-2019/gca/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,26.9,61,2.26,54,0,3,3,1,7,0.26,54,0,3,3,1,0,/en/players/16657b95/matchlogs/2018-2019/gca/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/b6667741/matchlogs/2018-2019/gca/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,53,3.91,45,0,2,3,3,2,0.15,45,0,2,3,3,0,/en/players/0ab1f153/matchlogs/2018-2019/gca/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,32,1.98,30,0,1,1,0,2,0.12,30,0,1,1,0,0,/en/players/a4fe8cda/matchlogs/2018-2019/gca/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,36,2.17,26,2,5,1,2,3,0.18,26,2,5,1,2,0,/en/players/060606ec/matchlogs/2018-2019/gca/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,57,1.99,51,3,1,0,2,11,0.38,51,3,1,0,2,0,/en/players/44eb9093/matchlogs/2018-2019/gca/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,22,2.38,20,0,0,2,0,2,0.22,20,0,0,2,0,0,/en/players/c53083ad/matchlogs/2018-2019/gca/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,23,0.88,18,2,0,2,1,3,0.11,18,2,0,2,1,0,/en/players/8cea6319/matchlogs/2018-2019/gca/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,5,10.23,0,2,0,2,1,0,0.00,0,2,0,2,1,0,/en/players/59a3efba/matchlogs/2018-2019/gca/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/54e0c0cc/matchlogs/2018-2019/gca/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,6,0.46,5,0,1,0,0,0,0.00,5,0,1,0,0,0,/en/players/952a03fe/matchlogs/2018-2019/gca/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,4,0.73,3,1,0,0,0,1,0.18,3,1,0,0,0,0,/en/players/952a03fe/matchlogs/2018-2019/gca/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,161,4.54,107,35,10,4,5,14,0.40,107,35,10,4,5,0,/en/players/162efffd/matchlogs/2018-2019/gca/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,30,2.13,27,1,0,1,1,4,0.28,27,1,0,1,1,0,/en/players/532d2690/matchlogs/2018-2019/gca/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,32,1.65,26,0,2,2,2,3,0.15,26,0,2,2,2,0,/en/players/ae4e2852/matchlogs/2018-2019/gca/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,51,1.90,47,2,1,1,0,5,0.19,47,2,1,1,0,0,/en/players/e74f0e59/matchlogs/2018-2019/gca/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,71,2.73,56,1,6,3,5,10,0.38,56,1,6,3,5,0,/en/players/854ee61a/matchlogs/2018-2019/gca/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,7,1.16,4,0,3,0,0,0,0.00,4,0,3,0,0,0,/en/players/7f267d66/matchlogs/2018-2019/gca/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,7,1.40,5,0,0,2,0,1,0.20,5,0,0,2,0,0,/en/players/7f267d66/matchlogs/2018-2019/gca/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,3,0.26,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/b0243215/matchlogs/2018-2019/gca/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,2,1.64,2,0,0,0,0,1,0.82,2,0,0,0,0,0,/en/players/b0243215/matchlogs/2018-2019/gca/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,3,0.21,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/e3cceee6/matchlogs/2018-2019/gca/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,51,1.86,43,4,0,3,1,4,0.15,43,4,0,3,1,0,/en/players/d97f2e8d/matchlogs/2018-2019/gca/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,1,0.86,0,0,0,0,1,0,0.00,0,0,0,0,1,0,/en/players/13c8e5f6/matchlogs/2018-2019/gca/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,4,1.02,4,0,0,0,0,0,0.00,4,0,0,0,0,0,/en/players/02b2937c/matchlogs/2018-2019/gca/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,4,0.73,3,0,0,1,0,1,0.18,3,0,0,1,0,0,/en/players/d7d32194/matchlogs/2018-2019/gca/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,1,1.00,0,0,1,0,0,0,0.00,0,0,1,0,0,0,/en/players/e921b9db/matchlogs/2018-2019/gca/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,26,2.18,21,1,0,0,4,6,0.50,21,1,0,0,4,0,/en/players/1fca9171/matchlogs/2018-2019/gca/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,11,1.42,6,0,3,0,2,2,0.26,6,0,3,0,2,0,/en/players/434b8c73/matchlogs/2018-2019/gca/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,67,1.81,56,4,4,3,0,11,0.30,56,4,4,3,0,0,/en/players/230a2fac/matchlogs/2018-2019/gca/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,20,2.72,17,0,2,1,0,1,0.14,17,0,2,1,0,0,/en/players/bf309d24/matchlogs/2018-2019/gca/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/12851227/matchlogs/2018-2019/gca/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,33,1.47,24,6,2,0,1,2,0.09,24,6,2,0,1,0,/en/players/0a3065c8/matchlogs/2018-2019/gca/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,13,1.31,8,3,1,0,1,2,0.20,8,3,1,0,1,0,/en/players/970b8574/matchlogs/2018-2019/gca/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,6,2.65,6,0,0,0,0,0,0.00,6,0,0,0,0,0,/en/players/a74d2999/matchlogs/2018-2019/gca/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,12,1.21,9,1,1,1,0,1,0.10,9,1,1,1,0,0,/en/players/7f622eef/matchlogs/2018-2019/gca/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,3,0.19,3,0,0,0,0,1,0.06,3,0,0,0,0,0,/en/players/933d3b51/matchlogs/2018-2019/gca/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,9,0.45,8,0,1,0,0,4,0.20,8,0,1,0,0,0,/en/players/6eee05f1/matchlogs/2018-2019/gca/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/b8673e18/matchlogs/2018-2019/gca/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,4,0.12,3,1,0,0,0,0,0.00,3,1,0,0,0,0,/en/players/08f5afaa/matchlogs/2018-2019/gca/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,2,1.18,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/384dd218/matchlogs/2018-2019/gca/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/c1bcb2df/matchlogs/2018-2019/gca/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,2,0.14,1,0,0,0,0,2,0.14,1,0,0,0,0,1,/en/players/085e71a7/matchlogs/2018-2019/gca/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/085e71a7/matchlogs/2018-2019/gca/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,60,2.92,52,1,4,1,1,9,0.44,52,1,4,1,1,1,/en/players/528492ea/matchlogs/2018-2019/gca/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,14,3.87,14,0,0,0,0,2,0.55,14,0,0,0,0,0,/en/players/e5cd9da6/matchlogs/2018-2019/gca/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,102,4.30,60,19,14,3,6,11,0.46,60,19,14,3,6,0,/en/players/e0921a4f/matchlogs/2018-2019/gca/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,106,3.70,71,0,16,9,10,17,0.59,71,0,16,9,10,0,/en/players/3bb7f478/matchlogs/2018-2019/gca/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,58,2.98,43,2,2,3,8,8,0.41,43,2,2,3,8,0,/en/players/756959aa/matchlogs/2018-2019/gca/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,5,2.30,3,0,1,0,1,0,0.00,3,0,1,0,1,0,/en/players/8697c095/matchlogs/2018-2019/gca/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,3,3.51,2,1,0,0,0,0,0.00,2,1,0,0,0,0,/en/players/8697c095/matchlogs/2018-2019/gca/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,43,1.46,35,2,2,2,2,2,0.07,35,2,2,2,2,0,/en/players/f503ea63/matchlogs/2018-2019/gca/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,15,3.77,12,3,0,0,0,1,0.25,12,3,0,0,0,0,/en/players/ae82fa48/matchlogs/2018-2019/gca/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,13,1.66,11,0,0,1,1,2,0.26,11,0,0,1,1,0,/en/players/a39b9ef6/matchlogs/2018-2019/gca/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,94,5.25,68,18,2,5,1,8,0.45,68,18,2,5,1,0,/en/players/440c84ed/matchlogs/2018-2019/gca/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,40,2.11,34,1,2,1,2,3,0.16,34,1,2,1,2,0,/en/players/9085dd7c/matchlogs/2018-2019/gca/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,63,1.92,50,4,2,3,4,2,0.06,50,4,2,3,4,0,/en/players/b7a5bc86/matchlogs/2018-2019/gca/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,38,2.87,32,1,2,0,3,8,0.60,32,1,2,0,3,0,/en/players/157d29b6/matchlogs/2018-2019/gca/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,14,1.80,11,0,1,2,0,0,0.00,11,0,1,2,0,0,/en/players/157d29b6/matchlogs/2018-2019/gca/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,4,2.12,4,0,0,0,0,1,0.53,4,0,0,0,0,0,/en/players/44510fde/matchlogs/2018-2019/gca/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,16,0.51,13,0,1,2,0,0,0.00,13,0,1,2,0,0,/en/players/4e358a2d/matchlogs/2018-2019/gca/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,8,0.56,7,0,0,1,0,1,0.07,7,0,0,1,0,0,/en/players/15d0c248/matchlogs/2018-2019/gca/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,53,2.42,48,0,1,2,2,3,0.14,48,0,1,2,2,0,/en/players/3bb625ac/matchlogs/2018-2019/gca/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,3,0.50,2,0,0,0,1,0,0.00,2,0,0,0,1,0,/en/players/d0dbca9f/matchlogs/2018-2019/gca/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,14,1.29,9,0,1,0,4,4,0.37,9,0,1,0,4,0,/en/players/df301450/matchlogs/2018-2019/gca/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,74,3.06,57,13,1,2,1,9,0.37,57,13,1,2,1,0,/en/players/e288d4b3/matchlogs/2018-2019/gca/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,95,3.24,74,1,12,3,5,9,0.31,74,1,12,3,5,0,/en/players/5313ed43/matchlogs/2018-2019/gca/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/71dac2c2/matchlogs/2018-2019/gca/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,97,2.89,87,1,2,5,2,13,0.39,87,1,2,5,2,0,/en/players/98d2c2c4/matchlogs/2018-2019/gca/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,3,1.19,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/6378443d/matchlogs/2018-2019/gca/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,28,3.10,20,4,1,1,2,4,0.44,20,4,1,1,2,0,/en/players/8f866fe8/matchlogs/2018-2019/gca/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,3,33.75,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/3b387cc7/matchlogs/2018-2019/gca/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,35,2.90,33,1,1,0,0,1,0.08,33,1,1,0,0,0,/en/players/ce30bfc8/matchlogs/2018-2019/gca/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,26,0.77,22,0,0,3,1,4,0.12,22,0,0,3,1,0,/en/players/173061c0/matchlogs/2018-2019/gca/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,7,0.68,6,0,0,0,1,0,0.00,6,0,0,0,1,0,/en/players/93390969/matchlogs/2018-2019/gca/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,89,3.30,78,0,4,1,6,8,0.30,78,0,4,1,6,0,/en/players/8827bf46/matchlogs/2018-2019/gca/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,67,2.62,31,0,21,6,9,12,0.47,31,0,21,6,9,0,/en/players/e468c053/matchlogs/2018-2019/gca/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,12,2.10,9,2,1,0,0,0,0.00,9,2,1,0,0,0,/en/players/71dc23da/matchlogs/2018-2019/gca/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,44,3.43,32,11,1,0,0,5,0.39,32,11,1,0,0,0,/en/players/c5adc293/matchlogs/2018-2019/gca/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,81,3.63,50,23,1,2,5,3,0.13,50,23,1,2,5,0,/en/players/1c50f354/matchlogs/2018-2019/gca/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,14,1.07,13,0,0,0,1,1,0.08,13,0,0,0,1,0,/en/players/635b0bae/matchlogs/2018-2019/gca/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,22,0.76,18,1,1,0,2,3,0.10,18,1,1,0,2,0,/en/players/4b029b31/matchlogs/2018-2019/gca/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,1,0.05,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/f0f7f62f/matchlogs/2018-2019/gca/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,203,6.30,119,63,10,5,6,22,0.68,119,63,10,5,6,0,/en/players/6e4df551/matchlogs/2018-2019/gca/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,1,0.05,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/cecbce23/matchlogs/2018-2019/gca/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,3,0.36,2,0,0,1,0,1,0.12,2,0,0,1,0,0,/en/players/117beb8f/matchlogs/2018-2019/gca/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,7,1.91,6,0,0,1,0,0,0.00,6,0,0,1,0,0,/en/players/7d86864c/matchlogs/2018-2019/gca/Mirko-Gori-Match-Logs
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,48,2.22,35,5,5,3,0,4,0.19,35,5,5,3,0,0,/en/players/2d970560/matchlogs/2018-2019/gca/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/94230890/matchlogs/2018-2019/gca/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,4,0.78,4,0,0,0,0,1,0.19,4,0,0,0,0,0,/en/players/6cc97b6a/matchlogs/2018-2019/gca/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,1,0.57,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/a1bedc05/matchlogs/2018-2019/gca/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,1,1.00,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/77e401c7/matchlogs/2018-2019/gca/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,8,0.86,7,0,0,1,0,0,0.00,7,0,0,1,0,0,/en/players/f1f1f238/matchlogs/2018-2019/gca/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,1,0.66,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/86015b20/matchlogs/2018-2019/gca/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,5,1.15,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/86015b20/matchlogs/2018-2019/gca/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,36,3.54,36,0,0,0,0,4,0.39,36,0,0,0,0,0,/en/players/e6ad16b2/matchlogs/2018-2019/gca/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,5,1.60,3,2,0,0,0,0,0.00,3,2,0,0,0,0,/en/players/4fac8f81/matchlogs/2018-2019/gca/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,2,0.05,2,0,0,0,0,1,0.03,2,0,0,0,0,0,/en/players/74419746/matchlogs/2018-2019/gca/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,74,2.24,68,1,2,3,0,9,0.27,68,1,2,3,0,0,/en/players/3b333ac3/matchlogs/2018-2019/gca/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,19.0,10,0.53,8,0,0,2,0,0,0.00,8,0,0,2,0,0,/en/players/27f0ddef/matchlogs/2018-2019/gca/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,8.6,15,1.74,14,0,0,1,0,2,0.23,14,0,0,1,0,0,/en/players/f45f9427/matchlogs/2018-2019/gca/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,24.0,31,1.29,27,0,1,1,2,0,0.00,27,0,1,1,2,0,/en/players/90b70194/matchlogs/2018-2019/gca/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,14.2,44,3.10,34,0,4,4,2,4,0.28,34,0,4,4,2,0,/en/players/8a08491a/matchlogs/2018-2019/gca/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,13.3,23,1.73,15,5,1,2,0,1,0.08,15,5,1,2,0,0,/en/players/98e958af/matchlogs/2018-2019/gca/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,27.4,16,0.58,15,0,0,1,0,2,0.07,15,0,0,1,0,0,/en/players/f2c1300a/matchlogs/2018-2019/gca/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,23.4,38,1.62,34,1,2,0,1,4,0.17,34,1,2,0,1,0,/en/players/2f3452eb/matchlogs/2018-2019/gca/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,37.2,28,0.75,20,4,0,3,1,3,0.08,20,4,0,3,1,0,/en/players/63071a3f/matchlogs/2018-2019/gca/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/82efe6fa/matchlogs/2018-2019/gca/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,25.2,62,2.46,52,0,3,3,4,9,0.36,52,0,3,3,4,0,/en/players/43b78598/matchlogs/2018-2019/gca/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,2.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/514f0896/matchlogs/2018-2019/gca/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,23.8,158,6.63,109,7,25,6,10,24,1.01,109,7,25,6,10,1,/en/players/68252d6d/matchlogs/2018-2019/gca/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,31.8,120,3.78,96,0,8,9,7,12,0.38,96,0,8,9,7,0,/en/players/4431aed2/matchlogs/2018-2019/gca/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,1.1,1,0.93,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/4133cfcf/matchlogs/2018-2019/gca/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,21.8,33,1.51,21,0,7,3,2,5,0.23,21,0,7,3,2,0,/en/players/6c1f7328/matchlogs/2018-2019/gca/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,23.0,125,5.43,101,7,2,11,4,11,0.48,101,7,2,11,4,0,/en/players/2f557579/matchlogs/2018-2019/gca/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,33.0,38,1.15,32,1,4,0,1,4,0.12,32,1,4,0,1,0,/en/players/cedb3e36/matchlogs/2018-2019/gca/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,36.3,25,0.69,21,1,0,2,1,4,0.11,21,1,0,2,1,0,/en/players/89976232/matchlogs/2018-2019/gca/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/85ea4399/matchlogs/2018-2019/gca/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,0.6,2,3.33,1,0,0,0,1,1,1.67,1,0,0,0,1,0,/en/players/9866afec/matchlogs/2018-2019/gca/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,10.7,16,1.50,11,1,1,3,0,2,0.19,11,1,1,3,0,0,/en/players/1ea5f91c/matchlogs/2018-2019/gca/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,15.0,18,1.20,13,4,1,0,0,0,0.00,13,4,1,0,0,0,/en/players/958a601f/matchlogs/2018-2019/gca/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,15.6,6,0.38,6,0,0,0,0,0,0.00,6,0,0,0,0,0,/en/players/79083382/matchlogs/2018-2019/gca/Juan-Jesus-Match-Logs
