Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
246,Bruno Jordão,pt,MF,Lazio,19,1998,1.0,1,1.02,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/41ff002d/matchlogs/2018-2019/gca/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,25.1,64,2.55,49,2,8,3,2,5,0.20,49,2,8,3,2,0,/en/players/570bb4b9/matchlogs/2018-2019/gca/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7737dee2/matchlogs/2018-2019/gca/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/8b66d9cc/matchlogs/2018-2019/gca/Yann-Karamoh-Match-Logs
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,0.7,2,2.77,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/550985aa/matchlogs/2018-2019/gca/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/85b011bb/matchlogs/2018-2019/gca/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,6.6,10,1.52,8,2,0,0,0,2,0.30,8,2,0,0,0,0,/en/players/9f84febe/matchlogs/2018-2019/gca/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,0.7,1,1.50,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/2a82aa85/matchlogs/2018-2019/gca/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,6.0,6,1.00,4,0,0,1,1,1,0.17,4,0,0,1,1,0,/en/players/3d50bcdb/matchlogs/2018-2019/gca/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,33.5,100,2.98,88,2,6,2,1,7,0.21,88,2,6,2,1,1,/en/players/05e19d6a/matchlogs/2018-2019/gca/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,7.8,11,1.40,11,0,0,0,0,1,0.13,11,0,0,0,0,0,/en/players/38ac43d3/matchlogs/2018-2019/gca/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,9.1,27,2.98,16,1,8,1,1,2,0.22,16,1,8,1,1,0,/en/players/ce1806be/matchlogs/2018-2019/gca/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,13.7,7,0.51,7,0,0,0,0,0,0.00,7,0,0,0,0,0,/en/players/008a6e6d/matchlogs/2018-2019/gca/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,14.9,59,3.96,44,4,6,2,3,9,0.60,44,4,6,2,3,0,/en/players/4c3a6744/matchlogs/2018-2019/gca/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,32.3,107,3.31,63,35,3,2,4,6,0.19,63,35,3,2,4,0,/en/players/eda40760/matchlogs/2018-2019/gca/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,34.1,101,2.96,77,0,8,6,9,9,0.26,77,0,8,6,9,1,/en/players/58e933d2/matchlogs/2018-2019/gca/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,34.8,35,1.01,29,2,1,2,1,4,0.11,29,2,1,2,1,0,/en/players/da974c7b/matchlogs/2018-2019/gca/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,1.9,11,5.89,9,0,1,0,1,2,1.07,9,0,1,0,1,0,/en/players/be5e1c4c/matchlogs/2018-2019/gca/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,8.8,3,0.34,2,0,1,0,0,0,0.00,2,0,1,0,0,0,/en/players/2b71b88a/matchlogs/2018-2019/gca/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,11.8,32,2.70,22,6,0,3,1,4,0.34,22,6,0,3,1,0,/en/players/58027adc/matchlogs/2018-2019/gca/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,30.8,98,3.18,80,1,8,4,5,10,0.32,80,1,8,4,5,0,/en/players/817c6964/matchlogs/2018-2019/gca/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,17.1,29,1.70,21,2,2,3,1,3,0.18,21,2,2,3,1,0,/en/players/5aaef9ef/matchlogs/2018-2019/gca/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,1.2,1,0.86,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/df3cda47/matchlogs/2018-2019/gca/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,28.4,73,2.57,41,19,4,1,8,9,0.32,41,19,4,1,8,0,/en/players/144607cc/matchlogs/2018-2019/gca/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,12.1,20,1.65,8,0,4,6,2,3,0.25,8,0,4,6,2,0,/en/players/822a7761/matchlogs/2018-2019/gca/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,33.5,5,0.15,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/4e7db402/matchlogs/2018-2019/gca/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/8e809937/matchlogs/2018-2019/gca/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,4.5,11,2.45,5,0,1,4,1,0,0.00,5,0,1,4,1,0,/en/players/2ead2809/matchlogs/2018-2019/gca/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,34.2,24,0.70,20,0,0,3,1,0,0.00,20,0,0,3,1,0,/en/players/fed5f993/matchlogs/2018-2019/gca/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,27.3,52,1.91,33,1,5,4,9,6,0.22,33,1,5,4,9,0,/en/players/09538fdb/matchlogs/2018-2019/gca/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,10.2,21,2.05,17,3,0,0,1,0,0.00,17,3,0,0,1,0,/en/players/3535098b/matchlogs/2018-2019/gca/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,7.2,17,2.35,14,0,2,1,0,1,0.14,14,0,2,1,0,0,/en/players/f26e3c59/matchlogs/2018-2019/gca/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,28.2,88,3.12,55,13,12,7,1,8,0.28,55,13,12,7,1,0,/en/players/5128bde4/matchlogs/2018-2019/gca/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,31.5,99,3.14,80,4,6,2,7,13,0.41,80,4,6,2,7,0,/en/players/02caf6e0/matchlogs/2018-2019/gca/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,22.1,43,1.95,35,6,1,1,0,3,0.14,35,6,1,1,0,0,/en/players/4c78b5ed/matchlogs/2018-2019/gca/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,2.0,2,1.01,1,0,0,0,0,1,0.50,1,0,0,0,0,1,/en/players/dbe5a587/matchlogs/2018-2019/gca/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,12.5,23,1.84,20,0,0,0,3,0,0.00,20,0,0,0,3,0,/en/players/1b82f8df/matchlogs/2018-2019/gca/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,17.9,40,2.24,28,1,4,4,3,4,0.22,28,1,4,4,3,0,/en/players/7d3cbc67/matchlogs/2018-2019/gca/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,27.9,63,2.26,54,0,2,2,5,9,0.32,54,0,2,2,5,0,/en/players/d023d70f/matchlogs/2018-2019/gca/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,33.1,72,2.18,64,3,3,2,0,10,0.30,64,3,3,2,0,0,/en/players/ff800ed8/matchlogs/2018-2019/gca/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,0.3,2,6.00,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/2648e18f/matchlogs/2018-2019/gca/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,20.5,75,3.65,59,7,1,5,3,5,0.24,59,7,1,5,3,0,/en/players/a8a874f1/matchlogs/2018-2019/gca/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,25.1,15,0.60,14,1,0,0,0,1,0.04,14,1,0,0,0,0,/en/players/921f6058/matchlogs/2018-2019/gca/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,3.5,3,0.85,3,0,0,0,0,1,0.28,3,0,0,0,0,0,/en/players/3799e138/matchlogs/2018-2019/gca/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,1.9,5,2.57,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/0cd0e21b/matchlogs/2018-2019/gca/Jordan-Lukaku-Match-Logs
291,Saša Lukić,rs,MF,Torino,21,1996,11.0,31,2.82,19,7,3,0,2,2,0.18,19,7,3,0,2,0,/en/players/c6e8cf1f/matchlogs/2018-2019/gca/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,32.5,103,3.17,93,5,3,1,1,5,0.15,93,5,3,1,1,0,/en/players/7fd58fe3/matchlogs/2018-2019/gca/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,8.1,5,0.62,5,0,0,0,0,2,0.25,5,0,0,0,0,0,/en/players/997fff07/matchlogs/2018-2019/gca/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Bologna,21,1997,12.4,11,0.88,7,0,4,0,0,1,0.08,7,0,4,0,0,0,/en/players/b5bf1770/matchlogs/2018-2019/gca/Lyanco-Match-Logs
295,Lyanco,br,DF,Torino,21,1997,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/b5bf1770/matchlogs/2018-2019/gca/Lyanco-Match-Logs
296,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,9.2,13,1.41,8,5,0,0,0,1,0.11,8,5,0,0,0,0,/en/players/5efc5389/matchlogs/2018-2019/gca/Charalambos-Lykogiannis-Match-Logs
297,Darwin Machís,ve,"FW,MF",Udinese,25,1993,5.1,19,3.69,14,0,4,0,1,1,0.19,14,0,4,0,1,0,/en/players/ed6ea4d9/matchlogs/2018-2019/gca/Darwin-Machis-Match-Logs
298,Francesco Magnanelli,it,MF,Sassuolo,33,1984,20.7,34,1.65,33,0,1,0,0,2,0.10,33,0,1,0,0,0,/en/players/07767f42/matchlogs/2018-2019/gca/Francesco-Magnanelli-Match-Logs
299,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,16.8,4,0.24,4,0,0,0,0,1,0.06,4,0,0,0,0,0,/en/players/cce9f582/matchlogs/2018-2019/gca/Giangiacomo-Magnani-Match-Logs
300,Raffaele Maiello,it,MF,Frosinone,27,1991,22.7,47,2.07,37,6,1,1,2,2,0.09,37,6,1,1,2,0,/en/players/02febfdc/matchlogs/2018-2019/gca/Raffaele-Maiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
301,Domenico Maietta,it,DF,Empoli,35,1982,19.0,12,0.63,11,0,1,0,0,0,0.00,11,0,1,0,0,0,/en/players/3d936ba9/matchlogs/2018-2019/gca/Domenico-Maietta-Match-Logs
302,Nikola Maksimović,rs,DF,Napoli,26,1991,15.3,11,0.72,11,0,0,0,0,0,0.00,11,0,0,0,0,0,/en/players/16b9d5cf/matchlogs/2018-2019/gca/Nikola-Maksimovic-Match-Logs
303,Kévin Malcuit,ma,DF,Napoli,27,1991,20.1,38,1.89,33,0,4,1,0,3,0.15,33,0,4,1,0,0,/en/players/d6a889ea/matchlogs/2018-2019/gca/Kevin-Malcuit-Match-Logs
304,Gianluca Mancini,it,DF,Atalanta,22,1996,25.0,20,0.80,16,0,0,4,0,1,0.04,16,0,0,4,0,0,/en/players/5aa53281/matchlogs/2018-2019/gca/Gianluca-Mancini-Match-Logs
305,Rolando Mandragora,it,MF,Udinese,21,1997,32.4,54,1.67,42,9,0,2,1,4,0.12,42,9,0,2,1,0,/en/players/c7259b83/matchlogs/2018-2019/gca/Rolando-Mandragora-Match-Logs
306,Mario Mandžukić,hr,FW,Juventus,32,1986,22.4,50,2.23,42,0,0,5,3,10,0.45,42,0,0,5,3,0,/en/players/afa0d4e0/matchlogs/2018-2019/gca/Mario-Mandzukic-Match-Logs
307,Kostas Manolas,gr,DF,Roma,27,1991,25.8,8,0.31,6,1,1,0,0,2,0.08,6,1,1,0,0,0,/en/players/c707411f/matchlogs/2018-2019/gca/Kostas-Manolas-Match-Logs
308,Juan Manuel Valencia,co,FW,Bologna,20,1998,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/7f50c23b/matchlogs/2018-2019/gca/Juan-Manuel-Valencia-Match-Logs
309,Iván Marcano,es,DF,Roma,31,1987,9.0,8,0.89,6,1,0,1,0,0,0.00,6,1,0,1,0,0,/en/players/7a20d90a/matchlogs/2018-2019/gca/Ivan-Marcano-Match-Logs
310,Federico Marchetti,it,GK,Genoa,35,1983,4.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/f794b426/matchlogs/2018-2019/gca/Federico-Marchetti-Match-Logs
311,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31.0,19,0.61,18,0,0,0,1,0,0.00,18,0,0,0,1,0,/en/players/8650af85/matchlogs/2018-2019/gca/Gian-Marco-Ferrari-Match-Logs
312,João Mário,pt,"MF,FW",Inter,25,1993,12.0,45,3.74,36,3,1,3,2,4,0.33,36,3,1,3,2,0,/en/players/f0021247/matchlogs/2018-2019/gca/Joao-Mario-Match-Logs
313,Marlon,br,DF,Sassuolo,22,1995,16.8,11,0.66,9,0,0,1,1,1,0.06,9,0,0,1,1,0,/en/players/cdf65d12/matchlogs/2018-2019/gca/Marlon-Match-Logs
314,Lautaro Martínez,ar,FW,Inter,20,1997,14.9,33,2.37,26,1,1,4,1,4,0.29,26,1,1,4,1,0,/en/players/f7036e1c/matchlogs/2018-2019/gca/Lautaro-Martinez-Match-Logs
315,Adam Marušić,me,"DF,MF",Lazio,25,1992,23.5,43,1.83,38,1,2,0,2,3,0.13,38,1,2,0,2,0,/en/players/d4535821/matchlogs/2018-2019/gca/Adam-Marusic-Match-Logs
316,Andrea Masiello,it,DF,Atalanta,32,1986,20.4,18,0.88,17,0,0,0,1,3,0.15,17,0,0,0,1,0,/en/players/e0314d87/matchlogs/2018-2019/gca/Andrea-Masiello-Match-Logs
317,Luca Matarese,it,FW,Frosinone,20,1998,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/a6fc1a22/matchlogs/2018-2019/gca/Luca-Matarese-Match-Logs
318,Alessandro Matri,it,FW,Sassuolo,33,1984,6.7,13,1.94,9,0,2,2,0,1,0.15,9,0,2,2,0,0,/en/players/58d97e77/matchlogs/2018-2019/gca/Alessandro-Matri-Match-Logs
319,Federico Mattiello,it,"MF,DF",Bologna,23,1995,14.8,36,2.43,29,2,5,0,0,1,0.07,29,2,5,0,0,0,/en/players/fba81826/matchlogs/2018-2019/gca/Federico-Mattiello-Match-Logs
320,Blaise Matuidi,fr,MF,Juventus,31,1987,26.9,51,1.90,45,0,0,1,5,6,0.22,45,0,0,1,5,0,/en/players/c0cddebe/matchlogs/2018-2019/gca/Blaise-Matuidi-Match-Logs
321,José Mauri,it,MF,Milan,22,1996,2.3,5,2.16,5,0,0,0,0,1,0.43,5,0,0,0,0,0,/en/players/644faf10/matchlogs/2018-2019/gca/Jose-Mauri-Match-Logs
322,Stephy Mavididi,eng,FW,Juventus,20,1998,0.2,1,4.09,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/30144daa/matchlogs/2018-2019/gca/Stephy-Mavididi-Match-Logs
323,Luca Mazzitelli,it,"MF,FW",Genoa,22,1995,3.6,8,2.23,7,0,0,0,1,1,0.28,7,0,0,0,1,0,/en/players/dc61b402/matchlogs/2018-2019/gca/Luca-Mazzitelli-Match-Logs
324,Ibrahima Mbaye,sn,DF,Bologna,23,1994,22.3,17,0.76,12,4,0,1,0,1,0.04,12,4,0,1,0,0,/en/players/cfbf9881/matchlogs/2018-2019/gca/Ibrahima-Mbaye-Match-Logs
325,Levan Mchedlidze,ge,"FW,DF",Empoli,28,1990,2.3,5,2.16,4,0,1,0,0,1,0.43,4,0,1,0,0,0,/en/players/54ab361e/matchlogs/2018-2019/gca/Levan-Mchedlidze-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
326,Iuri Medeiros,pt,"MF,FW",Genoa,24,1994,1.2,7,5.94,4,1,2,0,0,0,0.00,4,1,2,0,0,0,/en/players/97e2aa67/matchlogs/2018-2019/gca/Iuri-Medeiros-Match-Logs
327,Nicky Medja,ch,MF,Fiorentina,18,2000,0.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/714ffae7/matchlogs/2018-2019/gca/Nicky-Medja-Match-Logs
328,Riccardo Meggiorini,it,FW,Chievo,32,1985,17.2,23,1.34,16,0,1,2,4,3,0.17,16,0,1,2,4,0,/en/players/2ec0f902/matchlogs/2018-2019/gca/Riccardo-Meggiorini-Match-Logs
329,Soualiho Meïté,fr,MF,Torino,24,1994,29.5,77,2.61,62,1,7,4,3,8,0.27,62,1,7,4,3,0,/en/players/5cec2c74/matchlogs/2018-2019/gca/Soualiho-Meite-Match-Logs
330,Alex Meret,it,GK,Napoli,21,1997,12.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/9413b19f/matchlogs/2018-2019/gca/Alex-Meret-Match-Logs
331,Dries Mertens,be,FW,Napoli,31,1987,25.0,110,4.40,81,9,10,6,4,18,0.72,81,9,10,6,4,0,/en/players/89b2c8a9/matchlogs/2018-2019/gca/Dries-Mertens-Match-Logs
332,Petar Mićin,rs,MF,Udinese,19,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/259deea9/matchlogs/2018-2019/gca/Petar-Micin-Match-Logs
333,Nikola Milenković,rs,DF,Fiorentina,20,1997,33.4,22,0.66,17,1,1,2,1,2,0.06,17,1,1,2,1,0,/en/players/bee704fc/matchlogs/2018-2019/gca/Nikola-Milenkovic-Match-Logs
334,Arkadiusz Milik,pl,FW,Napoli,24,1994,26.6,65,2.44,52,0,2,9,2,6,0.23,52,0,2,9,2,0,/en/players/85613cf0/matchlogs/2018-2019/gca/Arkadiusz-Milik-Match-Logs
335,Sergej Milinković-Savić,rs,MF,Lazio,23,1995,26.6,106,3.98,90,1,2,10,2,9,0.34,90,1,2,10,2,1,/en/players/4e6dbac4/matchlogs/2018-2019/gca/Sergej-Milinkovic-Savic-Match-Logs
336,Vanja Milinković-Savić,rs,GK,SPAL,21,1997,1.8,1,0.55,0,1,0,0,0,0,0.00,0,1,0,0,0,0,/en/players/9fa26bc2/matchlogs/2018-2019/gca/Vanja-Milinkovic-Savic-Match-Logs
337,Vincenzo Millico,it,MF,Torino,17,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/6817095b/matchlogs/2018-2019/gca/Vincenzo-Millico-Match-Logs
338,Kevin Mirallas,be,"FW,MF",Fiorentina,30,1987,14.4,53,3.67,30,9,5,3,6,4,0.28,30,9,5,3,6,0,/en/players/aa51343f/matchlogs/2018-2019/gca/Kevin-Mirallas-Match-Logs
339,Miranda,br,DF,Inter,33,1984,12.9,5,0.39,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/314f2124/matchlogs/2018-2019/gca/Miranda-Match-Logs
340,Antonio Mirante,it,GK,Roma,35,1983,11.0,1,0.09,1,0,0,0,0,0,0.00,1,0,0,0,0,0,/en/players/30223b33/matchlogs/2018-2019/gca/Antonio-Mirante-Match-Logs
341,Simone Missiroli,it,MF,SPAL,32,1986,30.5,53,1.74,47,0,2,2,2,3,0.10,47,0,2,2,2,0,/en/players/331c0a43/matchlogs/2018-2019/gca/Simone-Missiroli-Match-Logs
342,Cristian Molinaro,it,"DF,MF",Frosinone,35,1983,12.9,19,1.48,16,3,0,0,0,0,0.00,16,3,0,0,0,0,/en/players/1c8c5aed/matchlogs/2018-2019/gca/Cristian-Molinaro-Match-Logs
343,Gabriele Moncini,it,MF,SPAL,22,1996,0.1,1,11.25,0,0,0,1,0,0,0.00,0,0,0,1,0,0,/en/players/c4efe2b4/matchlogs/2018-2019/gca/Gabriele-Moncini-Match-Logs
344,Cristóbal Montiel Rodríguez,es,FW,Fiorentina,18,2000,0.1,2,30.00,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/dd52d069/matchlogs/2018-2019/gca/Cristobal-Montiel-Rodriguez-Match-Logs
345,Emiliano Moretti,it,DF,Torino,37,1981,22.3,10,0.45,9,0,0,0,1,2,0.09,9,0,0,0,1,0,/en/players/55667895/matchlogs/2018-2019/gca/Emiliano-Moretti-Match-Logs
346,Samuel Mráz,sk,FW,Empoli,21,1997,1.9,3,1.59,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/be6c1ccc/matchlogs/2018-2019/gca/Samuel-Mraz-Match-Logs
347,Gianni Munari,it,MF,Parma,35,1983,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/e50613bd/matchlogs/2018-2019/gca/Gianni-Munari-Match-Logs
348,Alessandro Murgia,it,MF,SPAL,21,1996,11.9,27,2.27,17,10,0,0,0,6,0.50,17,10,0,0,0,0,/en/players/fb2c533b/matchlogs/2018-2019/gca/Alessandro-Murgia-Match-Logs
349,Alessandro Murgia,it,MF,Lazio,21,1996,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/fb2c533b/matchlogs/2018-2019/gca/Alessandro-Murgia-Match-Logs
350,Luis Muriel,co,FW,Fiorentina,27,1991,16.0,40,2.50,29,1,4,4,2,6,0.37,29,1,4,4,2,0,/en/players/eb2fe5b6/matchlogs/2018-2019/gca/Luis-Muriel-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,23,1994,32.6,52,1.60,44,5,2,1,0,8,0.25,44,5,2,1,0,0,/en/players/d183e9d6/matchlogs/2018-2019/gca/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,27,1990,29.0,20,0.69,17,0,0,1,1,3,0.10,17,0,0,1,1,1,/en/players/91899ca8/matchlogs/2018-2019/gca/Mateo-Musacchio-Match-Logs
353,Juan Musso,ar,GK,Udinese,24,1994,29.0,4,0.14,2,2,0,0,0,0,0.00,2,2,0,0,0,0,/en/players/a111cf41/matchlogs/2018-2019/gca/Juan-Musso-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,23,1995,10.8,14,1.29,14,0,0,0,0,0,0.00,14,0,0,0,0,0,/en/players/788b31e2/matchlogs/2018-2019/gca/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Inter,30,1988,21.9,70,3.20,56,1,5,5,3,5,0.23,56,1,5,5,3,0,/en/players/1f9328da/matchlogs/2018-2019/gca/Radja-Nainggolan-Match-Logs
356,Angelo Ndrecka,al,DF,Chievo,16,2001,1.0,2,2.00,1,0,0,1,0,0,0.00,1,0,0,1,0,0,/en/players/fcd20025/matchlogs/2018-2019/gca/Angelo-Ndrecka-Match-Logs
357,Pedro Neto,pt,FW,Lazio,18,2000,0.5,2,3.91,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/7ba2eaa9/matchlogs/2018-2019/gca/Pedro-Neto-Match-Logs
358,Hans Nicolussi Caviglia,it,"MF,FW",Juventus,18,2000,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/b136c945/matchlogs/2018-2019/gca/Hans-Nicolussi-Caviglia-Match-Logs
359,Dimitris Nikolaou,gr,DF,Empoli,19,1998,3.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/cf961d8d/matchlogs/2018-2019/gca/Dimitris-Nikolaou-Match-Logs
360,Nicolas Nkoulou,cm,DF,Torino,28,1990,35.7,13,0.36,9,1,1,2,0,0,0.00,9,1,1,2,0,0,/en/players/93cf32a8/matchlogs/2018-2019/gca/Nicolas-Nkoulou-Match-Logs
361,Bram Nuytinck,nl,DF,Udinese,28,1990,23.6,8,0.34,7,1,0,0,0,0,0.00,7,1,0,0,0,0,/en/players/e33f36d5/matchlogs/2018-2019/gca/Bram-Nuytinck-Match-Logs
362,Steven Nzonzi,fr,MF,Roma,29,1988,29.1,47,1.62,46,0,0,1,0,2,0.07,46,0,0,1,0,0,/en/players/c7526c18/matchlogs/2018-2019/gca/Steven-Nzonzi-Match-Logs
363,Christian Nørgaard,dk,MF,Fiorentina,24,1994,3.6,5,1.39,5,0,0,0,0,0,0.00,5,0,0,0,0,0,/en/players/df0a4c90/matchlogs/2018-2019/gca/Christian-Norgaard-Match-Logs
364,Dimitri Oberlin,ch,FW,Empoli,20,1997,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/af45e954/matchlogs/2018-2019/gca/Dimitri-Oberlin-Match-Logs
365,Joel Obi,ng,MF,Chievo,27,1991,7.3,13,1.78,11,0,0,1,1,1,0.14,11,0,0,1,1,0,/en/players/614c38fb/matchlogs/2018-2019/gca/Joel-Obi-Match-Logs
366,Jens Odgaard,dk,FW,Sassuolo,19,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,/en/players/75374ee7/matchlogs/2018-2019/gca/Jens-Odgaard-Match-Logs
367,Stefano Okaka,it,FW,Udinese,28,1989,10.8,35,3.25,25,0,5,2,2,6,0.56,25,0,5,2,2,1,/en/players/601ef102/matchlogs/2018-2019/gca/Stefano-Okaka-Match-Logs
368,Orji Okwonkwo,ng,FW,Bologna,20,1998,2.9,5,1.75,3,0,0,0,2,0,0.00,3,0,0,0,2,0,/en/players/905a4f61/matchlogs/2018-2019/gca/Orji-Okwonkwo-Match-Logs
369,Robin Olsen,se,GK,Roma,28,1990,27.0,2,0.07,2,0,0,0,0,0,0.00,2,0,0,0,0,0,/en/players/e7ee38c3/matchlogs/2018-2019/gca/Robin-Olsen-Match-Logs
370,Stephane Omeonga,be,MF,Genoa,22,1996,0.6,3,4.74,3,0,0,0,0,0,0.00,3,0,0,0,0,0,/en/players/72c803a0/matchlogs/2018-2019/gca/Stephane-Omeonga-Match-Logs
