Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,55,53,2,2,0,5,0,0,0,0,0,0,47,4,4,42,12,1,0,0,50,0,0,0,0,/en/players/94230890/matchlogs/2018-2019/passing_types/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,111,110,1,1,0,18,2,3,0,0,0,0,87,16,8,17,87,3,0,0,90,0,0,2,6,/en/players/6cc97b6a/matchlogs/2018-2019/passing_types/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,28,26,2,0,0,10,1,0,0,0,0,0,16,5,7,2,16,3,0,0,15,0,0,1,1,/en/players/a1bedc05/matchlogs/2018-2019/passing_types/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,34,24,10,1,0,2,0,0,0,0,0,0,24,0,10,1,25,0,0,8,25,0,0,1,0,/en/players/77e401c7/matchlogs/2018-2019/passing_types/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,341,323,18,14,0,47,6,2,1,0,0,0,239,34,68,44,264,19,3,2,287,0,0,3,6,/en/players/f1f1f238/matchlogs/2018-2019/passing_types/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,59,57,2,2,0,6,2,1,0,0,0,0,42,9,8,41,8,8,0,2,54,0,0,0,1,/en/players/86015b20/matchlogs/2018-2019/passing_types/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,167,163,4,3,0,31,5,4,0,0,0,0,127,12,28,133,22,10,1,0,138,0,0,2,4,/en/players/86015b20/matchlogs/2018-2019/passing_types/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,846,826,20,17,0,117,44,3,2,0,0,0,635,87,124,262,567,14,1,0,741,3,0,7,10,/en/players/e6ad16b2/matchlogs/2018-2019/passing_types/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,123,102,21,2,0,22,1,5,2,0,2,0,64,26,33,86,7,9,17,0,91,0,2,1,7,/en/players/4fac8f81/matchlogs/2018-2019/passing_types/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,1151,831,320,63,0,113,16,0,1,0,0,0,710,66,375,82,854,1,0,202,940,1,0,4,0,/en/players/74419746/matchlogs/2018-2019/passing_types/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,1846,1640,206,19,2,335,28,76,1,0,0,0,1342,282,222,303,1246,67,186,4,1547,2,0,32,65,/en/players/3b333ac3/matchlogs/2018-2019/passing_types/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,19.0,772,736,36,31,0,104,14,3,0,0,0,0,499,97,176,540,132,55,5,5,603,3,0,12,14,/en/players/27f0ddef/matchlogs/2018-2019/passing_types/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,8.6,534,449,85,12,0,104,21,41,0,0,0,0,304,60,170,377,49,15,73,3,390,1,0,15,20,/en/players/f45f9427/matchlogs/2018-2019/passing_types/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,24.0,975,943,32,15,0,170,39,57,2,0,0,0,642,134,199,178,721,48,10,6,756,4,0,18,39,/en/players/90b70194/matchlogs/2018-2019/passing_types/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,14.2,344,323,21,1,3,68,20,5,0,0,0,0,260,38,46,47,282,5,2,5,285,2,0,15,9,/en/players/8a08491a/matchlogs/2018-2019/passing_types/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,13.3,507,466,41,10,1,66,12,34,19,0,0,0,356,55,96,80,374,32,9,4,388,2,0,9,13,/en/players/98e958af/matchlogs/2018-2019/passing_types/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,27.4,1273,1230,43,41,2,144,26,1,0,0,0,0,1002,85,186,724,434,76,2,1,1115,3,0,4,8,/en/players/f2c1300a/matchlogs/2018-2019/passing_types/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,23.4,1788,1599,189,21,3,241,36,30,0,0,0,0,1236,246,306,319,1211,66,168,6,1535,3,0,27,46,/en/players/2f3452eb/matchlogs/2018-2019/passing_types/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,37.2,1416,1131,285,30,0,243,37,33,1,1,0,0,733,267,416,96,973,59,254,7,1039,3,0,20,58,/en/players/63071a3f/matchlogs/2018-2019/passing_types/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,0.0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,/en/players/82efe6fa/matchlogs/2018-2019/passing_types/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,25.2,450,414,36,1,5,112,7,14,0,0,0,0,280,100,70,72,297,46,2,10,320,2,0,9,22,/en/players/43b78598/matchlogs/2018-2019/passing_types/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,2.8,87,51,36,10,0,2,1,0,0,0,0,0,21,4,62,57,14,0,0,9,52,2,0,0,0,/en/players/514f0896/matchlogs/2018-2019/passing_types/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,23.8,1294,1221,73,30,17,264,58,67,25,5,2,0,985,168,141,1072,194,9,12,4,998,4,2,47,52,/en/players/68252d6d/matchlogs/2018-2019/passing_types/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,31.8,966,927,39,2,6,212,16,21,0,0,0,0,734,145,87,85,796,33,20,20,734,5,0,36,34,/en/players/4431aed2/matchlogs/2018-2019/passing_types/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,1.1,39,35,4,0,0,6,0,0,0,0,0,0,21,6,12,22,9,4,4,0,23,0,0,3,1,/en/players/4133cfcf/matchlogs/2018-2019/passing_types/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,21.8,410,353,57,0,0,111,8,18,0,0,0,0,251,92,67,74,253,36,1,14,273,3,0,6,24,/en/players/6c1f7328/matchlogs/2018-2019/passing_types/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,23.0,1347,1275,72,14,11,208,48,59,31,3,0,0,952,192,203,80,1217,27,14,7,1111,7,0,26,33,/en/players/2f557579/matchlogs/2018-2019/passing_types/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,33.0,1182,1163,19,7,2,254,29,28,0,0,0,0,857,166,159,243,795,64,7,13,979,1,0,11,37,/en/players/cedb3e36/matchlogs/2018-2019/passing_types/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,36.3,1873,1772,101,66,3,259,60,20,0,0,0,0,1119,201,553,441,1190,134,34,10,1458,6,0,29,26,/en/players/89976232/matchlogs/2018-2019/passing_types/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1.0,31,21,10,4,0,6,3,0,0,0,0,0,7,2,22,2,25,0,0,3,21,0,0,0,0,/en/players/85ea4399/matchlogs/2018-2019/passing_types/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,0.6,32,31,1,0,0,3,1,2,0,0,0,0,23,5,4,25,5,1,1,0,26,0,0,0,2,/en/players/9866afec/matchlogs/2018-2019/passing_types/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,10.7,560,540,20,5,1,93,13,43,9,3,0,0,418,60,82,437,89,23,6,2,435,4,0,9,18,/en/players/1ea5f91c/matchlogs/2018-2019/passing_types/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,15.0,829,679,150,13,1,118,23,65,3,1,0,0,384,163,282,497,136,47,134,4,566,8,0,17,33,/en/players/958a601f/matchlogs/2018-2019/passing_types/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,15.6,832,783,49,32,0,94,13,1,0,0,0,0,667,76,89,673,105,27,17,1,760,2,0,5,6,/en/players/79083382/matchlogs/2018-2019/passing_types/Juan-Jesus-Match-Logs
246,Bruno Jordão,pt,MF,Lazio,19,1998,1.0,42,42,0,0,0,11,0,0,0,0,0,0,36,1,5,3,34,3,0,0,36,0,0,1,0,/en/players/41ff002d/matchlogs/2018-2019/passing_types/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,25.1,1012,976,36,9,11,193,43,20,6,0,1,0,783,89,140,175,781,19,20,6,794,7,1,23,30,/en/players/570bb4b9/matchlogs/2018-2019/passing_types/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,0.1,6,6,0,0,0,2,0,0,0,0,0,0,3,2,1,5,0,1,0,0,4,0,0,0,0,/en/players/7737dee2/matchlogs/2018-2019/passing_types/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,0.1,5,4,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0,1,0,3,0,0,0,0,/en/players/8b66d9cc/matchlogs/2018-2019/passing_types/Yann-Karamoh-Match-Logs
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,0.7,18,18,0,0,0,3,2,2,0,0,0,0,13,3,2,3,14,1,0,0,14,0,0,0,3,/en/players/550985aa/matchlogs/2018-2019/passing_types/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9.0,235,165,70,13,0,14,6,0,0,0,0,0,116,22,97,18,179,0,0,34,163,0,0,0,0,/en/players/85b011bb/matchlogs/2018-2019/passing_types/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,6.6,411,341,70,1,2,67,8,24,0,0,0,0,243,77,91,16,315,7,69,2,315,2,0,14,16,/en/players/9f84febe/matchlogs/2018-2019/passing_types/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,0.7,20,19,1,1,0,5,0,0,0,0,0,0,15,5,0,16,2,2,0,0,17,0,0,0,1,/en/players/2a82aa85/matchlogs/2018-2019/passing_types/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,6.0,91,88,3,0,0,18,1,2,0,0,0,0,67,12,12,12,69,3,0,3,74,0,0,4,3,/en/players/3d50bcdb/matchlogs/2018-2019/passing_types/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,33.5,1739,1700,39,25,6,286,31,29,4,0,0,0,1383,151,205,310,1347,48,10,4,1498,5,0,29,32,/en/players/05e19d6a/matchlogs/2018-2019/passing_types/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,7.8,359,351,8,4,0,53,3,8,0,0,0,0,279,45,35,40,300,10,4,1,306,2,0,2,8,/en/players/38ac43d3/matchlogs/2018-2019/passing_types/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,9.1,368,329,39,7,1,84,22,36,10,1,2,0,244,46,78,54,270,15,19,1,285,0,2,9,10,/en/players/ce1806be/matchlogs/2018-2019/passing_types/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,13.7,619,597,22,22,0,72,10,2,0,0,0,0,438,43,138,472,93,43,0,0,512,2,0,6,5,/en/players/008a6e6d/matchlogs/2018-2019/passing_types/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,14.9,471,451,20,3,0,97,17,68,10,0,0,0,300,87,84,62,367,27,7,3,351,3,0,5,28,/en/players/4c3a6744/matchlogs/2018-2019/passing_types/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,32.3,2088,1699,389,75,3,348,79,188,50,6,16,1,1226,380,482,1577,144,86,264,2,1624,5,16,30,67,/en/players/eda40760/matchlogs/2018-2019/passing_types/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,34.1,957,928,29,1,3,306,17,29,1,0,0,0,550,206,201,117,592,90,14,9,641,5,0,23,54,/en/players/58e933d2/matchlogs/2018-2019/passing_types/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,34.8,2531,2455,76,67,3,295,84,5,0,0,0,0,2005,185,341,658,1732,65,9,21,2242,4,0,32,22,/en/players/da974c7b/matchlogs/2018-2019/passing_types/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,1.9,83,81,2,0,2,11,1,3,0,0,0,0,64,16,3,13,60,6,1,1,67,0,0,1,2,/en/players/be5e1c4c/matchlogs/2018-2019/passing_types/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,8.8,372,363,9,8,0,74,2,4,1,0,0,0,269,20,83,256,84,24,0,1,298,2,0,1,8,/en/players/2b71b88a/matchlogs/2018-2019/passing_types/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,11.8,603,499,104,12,1,76,11,40,9,0,0,0,383,116,104,424,79,16,83,1,491,4,0,9,21,/en/players/58027adc/matchlogs/2018-2019/passing_types/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,30.8,1342,1309,33,13,6,269,32,21,3,0,0,0,1034,146,162,174,1056,55,14,6,1060,7,0,33,39,/en/players/817c6964/matchlogs/2018-2019/passing_types/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,17.1,582,563,19,8,2,148,11,21,6,0,0,1,300,149,133,108,348,65,5,6,400,6,0,24,16,/en/players/5aaef9ef/matchlogs/2018-2019/passing_types/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,1.2,64,63,1,0,0,11,0,3,0,0,0,0,55,8,1,45,17,0,1,0,45,0,0,3,8,/en/players/df3cda47/matchlogs/2018-2019/passing_types/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,28.4,1377,1261,116,46,2,268,78,142,54,11,9,4,947,178,252,164,1085,68,16,7,1104,2,9,19,36,/en/players/144607cc/matchlogs/2018-2019/passing_types/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,12.1,145,127,18,1,1,34,0,1,2,0,0,0,119,16,10,15,113,9,0,4,117,1,0,2,6,/en/players/822a7761/matchlogs/2018-2019/passing_types/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,33.5,1008,667,341,86,1,94,48,0,0,0,0,0,480,47,481,25,799,1,0,160,673,5,0,4,1,/en/players/4e7db402/matchlogs/2018-2019/passing_types/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/players/8e809937/matchlogs/2018-2019/passing_types/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,4.5,78,74,4,0,0,22,0,0,0,0,0,0,34,30,14,35,16,11,1,2,52,0,0,2,3,/en/players/2ead2809/matchlogs/2018-2019/passing_types/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,34.2,1467,1365,102,94,1,199,58,7,0,0,0,0,824,131,512,118,1164,124,8,9,1136,10,0,14,8,/en/players/fed5f993/matchlogs/2018-2019/passing_types/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,27.3,478,425,53,0,2,127,8,23,0,0,0,0,262,138,78,256,106,43,2,22,324,1,0,14,26,/en/players/09538fdb/matchlogs/2018-2019/passing_types/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,10.2,576,457,119,17,2,56,16,38,0,0,0,0,294,102,180,34,404,28,102,2,449,0,0,5,13,/en/players/3535098b/matchlogs/2018-2019/passing_types/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,7.2,389,342,47,5,1,54,9,25,0,0,0,0,254,46,89,274,54,18,42,0,294,0,0,12,19,/en/players/f26e3c59/matchlogs/2018-2019/passing_types/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,28.2,1078,889,189,24,0,196,44,124,20,0,7,2,588,209,281,148,730,41,145,3,753,5,7,26,39,/en/players/5128bde4/matchlogs/2018-2019/passing_types/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,31.5,1471,1271,200,7,0,241,50,242,1,0,0,0,855,276,340,213,1010,47,192,3,1102,3,0,28,88,/en/players/02caf6e0/matchlogs/2018-2019/passing_types/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,22.1,1446,1378,68,49,2,235,28,29,14,1,0,0,1132,126,188,99,1231,87,1,4,1262,4,0,28,16,/en/players/4c78b5ed/matchlogs/2018-2019/passing_types/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,2.0,69,65,4,4,0,21,2,0,0,0,0,0,54,7,8,8,56,5,0,0,63,1,0,2,1,/en/players/dbe5a587/matchlogs/2018-2019/passing_types/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,12.5,388,376,12,4,0,76,15,16,0,0,0,0,220,75,93,43,281,41,1,5,287,1,0,7,10,/en/players/1b82f8df/matchlogs/2018-2019/passing_types/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,17.9,741,705,36,8,0,157,24,45,4,0,0,0,445,120,176,110,548,30,23,9,552,1,0,16,31,/en/players/7d3cbc67/matchlogs/2018-2019/passing_types/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,27.9,1274,1249,25,9,7,263,18,18,3,1,0,0,985,157,132,329,872,36,13,8,1056,2,0,28,30,/en/players/d023d70f/matchlogs/2018-2019/passing_types/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,33.1,1769,1487,282,27,1,250,34,125,0,0,0,0,1094,360,315,38,1412,48,255,8,1366,7,0,31,80,/en/players/ff800ed8/matchlogs/2018-2019/passing_types/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,0.3,22,20,2,0,0,3,0,2,2,0,0,0,18,2,2,1,20,1,0,0,17,0,0,0,1,/en/players/2648e18f/matchlogs/2018-2019/passing_types/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,20.5,1233,1172,61,31,8,188,42,37,21,8,3,2,947,112,174,279,905,26,5,7,1056,4,3,21,11,/en/players/a8a874f1/matchlogs/2018-2019/passing_types/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,25.1,1304,1234,70,43,0,183,34,8,0,0,0,0,1027,138,139,983,175,87,27,6,1158,2,0,12,13,/en/players/921f6058/matchlogs/2018-2019/passing_types/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,3.5,140,137,3,0,0,11,1,1,1,0,0,0,119,9,12,14,120,3,2,0,117,0,0,1,3,/en/players/3799e138/matchlogs/2018-2019/passing_types/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,1.9,104,91,13,0,0,20,1,10,0,0,0,0,72,15,17,64,19,7,13,0,79,0,0,5,3,/en/players/0cd0e21b/matchlogs/2018-2019/passing_types/Jordan-Lukaku-Match-Logs
291,Saša Lukić,rs,MF,Torino,21,1996,11.0,468,437,31,14,1,88,15,26,14,1,0,0,355,54,59,51,378,28,0,3,396,2,0,8,15,/en/players/c6e8cf1f/matchlogs/2018-2019/passing_types/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,32.5,1679,1476,203,5,2,321,59,140,4,0,0,0,994,242,443,285,1087,78,194,6,1250,14,0,49,53,/en/players/7fd58fe3/matchlogs/2018-2019/passing_types/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,8.1,469,444,25,11,0,44,6,2,0,0,0,0,375,36,58,360,60,22,14,2,421,1,0,2,6,/en/players/997fff07/matchlogs/2018-2019/passing_types/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Bologna,21,1997,12.4,511,475,36,33,1,92,30,1,0,0,0,0,358,59,94,49,415,23,3,4,424,2,0,6,3,/en/players/b5bf1770/matchlogs/2018-2019/passing_types/Lyanco-Match-Logs
295,Lyanco,br,DF,Torino,21,1997,1.0,25,24,1,1,0,6,1,0,0,0,0,0,14,3,8,2,22,0,0,0,19,0,0,1,0,/en/players/b5bf1770/matchlogs/2018-2019/passing_types/Lyanco-Match-Logs
296,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,9.2,433,319,114,10,0,59,12,42,6,4,1,0,170,78,185,288,16,24,98,0,281,0,1,7,24,/en/players/5efc5389/matchlogs/2018-2019/passing_types/Charalambos-Lykogiannis-Match-Logs
297,Darwin Machís,ve,"FW,MF",Udinese,25,1993,5.1,179,162,17,0,0,31,3,22,4,0,0,0,117,26,36,27,131,5,12,2,129,0,0,3,4,/en/players/ed6ea4d9/matchlogs/2018-2019/passing_types/Darwin-Machis-Match-Logs
298,Francesco Magnanelli,it,MF,Sassuolo,33,1984,20.7,1330,1268,62,62,0,190,33,2,0,0,0,0,1002,162,166,135,1140,48,0,0,1181,2,0,15,13,/en/players/07767f42/matchlogs/2018-2019/passing_types/Francesco-Magnanelli-Match-Logs
299,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,16.8,907,882,25,25,1,91,23,0,0,0,0,0,718,43,146,164,697,29,0,0,784,7,0,6,6,/en/players/cce9f582/matchlogs/2018-2019/passing_types/Giangiacomo-Magnani-Match-Logs
300,Raffaele Maiello,it,MF,Frosinone,27,1991,22.7,1239,1145,94,69,1,162,71,30,18,2,4,0,805,159,275,97,1077,49,4,1,988,10,4,17,32,/en/players/02febfdc/matchlogs/2018-2019/passing_types/Raffaele-Maiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Domenico Maietta,it,DF,Empoli,35,1982,19.0,988,920,68,36,0,111,46,8,0,0,0,0,645,105,238,158,744,39,32,2,843,4,0,11,12,/en/players/3d936ba9/matchlogs/2018-2019/passing_types/Domenico-Maietta-Match-Logs
302,Nikola Maksimović,rs,DF,Napoli,26,1991,15.3,886,848,38,21,1,69,27,0,0,0,0,0,688,102,96,73,730,48,17,4,811,1,0,5,4,/en/players/16b9d5cf/matchlogs/2018-2019/passing_types/Nikola-Maksimovic-Match-Logs
303,Kévin Malcuit,ma,DF,Napoli,27,1991,20.1,1265,1084,181,13,2,171,25,96,1,0,0,1,844,235,186,69,983,30,167,4,1045,2,0,22,41,/en/players/d6a889ea/matchlogs/2018-2019/passing_types/Kevin-Malcuit-Match-Logs
304,Gianluca Mancini,it,DF,Atalanta,22,1996,25.0,1349,1263,86,24,4,226,16,3,0,0,0,0,1013,159,177,169,1019,65,62,2,1128,7,0,23,15,/en/players/5aa53281/matchlogs/2018-2019/passing_types/Gianluca-Mancini-Match-Logs
305,Rolando Mandragora,it,MF,Udinese,21,1997,32.4,1222,1112,110,62,1,202,36,47,37,4,8,0,774,213,235,916,176,74,10,12,991,6,8,16,34,/en/players/c7259b83/matchlogs/2018-2019/passing_types/Rolando-Mandragora-Match-Logs
306,Mario Mandžukić,hr,FW,Juventus,32,1986,22.4,616,599,17,2,2,125,8,18,0,0,0,0,358,145,113,58,421,75,13,10,449,1,0,18,27,/en/players/afa0d4e0/matchlogs/2018-2019/passing_types/Mario-Mandzukic-Match-Logs
307,Kostas Manolas,gr,DF,Roma,27,1991,25.8,1041,986,55,54,0,143,34,1,0,0,0,0,781,106,154,188,748,66,1,14,918,1,0,12,7,/en/players/c707411f/matchlogs/2018-2019/passing_types/Kostas-Manolas-Match-Logs
308,Juan Manuel Valencia,co,FW,Bologna,20,1998,0.3,10,10,0,0,0,1,1,1,0,0,0,0,7,1,2,2,7,1,0,0,9,0,0,0,0,/en/players/7f50c23b/matchlogs/2018-2019/passing_types/Juan-Manuel-Valencia-Match-Logs
309,Iván Marcano,es,DF,Roma,31,1987,9.0,552,523,29,10,0,43,20,14,1,0,0,0,387,69,96,454,26,38,18,2,479,0,0,2,12,/en/players/7a20d90a/matchlogs/2018-2019/passing_types/Ivan-Marcano-Match-Logs
310,Federico Marchetti,it,GK,Genoa,35,1983,4.0,112,68,44,9,0,7,4,0,0,0,0,0,46,7,59,64,30,0,0,10,78,2,0,0,0,/en/players/f794b426/matchlogs/2018-2019/passing_types/Federico-Marchetti-Match-Logs
311,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31.0,1894,1790,104,88,0,199,41,12,0,0,0,0,1460,168,266,1570,207,74,16,3,1643,5,0,35,18,/en/players/8650af85/matchlogs/2018-2019/passing_types/Gian-Marco-Ferrari-Match-Logs
312,João Mário,pt,"MF,FW",Inter,25,1993,12.0,743,714,29,14,2,125,16,33,8,0,1,0,575,78,90,80,630,22,6,2,615,4,1,13,17,/en/players/f0021247/matchlogs/2018-2019/passing_types/Joao-Mario-Match-Logs
313,Marlon,br,DF,Sassuolo,22,1995,16.8,1070,1008,62,32,0,104,25,7,0,0,0,0,913,71,86,121,887,23,30,2,993,2,0,10,8,/en/players/cdf65d12/matchlogs/2018-2019/passing_types/Marlon-Match-Logs
314,Lautaro Martínez,ar,FW,Inter,20,1997,14.9,254,228,26,3,4,53,11,12,1,1,0,0,162,48,44,32,188,20,0,6,178,1,0,9,8,/en/players/f7036e1c/matchlogs/2018-2019/passing_types/Lautaro-Martinez-Match-Logs
315,Adam Marušić,me,"DF,MF",Lazio,25,1992,23.5,982,819,163,5,2,172,24,57,1,0,0,0,620,169,193,78,674,54,157,5,803,2,0,16,31,/en/players/d4535821/matchlogs/2018-2019/passing_types/Adam-Marusic-Match-Logs
316,Andrea Masiello,it,DF,Atalanta,32,1986,20.4,1277,1205,72,35,1,155,53,5,0,0,0,0,906,133,238,274,858,88,37,7,1123,2,0,7,18,/en/players/e0314d87/matchlogs/2018-2019/passing_types/Andrea-Masiello-Match-Logs
317,Luca Matarese,it,FW,Frosinone,20,1998,0.2,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,/en/players/a6fc1a22/matchlogs/2018-2019/passing_types/Luca-Matarese-Match-Logs
