Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
291,Saša Lukić,rs,MF,Torino,21,1996,24,11,989,2,0,0,0,7,0,2,0,0.18,0.18,0.18,1.8,1.8,1.0,1.8,1.0,0.26,1.8,0.26,/en/players/c6e8cf1f/matchlogs/2018-2019/summary/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,35,34,"2,923",4,1,0,0,5,0,4,1,0.15,0.12,0.15,2.6,2.6,4.2,2.6,4.2,0.21,2.6,0.21,/en/players/7fd58fe3/matchlogs/2018-2019/summary/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,12,6,728,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.02,0.1,0.02,/en/players/997fff07/matchlogs/2018-2019/summary/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Torino,21,1997,2,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/b5bf1770/matchlogs/2018-2019/summary/Lyanco-Match-Logs
295,Lyanco,br,DF,Bologna,21,1997,13,13,"1,119",1,0,0,0,2,1,1,0,0.08,0.08,0.08,0.5,0.5,0.3,0.5,0.3,0.06,0.5,0.06,/en/players/b5bf1770/matchlogs/2018-2019/summary/Lyanco-Match-Logs
296,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,11,9,830,0,1,0,0,1,0,0,1,0.11,0.00,0.11,0.2,0.2,0.6,0.2,0.6,0.09,0.2,0.09,/en/players/5efc5389/matchlogs/2018-2019/summary/Charalambos-Lykogiannis-Match-Logs
297,Darwin Machís,ve,"FW,MF",Udinese,25,1993,13,4,463,0,1,0,0,2,0,0,1,0.19,0.00,0.19,1.3,1.3,0.6,1.3,0.6,0.38,1.3,0.38,/en/players/ed6ea4d9/matchlogs/2018-2019/summary/Darwin-Machis-Match-Logs
298,Francesco Magnanelli,it,MF,Sassuolo,33,1984,26,21,"1,859",0,0,0,0,4,1,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.02,0.2,0.02,/en/players/07767f42/matchlogs/2018-2019/summary/Francesco-Magnanelli-Match-Logs
299,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,19,17,"1,516",0,1,0,0,2,0,0,1,0.06,0.00,0.06,0.1,0.1,0.1,0.1,0.1,0.01,0.1,0.01,/en/players/cce9f582/matchlogs/2018-2019/summary/Giangiacomo-Magnani-Match-Logs
300,Raffaele Maiello,it,MF,Frosinone,27,1991,29,22,"2,043",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.3,0.3,1.1,0.3,1.1,0.06,0.3,0.06,/en/players/02febfdc/matchlogs/2018-2019/summary/Raffaele-Maiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Domenico Maietta,it,DF,Empoli,35,1982,21,21,"1,714",0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.2,0.3,0.02,0.2,0.02,/en/players/3d936ba9/matchlogs/2018-2019/summary/Domenico-Maietta-Match-Logs
302,Nikola Maksimović,rs,DF,Napoli,26,1991,17,15,"1,375",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.02,0.1,0.02,/en/players/16b9d5cf/matchlogs/2018-2019/summary/Nikola-Maksimovic-Match-Logs
303,Kévin Malcuit,ma,DF,Napoli,27,1991,24,20,"1,805",0,2,0,0,3,0,0,2,0.10,0.00,0.10,0.3,0.3,2.4,0.3,2.4,0.13,0.3,0.13,/en/players/d6a889ea/matchlogs/2018-2019/summary/Kevin-Malcuit-Match-Logs
304,Gianluca Mancini,it,DF,Atalanta,22,1996,30,25,"2,246",5,2,0,0,5,0,5,2,0.28,0.20,0.28,4.1,4.1,0.5,4.1,0.5,0.18,4.1,0.18,/en/players/5aa53281/matchlogs/2018-2019/summary/Gianluca-Mancini-Match-Logs
305,Rolando Mandragora,it,MF,Udinese,21,1997,35,33,"2,918",3,2,0,0,8,1,3,2,0.15,0.09,0.15,1.8,1.8,1.9,1.8,1.9,0.11,1.8,0.11,/en/players/c7259b83/matchlogs/2018-2019/summary/Rolando-Mandragora-Match-Logs
306,Mario Mandžukić,hr,FW,Juventus,32,1986,25,23,"2,014",9,6,0,0,4,0,9,6,0.67,0.40,0.67,4.9,4.9,2.6,4.9,2.6,0.34,4.9,0.34,/en/players/afa0d4e0/matchlogs/2018-2019/summary/Mario-Mandzukic-Match-Logs
307,Kostas Manolas,gr,DF,Roma,27,1991,27,27,"2,324",1,1,0,0,6,0,1,1,0.08,0.04,0.08,1.2,1.2,0.2,1.2,0.2,0.05,1.2,0.05,/en/players/c707411f/matchlogs/2018-2019/summary/Kostas-Manolas-Match-Logs
308,Juan Manuel Valencia,co,FW,Bologna,20,1998,1,0,28,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,/en/players/7f50c23b/matchlogs/2018-2019/summary/Juan-Manuel-Valencia-Match-Logs
309,Iván Marcano,es,DF,Roma,31,1987,10,9,810,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.7,0.3,0.7,0.11,0.3,0.11,/en/players/7a20d90a/matchlogs/2018-2019/summary/Ivan-Marcano-Match-Logs
310,Federico Marchetti,it,GK,Genoa,35,1983,4,4,360,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f794b426/matchlogs/2018-2019/summary/Federico-Marchetti-Match-Logs
311,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31,31,"2,790",4,0,0,0,9,0,4,0,0.13,0.13,0.13,2.7,2.7,0.3,2.7,0.3,0.10,2.7,0.10,/en/players/8650af85/matchlogs/2018-2019/summary/Gian-Marco-Ferrari-Match-Logs
312,João Mário,pt,"MF,FW",Inter,25,1993,20,12,"1,082",1,2,0,0,2,0,1,2,0.25,0.08,0.25,0.9,0.9,2.2,0.9,2.2,0.26,0.9,0.26,/en/players/f0021247/matchlogs/2018-2019/summary/Joao-Mario-Match-Logs
313,Marlon,br,DF,Sassuolo,22,1995,18,18,"1,508",1,0,0,0,4,1,1,0,0.06,0.06,0.06,0.2,0.2,0.0,0.2,0.0,0.01,0.2,0.01,/en/players/cdf65d12/matchlogs/2018-2019/summary/Marlon-Match-Logs
314,Lautaro Martínez,ar,FW,Inter,20,1997,27,13,"1,344",6,2,1,1,4,0,6,2,0.54,0.33,0.47,6.7,6.0,2.4,6.7,2.4,0.65,6.0,0.60,/en/players/f7036e1c/matchlogs/2018-2019/summary/Lautaro-Martinez-Match-Logs
315,Adam Marušić,me,"DF,MF",Lazio,25,1992,26,24,"2,111",1,1,0,0,2,1,1,1,0.09,0.04,0.09,1.4,1.4,1.7,1.4,1.7,0.13,1.4,0.13,/en/players/d4535821/matchlogs/2018-2019/summary/Adam-Marusic-Match-Logs
316,Andrea Masiello,it,DF,Atalanta,32,1986,24,22,"1,836",0,2,0,0,5,0,0,2,0.10,0.00,0.10,0.9,0.9,0.8,0.9,0.8,0.08,0.9,0.08,/en/players/e0314d87/matchlogs/2018-2019/summary/Andrea-Masiello-Match-Logs
317,Luca Matarese,it,FW,Frosinone,20,1998,2,0,16,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/a6fc1a22/matchlogs/2018-2019/summary/Luca-Matarese-Match-Logs
318,Alessandro Matri,it,FW,Sassuolo,33,1984,19,6,603,2,0,0,0,3,0,2,0,0.30,0.30,0.30,2.8,2.8,0.3,2.8,0.3,0.47,2.8,0.47,/en/players/58d97e77/matchlogs/2018-2019/summary/Alessandro-Matri-Match-Logs
319,Federico Mattiello,it,"MF,DF",Bologna,23,1995,17,16,"1,333",1,1,0,0,2,1,1,1,0.14,0.07,0.14,0.4,0.4,2.1,0.4,2.1,0.17,0.4,0.17,/en/players/fba81826/matchlogs/2018-2019/summary/Federico-Mattiello-Match-Logs
320,Blaise Matuidi,fr,MF,Juventus,31,1987,31,29,"2,418",3,2,0,0,5,0,3,2,0.19,0.11,0.19,1.6,1.6,1.4,1.6,1.4,0.11,1.6,0.11,/en/players/c0cddebe/matchlogs/2018-2019/summary/Blaise-Matuidi-Match-Logs
321,José Mauri,it,MF,Milan,22,1996,5,2,208,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.14,0.1,0.14,/en/players/644faf10/matchlogs/2018-2019/summary/Jose-Mauri-Match-Logs
322,Stephy Mavididi,eng,FW,Juventus,20,1998,1,0,22,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/30144daa/matchlogs/2018-2019/summary/Stephy-Mavididi-Match-Logs
323,Luca Mazzitelli,it,"MF,FW",Genoa,22,1995,10,3,323,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.1,0.14,0.4,0.14,/en/players/dc61b402/matchlogs/2018-2019/summary/Luca-Mazzitelli-Match-Logs
324,Ibrahima Mbaye,sn,DF,Bologna,23,1994,23,22,"2,010",2,0,0,0,6,0,2,0,0.09,0.09,0.09,1.9,1.9,0.2,1.9,0.2,0.10,1.9,0.10,/en/players/cfbf9881/matchlogs/2018-2019/summary/Ibrahima-Mbaye-Match-Logs
325,Levan Mchedlidze,ge,"FW,DF",Empoli,28,1990,11,0,208,0,1,0,0,1,0,0,1,0.43,0.00,0.43,0.2,0.2,0.1,0.2,0.1,0.13,0.2,0.13,/en/players/54ab361e/matchlogs/2018-2019/summary/Levan-Mchedlidze-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Iuri Medeiros,pt,"MF,FW",Genoa,24,1994,2,2,106,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.1,0.18,0.1,0.18,/en/players/97e2aa67/matchlogs/2018-2019/summary/Iuri-Medeiros-Match-Logs
327,Nicky Medja,ch,MF,Fiorentina,18,2000,1,0,45,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/714ffae7/matchlogs/2018-2019/summary/Nicky-Medja-Match-Logs
328,Riccardo Meggiorini,it,FW,Chievo,32,1985,24,18,"1,548",3,1,1,1,6,0,3,1,0.23,0.12,0.17,3.8,3.0,0.6,3.8,0.6,0.25,3.0,0.21,/en/players/2ec0f902/matchlogs/2018-2019/summary/Riccardo-Meggiorini-Match-Logs
329,Soualiho Meïté,fr,MF,Torino,24,1994,35,30,"2,659",2,4,0,0,7,1,2,4,0.20,0.07,0.20,1.2,1.2,2.5,1.2,2.5,0.13,1.2,0.13,/en/players/5cec2c74/matchlogs/2018-2019/summary/Soualiho-Meite-Match-Logs
330,Alex Meret,it,GK,Napoli,21,1997,14,13,"1,151",0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/9413b19f/matchlogs/2018-2019/summary/Alex-Meret-Match-Logs
331,Dries Mertens,be,FW,Napoli,31,1987,35,23,"2,252",16,11,1,1,1,0,16,11,1.08,0.60,1.04,12.4,11.7,7.6,12.4,7.6,0.80,11.7,0.77,/en/players/89b2c8a9/matchlogs/2018-2019/summary/Dries-Mertens-Match-Logs
332,Petar Mićin,rs,MF,Udinese,19,1998,1,0,3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/259deea9/matchlogs/2018-2019/summary/Petar-Micin-Match-Logs
333,Nikola Milenković,rs,DF,Fiorentina,20,1997,34,34,"3,008",3,0,0,0,8,1,3,0,0.09,0.09,0.09,2.6,2.6,0.3,2.6,0.3,0.09,2.6,0.09,/en/players/bee704fc/matchlogs/2018-2019/summary/Nikola-Milenkovic-Match-Logs
334,Arkadiusz Milik,pl,FW,Napoli,24,1994,35,27,"2,396",17,3,0,0,4,0,17,3,0.75,0.64,0.75,15.6,15.6,3.0,15.6,3.0,0.70,15.6,0.70,/en/players/85613cf0/matchlogs/2018-2019/summary/Arkadiusz-Milik-Match-Logs
335,Sergej Milinković-Savić,rs,MF,Lazio,23,1995,31,29,"2,396",5,3,0,0,7,1,5,3,0.30,0.19,0.30,5.4,5.4,3.9,5.4,3.9,0.35,5.4,0.35,/en/players/4e6dbac4/matchlogs/2018-2019/summary/Sergej-Milinkovic-Savic-Match-Logs
336,Vanja Milinković-Savić,rs,GK,SPAL,21,1997,2,2,164,0,0,0,0,1,1,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/9fa26bc2/matchlogs/2018-2019/summary/Vanja-Milinkovic-Savic-Match-Logs
337,Vincenzo Millico,it,MF,Torino,17,2000,1,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/6817095b/matchlogs/2018-2019/summary/Vincenzo-Millico-Match-Logs
338,Kevin Mirallas,be,"FW,MF",Fiorentina,30,1987,27,15,"1,299",2,1,0,0,2,0,2,1,0.21,0.14,0.21,2.6,2.6,1.5,2.6,1.5,0.28,2.6,0.28,/en/players/aa51343f/matchlogs/2018-2019/summary/Kevin-Mirallas-Match-Logs
339,Miranda,br,DF,Inter,33,1984,14,14,"1,158",0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.0,0.03,0.4,0.03,/en/players/314f2124/matchlogs/2018-2019/summary/Miranda-Match-Logs
340,Antonio Mirante,it,GK,Roma,35,1983,11,11,990,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/30223b33/matchlogs/2018-2019/summary/Antonio-Mirante-Match-Logs
341,Simone Missiroli,it,MF,SPAL,32,1986,34,33,"2,741",0,0,0,0,9,0,0,0,0.00,0.00,0.00,0.5,0.5,1.2,0.5,1.2,0.06,0.5,0.06,/en/players/331c0a43/matchlogs/2018-2019/summary/Simone-Missiroli-Match-Logs
342,Cristian Molinaro,it,"DF,MF",Frosinone,35,1983,14,13,"1,159",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,1.1,0.0,1.1,0.09,0.0,0.09,/en/players/1c8c5aed/matchlogs/2018-2019/summary/Cristian-Molinaro-Match-Logs
343,Gabriele Moncini,it,MF,SPAL,22,1996,1,0,8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.71,0.1,0.71,/en/players/c4efe2b4/matchlogs/2018-2019/summary/Gabriele-Moncini-Match-Logs
344,Cristóbal Montiel Rodríguez,es,FW,Fiorentina,18,2000,1,0,6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,3.65,0.0,3.65,/en/players/dd52d069/matchlogs/2018-2019/summary/Cristobal-Montiel-Rodriguez-Match-Logs
345,Emiliano Moretti,it,DF,Torino,37,1981,24,22,"2,010",0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.00,0.0,0.00,/en/players/55667895/matchlogs/2018-2019/summary/Emiliano-Moretti-Match-Logs
346,Samuel Mráz,sk,FW,Empoli,21,1997,6,2,170,1,0,0,0,0,0,1,0,0.53,0.53,0.53,0.5,0.5,0.1,0.5,0.1,0.32,0.5,0.32,/en/players/be6c1ccc/matchlogs/2018-2019/summary/Samuel-Mraz-Match-Logs
347,Gianni Munari,it,MF,Parma,35,1983,1,0,3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/e50613bd/matchlogs/2018-2019/summary/Gianni-Munari-Match-Logs
348,Alessandro Murgia,it,MF,SPAL,21,1996,15,11,"1,072",0,3,0,0,1,0,0,3,0.25,0.00,0.25,0.6,0.6,1.1,0.6,1.1,0.14,0.6,0.14,/en/players/fb2c533b/matchlogs/2018-2019/summary/Alessandro-Murgia-Match-Logs
349,Alessandro Murgia,it,MF,Lazio,21,1996,1,0,9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/fb2c533b/matchlogs/2018-2019/summary/Alessandro-Murgia-Match-Logs
350,Luis Muriel,co,FW,Fiorentina,27,1991,19,16,"1,441",6,0,0,0,1,0,6,0,0.37,0.37,0.37,3.2,3.2,2.0,3.2,2.0,0.33,3.2,0.33,/en/players/eb2fe5b6/matchlogs/2018-2019/summary/Luis-Muriel-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Nicola Murru,it,DF,Sampdoria,23,1994,35,34,"2,934",0,5,0,0,9,0,0,5,0.15,0.00,0.15,0.3,0.3,3.0,0.3,3.0,0.10,0.3,0.10,/en/players/d183e9d6/matchlogs/2018-2019/summary/Nicola-Murru-Match-Logs
352,Mateo Musacchio,ar,DF,Milan,27,1990,29,29,"2,610",1,0,0,0,2,0,1,0,0.03,0.03,0.03,2.2,2.2,0.4,2.2,0.4,0.09,2.2,0.09,/en/players/91899ca8/matchlogs/2018-2019/summary/Mateo-Musacchio-Match-Logs
353,Juan Musso,ar,GK,Udinese,24,1994,29,29,"2,610",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.00,0.0,0.00,/en/players/a111cf41/matchlogs/2018-2019/summary/Juan-Musso-Match-Logs
354,Ádám Nagy,hu,MF,Bologna,23,1995,14,10,975,0,0,0,0,3,1,0,0,0.00,0.00,0.00,0.2,0.2,0.5,0.2,0.5,0.06,0.2,0.06,/en/players/788b31e2/matchlogs/2018-2019/summary/Adam-Nagy-Match-Logs
355,Radja Nainggolan,be,MF,Inter,30,1988,29,22,"1,967",6,3,0,0,3,0,6,3,0.41,0.27,0.41,3.9,3.9,4.0,3.9,4.0,0.36,3.9,0.36,/en/players/1f9328da/matchlogs/2018-2019/summary/Radja-Nainggolan-Match-Logs
356,Angelo Ndrecka,al,DF,Chievo,16,2001,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.06,0.0,0.06,/en/players/fcd20025/matchlogs/2018-2019/summary/Angelo-Ndrecka-Match-Logs
357,Pedro Neto,pt,FW,Lazio,18,2000,4,0,46,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.22,0.0,0.22,/en/players/7ba2eaa9/matchlogs/2018-2019/summary/Pedro-Neto-Match-Logs
358,Hans Nicolussi Caviglia,it,"MF,FW",Juventus,18,2000,3,0,57,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,/en/players/b136c945/matchlogs/2018-2019/summary/Hans-Nicolussi-Caviglia-Match-Logs
359,Dimitris Nikolaou,gr,DF,Empoli,19,1998,4,4,348,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/cf961d8d/matchlogs/2018-2019/summary/Dimitris-Nikolaou-Match-Logs
360,Nicolas Nkoulou,cm,DF,Torino,28,1990,36,36,"3,214",2,0,0,0,7,1,2,0,0.06,0.06,0.06,1.2,1.2,0.1,1.2,0.1,0.04,1.2,0.04,/en/players/93cf32a8/matchlogs/2018-2019/summary/Nicolas-Nkoulou-Match-Logs
361,Bram Nuytinck,nl,DF,Udinese,28,1990,27,24,"2,127",1,0,0,0,4,1,1,0,0.04,0.04,0.04,0.1,0.1,0.5,0.1,0.5,0.03,0.1,0.03,/en/players/e33f36d5/matchlogs/2018-2019/summary/Bram-Nuytinck-Match-Logs
362,Steven Nzonzi,fr,MF,Roma,29,1988,30,29,"2,617",1,2,0,0,7,0,1,2,0.10,0.03,0.10,1.7,1.7,1.2,1.7,1.2,0.10,1.7,0.10,/en/players/c7526c18/matchlogs/2018-2019/summary/Steven-Nzonzi-Match-Logs
363,Christian Nørgaard,dk,MF,Fiorentina,24,1994,6,4,323,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.05,0.0,0.05,/en/players/df0a4c90/matchlogs/2018-2019/summary/Christian-Norgaard-Match-Logs
364,Dimitri Oberlin,ch,FW,Empoli,20,1997,5,0,139,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/af45e954/matchlogs/2018-2019/summary/Dimitri-Oberlin-Match-Logs
365,Joel Obi,ng,MF,Chievo,27,1991,11,9,659,1,0,0,0,1,0,1,0,0.14,0.14,0.14,0.9,0.9,0.6,0.9,0.6,0.21,0.9,0.21,/en/players/614c38fb/matchlogs/2018-2019/summary/Joel-Obi-Match-Logs
366,Jens Odgaard,dk,FW,Sassuolo,19,1999,1,0,16,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/75374ee7/matchlogs/2018-2019/summary/Jens-Odgaard-Match-Logs
367,Stefano Okaka,it,FW,Udinese,28,1989,16,11,970,6,1,0,0,4,0,6,1,0.65,0.56,0.65,2.8,2.8,1.0,2.8,1.0,0.35,2.8,0.35,/en/players/601ef102/matchlogs/2018-2019/summary/Stefano-Okaka-Match-Logs
368,Orji Okwonkwo,ng,FW,Bologna,20,1998,8,2,257,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.12,0.3,0.12,/en/players/905a4f61/matchlogs/2018-2019/summary/Orji-Okwonkwo-Match-Logs
369,Robin Olsen,se,GK,Roma,28,1990,27,27,"2,430",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.00,0.0,0.00,/en/players/e7ee38c3/matchlogs/2018-2019/summary/Robin-Olsen-Match-Logs
370,Stephane Omeonga,be,MF,Genoa,22,1996,3,0,57,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.18,0.0,0.18,/en/players/72c803a0/matchlogs/2018-2019/summary/Stephane-Omeonga-Match-Logs
371,Nicholas Opoku,gh,DF,Udinese,20,1997,4,3,327,0,0,0,0,1,0,0,0,0.00,0.00,0.00,,,,,,,,,/en/players/b871bf55/matchlogs/2018-2019/summary/Nicholas-Opoku-Match-Logs
372,Nicholas Opoku,es,DF,Udinese,20,1997,8,6,583,0,0,0,0,4,0,0,0,0.00,0.00,0.00,,,,,,,,,/en/players/ae852b7d/matchlogs/2018-2019/summary/Nicholas-Opoku-Match-Logs
373,Riccardo Orsolini,it,"FW,MF",Bologna,21,1997,35,19,"1,964",8,5,0,0,2,0,8,5,0.60,0.37,0.60,5.5,5.5,3.0,5.5,3.0,0.39,5.5,0.39,/en/players/e14ec482/matchlogs/2018-2019/summary/Riccardo-Orsolini-Match-Logs
374,David Ospina,co,GK,Napoli,29,1988,17,16,"1,457",0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/82b1198a/matchlogs/2018-2019/summary/David-Ospina-Match-Logs
375,Adam Ounas,dz,"MF,FW",Napoli,21,1996,18,6,538,3,0,0,0,0,0,3,0,0.50,0.50,0.50,2.0,2.0,1.9,2.0,1.9,0.64,2.0,0.64,/en/players/ed90babd/matchlogs/2018-2019/summary/Adam-Ounas-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Simone Padoin,it,"DF,MF",Cagliari,34,1984,30,22,"1,915",0,2,0,0,2,0,0,2,0.09,0.00,0.09,0.2,0.2,1.0,0.2,1.0,0.06,0.2,0.06,/en/players/5eb72339/matchlogs/2018-2019/summary/Simone-Padoin-Match-Logs
377,Luca Paganini,it,"DF,MF",Frosinone,25,1993,14,12,"1,123",2,0,0,0,2,0,2,0,0.16,0.16,0.16,3.2,3.2,0.4,3.2,0.4,0.29,3.2,0.29,/en/players/e5b98a70/matchlogs/2018-2019/summary/Luca-Paganini-Match-Logs
378,Marko Pajač,hr,DF,Cagliari,25,1993,3,0,100,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.19,/en/players/5df4ef30/matchlogs/2018-2019/summary/Marko-Pajac-Match-Logs
379,Marko Pajač,hr,DF,Empoli,25,1993,10,9,738,2,2,0,0,5,0,2,2,0.49,0.24,0.49,0.3,0.3,0.7,0.3,0.7,0.13,0.3,0.13,/en/players/5df4ef30/matchlogs/2018-2019/summary/Marko-Pajac-Match-Logs
380,Rodrigo Palacio,ar,FW,Bologna,36,1982,28,26,"2,329",3,6,0,0,6,0,3,6,0.35,0.12,0.35,4.7,4.7,4.7,4.7,4.7,0.36,4.7,0.36,/en/players/8d8178ac/matchlogs/2018-2019/summary/Rodrigo-Palacio-Match-Logs
381,Alberto Paloschi,it,FW,SPAL,28,1990,23,8,863,2,0,0,0,3,0,2,0,0.21,0.21,0.21,2.6,2.6,0.5,2.6,0.5,0.32,2.6,0.32,/en/players/b5cae4e6/matchlogs/2018-2019/summary/Alberto-Paloschi-Match-Logs
382,Goran Pandev,mk,"FW,MF",Genoa,35,1983,26,12,"1,122",4,2,0,0,6,0,4,2,0.48,0.32,0.48,2.8,2.8,1.8,2.8,1.8,0.37,2.8,0.37,/en/players/d711d04f/matchlogs/2018-2019/summary/Goran-Pandev-Match-Logs
383,Lucas Paquetá,br,MF,Milan,20,1997,13,12,842,1,1,0,0,5,1,1,1,0.21,0.11,0.21,1.1,1.1,0.7,1.1,0.7,0.19,1.1,0.19,/en/players/9b6f7fd5/matchlogs/2018-2019/summary/Lucas-Paqueta-Match-Logs
384,Vittorio Parigini,it,"MF,FW",Torino,22,1996,17,2,377,0,0,0,0,2,0,0,0,0.00,0.00,0.00,1.1,1.1,1.0,1.1,1.0,0.50,1.1,0.50,/en/players/75efed2e/matchlogs/2018-2019/summary/Vittorio-Parigini-Match-Logs
385,Marco Parolo,it,MF,Lazio,33,1985,34,28,"2,563",4,3,0,0,7,0,4,3,0.25,0.14,0.25,5.1,5.1,2.4,5.1,2.4,0.26,5.1,0.26,/en/players/ed5886d2/matchlogs/2018-2019/summary/Marco-Parolo-Match-Logs
386,Mario Pašalić,hr,"MF,FW",Atalanta,23,1995,33,17,"1,618",5,3,0,0,1,0,5,3,0.44,0.28,0.44,3.8,3.8,1.7,3.8,1.7,0.30,3.8,0.30,/en/players/e599253a/matchlogs/2018-2019/summary/Mario-Pasalic-Match-Logs
387,Manuel Pasqual,it,"DF,MF",Empoli,36,1982,22,13,"1,342",1,2,1,1,2,0,1,2,0.20,0.00,0.13,1.1,0.3,1.9,1.1,1.9,0.20,0.3,0.15,/en/players/548902cc/matchlogs/2018-2019/summary/Manuel-Pasqual-Match-Logs
388,Javier Pastore,ar,MF,Roma,29,1989,14,7,597,3,0,0,0,0,0,3,0,0.45,0.45,0.45,2.1,2.1,1.2,2.1,1.2,0.50,2.1,0.50,/en/players/881ef58c/matchlogs/2018-2019/summary/Javier-Pastore-Match-Logs
389,Patric,es,"DF,MF",Lazio,25,1993,15,12,"1,085",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.8,0.8,0.6,0.8,0.6,0.12,0.8,0.12,/en/players/f7223718/matchlogs/2018-2019/summary/Patric-Match-Logs
