Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
95,Samu Castillejo,es,"FW,MF",Milan,23,1995,31,8,"1,023",4,2,0,0,3,0,4,2,0.53,0.35,0.53,1.7,1.7,1.8,1.7,1.8,0.31,1.7,0.31,/en/players/130a7a3f/matchlogs/2018-2019/summary/Samu-Castillejo-Match-Logs
96,Lucas Castro,ar,"MF,FW",Cagliari,29,1989,12,10,896,1,3,0,0,1,0,1,3,0.40,0.10,0.40,0.6,0.6,2.0,0.6,2.0,0.25,0.6,0.25,/en/players/56b2957b/matchlogs/2018-2019/summary/Lucas-Castro-Match-Logs
97,Danilo Cataldi,it,"MF,FW",Lazio,23,1994,12,4,578,2,1,0,0,2,0,2,1,0.47,0.31,0.47,0.8,0.8,1.5,0.8,1.5,0.36,0.8,0.36,/en/players/ba3d3bea/matchlogs/2018-2019/summary/Danilo-Cataldi-Match-Logs
98,Federico Ceccherini,it,DF,Fiorentina,26,1992,15,11,994,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.1,0.2,0.02,0.1,0.02,/en/players/d9624b51/matchlogs/2018-2019/summary/Federico-Ceccherini-Match-Logs
99,Žan Celar,si,FW,Roma,19,1999,1,0,5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/868c6958/matchlogs/2018-2019/summary/Zan-Celar-Match-Logs
100,Luca Ceppitelli,it,DF,Cagliari,28,1989,24,24,"2,051",2,1,0,0,6,2,2,1,0.13,0.09,0.13,1.6,1.6,0.5,1.6,0.5,0.09,1.6,0.09,/en/players/7d50454d/matchlogs/2018-2019/summary/Luca-Ceppitelli-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Fabio Ceravolo,it,FW,Parma,31,1987,25,12,"1,185",2,0,1,2,1,0,2,0,0.15,0.08,0.08,3.6,2.1,0.6,3.6,0.6,0.32,2.1,0.20,/en/players/4cc93246/matchlogs/2018-2019/summary/Fabio-Ceravolo-Match-Logs
102,Alberto Cerri,it,FW,Cagliari,22,1996,15,7,670,0,0,0,0,3,0,0,0,0.00,0.00,0.00,1.8,1.8,0.9,1.8,0.9,0.36,1.8,0.36,/en/players/1079c685/matchlogs/2018-2019/summary/Alberto-Cerri-Match-Logs
103,Boštjan Cesar,si,DF,Chievo,36,1982,14,11,"1,079",1,0,0,0,3,0,1,0,0.08,0.08,0.08,0.2,0.2,0.0,0.2,0.0,0.01,0.2,0.01,/en/players/c1d18f10/matchlogs/2018-2019/summary/Bostjan-Cesar-Match-Logs
104,Raman Chibsah,gh,MF,Frosinone,25,1993,32,30,"2,622",1,0,0,0,5,0,1,0,0.03,0.03,0.03,2.7,2.7,0.6,2.7,0.6,0.11,2.7,0.11,/en/players/aa5a409a/matchlogs/2018-2019/summary/Raman-Chibsah-Match-Logs
105,Giorgio Chiellini,it,DF,Juventus,33,1984,25,22,"1,991",1,1,0,0,3,0,1,1,0.09,0.05,0.09,1.4,1.4,0.3,1.4,0.3,0.08,1.4,0.08,/en/players/e85fb9b8/matchlogs/2018-2019/summary/Giorgio-Chiellini-Match-Logs
106,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,37,34,"3,034",6,3,0,0,4,0,6,3,0.27,0.18,0.27,9.4,9.4,5.6,9.4,5.6,0.45,9.4,0.45,/en/players/b0f7e36c/matchlogs/2018-2019/summary/Federico-Chiesa-Match-Logs
107,Vlad Chiricheș,ro,DF,Napoli,28,1989,3,3,147,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.14,0.2,0.14,/en/players/c316607a/matchlogs/2018-2019/summary/Vlad-Chiriches-Match-Logs
108,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,33,28,"2,454",7,4,2,3,12,0,7,4,0.40,0.18,0.33,6.4,4.2,5.6,6.4,5.6,0.44,4.2,0.36,/en/players/2114abf9/matchlogs/2018-2019/summary/Camillo-Ciano-Match-Logs
109,Amato Ciciretti,it,"FW,MF",Parma,24,1993,6,1,139,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.1,0.20,0.2,0.20,/en/players/1ab0b878/matchlogs/2018-2019/summary/Amato-Ciciretti-Match-Logs
110,Luca Cigarini,it,MF,Cagliari,32,1986,25,20,"1,682",0,2,0,0,9,0,0,2,0.11,0.00,0.11,0.5,0.5,2.4,0.5,2.4,0.16,0.5,0.16,/en/players/ae64d449/matchlogs/2018-2019/summary/Luca-Cigarini-Match-Logs
111,Daniel Ciofani,it,FW,Frosinone,33,1985,31,17,"1,618",5,2,2,2,1,0,5,2,0.39,0.17,0.28,5.3,3.8,1.3,5.3,1.3,0.36,3.8,0.28,/en/players/b09a3ecc/matchlogs/2018-2019/summary/Daniel-Ciofani-Match-Logs
112,Thiago Cionek,pl,DF,SPAL,32,1986,31,29,"2,542",0,3,0,0,12,2,0,3,0.11,0.00,0.11,0.5,0.5,0.8,0.5,0.8,0.05,0.5,0.05,/en/players/46f5c54d/matchlogs/2018-2019/summary/Thiago-Cionek-Match-Logs
113,Omar Colley,gm,DF,Sampdoria,25,1992,21,21,"1,762",0,0,0,0,1,1,0,0,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.0,0.04,0.7,0.04,/en/players/8b95acda/matchlogs/2018-2019/summary/Omar-Colley-Match-Logs
114,Andrea Consigli,it,GK,Sassuolo,31,1987,36,36,"3,213",0,0,0,0,2,1,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/8cabdc1e/matchlogs/2018-2019/summary/Andrea-Consigli-Match-Logs
115,Andrea Conti,it,DF,Milan,24,1994,12,4,500,0,2,0,0,3,0,0,2,0.36,0.00,0.36,0.0,0.0,1.4,0.0,1.4,0.25,0.0,0.25,/en/players/8fef5412/matchlogs/2018-2019/summary/Andrea-Conti-Match-Logs
116,Gabriele Corbo,it,DF,Bologna,18,2000,1,0,5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/091795f2/matchlogs/2018-2019/summary/Gabriele-Corbo-Match-Logs
117,Ante Ćorić,hr,MF,Roma,21,1997,2,0,24,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.33,0.0,0.33,/en/players/2d3f7367/matchlogs/2018-2019/summary/Ante-Coric-Match-Logs
118,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,34,18,"1,927",5,6,0,0,5,0,5,6,0.51,0.23,0.51,7.0,7.0,5.2,7.0,5.2,0.57,7.0,0.57,/en/players/45b9b619/matchlogs/2018-2019/summary/Joaquin-Correa-Match-Logs
119,Douglas Costa,br,"FW,MF",Juventus,27,1990,17,7,621,1,0,0,0,2,1,1,0,0.14,0.14,0.14,0.7,0.7,1.8,0.7,1.8,0.37,0.7,0.37,/en/players/4fa7cb9b/matchlogs/2018-2019/summary/Douglas-Costa-Match-Logs
120,Filippo Costa,it,"MF,DF",SPAL,23,1995,9,6,564,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.5,0.3,0.5,0.13,0.3,0.13,/en/players/00528660/matchlogs/2018-2019/summary/Filippo-Costa-Match-Logs
121,Alessio Cragno,it,GK,Cagliari,24,1994,38,38,"3,420",0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/f554e29b/matchlogs/2018-2019/summary/Alessio-Cragno-Match-Logs
122,Domenico Criscito,it,DF,Genoa,31,1986,35,35,"3,070",2,4,1,1,12,1,2,4,0.18,0.03,0.15,1.7,0.9,3.8,1.7,3.8,0.16,0.9,0.14,/en/players/35dd6d80/matchlogs/2018-2019/summary/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,8,5,507,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.0,0.2,0.04,0.0,0.04,/en/players/f54dfca8/matchlogs/2018-2019/summary/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,35,26,"2,425",4,3,0,0,10,0,4,3,0.26,0.15,0.26,4.0,4.0,1.5,4.0,1.5,0.20,4.0,0.20,/en/players/16657b95/matchlogs/2018-2019/summary/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,3,1,144,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,/en/players/b6667741/matchlogs/2018-2019/summary/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,18,14,"1,220",1,2,0,0,4,0,1,2,0.22,0.07,0.22,1.2,1.2,1.8,1.2,1.8,0.22,1.2,0.22,/en/players/0ab1f153/matchlogs/2018-2019/summary/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,34,12,"1,457",3,2,0,0,2,0,3,2,0.31,0.19,0.31,4.0,4.0,2.5,4.0,2.5,0.40,4.0,0.40,/en/players/a4fe8cda/matchlogs/2018-2019/summary/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,24,16,"1,495",0,2,0,0,3,0,0,2,0.12,0.00,0.12,0.8,0.7,1.6,0.8,1.6,0.14,0.7,0.14,/en/players/060606ec/matchlogs/2018-2019/summary/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,30,29,"2,579",2,5,0,0,6,0,2,5,0.24,0.07,0.24,2.3,2.3,4.0,2.3,4.0,0.22,2.3,0.22,/en/players/44eb9093/matchlogs/2018-2019/summary/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,23,6,831,1,1,0,0,4,0,1,1,0.22,0.11,0.22,1.0,1.0,0.7,1.0,0.7,0.19,1.0,0.19,/en/players/c53083ad/matchlogs/2018-2019/summary/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,30,27,"2,361",3,2,0,0,13,0,3,2,0.19,0.11,0.19,2.1,2.1,0.1,2.1,0.1,0.08,2.1,0.08,/en/players/8cea6319/matchlogs/2018-2019/summary/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,3,0,44,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.0,0.60,0.3,0.60,/en/players/59a3efba/matchlogs/2018-2019/summary/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,1,0,4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/54e0c0cc/matchlogs/2018-2019/summary/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,16,13,"1,173",1,0,0,0,1,1,1,0,0.08,0.08,0.08,0.9,0.9,0.1,0.9,0.1,0.08,0.9,0.08,/en/players/952a03fe/matchlogs/2018-2019/summary/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,6,6,491,0,1,0,0,3,0,0,1,0.18,0.00,0.18,0.0,0.0,0.1,0.0,0.1,0.02,0.0,0.02,/en/players/952a03fe/matchlogs/2018-2019/summary/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,36,36,"3,189",9,9,3,6,7,0,9,9,0.51,0.17,0.42,9.4,4.9,8.0,9.4,8.0,0.49,4.9,0.36,/en/players/162efffd/matchlogs/2018-2019/summary/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,18,15,"1,270",1,1,0,0,3,0,1,1,0.14,0.07,0.14,0.9,0.9,0.8,0.9,0.8,0.12,0.9,0.12,/en/players/532d2690/matchlogs/2018-2019/summary/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,22,19,"1,743",0,1,0,0,2,0,0,1,0.05,0.00,0.05,0.2,0.2,0.8,0.2,0.8,0.05,0.2,0.05,/en/players/ae4e2852/matchlogs/2018-2019/summary/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,32,30,"2,415",2,4,0,0,3,0,2,4,0.22,0.07,0.22,2.7,2.7,3.5,2.7,3.5,0.23,2.7,0.23,/en/players/e74f0e59/matchlogs/2018-2019/summary/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,36,26,"2,339",11,3,0,0,2,0,11,3,0.54,0.42,0.54,7.7,7.7,3.0,7.7,3.0,0.41,7.7,0.41,/en/players/854ee61a/matchlogs/2018-2019/summary/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,10,5,545,0,1,0,0,3,0,0,1,0.17,0.00,0.17,0.3,0.3,0.0,0.3,0.0,0.06,0.3,0.06,/en/players/7f267d66/matchlogs/2018-2019/summary/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,10,5,450,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.1,0.10,0.4,0.10,/en/players/7f267d66/matchlogs/2018-2019/summary/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,12,12,"1,035",1,0,0,0,1,0,1,0,0.09,0.09,0.09,1.0,1.0,0.1,1.0,0.1,0.09,1.0,0.09,/en/players/b0243215/matchlogs/2018-2019/summary/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,3,1,110,0,1,0,0,0,0,0,1,0.82,0.00,0.82,0.1,0.1,0.2,0.1,0.2,0.23,0.1,0.23,/en/players/b0243215/matchlogs/2018-2019/summary/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14,14,"1,260",2,0,0,0,3,0,2,0,0.14,0.14,0.14,0.9,0.9,0.2,0.9,0.2,0.08,0.9,0.08,/en/players/e3cceee6/matchlogs/2018-2019/summary/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,33,27,"2,468",0,4,0,0,12,2,0,4,0.15,0.00,0.15,1.2,1.2,3.8,1.2,3.8,0.18,1.2,0.18,/en/players/d97f2e8d/matchlogs/2018-2019/summary/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,4,0,105,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/13c8e5f6/matchlogs/2018-2019/summary/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,11,3,352,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.0,0.13,0.5,0.13,/en/players/02b2937c/matchlogs/2018-2019/summary/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,17,5,493,4,1,0,0,3,0,4,1,0.91,0.73,0.91,2.5,2.5,0.6,2.5,0.6,0.57,2.5,0.57,/en/players/d7d32194/matchlogs/2018-2019/summary/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.08,0.1,0.08,/en/players/e921b9db/matchlogs/2018-2019/summary/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,19,14,"1,074",2,2,0,0,2,0,2,2,0.34,0.17,0.34,2.8,2.8,1.2,2.8,1.2,0.34,2.8,0.34,/en/players/1fca9171/matchlogs/2018-2019/summary/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,12,9,699,0,1,0,0,0,0,0,1,0.13,0.00,0.13,1.3,1.3,0.3,1.3,0.3,0.21,1.3,0.21,/en/players/434b8c73/matchlogs/2018-2019/summary/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37,37,"3,330",5,3,0,0,8,0,5,3,0.22,0.14,0.22,3.3,2.8,4.2,3.3,4.2,0.20,2.8,0.19,/en/players/230a2fac/matchlogs/2018-2019/summary/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,13,8,661,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.1,0.06,0.3,0.06,/en/players/bf309d24/matchlogs/2018-2019/summary/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,6,2,175,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.05,0.1,0.05,/en/players/12851227/matchlogs/2018-2019/summary/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,25,23,"2,023",1,0,0,0,5,1,1,0,0.04,0.04,0.04,0.4,0.4,0.8,0.4,0.8,0.06,0.4,0.06,/en/players/0a3065c8/matchlogs/2018-2019/summary/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,13,10,892,1,0,0,0,4,0,1,0,0.10,0.10,0.10,0.4,0.4,0.6,0.4,0.6,0.10,0.4,0.10,/en/players/970b8574/matchlogs/2018-2019/summary/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,9,1,204,1,0,0,0,2,0,1,0,0.44,0.44,0.44,0.5,0.5,0.3,0.5,0.3,0.37,0.5,0.37,/en/players/a74d2999/matchlogs/2018-2019/summary/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,14,9,892,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.2,0.2,0.2,0.2,0.2,0.04,0.2,0.04,/en/players/7f622eef/matchlogs/2018-2019/summary/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,17,16,"1,387",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.00,0.1,0.00,/en/players/933d3b51/matchlogs/2018-2019/summary/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,24,20,"1,807",1,2,0,0,3,0,1,2,0.15,0.05,0.15,0.9,0.9,1.2,0.9,1.2,0.10,0.9,0.10,/en/players/6eee05f1/matchlogs/2018-2019/summary/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,5,3,279,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.0,0.06,0.2,0.06,/en/players/b8673e18/matchlogs/2018-2019/summary/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,36,36,"3,090",0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/08f5afaa/matchlogs/2018-2019/summary/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,6,1,153,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.0,0.08,0.1,0.08,/en/players/384dd218/matchlogs/2018-2019/summary/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,1,1,78,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/c1bcb2df/matchlogs/2018-2019/summary/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14,14,"1,260",0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.0,0.3,0.02,0.0,0.02,/en/players/085e71a7/matchlogs/2018-2019/summary/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,3,2,225,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/085e71a7/matchlogs/2018-2019/summary/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,26,21,"1,848",4,4,0,0,7,1,4,4,0.39,0.19,0.39,1.1,1.1,3.1,1.1,3.1,0.20,1.1,0.20,/en/players/528492ea/matchlogs/2018-2019/summary/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,10,2,326,0,1,0,0,4,0,0,1,0.28,0.00,0.28,0.1,0.1,0.6,0.1,0.6,0.19,0.1,0.19,/en/players/e5cd9da6/matchlogs/2018-2019/summary/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,30,24,"2,137",5,4,1,1,2,0,5,4,0.38,0.17,0.34,5.4,4.6,3.3,5.4,3.3,0.36,4.6,0.33,/en/players/e0921a4f/matchlogs/2018-2019/summary/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,33,28,"2,579",9,6,0,0,9,0,9,6,0.52,0.31,0.52,14.7,14.7,4.1,14.7,4.1,0.66,14.7,0.66,/en/players/3bb7f478/matchlogs/2018-2019/summary/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,28,20,"1,750",1,1,0,0,4,0,1,1,0.10,0.05,0.10,1.9,1.9,1.6,1.9,1.6,0.18,1.9,0.18,/en/players/756959aa/matchlogs/2018-2019/summary/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,4,3,196,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.5,0.5,0.2,0.5,0.2,0.34,0.5,0.34,/en/players/8697c095/matchlogs/2018-2019/summary/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,3,1,77,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.0,0.1,0.23,0.0,0.23,/en/players/8697c095/matchlogs/2018-2019/summary/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,32,30,"2,646",0,0,0,0,6,0,0,0,0.00,0.00,0.00,0.7,0.7,1.0,0.7,1.0,0.06,0.7,0.06,/en/players/f503ea63/matchlogs/2018-2019/summary/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,8,4,358,0,1,0,0,1,0,0,1,0.25,0.00,0.25,0.1,0.1,0.8,0.1,0.8,0.24,0.1,0.24,/en/players/ae82fa48/matchlogs/2018-2019/summary/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,16,8,703,0,1,0,0,0,0,0,1,0.13,0.00,0.13,2.2,2.2,0.9,2.2,0.9,0.40,2.2,0.40,/en/players/a39b9ef6/matchlogs/2018-2019/summary/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,26,19,"1,612",6,4,0,0,1,0,6,4,0.56,0.33,0.56,5.9,5.9,4.1,5.9,4.1,0.55,5.9,0.55,/en/players/440c84ed/matchlogs/2018-2019/summary/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,26,17,"1,703",1,1,0,0,8,1,1,1,0.11,0.05,0.11,2.1,2.1,2.4,2.1,2.4,0.23,2.1,0.23,/en/players/9085dd7c/matchlogs/2018-2019/summary/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,35,32,"2,949",3,0,0,0,12,0,3,0,0.09,0.09,0.09,2.7,2.7,2.5,2.7,2.5,0.16,2.7,0.16,/en/players/b7a5bc86/matchlogs/2018-2019/summary/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,16,16,"1,193",4,4,0,0,1,0,4,4,0.60,0.30,0.60,4.5,4.5,3.8,4.5,3.8,0.62,4.5,0.62,/en/players/157d29b6/matchlogs/2018-2019/summary/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,16,7,700,3,0,0,0,3,0,3,0,0.39,0.39,0.39,2.5,2.5,0.3,2.5,0.3,0.36,2.5,0.36,/en/players/157d29b6/matchlogs/2018-2019/summary/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,6,0,170,0,2,0,0,0,0,0,2,1.06,0.00,1.06,0.3,0.3,0.2,0.3,0.2,0.31,0.3,0.31,/en/players/44510fde/matchlogs/2018-2019/summary/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,34,31,"2,806",5,0,0,0,6,0,5,0,0.16,0.16,0.16,2.6,2.6,0.2,2.6,0.2,0.09,2.6,0.09,/en/players/4e358a2d/matchlogs/2018-2019/summary/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,17,15,"1,289",1,1,0,0,4,0,1,1,0.14,0.07,0.14,0.5,0.5,0.2,0.5,0.2,0.05,0.5,0.05,/en/players/15d0c248/matchlogs/2018-2019/summary/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,29,23,"1,970",2,0,0,0,9,1,2,0,0.09,0.09,0.09,1.0,1.0,1.1,1.0,1.1,0.10,1.0,0.10,/en/players/3bb625ac/matchlogs/2018-2019/summary/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6,6,540,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/d0dbca9f/matchlogs/2018-2019/summary/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,20,11,976,3,1,0,0,3,0,3,1,0.37,0.28,0.37,2.5,2.5,0.2,2.5,0.2,0.25,2.5,0.25,/en/players/df301450/matchlogs/2018-2019/summary/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,29,24,"2,180",3,2,0,0,5,1,3,2,0.21,0.12,0.21,2.1,2.1,3.5,2.1,3.5,0.23,2.1,0.23,/en/players/e288d4b3/matchlogs/2018-2019/summary/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,31,31,"2,639",2,4,0,0,5,0,2,4,0.20,0.07,0.20,3.1,3.1,4.0,3.1,4.0,0.24,3.1,0.24,/en/players/5313ed43/matchlogs/2018-2019/summary/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.00,/en/players/71dac2c2/matchlogs/2018-2019/summary/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,35,35,"3,022",2,6,0,0,4,0,2,6,0.24,0.06,0.24,3.0,3.0,3.5,3.0,3.5,0.19,3.0,0.19,/en/players/98d2c2c4/matchlogs/2018-2019/summary/Remo-Freuler-Match-Logs
