Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
208,Berat Djimsiti,al,DF,Atalanta,25,1993,24,"1,807",75,52.8,20.1,20,88,4,14,13,2.00,47,26,+21,+1.05,+0.49,34.7,22.2,+12.5,+0.62,+0.49,/en/players/6eee05f1/matchlogs/2018-2019/summary/Berat-Djimsiti-Match-Logs
209,Johan Djourou,ch,DF,SPAL,31,1987,5,279,56,8.2,3.1,3,74,2,29,9,0.60,2,5,-3,-0.97,-0.71,4.6,4.3,+0.3,+0.09,-0.71,/en/players/b8673e18/matchlogs/2018-2019/summary/Johan-Djourou-Match-Logs
210,Antonio Donnarumma,it,GK,Milan,28,1990,0,,,,,0,,0,,37,,,,,,,,,,,,/en/players/a4bd9edd/matchlogs/2018-2019/summary/Antonio-Donnarumma-Match-Logs
211,Gianluigi Donnarumma,it,GK,Milan,19,1999,36,"3,090",86,90.4,34.3,36,86,0,,0,1.81,50,31,+19,+0.55,+0.55,42.0,35.4,+6.6,+0.19,+0.55,/en/players/08f5afaa/matchlogs/2018-2019/summary/Gianluigi-Donnarumma-Match-Logs
212,Godfred Donsah,gh,MF,Bologna,22,1996,6,153,26,4.5,1.7,1,95,5,12,20,1.17,2,6,-4,-2.35,-2.24,1.5,2.0,-0.6,-0.33,-2.24,/en/players/384dd218/matchlogs/2018-2019/summary/Godfred-Donsah-Match-Logs
213,Riccardo Doratiotto,it,FW,Cagliari,19,1999,1,78,78,2.3,0.9,1,78,0,,7,0.00,0,1,-1,-1.15,-0.70,0.6,2.7,-2.1,-2.46,-0.70,/en/players/c1bcb2df/matchlogs/2018-2019/summary/Riccardo-Doratiotto-Match-Logs
214,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14,"1,260",90,36.8,14.0,14,90,0,,1,1.21,22,24,-2,-0.14,+0.57,19.1,26.7,-7.7,-0.55,+0.57,/en/players/085e71a7/matchlogs/2018-2019/summary/Bartlomiej-Dragowski-Match-Logs
215,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,3,225,75,6.6,2.5,2,90,1,45,17,1.33,2,2,0,0.00,-0.06,2.6,2.3,+0.3,+0.12,-0.06,/en/players/085e71a7/matchlogs/2018-2019/summary/Bartlomiej-Dragowski-Match-Logs
216,Alfred Duncan,gh,MF,Sassuolo,25,1993,26,"1,848",71,54.0,20.5,21,84,5,16,3,1.35,32,35,-3,-0.15,+0.08,24.1,35.6,-11.5,-0.56,+0.08,/en/players/528492ea/matchlogs/2018-2019/summary/Alfred-Duncan-Match-Logs
217,Roberto Durante,it,DF,Lazio,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/7ffbfc23/matchlogs/2018-2019/summary/Roberto-Durante-Match-Logs
218,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,10,326,33,9.5,3.6,2,94,8,17,21,1.50,5,7,-2,-0.55,-0.90,5.5,5.5,0.0,+0.01,-0.90,/en/players/e5cd9da6/matchlogs/2018-2019/summary/Riza-Durmisi-Match-Logs
219,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,30,"2,137",71,62.5,23.7,24,85,6,15,3,2.40,42,21,+21,+0.88,-0.45,34.3,22.3,+12.1,+0.51,-0.45,/en/players/e0921a4f/matchlogs/2018-2019/summary/Paulo-Dybala-Match-Logs
220,Edin Džeko,ba,FW,Roma,32,1986,33,"2,579",78,75.4,28.7,28,89,5,18,1,1.67,47,38,+9,+0.31,-0.65,48.4,41.9,+6.5,+0.23,-0.65,/en/players/3bb7f478/matchlogs/2018-2019/summary/Edin-Dzeko-Match-Logs
221,Blerim Džemaili,ch,MF,Bologna,32,1986,28,"1,750",63,51.2,19.4,20,80,8,19,6,1.39,25,22,+3,+0.15,+0.75,26.7,24.2,+2.5,+0.13,+0.75,/en/players/756959aa/matchlogs/2018-2019/summary/Blerim-Dzemaili-Match-Logs
222,Simone Edera,it,FW,Bologna,21,1997,4,196,49,5.7,2.2,3,62,1,10,9,0.25,1,2,-1,-0.46,-0.26,2.5,2.0,+0.6,+0.27,-0.26,/en/players/8697c095/matchlogs/2018-2019/summary/Simone-Edera-Match-Logs
223,Simone Edera,it,"FW,MF",Torino,21,1997,3,77,26,2.3,0.9,1,59,2,9,17,1.00,0,0,0,0.00,-0.40,0.5,0.8,-0.4,-0.45,-0.40,/en/players/8697c095/matchlogs/2018-2019/summary/Simone-Edera-Match-Logs
224,Albin Ekdal,se,MF,Sampdoria,29,1989,32,"2,646",83,77.4,29.4,30,87,2,24,2,1.38,47,38,+9,+0.31,+0.31,40.2,41.4,-1.2,-0.04,+0.31,/en/players/f503ea63/matchlogs/2018-2019/summary/Albin-Ekdal-Match-Logs
225,Andrea Errico,it,MF,Frosinone,19,1999,0,,,,,0,,0,,4,,,,,,,,,,,,/en/players/c9ecafc2/matchlogs/2018-2019/summary/Andrea-Errico-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,8,358,45,10.5,4.0,4,73,4,17,10,1.75,8,3,+5,+1.26,+1.35,5.4,4.0,+1.4,+0.35,+1.35,/en/players/ae82fa48/matchlogs/2018-2019/summary/Valentin-Eysseric-Match-Logs
227,Nicolò Fagioli,it,MF,Juventus,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/366be751/matchlogs/2018-2019/summary/Nicolo-Fagioli-Match-Logs
228,Diego Falcinelli,it,FW,Bologna,27,1991,16,703,44,20.6,7.8,8,74,8,14,20,0.75,7,15,-8,-1.02,-1.02,9.0,11.8,-2.8,-0.36,-1.02,/en/players/a39b9ef6/matchlogs/2018-2019/summary/Diego-Falcinelli-Match-Logs
229,Iago Falque,es,"FW,MF",Torino,28,1990,26,"1,612",62,47.1,17.9,19,75,7,28,4,1.73,31,22,+9,+0.50,+0.20,27.7,24.5,+3.2,+0.18,+0.20,/en/players/440c84ed/matchlogs/2018-2019/summary/Iago-Falque-Match-Logs
230,Tommaso Farabegoli,it,DF,Sampdoria,19,1999,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/b55b5508/matchlogs/2018-2019/summary/Tommaso-Farabegoli-Match-Logs
231,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,26,"1,703",66,49.8,18.9,17,89,9,21,4,1.19,19,27,-8,-0.42,+0.10,22.3,27.2,-4.9,-0.26,+0.10,/en/players/9085dd7c/matchlogs/2018-2019/summary/Paolo-Farago-Match-Logs
232,Ricardo Farcaş,ro,DF,SPAL,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/fc0c03fb/matchlogs/2018-2019/summary/Ricardo-Farcas-Match-Logs
233,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,35,"2,949",84,86.2,32.8,32,90,3,25,0,1.11,34,45,-11,-0.34,-0.14,35.2,39.1,-3.9,-0.12,-0.14,/en/players/b7a5bc86/matchlogs/2018-2019/summary/Mohamed-Fares-Match-Logs
234,Diego Farias,br,FW,Empoli,28,1990,16,"1,193",75,34.9,13.3,16,75,0,,0,1.31,23,20,+3,+0.23,+1.12,20.2,23.1,-2.8,-0.21,+1.12,/en/players/157d29b6/matchlogs/2018-2019/summary/Diego-Farias-Match-Logs
235,Diego Farias,br,FW,Cagliari,28,1990,16,700,44,20.5,7.8,7,69,9,24,1,0.94,6,11,-5,-0.64,-0.21,9.0,16.4,-7.4,-0.95,-0.21,/en/players/157d29b6/matchlogs/2018-2019/summary/Diego-Farias-Match-Logs
236,Andrea Favilli,it,"FW,MF",Genoa,21,1997,6,170,28,5.0,1.9,0,,6,28,9,0.17,2,3,-1,-0.53,-0.06,3.5,2.1,+1.4,+0.74,-0.06,/en/players/44510fde/matchlogs/2018-2019/summary/Andrea-Favilli-Match-Logs
237,Federico Fazio,ar,DF,Roma,31,1987,34,"2,806",83,82.0,31.2,31,89,3,13,2,1.71,50,38,+12,+0.38,-0.49,52.1,44.4,+7.8,+0.25,-0.49,/en/players/4e358a2d/matchlogs/2018-2019/summary/Federico-Fazio-Match-Logs
238,Luiz Felipe,br,DF,Lazio,21,1997,17,"1,289",76,37.7,14.3,15,79,2,54,13,1.59,20,16,+4,+0.28,+0.03,20.2,17.7,+2.5,+0.18,+0.03,/en/players/15d0c248/matchlogs/2018-2019/summary/Luiz-Felipe-Match-Logs
239,Erick Ferigra,es,DF,Torino,19,1999,0,,,,,0,,0,,6,,,,,,,,,,,,/en/players/67cddecb/matchlogs/2018-2019/summary/Erick-Ferigra-Match-Logs
240,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,29,"1,970",68,57.6,21.9,23,77,6,33,3,1.00,23,26,-3,-0.14,-0.45,31.0,26.1,+5.0,+0.23,-0.45,/en/players/3bb625ac/matchlogs/2018-2019/summary/Edimilson-Fernandes-Match-Logs
241,Alex Ferrari,it,DF,Sampdoria,24,1994,6,540,90,15.8,6.0,6,90,0,,32,0.83,8,9,-1,-0.17,-0.48,8.1,8.4,-0.3,-0.05,-0.48,/en/players/d0dbca9f/matchlogs/2018-2019/summary/Alex-Ferrari-Match-Logs
242,Gabriele Ferrarini,it,DF,Fiorentina,18,2000,0,,,,,0,,0,,3,,,,,,,,,,,,/en/players/76451f32/matchlogs/2018-2019/summary/Gabriele-Ferrarini-Match-Logs
243,Sergio Floccari,it,FW,SPAL,36,1981,20,976,49,28.5,10.8,11,80,9,11,14,1.05,15,16,-1,-0.09,+0.31,11.8,9.0,+2.9,+0.26,+0.31,/en/players/df301450/matchlogs/2018-2019/summary/Sergio-Floccari-Match-Logs
244,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,29,"2,180",75,63.7,24.2,24,84,5,31,3,1.83,40,28,+12,+0.50,+0.06,42.2,33.3,+8.9,+0.37,+0.06,/en/players/e288d4b3/matchlogs/2018-2019/summary/Alessandro-Florenzi-Match-Logs
245,Seko Fofana,ci,MF,Udinese,23,1995,31,"2,639",85,77.2,29.3,31,85,0,,0,0.97,28,43,-15,-0.51,-0.63,32.0,43.9,-11.9,-0.41,-0.63,/en/players/5313ed43/matchlogs/2018-2019/summary/Seko-Fofana-Match-Logs
246,Alessandro Fortunato D'Andrea,it,GK,Napoli,18,2000,0,,,,,0,,0,,14,,,,,,,,,,,,/en/players/e6d0d7b9/matchlogs/2018-2019/summary/Alessandro-Fortunato-DAndrea-Match-Logs
247,Pierluigi Frattali,it,GK,Parma,32,1985,1,90,90,2.6,1.0,1,90,0,,37,0.00,1,2,-1,-1.00,-0.49,1.2,2.2,-0.9,-0.91,-0.49,/en/players/71dac2c2/matchlogs/2018-2019/summary/Pierluigi-Frattali-Match-Logs
248,Remo Freuler,ch,MF,Atalanta,26,1992,35,"3,022",86,88.4,33.6,35,86,0,,2,1.83,61,38,+23,+0.68,-1.12,56.5,36.0,+20.5,+0.61,-1.12,/en/players/98d2c2c4/matchlogs/2018-2019/summary/Remo-Freuler-Match-Logs
249,Nicolas Frey,fr,DF,Chievo,34,1984,5,227,45,6.6,2.5,3,73,2,4,9,0.60,0,6,-6,-2.38,-1.14,2.2,3.1,-0.9,-0.37,-1.14,/en/players/6378443d/matchlogs/2018-2019/summary/Nicolas-Frey-Match-Logs
250,Andrea Fulignati,it,"FW,GK",SPAL,23,1994,0,,,,,0,,0,,11,,,,,,,,,,,,/en/players/195f5e38/matchlogs/2018-2019/summary/Andrea-Fulignati-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Andrea Fulignati,it,"FW,GK",Empoli,23,1994,0,,,,,0,,0,,15,,,,,,,,,,,,/en/players/195f5e38/matchlogs/2018-2019/summary/Andrea-Fulignati-Match-Logs
252,Alessio Furlanetto,it,GK,Lazio,16,2002,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/95d9f4dd/matchlogs/2018-2019/summary/Alessio-Furlanetto-Match-Logs
253,Daniel Fuzato,br,GK,Roma,21,1997,0,,,,,0,,0,,37,,,,,,,,,,,,/en/players/82328faf/matchlogs/2018-2019/summary/Daniel-Fuzato-Match-Logs
254,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,18,812,45,23.7,9.0,8,78,10,19,0,1.33,17,16,+1,+0.11,-0.17,14.2,13.0,+1.2,+0.14,-0.17,/en/players/8f866fe8/matchlogs/2018-2019/summary/Manolo-Gabbiadini-Match-Logs
255,Gianluca Gaetano,it,FW,Napoli,18,2000,2,8,4,0.2,0.1,0,,2,3,6,1.50,0,1,-1,-11.25,-12.28,0.2,0.3,0.0,-0.44,-12.28,/en/players/3b387cc7/matchlogs/2018-2019/summary/Gianluca-Gaetano-Match-Logs
256,Roberto Gagliardini,it,MF,Inter,24,1994,19,"1,087",57,31.8,12.1,13,79,6,9,19,2.26,24,9,+15,+1.24,+0.89,22.1,10.7,+11.4,+0.94,+0.89,/en/players/ce30bfc8/matchlogs/2018-2019/summary/Roberto-Gagliardini-Match-Logs
257,Riccardo Gagliolo,se,DF,Parma,28,1990,34,"3,045",90,89.0,33.8,34,90,0,,1,1.15,35,51,-16,-0.47,+0.49,34.7,59.4,-24.7,-0.73,+0.49,/en/players/173061c0/matchlogs/2018-2019/summary/Riccardo-Gagliolo-Match-Logs
258,Manuel Gasparini,it,GK,Udinese,16,2002,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/7033ca08/matchlogs/2018-2019/summary/Manuel-Gasparini-Match-Logs
259,Marcello Gazzola,it,"DF,MF",Parma,33,1985,20,921,46,26.9,10.2,9,85,11,14,17,1.25,11,14,-3,-0.29,+0.32,10.4,16.4,-6.0,-0.58,+0.32,/en/players/93390969/matchlogs/2018-2019/summary/Marcello-Gazzola-Match-Logs
260,Luca Gemello,it,GK,Torino,18,2000,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/53e494ec/matchlogs/2018-2019/summary/Luca-Gemello-Match-Logs
261,Gerson,br,"MF,FW",Fiorentina,21,1997,36,"2,426",67,70.9,27.0,27,80,9,30,1,1.11,35,29,+6,+0.22,+0.58,38.7,28.6,+10.1,+0.37,+0.58,/en/players/8827bf46/matchlogs/2018-2019/summary/Gerson-Match-Logs
262,Gervinho,ci,FW,Parma,31,1987,30,"2,304",77,67.4,25.6,27,83,3,21,1,1.17,31,42,-11,-0.43,+0.30,28.2,42.1,-13.9,-0.54,+0.30,/en/players/e468c053/matchlogs/2018-2019/summary/Gervinho-Match-Logs
263,Simone Ghidotti,it,GK,Fiorentina,18,2000,0,,,,,0,,0,,6,,,,,,,,,,,,/en/players/c9ac05db/matchlogs/2018-2019/summary/Simone-Ghidotti-Match-Logs
264,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,9,514,57,15.0,5.7,6,76,3,19,21,0.44,4,11,-7,-1.23,-0.20,4.4,9.2,-4.8,-0.84,-0.20,/en/players/71dc23da/matchlogs/2018-2019/summary/Paolo-Ghiglione-Match-Logs
265,Andrea Ghion,it,MF,Sassuolo,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,/en/players/7f24b3eb/matchlogs/2018-2019/summary/Andrea-Ghion-Match-Logs
266,Faouzi Ghoulam,dz,DF,Napoli,27,1991,16,"1,154",72,33.7,12.8,12,86,4,30,11,2.13,28,12,+16,+1.25,+0.37,21.9,11.3,+10.6,+0.83,+0.37,/en/players/c5adc293/matchlogs/2018-2019/summary/Faouzi-Ghoulam-Match-Logs
267,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,26,"2,009",77,58.7,22.3,22,87,4,21,1,0.38,15,50,-35,-1.57,-0.61,24.7,36.4,-11.7,-0.52,-0.61,/en/players/1c50f354/matchlogs/2018-2019/summary/Emanuele-Giaccherini-Match-Logs
268,Massimo Gobbi,it,DF,Parma,37,1980,16,"1,183",74,34.6,13.1,13,85,3,24,21,0.94,11,26,-15,-1.14,-0.94,12.2,25.7,-13.5,-1.03,-0.94,/en/players/635b0bae/matchlogs/2018-2019/summary/Massimo-Gobbi-Match-Logs
269,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29,"2,610",90,76.3,29.0,29,90,0,,8,0.59,21,56,-35,-1.21,-0.65,25.5,48.4,-22.9,-0.79,-0.65,/en/players/4b029b31/matchlogs/2018-2019/summary/Edoardo-Goldaniga-Match-Logs
270,Pierluigi Gollini,it,GK,Atalanta,23,1995,20,"1,799",90,52.6,20.0,20,90,0,,18,1.95,40,21,+19,+0.95,+0.28,37.9,21.3,+16.6,+0.83,+0.28,/en/players/f0f7f62f/matchlogs/2018-2019/summary/Pierluigi-Gollini-Match-Logs
271,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,35,"2,899",83,84.8,32.2,34,84,1,45,1,1.86,70,34,+36,+1.12,+1.98,59.8,34.3,+25.5,+0.79,+1.98,/en/players/6e4df551/matchlogs/2018-2019/summary/Papu-Gomez-Match-Logs
272,Alfred Gomis,sn,GK,SPAL,24,1993,20,"1,724",86,50.4,19.2,19,90,1,13,18,0.90,15,27,-12,-0.63,-0.63,20.8,22.5,-1.7,-0.09,-0.63,/en/players/cecbce23/matchlogs/2018-2019/summary/Alfred-Gomis-Match-Logs
273,Giancarlo González,cr,DF,Bologna,30,1988,12,746,62,21.8,8.3,8,82,4,23,17,0.92,8,13,-5,-0.60,-0.50,9.3,11.1,-1.7,-0.21,-0.50,/en/players/117beb8f/matchlogs/2018-2019/summary/Giancarlo-Gonzalez-Match-Logs
274,Mirko Gori,it,MF,Frosinone,25,1993,10,329,33,9.6,3.7,2,94,8,18,11,1.20,3,6,-3,-0.82,+0.26,3.2,6.1,-2.9,-0.80,+0.26,/en/players/7d86864c/matchlogs/2018-2019/summary/Mirko-Gori-Match-Logs
275,Robin Gosens,de,"DF,MF",Atalanta,24,1994,28,"1,942",69,56.8,21.6,23,80,5,22,10,1.82,43,23,+20,+0.93,+0.26,36.3,25.1,+11.2,+0.52,+0.26,/en/players/2d970560/matchlogs/2018-2019/summary/Robin-Gosens-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1,90,90,2.6,1.0,1,90,0,,0,0.00,1,2,-1,-1.00,-2.11,0.5,1.0,-0.5,-0.53,-2.11,/en/players/94230890/matchlogs/2018-2019/summary/Paolo-Gozzi-Iweru-Match-Logs
277,Martin Graiciar,cz,MF,Fiorentina,19,1999,0,,,,,0,,0,,12,,,,,,,,,,,,/en/players/30240438/matchlogs/2018-2019/summary/Martin-Graiciar-Match-Logs
278,Alberto Grassi,it,MF,Parma,23,1995,7,462,66,13.5,5.1,5,84,2,21,2,1.57,8,6,+2,+0.39,+1.06,6.2,8.7,-2.5,-0.49,+1.06,/en/players/6cc97b6a/matchlogs/2018-2019/summary/Alberto-Grassi-Match-Logs
279,Stefano Greco,it,GK,Roma,19,1999,0,,,,,0,,0,,5,,,,,,,,,,,,/en/players/e44e9ef9/matchlogs/2018-2019/summary/Stefano-Greco-Match-Logs
280,Sergej Grubac,me,"FW,MF",Chievo,18,2000,3,157,52,4.6,1.7,2,71,1,16,22,0.00,1,6,-5,-2.87,-1.63,0.4,2.4,-2.0,-1.13,-1.63,/en/players/a1bedc05/matchlogs/2018-2019/summary/Sergej-Grubac-Match-Logs
281,Guido Guerrieri,it,GK,Lazio,22,1996,1,90,90,2.6,1.0,1,90,0,,32,1.00,3,3,0,0.00,-0.27,1.7,2.4,-0.7,-0.71,-0.27,/en/players/77e401c7/matchlogs/2018-2019/summary/Guido-Guerrieri-Match-Logs
282,Koray Günter,de,DF,Genoa,23,1994,14,835,60,24.4,9.3,8,85,6,26,20,1.00,7,18,-11,-1.19,-0.94,7.5,15.9,-8.4,-0.91,-0.94,/en/players/f1f1f238/matchlogs/2018-2019/summary/Koray-Gunter-Match-Logs
283,Alen Halilović,hr,MF,Milan,22,1996,0,,,,,0,,0,,13,,,,,,,,,,,,/en/players/a6b9bd00/matchlogs/2018-2019/summary/Alen-Halilovic-Match-Logs
284,Emil Hallfreðsson,is,MF,Udinese,34,1984,3,137,46,4.0,1.5,1,92,2,23,4,2.33,2,2,0,0.00,+0.38,1.4,3.0,-1.5,-1.00,+0.38,/en/players/86015b20/matchlogs/2018-2019/summary/Emil-Hallfredsson-Match-Logs
285,Emil Hallfreðsson,is,MF,Frosinone,34,1984,6,392,65,11.5,4.4,5,73,1,28,1,0.17,3,12,-9,-2.07,-1.14,4.2,10.5,-6.3,-1.45,-1.14,/en/players/86015b20/matchlogs/2018-2019/summary/Emil-Hallfredsson-Match-Logs
286,Marek Hamšík,sk,MF,Napoli,31,1987,13,916,70,26.8,10.2,12,75,1,16,7,2.38,20,9,+11,+1.08,+0.11,17.6,8.2,+9.4,+0.93,+0.11,/en/players/e6ad16b2/matchlogs/2018-2019/summary/Marek-Hamsik-Match-Logs
287,Dávid Hancko,sk,DF,Fiorentina,20,1997,5,282,56,8.2,3.1,3,79,2,23,33,2.00,6,5,+1,+0.32,+0.29,4.8,6.3,-1.5,-0.47,+0.29,/en/players/4fac8f81/matchlogs/2018-2019/summary/David-Hancko-Match-Logs
288,Samir Handanović,si,GK,Inter,34,1984,38,"3,420",90,100.0,38.0,38,90,0,,0,1.82,57,33,+24,+0.63,,64.4,38.2,+26.2,+0.69,,/en/players/74419746/matchlogs/2018-2019/summary/Samir-Handanovic-Match-Logs
289,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,35,"2,973",85,86.9,33.0,33,89,2,21,2,1.86,65,39,+26,+0.79,-0.22,57.6,36.6,+21.0,+0.64,-0.22,/en/players/3b333ac3/matchlogs/2018-2019/summary/Hans-Hateboer-Match-Logs
290,Filip Helander,se,DF,Bologna,25,1993,20,"1,713",86,50.1,19.0,19,90,1,2,9,0.70,15,32,-17,-0.89,-1.37,20.9,25.0,-4.1,-0.22,-1.37,/en/players/27f0ddef/matchlogs/2018-2019/summary/Filip-Helander-Match-Logs
291,Dalbert Henrique,br,DF,Inter,24,1993,11,778,71,22.7,8.6,9,82,2,20,23,1.55,15,8,+7,+0.81,+0.23,14.3,8.4,+5.9,+0.69,+0.23,/en/players/f45f9427/matchlogs/2018-2019/summary/Dalbert-Henrique-Match-Logs
292,Përparim Hetemaj,fi,MF,Chievo,31,1986,30,"2,156",72,63.0,24.0,25,79,5,37,5,0.60,22,43,-21,-0.88,+1.19,23.2,36.5,-13.3,-0.55,+1.19,/en/players/90b70194/matchlogs/2018-2019/summary/Perparim-Hetemaj-Match-Logs
293,Gonzalo Higuaín,ar,FW,Milan,30,1987,15,"1,277",85,37.3,14.2,15,85,0,,0,1.53,17,16,+1,+0.07,-0.69,20.2,12.7,+7.5,+0.53,-0.69,/en/players/8a08491a/matchlogs/2018-2019/summary/Gonzalo-Higuain-Match-Logs
294,Oscar Hiljemark,se,MF,Genoa,26,1992,17,"1,196",70,35.0,13.3,15,79,2,7,2,1.18,20,23,-3,-0.23,+0.38,17.2,23.5,-6.2,-0.47,+0.38,/en/players/98e958af/matchlogs/2018-2019/summary/Oscar-Hiljemark-Match-Logs
295,Vitor Hugo,br,DF,Fiorentina,27,1991,30,"2,470",82,72.2,27.4,27,89,3,23,5,1.23,38,31,+7,+0.26,+0.73,40.3,30.3,+9.9,+0.36,+0.73,/en/players/f2c1300a/matchlogs/2018-2019/summary/Vitor-Hugo-Match-Logs
296,Elseid Hysaj,al,DF,Napoli,24,1994,27,"2,107",78,61.6,23.4,24,87,3,6,11,2.19,45,21,+24,+1.03,+0.07,45.9,17.9,+28.0,+1.20,+0.07,/en/players/2f3452eb/matchlogs/2018-2019/summary/Elseid-Hysaj-Match-Logs
297,Alessandro Iacobucci,it,GK,Frosinone,27,1991,0,,,,,0,,0,,12,,,,,,,,,,,,/en/players/0f662bdf/matchlogs/2018-2019/summary/Alessandro-Iacobucci-Match-Logs
298,Simone Iacoponi,it,DF,Parma,31,1987,38,"3,346",88,97.8,37.2,38,88,0,,0,1.08,39,58,-19,-0.51,+0.71,37.4,62.4,-25.0,-0.67,+0.71,/en/players/63071a3f/matchlogs/2018-2019/summary/Simone-Iacoponi-Match-Logs
299,Roger Ibanez,br,FW,Atalanta,19,1998,1,2,2,0.1,0.0,0,,1,1,15,3.00,0,0,0,0.00,-0.82,0.0,0.0,0.0,-1.70,-0.82,/en/players/82efe6fa/matchlogs/2018-2019/summary/Roger-Ibanez-Match-Logs
300,Mauro Icardi,ar,FW,Inter,25,1993,29,"2,267",78,66.3,25.2,24,88,5,33,2,1.72,32,21,+11,+0.44,-0.58,42.5,26.2,+16.3,+0.65,-0.58,/en/players/43b78598/matchlogs/2018-2019/summary/Mauro-Icardi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Salvador Ichazo,uy,GK,Torino,26,1992,3,251,84,7.3,2.8,2,91,1,70,35,1.33,4,2,+2,+0.72,+0.35,2.0,3.2,-1.2,-0.42,+0.35,/en/players/514f0896/matchlogs/2018-2019/summary/Salvador-Ichazo-Match-Logs
302,Josip Iličić,si,"FW,MF",Atalanta,30,1988,31,"2,145",69,62.7,23.8,23,82,8,32,1,1.90,56,27,+29,+1.22,+1.08,46.6,25.1,+21.4,+0.90,+1.08,/en/players/68252d6d/matchlogs/2018-2019/summary/Josip-Ilicic-Match-Logs
303,Ciro Immobile,it,FW,Lazio,28,1990,36,"2,859",79,83.6,31.8,31,88,5,24,0,1.47,45,41,+4,+0.13,-0.84,48.8,38.2,+10.7,+0.34,-0.84,/en/players/4431aed2/matchlogs/2018-2019/summary/Ciro-Immobile-Match-Logs
304,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,3,97,32,2.8,1.1,1,47,2,25,9,0.00,0,3,-3,-2.78,-2.49,1.5,1.5,0.0,+0.04,-2.49,/en/players/4133cfcf/matchlogs/2018-2019/summary/Svante-Ingelsson-Match-Logs
305,Roberto Inglese,it,FW,Parma,26,1991,25,"1,965",79,57.5,21.8,23,84,2,20,0,1.08,26,37,-11,-0.50,+0.05,22.6,38.2,-15.6,-0.71,+0.05,/en/players/6c1f7328/matchlogs/2018-2019/summary/Roberto-Inglese-Match-Logs
306,Gaspar Iñíguez,ar,MF,Udinese,24,1994,0,,,,,0,,0,,2,,,,,,,,,,,,/en/players/326766d0/matchlogs/2018-2019/summary/Gaspar-Iniguez-Match-Logs
307,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,28,"2,073",74,60.6,23.0,24,82,4,24,1,1.96,38,20,+18,+0.78,-0.55,40.7,19.3,+21.4,+0.93,-0.55,/en/players/2f557579/matchlogs/2018-2019/summary/Lorenzo-Insigne-Match-Logs
308,Artur Ioniță,md,MF,Cagliari,27,1990,37,"2,968",80,86.8,33.0,34,83,3,46,0,1.11,33,48,-15,-0.45,+0.14,33.3,48.7,-15.4,-0.47,+0.14,/en/players/cedb3e36/matchlogs/2018-2019/summary/Artur-Ionita-Match-Logs
309,Armando Izzo,it,DF,Torino,26,1992,37,"3,271",88,95.6,36.3,37,88,0,,0,1.70,50,32,+18,+0.50,+2.31,47.0,43.6,+3.4,+0.09,+2.31,/en/players/89976232/matchlogs/2018-2019/summary/Armando-Izzo-Match-Logs
310,Arnel Jakupović,at,FW,Empoli,20,1998,0,,,,,0,,0,,8,,,,,,,,,,,,/en/players/61ecee0e/matchlogs/2018-2019/summary/Arnel-Jakupovic-Match-Logs
311,Jandrei,br,GK,Genoa,25,1993,1,90,90,2.6,1.0,1,90,0,,17,0.00,0,1,-1,-1.00,-0.54,0.8,0.8,0.0,+0.01,-0.54,/en/players/85ea4399/matchlogs/2018-2019/summary/Jandrei-Match-Logs
