Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
211,Robin Gosens,de,"DF,MF",Atalanta,24,1994,21.6,67,39,38,23,6,67,58,51.7,28,298,106,35.6,38,23,6,59,3,0,56,34,101,40,0,/en/players/2d970560/matchlogs/2018-2019/defense/Robin-Gosens-Match-Logs
212,Paolo Gozzi Iweru,it,DF,Juventus,17,2001,1.0,1,0,1,0,0,1,2,0.0,2,9,2,22.2,1,0,0,1,0,0,1,3,4,2,0,/en/players/94230890/matchlogs/2018-2019/defense/Paolo-Gozzi-Iweru-Match-Logs
213,Alberto Grassi,it,MF,Parma,23,1995,5.1,16,10,7,7,2,16,13,7.7,12,113,23,20.4,7,7,2,13,2,0,11,8,24,9,0,/en/players/6cc97b6a/matchlogs/2018-2019/defense/Alberto-Grassi-Match-Logs
214,Sergej Grubac,me,"FW,MF",Chievo,18,2000,1.7,1,1,1,0,0,1,2,0.0,2,29,7,24.1,1,0,0,2,0,0,2,0,1,2,0,/en/players/a1bedc05/matchlogs/2018-2019/defense/Sergej-Grubac-Match-Logs
215,Guido Guerrieri,it,GK,Lazio,22,1996,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/77e401c7/matchlogs/2018-2019/defense/Guido-Guerrieri-Match-Logs
216,Koray Günter,de,DF,Genoa,23,1994,9.3,17,15,12,5,0,17,17,47.1,9,69,28,40.6,12,5,0,12,9,0,3,19,36,50,1,/en/players/f1f1f238/matchlogs/2018-2019/defense/Koray-Gunter-Match-Logs
217,Emil Hallfreðsson,is,MF,Udinese,34,1984,1.5,0,0,0,0,0,0,2,0.0,2,10,1,10.0,0,0,0,3,2,0,1,2,2,7,0,/en/players/86015b20/matchlogs/2018-2019/defense/Emil-Hallfredsson-Match-Logs
218,Emil Hallfreðsson,is,MF,Frosinone,34,1984,4.4,4,2,2,2,0,4,9,11.1,8,79,15,19.0,2,2,0,3,1,0,2,2,6,3,0,/en/players/86015b20/matchlogs/2018-2019/defense/Emil-Hallfredsson-Match-Logs
219,Marek Hamšík,sk,MF,Napoli,31,1987,10.2,11,10,2,9,0,11,15,20.0,12,120,27,22.5,2,9,0,12,2,0,10,13,24,8,0,/en/players/e6ad16b2/matchlogs/2018-2019/defense/Marek-Hamsik-Match-Logs
220,Dávid Hancko,sk,DF,Fiorentina,20,1997,3.1,6,5,2,4,0,6,10,40.0,6,43,14,32.6,2,4,0,6,2,0,4,4,10,8,0,/en/players/4fac8f81/matchlogs/2018-2019/defense/David-Hancko-Match-Logs
221,Samir Handanović,si,GK,Inter,34,1984,38.0,0,0,0,0,0,0,1,0.0,1,1,1,100.0,0,0,0,0,0,0,0,1,1,1,0,/en/players/74419746/matchlogs/2018-2019/defense/Samir-Handanovic-Match-Logs
222,Hans Hateboer,nl,"DF,MF",Atalanta,24,1994,33.0,55,32,29,21,5,55,49,46.9,26,433,125,28.9,29,21,5,42,7,0,35,25,80,49,3,/en/players/3b333ac3/matchlogs/2018-2019/defense/Hans-Hateboer-Match-Logs
223,Filip Helander,se,DF,Bologna,25,1993,19.0,43,26,24,14,5,43,29,62.1,11,254,83,32.7,24,14,5,42,18,0,24,16,59,85,4,/en/players/27f0ddef/matchlogs/2018-2019/defense/Filip-Helander-Match-Logs
224,Dalbert Henrique,br,DF,Inter,24,1993,8.6,33,14,19,12,2,33,23,30.4,16,122,35,28.7,19,12,2,21,3,0,18,7,40,16,0,/en/players/f45f9427/matchlogs/2018-2019/defense/Dalbert-Henrique-Match-Logs
225,Përparim Hetemaj,fi,MF,Chievo,31,1986,24.0,55,34,30,22,3,55,88,27.3,64,708,160,22.6,30,22,3,39,3,0,36,33,88,28,2,/en/players/90b70194/matchlogs/2018-2019/defense/Perparim-Hetemaj-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Gonzalo Higuaín,ar,FW,Milan,30,1987,14.2,9,7,1,7,1,9,17,29.4,12,211,43,20.4,1,7,1,8,1,0,7,2,11,10,1,/en/players/8a08491a/matchlogs/2018-2019/defense/Gonzalo-Higuain-Match-Logs
227,Oscar Hiljemark,se,MF,Genoa,26,1992,13.3,18,15,7,10,1,18,23,30.4,16,227,54,23.8,7,10,1,14,2,0,12,15,33,14,0,/en/players/98e958af/matchlogs/2018-2019/defense/Oscar-Hiljemark-Match-Logs
228,Vitor Hugo,br,DF,Fiorentina,27,1991,27.4,63,39,37,25,1,63,33,51.5,16,265,76,28.7,37,25,1,44,15,0,29,74,137,162,1,/en/players/f2c1300a/matchlogs/2018-2019/defense/Vitor-Hugo-Match-Logs
229,Elseid Hysaj,al,DF,Napoli,24,1994,23.4,48,34,26,17,5,48,53,39.6,32,309,97,31.4,26,17,5,34,4,0,30,24,72,39,0,/en/players/2f3452eb/matchlogs/2018-2019/defense/Elseid-Hysaj-Match-Logs
230,Simone Iacoponi,it,DF,Parma,31,1987,37.2,64,34,54,9,1,64,60,48.3,31,558,124,22.2,54,9,1,96,21,0,75,40,104,161,0,/en/players/63071a3f/matchlogs/2018-2019/defense/Simone-Iacoponi-Match-Logs
231,Roger Ibanez,br,FW,Atalanta,19,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,/en/players/82efe6fa/matchlogs/2018-2019/defense/Roger-Ibanez-Match-Logs
232,Mauro Icardi,ar,FW,Inter,25,1993,25.2,10,6,2,4,4,10,7,42.9,4,368,118,32.1,2,4,4,7,4,0,3,2,12,19,0,/en/players/43b78598/matchlogs/2018-2019/defense/Mauro-Icardi-Match-Logs
233,Salvador Ichazo,uy,GK,Torino,26,1992,2.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/514f0896/matchlogs/2018-2019/defense/Salvador-Ichazo-Match-Logs
234,Josip Iličić,si,"FW,MF",Atalanta,30,1988,23.8,17,11,3,7,7,17,27,14.8,23,282,67,23.8,3,7,7,22,1,0,21,6,23,1,0,/en/players/68252d6d/matchlogs/2018-2019/defense/Josip-Ilicic-Match-Logs
235,Ciro Immobile,it,FW,Lazio,28,1990,31.8,10,8,4,0,6,10,14,14.3,12,436,115,26.4,4,0,6,22,4,0,18,3,13,5,0,/en/players/4431aed2/matchlogs/2018-2019/defense/Ciro-Immobile-Match-Logs
236,Svante Ingelsson,se,"MF,DF",Udinese,20,1998,1.1,4,3,3,0,1,4,2,50.0,1,23,7,30.4,3,0,1,2,0,0,2,0,4,5,0,/en/players/4133cfcf/matchlogs/2018-2019/defense/Svante-Ingelsson-Match-Logs
237,Roberto Inglese,it,FW,Parma,26,1991,21.8,17,13,8,5,4,17,22,13.6,19,423,90,21.3,8,5,4,31,4,0,27,7,24,28,0,/en/players/6c1f7328/matchlogs/2018-2019/defense/Roberto-Inglese-Match-Logs
238,Lorenzo Insigne,it,"FW,MF",Napoli,27,1991,23.0,10,5,4,4,2,10,21,14.3,18,359,72,20.1,4,4,2,5,0,0,5,8,18,3,0,/en/players/2f557579/matchlogs/2018-2019/defense/Lorenzo-Insigne-Match-Logs
239,Artur Ioniță,md,MF,Cagliari,27,1990,33.0,64,50,21,32,11,64,69,21.7,54,717,185,25.8,21,32,11,59,10,0,49,26,90,39,2,/en/players/cedb3e36/matchlogs/2018-2019/defense/Artur-Ionita-Match-Logs
240,Armando Izzo,it,DF,Torino,26,1992,36.3,94,63,47,38,9,94,58,60.3,23,403,125,31.0,47,38,9,75,27,0,48,84,178,171,1,/en/players/89976232/matchlogs/2018-2019/defense/Armando-Izzo-Match-Logs
241,Jandrei,br,GK,Genoa,25,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/85ea4399/matchlogs/2018-2019/defense/Jandrei-Match-Logs
242,Marko Janković,me,"MF,DF",SPAL,23,1995,0.6,2,2,1,1,0,2,2,0.0,2,20,7,35.0,1,1,0,0,0,0,0,0,2,0,0,/en/players/9866afec/matchlogs/2018-2019/defense/Marko-Jankovic-Match-Logs
243,Jakub Jankto,cz,MF,Sampdoria,22,1996,10.7,9,5,5,3,1,9,18,16.7,15,245,63,25.7,5,3,1,24,2,0,22,9,18,14,0,/en/players/1ea5f91c/matchlogs/2018-2019/defense/Jakub-Jankto-Match-Logs
244,Paweł Jaroszyński,pl,"DF,MF",Chievo,23,1994,15.0,39,27,25,10,4,39,32,40.6,19,267,76,28.5,25,10,4,31,3,0,28,23,62,34,0,/en/players/958a601f/matchlogs/2018-2019/defense/Pawel-Jaroszynski-Match-Logs
245,Juan Jesus,br,DF,Roma,27,1991,15.6,37,24,29,6,2,37,28,53.6,13,177,62,35.0,29,6,2,38,16,0,22,17,54,48,0,/en/players/79083382/matchlogs/2018-2019/defense/Juan-Jesus-Match-Logs
246,Bruno Jordão,pt,MF,Lazio,19,1998,1.0,4,2,3,1,0,4,4,25.0,3,21,4,19.0,3,1,0,2,0,0,2,0,4,0,0,/en/players/41ff002d/matchlogs/2018-2019/defense/Bruno-Jordao-Match-Logs
247,Hamed Junior Traorè,ci,MF,Empoli,18,2000,25.1,73,43,31,27,15,73,74,35.1,48,647,158,24.4,31,27,15,39,6,1,33,28,101,16,0,/en/players/570bb4b9/matchlogs/2018-2019/defense/Hamed-Junior-Traore-Match-Logs
248,Musa Juwara,gm,FW,Chievo,16,2001,0.1,0,0,0,0,0,0,0,,0,7,2,28.6,0,0,0,0,0,0,0,1,1,0,0,/en/players/7737dee2/matchlogs/2018-2019/defense/Musa-Juwara-Match-Logs
249,Yann Karamoh,fr,MF,Inter,20,1998,0.1,0,0,0,0,0,0,0,,0,4,1,25.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/8b66d9cc/matchlogs/2018-2019/defense/Yann-Karamoh-Match-Logs
250,Ibrahim Karamoko,gn,MF,Chievo,17,2001,0.7,1,1,1,0,0,1,0,,0,14,5,35.7,1,0,0,1,0,0,1,0,1,1,0,/en/players/550985aa/matchlogs/2018-2019/defense/Ibrahim-Karamoko-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Orestis Karnezis,gr,GK,Napoli,33,1985,9.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/85b011bb/matchlogs/2018-2019/defense/Orestis-Karnezis-Match-Logs
252,Rick Karsdorp,nl,DF,Roma,23,1995,6.6,9,5,6,2,1,9,12,33.3,8,107,26,24.3,6,2,1,7,2,0,5,13,22,14,0,/en/players/9f84febe/matchlogs/2018-2019/defense/Rick-Karsdorp-Match-Logs
253,Grigoris Kastanos,cy,MF,Juventus,20,1998,0.7,3,1,3,0,0,3,0,,0,8,3,37.5,3,0,0,1,1,0,0,0,3,0,0,/en/players/2a82aa85/matchlogs/2018-2019/defense/Grigoris-Kastanos-Match-Logs
254,Moise Kean,it,FW,Juventus,18,2000,6.0,1,1,0,1,0,1,1,0.0,1,65,12,18.5,0,1,0,4,2,0,2,3,4,2,0,/en/players/3d50bcdb/matchlogs/2018-2019/defense/Moise-Kean-Match-Logs
255,Franck Kessié,ci,MF,Milan,21,1996,33.5,63,50,26,28,9,63,56,42.9,32,635,175,27.6,26,28,9,44,12,0,32,27,90,55,0,/en/players/05e19d6a/matchlogs/2018-2019/defense/Franck-Kessie-Match-Logs
256,Sami Khedira,de,MF,Juventus,31,1987,7.8,13,8,8,3,2,13,11,54.5,5,138,42,30.4,8,3,2,8,3,0,5,6,19,4,0,/en/players/38ac43d3/matchlogs/2018-2019/defense/Sami-Khedira-Match-Logs
257,Sofian Kiyine,be,"MF,DF",Chievo,20,1997,9.1,28,22,11,14,3,28,34,47.1,18,287,53,18.5,11,14,3,16,0,0,16,10,38,6,0,/en/players/ce1806be/matchlogs/2018-2019/defense/Sofian-Kiyine-Match-Logs
258,Ragnar Klavan,ee,DF,Cagliari,32,1985,13.7,12,8,8,3,1,12,17,41.2,10,94,33,35.1,8,3,1,22,13,1,9,8,20,85,0,/en/players/008a6e6d/matchlogs/2018-2019/defense/Ragnar-Klavan-Match-Logs
259,Justin Kluivert,nl,FW,Roma,19,1999,14.9,28,19,15,8,5,28,27,40.7,16,296,76,25.7,15,8,5,24,0,0,24,8,36,5,0,/en/players/4c3a6744/matchlogs/2018-2019/defense/Justin-Kluivert-Match-Logs
260,Aleksandar Kolarov,rs,DF,Roma,32,1985,32.3,45,27,20,19,6,45,42,42.9,24,256,67,26.2,20,19,6,45,15,0,30,42,87,74,1,/en/players/eda40760/matchlogs/2018-2019/defense/Aleksandar-Kolarov-Match-Logs
261,Christian Kouamé,ci,"FW,MF",Genoa,20,1997,34.1,39,25,14,17,8,39,28,35.7,18,562,136,24.2,14,17,8,37,4,0,33,25,64,25,0,/en/players/58e933d2/matchlogs/2018-2019/defense/Christian-Kouame-Match-Logs
262,Kalidou Koulibaly,sn,DF,Napoli,27,1991,34.8,61,39,38,19,4,61,43,46.5,23,296,103,34.8,38,19,4,80,40,2,40,43,104,136,0,/en/players/da974c7b/matchlogs/2018-2019/defense/Kalidou-Koulibaly-Match-Logs
263,Dawid Kownacki,pl,FW,Sampdoria,21,1997,1.9,1,1,0,0,1,1,2,0.0,2,48,13,27.1,0,0,1,1,0,0,1,0,1,0,0,/en/players/be5e1c4c/matchlogs/2018-2019/defense/Dawid-Kownacki-Match-Logs
264,Luka Krajnc,si,DF,Frosinone,23,1994,8.8,12,10,7,5,0,12,9,66.7,3,99,33,33.3,7,5,0,12,1,0,11,10,22,39,0,/en/players/2b71b88a/matchlogs/2018-2019/defense/Luka-Krajnc-Match-Logs
265,Ladislav Krejčí,cz,"MF,DF",Bologna,26,1992,11.8,13,6,4,7,2,13,19,36.8,12,209,59,28.2,4,7,2,28,2,0,26,8,21,19,1,/en/players/58027adc/matchlogs/2018-2019/defense/Ladislav-Krejci-Match-Logs
266,Rade Krunić,ba,MF,Empoli,24,1993,30.8,46,28,23,14,9,46,66,25.8,49,499,98,19.6,23,14,9,44,11,0,33,24,70,30,2,/en/players/817c6964/matchlogs/2018-2019/defense/Rade-Krunic-Match-Logs
267,Juraj Kucka,sk,MF,Parma,31,1987,17.1,56,41,25,27,4,56,64,40.6,38,477,111,23.3,25,27,4,35,8,0,27,18,74,45,1,/en/players/5aaef9ef/matchlogs/2018-2019/defense/Juraj-Kucka-Match-Logs
268,Dejan Kulusevski,se,"DF,MF",Atalanta,18,2000,1.2,3,2,0,2,1,3,3,66.7,1,28,9,32.1,0,2,1,1,0,0,1,0,3,0,0,/en/players/df3cda47/matchlogs/2018-2019/defense/Dejan-Kulusevski-Match-Logs
269,Jasmin Kurtić,si,MF,SPAL,29,1989,28.4,37,16,19,13,5,37,62,30.6,43,568,134,23.6,19,13,5,33,1,0,32,20,57,50,0,/en/players/144607cc/matchlogs/2018-2019/defense/Jasmin-Kurtic-Match-Logs
270,Antonino La Gumina,it,FW,Empoli,22,1996,12.1,10,8,3,4,3,10,5,20.0,4,233,49,21.0,3,4,3,13,3,0,10,6,16,5,0,/en/players/822a7761/matchlogs/2018-2019/defense/Antonino-La-Gumina-Match-Logs
271,Alban Lafont,fr,GK,Fiorentina,19,1999,33.5,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,1,1,1,2,/en/players/4e7db402/matchlogs/2018-2019/defense/Alban-Lafont-Match-Logs
272,Abdou Lahat Diakhate,sn,FW,Parma,19,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/8e809937/matchlogs/2018-2019/defense/Abdou-Lahat-Diakhate-Match-Logs
273,Gianluca Lapadula,it,"FW,MF",Genoa,28,1990,4.5,5,4,1,1,3,5,7,42.9,4,84,24,28.6,1,1,3,4,0,0,4,1,6,0,0,/en/players/2ead2809/matchlogs/2018-2019/defense/Gianluca-Lapadula-Match-Logs
274,Danilo Larangeira,br,DF,Bologna,34,1984,34.2,39,17,31,7,1,39,31,61.3,12,251,79,31.5,31,7,1,61,37,1,24,39,78,196,3,/en/players/fed5f993/matchlogs/2018-2019/defense/Danilo-Larangeira-Match-Logs
275,Kevin Lasagna,it,FW,Udinese,25,1992,27.3,11,7,1,4,6,11,24,8.3,22,558,117,21.0,1,4,6,28,6,0,22,8,19,36,0,/en/players/09538fdb/matchlogs/2018-2019/defense/Kevin-Lasagna-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Vincent Laurini,fr,DF,Fiorentina,29,1989,10.2,26,19,16,7,3,26,15,66.7,5,199,56,28.1,16,7,3,19,4,0,15,12,38,36,0,/en/players/3535098b/matchlogs/2018-2019/defense/Vincent-Laurini-Match-Logs
277,Diego Laxalt,uy,"DF,MF",Milan,25,1993,7.2,24,19,13,6,5,24,28,53.6,13,177,50,28.2,13,6,5,21,3,0,18,8,32,12,0,/en/players/f26e3c59/matchlogs/2018-2019/defense/Diego-Laxalt-Match-Logs
278,Darko Lazović,rs,"MF,DF",Genoa,27,1990,28.2,31,15,15,6,10,31,41,43.9,23,351,93,26.5,15,6,10,33,4,0,29,22,53,36,0,/en/players/5128bde4/matchlogs/2018-2019/defense/Darko-Lazovic-Match-Logs
279,Manuel Lazzari,it,"MF,DF",SPAL,24,1993,31.5,35,21,18,13,4,35,48,37.5,30,294,86,29.3,18,13,4,46,4,0,42,22,57,35,2,/en/players/02caf6e0/matchlogs/2018-2019/defense/Manuel-Lazzari-Match-Logs
280,Lucas Leiva,br,MF,Lazio,31,1987,22.1,84,59,36,45,3,84,95,34.7,62,413,137,33.2,36,45,3,35,8,0,27,50,134,43,1,/en/players/4c78b5ed/matchlogs/2018-2019/defense/Lucas-Leiva-Match-Logs
281,Mauricio Lemos,uy,DF,Sassuolo,22,1995,2.0,2,1,2,0,0,2,2,50.0,1,19,8,42.1,2,0,0,5,1,0,4,3,5,8,0,/en/players/dbe5a587/matchlogs/2018-2019/defense/Mauricio-Lemos-Match-Logs
282,Lukas Lerager,dk,MF,Genoa,25,1993,12.5,44,28,17,23,4,44,51,33.3,34,411,91,22.1,17,23,4,19,1,0,18,19,63,19,0,/en/players/1b82f8df/matchlogs/2018-2019/defense/Lukas-Lerager-Match-Logs
283,Mehdi Léris,fr,"MF,FW",Chievo,20,1998,17.9,56,37,28,18,10,56,56,42.9,32,552,128,23.2,28,18,10,46,2,0,44,26,82,14,0,/en/players/7d3cbc67/matchlogs/2018-2019/defense/Mehdi-Leris-Match-Logs
284,Karol Linetty,pl,MF,Sampdoria,23,1995,27.9,77,49,31,30,16,77,90,25.6,67,628,162,25.8,31,30,16,51,5,0,46,28,105,13,0,/en/players/d023d70f/matchlogs/2018-2019/defense/Karol-Linetty-Match-Logs
285,Pol Lirola,es,"DF,MF",Sassuolo,20,1997,33.1,35,24,20,10,5,35,38,39.5,23,283,77,27.2,20,10,5,44,6,1,38,32,67,78,1,/en/players/ff800ed8/matchlogs/2018-2019/defense/Pol-Lirola-Match-Logs
286,Adem Ljajić,rs,FW,Torino,26,1991,0.3,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/2648e18f/matchlogs/2018-2019/defense/Adem-Ljajic-Match-Logs
287,Manuel Locatelli,it,MF,Sassuolo,20,1998,20.5,43,32,21,17,5,43,34,38.2,21,313,78,24.9,21,17,5,23,3,0,20,29,72,34,1,/en/players/a8a874f1/matchlogs/2018-2019/defense/Manuel-Locatelli-Match-Logs
288,José Luis Palomino,ar,DF,Atalanta,28,1990,25.1,59,39,40,17,2,59,46,47.8,24,324,129,39.8,40,17,2,47,17,0,30,66,125,108,0,/en/players/921f6058/matchlogs/2018-2019/defense/Jose-Luis-Palomino-Match-Logs
289,Everton Luiz,br,MF,SPAL,30,1988,3.5,10,7,3,5,2,10,10,50.0,5,78,20,25.6,3,5,2,8,1,0,7,3,13,5,1,/en/players/3799e138/matchlogs/2018-2019/defense/Everton-Luiz-Match-Logs
290,Jordan Lukaku,be,"MF,DF",Lazio,24,1994,1.9,4,2,2,1,1,4,4,50.0,2,26,6,23.1,2,1,1,4,0,0,4,5,9,2,0,/en/players/0cd0e21b/matchlogs/2018-2019/defense/Jordan-Lukaku-Match-Logs
291,Saša Lukić,rs,MF,Torino,21,1996,11.0,21,14,3,14,4,21,20,45.0,11,295,77,26.1,3,14,4,14,2,0,12,12,33,13,0,/en/players/c6e8cf1f/matchlogs/2018-2019/defense/Sasa-Lukic-Match-Logs
292,Senad Lulić,ba,"DF,MF",Lazio,32,1986,32.5,72,49,40,24,8,72,94,36.2,60,502,154,30.7,40,24,8,57,4,0,53,46,118,54,0,/en/players/7fd58fe3/matchlogs/2018-2019/defense/Senad-Lulic-Match-Logs
293,Sebastiano Luperto,it,DF,Napoli,21,1996,8.1,8,4,5,1,2,8,4,75.0,1,75,29,38.7,5,1,2,10,2,0,8,13,21,32,0,/en/players/997fff07/matchlogs/2018-2019/defense/Sebastiano-Luperto-Match-Logs
294,Lyanco,br,DF,Torino,21,1997,1.0,1,1,1,0,0,1,1,100.0,0,18,7,38.9,1,0,0,1,1,0,0,5,6,9,1,/en/players/b5bf1770/matchlogs/2018-2019/defense/Lyanco-Match-Logs
295,Lyanco,br,DF,Bologna,21,1997,12.4,32,15,23,8,1,32,18,61.1,7,121,38,31.4,23,8,1,39,20,0,19,22,54,70,0,/en/players/b5bf1770/matchlogs/2018-2019/defense/Lyanco-Match-Logs
296,Charalambos Lykogiannis,gr,DF,Cagliari,24,1993,9.2,18,9,5,9,4,18,15,60.0,6,105,23,21.9,5,9,4,29,3,0,26,20,38,25,0,/en/players/5efc5389/matchlogs/2018-2019/defense/Charalambos-Lykogiannis-Match-Logs
297,Darwin Machís,ve,"FW,MF",Udinese,25,1993,5.1,8,4,5,2,1,8,11,27.3,8,89,35,39.3,5,2,1,7,0,0,7,2,10,2,0,/en/players/ed6ea4d9/matchlogs/2018-2019/defense/Darwin-Machis-Match-Logs
298,Francesco Magnanelli,it,MF,Sassuolo,33,1984,20.7,50,35,27,20,3,50,49,38.8,30,378,103,27.2,27,20,3,29,6,1,23,25,75,35,1,/en/players/07767f42/matchlogs/2018-2019/defense/Francesco-Magnanelli-Match-Logs
299,Giangiacomo Magnani,it,DF,Sassuolo,22,1995,16.8,19,13,15,4,0,19,10,40.0,6,76,23,30.3,15,4,0,22,15,1,7,15,34,99,1,/en/players/cce9f582/matchlogs/2018-2019/defense/Giangiacomo-Magnani-Match-Logs
300,Raffaele Maiello,it,MF,Frosinone,27,1991,22.7,50,31,33,10,7,50,38,47.4,20,364,110,30.2,33,10,7,45,8,0,37,31,81,38,0,/en/players/02febfdc/matchlogs/2018-2019/defense/Raffaele-Maiello-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Domenico Maietta,it,DF,Empoli,35,1982,19.0,33,20,17,15,1,33,33,30.3,23,187,69,36.9,17,15,1,25,12,0,13,24,57,81,1,/en/players/3d936ba9/matchlogs/2018-2019/defense/Domenico-Maietta-Match-Logs
302,Nikola Maksimović,rs,DF,Napoli,26,1991,15.3,26,18,13,12,1,26,19,36.8,12,115,39,33.9,13,12,1,22,9,0,13,27,53,52,1,/en/players/16b9d5cf/matchlogs/2018-2019/defense/Nikola-Maksimovic-Match-Logs
303,Kévin Malcuit,ma,DF,Napoli,27,1991,20.1,58,36,31,20,7,58,51,58.8,21,281,79,28.1,31,20,7,41,4,0,37,45,103,52,1,/en/players/d6a889ea/matchlogs/2018-2019/defense/Kevin-Malcuit-Match-Logs
304,Gianluca Mancini,it,DF,Atalanta,22,1996,25.0,53,40,27,20,6,53,36,50.0,18,356,121,34.0,27,20,6,34,6,0,28,47,100,91,1,/en/players/5aa53281/matchlogs/2018-2019/defense/Gianluca-Mancini-Match-Logs
305,Rolando Mandragora,it,MF,Udinese,21,1997,32.4,62,36,28,28,6,62,81,30.9,56,685,145,21.2,28,28,6,54,9,0,45,43,105,55,0,/en/players/c7259b83/matchlogs/2018-2019/defense/Rolando-Mandragora-Match-Logs
306,Mario Mandžukić,hr,FW,Juventus,32,1986,22.4,37,22,14,14,9,37,33,39.4,20,497,140,28.2,14,14,9,27,7,0,20,15,52,19,0,/en/players/afa0d4e0/matchlogs/2018-2019/defense/Mario-Mandzukic-Match-Logs
307,Kostas Manolas,gr,DF,Roma,27,1991,25.8,37,26,25,11,1,37,35,51.4,17,197,69,35.0,25,11,1,43,25,0,18,49,86,135,1,/en/players/c707411f/matchlogs/2018-2019/defense/Kostas-Manolas-Match-Logs
308,Juan Manuel Valencia,co,FW,Bologna,20,1998,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,0,0,0,0,0,0,0,1,1,0,0,/en/players/7f50c23b/matchlogs/2018-2019/defense/Juan-Manuel-Valencia-Match-Logs
309,Iván Marcano,es,DF,Roma,31,1987,9.0,11,6,7,4,0,11,12,41.7,7,68,21,30.9,7,4,0,18,6,0,12,23,34,53,2,/en/players/7a20d90a/matchlogs/2018-2019/defense/Ivan-Marcano-Match-Logs
310,Federico Marchetti,it,GK,Genoa,35,1983,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/f794b426/matchlogs/2018-2019/defense/Federico-Marchetti-Match-Logs
311,Gian Marco Ferrari,it,DF,Sassuolo,26,1992,31.0,38,24,23,12,3,38,21,52.4,10,187,58,31.0,23,12,3,52,18,0,34,36,74,116,3,/en/players/8650af85/matchlogs/2018-2019/defense/Gian-Marco-Ferrari-Match-Logs
312,João Mário,pt,"MF,FW",Inter,25,1993,12.0,24,18,7,14,3,24,26,26.9,19,374,113,30.2,7,14,3,18,0,0,18,5,29,3,0,/en/players/f0021247/matchlogs/2018-2019/defense/Joao-Mario-Match-Logs
313,Marlon,br,DF,Sassuolo,22,1995,16.8,32,19,25,6,1,32,25,52.0,12,147,38,25.9,25,6,1,31,12,0,19,26,58,47,1,/en/players/cdf65d12/matchlogs/2018-2019/defense/Marlon-Match-Logs
314,Lautaro Martínez,ar,FW,Inter,20,1997,14.9,4,1,0,1,3,4,14,14.3,12,269,66,24.5,0,1,3,17,0,0,17,4,8,7,0,/en/players/f7036e1c/matchlogs/2018-2019/defense/Lautaro-Martinez-Match-Logs
315,Adam Marušić,me,"DF,MF",Lazio,25,1992,23.5,37,24,14,16,7,37,32,53.1,15,361,103,28.5,14,16,7,42,3,0,39,23,60,27,0,/en/players/d4535821/matchlogs/2018-2019/defense/Adam-Marusic-Match-Logs
316,Andrea Masiello,it,DF,Atalanta,32,1986,20.4,30,17,17,13,0,30,36,52.8,17,187,56,29.9,17,13,0,33,8,1,25,46,76,71,0,/en/players/e0314d87/matchlogs/2018-2019/defense/Andrea-Masiello-Match-Logs
317,Luca Matarese,it,FW,Frosinone,20,1998,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,0,0,0,0,0,0,0,0,0,0,0,/en/players/a6fc1a22/matchlogs/2018-2019/defense/Luca-Matarese-Match-Logs
318,Alessandro Matri,it,FW,Sassuolo,33,1984,6.7,2,1,0,0,2,2,3,33.3,2,84,17,20.2,0,0,2,3,1,0,2,4,6,5,0,/en/players/58d97e77/matchlogs/2018-2019/defense/Alessandro-Matri-Match-Logs
319,Federico Mattiello,it,"MF,DF",Bologna,23,1995,14.8,31,19,18,10,3,31,30,40.0,18,192,45,23.4,18,10,3,20,3,0,17,20,51,30,0,/en/players/fba81826/matchlogs/2018-2019/defense/Federico-Mattiello-Match-Logs
