Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
103,Boštjan Cesar,si,DF,Chievo,36,1982,12.0,25,15,16,9,0,25,18,50.0,9,131,38,29.0,16,9,0,19,10,0,9,12,37,79,1,/en/players/c1d18f10/matchlogs/2018-2019/defense/Bostjan-Cesar-Match-Logs
104,Raman Chibsah,gh,MF,Frosinone,25,1993,29.1,57,38,35,20,2,57,65,32.3,44,681,168,24.7,35,20,2,49,16,0,33,32,89,31,1,/en/players/aa5a409a/matchlogs/2018-2019/defense/Raman-Chibsah-Match-Logs
105,Giorgio Chiellini,it,DF,Juventus,33,1984,22.1,22,9,18,4,0,22,14,50.0,7,132,52,39.4,18,4,0,32,17,0,15,30,52,107,2,/en/players/e85fb9b8/matchlogs/2018-2019/defense/Giorgio-Chiellini-Match-Logs
106,Federico Chiesa,it,"FW,MF",Fiorentina,20,1997,33.7,41,27,10,17,14,41,46,30.4,32,554,135,24.4,10,17,14,36,2,0,34,11,52,8,0,/en/players/b0f7e36c/matchlogs/2018-2019/defense/Federico-Chiesa-Match-Logs
107,Vlad Chiricheș,ro,DF,Napoli,28,1989,1.6,2,2,2,0,0,2,2,50.0,1,21,6,28.6,2,0,0,3,2,0,1,1,3,2,0,/en/players/c316607a/matchlogs/2018-2019/defense/Vlad-Chiriches-Match-Logs
108,Camillo Ciano,it,"FW,MF",Frosinone,28,1990,27.3,33,17,15,10,8,33,59,18.6,48,686,150,21.9,15,10,8,37,5,0,32,8,41,13,0,/en/players/2114abf9/matchlogs/2018-2019/defense/Camillo-Ciano-Match-Logs
109,Amato Ciciretti,it,"FW,MF",Parma,24,1993,1.5,1,1,1,0,0,1,2,0.0,2,37,7,18.9,1,0,0,3,0,0,3,3,4,0,0,/en/players/1ab0b878/matchlogs/2018-2019/defense/Amato-Ciciretti-Match-Logs
110,Luca Cigarini,it,MF,Cagliari,32,1986,18.7,56,42,28,23,5,56,61,45.9,33,256,72,28.1,28,23,5,31,4,0,27,26,82,41,0,/en/players/ae64d449/matchlogs/2018-2019/defense/Luca-Cigarini-Match-Logs
111,Daniel Ciofani,it,FW,Frosinone,33,1985,18.0,9,5,2,6,1,9,8,37.5,5,316,59,18.7,2,6,1,5,0,0,5,3,12,12,0,/en/players/b09a3ecc/matchlogs/2018-2019/defense/Daniel-Ciofani-Match-Logs
112,Thiago Cionek,pl,DF,SPAL,32,1986,28.2,79,50,51,24,4,79,59,54.2,27,427,105,24.6,51,24,4,60,22,1,38,54,133,127,1,/en/players/46f5c54d/matchlogs/2018-2019/defense/Thiago-Cionek-Match-Logs
113,Omar Colley,gm,DF,Sampdoria,25,1992,19.6,24,16,18,5,1,24,12,66.7,4,93,28,30.1,18,5,1,29,18,0,11,22,46,116,2,/en/players/8b95acda/matchlogs/2018-2019/defense/Omar-Colley-Match-Logs
114,Andrea Consigli,it,GK,Sassuolo,31,1987,35.7,0,0,0,0,0,0,3,0.0,3,1,1,100.0,0,0,0,1,0,0,1,2,2,3,1,/en/players/8cabdc1e/matchlogs/2018-2019/defense/Andrea-Consigli-Match-Logs
115,Andrea Conti,it,DF,Milan,24,1994,5.6,8,5,5,2,1,8,13,23.1,10,103,27,26.2,5,2,1,11,0,0,11,15,23,20,1,/en/players/8fef5412/matchlogs/2018-2019/defense/Andrea-Conti-Match-Logs
116,Gabriele Corbo,it,DF,Bologna,18,2000,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/091795f2/matchlogs/2018-2019/defense/Gabriele-Corbo-Match-Logs
117,Ante Ćorić,hr,MF,Roma,21,1997,0.3,0,0,0,0,0,0,0,,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/2d3f7367/matchlogs/2018-2019/defense/Ante-Coric-Match-Logs
118,Joaquín Correa,ar,"FW,MF",Lazio,23,1994,21.4,23,18,7,11,5,23,31,22.6,24,379,94,24.8,7,11,5,17,5,0,12,2,25,9,0,/en/players/45b9b619/matchlogs/2018-2019/defense/Joaquin-Correa-Match-Logs
119,Douglas Costa,br,"FW,MF",Juventus,27,1990,6.9,8,7,4,4,0,8,11,45.5,6,163,38,23.3,4,4,0,6,0,0,6,4,12,1,0,/en/players/4fa7cb9b/matchlogs/2018-2019/defense/Douglas-Costa-Match-Logs
120,Filippo Costa,it,"MF,DF",SPAL,23,1995,6.3,15,10,5,7,3,15,14,35.7,9,144,37,25.7,5,7,3,19,2,0,17,9,24,21,1,/en/players/00528660/matchlogs/2018-2019/defense/Filippo-Costa-Match-Logs
121,Alessio Cragno,it,GK,Cagliari,24,1994,38.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,0,0,0,1,0,0,1,3,3,0,0,/en/players/f554e29b/matchlogs/2018-2019/defense/Alessio-Cragno-Match-Logs
122,Domenico Criscito,it,DF,Genoa,31,1986,34.1,118,68,65,40,13,118,98,56.1,43,378,130,34.4,65,40,13,59,14,0,45,65,183,170,0,/en/players/35dd6d80/matchlogs/2018-2019/defense/Domenico-Criscito-Match-Logs
123,Lorenzo Crisetig,it,MF,Frosinone,25,1993,5.6,10,7,1,6,3,10,16,37.5,10,175,29,16.6,1,6,3,10,4,0,6,12,22,10,0,/en/players/f54dfca8/matchlogs/2018-2019/defense/Lorenzo-Crisetig-Match-Logs
124,Bryan Cristante,it,MF,Roma,23,1995,26.9,69,42,23,37,9,69,74,31.1,51,841,195,23.2,23,37,9,56,6,0,50,26,95,46,1,/en/players/16657b95/matchlogs/2018-2019/defense/Bryan-Cristante-Match-Logs
125,Alessio da Cruz,nl,"FW,MF",Parma,21,1997,1.6,3,3,0,2,1,3,1,0.0,1,32,11,34.4,0,2,1,0,0,0,0,1,4,0,0,/en/players/b6667741/matchlogs/2018-2019/defense/Alessio-da-Cruz-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Juan Cuadrado,co,"MF,DF",Juventus,30,1988,13.6,23,13,7,10,6,23,29,20.7,23,170,40,23.5,7,10,6,18,2,0,16,17,40,7,0,/en/players/0ab1f153/matchlogs/2018-2019/defense/Juan-Cuadrado-Match-Logs
127,Patrick Cutrone,it,FW,Milan,20,1998,16.2,13,10,1,7,5,13,28,7.1,26,377,94,24.9,1,7,5,11,2,0,9,7,20,13,0,/en/players/a4fe8cda/matchlogs/2018-2019/defense/Patrick-Cutrone-Match-Logs
128,Marco D'Alessandro,it,"DF,MF",Udinese,27,1991,16.6,52,21,34,15,3,52,40,40.0,24,336,67,19.9,34,15,3,51,1,0,50,9,61,31,0,/en/players/060606ec/matchlogs/2018-2019/defense/Marco-DAlessandro-Match-Logs
129,Danilo D'Ambrosio,it,DF,Inter,29,1988,28.7,60,40,25,27,8,60,60,38.3,37,330,82,24.8,25,27,8,42,10,0,32,27,87,45,1,/en/players/44eb9093/matchlogs/2018-2019/defense/Danilo-DAmbrosio-Match-Logs
130,Bryan Dabo,bf,"MF,DF",Fiorentina,26,1992,9.2,12,7,3,8,1,12,4,25.0,3,160,44,27.5,3,8,1,20,4,0,16,11,23,22,0,/en/players/c53083ad/matchlogs/2018-2019/defense/Bryan-Dabo-Match-Logs
131,Felipe dal Belo,br,DF,SPAL,34,1984,26.2,37,17,19,15,3,37,38,39.5,23,226,60,26.5,19,15,3,39,18,0,21,23,60,103,1,/en/players/8cea6319/matchlogs/2018-2019/defense/Felipe-dal-Belo-Match-Logs
132,Nicola Dalmonte,it,"MF,FW",Genoa,20,1997,0.5,2,2,0,2,0,2,2,50.0,1,11,3,27.3,0,2,0,0,0,0,0,0,2,0,0,/en/players/59a3efba/matchlogs/2018-2019/defense/Nicola-Dalmonte-Match-Logs
133,Vitalie Damașcan,md,MF,Torino,19,1999,0.0,1,0,0,1,0,1,1,100.0,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,/en/players/54e0c0cc/matchlogs/2018-2019/defense/Vitalie-Damascan-Match-Logs
134,Sebastien De Maio,fr,DF,Udinese,31,1987,13.0,20,11,12,6,2,20,21,52.4,10,140,37,26.4,12,6,2,31,16,0,15,12,32,117,0,/en/players/952a03fe/matchlogs/2018-2019/defense/Sebastien-De-Maio-Match-Logs
135,Sebastien De Maio,fr,DF,Bologna,31,1987,5.5,4,2,2,2,0,4,3,33.3,2,52,21,40.4,2,2,0,11,4,0,7,2,6,14,0,/en/players/952a03fe/matchlogs/2018-2019/defense/Sebastien-De-Maio-Match-Logs
136,Rodrigo De Paul,ar,"MF,FW",Udinese,24,1994,35.4,55,31,25,26,4,55,61,23.0,47,741,161,21.7,25,26,4,53,2,0,51,33,88,7,0,/en/players/162efffd/matchlogs/2018-2019/defense/Rodrigo-De-Paul-Match-Logs
137,Daniele De Rossi,it,MF,Roma,35,1983,14.1,15,9,5,6,4,15,26,19.2,21,129,33,25.6,5,6,4,20,12,0,8,26,41,25,0,/en/players/532d2690/matchlogs/2018-2019/defense/Daniele-De-Rossi-Match-Logs
138,Mattia De Sciglio,it,DF,Juventus,25,1992,19.4,43,32,25,12,6,43,35,54.3,16,223,72,32.3,25,12,6,34,6,0,28,27,70,60,0,/en/players/ae4e2852/matchlogs/2018-2019/defense/Mattia-De-Sciglio-Match-Logs
139,Lorenzo De Silvestri,it,"DF,MF",Torino,30,1988,26.8,22,16,7,10,5,22,41,29.3,29,412,109,26.5,7,10,5,62,3,0,59,21,43,70,0,/en/players/e74f0e59/matchlogs/2018-2019/defense/Lorenzo-De-Silvestri-Match-Logs
140,Grégoire Defrel,mq,"FW,MF",Sampdoria,27,1991,26.0,36,26,9,17,10,36,33,42.4,19,705,165,23.4,9,17,10,20,1,0,19,4,40,8,0,/en/players/854ee61a/matchlogs/2018-2019/defense/Gregoire-Defrel-Match-Logs
141,Alessandro Deiola,it,MF,Parma,22,1995,6.1,8,6,4,4,0,8,10,10.0,9,165,42,25.5,4,4,0,20,3,0,17,11,19,6,0,/en/players/7f267d66/matchlogs/2018-2019/defense/Alessandro-Deiola-Match-Logs
142,Alessandro Deiola,it,MF,Cagliari,22,1995,5.0,3,0,1,2,0,3,12,0.0,12,184,35,19.0,1,2,0,15,1,0,14,6,9,7,0,/en/players/7f267d66/matchlogs/2018-2019/defense/Alessandro-Deiola-Match-Logs
143,Cristian Dell'Orco,it,DF,Empoli,24,1994,11.5,18,13,13,3,2,18,15,53.3,7,148,42,28.4,13,3,2,20,9,0,11,16,34,45,0,/en/players/b0243215/matchlogs/2018-2019/defense/Cristian-DellOrco-Match-Logs
144,Cristian Dell'Orco,it,DF,Sassuolo,24,1994,1.2,2,1,2,0,0,2,5,40.0,3,27,6,22.2,2,0,0,1,0,0,1,1,3,5,0,/en/players/b0243215/matchlogs/2018-2019/defense/Cristian-DellOrco-Match-Logs
145,Merih Demiral,tr,DF,Sassuolo,20,1998,14.0,37,22,31,5,1,37,10,40.0,6,131,42,32.1,31,5,1,21,14,2,7,21,58,85,1,/en/players/e3cceee6/matchlogs/2018-2019/defense/Merih-Demiral-Match-Logs
146,Fabio Depaoli,it,DF,Chievo,21,1997,27.4,75,41,41,27,7,75,73,38.4,45,557,135,24.2,41,27,7,74,13,1,61,37,112,76,1,/en/players/d97f2e8d/matchlogs/2018-2019/defense/Fabio-Depaoli-Match-Logs
147,Kiril Despodov,bg,"FW,MF",Cagliari,21,1996,1.2,0,0,0,0,0,0,0,,0,31,9,29.0,0,0,0,1,0,0,1,0,0,0,0,/en/players/13c8e5f6/matchlogs/2018-2019/defense/Kiril-Despodov-Match-Logs
148,Daniele Dessena,it,MF,Cagliari,31,1987,3.9,5,4,1,1,3,5,7,28.6,5,64,18,28.1,1,1,3,6,0,0,6,3,8,3,0,/en/players/02b2937c/matchlogs/2018-2019/defense/Daniele-Dessena-Match-Logs
149,Mattia Destro,it,"FW,MF",Bologna,27,1991,5.5,4,3,2,1,1,4,0,,0,83,19,22.9,2,1,1,5,1,0,4,0,4,3,0,/en/players/d7d32194/matchlogs/2018-2019/defense/Mattia-Destro-Match-Logs
150,Jacopo Dezi,it,MF,Parma,26,1992,1.0,1,1,1,0,0,1,2,0.0,2,32,9,28.1,1,0,0,0,0,0,0,3,4,4,0,/en/players/e921b9db/matchlogs/2018-2019/defense/Jacopo-Dezi-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Federico Di Francesco,it,"FW,MF",Sassuolo,24,1994,11.9,13,7,5,5,3,13,15,20.0,12,207,54,26.1,5,5,3,18,2,0,16,7,20,1,0,/en/players/1fca9171/matchlogs/2018-2019/defense/Federico-Di-Francesco-Match-Logs
152,Antonio Di Gaudio,it,"FW,MF",Parma,28,1989,7.8,1,1,1,0,0,1,3,0.0,3,118,24,20.3,1,0,0,12,2,0,10,4,5,1,0,/en/players/434b8c73/matchlogs/2018-2019/defense/Antonio-Di-Gaudio-Match-Logs
153,Giovanni Di Lorenzo,it,DF,Empoli,24,1993,37.0,78,51,45,26,7,78,55,47.3,29,681,152,22.3,45,26,7,79,13,1,66,37,115,67,0,/en/players/230a2fac/matchlogs/2018-2019/defense/Giovanni-Di-Lorenzo-Match-Logs
154,Amadou Diawara,gn,MF,Napoli,21,1997,7.3,13,10,4,7,2,13,11,36.4,7,155,43,27.7,4,7,2,7,0,0,7,10,23,5,0,/en/players/bf309d24/matchlogs/2018-2019/defense/Amadou-Diawara-Match-Logs
155,Lorenzo Dickmann,it,"DF,MF",SPAL,21,1996,1.9,3,2,3,0,0,3,5,60.0,2,61,12,19.7,3,0,0,2,0,0,2,1,4,4,0,/en/players/12851227/matchlogs/2018-2019/defense/Lorenzo-Dickmann-Match-Logs
156,Mitchell Dijks,nl,"DF,MF",Bologna,25,1993,22.5,41,25,26,10,5,41,44,36.4,28,308,97,31.5,26,10,5,33,3,0,30,22,63,42,0,/en/players/0a3065c8/matchlogs/2018-2019/defense/Mitchell-Dijks-Match-Logs
157,Federico Dimarco,it,DF,Parma,20,1997,9.9,21,13,8,10,3,21,28,25.0,21,216,49,22.7,8,10,3,30,7,2,23,16,37,23,0,/en/players/970b8574/matchlogs/2018-2019/defense/Federico-Dimarco-Match-Logs
158,Federico Dionisi,it,FW,Frosinone,31,1987,2.3,5,3,1,2,2,5,1,0.0,1,42,9,21.4,1,2,2,0,0,0,0,0,5,0,0,/en/players/a74d2999/matchlogs/2018-2019/defense/Federico-Dionisi-Match-Logs
159,Assane Dioussé,sn,MF,Chievo,20,1997,9.9,30,24,18,9,3,30,24,41.7,14,261,75,28.7,18,9,3,18,4,0,14,20,50,18,1,/en/players/7f622eef/matchlogs/2018-2019/defense/Assane-Diousse-Match-Logs
160,Koffi Djidji,ci,DF,Torino,25,1992,15.4,42,27,29,12,1,42,29,51.7,14,215,76,35.3,29,12,1,54,19,1,35,23,65,77,1,/en/players/933d3b51/matchlogs/2018-2019/defense/Koffi-Djidji-Match-Logs
161,Berat Djimsiti,al,DF,Atalanta,25,1993,20.1,42,22,23,18,1,42,28,53.6,13,253,88,34.8,23,18,1,30,10,0,20,36,78,99,2,/en/players/6eee05f1/matchlogs/2018-2019/defense/Berat-Djimsiti-Match-Logs
162,Johan Djourou,ch,DF,SPAL,31,1987,3.1,3,2,3,0,0,3,5,40.0,3,24,4,16.7,3,0,0,5,2,0,3,4,7,14,0,/en/players/b8673e18/matchlogs/2018-2019/defense/Johan-Djourou-Match-Logs
163,Gianluigi Donnarumma,it,GK,Milan,19,1999,34.3,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,0,0,0,0,0,0,1,1,0,1,/en/players/08f5afaa/matchlogs/2018-2019/defense/Gianluigi-Donnarumma-Match-Logs
164,Godfred Donsah,gh,MF,Bologna,22,1996,1.7,5,4,4,0,1,5,4,75.0,1,51,10,19.6,4,0,1,3,1,0,2,1,6,8,0,/en/players/384dd218/matchlogs/2018-2019/defense/Godfred-Donsah-Match-Logs
165,Riccardo Doratiotto,it,FW,Cagliari,19,1999,0.9,1,1,0,0,1,1,0,,0,18,3,16.7,0,0,1,0,0,0,0,0,1,0,0,/en/players/c1bcb2df/matchlogs/2018-2019/defense/Riccardo-Doratiotto-Match-Logs
166,Bartłomiej Drągowski,pl,GK,Empoli,20,1997,14.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,2,1,/en/players/085e71a7/matchlogs/2018-2019/defense/Bartlomiej-Dragowski-Match-Logs
167,Bartłomiej Drągowski,pl,GK,Fiorentina,20,1997,2.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,/en/players/085e71a7/matchlogs/2018-2019/defense/Bartlomiej-Dragowski-Match-Logs
168,Alfred Duncan,gh,MF,Sassuolo,25,1993,20.5,31,19,15,13,3,31,38,23.7,29,358,81,22.6,15,13,3,20,8,0,12,17,48,23,0,/en/players/528492ea/matchlogs/2018-2019/defense/Alfred-Duncan-Match-Logs
169,Riza Durmisi,dk,"DF,MF",Lazio,24,1994,3.6,5,5,3,0,2,5,5,60.0,2,61,18,29.5,3,0,2,4,0,0,4,1,6,8,0,/en/players/e5cd9da6/matchlogs/2018-2019/defense/Riza-Durmisi-Match-Logs
170,Paulo Dybala,ar,"FW,MF",Juventus,24,1993,23.7,16,12,5,6,5,16,22,9.1,20,433,89,20.6,5,6,5,30,2,0,28,15,31,0,0,/en/players/e0921a4f/matchlogs/2018-2019/defense/Paulo-Dybala-Match-Logs
171,Edin Džeko,ba,FW,Roma,32,1986,28.7,14,9,1,9,4,14,21,23.8,16,346,75,21.7,1,9,4,15,4,0,11,0,14,32,0,/en/players/3bb7f478/matchlogs/2018-2019/defense/Edin-Dzeko-Match-Logs
172,Blerim Džemaili,ch,MF,Bologna,32,1986,19.4,41,25,22,17,2,41,68,33.8,45,399,89,22.3,22,17,2,25,2,0,23,16,57,9,0,/en/players/756959aa/matchlogs/2018-2019/defense/Blerim-Dzemaili-Match-Logs
173,Simone Edera,it,FW,Bologna,21,1997,2.2,4,2,3,0,1,4,4,25.0,3,63,20,31.7,3,0,1,3,0,0,3,0,4,0,0,/en/players/8697c095/matchlogs/2018-2019/defense/Simone-Edera-Match-Logs
174,Simone Edera,it,"FW,MF",Torino,21,1997,0.9,2,1,1,1,0,2,1,0.0,1,27,9,33.3,1,1,0,1,0,0,1,1,3,0,0,/en/players/8697c095/matchlogs/2018-2019/defense/Simone-Edera-Match-Logs
175,Albin Ekdal,se,MF,Sampdoria,29,1989,29.4,56,35,16,29,11,56,67,34.3,44,429,127,29.6,16,29,11,47,14,0,33,52,108,64,1,/en/players/f503ea63/matchlogs/2018-2019/defense/Albin-Ekdal-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Valentin Eysseric,fr,"FW,MF",Fiorentina,26,1992,4.0,8,5,3,3,2,8,3,66.7,1,68,23,33.8,3,3,2,6,1,0,5,5,13,0,0,/en/players/ae82fa48/matchlogs/2018-2019/defense/Valentin-Eysseric-Match-Logs
177,Diego Falcinelli,it,FW,Bologna,27,1991,7.8,8,6,1,1,6,8,6,33.3,4,170,31,18.2,1,1,6,8,1,0,7,1,9,2,0,/en/players/a39b9ef6/matchlogs/2018-2019/defense/Diego-Falcinelli-Match-Logs
178,Iago Falque,es,"FW,MF",Torino,28,1990,17.9,11,7,2,8,1,11,23,13.0,20,284,74,26.1,2,8,1,22,0,0,22,3,14,4,0,/en/players/440c84ed/matchlogs/2018-2019/defense/Iago-Falque-Match-Logs
179,Paolo Faragò,it,"MF,DF",Cagliari,25,1993,18.9,53,32,23,23,7,53,52,32.7,35,465,130,28.0,23,23,7,38,2,0,36,17,70,39,1,/en/players/9085dd7c/matchlogs/2018-2019/defense/Paolo-Farago-Match-Logs
180,Mohamed Fares,dz,"DF,MF",SPAL,22,1996,32.8,66,41,39,20,7,66,62,38.7,38,511,127,24.9,39,20,7,86,5,0,81,53,119,77,1,/en/players/b7a5bc86/matchlogs/2018-2019/defense/Mohamed-Fares-Match-Logs
181,Diego Farias,br,FW,Empoli,28,1990,13.3,8,6,2,4,2,8,8,0.0,8,242,42,17.4,2,4,2,9,1,0,8,0,8,3,0,/en/players/157d29b6/matchlogs/2018-2019/defense/Diego-Farias-Match-Logs
182,Diego Farias,br,FW,Cagliari,28,1990,7.8,12,8,4,6,2,12,8,0.0,8,150,36,24.0,4,6,2,9,1,0,8,3,15,5,0,/en/players/157d29b6/matchlogs/2018-2019/defense/Diego-Farias-Match-Logs
183,Andrea Favilli,it,"FW,MF",Genoa,21,1997,1.9,0,0,0,0,0,0,1,0.0,1,30,10,33.3,0,0,0,2,0,0,2,0,0,0,0,/en/players/44510fde/matchlogs/2018-2019/defense/Andrea-Favilli-Match-Logs
184,Federico Fazio,ar,DF,Roma,31,1987,31.2,33,22,14,12,7,33,31,48.4,16,238,77,32.4,14,12,7,60,34,0,26,50,83,202,3,/en/players/4e358a2d/matchlogs/2018-2019/defense/Federico-Fazio-Match-Logs
185,Luiz Felipe,br,DF,Lazio,21,1997,14.3,26,16,19,7,0,26,20,35.0,13,156,45,28.8,19,7,0,42,21,0,21,24,50,51,0,/en/players/15d0c248/matchlogs/2018-2019/defense/Luiz-Felipe-Match-Logs
186,Edimilson Fernandes,ch,MF,Fiorentina,22,1996,21.9,43,29,21,20,2,43,44,43.2,25,395,111,28.1,21,20,2,40,3,0,37,27,70,28,1,/en/players/3bb625ac/matchlogs/2018-2019/defense/Edimilson-Fernandes-Match-Logs
187,Alex Ferrari,it,DF,Sampdoria,24,1994,6.0,16,8,8,7,1,16,11,54.5,5,55,21,38.2,8,7,1,10,4,0,6,10,26,29,0,/en/players/d0dbca9f/matchlogs/2018-2019/defense/Alex-Ferrari-Match-Logs
188,Sergio Floccari,it,FW,SPAL,36,1981,10.8,9,5,0,4,5,9,9,11.1,8,234,54,23.1,0,4,5,13,4,0,9,1,10,4,0,/en/players/df301450/matchlogs/2018-2019/defense/Sergio-Floccari-Match-Logs
189,Alessandro Florenzi,it,"DF,FW",Roma,27,1991,24.2,36,19,19,12,5,36,45,33.3,30,320,71,22.2,19,12,5,38,7,0,31,42,78,68,1,/en/players/e288d4b3/matchlogs/2018-2019/defense/Alessandro-Florenzi-Match-Logs
190,Seko Fofana,ci,MF,Udinese,23,1995,29.3,30,18,16,13,1,30,50,32.0,34,406,104,25.6,16,13,1,34,8,1,26,34,64,15,1,/en/players/5313ed43/matchlogs/2018-2019/defense/Seko-Fofana-Match-Logs
191,Pierluigi Frattali,it,GK,Parma,32,1985,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,/en/players/71dac2c2/matchlogs/2018-2019/defense/Pierluigi-Frattali-Match-Logs
192,Remo Freuler,ch,MF,Atalanta,26,1992,33.6,100,70,43,40,17,100,110,38.2,68,809,250,30.9,43,40,17,81,10,0,71,41,141,49,0,/en/players/98d2c2c4/matchlogs/2018-2019/defense/Remo-Freuler-Match-Logs
193,Nicolas Frey,fr,DF,Chievo,34,1984,2.5,4,2,1,3,0,4,4,25.0,3,29,7,24.1,1,3,0,7,3,0,4,7,11,16,0,/en/players/6378443d/matchlogs/2018-2019/defense/Nicolas-Frey-Match-Logs
194,Manolo Gabbiadini,it,FW,Sampdoria,26,1991,9.0,3,1,0,1,2,3,10,0.0,10,244,59,24.2,0,1,2,8,2,0,6,5,8,4,0,/en/players/8f866fe8/matchlogs/2018-2019/defense/Manolo-Gabbiadini-Match-Logs
195,Gianluca Gaetano,it,FW,Napoli,18,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,/en/players/3b387cc7/matchlogs/2018-2019/defense/Gianluca-Gaetano-Match-Logs
196,Roberto Gagliardini,it,MF,Inter,24,1994,12.1,29,23,12,12,5,29,32,28.1,23,290,79,27.2,12,12,5,24,4,0,20,17,46,26,0,/en/players/ce30bfc8/matchlogs/2018-2019/defense/Roberto-Gagliardini-Match-Logs
197,Riccardo Gagliolo,se,DF,Parma,28,1990,33.8,64,38,43,19,2,64,75,33.3,50,426,123,28.9,43,19,2,79,33,1,46,65,129,207,4,/en/players/173061c0/matchlogs/2018-2019/defense/Riccardo-Gagliolo-Match-Logs
198,Marcello Gazzola,it,"DF,MF",Parma,33,1985,10.2,14,7,5,6,3,14,9,55.6,4,124,29,23.4,5,6,3,20,4,0,16,6,20,30,0,/en/players/93390969/matchlogs/2018-2019/defense/Marcello-Gazzola-Match-Logs
199,Gerson,br,"MF,FW",Fiorentina,21,1997,27.0,50,36,25,21,4,50,48,33.3,32,522,134,25.7,25,21,4,47,11,0,36,16,66,39,0,/en/players/8827bf46/matchlogs/2018-2019/defense/Gerson-Match-Logs
200,Gervinho,ci,FW,Parma,31,1987,25.6,16,10,7,5,4,16,15,20.0,12,440,74,16.8,7,5,4,11,1,0,10,11,27,2,0,/en/players/e468c053/matchlogs/2018-2019/defense/Gervinho-Match-Logs
Rk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Paolo Ghiglione,it,"MF,DF",Frosinone,21,1997,5.7,12,7,8,3,1,12,23,43.5,13,84,17,20.2,8,3,1,7,0,0,7,4,16,18,0,/en/players/71dc23da/matchlogs/2018-2019/defense/Paolo-Ghiglione-Match-Logs
202,Faouzi Ghoulam,dz,DF,Napoli,27,1991,12.8,14,6,4,6,4,14,11,81.8,2,62,16,25.8,4,6,4,14,1,0,13,8,22,21,0,/en/players/c5adc293/matchlogs/2018-2019/defense/Faouzi-Ghoulam-Match-Logs
203,Emanuele Giaccherini,it,"MF,FW",Chievo,33,1985,22.3,13,10,5,7,1,13,45,11.1,40,524,114,21.8,5,7,1,26,2,0,24,16,29,7,0,/en/players/1c50f354/matchlogs/2018-2019/defense/Emanuele-Giaccherini-Match-Logs
204,Massimo Gobbi,it,DF,Parma,37,1980,13.1,17,10,6,7,4,17,32,25.0,24,197,49,24.9,6,7,4,23,8,0,15,9,26,35,0,/en/players/635b0bae/matchlogs/2018-2019/defense/Massimo-Gobbi-Match-Logs
205,Edoardo Goldaniga,it,DF,Frosinone,24,1993,29.0,53,39,45,5,3,53,39,53.8,18,324,98,30.2,45,5,3,40,17,0,23,58,111,123,0,/en/players/4b029b31/matchlogs/2018-2019/defense/Edoardo-Goldaniga-Match-Logs
206,Pierluigi Gollini,it,GK,Atalanta,23,1995,20.0,0,0,0,0,0,0,1,0.0,1,4,3,75.0,0,0,0,1,0,0,1,0,0,0,0,/en/players/f0f7f62f/matchlogs/2018-2019/defense/Pierluigi-Gollini-Match-Logs
207,Papu Gómez,ar,"MF,FW",Atalanta,30,1988,32.2,20,16,7,9,4,20,39,20.5,31,420,104,24.8,7,9,4,22,0,0,22,17,37,7,0,/en/players/6e4df551/matchlogs/2018-2019/defense/Papu-Gomez-Match-Logs
208,Alfred Gomis,sn,GK,SPAL,24,1993,19.2,0,0,0,0,0,0,1,0.0,1,1,1,100.0,0,0,0,0,0,0,0,1,1,0,1,/en/players/cecbce23/matchlogs/2018-2019/defense/Alfred-Gomis-Match-Logs
209,Giancarlo González,cr,DF,Bologna,30,1988,8.3,14,4,12,2,0,14,11,54.5,5,80,20,25.0,12,2,0,20,14,1,6,11,25,49,1,/en/players/117beb8f/matchlogs/2018-2019/defense/Giancarlo-Gonzalez-Match-Logs
210,Mirko Gori,it,MF,Frosinone,25,1993,3.7,12,5,5,6,1,12,10,20.0,8,104,24,23.1,5,6,1,7,0,0,7,4,16,7,0,/en/players/7d86864c/matchlogs/2018-2019/defense/Mirko-Gori-Match-Logs
